"Density","Eddy_Viscosity","Energy","Heat_Flux","Laminar_Viscosity","Mach","Momentum:0","Momentum:1","Momentum:2","Omega","Pressure","Pressure_Coefficient","Skin_Friction_Coefficient:0","Skin_Friction_Coefficient:1","Skin_Friction_Coefficient:2","Temperature","Turb_Kin_Energy","Y_Plus","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
7.7669,0.00018503,1.9525e+06,0,1.9988e-05,0.24094,696.5,0.90536,0,89739,7.6851e+05,-56236,0,0,0,333.15,2.1379,0,,0,-8.1,0,0
7.7646,0.0001828,1.9519e+06,0,1.9986e-05,0.24175,698.59,0.38467,0,77973,7.6818e+05,-56824,0,0,0,333.11,1.8549,0,,0.0731,-8.0269,0,0
7.7622,0.00018056,1.9513e+06,0,1.9984e-05,0.24256,700.68,-0.13602,0,66207,7.6785e+05,-57412,0,0,0,333.07,1.572,0,,0.1462,-7.9538,0,0
7.7599,0.00017833,1.9506e+06,0,1.9982e-05,0.24338,702.76,-0.6567,0,54441,7.6752e+05,-58000,0,0,0,333.02,1.2891,0,,0.2193,-7.8807,0,0
7.7576,0.0001761,1.95e+06,0,1.998e-05,0.24419,704.85,-1.1774,0,42675,7.6719e+05,-58588,0,0,0,332.98,1.0061,0,,0.2924,-7.8076,0,0
7.7553,0.00017386,1.9494e+06,0,1.9978e-05,0.245,706.93,-1.6981,0,30909,7.6686e+05,-59176,0,0,0,332.94,0.72318,0,,0.3655,-7.7345,0,0
7.753,0.00017163,1.9488e+06,0,1.9976e-05,0.24581,709.02,-2.2188,0,19144,7.6653e+05,-59764,0,0,0,332.89,0.44024,0,,0.4386,-7.6614,0,0
7.7504,0.00016952,1.9481e+06,0,1.9974e-05,0.24677,711.51,-2.7358,0,9230.2,7.6617e+05,-60416,0,0,0,332.85,0.20207,0,,0.5117,-7.5883,0,0
7.7463,0.00016803,1.9472e+06,0,1.9971e-05,0.24848,715.96,-3.2349,0,8347,7.6563e+05,-61379,0,0,0,332.79,0.18212,0,,0.5848,-7.5152,0,0
7.7422,0.00016653,1.9463e+06,0,1.9968e-05,0.25018,720.42,-3.7341,0,7463.8,7.6509e+05,-62343,0,0,0,332.73,0.16217,0,,0.6579,-7.4421,0,0
7.7381,0.00016504,1.9453e+06,0,1.9966e-05,0.25189,724.88,-4.2333,0,6580.6,7.6455e+05,-63306,0,0,0,332.67,0.14222,0,,0.731,-7.369,0,0
7.734,0.00016354,1.9444e+06,0,1.9963e-05,0.25359,729.33,-4.7324,0,5697.3,7.6401e+05,-64270,0,0,0,332.61,0.12227,0,,0.8041,-7.2959,0,0
7.73,0.00016205,1.9435e+06,0,1.996e-05,0.2553,733.79,-5.2316,0,4814.1,7.6347e+05,-65233,0,0,0,332.55,0.10233,0,,0.8772,-7.2228,0,0
7.7259,0.00016055,1.9426e+06,0,1.9958e-05,0.25701,738.25,-5.7307,0,3930.9,7.6293e+05,-66196,0,0,0,332.49,0.082376,0,,0.9503,-7.1497,0,0
7.7209,0.00015919,1.9415e+06,0,1.9955e-05,0.25905,743.54,-6.2219,0,3250.5,7.6228e+05,-67358,0,0,0,332.42,0.067069,0,,1.0234,-7.0766,0,0
7.714,0.00015813,1.94e+06,0,1.995e-05,0.26185,750.76,-6.6949,0,3032.7,7.6137e+05,-68973,0,0,0,332.32,0.062354,0,,1.0965,-7.0035,0,0
7.7072,0.00015707,1.9385e+06,0,1.9946e-05,0.26465,757.98,-7.1678,0,2814.9,7.6047e+05,-70588,0,0,0,332.22,0.057639,0,,1.1696,-6.9304,0,0
7.7003,0.00015601,1.937e+06,0,1.9941e-05,0.26746,765.2,-7.6408,0,2597,7.5957e+05,-72204,0,0,0,332.12,0.052924,0,,1.2427,-6.8573,0,0
7.6934,0.00015496,1.9355e+06,0,1.9937e-05,0.27026,772.42,-8.1138,0,2379.2,7.5866e+05,-73819,0,0,0,332.03,0.048209,0,,1.3158,-6.7842,0,0
7.6865,0.0001539,1.934e+06,0,1.9932e-05,0.27306,779.64,-8.5867,0,2161.4,7.5776e+05,-75434,0,0,0,331.93,0.043494,0,,1.3889,-6.7111,0,0
7.6796,0.00015284,1.9325e+06,0,1.9928e-05,0.27587,786.85,-9.0597,0,1943.6,7.5685e+05,-77049,0,0,0,331.83,0.038779,0,,1.462,-6.638,0,0
7.6718,0.00015191,1.9308e+06,0,1.9923e-05,0.27911,795.12,-9.5248,0,1782.5,7.5581e+05,-78908,0,0,0,331.71,0.035309,0,,1.5351,-6.5649,0,0
7.6626,0.00015117,1.9288e+06,0,1.9916e-05,0.28299,804.95,-9.9783,0,1705.4,7.5457e+05,-81129,0,0,0,331.56,0.033689,0,,1.6082,-6.4918,0,0
7.6533,0.00015044,1.9268e+06,0,1.9909e-05,0.28687,814.77,-10.432,0,1628.4,7.5332e+05,-83351,0,0,0,331.41,0.032068,0,,1.6813,-6.4187,0,0
7.6441,0.0001497,1.9248e+06,0,1.9903e-05,0.29075,824.6,-10.885,0,1551.3,7.5208e+05,-85573,0,0,0,331.27,0.030447,0,,1.7544,-6.3456,0,0
7.6349,0.00014897,1.9228e+06,0,1.9896e-05,0.29463,834.42,-11.339,0,1474.3,7.5084e+05,-87794,0,0,0,331.12,0.028826,0,,1.8275,-6.2725,0,0
7.6256,0.00014823,1.9208e+06,0,1.9889e-05,0.29852,844.25,-11.792,0,1397.2,7.4959e+05,-90016,0,0,0,330.97,0.027206,0,,1.9006,-6.1994,0,0
7.6164,0.0001475,1.9188e+06,0,1.9883e-05,0.3024,854.07,-12.246,0,1320.1,7.4835e+05,-92237,0,0,0,330.82,0.025585,0,,1.9737,-6.1263,0,0
7.6052,0.00014671,1.9163e+06,0,1.9875e-05,0.30676,864.91,-12.527,0,1250.7,7.4685e+05,-94904,0,0,0,330.65,0.024133,0,,2.0468,-6.0532,0,0
