,Density,Energy,Heat_Flux,Laminar_Viscosity,Mach,Momentum:0,Momentum:1,Momentum:2,Pressure,Pressure_Coefficient,Skin_Friction_Coefficient:0,Skin_Friction_Coefficient:1,Skin_Friction_Coefficient:2,Temperature,Y_Plus,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2,Ptot,Z
34,7.5058,1910000.0,0,1.9912e-05,0.3483,970.54,-3.9274,0,738920.0,9.0644e+18,0,0,0,331.47,0,,2.4854,-5.6146,0,0,804037.7487943794,1.0003115123814759
35,7.488,1906200.0,0,1.9898e-05,0.35505,986.53,-3.6324,0,736480.0,9.0299e+18,0,0,0,331.16,0,,2.5585,-5.5415,0,0,804001.0644489002,1.0002980410597844
36,7.4707,1902500.0,0,1.9884e-05,0.36153,1001.8,-3.3238,0,734120.0,8.9963e+18,0,0,0,330.86,0,,2.6316,-5.4684,0,0,803983.1518669416,1.0002850341665916
37,7.4534,1898700.0,0,1.9871e-05,0.36793,1016.7,-3.0378,0,731750.0,8.9627e+18,0,0,0,330.56,0,,2.7047,-5.3953,0,0,803957.32000542,1.0002720511813656
38,7.4359,1895100.0,0,1.9856e-05,0.37493,1033.1,-2.8207,0,729320.0,8.9281e+18,0,0,0,330.24,0,,2.7778,-5.3222,0,0,804147.1661749433,1.0002582827510333
39,7.4134,1890200.0,0,1.9839e-05,0.38286,1051.1,-2.8223,0,726260.0,8.8846e+18,0,0,0,329.85,0,,2.8509,-5.2491,0,0,804072.6968741724,1.0002414980172494
40,7.3927,1885700.0,0,1.9822e-05,0.39027,1067.9,-2.7462,0,723420.0,8.8443e+18,0,0,0,329.48,0,,2.924,-5.176,0,0,804070.5079857445,1.0002256481781229
41,7.3701,1880700.0,0,1.9803e-05,0.39834,1085.9,-2.7849,0,720300.0,8.8e+18,0,0,0,329.06,0,,2.9971,-5.1029,0,0,804088.1887212528,1.000207751925903
42,7.3462,1875500.0,0,1.9784e-05,0.40655,1104.0,-2.8407,0,717030.0,8.7536e+18,0,0,0,328.64,0,,3.0702,-5.0298,0,0,804051.6657782234,1.0001898474126192
43,7.3221,1870300.0,0,1.9764e-05,0.41475,1121.8,-2.9037,0,713740.0,8.7069e+18,0,0,0,328.21,0,,3.1433,-4.9567,0,0,804040.2304962948,1.000171599006763
44,7.2972,1864900.0,0,1.9744e-05,0.4233,1140.3,-2.9167,0,710330.0,8.6584e+18,0,0,0,327.75,0,,3.2164,-4.8836,0,0,804106.1423543476,1.0001521811590028
45,7.27,1859000.0,0,1.9722e-05,0.4322,1159.1,-2.9683,0,706630.0,8.606e+18,0,0,0,327.27,0,,3.2895,-4.8105,0,0,804062.4536746246,1.0001319417318795
46,7.2428,1853100.0,0,1.9699e-05,0.44113,1177.7,-2.9679,0,702930.0,8.5534e+18,0,0,0,326.77,0,,3.3626,-4.7374,0,0,804091.0518165198,1.0001109861214368
47,7.2147,1847000.0,0,1.9676e-05,0.45034,1196.7,-2.8914,0,699090.0,8.4989e+18,0,0,0,326.26,0,,3.4357,-4.6643,0,0,804153.4017625593,1.0000896734350175
48,7.1847,1840500.0,0,1.9651e-05,0.45991,1216.0,-2.8464,0,695020.0,8.4411e+18,0,0,0,325.71,0,,3.5088,-4.5912,0,0,804189.7169610034,1.0000668005033873
49,7.1536,1833700.0,0,1.9625e-05,0.46968,1235.4,-2.8063,0,690810.0,8.3813e+18,0,0,0,325.15,0,,3.5819,-4.5181,0,0,804228.1357593727,1.0000435975043185
50,7.1216,1826700.0,0,1.9599e-05,0.47955,1254.6,-2.7787,0,686490.0,8.3199e+18,0,0,0,324.56,0,,3.655,-4.445,0,0,804253.9325425797,1.000019283692378
51,7.0894,1819700.0,0,1.9572e-05,0.48932,1273.2,-2.7269,0,682160.0,8.2584e+18,0,0,0,323.98,0,,3.7281,-4.3719,0,0,804278.8358907799,0.9999954798952216
52,7.0566,1812700.0,0,1.9546e-05,0.49936,1292.2,-2.0829,0,677770.0,8.1961e+18,0,0,0,323.39,0,,3.8012,-4.2988,0,0,804438.6072014524,0.9999713848123396
53,7.0182,1804300.0,0,1.9514e-05,0.51058,1312.6,-1.9527,0,672630.0,8.1231e+18,0,0,0,322.7,0,,3.8743,-4.2257,0,0,804412.8410675047,0.99994335776831
54,6.9807,1796100.0,0,1.9482e-05,0.52155,1332.2,-1.9174,0,667600.0,8.0516e+18,0,0,0,322.0,0,,3.9474,-4.1526,0,0,804454.1232842075,0.9999150960470128
55,6.9422,1787700.0,0,1.945e-05,0.53269,1351.6,-1.8597,0,662440.0,7.9784e+18,0,0,0,321.29,0,,4.0205,-4.0795,0,0,804503.8574203943,0.9998865966853189
56,6.9017,1778800.0,0,1.9415e-05,0.5442,1371.2,-1.8181,0,657040.0,7.9017e+18,0,0,0,320.54,0,,4.0936,-4.0064,0,0,804543.7174847189,0.999856675488636
57,6.8604,1769700.0,0,1.938e-05,0.55572,1390.2,-1.7149,0,651560.0,7.8239e+18,0,0,0,319.78,0,,4.1667,-3.9333,0,0,804561.1845665505,0.9998265532706041
58,6.8178,1760400.0,0,1.9344e-05,0.56763,1409.4,-1.598,0,645890.0,7.7434e+18,0,0,0,318.98,0,,4.2398,-3.8602,0,0,804644.366016964,0.99979504660965
59,6.7738,1750700.0,0,1.9305e-05,0.57981,1428.5,-1.5536,0,640050.0,7.6604e+18,0,0,0,318.14,0,,4.3129,-3.7871,0,0,804749.30504708,0.9997621739662987
60,6.7287,1740700.0,0,1.9266e-05,0.59196,1446.7,-1.4565,0,634080.0,7.5756e+18,0,0,0,317.29,0,,4.386,-3.714,0,0,804739.7982549293,0.999729168928377
61,6.6825,1730500.0,0,1.9225e-05,0.60442,1465.0,-1.3767,0,627970.0,7.489e+18,0,0,0,316.41,0,,4.4591,-3.6409,0,0,804811.6074726075,0.9996952423829351
62,6.6343,1719900.0,0,1.9183e-05,0.61724,1483.1,-1.3095,0,621630.0,7.3989e+18,0,0,0,315.49,0,,4.5322,-3.5678,0,0,804883.1343569648,0.9996600446671936
63,6.5851,1708900.0,0,1.9139e-05,0.63019,1500.8,-1.2625,0,615170.0,7.3071e+18,0,0,0,314.54,0,,4.6053,-3.4947,0,0,804946.8402044328,0.9996239714180053
64,6.5346,1697700.0,0,1.9094e-05,0.64331,1517.9,-1.2539,0,608570.0,7.2135e+18,0,0,0,313.57,0,,4.6784,-3.4216,0,0,804999.3718420906,0.9995874680994384
65,6.483,1686200.0,0,1.9048e-05,0.65662,1534.6,-1.2182,0,601840.0,7.1179e+18,0,0,0,312.57,0,,4.7515,-3.3485,0,0,805064.203325265,0.999550146180674
66,6.4303,1674500.0,0,1.9e-05,0.67009,1550.8,-1.1774,0,594990.0,7.0206e+18,0,0,0,311.55,0,,4.8246,-3.2754,0,0,805130.9817005792,0.9995124407748529
67,6.3764,1662500.0,0,1.8952e-05,0.68373,1566.5,-1.1336,0,588020.0,6.9215e+18,0,0,0,310.5,0,,4.8977,-3.2023,0,0,805202.7307159654,0.9994739667448447
68,6.3214,1650100.0,0,1.8901e-05,0.69754,1581.6,-1.0905,0,580920.0,6.8207e+18,0,0,0,309.42,0,,4.9708,-3.1292,0,0,805261.3073380208,0.9994347615618054
69,6.2654,1637600.0,0,1.885e-05,0.71152,1596.1,-1.0519,0,573720.0,6.7186e+18,0,0,0,308.32,0,,5.0439,-3.0561,0,0,805343.5114134505,0.9993952488036623
70,6.2078,1624700.0,0,1.8797e-05,0.72565,1609.9,-1.021,0,566360.0,6.6141e+18,0,0,0,307.18,0,,5.117,-2.983,0,0,805344.7565618786,0.9993546824321393
71,6.1496,1611600.0,0,1.8743e-05,0.73991,1623.1,-0.96688,0,558940.0,6.5087e+18,0,0,0,306.03,0,,5.1901,-2.9099,0,0,805385.1604369596,0.999314256014703
72,6.0905,1598200.0,0,1.8687e-05,0.75437,1635.8,-0.89736,0,551430.0,6.402e+18,0,0,0,304.84,0,,5.2632,-2.8368,0,0,805469.9220972233,0.9992727687261522
73,6.0305,1584700.0,0,1.8631e-05,0.76892,1647.6,-0.84084,0,543830.0,6.2941e+18,0,0,0,303.64,0,,5.3363,-2.7637,0,0,805508.8617551667,0.9992315182608829
74,5.9701,1571000.0,0,1.8573e-05,0.78358,1658.8,-0.78929,0,536200.0,6.1857e+18,0,0,0,302.41,0,,5.4094,-2.6906,0,0,805599.1872301254,0.9991896133772079
75,5.9086,1557000.0,0,1.8514e-05,0.7984,1669.3,-0.7328,0,528480.0,6.0761e+18,0,0,0,301.15,0,,5.4825,-2.6175,0,0,805684.36696667,0.9991471614554441
76,5.8466,1542900.0,0,1.8453e-05,0.81331,1679.1,-0.67824,0,520720.0,5.966e+18,0,0,0,299.88,0,,5.5556,-2.5444,0,0,805777.2160542165,0.999104975299299
77,5.7839,1528600.0,0,1.8392e-05,0.82832,1688.1,-0.62163,0,512920.0,5.8552e+18,0,0,0,298.59,0,,5.6287,-2.4713,0,0,805878.6876150867,0.9990626585147513
78,5.7206,1514200.0,0,1.833e-05,0.84342,1696.3,-0.56479,0,505080.0,5.7438e+18,0,0,0,297.27,0,,5.7018,-2.3982,0,0,805972.9791905467,0.9990198108967864
79,5.6567,1499600.0,0,1.8266e-05,0.85863,1703.8,-0.50839,0,497200.0,5.6319e+18,0,0,0,295.94,0,,5.7749,-2.3251,0,0,806068.5793607747,0.9989773235929172
80,5.5923,1484800.0,0,1.8202e-05,0.87395,1710.5,-0.45131,0,489280.0,5.5194e+18,0,0,0,294.59,0,,5.848,-2.252,0,0,806157.2620738136,0.9989348016767944
81,5.5273,1469800.0,0,1.8136e-05,0.88937,1716.4,-0.39384,0,481340.0,5.4066e+18,0,0,0,293.21,0,,5.9211,-2.1789,0,0,806255.0643750103,0.998891802918877
82,5.4619,1454800.0,0,1.8069e-05,0.90488,1721.6,-0.33654,0,473370.0,5.2936e+18,0,0,0,291.81,0,,5.9942,-2.1058,0,0,806327.9322964888,0.9988488128188866
83,5.396,1439500.0,0,1.8001e-05,0.9205,1725.9,-0.27985,0,465400.0,5.1803e+18,0,0,0,290.4,0,,6.0673,-2.0327,0,0,806435.7956071944,0.9988062319650268
84,5.3297,1424200.0,0,1.7932e-05,0.93621,1729.6,-0.22343,0,457410.0,5.0668e+18,0,0,0,288.97,0,,6.1404,-1.9596,0,0,806518.1430872479,0.9987637040267704
85,5.2629,1408600.0,0,1.7862e-05,0.95202,1732.4,-0.16602,0,449410.0,4.9533e+18,0,0,0,287.51,0,,6.2135,-1.8865,0,0,806591.8683240376,0.9987207978259255
86,5.1958,1393000.0,0,1.7791e-05,0.96794,1734.4,-0.11185,0,441410.0,4.8397e+18,0,0,0,286.04,0,,6.2866,-1.8134,0,0,806674.8242081156,0.9986783988234901
87,5.1284,1377200.0,0,1.7719e-05,0.98396,1735.7,-0.056335,0,433410.0,4.726e+18,0,0,0,284.55,0,,6.3597,-1.7403,0,0,806748.7949533543,0.9986361002284196
88,5.0606,1361300.0,0,1.7645e-05,1.0001,1736.2,-0.0010299,0,425400.0,4.6124e+18,0,0,0,283.04,0,,6.4328,-1.6672,0,0,806803.7745897169,0.9985939683853
89,4.9924,1345300.0,0,1.757e-05,1.0164,1736.0,0.055068,0,417400.0,4.4987e+18,0,0,0,281.5,0,,6.5059,-1.5941,0,0,806901.1677796236,0.9985515308508619
90,4.9239,1329200.0,0,1.7495e-05,1.0327,1734.9,0.10799,0,409410.0,4.3852e+18,0,0,0,279.95,0,,6.579,-1.521,0,0,806857.695605007,0.998509713589718
91,4.8553,1312900.0,0,1.7418e-05,1.0492,1733.2,0.15987,0,401430.0,4.272e+18,0,0,0,278.38,0,,6.6521,-1.4479,0,0,806830.4117021317,0.9984681076873111
92,4.7864,1296600.0,0,1.734e-05,1.0658,1730.7,0.21187,0,393470.0,4.159e+18,0,0,0,276.79,0,,6.7252,-1.3748,0,0,806711.8276412247,0.9984267128617658
93,4.7173,1280100.0,0,1.726e-05,1.0826,1727.4,0.26409,0,385540.0,4.0462e+18,0,0,0,275.18,0,,6.7983,-1.3017,0,0,806589.8381284926,0.9983855237995605
94,4.6478,1263600.0,0,1.718e-05,1.0995,1723.5,0.31028,0,377610.0,3.9337e+18,0,0,0,273.55,0,,6.8714,-1.2286,0,0,806275.3315884203,0.9983447009372153
95,4.5783,1246900.0,0,1.7098e-05,1.1166,1718.8,0.36122,0,369710.0,3.8215e+18,0,0,0,271.89,0,,6.9445,-1.1555,0,0,805900.1658153586,0.9983037057217695
96,4.5088,1230200.0,0,1.7015e-05,1.1337,1713.4,0.42556,0,361870.0,3.7102e+18,0,0,0,270.23,0,,7.0176,-1.0824,0,0,805309.2618004152,0.9982638034856822
97,4.4383,1213300.0,0,1.6931e-05,1.1511,1707.2,0.4839,0,353970.0,3.598e+18,0,0,0,268.53,0,,7.0907,-1.0093,0,0,804500.7167399212,0.9982237751711523
98,4.3679,1196300.0,0,1.6845e-05,1.1687,1700.3,0.53471,0,346140.0,3.4868e+18,0,0,0,266.82,0,,7.1638,-0.9362,0,0,803640.1307804507,0.9981844289426196
99,4.2974,1179200.0,0,1.6758e-05,1.1864,1692.6,0.5899,0,338330.0,3.3759e+18,0,0,0,265.09,0,,7.2369,-0.8631,0,0,802491.5661626948,0.9981455941187808
100,4.2265,1162000.0,0,1.6669e-05,1.2044,1684.3,0.64405,0,330550.0,3.2653e+18,0,0,0,263.32,0,,7.31,-0.79,0,0,801246.3382995764,0.9981063410487935
101,4.1556,1144700.0,0,1.658e-05,1.2225,1675.2,0.69407,0,322800.0,3.1553e+18,0,0,0,261.54,0,,7.3831,-0.7169,0,0,799684.8409897595,0.9980681113692927
102,4.0845,1127300.0,0,1.6488e-05,1.2408,1665.4,0.74143,0,315090.0,3.0458e+18,0,0,0,259.74,0,,7.4562,-0.6438,0,0,797903.7055988333,0.9980304366000187
103,4.0136,1109900.0,0,1.6397e-05,1.259,1654.9,0.78856,0,307480.0,2.9377e+18,0,0,0,257.94,0,,7.5293,-0.5707,0,0,795749.1281692215,0.9979939221854681
104,3.9427,1092400.0,0,1.6304e-05,1.2776,1643.7,1.0758,0,299900.0,2.8301e+18,0,0,0,256.1,0,,7.6024,-0.4976,0,0,793499.7806261843,0.9979571663608092
105,3.8719,1074800.0,0,1.6209e-05,1.2963,1631.9,1.1974,0,292380.0,2.7234e+18,0,0,0,254.25,0,,7.6755,-0.4245,0,0,790926.4441627379,0.9979214344305712
106,3.8009,1057300.0,0,1.6112e-05,1.3154,1619.6,1.2368,0,284890.0,2.617e+18,0,0,0,252.37,0,,7.7486,-0.3514,0,0,788206.5304679252,0.9978860447432725
107,3.7318,1040100.0,0,1.6017e-05,1.3342,1607.0,1.2328,0,277660.0,2.5144e+18,0,0,0,250.52,0,,7.8217,-0.2783,0,0,785317.3526116721,0.9978521673038991
108,3.663,1023000.0,0,1.5921e-05,1.3532,1593.7,1.2325,0,270510.0,2.4128e+18,0,0,0,248.65,0,,7.8948,-0.2052,0,0,782224.2542782968,0.9978187240848703
109,3.5944,1005800.0,0,1.5824e-05,1.3722,1579.9,1.2347,0,263440.0,2.3125e+18,0,0,0,246.77,0,,7.9679,-0.1321,0,0,778732.5546911424,0.9977862207900016
110,3.5269,988900.0,0,1.5727e-05,1.3912,1565.7,1.2297,0,256540.0,2.2145e+18,0,0,0,244.91,0,,8.041,-0.059,0,0,775106.2387780967,0.9977553549072176
111,3.4605,972170.0,0,1.563e-05,1.41,1551.1,1.2374,0,249810.0,2.1188e+18,0,0,0,243.06,0,,8.1141,0.0141,0,0,771179.6875595648,0.9977255940712186
112,3.395,955640.0,0,1.5534e-05,1.4288,1536.2,1.2513,0,243230.0,2.0254e+18,0,0,0,241.22,0,,8.1872,0.0872,0,0,767081.879429831,0.9976970678448699
113,3.3305,939290.0,0,1.5438e-05,1.4476,1521.0,1.273,0,236790.0,1.934e+18,0,0,0,239.38,0,,8.2603,0.1603,0,0,762789.75754869,0.9976693467494037
114,3.2665,923010.0,0,1.534e-05,1.4665,1505.4,1.2755,0,230440.0,1.8439e+18,0,0,0,237.54,0,,8.3334,0.2334,0,0,758231.7917189723,0.9976429011541544
115,3.2025,906690.0,0,1.5241e-05,1.4856,1489.3,1.3093,0,224150.0,1.7545e+18,0,0,0,235.67,0,,8.4065,0.3065,0,0,753386.149233899,0.9976165977389507
116,3.1379,890200.0,0,1.514e-05,1.5053,1472.6,1.3352,0,217860.0,1.6651e+18,0,0,0,233.76,0,,8.4796,0.3796,0,0,748362.551888521,0.9975906474601295
117,3.073,873530.0,0,1.5036e-05,1.5255,1455.4,1.313,0,211560.0,1.5757e+18,0,0,0,231.8,0,,8.5527,0.4527,0,0,743002.3634883093,0.9975647933228824
118,3.0078,856760.0,0,1.4929e-05,1.5461,1437.5,1.4607,0,205300.0,1.4867e+18,0,0,0,229.81,0,,8.6258,0.5258,0,0,737362.7205311513,0.997539571722106
119,2.9382,838750.0,0,1.4816e-05,1.5682,1417.7,1.5382,0,198700.0,1.393e+18,0,0,0,227.69,0,,8.6989,0.5989,0,0,730882.9584135019,0.9975148311259338
120,2.8681,820640.0,0,1.4698e-05,1.591,1397.3,1.6124,0,192100.0,1.2994e+18,0,0,0,225.51,0,,8.772,0.672,0,0,724050.7585682002,0.9974903150144933
121,2.7924,801010.0,0,1.4568e-05,1.6165,1374.8,1.542,0,185030.0,1.199e+18,0,0,0,223.1,0,,8.8451,0.7451,0,0,716500.7710903117,0.9974641162571641
122,2.7167,781230.0,0,1.4434e-05,1.6424,1351.4,1.4365,0,178030.0,1.0996e+18,0,0,0,220.65,0,,8.9182,0.8182,0,0,708374.0202228326,0.9974391158805882
123,2.6611,766820.0,0,1.4334e-05,1.6623,1334.2,1.7806,0,172940.0,1.0273e+18,0,0,0,218.81,0,,8.9913,0.8913,0,0,702496.7613715363,0.9974207552789888
124,2.6144,754620.0,0,1.4245e-05,1.6795,1319.5,1.2883,0,168650.0,9.6635e+17,0,0,0,217.19,0,,9.0644,0.9644,0,0,697329.9154006449,0.9974036943174397
125,2.5779,744970.0,0,1.4177e-05,1.6927,1307.6,0.86092,0,165340.0,9.1939e+17,0,0,0,215.96,0,,9.1375,1.0375,0,0,692955.5561595104,0.9973927865996665
126,2.5545,738660.0,0,1.4139e-05,1.7,1299.2,0.60661,0,163320.0,8.9061e+17,0,0,0,215.26,0,,9.2106,1.1106,0,0,689608.8364528253,0.9973892557843549
127,2.5443,735690.0,0,1.4126e-05,1.702,1294.8,0.21036,0,162480.0,8.7877e+17,0,0,0,215.02,0,,9.2837,1.1837,0,0,687461.5161988615,0.9973905058745949
128,2.5477,736400.0,0,1.4128e-05,1.7009,1295.9,-0.37511,0,162730.0,8.8233e+17,0,0,0,215.07,0,,9.3568,1.2568,0,0,687748.0407974548,0.9973890396982408
129,2.5668,741380.0,0,1.4164e-05,1.6938,1302.0,-1.0111,0,164450.0,9.0674e+17,0,0,0,215.72,0,,9.4299,1.3299,0,0,690000.8463951587,0.9973946452831012
130,2.6058,751570.0,0,1.4237e-05,1.6795,1314.7,-1.3954,0,167970.0,9.5671e+17,0,0,0,217.04,0,,9.503,1.403,0,0,694518.2546183948,0.9974065570399119
131,2.6652,767050.0,0,1.4347e-05,1.6577,1333.4,-1.6135,0,173400.0,1.0338e+18,0,0,0,219.05,0,,9.5761,1.4761,0,0,701016.8557701637,0.997426029002518
132,2.7354,785150.0,0,1.4471e-05,1.633,1355.0,-2.7719,0,179810.0,1.1248e+18,0,0,0,221.33,0,,9.6492,1.5492,0,0,708461.3826956565,0.9974479268727252
133,2.8062,803350.0,0,1.4604e-05,1.607,1375.5,-2.2453,0,186500.0,1.2198e+18,0,0,0,223.77,0,,9.7223,1.6223,0,0,714982.5937141924,0.9974776632866156
134,2.8639,818290.0,0,1.4707e-05,1.587,1392.3,-1.4941,0,191950.0,1.2972e+18,0,0,0,225.67,0,,9.7954,1.6954,0,0,720406.275951762,0.9975002238483598
135,2.8964,826950.0,0,1.4755e-05,1.578,1402.8,-0.95787,0,194890.0,1.339e+18,0,0,0,226.56,0,,9.8685,1.7685,0,0,724440.8520804725,0.9975066617072637
136,2.9088,830870.0,0,1.4764e-05,1.5774,1408.8,-0.49971,0,195880.0,1.3531e+18,0,0,0,226.74,0,,9.9416,1.8416,0,0,727654.4436302456,0.9975030295935163
137,2.9041,830100.0,0,1.4767e-05,1.5784,1407.5,0.21637,0,195600.0,1.3491e+18,0,0,0,226.78,0,,10.015,1.9147,0,0,727392.9930894389,0.9975085685211107
138,2.8852,825250.0,0,1.4732e-05,1.585,1402.3,1.288,0,193780.0,1.3232e+18,0,0,0,226.14,0,,10.088,1.9878,0,0,725726.0298954594,0.9974999776884769
139,2.8501,816170.0,0,1.4671e-05,1.5969,1392.1,2.0957,0,190470.0,1.2762e+18,0,0,0,225.0,0,,10.161,2.0609,0,0,722426.4437258651,0.9974861941105864
