"Density","Energy","Heat_Flux","Laminar_Viscosity","Mach","Momentum:0","Momentum:1","Momentum:2","Pressure","Pressure_Coefficient","Skin_Friction_Coefficient:0","Skin_Friction_Coefficient:1","Skin_Friction_Coefficient:2","Temperature","Y_Plus","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
7.7397,1.9609e+06,0,2.0089e-05,0.24881,719.16,0.58559,0,7.71e+05,9.5201e+18,0,0,0,335.41,0,,0,-8.1,0,0
7.7382,1.9605e+06,0,2.0088e-05,0.24941,720.71,0.22521,0,7.7079e+05,9.5171e+18,0,0,0,335.38,0,,0.0731,-8.0269,0,0
7.7366,1.9602e+06,0,2.0086e-05,0.25001,722.26,-0.13518,0,7.7058e+05,9.514e+18,0,0,0,335.36,0,,0.1462,-7.9538,0,0
7.7351,1.9598e+06,0,2.0085e-05,0.2506,723.81,-0.49556,0,7.7037e+05,9.511e+18,0,0,0,335.33,0,,0.2193,-7.8807,0,0
7.7335,1.9594e+06,0,2.0084e-05,0.2512,725.37,-0.85594,0,7.7015e+05,9.508e+18,0,0,0,335.31,0,,0.2924,-7.8076,0,0
7.7319,1.959e+06,0,2.0083e-05,0.2518,726.92,-1.2163,0,7.6994e+05,9.505e+18,0,0,0,335.28,0,,0.3655,-7.7345,0,0
7.7304,1.9586e+06,0,2.0082e-05,0.2524,728.47,-1.5767,0,7.6973e+05,9.5019e+18,0,0,0,335.26,0,,0.4386,-7.6614,0,0
7.7286,1.9582e+06,0,2.0081e-05,0.25308,730.26,-1.9095,0,7.6949e+05,9.4985e+18,0,0,0,335.23,0,,0.5117,-7.5883,0,0
7.7257,1.9576e+06,0,2.0079e-05,0.25422,733.23,-2.1078,0,7.6911e+05,9.4933e+18,0,0,0,335.19,0,,0.5848,-7.5152,0,0
7.7229,1.9569e+06,0,2.0077e-05,0.25536,736.19,-2.306,0,7.6874e+05,9.488e+18,0,0,0,335.15,0,,0.6579,-7.4421,0,0
7.7201,1.9563e+06,0,2.0076e-05,0.25649,739.15,-2.5043,0,7.6837e+05,9.4827e+18,0,0,0,335.12,0,,0.731,-7.369,0,0
7.7166,1.9556e+06,0,2.0073e-05,0.25816,743.55,-2.6184,0,7.6791e+05,9.4761e+18,0,0,0,335.06,0,,0.8041,-7.2959,0,0
7.713,1.9548e+06,0,2.007e-05,0.26001,748.45,-2.7025,0,7.6741e+05,9.469e+18,0,0,0,335,0,,0.8772,-7.2228,0,0
7.7094,1.9541e+06,0,2.0068e-05,0.26185,753.35,-2.7866,0,7.669e+05,9.4619e+18,0,0,0,334.94,0,,0.9503,-7.1497,0,0
7.7051,1.9532e+06,0,2.0064e-05,0.26395,758.87,-2.89,0,7.6631e+05,9.4535e+18,0,0,0,334.87,0,,1.0234,-7.0766,0,0
7.6992,1.9519e+06,0,2.006e-05,0.2666,765.79,-3.0371,0,7.6552e+05,9.4422e+18,0,0,0,334.77,0,,1.0965,-7.0035,0,0
7.6933,1.9506e+06,0,2.0056e-05,0.26925,772.71,-3.1842,0,7.6472e+05,9.4308e+18,0,0,0,334.68,0,,1.1696,-6.9304,0,0
7.6875,1.9493e+06,0,2.0052e-05,0.2719,779.63,-3.3313,0,7.6392e+05,9.4195e+18,0,0,0,334.59,0,,1.2427,-6.8573,0,0
7.6799,1.9476e+06,0,2.0047e-05,0.27489,787.29,-3.4311,0,7.6292e+05,9.4052e+18,0,0,0,334.48,0,,1.3158,-6.7842,0,0
