,Density,Energy,Heat_Flux,Laminar_Viscosity,Mach,Momentum:0,Momentum:1,Momentum:2,Pressure,Pressure_Coefficient,Skin_Friction_Coefficient:0,Skin_Friction_Coefficient:1,Skin_Friction_Coefficient:2,Temperature,Y_Plus,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2,Ptot,Z
11,7.7166,1955600.0,0,2.0073e-05,0.25816,743.55,-2.6184,0,767910.0,9.4761e+18,0,0,0,335.06,0,,0.8041,-7.2959,0,0,804593.3590364684,1.0004702087701913
12,7.713,1954800.0,0,2.007e-05,0.26001,748.45,-2.7025,0,767410.0,9.469e+18,0,0,0,335.0,0,,0.8772,-7.2228,0,0,804605.5140183418,1.00046751150933
13,7.7094,1954100.0,0,2.0068e-05,0.26185,753.35,-2.7866,0,766900.0,9.4619e+18,0,0,0,334.94,0,,0.9503,-7.1497,0,0,804607.6237361116,1.0004648080548866
14,7.7051,1953200.0,0,2.0064e-05,0.26395,758.87,-2.89,0,766310.0,9.4535e+18,0,0,0,334.87,0,,1.0234,-7.0766,0,0,804605.7586812079,1.000461659295281
15,7.6992,1951900.0,0,2.006e-05,0.2666,765.79,-3.0371,0,765520.0,9.4422e+18,0,0,0,334.77,0,,1.0965,-7.0035,0,0,804561.7556387174,1.0004572025761733
16,7.6933,1950600.0,0,2.0056e-05,0.26925,772.71,-3.1842,0,764720.0,9.4308e+18,0,0,0,334.68,0,,1.1696,-6.9304,0,0,804513.980378378,1.0004531294459407
17,7.6875,1949300.0,0,2.0052e-05,0.2719,779.63,-3.3313,0,763920.0,9.4195e+18,0,0,0,334.59,0,,1.2427,-6.8573,0,0,804472.9367931833,1.0004490595066131
18,7.6799,1947600.0,0,2.0047e-05,0.27489,787.29,-3.4311,0,762920.0,9.4052e+18,0,0,0,334.48,0,,1.3158,-6.7842,0,0,804332.0221582642,1.0004440735984952
19,7.672,1945900.0,0,2.0042e-05,0.27803,795.33,-3.5129,0,761870.0,9.3904e+18,0,0,0,334.36,0,,1.3889,-6.7111,0,0,804193.1617880657,1.0004386691671403
20,7.6644,1944300.0,0,2.0035e-05,0.2818,805.15,-3.5276,0,760800.0,9.3752e+18,0,0,0,334.22,0,,1.462,-6.638,0,0,804240.1516838373,1.0004324796142285
21,7.6563,1942500.0,0,2.0029e-05,0.28546,814.56,-3.6057,0,759680.0,9.3592e+18,0,0,0,334.08,0,,1.5351,-6.5649,0,0,804212.9059578264,1.0004262606140262
22,7.6474,1940500.0,0,2.0023e-05,0.28893,823.34,-3.778,0,758470.0,9.342e+18,0,0,0,333.94,0,,1.6082,-6.4918,0,0,804041.6826982095,1.0004199858560308
23,7.6389,1938600.0,0,2.0016e-05,0.29275,833.1,-3.8504,0,757280.0,9.3252e+18,0,0,0,333.79,0,,1.6813,-6.4187,0,0,804016.710579442,1.0004133432477436
24,7.6307,1936900.0,0,2.0009e-05,0.29674,843.35,-3.8715,0,756120.0,9.3087e+18,0,0,0,333.63,0,,1.7544,-6.3456,0,0,804093.5088923133,1.0004063384988466
25,7.6201,1934600.0,0,2.0001e-05,0.30117,854.52,-3.7194,0,754670.0,9.2881e+18,0,0,0,333.46,0,,1.8275,-6.2725,0,0,804023.803574254,1.0003987587225214
26,7.6094,1932300.0,0,1.9993e-05,0.3057,865.94,-3.5966,0,753200.0,9.2672e+18,0,0,0,333.28,0,,1.9006,-6.1994,0,0,803984.7918256468,1.0003907871845887
27,7.5988,1930000.0,0,1.9984e-05,0.31052,878.1,-3.6809,0,751710.0,9.2461e+18,0,0,0,333.08,0,,1.9737,-6.1263,0,0,804043.3196072407,1.0003820342835104
28,7.5873,1927600.0,0,1.9975e-05,0.31569,891.06,-3.7442,0,750090.0,9.2231e+18,0,0,0,332.87,0,,2.0468,-6.0532,0,0,804106.7522733427,1.0003728198571773
29,7.5744,1924800.0,0,1.9964e-05,0.3213,905.06,-3.7799,0,748290.0,9.1976e+18,0,0,0,332.63,0,,2.1199,-5.9801,0,0,804158.2668421781,1.0003623362401197
30,7.5607,1921800.0,0,1.9954e-05,0.32673,918.35,-3.8954,0,746410.0,9.1709e+18,0,0,0,332.4,0,,2.193,-5.907,0,0,804087.0689932696,1.0003522102024018
31,7.5466,1918700.0,0,1.9943e-05,0.33207,931.31,-4.0478,0,744490.0,9.1436e+18,0,0,0,332.16,0,,2.2661,-5.8339,0,0,803965.6939465319,1.0003416877512963
32,7.5329,1915800.0,0,1.9932e-05,0.33757,944.66,-4.1534,0,742600.0,9.1168e+18,0,0,0,331.92,0,,2.3392,-5.7608,0,0,803961.4345201906,1.0003312012760166
33,7.519,1912800.0,0,1.9921e-05,0.34315,958.17,-4.2584,0,740690.0,9.0895e+18,0,0,0,331.68,0,,2.4123,-5.6877,0,0,803992.5387890236,1.000320721502667
34,7.504,1909600.0,0,1.9909e-05,0.34902,972.21,-4.3773,0,738620.0,9.0603e+18,0,0,0,331.41,0,,2.4854,-5.6146,0,0,803988.7440426052,1.0003089973475985
35,7.4884,1906200.0,0,1.9897e-05,0.35505,986.55,-4.1297,0,736480.0,9.0298e+18,0,0,0,331.14,0,,2.5585,-5.5415,0,0,804001.0978367295,1.0002972571984854
36,7.4716,1902500.0,0,1.9884e-05,0.3613,1001.2,-3.7664,0,734180.0,8.9971e+18,0,0,0,330.85,0,,2.6316,-5.4684,0,0,803957.1725723721,1.000284673057234
37,7.455,1899000.0,0,1.9871e-05,0.36765,1016.1,-3.2698,0,731900.0,8.9648e+18,0,0,0,330.56,0,,2.7047,-5.3953,0,0,804008.6662836295,1.000272126610652
38,7.4374,1895300.0,0,1.9856e-05,0.37475,1032.8,-2.9141,0,729450.0,8.93e+18,0,0,0,330.23,0,,2.7778,-5.3222,0,0,804216.2771900793,1.0002579527644448
39,7.4149,1890500.0,0,1.9839e-05,0.3827,1050.9,-2.8812,0,726400.0,8.8866e+18,0,0,0,329.85,0,,2.8509,-5.2491,0,0,804160.4116547604,1.000241562881568
40,7.3946,1886100.0,0,1.9822e-05,0.39005,1067.6,-2.7761,0,723610.0,8.847e+18,0,0,0,329.48,0,,2.924,-5.176,0,0,804187.4941646436,1.0002257322671755
41,7.3722,1881200.0,0,1.9804e-05,0.39808,1085.6,-2.8076,0,720520.0,8.8032e+18,0,0,0,329.07,0,,2.9971,-5.1029,0,0,804220.2797695553,1.0002082385620144
42,7.3485,1876100.0,0,1.9784e-05,0.40628,1103.6,-2.8613,0,717280.0,8.7571e+18,0,0,0,328.65,0,,3.0702,-5.0298,0,0,804211.8971615788,1.0001903411394322
43,7.3245,1870800.0,0,1.9765e-05,0.41445,1121.4,-2.9253,0,714000.0,8.7106e+18,0,0,0,328.22,0,,3.1433,-4.9567,0,0,804197.1575353467,1.000172090814164
44,7.2996,1865400.0,0,1.9744e-05,0.42294,1139.7,-2.9796,0,710580.0,8.662e+18,0,0,0,327.76,0,,3.2164,-4.8836,0,0,804222.8128004319,1.0001526632534614
45,7.2726,1859500.0,0,1.9722e-05,0.43177,1158.3,-3.0003,0,706910.0,8.61e+18,0,0,0,327.28,0,,3.2895,-4.8105,0,0,804178.5277889391,1.0001324269344525
46,7.2455,1853600.0,0,1.97e-05,0.44061,1176.8,-2.9818,0,703230.0,8.5576e+18,0,0,0,326.79,0,,3.3626,-4.7374,0,0,804184.5906408852,1.0001118667511126
47,7.2172,1847500.0,0,1.9677e-05,0.44974,1195.5,-2.9711,0,699390.0,8.5031e+18,0,0,0,326.28,0,,3.4357,-4.6643,0,0,804204.8839440108,1.0000905463011018
48,7.1873,1841000.0,0,1.9652e-05,0.45922,1214.7,-2.9229,0,695330.0,8.4455e+18,0,0,0,325.74,0,,3.5088,-4.5912,0,0,804204.1548228452,1.0000680656375942
49,7.1562,1834200.0,0,1.9627e-05,0.46888,1233.8,-2.8899,0,691140.0,8.3859e+18,0,0,0,325.18,0,,3.5819,-4.5181,0,0,804205.4420088362,1.000044858107787
50,7.1244,1827300.0,0,1.9601e-05,0.47865,1252.8,-2.8505,0,686840.0,8.325e+18,0,0,0,324.6,0,,3.655,-4.445,0,0,804197.4793128237,1.0000209376942355
51,7.0923,1820300.0,0,1.9574e-05,0.48842,1271.5,-2.8108,0,682520.0,8.2635e+18,0,0,0,324.02,0,,3.7281,-4.3719,0,0,804228.1669264165,0.999997125493006
52,7.0597,1813300.0,0,1.9547e-05,0.49845,1290.4,-2.1404,0,678130.0,8.2012e+18,0,0,0,323.42,0,,3.8012,-4.2988,0,0,804376.5299898216,0.9999726191134144
53,7.0225,1805100.0,0,1.9516e-05,0.50933,1310.3,-1.9368,0,673140.0,8.1304e+18,0,0,0,322.75,0,,3.8743,-4.2257,0,0,804337.1486767919,0.9999453895379998
54,6.9846,1796800.0,0,1.9484e-05,0.52045,1330.2,-1.8825,0,668050.0,8.0581e+18,0,0,0,322.04,0,,3.9474,-4.1526,0,0,804381.3634329266,0.9999167071849454
55,6.9461,1788300.0,0,1.9451e-05,0.53163,1349.8,-1.8259,0,662880.0,7.9847e+18,0,0,0,321.32,0,,4.0205,-4.0795,0,0,804434.2874171067,0.9998877880635355
56,6.9058,1779500.0,0,1.9417e-05,0.5431,1369.3,-1.8092,0,657500.0,7.9083e+18,0,0,0,320.57,0,,4.0936,-4.0064,0,0,804468.2647321327,0.9998578468680014
57,6.8649,1770500.0,0,1.9382e-05,0.55452,1388.2,-1.6755,0,652070.0,7.8312e+18,0,0,0,319.82,0,,4.1667,-3.9333,0,0,804481.1692300551,0.9998281032498403
58,6.823,1761400.0,0,1.9346e-05,0.56629,1407.2,-1.4971,0,646500.0,7.7521e+18,0,0,0,319.04,0,,4.2398,-3.8602,0,0,804596.77557465,0.999797367441285
59,6.7797,1751900.0,0,1.9309e-05,0.57834,1426.2,-1.4429,0,640750.0,7.6704e+18,0,0,0,318.22,0,,4.3129,-3.7871,0,0,804726.9025615797,0.9997652600154739
60,6.7351,1742000.0,0,1.927e-05,0.59038,1444.5,-1.3929,0,634860.0,7.5868e+18,0,0,0,317.38,0,,4.386,-3.714,0,0,804742.1076676116,0.9997326078864033
61,6.6897,1732000.0,0,1.923e-05,0.60268,1462.6,-1.3598,0,628860.0,7.5015e+18,0,0,0,316.51,0,,4.4591,-3.6409,0,0,804844.8528561419,0.9996990149201777
62,6.6424,1721600.0,0,1.9188e-05,0.61536,1480.7,-1.3111,0,622620.0,7.413e+18,0,0,0,315.6,0,,4.5322,-3.5678,0,0,804946.715999018,0.9996641412802381
63,6.594,1710900.0,0,1.9145e-05,0.62818,1498.3,-1.2726,0,616260.0,7.3227e+18,0,0,0,314.67,0,,4.6053,-3.4947,0,0,805047.2536710001,0.9996287907492348
64,6.5444,1699900.0,0,1.9101e-05,0.64118,1515.5,-1.2355,0,609770.0,7.2304e+18,0,0,0,313.72,0,,4.6784,-3.4216,0,0,805156.8856584325,0.9995929934070883
65,6.4934,1688600.0,0,1.9056e-05,0.65436,1532.2,-1.1979,0,603120.0,7.1361e+18,0,0,0,312.73,0,,4.7515,-3.3485,0,0,805232.9285007621,0.999555969100761
66,6.4412,1677000.0,0,1.9009e-05,0.66774,1548.5,-1.1597,0,596340.0,7.0398e+18,0,0,0,311.73,0,,4.8246,-3.2754,0,0,805325.236724642,0.9995189704255846
67,6.3878,1665100.0,0,1.8961e-05,0.68131,1564.2,-1.1199,0,589440.0,6.9417e+18,0,0,0,310.69,0,,4.8977,-3.2023,0,0,805437.58033704,0.9994807783465631
68,6.3333,1653000.0,0,1.8911e-05,0.69505,1579.5,-1.0808,0,582410.0,6.8419e+18,0,0,0,309.63,0,,4.9708,-3.1292,0,0,805538.3204310968,0.9994422596429253
69,6.2781,1640700.0,0,1.8861e-05,0.70887,1594.1,-1.0508,0,575330.0,6.7414e+18,0,0,0,308.55,0,,5.0439,-3.0561,0,0,805668.9183880751,0.999403377188782
70,6.2219,1628100.0,0,1.8809e-05,0.72276,1607.8,-1.0172,0,568130.0,6.6392e+18,0,0,0,307.45,0,,5.117,-2.983,0,0,805717.9251177158,0.9993642194035778
71,6.1645,1615200.0,0,1.8756e-05,0.73684,1621.0,-0.95203,0,560810.0,6.5352e+18,0,0,0,306.31,0,,5.1901,-2.9099,0,0,805766.533585648,0.9993239830191372
72,6.1051,1601800.0,0,1.8701e-05,0.75129,1633.7,-0.868,0,553280.0,6.4283e+18,0,0,0,305.14,0,,5.2632,-2.8368,0,0,805815.2789019557,0.9992832280722022
73,6.0444,1588000.0,0,1.8644e-05,0.76588,1645.6,-0.82169,0,545590.0,6.3191e+18,0,0,0,303.92,0,,5.3363,-2.7637,0,0,805754.2205015499,0.9992411093891596
74,5.9834,1574200.0,0,1.8586e-05,0.78057,1656.9,-0.77277,0,537900.0,6.2099e+18,0,0,0,302.69,0,,5.4094,-2.6906,0,0,805780.1863043435,0.9991991515981508
75,5.9213,1560000.0,0,1.8527e-05,0.79544,1667.4,-0.71114,0,530100.0,6.0991e+18,0,0,0,301.43,0,,5.4825,-2.6175,0,0,805786.1989721748,0.999156682406957
76,5.8585,1545700.0,0,1.8466e-05,0.8104,1677.2,-0.65256,0,522250.0,5.9876e+18,0,0,0,300.14,0,,5.5556,-2.5444,0,0,805783.5770715647,0.9991136516944165
77,5.7949,1531200.0,0,1.8404e-05,0.82552,1686.3,-0.59296,0,514320.0,5.8751e+18,0,0,0,298.84,0,,5.6287,-2.4713,0,0,805774.5042132703,0.9990709951973731
78,5.7305,1516400.0,0,1.8341e-05,0.84077,1694.5,-0.53321,0,506340.0,5.7617e+18,0,0,0,297.5,0,,5.7018,-2.3982,0,0,805773.3540337725,0.9990274175879434
79,5.6654,1501400.0,0,1.8276e-05,0.85613,1702.0,-0.47346,0,498310.0,5.6477e+18,0,0,0,296.15,0,,5.7749,-2.3251,0,0,805755.0378538902,0.9989842411828636
80,5.5996,1486300.0,0,1.8211e-05,0.87162,1708.7,-0.41323,0,490230.0,5.5329e+18,0,0,0,294.77,0,,5.848,-2.252,0,0,805727.3155424572,0.9989406436314395
81,5.5331,1470900.0,0,1.8144e-05,0.88725,1714.6,-0.35288,0,482100.0,5.4175e+18,0,0,0,293.37,0,,5.9211,-2.1789,0,0,805689.3522358086,0.9988970964503063
82,5.466,1455400.0,0,1.8075e-05,0.903,1719.7,-0.29239,0,473940.0,5.3016e+18,0,0,0,291.94,0,,5.9942,-2.1058,0,0,805647.8069273235,0.9988531619806702
83,5.3983,1439600.0,0,1.8005e-05,0.91887,1723.9,-0.23194,0,465740.0,5.1852e+18,0,0,0,290.49,0,,6.0673,-2.0327,0,0,805575.743834215,0.9988093364615761
84,5.3301,1423700.0,0,1.7935e-05,0.93487,1727.4,-0.17179,0,457520.0,5.0684e+18,0,0,0,289.01,0,,6.1404,-1.9596,0,0,805506.2503438994,0.998765175058821
85,5.2613,1407600.0,0,1.7862e-05,0.95099,1730.0,-0.1116,0,449270.0,4.9514e+18,0,0,0,287.52,0,,6.2135,-1.8865,0,0,805402.3909519415,0.9987216213304332
86,5.1922,1391400.0,0,1.7789e-05,0.96722,1731.8,-0.056816,0,441030.0,4.8343e+18,0,0,0,286.0,0,,6.2866,-1.8134,0,0,805316.3389619921,0.9986777276134661
87,5.1228,1375100.0,0,1.7715e-05,0.98355,1732.8,-0.0016683,0,432800.0,4.7174e+18,0,0,0,284.46,0,,6.3597,-1.7403,0,0,805229.8536118265,0.9986339640659634
88,5.0531,1358600.0,0,1.7639e-05,0.99999,1733.0,0.051772,0,424580.0,4.6007e+18,0,0,0,282.91,0,,6.4328,-1.6672,0,0,805142.4937201412,0.9985908091818352
89,4.9833,1342100.0,0,1.7562e-05,1.0165,1732.5,0.10445,0,416390.0,4.4844e+18,0,0,0,281.34,0,,6.5059,-1.5941,0,0,805040.3282791586,0.9985477888594176
90,4.9134,1325600.0,0,1.7485e-05,1.0331,1731.2,0.15683,0,408240.0,4.3686e+18,0,0,0,279.75,0,,6.579,-1.521,0,0,804930.7622462271,0.9985048948607401
91,4.8435,1309000.0,0,1.7407e-05,1.0498,1729.2,0.20927,0,400130.0,4.2535e+18,0,0,0,278.16,0,,6.6521,-1.4479,0,0,804790.8032606157,0.9984630507709737
92,4.7735,1292400.0,0,1.7327e-05,1.0665,1726.4,0.26267,0,392070.0,4.139e+18,0,0,0,276.54,0,,6.7252,-1.3748,0,0,804513.6898928209,0.9984208975270007
93,4.7035,1275600.0,0,1.7247e-05,1.0834,1722.9,0.31413,0,384040.0,4.025e+18,0,0,0,274.91,0,,6.7983,-1.3017,0,0,804222.741761818,0.9983794400397377
94,4.6334,1258900.0,0,1.7166e-05,1.1004,1718.6,0.3585,0,376050.0,3.9116e+18,0,0,0,273.27,0,,6.8714,-1.2286,0,0,803813.9681206287,0.9983386744020741
95,4.5639,1242200.0,0,1.7084e-05,1.1173,1713.6,0.42611,0,368180.0,3.7997e+18,0,0,0,271.62,0,,6.9445,-1.1555,0,0,803240.8299459725,0.9982982741523702
96,4.4941,1225300.0,0,1.7001e-05,1.1343,1707.9,0.47714,0,360320.0,3.6882e+18,0,0,0,269.95,0,,7.0176,-1.0824,0,0,802438.039867429,0.9982582883769768
97,4.4243,1208500.0,0,1.6917e-05,1.1515,1701.5,0.53495,0,352510.0,3.5772e+18,0,0,0,268.27,0,,7.0907,-1.0093,0,0,801565.8356741755,0.998219031217136
98,4.3541,1191400.0,0,1.6832e-05,1.1689,1694.3,0.58715,0,344710.0,3.4665e+18,0,0,0,266.56,0,,7.1638,-0.9362,0,0,800508.7690941695,0.9981798211895865
99,4.2836,1174300.0,0,1.6745e-05,1.1864,1686.4,0.64154,0,336930.0,3.356e+18,0,0,0,264.83,0,,7.2369,-0.8631,0,0,799165.7243313136,0.9981411213593789
100,4.2128,1157000.0,0,1.6657e-05,1.2042,1677.8,0.69598,0,329160.0,3.2456e+18,0,0,0,263.07,0,,7.31,-0.79,0,0,797679.3262187372,0.9981025798848453
101,4.1418,1139600.0,0,1.6567e-05,1.2221,1668.4,0.73964,0,321430.0,3.1359e+18,0,0,0,261.3,0,,7.3831,-0.7169,0,0,795902.6573834436,0.9980650143037898
102,4.0716,1122300.0,0,1.6477e-05,1.24,1658.5,0.77554,0,313830.0,3.0279e+18,0,0,0,259.52,0,,7.4562,-0.6438,0,0,793946.3578425588,0.998027920756546
103,4.0029,1105400.0,0,1.6388e-05,1.2576,1648.0,0.81722,0,306440.0,2.9231e+18,0,0,0,257.76,0,,7.5293,-0.5707,0,0,791728.6972483885,0.9979921734896955
104,3.9347,1088400.0,0,1.6298e-05,1.2752,1637.0,1.1069,0,299150.0,2.8194e+18,0,0,0,255.98,0,,7.6024,-0.4976,0,0,789256.4838492287,0.9979565583224259
105,3.8648,1071000.0,0,1.6204e-05,1.2935,1625.1,1.2473,0,291720.0,2.714e+18,0,0,0,254.15,0,,7.6755,-0.4245,0,0,786527.4914018562,0.9979213428344994
106,3.7927,1053100.0,0,1.6106e-05,1.3127,1612.4,1.3063,0,284130.0,2.6062e+18,0,0,0,252.24,0,,7.7486,-0.3514,0,0,783605.9779830242,0.9978854536052858
107,3.7218,1035400.0,0,1.6008e-05,1.3319,1599.3,1.2991,0,276720.0,2.501e+18,0,0,0,250.34,0,,7.8217,-0.2783,0,0,780550.4893844713,0.9978507948119576
108,3.6512,1017800.0,0,1.591e-05,1.3512,1585.6,1.2668,0,269410.0,2.3971e+18,0,0,0,248.43,0,,7.8948,-0.2052,0,0,777228.1302165294,0.9978170002154766
109,3.5804,1000100.0,0,1.5809e-05,1.3708,1571.2,1.2377,0,262120.0,2.2937e+18,0,0,0,246.5,0,,7.9679,-0.1321,0,0,773572.3488178045,0.9977842766025727
110,3.5093,982220.0,0,1.5707e-05,1.3908,1556.2,1.1925,0,254860.0,2.1906e+18,0,0,0,244.53,0,,8.041,-0.059,0,0,769670.8430278158,0.9977516735144272
111,3.4388,964510.0,0,1.5604e-05,1.4109,1540.8,1.1779,0,247730.0,2.0893e+18,0,0,0,242.55,0,,8.1141,0.0141,0,0,765537.9671135899,0.9977198148654496
112,3.3711,947430.0,0,1.5503e-05,1.4306,1525.4,1.1351,0,240920.0,1.9926e+18,0,0,0,240.62,0,,8.1872,0.0872,0,0,761341.656395061,0.9976897930616161
113,3.3077,931400.0,0,1.5407e-05,1.4493,1510.6,1.1045,0,234590.0,1.9027e+18,0,0,0,238.79,0,,8.2603,0.1603,0,0,757144.0852465398,0.9976622508340174
114,3.2486,916440.0,0,1.5316e-05,1.467,1496.3,1.0423,0,228740.0,1.8196e+18,0,0,0,237.07,0,,8.3334,0.2334,0,0,753054.2085259759,0.9976373007577644
115,3.1934,902400.0,0,1.523e-05,1.4837,1482.5,1.0037,0,223310.0,1.7426e+18,0,0,0,235.45,0,,8.4065,0.3065,0,0,748977.8995850513,0.9976147140782164
116,3.1407,888960.0,0,1.5147e-05,1.4999,1469.0,0.99117,0,218160.0,1.6695e+18,0,0,0,233.88,0,,8.4796,0.3796,0,0,744942.2261464013,0.9975932507576551
117,3.0917,876300.0,0,1.5068e-05,1.5149,1455.9,0.94866,0,213400.0,1.6018e+18,0,0,0,232.4,0,,8.5527,0.4527,0,0,740813.6354548046,0.9975734408254981
118,3.0461,864560.0,0,1.4996e-05,1.5288,1443.4,1.8341,0,209040.0,1.5399e+18,0,0,0,231.05,0,,8.6258,0.5258,0,0,736798.4903882192,0.9975568475320026
119,2.9839,848650.0,0,1.4892e-05,1.549,1426.5,3.0899,0,203060.0,1.455e+18,0,0,0,229.12,0,,8.6989,0.5989,0,0,731609.0633780133,0.9975322902859101
120,2.9152,830940.0,0,1.4777e-05,1.5714,1407.2,2.7594,0,196520.0,1.3622e+18,0,0,0,226.97,0,,8.772,0.672,0,0,725349.781480346,0.9975063723062528
121,2.8495,813950.0,0,1.4665e-05,1.593,1388.1,2.2982,0,190350.0,1.2744e+18,0,0,0,224.9,0,,8.8451,0.7451,0,0,718981.4675279184,0.9974827834449592
122,2.794,799490.0,0,1.4569e-05,1.6116,1371.4,1.7424,0,185160.0,1.2008e+18,0,0,0,223.13,0,,8.9182,0.8182,0,0,713304.8128836182,0.9974638444723203
123,2.7535,788840.0,0,1.4499e-05,1.6249,1358.8,1.1469,0,181420.0,1.1477e+18,0,0,0,221.84,0,,8.9913,0.8913,0,0,708756.8973399654,0.9974508659611501
124,2.7299,782390.0,0,1.4462e-05,1.6315,1350.6,0.64079,0,179320.0,1.1178e+18,0,0,0,221.16,0,,9.0644,0.9644,0,0,705420.3356697585,0.9974463366328489
125,2.7211,779680.0,0,1.445e-05,1.6331,1346.8,0.26869,0,178540.0,1.1068e+18,0,0,0,220.93,0,,9.1375,1.0375,0,0,703529.6962688634,0.997445887308646
126,2.7228,779740.0,0,1.4448e-05,1.6323,1347.0,-0.26422,0,178630.0,1.1081e+18,0,0,0,220.89,0,,9.2106,1.1106,0,0,703294.3797920013,0.9974425967882524
127,2.7395,783890.0,0,1.4476e-05,1.6262,1351.7,-0.86935,0,180160.0,1.1297e+18,0,0,0,221.42,0,,9.2837,1.1837,0,0,704794.8508461239,0.9974474990901968
128,2.7723,792400.0,0,1.4536e-05,1.6147,1361.6,-1.2253,0,183210.0,1.1732e+18,0,0,0,222.51,0,,9.3568,1.2568,0,0,708104.3377517271,0.9974595627919368
129,2.8127,802830.0,0,1.4608e-05,1.6006,1373.5,-1.0622,0,186990.0,1.2269e+18,0,0,0,223.84,0,,9.4299,1.3299,0,0,712014.2616801463,0.9974745631733617
130,2.85,812500.0,0,1.4673e-05,1.5881,1384.5,-0.65798,0,190490.0,1.2764e+18,0,0,0,225.04,0,,9.503,1.403,0,0,715763.1282823632,0.9974879252839383
131,2.8733,818640.0,0,1.4712e-05,1.5807,1391.6,-0.39103,0,192670.0,1.3074e+18,0,0,0,225.77,0,,9.5761,1.4761,0,0,718257.3275316273,0.997495872879591
132,2.8796,820700.0,0,1.4723e-05,1.5797,1394.3,-0.32997,0,193250.0,1.3157e+18,0,0,0,225.96,0,,9.6492,1.5492,0,0,719650.0474422644,0.9974978399838262
133,2.8764,820100.0,0,1.4719e-05,1.5809,1393.7,0.13524,0,192980.0,1.3119e+18,0,0,0,225.89,0,,9.7223,1.6223,0,0,719567.6205946679,0.9974978389367172
134,2.8649,817270.0,0,1.4699e-05,1.5852,1390.7,0.71654,0,191890.0,1.2964e+18,0,0,0,225.52,0,,9.7954,1.6954,0,0,718797.7241052381,0.9974935436088654
135,2.8432,811760.0,0,1.4661e-05,1.5928,1384.6,1.2476,0,189840.0,1.2673e+18,0,0,0,224.82,0,,9.8685,1.7685,0,0,716901.855622635,0.9974855117716125
136,2.8124,803900.0,0,1.4608e-05,1.6035,1375.7,1.6078,0,186970.0,1.2264e+18,0,0,0,223.83,0,,9.9416,1.8416,0,0,714131.7330352265,0.9974743327173259
137,2.7754,794380.0,0,1.4543e-05,1.6162,1364.8,1.7922,0,183520.0,1.1775e+18,0,0,0,222.64,0,,10.015,1.9147,0,0,710426.5795784084,0.9974617952461988
138,2.7351,783980.0,0,1.4472e-05,1.6302,1352.7,1.853,0,179800.0,1.1247e+18,0,0,0,221.33,0,,10.088,1.9878,0,0,706345.7560184166,0.9974480682386112
139,2.6939,773300.0,0,1.4398e-05,1.6447,1340.0,1.8486,0,176010.0,1.0709e+18,0,0,0,219.99,0,,10.161,2.0609,0,0,702016.6069295964,0.9974350748045216
