N_STATES= 12
ZT= 0.400000
PT= 22.010774 0.043706
TT= 257.831189 1.187196
43.900000 21.522438 0.029342 0.977814 0.002355
77.900000 19.466428 0.018156 0.884405 0.001940
86.400000 18.345614 0.014150 0.833483 0.001775
94.900000 16.567448 0.012390 0.752697 0.001597
103.400000 13.860355 0.010341 0.629708 0.001336
111.900000 11.667308 0.009804 0.530073 0.001143
120.400000 9.301162 0.014837 0.422573 0.001076
128.900000 7.982555 0.013433 0.362666 0.000944
137.400000 7.073200 0.007464 0.321352 0.000723
145.900000 6.725245 0.019625 0.305543 0.001078
154.400000 6.638042 0.009640 0.301581 0.000742
ZT= 0.395267
PT= 21.720052 0.047414
TT= 256.521996 1.182952
43.900000 21.238431 0.028201 0.977826 0.002498
77.900000 19.221669 0.018668 0.884973 0.002114
86.400000 18.116812 0.014228 0.834105 0.001935
94.900000 16.347009 0.012437 0.752623 0.001740
103.400000 13.667821 0.009928 0.629272 0.001448
111.900000 11.499408 0.009093 0.529437 0.001229
120.400000 9.163857 0.014317 0.421908 0.001133
128.900000 7.873935 0.012938 0.362519 0.000990
137.400000 6.967134 0.007497 0.320770 0.000781
145.900000 6.619313 0.020069 0.304756 0.001139
154.400000 6.539998 0.007568 0.301104 0.000744
ZT= 0.450000
PT= 19.753621 0.042117
TT= 251.241355 1.174174
43.900000 19.273098 0.029452 0.975674 0.002559
77.900000 17.213116 0.019699 0.871390 0.002109
86.400000 16.099111 0.016529 0.814995 0.001929
94.900000 14.418985 0.015020 0.729941 0.001732
103.400000 11.972386 0.013440 0.606086 0.001460
111.900000 10.085274 0.011133 0.510553 0.001226
120.400000 8.011487 0.015099 0.405571 0.001154
128.900000 6.863597 0.015630 0.347460 0.001084
137.400000 6.002121 0.010319 0.303849 0.000832
145.900000 5.744746 0.019571 0.290820 0.001169
154.400000 5.698711 0.008607 0.288489 0.000754
ZT= 0.500000
PT= 18.460309 0.050557
TT= 248.437088 1.169612
43.900000 17.954051 0.031999 0.972576 0.003178
77.900000 15.889392 0.022720 0.860733 0.002659
86.400000 14.803909 0.017474 0.801932 0.002392
94.900000 13.206793 0.016442 0.715416 0.002152
103.400000 10.924286 0.013013 0.591772 0.001767
111.900000 9.189692 0.010445 0.497808 0.001476
120.400000 7.289400 0.013916 0.394869 0.001318
128.900000 6.235612 0.012735 0.337785 0.001154
137.400000 5.457923 0.009157 0.295657 0.000950
145.900000 5.166187 0.020483 0.279854 0.001349
154.400000 5.172312 0.007982 0.280186 0.000881
ZT= 0.550000
PT= 17.128892 0.068097
TT= 246.059157 1.165454
43.900000 16.649710 0.027398 0.972025 0.004182
77.900000 14.632129 0.017460 0.854237 0.003546
86.400000 13.591738 0.013569 0.793498 0.003253
94.900000 12.087173 0.014592 0.705660 0.002932
103.400000 9.966486 0.011400 0.581852 0.002407
111.900000 8.380919 0.010917 0.489286 0.002047
120.400000 6.617658 0.015241 0.386345 0.001775
128.900000 5.635965 0.013177 0.329033 0.001518
137.400000 4.934555 0.010274 0.288084 0.001293
145.900000 4.643144 0.019412 0.271071 0.001564
154.400000 4.651907 0.009525 0.271582 0.001214
ZT= 0.600000
PT= 15.683139 0.044926
TT= 243.793066 1.161797
43.900000 15.221729 0.030498 0.970579 0.003393
77.900000 13.289810 0.018467 0.847395 0.002698
86.400000 12.310758 0.016309 0.784968 0.002477
94.900000 10.914617 0.016209 0.695946 0.002246
103.400000 8.969091 0.011533 0.571894 0.001796
111.900000 7.527939 0.008237 0.480002 0.001472
120.400000 5.923016 0.015781 0.377668 0.001477
128.900000 5.016535 0.013559 0.319868 0.001260
137.400000 4.397903 0.007315 0.280422 0.000929
145.900000 4.109560 0.019220 0.262037 0.001437
154.400000 4.122814 0.007045 0.262882 0.000877
ZT= 0.650000
PT= 14.090977 0.038907
TT= 241.411857 1.158403
43.900000 13.670324 0.030166 0.970147 0.003429
77.900000 11.869850 0.020648 0.842372 0.002749
86.400000 10.963192 0.015237 0.778029 0.002405
94.900000 9.690437 0.012373 0.687705 0.002092
103.400000 7.935496 0.010106 0.563162 0.001712
111.900000 6.650398 0.008564 0.471961 0.001438
120.400000 5.194825 0.014507 0.368663 0.001448
128.900000 4.371327 0.012941 0.310222 0.001256
137.400000 3.845661 0.007893 0.272917 0.000939
145.900000 3.582144 0.019317 0.254215 0.001540
154.400000 3.613572 0.007044 0.256446 0.000867
ZT= 0.700000
PT= 12.384278 0.037328
TT= 239.070128 1.154214
43.900000 12.007017 0.030113 0.969537 0.003802
77.900000 10.373023 0.020957 0.837596 0.003039
86.400000 9.552970 0.014762 0.771379 0.002613
94.900000 8.415760 0.013400 0.679552 0.002316
103.400000 6.871009 0.010343 0.554817 0.001869
111.900000 5.742951 0.008396 0.463729 0.001553
120.400000 4.459908 0.014451 0.360127 0.001594
128.900000 3.739332 0.013462 0.301942 0.001418
137.400000 3.294780 0.007333 0.266045 0.000997
145.900000 3.055324 0.019479 0.246710 0.001740
154.400000 3.071516 0.008019 0.248017 0.000989
ZT= 0.750000
PT= 10.558115 0.040017
TT= 236.821491 1.150752
43.900000 10.259464 0.030320 0.971714 0.004670
77.900000 8.821899 0.022024 0.835556 0.003792
86.400000 8.104576 0.017640 0.767616 0.003355
94.900000 7.112463 0.015280 0.673649 0.002935
103.400000 5.791817 0.011128 0.548565 0.002331
111.900000 4.819970 0.010272 0.456518 0.001985
120.400000 3.724880 0.014371 0.352798 0.001908
128.900000 3.112432 0.012824 0.294791 0.001650
137.400000 2.749795 0.008525 0.260444 0.001275
145.900000 2.533534 0.019471 0.239961 0.002056
154.400000 2.547171 0.007430 0.241252 0.001154
ZT= 0.800000
PT= 8.649982 0.037738
TT= 234.632284 1.147231
43.900000 8.364268 0.030165 0.966969 0.005473
77.900000 7.159975 0.023310 0.827744 0.004506
86.400000 6.555261 0.020341 0.757835 0.004057
94.900000 5.733212 0.021299 0.662800 0.003798
103.400000 4.659405 0.012679 0.538661 0.002770
111.900000 3.854043 0.011007 0.445555 0.002323
120.400000 2.969100 0.014224 0.343249 0.002224
128.900000 2.483787 0.013261 0.287144 0.001980
137.400000 2.186486 0.009284 0.252773 0.001539
145.900000 2.006199 0.019319 0.231931 0.002452
154.400000 2.006547 0.008674 0.231971 0.001425
ZT= 0.850000
PT= 6.651405 0.035194
TT= 232.541451 1.143678
43.900000 6.421364 0.028559 0.965415 0.006673
77.900000 5.480349 0.018125 0.823939 0.005141
86.400000 5.000806 0.014576 0.751842 0.004542
94.900000 4.357010 0.013503 0.655051 0.004017
103.400000 3.532906 0.011567 0.531152 0.003305
111.900000 2.912636 0.008816 0.437898 0.002669
120.400000 2.234446 0.014266 0.335936 0.002786
128.900000 1.858177 0.013318 0.279366 0.002489
137.400000 1.646136 0.007793 0.247487 0.001757
145.900000 1.502882 0.019258 0.225950 0.003132
154.400000 1.494474 0.007505 0.224685 0.001639
ZT= 0.856704
PT= 6.363684 0.035001
TT= 232.215468 1.143878
43.900000 6.141536 0.032638 0.965091 0.007381
77.900000 5.239626 0.018157 0.823364 0.005352
86.400000 4.777888 0.014967 0.750805 0.004752
94.900000 4.161529 0.014243 0.653950 0.004236
103.400000 3.372879 0.010577 0.530020 0.003356
111.900000 2.777789 0.018471 0.436506 0.003767
120.400000 2.130523 0.014208 0.334794 0.002894
128.900000 1.773087 0.013849 0.278626 0.002662
137.400000 1.567525 0.008406 0.246324 0.001892
145.900000 1.431455 0.019217 0.224941 0.003263
154.400000 1.423660 0.008565 0.223716 0.001824
