N_STATES= 9
ZT= 0.633425
PT= 14.411951 0.039570
TT= 240.418318 1.157222
43.900000 13.940394 0.028208 0.967280 0.003299
77.900000 12.147988 0.018217 0.842911 0.002637
86.400000 11.247081 0.015386 0.780400 0.002394
94.900000 9.932146 0.013606 0.689160 0.002115
103.400000 8.173276 0.010655 0.567118 0.001724
111.900000 6.777741 0.012086 0.470286 0.001540
120.400000 5.205012 0.014328 0.361159 0.001404
128.900000 4.283028 0.013236 0.297186 0.001229
137.400000 3.878343 0.008736 0.269106 0.000956
145.900000 3.582802 0.019804 0.248599 0.001534
154.400000 3.635929 0.009458 0.252286 0.000954
ZT= 0.650000
PT= 13.761266 0.037632
TT= 238.633860 1.153369
43.900000 13.313805 0.028353 0.967484 0.003353
77.900000 11.580055 0.018039 0.841496 0.002648
86.400000 10.708821 0.015162 0.778186 0.002396
94.900000 9.449283 0.014223 0.686658 0.002143
103.400000 7.773101 0.010075 0.564854 0.001709
111.900000 6.449652 0.007711 0.468682 0.001399
120.400000 4.945982 0.013917 0.359413 0.001410
128.900000 4.058851 0.013263 0.294947 0.001257
137.400000 3.682700 0.007103 0.267613 0.000896
145.900000 3.403099 0.019351 0.247295 0.001560
154.400000 3.443999 0.007134 0.250268 0.000859
ZT= 0.700000
PT= 11.938649 0.037580
TT= 234.554995 1.147041
43.900000 11.529001 0.028574 0.965687 0.003869
77.900000 9.977749 0.019165 0.835752 0.003082
86.400000 9.196715 0.016272 0.770331 0.002782
94.900000 8.096103 0.015369 0.678142 0.002493
103.400000 6.638368 0.013128 0.556040 0.002067
111.900000 5.502979 0.010076 0.460938 0.001679
120.400000 4.212127 0.015088 0.352814 0.001682
128.900000 3.442354 0.014040 0.288337 0.001486
137.400000 3.125519 0.008467 0.261798 0.001087
145.900000 2.883424 0.019801 0.241520 0.001825
154.400000 2.901376 0.008447 0.243024 0.001042
ZT= 0.750000
PT= 10.144437 0.034774
TT= 231.534421 1.141872
43.900000 9.799144 0.027541 0.965962 0.004282
77.900000 8.439909 0.018802 0.831974 0.003401
86.400000 7.757927 0.016040 0.764747 0.003061
94.900000 6.809387 0.012963 0.671243 0.002632
103.400000 5.564896 0.011014 0.548566 0.002171
111.900000 4.603009 0.011217 0.453747 0.001908
120.400000 3.514646 0.014564 0.346460 0.001863
128.900000 2.868973 0.012963 0.282812 0.001604
