"Mach","Result","x","Points:0","Points:1","Points:2"
1.8065,0.50845,5.3666,34.883,0,0
1.8105,0.5082,5.3778,34.956,0,0
1.8144,0.50795,5.3891,35.029,0,0
1.8175,0.50771,5.4003,35.102,0,0
1.8202,0.50746,5.4116,35.175,0,0
1.8228,0.50721,5.4228,35.248,0,0
1.8255,0.50696,5.4341,35.321,0,0
1.8281,0.50671,5.4453,35.395,0,0
1.8307,0.50646,5.4566,35.468,0,0
1.8334,0.50622,5.4678,35.541,0,0
1.8347,0.50596,5.479,35.614,0,0
1.8358,0.5057,5.4903,35.687,0,0
1.8369,0.50544,5.5015,35.76,0,0
1.838,0.50519,5.5128,35.833,0,0
1.839,0.50493,5.524,35.906,0,0
1.8401,0.50467,5.5353,35.979,0,0
1.8412,0.50441,5.5465,36.052,0,0
1.8404,0.50413,5.5578,36.125,0,0
1.8397,0.50384,5.569,36.199,0,0
1.8389,0.50356,5.5803,36.272,0,0
1.8381,0.50327,5.5915,36.345,0,0
1.8374,0.50299,5.6028,36.418,0,0
1.8366,0.50271,5.614,36.491,0,0
1.8355,0.50241,5.6252,36.564,0,0
1.8326,0.50208,5.6365,36.637,0,0
1.8297,0.50175,5.6477,36.71,0,0
1.8268,0.50142,5.659,36.783,0,0
1.8239,0.50109,5.6702,36.856,0,0
1.821,0.50076,5.6815,36.93,0,0
1.8181,0.50043,5.6927,37.003,0,0
1.8143,0.50008,5.704,37.076,0,0
1.8091,0.49969,5.7152,37.149,0,0
1.8038,0.49929,5.7265,37.222,0,0
1.7985,0.4989,5.7377,37.295,0,0
1.7932,0.49851,5.749,37.368,0,0
1.788,0.49811,5.7602,37.441,0,0
1.7827,0.49772,5.7714,37.514,0,0
1.7761,0.49729,5.7827,37.588,0,0
1.7684,0.49683,5.7939,37.661,0,0
1.7606,0.49638,5.8052,37.734,0,0
1.7529,0.49592,5.8164,37.807,0,0
1.7451,0.49546,5.8277,37.88,0,0
1.7374,0.495,5.8389,37.953,0,0
1.7296,0.49454,5.8502,38.026,0,0
1.7203,0.49405,5.8614,38.099,0,0
1.7102,0.49354,5.8727,38.172,0,0
1.7001,0.49303,5.8839,38.245,0,0
1.6901,0.49253,5.8952,38.319,0,0
1.68,0.49202,5.9064,38.392,0,0
1.6699,0.49151,5.9176,38.465,0,0
1.6599,0.491,5.9289,38.538,0,0
1.6487,0.49052,5.9401,38.611,0,0
1.6373,0.49004,5.9514,38.684,0,0
1.6259,0.48956,5.9626,38.757,0,0
1.6145,0.48908,5.9739,38.83,0,0
1.6031,0.48861,5.9851,38.903,0,0
1.5918,0.48813,5.9964,38.976,0,0
1.5804,0.48765,6.0076,39.049,0,0
1.5693,0.48729,6.0189,39.123,0,0
1.5581,0.48693,6.0301,39.196,0,0
1.547,0.48657,6.0414,39.269,0,0
1.5359,0.48621,6.0526,39.342,0,0
1.5248,0.48585,6.0638,39.415,0,0
1.5137,0.48549,6.0751,39.488,0,0
1.5029,0.48516,6.0863,39.561,0,0
1.4932,0.48493,6.0976,39.634,0,0
1.4836,0.48469,6.1088,39.707,0,0
1.4739,0.48446,6.1201,39.78,0,0
1.4643,0.48422,6.1313,39.854,0,0
1.4546,0.48399,6.1426,39.927,0,0
1.445,0.48375,6.1538,40,0,0
1.4362,0.48355,6.1651,40.073,0,0
1.4288,0.4834,6.1763,40.146,0,0
1.4213,0.48325,6.1876,40.219,0,0
1.4139,0.4831,6.1988,40.292,0,0
1.4065,0.48295,6.21,40.365,0,0
1.399,0.48279,6.2213,40.438,0,0
1.3916,0.48264,6.2325,40.512,0,0
1.3855,0.48251,6.2438,40.585,0,0
1.3805,0.48239,6.255,40.658,0,0
1.3755,0.48227,6.2663,40.731,0,0
1.3706,0.48215,6.2775,40.804,0,0
1.3656,0.48203,6.2888,40.877,0,0
1.3606,0.4819,6.3,40.95,0,0
1.3556,0.48178,6.3113,41.023,0,0
1.3523,0.48166,6.3225,41.096,0,0
1.3497,0.48153,6.3338,41.169,0,0
1.347,0.4814,6.345,41.243,0,0
1.3443,0.48128,6.3562,41.316,0,0
1.3417,0.48115,6.3675,41.389,0,0
1.339,0.48102,6.3787,41.462,0,0
1.3364,0.4809,6.39,41.535,0,0
1.3355,0.48075,6.4012,41.608,0,0
1.3349,0.4806,6.4125,41.681,0,0
1.3342,0.48045,6.4237,41.754,0,0
1.3336,0.4803,6.435,41.827,0,0
1.333,0.48015,6.4462,41.9,0,0
1.3323,0.48,6.4575,41.973,0,0
1.3318,0.47985,6.4687,42.047,0,0
1.3328,0.47967,6.48,42.12,0,0
1.3338,0.4795,6.4912,42.193,0,0
1.3349,0.47932,6.5024,42.266,0,0
1.3359,0.47914,6.5137,42.339,0,0
1.3369,0.47897,6.5249,42.412,0,0
1.3379,0.47879,6.5362,42.485,0,0
1.3393,0.47861,6.5474,42.558,0,0
1.3416,0.47841,6.5587,42.631,0,0
1.3439,0.47821,6.5699,42.704,0,0
1.3462,0.47801,6.5812,42.778,0,0
1.3485,0.4778,6.5924,42.851,0,0
1.3508,0.4776,6.6037,42.924,0,0
1.3532,0.4774,6.6149,42.997,0,0
1.3559,0.47719,6.6262,43.07,0,0
1.3592,0.47697,6.6374,43.143,0,0
1.3625,0.47674,6.6486,43.216,0,0
1.3658,0.47652,6.6599,43.289,0,0
1.3691,0.47629,6.6711,43.362,0,0
1.3724,0.47607,6.6824,43.436,0,0
1.3756,0.47584,6.6936,43.509,0,0
1.3793,0.47561,6.7049,43.582,0,0
1.3833,0.47536,6.7161,43.655,0,0
1.3873,0.47512,6.7274,43.728,0,0
1.3912,0.47488,6.7386,43.801,0,0
1.3952,0.47463,6.7499,43.874,0,0
1.3992,0.47439,6.7611,43.947,0,0
1.4032,0.47414,6.7724,44.02,0,0
1.4074,0.47389,6.7836,44.093,0,0
1.4118,0.47362,6.7948,44.167,0,0
1.4162,0.47336,6.8061,44.24,0,0
1.4206,0.4731,6.8173,44.313,0,0
1.425,0.47284,6.8286,44.386,0,0
1.4294,0.47258,6.8398,44.459,0,0
1.4338,0.47232,6.8511,44.532,0,0
1.4383,0.47205,6.8623,44.605,0,0
1.4429,0.47178,6.8736,44.678,0,0
1.4475,0.4715,6.8848,44.751,0,0
1.452,0.47123,6.8961,44.824,0,0
1.4566,0.47096,6.9073,44.897,0,0
1.4612,0.47068,6.9186,44.971,0,0
1.4658,0.47041,6.9298,45.044,0,0
1.4703,0.47013,6.941,45.117,0,0
1.4749,0.46985,6.9523,45.19,0,0
1.4795,0.46957,6.9635,45.263,0,0
1.484,0.46929,6.9748,45.336,0,0
1.4886,0.46901,6.986,45.409,0,0
1.4932,0.46873,6.9973,45.482,0,0
1.4977,0.46844,7.0085,45.555,0,0
1.5021,0.46816,7.0198,45.628,0,0
1.5065,0.46788,7.031,45.702,0,0
1.5109,0.46759,7.0423,45.775,0,0
1.5153,0.46731,7.0535,45.848,0,0
1.5196,0.46703,7.0648,45.921,0,0
1.524,0.46674,7.076,45.994,0,0
1.5283,0.46646,7.0872,46.067,0,0
1.5324,0.46618,7.0985,46.14,0,0
1.5364,0.46589,7.1097,46.213,0,0
1.5405,0.46561,7.121,46.286,0,0
1.5446,0.46533,7.1322,46.36,0,0
1.5487,0.46505,7.1435,46.433,0,0
1.5527,0.46476,7.1547,46.506,0,0
1.5565,0.46448,7.166,46.579,0,0
1.5601,0.4642,7.1772,46.652,0,0
1.5637,0.46393,7.1885,46.725,0,0
1.5674,0.46365,7.1997,46.798,0,0
1.571,0.46337,7.211,46.871,0,0
1.5746,0.46309,7.2222,46.944,0,0
1.5782,0.46281,7.2334,47.017,0,0
1.5814,0.46253,7.2447,47.09,0,0
1.5844,0.46226,7.2559,47.164,0,0
1.5875,0.46198,7.2672,47.237,0,0
1.5905,0.46171,7.2784,47.31,0,0
1.5936,0.46143,7.2897,47.383,0,0
1.5966,0.46116,7.3009,47.456,0,0
1.5996,0.46089,7.3122,47.529,0,0
1.602,0.46062,7.3234,47.602,0,0
1.6044,0.46035,7.3347,47.675,0,0
1.6067,0.46008,7.3459,47.748,0,0
1.6091,0.45981,7.3572,47.821,0,0
1.6114,0.45954,7.3684,47.895,0,0
1.6137,0.45927,7.3796,47.968,0,0
1.616,0.459,7.3909,48.041,0,0
1.6175,0.45873,7.4021,48.114,0,0
1.6191,0.45846,7.4134,48.187,0,0
1.6206,0.4582,7.4246,48.26,0,0
1.6221,0.45793,7.4359,48.333,0,0
1.6237,0.45766,7.4471,48.406,0,0
1.6252,0.45739,7.4584,48.479,0,0
1.6265,0.45713,7.4696,48.553,0,0
1.6271,0.45686,7.4809,48.626,0,0
1.6277,0.45659,7.4921,48.699,0,0
1.6283,0.45633,7.5034,48.772,0,0
1.629,0.45606,7.5146,48.845,0,0
1.6296,0.45579,7.5258,48.918,0,0
1.6302,0.45552,7.5371,48.991,0,0
1.6304,0.45526,7.5483,49.064,0,0
1.63,0.45498,7.5596,49.137,0,0
1.6296,0.45471,7.5708,49.21,0,0
1.6292,0.45444,7.5821,49.284,0,0
1.6289,0.45417,7.5933,49.357,0,0
1.6285,0.4539,7.6046,49.43,0,0
1.6281,0.45363,7.6158,49.503,0,0
1.627,0.45336,7.6271,49.576,0,0
1.6256,0.45308,7.6383,49.649,0,0
1.6242,0.4528,7.6496,49.722,0,0
1.6228,0.45252,7.6608,49.795,0,0
1.6213,0.45225,7.672,49.868,0,0
1.6199,0.45197,7.6833,49.941,0,0
1.6185,0.45169,7.6945,50.014,0,0
1.6162,0.45141,7.7058,50.088,0,0
1.6137,0.45112,7.717,50.161,0,0
1.6112,0.45084,7.7283,50.234,0,0
1.6088,0.45056,7.7395,50.307,0,0
1.6063,0.45027,7.7508,50.38,0,0
1.6038,0.44999,7.762,50.453,0,0
1.6013,0.4497,7.7733,50.526,0,0
1.5979,0.44941,7.7845,50.599,0,0
1.5944,0.44912,7.7958,50.672,0,0
1.591,0.44883,7.807,50.745,0,0
1.5876,0.44854,7.8182,50.819,0,0
1.5841,0.44825,7.8295,50.892,0,0
1.5807,0.44796,7.8407,50.965,0,0
1.5771,0.44768,7.852,51.038,0,0
1.5728,0.44739,7.8632,51.111,0,0
1.5686,0.4471,7.8745,51.184,0,0
1.5643,0.44681,7.8857,51.257,0,0
1.5601,0.44652,7.897,51.33,0,0
1.5559,0.44623,7.9082,51.403,0,0
1.5516,0.44595,7.9195,51.477,0,0
1.5472,0.44566,7.9307,51.55,0,0
1.5424,0.44538,7.942,51.623,0,0
1.5376,0.44511,7.9532,51.696,0,0
1.5328,0.44483,7.9644,51.769,0,0
1.528,0.44455,7.9757,51.842,0,0
1.5233,0.44427,7.9869,51.915,0,0
1.5185,0.44399,7.9982,51.988,0,0
1.5136,0.44373,8.0094,52.061,0,0
1.5086,0.44347,8.0207,52.134,0,0
1.5036,0.44321,8.0319,52.208,0,0
1.4986,0.44295,8.0432,52.281,0,0
1.4936,0.44269,8.0544,52.354,0,0
1.4887,0.44243,8.0657,52.427,0,0
1.4837,0.44217,8.0769,52.5,0,0
1.4788,0.44193,8.0882,52.573,0,0
1.4739,0.44169,8.0994,52.646,0,0
1.4691,0.44146,8.1106,52.719,0,0
1.4643,0.44122,8.1219,52.792,0,0
1.4594,0.44099,8.1331,52.865,0,0
1.4546,0.44075,8.1444,52.938,0,0
1.4498,0.44052,8.1556,53.012,0,0
1.4453,0.4403,8.1669,53.085,0,0
1.441,0.44009,8.1781,53.158,0,0
1.4366,0.43988,8.1894,53.231,0,0
1.4323,0.43967,8.2006,53.304,0,0
1.4279,0.43946,8.2119,53.377,0,0
1.4236,0.43925,8.2231,53.45,0,0
1.4193,0.43904,8.2344,53.523,0,0
1.4157,0.43885,8.2456,53.596,0,0
1.4121,0.43866,8.2568,53.669,0,0
1.4085,0.43847,8.2681,53.743,0,0
1.4049,0.43828,8.2793,53.816,0,0
1.4013,0.43809,8.2906,53.889,0,0
1.3977,0.43791,8.3018,53.962,0,0
1.3943,0.43772,8.3131,54.035,0,0
1.3916,0.43754,8.3243,54.108,0,0
1.389,0.43737,8.3356,54.181,0,0
1.3863,0.43719,8.3468,54.254,0,0
1.3837,0.43702,8.3581,54.327,0,0
1.381,0.43684,8.3693,54.401,0,0
1.3783,0.43667,8.3806,54.474,0,0
1.3761,0.4365,8.3918,54.547,0,0
1.3744,0.43633,8.403,54.62,0,0
1.3728,0.43616,8.4143,54.693,0,0
1.3711,0.43599,8.4255,54.766,0,0
1.3695,0.43582,8.4368,54.839,0,0
1.3679,0.43565,8.448,54.912,0,0
1.3662,0.43548,8.4593,54.985,0,0
1.3651,0.43532,8.4705,55.058,0,0
1.3645,0.43515,8.4818,55.132,0,0
1.3638,0.43498,8.493,55.205,0,0
1.3632,0.43481,8.5043,55.278,0,0
1.3625,0.43464,8.5155,55.351,0,0
1.3619,0.43447,8.5268,55.424,0,0
1.3613,0.4343,8.538,55.497,0,0
1.3613,0.43413,8.5492,55.57,0,0
1.3615,0.43396,8.5605,55.643,0,0
1.3618,0.43379,8.5717,55.716,0,0
1.3621,0.43361,8.583,55.789,0,0
1.3623,0.43344,8.5942,55.862,0,0
1.3626,0.43327,8.6055,55.936,0,0
1.3628,0.43309,8.6167,56.009,0,0
1.3638,0.43291,8.628,56.082,0,0
1.3648,0.43273,8.6392,56.155,0,0
1.3658,0.43255,8.6505,56.228,0,0
1.3669,0.43237,8.6617,56.301,0,0
1.3679,0.43219,8.673,56.374,0,0
1.3689,0.43201,8.6842,56.447,0,0
1.37,0.43183,8.6954,56.52,0,0
1.3716,0.43164,8.7067,56.593,0,0
1.3732,0.43145,8.7179,56.667,0,0
1.3749,0.43127,8.7292,56.74,0,0
1.3765,0.43108,8.7404,56.813,0,0
1.3781,0.43089,8.7517,56.886,0,0
1.3797,0.4307,8.7629,56.959,0,0
1.3814,0.43051,8.7742,57.032,0,0
1.3835,0.43031,8.7854,57.105,0,0
1.3855,0.43012,8.7967,57.178,0,0
1.3876,0.42992,8.8079,57.251,0,0
1.3896,0.42972,8.8192,57.325,0,0
1.3917,0.42953,8.8304,57.398,0,0
1.3937,0.42933,8.8416,57.471,0,0
1.3959,0.42913,8.8529,57.544,0,0
1.3982,0.42893,8.8641,57.617,0,0
1.4005,0.42872,8.8754,57.69,0,0
1.4028,0.42852,8.8866,57.763,0,0
1.4051,0.42832,8.8979,57.836,0,0
1.4074,0.42811,8.9091,57.909,0,0
1.4097,0.42791,8.9204,57.982,0,0
1.4121,0.4277,8.9316,58.056,0,0
1.4145,0.42749,8.9429,58.129,0,0
1.417,0.42729,8.9541,58.202,0,0
1.4194,0.42708,8.9654,58.275,0,0
1.4218,0.42687,8.9766,58.348,0,0
1.4242,0.42666,8.9878,58.421,0,0
1.4266,0.42645,8.9991,58.494,0,0
1.4291,0.42624,9.0103,58.567,0,0
1.4315,0.42603,9.0216,58.64,0,0
1.4339,0.42582,9.0328,58.713,0,0
1.4363,0.42561,9.0441,58.786,0,0
1.4387,0.4254,9.0553,58.86,0,0
1.4411,0.42519,9.0666,58.933,0,0
1.4435,0.42497,9.0778,59.006,0,0
1.4458,0.42476,9.0891,59.079,0,0
1.4481,0.42455,9.1003,59.152,0,0
1.4503,0.42434,9.1116,59.225,0,0
1.4526,0.42412,9.1228,59.298,0,0
1.4549,0.42391,9.134,59.371,0,0
1.4572,0.4237,9.1453,59.444,0,0
1.4594,0.42348,9.1565,59.518,0,0
1.4615,0.42327,9.1678,59.591,0,0
1.4636,0.42306,9.179,59.664,0,0
1.4656,0.42284,9.1903,59.737,0,0
1.4677,0.42263,9.2015,59.81,0,0
1.4697,0.42242,9.2128,59.883,0,0
1.4718,0.4222,9.224,59.956,0,0
1.4737,0.42199,9.2353,60.029,0,0
1.4755,0.42178,9.2465,60.102,0,0
1.4773,0.42157,9.2578,60.175,0,0
1.479,0.42135,9.269,60.249,0,0
1.4808,0.42114,9.2802,60.322,0,0
1.4825,0.42093,9.2915,60.395,0,0
1.4843,0.42072,9.3027,60.468,0,0
1.4858,0.4205,9.314,60.541,0,0
1.4872,0.42029,9.3252,60.614,0,0
1.4886,0.42008,9.3365,60.687,0,0
1.49,0.41987,9.3477,60.76,0,0
1.4914,0.41966,9.359,60.833,0,0
1.4927,0.41944,9.3702,60.906,0,0
1.4941,0.41923,9.3815,60.979,0,0
1.4952,0.41902,9.3927,61.053,0,0
1.4962,0.41881,9.404,61.126,0,0
1.4971,0.4186,9.4152,61.199,0,0
1.4981,0.41839,9.4264,61.272,0,0
1.499,0.41818,9.4377,61.345,0,0
1.5,0.41797,9.4489,61.418,0,0
1.5009,0.41776,9.4602,61.491,0,0
1.5015,0.41755,9.4714,61.564,0,0
1.502,0.41733,9.4827,61.637,0,0
1.5025,0.41712,9.4939,61.71,0,0
1.5029,0.41691,9.5052,61.784,0,0
1.5034,0.4167,9.5164,61.857,0,0
1.5039,0.41649,9.5277,61.93,0,0
1.5044,0.41628,9.5389,62.003,0,0
1.5043,0.41607,9.5502,62.076,0,0
1.5043,0.41585,9.5614,62.149,0,0
1.5043,0.41564,9.5726,62.222,0,0
1.5042,0.41543,9.5839,62.295,0,0
1.5042,0.41522,9.5951,62.368,0,0
1.5042,0.415,9.6064,62.442,0,0
1.504,0.41479,9.6176,62.515,0,0
1.5035,0.41457,9.6289,62.588,0,0
1.5029,0.41436,9.6401,62.661,0,0
1.5023,0.41414,9.6514,62.734,0,0
1.5018,0.41393,9.6626,62.807,0,0
1.5012,0.41371,9.6739,62.88,0,0
1.5006,0.41349,9.6851,62.953,0,0
1.4999,0.41328,9.6964,63.026,0,0
1.4988,0.41306,9.7076,63.099,0,0
1.4976,0.41284,9.7188,63.173,0,0
1.4965,0.41262,9.7301,63.246,0,0
1.4954,0.4124,9.7413,63.319,0,0
1.4943,0.41218,9.7526,63.392,0,0
1.4932,0.41196,9.7638,63.465,0,0
1.4918,0.41175,9.7751,63.538,0,0
1.4902,0.41154,9.7863,63.611,0,0
1.4886,0.41134,9.7976,63.684,0,0
1.487,0.41113,9.8088,63.757,0,0
1.4854,0.41093,9.8201,63.83,0,0
1.4838,0.41072,9.8313,63.903,0,0
1.4822,0.41051,9.8426,63.977,0,0
1.4803,0.41035,9.8538,64.05,0,0
1.4782,0.41021,9.865,64.123,0,0
1.4762,0.41006,9.8763,64.196,0,0
1.4742,0.40992,9.8875,64.269,0,0
1.4722,0.40978,9.8988,64.342,0,0
1.4701,0.40964,9.91,64.415,0,0
1.4681,0.4095,9.9213,64.488,0,0
1.4663,0.40944,9.9325,64.561,0,0
1.4646,0.4094,9.9438,64.634,0,0
1.4628,0.40937,9.955,64.708,0,0
1.4611,0.40933,9.9663,64.781,0,0
1.4593,0.40929,9.9775,64.854,0,0
1.4576,0.40925,9.9888,64.927,0,0
1.4558,0.40922,10,65,0,0
