,Index,pressure,density,temperature,soundspeed,Mach,Z,g,Ar,x,y
38,38,11261.963927855712,0.12879676695325096,294.61221940786004,349.8451454038875,0.30252987482073274,0.9999742515866777,1.1995859836203726,2.012395743611498,-0.0154888957139454,0.0042557680496596
39,39,11214.34869739479,0.1284074920501306,294.25603959785747,349.6338511363808,0.3125581318329704,0.9999740028196529,1.199590048906652,1.9742224463695592,-0.0153519767052429,0.004215210791565
40,40,11190.541082164327,0.12821267789203933,294.0775436844629,349.5279139174521,0.3174733835510296,0.9999738784915835,1.199592074195833,1.9370197648997922,-0.0152148661962902,0.0041753057234289
41,41,11166.733466933869,0.12801774549865608,293.8987757839971,349.42178229265824,0.3223268365957642,0.9999737542008241,1.1995940945704224,1.9007711797677866,-0.0150775672936619,0.0041360537493981
42,42,11119.118236472948,0.12762752470374455,293.54042004310884,349.20893275034115,0.33185940794316743,0.9999735057322904,1.1995981205399757,1.8654604106120545,-0.0149400831082014,0.0040974557588226
43,43,11095.310621242485,0.12743223564710415,293.36083019885484,349.1022132834953,0.33654358861271283,0.9999733815550481,1.1996001261170175,1.831071418061745,-0.0148024167549497,0.0040595126262343
44,44,11047.695390781562,0.1270412985656191,293.0008215092926,348.88818104944954,0.3457591690293735,0.9999731333159567,1.1996041224108396,1.7975884056268636,-0.0146645713530756,0.0040222252113279
45,45,11000.080160320642,0.12664988064112268,292.6397006779726,348.6733524800568,0.35478463578091207,0.9999728852325374,1.19960809883128,1.7649958215582129,-0.0145265500258046,0.0039855943589412
46,46,10976.27254509018,0.12645399052455356,292.45872063402516,348.5656375757109,0.3592307168563198,0.9999727612498923,1.1996100795666034,1.7332783606779936,-0.0143883559003481,0.003949620899036
47,47,10928.657314629258,0.12606184629184433,292.09591608612624,348.34960249661845,0.36799792488355954,0.9999725134041236,1.1996140260427215,1.7024209661805187,-0.0142499921078329,0.0039143056466792
48,48,10881.042084168335,0.12566921445215626,291.7319785817187,348.13275495689646,0.376608593258783,0.9999722657195961,1.1996179524665225,1.672408831403143,-0.0141114617832298,0.0038796494020244
49,49,10833.426853707417,0.12527609225254754,291.3668996214194,347.9150883650104,0.3850736898711215,0.9999720181985934,1.1996218587665186,1.6432274015669597,-0.0139727680652828,0.0038456529502937
50,50,10785.811623246493,0.12488247691243097,291.0006706042783,347.69659604655226,0.3934030751914817,0.9999717708434314,1.1996257448712804,1.6148623754874625,-0.0138339140964382,0.0038123170617601
51,51,10738.19639278557,0.12448836562317214,290.6332828261105,347.477271242827,0.4016056537741228,0.9999715236564597,1.199629610709444,1.5872997072545516,-0.0136949030227729,0.00377964249173
52,52,10690.58116232465,0.12409375554768133,290.2647274777924,347.25710710940774,0.4096895001864272,0.9999712766400615,1.1996334562097184,1.5605256078815901,-0.0135557379939237,0.0037476299805256
53,53,10642.965931863728,0.1236986438199963,289.89499564352406,347.0360967146602,0.4176619644493736,0.9999710297966544,1.1996372813008915,1.5345265469249287,-0.0134164221630152,0.0037162802534691
54,54,10595.350701402804,0.12330302754485795,289.5240782990527,346.81423303823453,0.4255297609194505,0.9999707831286917,1.1996410859118385,1.5092892540708127,-0.0132769586865893,0.0036855940208652
55,55,10523.927855711425,0.12270865069902716,288.96545943834496,346.4798220409299,0.4371485283995562,0.9999704134611592,1.199646754272482,1.4848007206927791,-0.0131373507245328,0.0036555719779858
56,56,10476.3126252505,0.12231176019231273,288.5915381090634,346.2557938500821,0.4447805099295421,0.9999701672427745,1.1996505073723267,1.4610482013768993,-0.0129976014400063,0.0036262148050539
57,57,10404.889779559118,0.1217154580147502,288.0283694355541,345.91810191643924,0.45607023481996195,0.9999697982616058,1.199656098134311,1.4380192154159577,-0.0128577139993724,0.0035975231672282
58,58,10357.274549098196,0.12131727451732074,287.65138525126156,345.6918633115217,0.4634978679207198,0.9999695525089323,1.199659799280806,1.415701548272106,-0.0127176915721239,0.003569497714588
59,59,10285.851703406814,0.12071901850142717,287.0835770853247,345.35082046446377,0.4745014392877486,0.9999691842387746,1.1996653117821958,1.3940832530081575,-0.0125775373308123,0.0035421390821188
60,60,10238.236472945891,0.12031952275929866,286.70346932509455,345.12232402676216,0.4817507850376044,0.9999689389685489,1.1996689605350819,1.3731526516863555,-0.0124372544509754,0.0035154478896973
61,61,10166.813627254509,0.11971928364212457,286.13092915136053,344.77785795974074,0.49250399216590496,0.999968571434977,1.1996743941171653,1.352898336736235,-0.0122968461110656,0.003489424742078
62,62,10095.390781563126,0.1191178402924359,285.55550413962,344.43130224502863,0.5031218147507426,0.9999682043560345,1.1996797800330121,1.333309172289611,-0.0121563154923782,0.0034640702288791
63,63,10023.967935871744,0.11851518171843241,284.9771592595409,344.08262943242494,0.5136141527036814,0.9999678377414949,1.1996851180477153,1.3143742954837647,-0.0120156657789787,0.0034393849245692
64,64,9952.545090180362,0.11791129674928658,284.3958588014822,343.73181151147367,0.5239900525722297,0.9999674716013557,1.199690407927335,1.2960831177323757,-0.0118749001576312,0.0034153693884544
65,65,9881.122244488975,0.1173061740309212,283.8115663583327,343.3788198959018,0.5342578129410651,0.999967105945845,1.199695649438974,1.2784253259638538,-0.0117340218177259,0.0033920241646655
66,66,9809.699398797597,0.11669980202165237,283.224244806738,343.02362540751335,0.5444250739501171,0.9999667407854281,1.199700842350854,1.2613908838273282,-0.0115930339512069,0.0033693497821458
67,67,9714.468937875752,0.11588934235903703,282.4363719143277,342.54655449211486,0.5578372134338777,0.9999662546935649,1.1997076902353814,1.2449700328658795,-0.0114519397525,0.0033473467546391
68,68,9643.046092184368,0.11528000936558348,281.8418339042347,342.18610304526436,0.5677965403422377,0.9999658907304514,1.1997127688533389,1.2291532936568315,-0.0113107424184399,0.0033260155806778
69,69,9571.623246492984,0.11466938719528857,281.2441376137918,341.8233469712583,0.5776769842518673,0.9999655272991215,1.199717798108051,1.2139314669196555,-0.0111694451481986,0.003305356743572
70,70,9476.392785571144,0.11385319743814387,280.4422262956059,341.336031920116,0.590737734670377,0.9999650435712842,1.1997244266033606,1.1992956345903463,-0.0110280511432119,0.0032853707113982
71,71,9381.162324649298,0.1130346637224273,279.6345300251051,340.8444852549381,0.603680245592218,0.9999645608376689,1.1997309664089315,1.1852371608632775,-0.0108865636071076,0.0032660579369891
72,72,9309.739478957916,0.11241920677093065,279.024900840827,340.4730002871271,0.6133163084407713,0.9999641994574023,1.199735812743881,1.1717476931992525,-0.0107449857456328,0.0032474188579229
73,73,9214.509018036071,0.11159649682047149,278.2068363654364,339.97385464805245,0.6260783514391618,0.9999637185343343,1.1997421960803714,1.158819163300692,-0.0106033207665808,0.0032294538965135
74,74,9119.278557114229,0.11077135673544965,277.3827025482293,339.47025198091615,0.6387509968973445,0.999963238687901,1.199748489295003,1.1464437880536287,-0.0104615718797192,0.0032121634598013
75,75,9024.048096192384,0.1099437537745994,276.5523904453787,338.9621057003917,0.6513433666704077,0.9999627599499418,1.1997546918788011,1.1346140704355634,-0.0103197422967162,0.0031955479395434
76,76,8928.817635270541,0.10911365440637136,275.7157879800648,338.4493265993157,0.6638639927569967,0.9999622823533607,1.199760803329809,1.1233228003906024,-0.0101778352310689,0.0031796077122053
77,77,8833.587174348697,0.1082810242812058,274.8727798178526,337.9318227402962,0.6763208878776452,0.9999618059321724,1.1997668231535756,1.112563055670148,-0.0100358538980296,0.0031643431389518
78,78,8738.356713426854,0.10744582820251859,274.02324723572303,337.4094993416228,0.6887216068579859,0.9999613307215499,1.1997727508636677,1.1023282026405539,-0.0098938015145334,0.0031497545656392
79,79,8643.12625250501,0.10660803009633318,273.16706798433785,336.8822586571031,0.701073300312404,0.9999608567578754,1.1997785859822,1.092611897056679,-0.0097516812991254,0.0031358423228074
80,80,8524.088176352705,0.105557066931623,272.0873048475337,336.21613894386326,0.7164542940578055,0.9999602661142772,1.1997857489602424,1.0834080848016812,-0.0096094964718874,0.0031226067256725
81,81,8428.857715430862,0.1047132776046445,271.2157043527768,335.6774607540222,0.7287200425077625,0.9999597950958891,1.1997913740486008,1.0747110025925053,-0.0094672502543651,0.0031100480741192
82,82,8309.819639278558,0.10365470321373248,270.11624516529,334.9967073165972,0.7440134888085753,0.9999592082602881,1.199798273059558,1.0665151786521645,-0.0093249458694954,0.0030981666526947
83,83,8214.589178356713,0.10280472438935455,269.2285409557397,334.4460431364959,0.7562244107620424,0.9999587403933184,1.19980368586028,1.0588154333470319,-0.0091825865415328,0.0030869627306016
84,84,8095.551102204408,0.10173828361231271,268.1085026159185,333.7499449629913,0.771467528324051,0.9999581576338021,1.1998103181616957,1.0516068797907934,-0.0090401754959769,0.0030764365616923
85,85,8000.320641282565,0.10088190506932283,267.20396307459976,333.18670466789877,0.7836522330351727,0.9999576931414776,1.1998155165484512,1.0448849244137102,-0.0088977159594991,0.003066588384463
86,86,7881.28256513026,0.09980732716884852,266.06239803115847,332.4744960385439,0.7988795404024427,0.999957114748625,1.199821879572802,1.0386452674977449,-0.0087552111598693,0.0030574184220482
87,87,7762.244488977956,0.09872810547013644,264.9084384099668,331.7529842632277,0.8141122343580965,0.9999565389163328,1.1998280919614264,1.032883903677641,-0.008612664325883,0.0030489268822159
88,88,7643.206412825652,0.09764414808204541,263.74175680027207,331.0219031953857,0.8293601058317697,0.9999559657465846,1.199834153020166,1.0275971224073581,-0.0084700786872883,0.0030411139573627
89,89,7547.975951903808,0.09677350863700906,262.79902279374147,330.4299620067786,0.8415757841616957,0.9999555091994917,1.1998388924686754,1.0227815083924345,-0.0083274574747122,0.0030339798245097
90,90,7428.937875751503,0.0956807848753663,261.60857156720215,329.68094699840094,0.8568750556278817,0.9999549410952631,1.1998446795139968,1.0184339419874875,-0.008184803919588,0.0030275246452981
91,91,7309.899799599199,0.09458305014626778,260.40440487090046,328.9215516808565,0.872216034653194,0.9999543759663793,1.1998503135078509,1.0145515995596934,-0.0080421212540817,0.0030217485659858
92,92,7190.861723446894,0.09348019916183473,259.18613780887046,328.151460514001,0.8876080225801057,0.9999538139352987,1.1998557939234966,1.0111319538174701,-0.0078994127110186,0.0030166517174439
93,93,7071.823647294589,0.09237212264310467,257.9533680830847,327.3703429251851,0.9030602983519271,0.9999532551307304,1.1998611202855696,1.008172774105138,-0.0077566815238109,0.0030122342151543
94,94,6952.785571142284,0.09125870709876371,256.7056748985948,326.57785232577555,0.918582159181037,0.9999526996880511,1.1998662921734564,1.005672126661984,-0.0076139309263832,0.0030084961592061
95,95,6833.74749498998,0.09013983458760029,255.44261777973824,325.77362504525763,0.9341829602407812,0.999952147749758,1.1998713092248554,1.0036283748479908,-0.0074711641531004,0.0030054376342942
96,96,6714.709418837675,0.08901538246317753,254.16373528850266,324.9572791744473,0.949872153857505,0.9999515994659596,1.1998761711395294,1.0020401793341258,-0.0073283844386936,0.003003058709717
97,97,6571.86372745491,0.08765849475841109,252.60750396966395,323.9611009595114,0.9688293770800519,0.9999509465727622,1.1998818003317777,1.000906498258246,-0.0071855950181873,0.0030013594393748
98,98,6452.825651302605,0.0865213107887695,251.29206900993208,323.1166517640789,0.9847470366616546,0.9999504068982336,1.1998863202203565,1.000226587346536,-0.0070427991268257,0.0030003398617688
99,99,6333.787575150301,0.08537811977774618,249.9591742429874,322.25872393097967,1.0007844481854877,0.9999498714162208,1.1998906844760127,1.0,-0.0069,0.003
100,100,6333.787575150301,0.08537811977774618,249.9591742429874,322.25872393097967,1.0007844481854877,0.9999498714162208,1.1998906844760127,1.0,-0.0069,0.003
101,101,5714.789579158317,0.07933078657368958,242.72350470949436,317.5607849826284,1.0865214985521305,0.9999471622534993,1.1999108736397193,1.0060697887970556,-0.006830303030303,0.0030090909090909
102,102,5452.905811623246,0.07671655155308486,239.49296066934554,315.44058683796817,1.1242421643936678,0.9999460593696772,1.1999181576787568,1.012157943067022,-0.006760606060606,0.0030181818181818
103,103,5262.444889779559,0.07479273086515495,237.0731334788719,313.84304666672284,1.152333665283637,0.9999452758914827,1.19992299095498,1.018264462809899,-0.006690909090909,0.0030272727272727
104,104,5095.791583166332,0.07309301753120047,234.9038999954515,312.4039814996007,1.1774218458729218,0.9999446043592676,1.1999269027460147,1.0243893480256872,-0.0066212121212121,0.0030363636363636
105,105,4952.945891783567,0.0716234472492155,233.00383567511088,311.138000671633,1.199338475050421,0.9999440399351797,1.1999300224818303,1.030532598714386,-0.0065515151515151,0.0030454545454545
106,106,4810.100200400801,0.07014171893349178,231.0642013153038,309.84030789250795,1.2216675623713187,0.9999434865287401,1.1999329293968417,1.0366942148759961,-0.0064818181818181,0.0030545454545454
107,107,4691.062124248497,0.06889732237641236,229.41614826103552,308.73340009173364,1.2406135984104214,0.9999430342953215,1.199935191187614,1.0428741965105168,-0.0064121212121212,0.0030636363636363
108,108,4595.831663326653,0.06789530086723056,228.07605561984545,307.83039341984767,1.2560064531297475,0.9999426786847528,1.199936896724468,1.0490725436179487,-0.0063424242424242,0.0030727272727272
109,109,4500.60120240481,0.06688733048530247,226.7159727135992,306.9111957148696,1.2716210269242014,0.9999423288330384,1.1999385109699598,1.0552892561982912,-0.0062727272727272,0.0030818181818181
110,110,4405.370741482966,0.06587324883920878,225.33516893562333,305.97516525832435,1.287469014039523,0.9999419850048897,1.199940034988054,1.0615243342515448,-0.0062030303030303,0.003090909090909
111,111,4310.140280561122,0.06485288548950169,223.93287046527394,305.02162031270666,1.3035628246044528,0.9999416474818841,1.1999414699266042,1.0677777777777777,-0.0061333333333333,0.0031
112,112,4238.717434869739,0.06408338322758142,222.86654894071577,304.2945332059889,1.315802409549443,0.9999413986570482,1.1999424884118965,1.0740495867768531,-0.0060636363636363,0.0031090909090909
113,113,4143.486973947896,0.06305159044527224,221.42462979753057,303.30856459826344,1.3323586726982293,0.9999410729015599,1.1999437704891303,1.0803397612488395,-0.0059939393939393,0.0031181818181818
114,114,4072.064128256513,0.06227329648641695,220.3275737938925,302.556255513869,1.344961548487864,0.9999408332768178,1.1999446758843884,1.0866483011937367,-0.0059242424242424,0.0031272727272727
115,115,4000.64128256513,0.061491093034402845,219.2166823604172,301.7925463033419,1.3577308730248112,0.99994059783984,1.1999455338331606,1.0929752066115448,-0.0058545454545454,0.0031363636363636
116,116,3929.218436873748,0.06070489010125847,218.091529356049,301.01705622704696,1.3706735839548503,0.999940366748612,1.1999463449940286,1.0993204775022638,-0.0057848484848484,0.0031454545454545
117,117,3857.7955911823647,0.05991459395069558,216.95166747256826,300.22938461039115,1.3837969896630233,0.9999401401694943,1.199947110058966,1.1056841138658937,-0.0057151515151515,0.0031545454545454
118,118,3810.180360721443,0.059385407758166205,216.18335685977456,299.69729518544386,1.39265010177275,0.9999399917096733,1.199947594850706,1.1120661157024345,-0.0056454545454545,0.0031636363636363
119,119,3738.75751503006,0.05858807036272744,215.01792396939325,298.88837186540235,1.4060920054746544,0.9999397730450942,1.1999482847210372,1.1184664830118864,-0.0055757575757575,0.0031727272727272
120,120,3667.3346693386775,0.057786369662794976,213.83647432668153,298.0660897376292,1.4197361329224478,0.9999395593819177,1.1999489305125126,1.1248852157942488,-0.0055060606060606,0.0031818181818181
121,121,3619.719438877756,0.05724942455788915,213.03967828765823,297.51024067067556,1.4289489557013246,0.9999394198179417,1.1999493369573369,1.1313223140495223,-0.0054363636363636,0.003190909090909
122,122,3572.104208416833,0.056710457917607295,212.23535826867604,296.9480873116048,1.4382583931246833,0.9999392826295005,1.199949724430835,1.1377777777777778,-0.0053666666666666,0.0032
123,123,3500.681362725451,0.05589814134479065,211.0143911553164,296.0926918143757,1.4524100499958428,0.9999390814445077,1.1999502706443361,1.1442516069788735,-0.0052969696969697,0.0032090909090909
124,124,3453.066132264529,0.05535396662114127,210.19049139090248,295.5140778006805,1.4619739143648227,0.9999389504862086,1.1999506118517378,1.1507438016528797,-0.0052272727272727,0.0032181818181818
125,125,3405.4509018036074,0.054807644050745376,209.35843445160845,294.9285829159981,1.4716450254146787,0.9999388221434407,1.199950935039031,1.1572543617997968,-0.0051575757575757,0.0032272727272727
126,126,3357.835671342685,0.054259134940393444,208.518023834355,294.3360274519211,1.4814267094896654,0.9999386964910257,1.1999512404967536,1.163783287419625,-0.0050878787878787,0.0032363636363636
127,127,3310.220440881764,0.05370839934027174,207.66905543317003,293.7362243729779,1.4913224350367627,0.9999385736068407,1.1999515285241302,1.170330578512364,-0.0050181818181818,0.0032454545454545
128,128,3262.6052104208416,0.053155395984442334,206.81131713083678,293.12897890752265,1.501335821048269,0.9999384535719855,1.1999517994292708,1.1768962350780139,-0.0049484848484848,0.0032545454545454
129,129,3214.98997995992,0.0526000822275915,205.94458836229936,292.5140881094396,1.511470646132892,0.9999383364709625,1.1999520535293757,1.1834802571165748,-0.0048787878787878,0.0032636363636363
130,130,3167.374749498998,0.05204241397775282,205.06863964742186,291.8913403881165,1.5217308582724116,0.9999382223918694,1.1999522911509488,1.1900826446280464,-0.0048090909090909,0.0032727272727272
131,131,3119.759519038076,0.05148234562468779,204.18323209044468,291.26051500386393,1.5321205853272495,0.9999381114266042,1.1999525126300146,1.1967033976124288,-0.0047393939393939,0.0032818181818181
132,132,3095.951903807615,0.0512013967224147,203.7369038853604,290.942001572672,1.537365358858715,0.9999380571414688,1.199952617423774,1.2033425160697222,-0.0046696969696969,0.003290909090909
133,133,3048.3366733466933,0.050637639185041224,202.83683820844425,290.29862444906087,1.5479575195971154,0.9999379510281183,1.1999528153405152,1.21,-0.0046,0.0033
134,134,3000.7214428857715,0.05007136036297047,201.92667163626442,289.64657412560376,1.558690378415805,0.9999378482764637,1.199952997997979,1.2166758494031156,-0.004530303030303,0.0033090909090909
135,135,2976.913827655311,0.04978725943103242,201.4677146233749,289.31721656206435,1.5641110769454394,0.9999377981945377,1.1999530837200687,1.2233700642791419,-0.004460606060606,0.0033181818181818
136,136,2929.2985971943885,0.04921710141644595,200.5418747877231,288.6516702792656,1.5750641556437417,0.9999377006876856,1.199953244187914,1.2300826446280788,-0.004390909090909,0.0033272727272727
137,137,2905.490981963928,0.04893103072181133,200.07491825953772,288.31541269724823,1.5805978396545899,0.9999376532913976,1.1999533190304694,1.2368135904499271,-0.0043212121212121,0.0033363636363636
138,138,2857.875751503006,0.048356870966947414,199.13274152160963,287.63575039407357,1.5917828791005766,0.9999375612872108,1.199953458180002,1.243562901744686,-0.0042515151515151,0.0033454545454545
139,139,2834.068136272545,0.04806876751126795,198.657442541139,287.292271819376,1.597435638715065,0.9999375167100087,1.199953522587942,1.2503305785123562,-0.0041818181818181,0.0033545454545454
140,140,2786.452905811623,0.04749047641277586,197.69821963888958,286.5978284803274,1.6088652836431587,0.9999374304848925,1.1999536413279364,1.2571166207529367,-0.0041121212121212,0.0033636363636363
141,141,2762.6452905811625,0.04720027352454695,197.21421139239618,286.24678437072015,1.614643684164851,0.9999373888699358,1.1999536957652837,1.2639210284664286,-0.0040424242424242,0.0033727272727272
142,142,2715.0300601202403,0.0466177138243488,196.2371830369987,285.53684551158346,1.626331579535377,0.9999373087206586,1.1999537950434975,1.270743801652831,-0.0039727272727272,0.0033818181818181
143,143,2691.22244488978,0.046325340842937414,195.74407249927955,285.1778653591481,1.6322427127656698,0.9999372702217838,1.19995383999417,1.2775849403121449,-0.0039030303030303,0.003390909090909
144,144,2667.4148296593185,0.046032228055305734,195.24783562237712,284.81615265207284,1.6381997654459954,0.9999372327977886,1.1999538818937152,1.2844444444444443,-0.0038333333333333,0.0034
145,145,2619.7995991983967,0.04544374888422956,194.245789719782,284.08434654462786,1.6502551558565854,0.9999371612503384,1.199953956767656,1.2913223140495798,-0.0037636363636363,0.0034090909090909
146,146,2595.991983967936,0.04514836496898053,193.73988114633724,283.71415865198736,1.6563553180640853,0.9999371271660524,1.1999539898581886,1.2982185491276264,-0.0036939393939393,0.0034181818181818
147,147,2572.184368737475,0.0448522061732185,193.2306470567665,283.3410491356549,1.6625050505137706,0.9999370942350181,1.1999540201298908,1.3051331496785834,-0.0036242424242424,0.0034272727272727
148,148,2524.569138276553,0.0442575268085748,192.20198921268963,282.5858622117499,1.6749571643913914,0.9999370319167755,1.199954072458242,1.3120661157024516,-0.0035545454545454,0.0034363636363636
149,149,2500.761523046092,0.043958987174206966,191.68245548485731,282.2036798664174,1.6812615858882254,0.9999370025730011,1.1999540946377598,1.3190174471992304,-0.0034848484848484,0.0034454545454545
150,150,2476.9539078156317,0.04365963451585257,191.1593761974175,281.818365920865,1.6876196599792024,0.9999369744693856,1.1999541142442147,1.3259871441689204,-0.0034151515151515,0.0034545454545454
151,151,2453.14629258517,0.0433594587724927,190.63269272695035,281.42986424713024,1.6940324827186077,0.9999369476291354,1.1999541313412596,1.3329752066115212,-0.0033454545454545,0.0034636363636363
152,152,2429.338677354709,0.04305844965962332,190.10234490029714,281.0381171542174,1.7005011827564864,0.9999369220760922,1.1999541459934615,1.339981634527033,-0.0032757575757575,0.0034727272727272
