,Density,Eddy_Viscosity,Energy,Heat_Flux,Laminar_Viscosity,Mach,Momentum:0,Momentum:1,Momentum:2,Omega,Pressure,Pressure_Coefficient,Skin_Friction_Coefficient:0,Skin_Friction_Coefficient:1,Skin_Friction_Coefficient:2,Temperature,Turb_Kin_Energy,Y_Plus,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2,Ptot,Z
58,1.2777,8.8656e-05,324650.0,0,1.9926e-05,0.33457,158.77,0.93211,0,250920.0,125900.0,-1203700.0,0,0,0,331.79,17.411,0,,0.000116,0.013,0.000116,0,135057.44760614945,1.0000415077652978
59,1.2777,8.8647e-05,324660.0,0,1.9926e-05,0.33475,158.86,0.94563,0,250920.0,125910.0,-1203700.0,0,0,0,331.78,17.409,0,,0.000118,0.013,0.000118,0,135082.49113582223,1.0000414438314522
60,1.2778,8.8638e-05,324680.0,0,1.9926e-05,0.33493,158.95,0.95915,0,250920.0,125910.0,-1203700.0,0,0,0,331.78,17.406,0,,0.00012,0.013,0.00012,0,135082.49113582223,1.0000414438314522
61,1.2778,8.8628e-05,324690.0,0,1.9925e-05,0.33511,159.04,0.97266,0,250920.0,125910.0,-1203700.0,0,0,0,331.77,17.404,0,,0.000122,0.013,0.000122,0,135096.7857815538,1.000041376368185
62,1.2778,8.8619e-05,324700.0,0,1.9925e-05,0.33528,159.12,0.98618,0,250920.0,125910.0,-1203700.0,0,0,0,331.76,17.402,0,,0.000124,0.013,0.000124,0,135111.08235924295,1.0000413088959483
63,1.2779,8.8609e-05,324720.0,0,1.9925e-05,0.33546,159.21,0.9997,0,250920.0,125910.0,-1203700.0,0,0,0,331.75,17.399,0,,0.000126,0.013,0.000126,0,135125.38088893297,1.000041241414741
64,1.2779,8.86e-05,324730.0,0,1.9924e-05,0.33564,159.3,1.0132,0,250920.0,125910.0,-1203700.0,0,0,0,331.75,17.397,0,,0.000128,0.013,0.000128,0,135125.38088893297,1.000041241414741
65,1.2779,8.8591e-05,324740.0,0,1.9924e-05,0.33582,159.38,1.0267,0,250920.0,125910.0,-1203700.0,0,0,0,331.74,17.394,0,,0.00013,0.013,0.00013,0,135139.68135177295,1.0000411739245618
66,1.278,8.8581e-05,324760.0,0,1.9924e-05,0.33599,159.47,1.0403,0,250920.0,125910.0,-1203700.0,0,0,0,331.73,17.392,0,,0.000132,0.013,0.000132,0,135153.98376189228,1.0000411064254093
67,1.278,8.8572e-05,324770.0,0,1.9923e-05,0.33617,159.56,1.0538,0,250920.0,125910.0,-1203700.0,0,0,0,331.72,17.39,0,,0.000134,0.013,0.000134,0,135168.28811144858,1.0000410389172822
68,1.2781,8.8563e-05,324780.0,0,1.9923e-05,0.33635,159.65,1.0673,0,250920.0,125910.0,-1203700.0,0,0,0,331.72,17.387,0,,0.000136,0.013,0.000136,0,135168.28811144858,1.0000410389172822
69,1.2781,8.8553e-05,324800.0,0,1.9923e-05,0.33652,159.73,1.0808,0,250920.0,125920.0,-1203700.0,0,0,0,331.71,17.385,0,,0.000138,0.013,0.000138,0,135193.35435518372,1.000040974877921
70,1.2781,8.8544e-05,324810.0,0,1.9922e-05,0.3367,159.82,1.0943,0,250920.0,125920.0,-1203700.0,0,0,0,331.7,17.383,0,,0.00014,0.013,0.00014,0,135207.66372452374,1.0000409073464944
71,1.2782,8.8534e-05,324820.0,0,1.9922e-05,0.33688,159.91,1.1078,0,250920.0,125920.0,-1203700.0,0,0,0,331.69,17.38,0,,0.000142,0.013,0.000142,0,135221.9750479643,1.0000408398060883
72,1.2782,8.8525e-05,324830.0,0,1.9921e-05,0.33706,159.99,1.1214,0,250920.0,125920.0,-1203700.0,0,0,0,331.69,17.378,0,,0.000144,0.013,0.000144,0,135221.9750479643,1.0000408398060883
73,1.2783,8.8516e-05,324850.0,0,1.9921e-05,0.33723,160.08,1.1349,0,250910.0,125920.0,-1203700.0,0,0,0,331.68,17.375,0,,0.000146,0.013,0.000146,0,135236.28830918207,1.0000407722567015
74,1.2783,8.8506e-05,324860.0,0,1.9921e-05,0.33741,160.17,1.1484,0,250910.0,125920.0,-1203700.0,0,0,0,331.67,17.373,0,,0.000148,0.013,0.000148,0,135250.6035141356,1.000040704698333
75,1.2783,8.8497e-05,324870.0,0,1.992e-05,0.33759,160.26,1.1619,0,250910.0,125920.0,-1203700.0,0,0,0,331.66,17.371,0,,0.00015,0.013,0.00015,0,135264.92066034087,1.0000406371309813
76,1.2784,8.8488e-05,324890.0,0,1.992e-05,0.33776,160.34,1.1754,0,250910.0,125920.0,-1203700.0,0,0,0,331.66,17.368,0,,0.000152,0.013,0.000152,0,135264.92066034087,1.0000406371309813
77,1.2784,8.8478e-05,324900.0,0,1.992e-05,0.33794,160.43,1.189,0,250910.0,125920.0,-1203700.0,0,0,0,331.65,17.366,0,,0.000154,0.013,0.000154,0,135279.23975376156,1.000040569554645
78,1.2785,8.8469e-05,324910.0,0,1.9919e-05,0.33812,160.52,1.2025,0,250910.0,125920.0,-1203700.0,0,0,0,331.64,17.363,0,,0.000156,0.013,0.000156,0,135293.56079470908,1.000040501969323
79,1.2785,8.8459e-05,324930.0,0,1.9919e-05,0.3383,160.6,1.216,0,250910.0,125930.0,-1203700.0,0,0,0,331.63,17.361,0,,0.000158,0.013,0.000158,0,135318.6528583663,1.000040437809999
80,1.2785,8.845e-05,324940.0,0,1.9919e-05,0.33847,160.69,1.2295,0,250910.0,125930.0,-1203700.0,0,0,0,331.63,17.359,0,,0.00016,0.013,0.00016,0,135318.6528583663,1.000040437809999
81,1.2786,8.8441e-05,324950.0,0,1.9918e-05,0.33865,160.78,1.243,0,250910.0,125930.0,-1203700.0,0,0,0,331.62,17.356,0,,0.000162,0.013,0.000162,0,135332.978928634,1.0000403702013492
82,1.2786,8.8431e-05,324970.0,0,1.9918e-05,0.33883,160.87,1.2566,0,250910.0,125930.0,-1203700.0,0,0,0,331.61,17.354,0,,0.000164,0.013,0.000164,0,135347.3069445987,1.0000403025837088
83,1.2787,8.8422e-05,324980.0,0,1.9918e-05,0.33901,160.95,1.2701,0,250910.0,125930.0,-1203700.0,0,0,0,331.6,17.352,0,,0.000166,0.013,0.000166,0,135361.63690714724,1.0000402349570767
84,1.2787,8.8413e-05,324990.0,0,1.9917e-05,0.33918,161.04,1.2836,0,250910.0,125930.0,-1203700.0,0,0,0,331.6,17.349,0,,0.000168,0.013,0.000168,0,135361.63690714724,1.0000402349570767
85,1.2787,8.8403e-05,325010.0,0,1.9917e-05,0.33936,161.13,1.2971,0,250910.0,125930.0,-1203700.0,0,0,0,331.59,17.347,0,,0.00017,0.013,0.00017,0,135375.9688159008,1.0000401673214516
86,1.2788,8.8394e-05,325020.0,0,1.9917e-05,0.33954,161.21,1.3106,0,250910.0,125930.0,-1203700.0,0,0,0,331.58,17.344,0,,0.000172,0.013,0.000172,0,135390.30267146276,1.0000400996768322
87,1.2788,8.8384e-05,325030.0,0,1.9916e-05,0.33971,161.3,1.3241,0,250910.0,125930.0,-1203700.0,0,0,0,331.57,17.342,0,,0.000174,0.013,0.000174,0,135404.63847415944,1.000040032023217
88,1.2789,8.8375e-05,325040.0,0,1.9916e-05,0.33989,161.39,1.3377,0,250910.0,125940.0,-1203700.0,0,0,0,331.57,17.34,0,,0.000176,0.013,0.000176,0,135415.41441537268,1.0000400354261132
89,1.2789,8.8366e-05,325060.0,0,1.9916e-05,0.34007,161.48,1.3512,0,250910.0,125940.0,-1203700.0,0,0,0,331.56,17.337,0,,0.000178,0.013,0.000178,0,135429.7533082126,1.0000399677581444
90,1.2789,8.8356e-05,325070.0,0,1.9915e-05,0.34025,161.56,1.3647,0,250910.0,125940.0,-1203700.0,0,0,0,331.55,17.335,0,,0.00018,0.013,0.00018,0,135444.09414899081,1.0000399000811766
91,1.279,8.8347e-05,325080.0,0,1.9915e-05,0.34042,161.65,1.3783,0,250910.0,125940.0,-1203700.0,0,0,0,331.54,17.332,0,,0.000182,0.013,0.000182,0,135458.43693788783,1.0000398323952084
92,1.279,8.8337e-05,325100.0,0,1.9915e-05,0.34061,161.74,1.392,0,250910.0,125940.0,-1203700.0,0,0,0,331.54,17.33,0,,0.000184,0.013,0.000184,0,135458.43693788783,1.0000398323952084
93,1.279,8.8326e-05,325110.0,0,1.9914e-05,0.34079,161.83,1.4058,0,250910.0,125940.0,-1203700.0,0,0,0,331.53,17.327,0,,0.000186,0.013,0.000186,0,135472.78167565312,1.0000397647002386
94,1.2791,8.8316e-05,325120.0,0,1.9914e-05,0.34098,161.92,1.4196,0,250910.0,125940.0,-1203700.0,0,0,0,331.52,17.325,0,,0.000188,0.013,0.000188,0,135487.1283621855,1.0000396969962657
95,1.2791,8.8306e-05,325140.0,0,1.9914e-05,0.34116,162.01,1.4333,0,250910.0,125940.0,-1203700.0,0,0,0,331.51,17.322,0,,0.00019,0.013,0.00019,0,135501.47699780867,1.0000396292832887
96,1.2792,8.8294e-05,325150.0,0,1.9913e-05,0.34134,162.1,1.4477,0,250910.0,125940.0,-1203700.0,0,0,0,331.51,17.319,0,,0.000192,0.013,0.000192,0,135501.47699780867,1.0000396292832887
97,1.2792,8.8278e-05,325160.0,0,1.9913e-05,0.34151,162.18,1.4647,0,250900.0,125940.0,-1203700.0,0,0,0,331.5,17.315,0,,0.000194,0.013,0.000194,0,135515.8275832722,1.0000395615613058
98,1.2792,8.8261e-05,325170.0,0,1.9913e-05,0.34168,162.27,1.4818,0,250890.0,125940.0,-1203700.0,0,0,0,331.49,17.31,0,,0.000196,0.013,0.000196,0,135530.18011847633,1.0000394938303163
99,1.2793,8.8244e-05,325180.0,0,1.9912e-05,0.34185,162.35,1.4988,0,250880.0,125940.0,-1203700.0,0,0,0,331.48,17.306,0,,0.000198,0.013,0.000198,0,135544.53460388692,1.0000394260903185
100,1.2793,8.8227e-05,325200.0,0,1.9912e-05,0.34202,162.43,1.5159,0,250870.0,125940.0,-1203700.0,0,0,0,331.47,17.302,0,,0.0002,0.013,0.0002,0,135558.8910398279,1.000039358341311
101,1.2793,8.8211e-05,325210.0,0,1.9911e-05,0.34219,162.52,1.5326,0,250870.0,125940.0,-1203700.0,0,0,0,331.46,17.297,0,,0.000202,0.013,0.000202,0,135573.24942648437,1.0000392905832927
102,1.2794,8.8194e-05,325220.0,0,1.9911e-05,0.34236,162.6,1.5491,0,250860.0,125940.0,-1203700.0,0,0,0,331.46,17.293,0,,0.000204,0.013,0.000204,0,135573.24942648437,1.0000392905832927
103,1.2794,8.8178e-05,325230.0,0,1.9911e-05,0.34254,162.68,1.5656,0,250850.0,125940.0,-1203700.0,0,0,0,331.45,17.289,0,,0.000206,0.013,0.000206,0,135587.60976460058,1.0000392228162622
104,1.2794,8.8162e-05,325240.0,0,1.991e-05,0.34271,162.77,1.5821,0,250840.0,125940.0,-1203700.0,0,0,0,331.44,17.285,0,,0.000208,0.013,0.000208,0,135601.97205394245,1.0000391550402181
105,1.2795,8.8145e-05,325250.0,0,1.991e-05,0.34288,162.85,1.5985,0,250840.0,125940.0,-1203700.0,0,0,0,331.43,17.281,0,,0.00021,0.013,0.00021,0,135616.33629539222,1.0000390872551592
106,1.2795,8.8129e-05,325260.0,0,1.991e-05,0.34305,162.93,1.615,0,250830.0,125950.0,-1203700.0,0,0,0,331.42,17.277,0,,0.000212,0.013,0.000212,0,135641.4955904825,1.0000390227835927
107,1.2795,8.8113e-05,325270.0,0,1.9909e-05,0.34322,163.02,1.6315,0,250820.0,125950.0,-1203700.0,0,0,0,331.41,17.273,0,,0.000214,0.013,0.000214,0,135655.86488145063,1.0000389549751332
108,1.2796,8.8096e-05,325280.0,0,1.9909e-05,0.3434,163.1,1.648,0,250820.0,125950.0,-1203700.0,0,0,0,331.41,17.268,0,,0.000216,0.013,0.000216,0,135655.86488145063,1.0000389549751332
109,1.2796,8.808e-05,325290.0,0,1.9909e-05,0.34357,163.19,1.6645,0,250810.0,125950.0,-1203700.0,0,0,0,331.4,17.264,0,,0.000218,0.013,0.000218,0,135670.23612509697,1.000038887157654
110,1.2796,8.8064e-05,325300.0,0,1.9908e-05,0.34374,163.27,1.681,0,250800.0,125950.0,-1203700.0,0,0,0,331.39,17.26,0,,0.00022,0.013,0.00022,0,135684.6093224517,1.000038819331154
111,1.2797,8.8047e-05,325320.0,0,1.9908e-05,0.34391,163.35,1.6975,0,250800.0,125950.0,-1203700.0,0,0,0,331.38,17.256,0,,0.000222,0.013,0.000222,0,135698.98447327246,1.000038751495632
112,1.2797,8.8031e-05,325330.0,0,1.9907e-05,0.34408,163.44,1.7139,0,250790.0,125950.0,-1203700.0,0,0,0,331.37,17.252,0,,0.000224,0.013,0.000224,0,135713.36157803112,1.0000386836510864
113,1.2797,8.8015e-05,325340.0,0,1.9907e-05,0.34425,163.52,1.7304,0,250780.0,125950.0,-1203700.0,0,0,0,331.37,17.248,0,,0.000226,0.013,0.000226,0,135713.36157803112,1.0000386836510864
114,1.2798,8.7998e-05,325350.0,0,1.9907e-05,0.34443,163.6,1.7469,0,250770.0,125950.0,-1203700.0,0,0,0,331.36,17.244,0,,0.000228,0.013,0.000228,0,135727.7406370497,1.000038615797516
115,1.2798,8.7982e-05,325360.0,0,1.9906e-05,0.3446,163.69,1.7634,0,250770.0,125950.0,-1203700.0,0,0,0,331.35,17.239,0,,0.00023,0.013,0.00023,0,135742.12165051367,1.0000385479349196
116,1.2798,8.7966e-05,325370.0,0,1.9906e-05,0.34477,163.77,1.7799,0,250760.0,125950.0,-1203700.0,0,0,0,331.34,17.235,0,,0.000232,0.013,0.000232,0,135756.50461930872,1.000038480063296
117,1.2799,8.7949e-05,325380.0,0,1.9906e-05,0.34494,163.85,1.7964,0,250750.0,125950.0,-1203700.0,0,0,0,331.33,17.231,0,,0.000234,0.013,0.000234,0,135770.8895430604,1.0000384121826436
118,1.2799,8.7933e-05,325390.0,0,1.9905e-05,0.34511,163.94,1.8128,0,250750.0,125950.0,-1203700.0,0,0,0,331.32,17.227,0,,0.000236,0.013,0.000236,0,135785.27642237424,1.000038344292961
