,Density,Energy,Heat_Flux,Laminar_Viscosity,Mach,Momentum:0,Momentum:1,Momentum:2,Pressure,Pressure_Coefficient,Skin_Friction_Coefficient:0,Skin_Friction_Coefficient:1,Skin_Friction_Coefficient:2,Temperature,Y_Plus,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2,pt,pi,s,ht,Z
245,0.026137,6943.7,0,1.0638e-05,2.1543,14.322,0.015506,0,1207.8,-1284800.0,0,0,0,155.6,0,,0.024137,0.0036176,0,0,12022.96755466582,7803.753798397833,3138.9794387516727,311875.8169293392,0.9999254295755043
246,0.025939,6894.7,0,1.0609e-05,2.1611,14.237,0.015521,0,1195.1,-1286300.0,0,0,0,155.13,0,,0.024236,0.0037161,0,0,12024.281673347283,7766.980289758908,3138.9742949085203,311884.01272204635,0.9999255514023524
247,0.025749,6847.8,0,1.058e-05,2.1677,14.155,0.015795,0,1182.9,-1287800.0,0,0,0,154.67,0,,0.024334,0.0038147,0,0,12025.506401824494,7731.301891518647,3138.934794867674,311881.2372027398,0.9999256630841867
248,0.025564,6801.8,0,1.0552e-05,2.1741,14.074,0.015979,0,1171.0,-1289200.0,0,0,0,154.23,0,,0.024433,0.0039132,0,0,12022.214921598217,7693.883860599257,3138.9764030390543,311869.3279461548,0.9999257907668943
249,0.025385,6757.1,0,1.0525e-05,2.1803,13.996,0.016019,0,1159.5,-1290500.0,0,0,0,153.79,0,,0.024531,0.0040117,0,0,12022.235885264854,7659.749804687513,3138.9377483135922,311857.88639676827,0.9999258993561579
250,0.025217,6715.7,0,1.0499e-05,2.1865,13.924,0.01606,0,1148.7,-1291800.0,0,0,0,153.37,0,,0.02463,0.0041102,0,0,12026.792062595678,7628.544461530364,3138.874322413913,311872.6199972544,0.9999259973250676
251,0.02504,6672.0,0,1.0471e-05,2.193,13.847,0.016164,0,1137.3,-1293200.0,0,0,0,152.93,0,,0.024728,0.0042087,0,0,12027.797735925742,7593.478544160149,3138.8500658007056,311872.79320439376,0.9999261114436141
252,0.024862,6627.7,0,1.0443e-05,2.1995,13.769,0.016235,0,1125.9,-1294500.0,0,0,0,152.48,0,,0.024827,0.0043073,0,0,12028.93323001601,7558.549212664827,3138.7788763238777,311859.8468452669,0.9999262176458958
253,0.024684,6583.6,0,1.0415e-05,2.2059,13.691,0.01629,0,1114.7,-1295900.0,0,0,0,152.05,0,,0.024925,0.0044058,0,0,12029.607714467602,7523.934605667875,3138.8125309307616,311874.93993021664,0.9999263453362507
254,0.02451,6540.2,0,1.0388e-05,2.2122,13.614,0.016338,0,1103.7,-1297200.0,0,0,0,151.62,0,,0.025024,0.0045043,0,0,12028.847847589494,7489.031657163624,3138.8140326766556,311869.76177987957,0.9999264659506121
255,0.024338,6497.4,0,1.0361e-05,2.2185,13.538,0.016379,0,1092.9,-1298500.0,0,0,0,151.19,0,,0.025123,0.0046028,0,0,12030.026346886854,7455.396515610361,3138.7823204630586,311868.97701145185,0.9999265792640982
256,0.024165,6454.4,0,1.0333e-05,2.225,13.462,0.016357,0,1082.0,-1299800.0,0,0,0,150.75,0,,0.025221,0.0047013,0,0,12033.328784895979,7422.040324259419,3138.729699170076,311877.6473150294,0.9999266912009932
257,0.023993,6411.5,0,1.0306e-05,2.2315,13.385,0.016331,0,1071.1,-1301100.0,0,0,0,150.32,0,,0.02532,0.0047999,0,0,12030.483637086872,7384.960551187536,3138.767519411004,311867.9234741735,0.9999268235450827
258,0.023822,6368.8,0,1.0279e-05,2.2379,13.309,0.016376,0,1060.5,-1302300.0,0,0,0,149.89,0,,0.025418,0.0048984,0,0,12032.476417867558,7351.466155616617,3138.7435636869272,311875.49496697274,0.9999269415674106
259,0.023655,6327.0,0,1.0252e-05,2.244,13.234,0.016579,0,1050.1,-1303600.0,0,0,0,149.47,0,,0.025517,0.0049969,0,0,12031.517355843902,7317.85819048449,3138.753703114285,311871.43439122825,0.9999270659731394
260,0.023502,6288.6,0,1.0228e-05,2.2497,13.164,0.017105,0,1040.7,-1304700.0,0,0,0,149.09,0,,0.025615,0.0050954,0,0,12027.355798213308,7284.540121057732,3138.7781751174884,311847.9513092511,0.9999271830160764
261,0.023336,6247.3,0,1.0201e-05,2.2562,13.09,0.017236,0,1030.3,-1305900.0,0,0,0,148.66,0,,0.025714,0.0051939,0,0,12029.350525813725,7250.705545000161,3138.7586867769332,311856.8808166795,0.9999273047374604
262,0.023168,6205.2,0,1.0173e-05,2.2627,13.014,0.01756,0,1019.9,-1307200.0,0,0,0,148.23,0,,0.025812,0.0052925,0,0,12028.576906887069,7215.275882882181,3138.7607647358655,311851.77384383534,0.9999274326437448
263,0.022995,6161.7,0,1.0144e-05,2.2695,12.936,0.017881,0,1009.2,-1308400.0,0,0,0,147.78,0,,0.025911,0.005391,0,0,12029.86305162006,7179.550541159659,3138.732580894472,311852.84512716706,0.9999275600535287
264,0.022814,6116.5,0,1.0114e-05,2.2768,12.854,0.018028,0,998.04,-1309800.0,0,0,0,147.3,0,,0.026009,0.0054895,0,0,12031.75435071894,7141.590353965938,3138.6533141120212,311843.072090958,0.9999276850858637
265,0.022633,6070.9,0,1.0085e-05,2.2837,12.771,0.018644,0,987.05,-1311100.0,0,0,0,146.84,0,,0.026108,0.005588,0,0,12029.528984771234,7103.423925968489,3138.690582271098,311837.7714437182,0.9999278335405039
266,0.022444,6023.6,0,1.0053e-05,2.2913,12.685,0.018827,0,975.48,-1312400.0,0,0,0,146.34,0,,0.026206,0.0056865,0,0,12031.263634932651,7063.967451263637,3138.6469140820877,311837.51823213993,0.9999279756092811
267,0.022243,5973.5,0,1.0018e-05,2.2996,12.594,0.018905,0,963.22,-1313900.0,0,0,0,145.8,0,,0.026305,0.005785,0,0,12036.591788505959,7022.999470223575,3138.5604284255537,311851.02229062363,0.9999281209266166
268,0.02203,5920.0,0,9.982e-06,2.3084,12.497,0.018884,0,950.26,-1315400.0,0,0,0,145.23,0,,0.026403,0.0058836,0,0,12040.540339488864,6978.689415407654,3138.511798464147,311865.65776346024,0.9999282862361497
269,0.021806,5863.5,0,9.9443e-06,2.3174,12.393,0.018719,0,936.77,-1317100.0,0,0,0,144.64,0,,0.026502,0.0059821,0,0,12038.23267653114,6929.855026876297,3138.5266655670152,311853.0391732377,0.9999284747482344
270,0.021594,5810.2,0,9.9077e-06,2.3262,12.295,0.018973,0,924.02,-1318600.0,0,0,0,144.07,0,,0.0266,0.0060806,0,0,12039.60928774564,6884.367546794633,3138.4922008505946,311852.8880502888,0.9999286467004231
271,0.021384,5757.1,0,9.872e-06,2.3348,12.197,0.019447,0,911.53,-1320100.0,0,0,0,143.52,0,,0.026699,0.0061791,0,0,12037.351887531977,6838.019272585746,3138.5581586553553,311855.96781539643,0.9999288379007033
272,0.021176,5704.4,0,9.8364e-06,2.3435,12.099,0.02016,0,899.15,-1321500.0,0,0,0,142.97,0,,0.026797,0.0062776,0,0,12032.444434321023,6789.834517987905,3138.6282811881674,311840.6724775616,0.9999290314503615
273,0.020966,5651.5,0,9.8001e-06,2.3524,12.001,0.020812,0,886.72,-1323000.0,0,0,0,142.4,0,,0.026896,0.0063762,0,0,12034.151514147443,6744.526026635654,3138.610088220142,311847.85444892093,0.9999292118018056
274,0.020744,5595.8,0,9.7589e-06,2.3625,11.898,0.022889,0,873.4,-1324600.0,0,0,0,141.76,0,,0.026994,0.0064747,0,0,12041.708317851453,6696.436118874307,3138.422927195331,311847.63861953723,0.9999293765182699
275,0.020489,5531.5,0,9.7116e-06,2.3741,11.779,0.023706,0,858.22,-1326400.0,0,0,0,141.03,0,,0.027093,0.0065732,0,0,12048.87510748804,6640.5814143536545,3138.263491103031,311852.8211215952,0.9999295798565109
276,0.020167,5449.4,0,9.6528e-06,2.3884,11.626,0.018354,0,839.27,-1328700.0,0,0,0,140.12,0,,0.027191,0.0066717,0,0,12048.86111824953,6567.2426960908815,3138.165774149175,311823.4037080649,0.9999298610336784
277,0.019857,5370.6,0,9.5971e-06,2.4021,11.478,0.018614,0,821.31,-1330800.0,0,0,0,139.26,0,,0.02729,0.0067702,0,0,12047.69187394012,6496.819833950039,3138.1907396824395,311822.246616523,0.9999301580885369
278,0.019543,5291.1,0,9.5361e-06,2.4172,11.329,0.017635,0,802.89,-1333000.0,0,0,0,138.33,0,,0.027388,0.0068688,0,0,12056.412903127153,6425.084303996524,3137.9623368909633,311818.2001413258,0.9999304233288445
279,0.019225,5209.4,0,9.4806e-06,2.4309,11.174,0.016906,0,784.96,-1335100.0,0,0,0,137.47,0,,0.027487,0.0069673,0,0,12046.198282309086,6350.8409914704,3138.1873070490947,311810.1714329045,0.9999307743151412
280,0.018925,5133.2,0,9.4232e-06,2.4455,11.029,0.017007,0,767.74,-1337200.0,0,0,0,136.59,0,,0.027586,0.0070658,0,0,12048.182592036703,6279.080537350658,3138.0996088200227,311798.53945366666,0.9999310627268598
281,0.018582,5045.4,0,9.3565e-06,2.462,10.862,0.012784,0,748.24,-1339500.0,0,0,0,135.57,0,,0.027684,0.0071643,0,0,12050.598020410696,6198.703894362584,3137.9489292273956,311771.20232858864,0.9999313903595674
282,0.018268,4964.9,0,9.2983e-06,2.4769,10.707,0.015476,0,730.75,-1341600.0,0,0,0,134.69,0,,0.027783,0.0072628,0,0,12040.250318898612,6120.337630756335,3138.204180368916,311771.2357120359,0.999931765688279
283,0.017943,4882.2,0,9.2341e-06,2.4934,10.549,0.017253,0,712.54,-1343700.0,0,0,0,133.71,0,,0.027881,0.0073614,0,0,12050.117220499682,6045.088268809948,3138.1080628912177,311815.37937190675,0.9999321001882172
284,0.017592,4792.5,0,9.1631e-06,2.5116,10.376,0.018429,0,692.98,-1346100.0,0,0,0,132.63,0,,0.02798,0.0074599,0,0,12055.943903080637,5960.284587054147,3137.9447085111187,311809.4465442776,0.9999324610379533
285,0.017225,4698.2,0,9.0887e-06,2.5309,10.194,0.019039,0,672.76,-1348500.0,0,0,0,131.5,0,,0.028078,0.0075584,0,0,12060.99299137047,5870.700972763706,3137.8451920605326,311816.8984331151,0.9999328607840605
286,0.016854,4602.8,0,9.0136e-06,2.5504,10.008,0.019362,0,652.59,-1350900.0,0,0,0,130.37,0,,0.028177,0.0076569,0,0,12058.979636692913,5777.747682158329,3137.9145648270814,311822.8348879257,0.999933304433264
287,0.016483,4507.6,0,8.9351e-06,2.5711,9.8221,0.019805,0,632.45,-1353300.0,0,0,0,129.19,0,,0.028275,0.0077554,0,0,12066.741228421528,5684.933367402432,3137.7733681068285,311837.80443452066,0.9999337258638546
288,0.016107,4410.3,0,8.854e-06,2.5924,9.6317,0.019495,0,612.16,-1355700.0,0,0,0,127.97,0,,0.028374,0.007854,0,0,12071.174899904083,5588.917440580478,3137.5946731599506,311816.9293826128,0.999934161198173
289,0.015766,4322.1,0,8.7846e-06,2.6111,9.4568,0.021065,0,594.33,-1357800.0,0,0,0,126.93,0,,0.028472,0.0079525,0,0,12061.99061157174,5499.664916725777,3137.89125362505,311838.084939187,0.9999346367372938
290,0.015429,4235.1,0,8.7097e-06,2.6313,9.285,0.021516,0,576.5,-1359900.0,0,0,0,125.81,0,,0.028571,0.008051,0,0,12071.099045366143,5413.05598581223,3137.7246833477748,311855.37083076575,0.9999350468991759
291,0.015073,4143.1,0,8.6309e-06,2.6527,9.1022,0.022666,0,557.95,-1362100.0,0,0,0,124.63,0,,0.028669,0.0081495,0,0,12078.61300136252,5321.495146342674,3137.6426493462805,311886.20794335153,0.9999355056858288
292,0.014676,4039.9,0,8.536e-06,2.6785,8.8975,0.016598,0,537.11,-1364600.0,0,0,0,123.22,0,,0.028768,0.008248,0,0,12096.912163204608,5216.701327541215,3137.1209790943585,311864.58992320544,0.999935970748282
293,0.01431,3943.8,0,8.4542e-06,2.7007,8.7046,0.016692,0,518.56,-1366800.0,0,0,0,122.01,0,,0.028866,0.0083466,0,0,12085.84039974653,5116.4563221475955,3137.301522826648,311837.1663728897,0.9999365124590913
294,0.013996,3861.7,0,8.3806e-06,2.721,8.5393,0.017663,0,502.66,-1368700.0,0,0,0,120.92,0,,0.028965,0.0084451,0,0,12087.13926883981,5030.954341036452,3137.222314950678,311822.9800073423,0.999936953834257
295,0.013694,3782.7,0,8.3084e-06,2.7412,8.3798,0.01872,0,487.48,-1370500.0,0,0,0,119.86,0,,0.029063,0.0085436,0,0,12089.377139572629,4947.435078507512,3137.177177239003,311825.9333248331,0.9999373947532268
296,0.013393,3704.0,0,8.2356e-06,2.7618,8.2204,0.019761,0,472.5,-1372300.0,0,0,0,118.79,0,,0.029162,0.0086421,0,0,12094.508089072098,4864.601255442015,3137.125627980018,311848.2752461641,0.9999378434177286
297,0.013092,3625.2,0,8.1635e-06,2.7824,8.0596,0.020646,0,457.78,-1374100.0,0,0,0,117.73,0,,0.02926,0.0087406,0,0,12094.24034273516,4780.798404537169,3137.207975188908,311871.00760785246,0.9999383203790084
298,0.012793,3546.8,0,8.0878e-06,2.8043,7.8996,0.022062,0,443.08,-1375800.0,0,0,0,116.62,0,,0.029359,0.0088392,0,0,12101.362427480339,4695.938573408085,3137.054305660201,311877.3612167441,0.9999387750080869
299,0.012504,3470.6,0,8.0153e-06,2.8252,7.7435,0.023492,0,429.17,-1377500.0,0,0,0,115.56,0,,0.029457,0.0089377,0,0,12102.645539981184,4614.053705303382,3137.0362017676753,311881.3772364816,0.999939240567081
300,0.012222,3396.3,0,7.9436e-06,2.8461,7.5904,0.024326,0,415.74,-1379100.0,0,0,0,114.52,0,,0.029556,0.0090362,0,0,12102.437137529167,4532.855692939915,3137.0812454333955,311893.3574939236,0.9999397145035086
301,0.01195,3324.3,0,7.8709e-06,2.8675,7.4422,0.024117,0,402.71,-1380600.0,0,0,0,113.46,0,,0.029654,0.0091347,0,0,12107.791441062,4453.068433730543,3136.8722809190467,311870.07625930564,0.9999401504662631
302,0.01168,3253.0,0,7.7965e-06,2.8895,7.2954,0.023882,0,389.88,-1382200.0,0,0,0,112.38,0,,0.029753,0.0092332,0,0,12123.462519211838,4376.00653061886,3136.5462992762778,311887.53067521175,0.9999405772297084
303,0.011406,3180.4,0,7.7189e-06,2.9126,7.1454,0.023448,0,376.91,-1383700.0,0,0,0,111.26,0,,0.029851,0.0093318,0,0,12137.66677609433,4295.551549431275,3136.182751579849,311882.7972853985,0.9999410205972158
304,0.011146,3110.5,0,7.6534e-06,2.932,6.9991,0.023156,0,365.22,-1385100.0,0,0,0,110.31,0,,0.02995,0.0094303,0,0,12112.141885136294,4215.961540267604,3136.626246263588,311828.2746964786,0.999941549544335
305,0.010919,3050.3,0,7.5924e-06,2.9509,6.8728,0.023625,0,354.91,-1386300.0,0,0,0,109.44,0,,0.030049,0.0095288,0,0,12105.203157785303,4145.863796577117,3136.9001456488713,311859.38622502604,0.9999420098777498
306,0.010689,2989.6,0,7.5279e-06,2.9711,6.7453,0.023907,0,344.5,-1387600.0,0,0,0,108.51,0,,0.030147,0.0096273,0,0,12113.430584027787,4077.3962692545247,3136.870661985333,311911.08413082594,0.9999424418097345
307,0.010444,2924.3,0,7.4572e-06,2.9929,6.6082,0.023671,0,333.45,-1388900.0,0,0,0,107.5,0,,0.030246,0.0097258,0,0,12116.27378229258,4002.6710814183566,3136.832336110383,311920.4989656173,0.9999429134518751
308,0.010217,2863.8,0,7.3885e-06,3.0144,6.4814,0.023917,0,323.23,-1390100.0,0,0,0,106.51,0,,0.030344,0.0098244,0,0,12133.457157296456,3934.880462456752,3136.4601623104827,311935.12312988634,0.9999433157181775
309,0.01,2805.8,0,7.3217e-06,3.0354,6.3591,0.023542,0,313.53,-1391200.0,0,0,0,105.56,0,,0.030443,0.0099229,0,0,12142.614080770147,3867.2531667739095,3136.1962227101785,311923.15517882,0.9999437238192855
310,0.0097824,2747.6,0,7.2506e-06,3.058,6.2368,0.024035,0,303.78,-1392400.0,0,0,0,104.55,0,,0.030541,0.010021,0,0,12167.165460090922,3800.2749152137444,3135.58499489936,311919.7571372993,0.9999440999545627
311,0.009565,2689.3,0,7.1804e-06,3.0805,6.1137,0.023983,0,294.18,-1393500.0,0,0,0,103.55,0,,0.03064,0.01012,0,0,12185.112130993066,3732.662919539975,3135.131772068652,311915.11570045684,0.9999445061664513
312,0.0093528,2632.0,0,7.1173e-06,3.1007,5.9914,0.022907,0,285.16,-1394600.0,0,0,0,102.65,0,,0.030738,0.010218,0,0,12174.732432018385,3664.947832915899,3135.306510035729,311891.6022686917,0.9999449840317897
313,0.0091675,2581.4,0,7.0693e-06,3.1161,5.8823,0.025507,0,277.66,-1395500.0,0,0,0,101.98,0,,0.030837,0.010317,0,0,12126.094496099915,3602.0180012445953,3136.4153848431006,311867.5958969104,0.9999455211295641
314,0.0090115,2539.2,0,7.0218e-06,3.1318,5.7918,0.026326,0,271.18,-1396300.0,0,0,0,101.3,0,,0.030935,0.010415,0,0,12120.618355707173,3551.815430978416,3136.4743308100506,311845.0326103165,0.9999458705040412
315,0.0088598,2498.4,0,6.9744e-06,3.1476,5.7041,0.026875,0,264.85,-1397000.0,0,0,0,100.64,0,,0.031034,0.010514,0,0,12115.140800668689,3501.984370974666,3136.6944122605523,311870.78248693113,0.9999462404976299
316,0.0087109,2458.3,0,6.9266e-06,3.1637,5.6181,0.027488,0,258.64,-1397800.0,0,0,0,99.962,0,,0.031132,0.010613,0,0,12117.764363119179,3454.2423514285215,3136.714494638802,311896.10264269466,0.9999465845649175
317,0.0085669,2419.9,0,6.8781e-06,3.1804,5.5352,0.028224,0,252.65,-1398500.0,0,0,0,99.28,0,,0.031231,0.010711,0,0,12130.02450988663,3408.067835629611,3136.5574103355966,311939.08800989087,0.99994690051137
318,0.008423,2381.5,0,6.8297e-06,3.1972,5.4524,0.02896,0,246.67,-1399200.0,0,0,0,98.599,0,,0.031329,0.01081,0,0,12141.745637961578,3362.0480473227926,3136.516764739483,312012.9790993999,0.9999472385655506
319,0.0082692,2340.0,0,6.776e-06,3.2155,5.363,0.028723,0,240.32,-1400000.0,0,0,0,97.846,0,,0.031428,0.010908,0,0,12152.69736208657,3312.1098475099343,3136.2934128006027,312026.3117861029,0.9999475828052509
320,0.0081066,2296.0,0,6.7147e-06,3.2366,5.2687,0.028672,0,233.53,-1400800.0,0,0,0,96.988,0,,0.031526,0.011007,0,0,12179.271404477973,3259.1607764491287,3135.650223352436,312027.9762449312,0.9999479098876113
321,0.0079313,2248.6,0,6.6473e-06,3.26,5.1668,0.028091,0,226.26,-1401600.0,0,0,0,96.046,0,,0.031625,0.011105,0,0,12211.263345439387,3202.0546342332545,3134.8975396759624,312035.9126355069,0.9999482656098428
322,0.007739,2196.3,0,6.5777e-06,3.2843,5.0535,0.025631,0,218.53,-1402600.0,0,0,0,95.074,0,,0.031723,0.011204,0,0,12221.223125998105,3137.801835968438,3134.6482078589447,312033.7541520141,0.999948729068054
323,0.0075596,2147.3,0,6.5135e-06,3.3069,4.9469,0.028859,0,211.47,-1403400.0,0,0,0,94.18,0,,0.031822,0.011302,0,0,12221.865770582559,3077.0229148480644,3134.580860782811,312018.2264099838,0.9999491864707214
324,0.0074032,2104.2,0,6.4585e-06,3.3263,4.8528,0.029318,0,205.44,-1404100.0,0,0,0,93.417,0,,0.03192,0.011401,0,0,12207.623687787263,3022.1260461895727,3134.716994421518,311955.1505131225,0.9999496118914358
325,0.0072537,2062.8,0,6.4063e-06,3.3447,4.7625,0.028939,0,199.74,-1404800.0,0,0,0,92.693,0,,0.032019,0.011499,0,0,12188.860108043335,2969.6815884269017,3134.986122446887,311898.81958845456,0.9999500404606895
326,0.0071113,2023.6,0,6.3557e-06,3.3628,4.6767,0.028534,0,194.3,-1405400.0,0,0,0,91.991,0,,0.032117,0.011598,0,0,12174.061883848593,2919.855026142565,3135.284733804916,311880.1605841162,0.9999504631451416
327,0.006991,1991.1,0,6.3099e-06,3.3801,4.6051,0.028045,0,189.72,-1406000.0,0,0,0,91.357,0,,0.032216,0.011696,0,0,12184.959244586238,2878.930410271482,3135.1803747164267,311928.5816532739,0.9999507835551742
328,0.0068706,1958.6,0,6.2641e-06,3.3975,4.5335,0.027556,0,185.14,-1406500.0,0,0,0,90.724,0,,0.032314,0.011795,0,0,12194.90630235375,2838.1169036814185,3135.2105451767566,312010.3702486135,0.9999511270301674
329,0.0067502,1925.8,0,6.2145e-06,3.4161,4.4614,0.027012,0,180.55,-1407100.0,0,0,0,90.04,0,,0.032413,0.011893,0,0,12212.812893163507,2796.8017923489324,3134.7997485981846,312017.8707072756,0.9999514269956753
330,0.0066299,1892.8,0,6.1634e-06,3.4353,4.3892,0.026448,0,175.95,-1407600.0,0,0,0,89.337,0,,0.032512,0.011992,0,0,12232.480704538255,2755.0577539782494,3134.3167978007523,312016.3580532197,0.9999517278438869
331,0.006509,1859.6,0,6.1139e-06,3.4539,4.3163,0.02615,0,171.4,-1408200.0,0,0,0,88.656,0,,0.03261,0.01209,0,0,12242.21103245398,2713.1537932188094,3134.143876923319,312035.3389166668,0.9999520693505367
332,0.0063858,1825.3,0,6.0713e-06,3.47,4.24,0.026977,0,167.07,-1408700.0,0,0,0,88.07,0,,0.032709,0.012189,0,0,12206.65930019144,2667.797608651018,3134.8495377315585,311987.88718673255,0.9999525014894101
333,0.0062627,1791.0,0,6.0287e-06,3.4861,4.1637,0.027804,0,162.74,-1409200.0,0,0,0,87.485,0,,0.032807,0.012287,0,0,12166.73710452141,2622.2481628287705,3135.7206213506515,311957.31883615564,0.9999529585023411
334,0.0061554,1761.6,0,5.9858e-06,3.5029,4.0982,0.027842,0,158.88,-1409700.0,0,0,0,86.897,0,,0.032906,0.012386,0,0,12164.599332751477,2583.926853213884,3135.839775362496,311977.4157979631,0.9999532977593659
335,0.0060562,1734.5,0,5.9428e-06,3.52,4.0381,0.027485,0,155.27,-1410100.0,0,0,0,86.308,0,,0.033004,0.012484,0,0,12180.32217893624,2549.258658023449,3135.5960597904423,312019.4092354824,0.9999535815936605
336,0.0059557,1707.0,0,5.8986e-06,3.5376,3.9771,0.027114,0,151.6,-1410500.0,0,0,0,85.704,0,,0.033103,0.012583,0,0,12194.599210611874,2513.683619192207,3135.400123626331,312065.03292324423,0.9999538825641902
337,0.0058479,1677.3,0,5.8478e-06,3.5579,3.9112,0.026656,0,147.68,-1411000.0,0,0,0,85.01,0,,0.033201,0.012681,0,0,12218.647619910837,2474.822896343419,3134.7290801320255,312039.24015970324,0.999954161369742
338,0.00574,1647.5,0,5.7969e-06,3.5782,3.8453,0.026199,0,143.76,-1411500.0,0,0,0,84.316,0,,0.0333,0.01278,0,0,12241.789133147742,2436.4006804718774,3134.1980883133215,312048.5397766058,0.9999544644703765
339,0.0056443,1621.0,0,5.7524e-06,3.5961,3.7865,0.02572,0,140.34,-1411900.0,0,0,0,83.71,0,,0.033398,0.012878,0,0,12256.216277161882,2401.8616007084197,3133.850892438738,312049.32546125696,0.9999547489596523
340,0.0055562,1596.6,0,5.7119e-06,3.6126,3.7321,0.025228,0,137.25,-1412200.0,0,0,0,83.158,0,,0.033497,0.012977,0,0,12266.360781851145,2369.8663097804174,3133.5859261015576,312043.5497408285,0.999955017356092
341,0.0054688,1572.3,0,5.6722e-06,3.6287,3.678,0.024863,0,134.19,-1412600.0,0,0,0,82.618,0,,0.033595,0.013076,0,0,12270.15128132477,2337.912147359894,3133.510321937593,312048.40059401037,0.9999553088333888
342,0.0053887,1549.8,0,5.6411e-06,3.6413,3.6273,0.025767,0,131.57,-1412900.0,0,0,0,82.196,0,,0.033694,0.013174,0,0,12242.428175055971,2307.4350372303716,3134.043259596,312006.71840159135,0.9999556257978204
343,0.0053087,1527.3,0,5.6101e-06,3.6539,3.5766,0.026671,0,128.94,-1413200.0,0,0,0,81.774,0,,0.033792,0.013273,0,0,12210.630101059287,2276.5964435676397,3134.689626362938,311968.8852878133,0.9999559590526357
344,0.0052373,1507.4,0,5.5793e-06,3.6668,3.5318,0.026952,0,126.57,-1413500.0,0,0,0,81.357,0,,0.033891,0.013371,0,0,12201.552229419769,2249.776923392495,3134.88506168445,311961.2479223149,0.9999562222959423
345,0.0051725,1489.5,0,5.5488e-06,3.68,3.4915,0.026753,0,124.39,-1413800.0,0,0,0,80.944,0,,0.033989,0.01347,0,0,12208.83594008917,2225.694877349061,3134.7547090798935,311975.31980899844,0.9999564356372551
346,0.0051077,1471.6,0,5.5182e-06,3.6932,3.4512,0.026555,0,122.21,-1414000.0,0,0,0,80.531,0,,0.034088,0.013568,0,0,12215.087787291948,2201.698466081148,3134.6885301940374,312001.0918193569,0.9999566589684283
347,0.0050429,1453.7,0,5.4877e-06,3.7064,3.4109,0.026356,0,120.04,-1414300.0,0,0,0,80.118,0,,0.034186,0.013667,0,0,12221.264133612363,2177.9616074377564,3134.6647884631793,312039.03045448463,0.9999568889857953
348,0.0049781,1435.8,0,5.4572e-06,3.7196,3.3706,0.026158,0,117.86,-1414500.0,0,0,0,79.705,0,,0.034285,0.013765,0,0,12225.282949317054,2154.115028784335,3134.735694304791,312089.6316074928,0.9999571331233597
349,0.0049118,1417.4,0,5.424e-06,3.7341,3.3292,0.025908,0,115.64,-1414800.0,0,0,0,79.256,0,,0.034383,0.013864,0,0,12236.570327074802,2129.434105235087,3134.5109735047245,312104.45352958207,0.9999573555692579
350,0.0048442,1398.7,0,5.3882e-06,3.7499,3.2869,0.025612,0,113.39,-1415100.0,0,0,0,78.775,0,,0.034482,0.013962,0,0,12255.864849288606,2104.0824129058688,3134.0187557220775,312097.16382773954,0.9999575588867411
351,0.0047767,1379.9,0,5.3525e-06,3.7656,3.2446,0.025315,0,111.13,-1415300.0,0,0,0,78.293,0,,0.03458,0.014061,0,0,12271.924546597016,2078.68008860118,3133.6181940287215,312093.6699631462,0.9999577771541879
352,0.0047091,1361.1,0,5.3168e-06,3.7814,3.2023,0.025019,0,108.88,-1415600.0,0,0,0,77.811,0,,0.034679,0.014159,0,0,12289.077088208203,2053.6102785826133,3133.2738119067635,312114.8212032983,0.999958004581979
353,0.0046415,1342.3,0,5.2811e-06,3.7972,3.16,0.024722,0,106.62,-1415900.0,0,0,0,77.33,0,,0.034777,0.014258,0,0,12303.26620789338,2028.3733782515978,3133.0576966922717,312152.837819749,0.9999582505963501
354,0.0045715,1322.8,0,5.2437e-06,3.8139,3.1159,0.024394,0,104.34,-1416200.0,0,0,0,76.828,0,,0.034876,0.014356,0,0,12318.915243985064,2002.1643497649727,3132.707663860298,312161.0940720596,0.999958490931703
355,0.0044989,1302.4,0,5.2045e-06,3.8318,3.0698,0.024029,0,102.01,-1416400.0,0,0,0,76.301,0,,0.034975,0.014455,0,0,12332.668504225428,1973.9901658050119,3132.2601013515723,312126.2113175207,0.999958733398364
356,0.0044262,1282.1,0,5.1653e-06,3.8497,3.0237,0.023665,0,99.686,-1416700.0,0,0,0,75.775,0,,0.035073,0.014553,0,0,12346.24384974132,1946.2124353492623,3131.913777634479,312120.3331008501,0.9999589907160576
357,0.0043536,1261.7,0,5.1261e-06,3.8676,2.9776,0.023301,0,97.36,-1417000.0,0,0,0,75.249,0,,0.035172,0.014652,0,0,12356.051771025588,1918.26908768733,3131.6849295193115,312122.433903502,0.9999592654202101
358,0.0042809,1241.4,0,5.0869e-06,3.8855,2.9315,0.022936,0,95.035,-1417300.0,0,0,0,74.723,0,,0.03527,0.01475,0,0,12365.246443858998,1890.6628980918636,3131.5717290499024,312154.7821808773,0.9999595569285037
359,0.0042097,1221.4,0,5.0477e-06,3.9037,2.8861,0.022585,0,92.787,-1417500.0,0,0,0,74.197,0,,0.035369,0.014849,0,0,12374.917489729436,1863.0806657560847,3131.33826145328,312154.40074725787,0.9999598329977472
360,0.0041404,1201.8,0,5.0084e-06,3.9223,2.8417,0.022251,0,90.651,-1417800.0,0,0,0,73.673,0,,0.035467,0.014947,0,0,12389.62939283176,1836.0556593296672,3130.8879794259155,312125.1524795158,0.999960079804995
