,Density,Energy,Heat_Flux,Laminar_Viscosity,Mach,Momentum:0,Momentum:1,Momentum:2,Pressure,Pressure_Coefficient,Skin_Friction_Coefficient:0,Skin_Friction_Coefficient:1,Skin_Friction_Coefficient:2,Temperature,Y_Plus,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2,pt,pi,s,ht,Z
0,0.13218,29526.0,0,1.8353e-05,0.19224,8.9412,-0.0041186,0,11689.0,-36985.0,0,0,0,297.75,0,,0.0,-0.02052,0,0,11994.21681053186,11994.21681053186,3139.434407701201,311798.98908249754,0.9999465328070464
1,0.13218,29525.0,0,1.8353e-05,0.19264,8.9592,-0.0052247,0,11689.0,-37058.0,0,0,0,297.75,0,,9.8519e-05,-0.020421,0,0,11995.45837413061,11995.45837413061,3139.434407701201,311808.2102875527,0.9999465328070464
2,0.13217,29525.0,0,1.8353e-05,0.19304,8.9773,-0.0063309,0,11688.0,-37131.0,0,0,0,297.75,0,,0.00019704,-0.020323,0,0,11995.73012376935,11995.73012376935,3139.4598172918404,311817.8505039122,0.9999465373770925
3,0.13216,29525.0,0,1.8353e-05,0.19344,8.9953,-0.0074371,0,11687.0,-37204.0,0,0,0,297.75,0,,0.00029556,-0.020224,0,0,11995.997741498148,11995.997741498148,3139.485229056562,311827.4609373299,0.9999465419471394
4,0.13216,29525.0,0,1.8352e-05,0.19383,9.0134,-0.0085433,0,11687.0,-37277.0,0,0,0,297.75,0,,0.00039408,-0.020126,0,0,11997.254236431256,11997.254236431256,3139.485229056562,311836.7925012424,0.9999465419471394
5,0.13215,29524.0,0,1.8352e-05,0.19423,9.0314,-0.0096495,0,11686.0,-37350.0,0,0,0,297.75,0,,0.0004926,-0.020027,0,0,11997.527329222215,11997.527329222215,3139.5106429957377,311846.44457853684,0.9999465465171868
6,0.13213,29522.0,0,1.8352e-05,0.19495,9.0633,-0.0098774,0,11684.0,-37587.0,0,0,0,297.74,0,,0.00059112,-0.019929,0,0,11997.805652250574,11997.805652250574,3139.526564973878,311853.28811946884,0.9999465434209382
7,0.13212,29519.0,0,1.8351e-05,0.19568,9.0959,-0.010059,0,11682.0,-37833.0,0,0,0,297.72,0,,0.00068964,-0.01983,0,0,11998.104425038611,11998.104425038611,3139.5075797113577,311849.8112894941,0.9999465280896042
8,0.13209,29513.0,0,1.835e-05,0.19649,9.1314,-0.011797,0,11679.0,-38201.0,0,0,0,297.7,0,,0.00078816,-0.019732,0,0,11997.686497866669,11997.686497866669,3139.5140276338557,311848.642015578,0.9999465173352389
9,0.13205,29505.0,0,1.8349e-05,0.1974,9.1708,-0.015647,0,11675.0,-38736.0,0,0,0,297.68,0,,0.00088668,-0.019633,0,0,11996.578064399953,11996.578064399953,3139.545928344365,311849.98014000274,0.9999465111641364
10,0.13201,29497.0,0,1.8348e-05,0.19832,9.2102,-0.019497,0,11670.0,-39270.0,0,0,0,297.65,0,,0.0009852,-0.019535,0,0,11994.467378395842,11994.467378395842,3139.5683850252385,311841.0395799258,0.9999464973458417
11,0.13198,29491.0,0,1.8347e-05,0.19938,9.257,-0.020825,0,11667.0,-39687.0,0,0,0,297.62,0,,0.0010837,-0.019436,0,0,11994.905758194313,11994.905758194313,3139.5399684707945,311835.7712213757,0.9999464743765702
12,0.13196,29486.0,0,1.8345e-05,0.20045,9.3046,-0.02187,0,11663.0,-40090.0,0,0,0,297.6,0,,0.0011822,-0.019337,0,0,11994.330989445203,11994.330989445203,3139.571955068574,311841.0974304339,0.9999464682373985
13,0.13192,29480.0,0,1.8344e-05,0.20162,9.3559,-0.02271,0,11659.0,-40549.0,0,0,0,297.57,0,,0.0012808,-0.019239,0,0,11994.15625864391,11994.15625864391,3139.569039536154,311838.92484145315,0.9999464498696995
14,0.13189,29473.0,0,1.8343e-05,0.20292,9.4132,-0.023207,0,11655.0,-41101.0,0,0,0,297.54,0,,0.0013793,-0.01914,0,0,11994.390554665935,11994.390554665935,3139.5661483968506,311839.7979484238,0.9999464315121163
15,0.13185,29465.0,0,1.8341e-05,0.20423,9.4706,-0.023704,0,11650.0,-41653.0,0,0,0,297.51,0,,0.0014778,-0.019042,0,0,11993.683691079692,11993.683691079692,3139.588774140685,311841.3345536685,0.9999464177598948
16,0.13181,29459.0,0,1.8339e-05,0.20588,9.544,-0.020756,0,11645.0,-42221.0,0,0,0,297.48,0,,0.0015763,-0.018943,0,0,11994.187426760287,11994.187426760287,3139.61144402201,311851.87753190985,0.9999464040241152
17,0.13175,29448.0,0,1.8337e-05,0.20772,9.6244,-0.022093,0,11639.0,-43026.0,0,0,0,297.43,0,,0.0016748,-0.018845,0,0,11994.36339227338,11994.36339227338,3139.589778195958,311846.6849635804,0.999946370425862
18,0.13169,29435.0,0,1.8335e-05,0.20961,9.7062,-0.024982,0,11631.0,-43932.0,0,0,0,297.38,0,,0.0017734,-0.018746,0,0,11992.642458155056,11992.642458155056,3139.6192279460124,311842.7350977347,0.9999463460666397
19,0.13164,29425.0,0,1.8333e-05,0.21141,9.785,-0.024032,0,11625.0,-44699.0,0,0,0,297.34,0,,0.0018719,-0.018648,0,0,11992.74640333172,11992.74640333172,3139.6326482147206,311847.5333665677,0.9999463247644627
20,0.13158,29415.0,0,1.8331e-05,0.21323,9.8645,-0.025533,0,11618.0,-45479.0,0,0,0,297.29,0,,0.0019704,-0.018549,0,0,11991.997718807479,11991.997718807479,3139.6367261989385,311843.1943078678,0.9999462958609086
21,0.13153,29405.0,0,1.8328e-05,0.21523,9.9522,-0.024259,0,11612.0,-46246.0,0,0,0,297.24,0,,0.0020689,-0.018451,0,0,11992.915026069975,11992.915026069975,3139.615304506273,311843.58308258775,0.9999462623655258
22,0.13147,29393.0,0,1.8326e-05,0.21727,10.041,-0.024963,0,11604.0,-47158.0,0,0,0,297.19,0,,0.0021674,-0.018352,0,0,11991.980131937102,11991.980131937102,3139.645117528981,311845.5809941801,0.9999462381493825
23,0.1314,29381.0,0,1.8323e-05,0.21936,10.131,-0.025599,0,11596.0,-48097.0,0,0,0,297.13,0,,0.002266,-0.018254,0,0,11991.284431892751,11991.284431892751,3139.6400581929925,311838.894182484,0.999946201729639
24,0.13136,29374.0,0,1.8321e-05,0.22159,10.23,-0.019924,0,11590.0,-48772.0,0,0,0,297.08,0,,0.0023645,-0.018155,0,0,11993.250072928442,11993.250072928442,3139.6188334906014,311847.1308828734,0.9999461683174393
25,0.13128,29358.0,0,1.8317e-05,0.22401,10.334,-0.021401,0,11580.0,-49957.0,0,0,0,297.01,0,,0.002463,-0.018057,0,0,11991.844710676263,11991.844710676263,3139.6302366114796,311840.11066343595,0.9999461290131688
26,0.13121,29345.0,0,1.8314e-05,0.22649,10.442,-0.021033,0,11572.0,-50957.0,0,0,0,296.95,0,,0.0025615,-0.017958,0,0,11992.85834216317,11992.85834216317,3139.6254747225944,311846.21297681495,0.9999460927165787
27,0.13114,29332.0,0,1.8311e-05,0.22908,10.555,-0.020445,0,11563.0,-52042.0,0,0,0,296.88,0,,0.00266,-0.01786,0,0,11993.36919412153,11993.36919412153,3139.6114830477595,311845.8107332163,0.999946048868701
28,0.13105,29316.0,0,1.8308e-05,0.2317,10.667,-0.020217,0,11553.0,-53265.0,0,0,0,296.81,0,,0.0027586,-0.017761,0,0,11993.010227761859,11993.010227761859,3139.623320006752,311846.6949715732,0.9999460097412217
29,0.13097,29300.0,0,1.8304e-05,0.23414,10.772,-0.019751,0,11543.0,-54413.0,0,0,0,296.74,0,,0.0028571,-0.017663,0,0,11992.108389168166,11992.108389168166,3139.635321666665,311843.5952116682,0.9999459706799302
30,0.1309,29288.0,0,1.8301e-05,0.2369,10.892,-0.01937,0,11534.0,-55492.0,0,0,0,296.66,0,,0.0029556,-0.017564,0,0,11993.576161033889,11993.576161033889,3139.586697790257,311839.91285664396,0.9999459147415202
31,0.13081,29269.0,0,1.8297e-05,0.23986,11.018,-0.017609,0,11522.0,-56896.0,0,0,0,296.58,0,,0.0030541,-0.017466,0,0,11992.718860515572,11992.718860515572,3139.6154994137064,311842.18418511614,0.9999458729294419
32,0.13071,29252.0,0,1.8293e-05,0.24282,11.145,-0.017482,0,11511.0,-58225.0,0,0,0,296.5,0,,0.0031526,-0.017367,0,0,11993.212712121174,11993.212712121174,3139.6187450283005,311846.82678657706,0.99994582651191
33,0.13062,29234.0,0,1.8289e-05,0.24575,11.269,-0.016762,0,11499.0,-59632.0,0,0,0,296.41,0,,0.0032512,-0.017269,0,0,11992.491992900124,11992.491992900124,3139.6129443182476,311839.7321968809,0.9999457726207167
34,0.13052,29214.0,0,1.8284e-05,0.24896,11.406,-0.017287,0,11486.0,-61155.0,0,0,0,296.32,0,,0.0033497,-0.01717,0,0,11992.120797070924,11992.120797070924,3139.6332276574,311843.0592096149,0.9999457235449644
35,0.13042,29196.0,0,1.828e-05,0.25236,11.551,-0.018298,0,11474.0,-62633.0,0,0,0,296.22,0,,0.0034482,-0.017072,0,0,11993.72019957181,11993.72019957181,3139.592818254972,311842.8189681381,0.9999456575823082
36,0.1303,29173.0,0,1.8275e-05,0.25557,11.685,-0.018666,0,11460.0,-64340.0,0,0,0,296.12,0,,0.0035467,-0.016973,0,0,11992.574138128663,11992.574138128663,3139.6044431792943,311837.7922331887,0.9999456011933947
37,0.1302,29156.0,0,1.8271e-05,0.25873,11.819,-0.016429,0,11448.0,-65742.0,0,0,0,296.03,0,,0.0036452,-0.016874,0,0,11993.511691110727,11993.511691110727,3139.5996167538538,311843.30950749415,0.9999455477042415
38,0.13008,29133.0,0,1.8265e-05,0.26253,11.979,-0.017272,0,11433.0,-67552.0,0,0,0,295.92,0,,0.0037437,-0.016776,0,0,11994.165094570108,11994.165094570108,3139.6026895574405,311849.0852912051,0.9999454840458228
39,0.12995,29107.0,0,1.826e-05,0.26608,12.126,-0.020262,0,11416.0,-69469.0,0,0,0,295.8,0,,0.0038423,-0.016677,0,0,11991.818872207707,11991.818872207707,3139.6230162430984,311837.75265530834,0.9999454178117456
40,0.12984,29087.0,0,1.8255e-05,0.26921,12.257,-0.019936,0,11403.0,-71016.0,0,0,0,295.7,0,,0.0039408,-0.016579,0,0,11992.099866654538,11992.099866654538,3139.6099391951057,311835.9174010822,0.9999453571804706
41,0.12972,29065.0,0,1.825e-05,0.2729,12.411,-0.016068,0,11388.0,-72818.0,0,0,0,295.59,0,,0.0040393,-0.01648,0,0,11992.843276827205,11992.843276827205,3139.6141185089073,311842.69424849027,0.9999452939744394
42,0.12958,29038.0,0,1.8244e-05,0.27696,12.579,-0.017287,0,11371.0,-74875.0,0,0,0,295.46,0,,0.0041378,-0.016382,0,0,11993.361772946411,11993.361772946411,3139.600540230713,311842.4728181009,0.9999452159710743
43,0.12944,29011.0,0,1.8238e-05,0.2808,12.737,-0.019007,0,11354.0,-76926.0,0,0,0,295.34,0,,0.0042363,-0.016283,0,0,11993.119837056378,11993.119837056378,3139.622621861922,311847.2998419187,0.9999451504504603
44,0.1293,28984.0,0,1.8232e-05,0.28446,12.886,-0.020914,0,11337.0,-78970.0,0,0,0,295.22,0,,0.0043349,-0.016185,0,0,11992.199053473916,11992.199053473916,3139.645197703425,311847.2315921354,0.9999450851281511
45,0.12918,28963.0,0,1.8226e-05,0.28825,13.043,-0.015541,0,11322.0,-80760.0,0,0,0,295.1,0,,0.0044334,-0.016086,0,0,11994.255412930246,11994.255412930246,3139.615800750685,311853.6896072003,0.9999450102991421
46,0.12902,28932.0,0,1.8219e-05,0.29272,13.225,-0.016808,0,11302.0,-83134.0,0,0,0,294.95,0,,0.0045319,-0.015988,0,0,11994.43699479058,11994.43699479058,3139.6123924254566,311854.0159945018,0.9999449230566039
47,0.12885,28900.0,0,1.8212e-05,0.29665,13.383,-0.019716,0,11282.0,-85475.0,0,0,0,294.81,0,,0.0046304,-0.015889,0,0,11992.445030380706,11992.445030380706,3139.6449058965454,311848.9715873316,0.9999448483882654
48,0.1287,28870.0,0,1.8206e-05,0.30085,13.552,-0.020064,0,11263.0,-87768.0,0,0,0,294.66,0,,0.0047289,-0.015791,0,0,11992.794469624701,11992.794469624701,3139.6164702495726,311843.03715237055,0.9999447567939423
49,0.12853,28839.0,0,1.8198e-05,0.30525,13.729,-0.020909,0,11242.0,-90202.0,0,0,0,294.51,0,,0.0048275,-0.015692,0,0,11992.44558048978,11992.44558048978,3139.6414432903357,311847.93689773034,0.9999446752755241
50,0.12837,28809.0,0,1.8191e-05,0.30928,13.89,-0.02004,0,11223.0,-92493.0,0,0,0,294.37,0,,0.004926,-0.015594,0,0,11992.60472663646,11992.60472663646,3139.6495645923947,311851.55568206275,0.9999445965103206
51,0.12822,28783.0,0,1.8185e-05,0.31352,14.061,-0.013798,0,11205.0,-94655.0,0,0,0,294.23,0,,0.0050245,-0.015495,0,0,11995.143651229057,11995.143651229057,3139.6317947942516,311865.0862471255,0.9999445130483535
52,0.12802,28743.0,0,1.8175e-05,0.31834,14.25,-0.018207,0,11180.0,-97646.0,0,0,0,294.03,0,,0.005123,-0.015397,0,0,11993.41793840252,11993.41793840252,3139.5883553930926,311839.23472014396,0.9999443906510999
53,0.12784,28709.0,0,1.8168e-05,0.32271,14.422,-0.018988,0,11158.0,-100220.0,0,0,0,293.87,0,,0.0052215,-0.015298,0,0,11992.91385515274,11992.91385515274,3139.607557143306,311841.2502312306,0.9999443030126638
54,0.12765,28673.0,0,1.816e-05,0.32735,14.603,-0.019555,0,11135.0,-102960.0,0,0,0,293.7,0,,0.0053201,-0.0152,0,0,11992.920597097098,11992.920597097098,3139.6188841452904,311844.69834264176,0.9999442083947386
55,0.12746,28636.0,0,1.8151e-05,0.33208,14.787,-0.020076,0,11111.0,-105780.0,0,0,0,293.52,0,,0.0054186,-0.015101,0,0,11992.621583954231,11992.621583954231,3139.622444746435,311843.54503388086,0.9999441068450331
56,0.12726,28598.0,0,1.8142e-05,0.33684,14.971,-0.02056,0,11087.0,-108690.0,0,0,0,293.34,0,,0.0055171,-0.015003,0,0,11992.855751936082,11992.855751936082,3139.6270001360563,311846.6513519471,0.9999440057028657
57,0.12705,28558.0,0,1.8133e-05,0.34173,15.158,-0.021385,0,11062.0,-111710.0,0,0,0,293.14,0,,0.0056156,-0.014904,0,0,11992.999824054492,11992.999824054492,3139.5884839730993,311836.1671581847,0.9999438853552801
58,0.12684,28519.0,0,1.8124e-05,0.34654,15.341,-0.021779,0,11036.0,-114720.0,0,0,0,292.95,0,,0.0057141,-0.014806,0,0,11991.931946294819,11991.931946294819,3139.613396062294,311835.70683204295,0.9999437828792244
59,0.12663,28478.0,0,1.8115e-05,0.35138,15.525,-0.022006,0,11011.0,-117780.0,0,0,0,292.76,0,,0.0058127,-0.014707,0,0,11992.486542743321,11992.486542743321,3139.6125451042462,311839.57194523973,0.9999436757814324
60,0.12641,28437.0,0,1.8105e-05,0.3565,15.718,-0.022717,0,10984.0,-120970.0,0,0,0,292.56,0,,0.0059112,-0.014609,0,0,11992.664772826942,11992.664772826942,3139.631330515853,311846.5315912853,0.9999435670448686
61,0.12618,28391.0,0,1.8095e-05,0.36152,15.904,-0.024384,0,10956.0,-124330.0,0,0,0,292.35,0,,0.0060097,-0.01451,0,0,11991.471176021023,11991.471176021023,3139.642975825495,311841.1569720032,0.9999434516383716
62,0.12595,28349.0,0,1.8085e-05,0.36672,16.098,-0.024019,0,10928.0,-127590.0,0,0,0,292.14,0,,0.0061082,-0.014411,0,0,11991.809003799646,11991.809003799646,3139.656024632122,311847.58161794144,0.9999433368044595
63,0.12571,28303.0,0,1.8074e-05,0.37209,16.296,-0.024199,0,10899.0,-131110.0,0,0,0,291.91,0,,0.0062067,-0.014313,0,0,11992.336860489571,11992.336860489571,3139.6265169322273,311842.6513118873,0.9999432030162148
64,0.12546,28255.0,0,1.8063e-05,0.37739,16.489,-0.024656,0,10868.0,-134710.0,0,0,0,291.69,0,,0.0063053,-0.014214,0,0,11990.608306401531,11990.608306401531,3139.688755219787,311848.4790742284,0.9999430926751235
65,0.12522,28209.0,0,1.8052e-05,0.38278,16.685,-0.024822,0,10839.0,-138220.0,0,0,0,291.45,0,,0.0064038,-0.014116,0,0,11991.90267657059,11991.90267657059,3139.6266809536987,311839.474675343,0.9999429477864908
66,0.12495,28158.0,0,1.804e-05,0.38823,16.881,-0.025047,0,10807.0,-142000.0,0,0,0,291.21,0,,0.0065023,-0.014017,0,0,11990.972231283076,11990.972231283076,3139.648462982699,311839.09580770874,0.9999428193604986
67,0.12469,28108.0,0,1.8028e-05,0.39382,17.08,-0.025413,0,10775.0,-145820.0,0,0,0,290.96,0,,0.0066008,-0.013919,0,0,11990.861740432585,11990.861740432585,3139.636417058876,311834.6612011549,0.9999426793157272
68,0.12442,28057.0,0,1.8016e-05,0.39938,17.277,-0.025618,0,10743.0,-149650.0,0,0,0,290.71,0,,0.0066993,-0.01382,0,0,11991.205755282355,11991.205755282355,3139.6262232385834,311834.1593003948,0.9999425400364323
69,0.12415,28004.0,0,1.8004e-05,0.405,17.473,-0.025584,0,10710.0,-153580.0,0,0,0,290.46,0,,0.0067979,-0.013722,0,0,11990.833158187826,11990.833158187826,3139.6456256280426,311837.2112717411,0.999942406901403
70,0.12387,27953.0,0,1.7992e-05,0.41081,17.677,-0.025893,0,10677.0,-157540.0,0,0,0,290.2,0,,0.0068964,-0.013623,0,0,11992.51969447008,11992.51969447008,3139.631258166911,311845.43202858587,0.9999422621930745
71,0.12358,27895.0,0,1.7979e-05,0.4165,17.871,-0.025566,0,10641.0,-161790.0,0,0,0,289.93,0,,0.0069949,-0.013525,0,0,11990.139165616909,11990.139165616909,3139.66676155538,311838.3950202432,0.999942122203102
72,0.12329,27840.0,0,1.7965e-05,0.42239,18.072,-0.025328,0,10606.0,-165930.0,0,0,0,289.65,0,,0.0070934,-0.013426,0,0,11990.623188571248,11990.623188571248,3139.640870959537,311834.22477805143,0.9999419653364315
73,0.12298,27781.0,0,1.7952e-05,0.42828,18.27,-0.024859,0,10570.0,-170280.0,0,0,0,289.37,0,,0.0071919,-0.013328,0,0,11990.58508177121,11990.58508177121,3139.645340420723,311835.2823999922,0.9999418149110496
74,0.12268,27723.0,0,1.7938e-05,0.43435,18.474,-0.024507,0,10533.0,-174650.0,0,0,0,289.08,0,,0.0072905,-0.013229,0,0,11990.834060164776,11990.834060164776,3139.6445192817123,311836.88608364586,0.9999416586009082
75,0.12236,27662.0,0,1.7923e-05,0.44052,18.678,-0.02413,0,10494.0,-179240.0,0,0,0,288.78,0,,0.007389,-0.013131,0,0,11990.015543257745,11990.015543257745,3139.666919627269,311837.52381980704,0.9999415020676323
76,0.12204,27600.0,0,1.7909e-05,0.44666,18.879,-0.024205,0,10456.0,-183800.0,0,0,0,288.48,0,,0.0074875,-0.013032,0,0,11990.508509814568,11990.508509814568,3139.6638941281763,311840.279321414,0.9999413411416692
77,0.12171,27538.0,0,1.7894e-05,0.45288,19.08,-0.023974,0,10417.0,-188470.0,0,0,0,288.17,0,,0.007586,-0.012934,0,0,11990.857629048236,11990.857629048236,3139.6561051297913,311840.5368384717,0.9999411745567175
78,0.12138,27473.0,0,1.7878e-05,0.4592,19.282,-0.023806,0,10377.0,-193260.0,0,0,0,287.85,0,,0.0076845,-0.012835,0,0,11990.984793248701,11990.984793248701,3139.643783822364,311837.7854509501,0.9999410024121463
79,0.12103,27407.0,0,1.7863e-05,0.46558,19.484,-0.023649,0,10335.0,-198160.0,0,0,0,287.52,0,,0.0077831,-0.012737,0,0,11990.137308404404,11990.137308404404,3139.6559065267293,311835.12484934897,0.9999408305323513
80,0.12068,27339.0,0,1.7846e-05,0.47205,19.686,-0.023813,0,10293.0,-203170.0,0,0,0,287.19,0,,0.0078816,-0.012638,0,0,11990.02783284135,11990.02783284135,3139.671564859226,311839.00865962106,0.9999406600991358
81,0.12032,27270.0,0,1.783e-05,0.4786,19.887,-0.023997,0,10250.0,-208290.0,0,0,0,286.84,0,,0.0079801,-0.01254,0,0,11989.746941673699,11989.746941673699,3139.6472930741766,311829.64021905937,0.9999404719627235
82,0.11995,27199.0,0,1.7813e-05,0.48522,20.089,-0.02359,0,10207.0,-213480.0,0,0,0,286.5,0,,0.0080786,-0.012441,0,0,11990.673061539106,11990.673061539106,3139.662983927071,311841.2289882439,0.9999402978435117
83,0.11958,27127.0,0,1.7796e-05,0.49193,20.29,-0.023196,0,10162.0,-218790.0,0,0,0,286.14,0,,0.0081771,-0.012343,0,0,11989.987968817235,11989.987968817235,3139.668275009306,311837.72551546374,0.9999401120602074
84,0.1192,27053.0,0,1.7778e-05,0.49871,20.491,-0.022853,0,10117.0,-224190.0,0,0,0,285.77,0,,0.0082757,-0.012244,0,0,11990.503923467264,11990.503923467264,3139.641369996923,311833.48828708485,0.9999399154842127
85,0.11881,26978.0,0,1.776e-05,0.50558,20.692,-0.023007,0,10070.0,-229720.0,0,0,0,285.4,0,,0.0083742,-0.012146,0,0,11989.816878164751,11989.816878164751,3139.677579635281,311839.245429186,0.9999397325847632
86,0.11841,26901.0,0,1.7741e-05,0.51253,20.892,-0.023174,0,10023.0,-235350.0,0,0,0,285.01,0,,0.0084727,-0.012047,0,0,11990.277126238201,11990.277126238201,3139.6455698192144,311833.0629375732,0.9999395265562561
87,0.118,26822.0,0,1.7722e-05,0.51956,21.091,-0.022792,0,9975.0,-241080.0,0,0,0,284.62,0,,0.0085712,-0.011948,0,0,11990.580010947086,11990.580010947086,3139.6479172649633,311836.0177389854,0.9999393285102275
88,0.11759,26742.0,0,1.7703e-05,0.52668,21.29,-0.022411,0,9925.9,-246910.0,0,0,0,284.22,0,,0.0086697,-0.01185,0,0,11990.535196502196,11990.535196502196,3139.6515291983324,311836.76827695937,0.9999391266865091
89,0.11717,26660.0,0,1.7683e-05,0.53387,21.488,-0.022039,0,9876.0,-252850.0,0,0,0,283.81,0,,0.0087683,-0.011751,0,0,11990.68565959791,11990.68565959791,3139.6477811061727,311836.76191291196,0.999938919394528
90,0.11673,26577.0,0,1.7662e-05,0.54115,21.684,-0.021685,0,9825.1,-258910.0,0,0,0,283.39,0,,0.0088668,-0.011653,0,0,11991.003255843134,11991.003255843134,3139.642992834861,311837.68534635904,0.9999387080032901
91,0.11629,26491.0,0,1.7641e-05,0.54851,21.88,-0.021872,0,9773.2,-265090.0,0,0,0,282.96,0,,0.0089653,-0.011554,0,0,11991.158994457606,11991.158994457606,3139.637544192305,311837.2079921123,0.9999384926720656
92,0.11585,26404.0,0,1.762e-05,0.55594,22.074,-0.021532,0,9720.5,-271370.0,0,0,0,282.52,0,,0.0090638,-0.011456,0,0,11990.963199421878,11990.963199421878,3139.6257197212553,311832.20603422396,0.9999382722970449
93,0.11539,26316.0,0,1.7598e-05,0.56346,22.266,-0.021204,0,9666.8,-277760.0,0,0,0,282.08,0,,0.0091623,-0.011357,0,0,11990.936023202998,11990.936023202998,3139.6508258834974,311839.5356150704,0.9999380608862215
94,0.11492,26225.0,0,1.7576e-05,0.57106,22.458,-0.020882,0,9612.3,-284250.0,0,0,0,281.62,0,,0.0092609,-0.011259,0,0,11991.573212501478,11991.573212501478,3139.6334651618836,311839.06199585827,0.9999378321546067
95,0.11445,26133.0,0,1.7553e-05,0.57875,22.647,-0.020569,0,9556.8,-290860.0,0,0,0,281.15,0,,0.0093594,-0.01116,0,0,11991.430314187399,11991.430314187399,3139.6169820328937,311833.05555377627,0.9999376001345615
96,0.11397,26038.0,0,1.753e-05,0.58651,22.835,-0.020761,0,9500.3,-297590.0,0,0,0,280.68,0,,0.0094579,-0.011062,0,0,11991.331803704321,11991.331803704321,3139.638871141154,311838.8900577354,0.9999373776381419
97,0.11347,25942.0,0,1.7506e-05,0.59437,23.021,-0.020425,0,9442.9,-304420.0,0,0,0,280.19,0,,0.0095564,-0.010963,0,0,11991.879704989495,11991.879704989495,3139.6224589194194,311838.0374375582,0.9999371389669306
98,0.11297,25845.0,0,1.7482e-05,0.6023,23.205,-0.020086,0,9384.6,-311350.0,0,0,0,279.7,0,,0.0096549,-0.010865,0,0,11991.946778316582,11991.946778316582,3139.6423233243772,311844.4949334824,0.9999369095595252
99,0.11246,25745.0,0,1.7457e-05,0.61033,23.386,-0.019762,0,9325.4,-318400.0,0,0,0,279.19,0,,0.0097535,-0.010766,0,0,11991.989909862048,11991.989909862048,3139.624659202964,311839.51629090554,0.9999366643358673
100,0.11194,25643.0,0,1.7432e-05,0.61844,23.566,-0.019561,0,9265.2,-325570.0,0,0,0,278.67,0,,0.009852,-0.010668,0,0,11992.307301889714,11992.307301889714,3139.6102480116856,311837.5511845002,0.9999364168130815
101,0.11142,25540.0,0,1.7406e-05,0.62663,23.743,-0.019607,0,9204.0,-332860.0,0,0,0,278.15,0,,0.0099505,-0.010569,0,0,11991.770373622228,11991.770373622228,3139.637022720784,311841.59412300645,0.9999361798971775
102,0.11088,25435.0,0,1.738e-05,0.63491,23.918,-0.019013,0,9142.0,-340240.0,0,0,0,277.61,0,,0.010049,-0.010471,0,0,11992.221423503133,11992.221423503133,3139.6243981637836,311841.1580486644,0.9999359270860072
103,0.11033,25327.0,0,1.7353e-05,0.64328,24.09,-0.018598,0,9079.0,-347740.0,0,0,0,277.06,0,,0.010148,-0.010372,0,0,11992.53090729129,11992.53090729129,3139.616693742897,311841.1461007045,0.9999356726628033
104,0.10978,25218.0,0,1.7325e-05,0.65174,24.259,-0.018253,0,9015.0,-355360.0,0,0,0,276.5,0,,0.010246,-0.010274,0,0,11992.123330124568,11992.123330124568,3139.614543106092,311837.4728388778,0.9999354168850692
105,0.10921,25107.0,0,1.7297e-05,0.66028,24.425,-0.017935,0,8950.1,-363080.0,0,0,0,275.93,0,,0.010345,-0.010175,0,0,11992.337163660755,11992.337163660755,3139.615289806123,311839.28552402114,0.9999351592966248
106,0.10864,24993.0,0,1.7269e-05,0.66892,24.589,-0.017597,0,8884.3,-370920.0,0,0,0,275.35,0,,0.010443,-0.010077,0,0,11992.265623197809,11992.265623197809,3139.6195517829615,311840.03256335977,0.9999349001513737
107,0.10805,24878.0,0,1.7239e-05,0.67765,24.749,-0.017261,0,8817.5,-378870.0,0,0,0,274.76,0,,0.010542,-0.0099781,0,0,11992.498081732594,11992.498081732594,3139.631342278105,311845.29668913985,0.999934640454115
108,0.10746,24761.0,0,1.721e-05,0.68647,24.906,-0.016913,0,8749.8,-386920.0,0,0,0,274.15,0,,0.01064,-0.0098796,0,0,11992.319064905772,11992.319064905772,3139.610102004706,311837.5947770467,0.9999343669954913
109,0.10686,24642.0,0,1.7179e-05,0.69539,25.06,-0.016546,0,8681.2,-395100.0,0,0,0,273.54,0,,0.010739,-0.0097811,0,0,11992.13550060994,11992.13550060994,3139.6322851166065,311842.8856967282,0.9999341055703489
110,0.10625,24520.0,0,1.7148e-05,0.70441,25.211,-0.016165,0,8611.6,-403380.0,0,0,0,272.91,0,,0.010837,-0.0096825,0,0,11992.109787675156,11992.109787675156,3139.626155342522,311840.85577346885,0.9999338317100153
111,0.10562,24397.0,0,1.7116e-05,0.71353,25.358,-0.015771,0,8541.1,-411770.0,0,0,0,272.27,0,,0.010936,-0.009584,0,0,11992.712124145304,11992.712124145304,3139.627002756057,311845.5850731986,0.9999335577357698
112,0.10499,24271.0,0,1.7084e-05,0.72276,25.501,-0.015364,0,8469.6,-420280.0,0,0,0,271.61,0,,0.011034,-0.0094855,0,0,11992.52215017071,11992.52215017071,3139.600866179725,311836.33294341556,0.9999332719444852
113,0.10435,24144.0,0,1.7051e-05,0.73208,25.641,-0.014946,0,8397.3,-428890.0,0,0,0,270.95,0,,0.011133,-0.009387,0,0,11992.587268502728,11992.587268502728,3139.6180520781536,311841.9723205644,0.9999329987223522
