,Density,Eddy_Viscosity,Energy,Heat_Flux,Laminar_Viscosity,Mach,Momentum:0,Momentum:1,Momentum:2,Omega,Pressure,Pressure_Coefficient,Skin_Friction_Coefficient:0,Skin_Friction_Coefficient:1,Skin_Friction_Coefficient:2,Temperature,Turb_Kin_Energy,Y_Plus,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2,Ptot,Z
0,7.7579,0.00019763,1964500.0,0,2.0102e-05,0.23763,688.76,2.2755,0,903700.0,773510.0,-47305.0,0,0,0,335.71,23.022,0,,0.0,-0.0081,0,0,804927.167850708,1.0004996480392574
1,7.7555,0.00019698,1964000.0,0,2.01e-05,0.23863,691.39,1.3556,0,868590.0,773180.0,-47884.0,0,0,0,335.67,22.077,0,,7.31e-05,-0.0080269,0,0,804918.4294972414,1.0004978433951157
2,7.7531,0.00019633,1963400.0,0,2.0099e-05,0.23962,694.02,0.43567,0,833480.0,772860.0,-48463.0,0,0,0,335.64,21.131,0,,0.0001462,-0.0079538,0,0,804835.3386042451,1.0004964340174165
3,7.7507,0.00019568,1962800.0,0,2.0097e-05,0.24062,696.65,-0.48426,0,798370.0,772540.0,-49043.0,0,0,0,335.6,20.186,0,,0.0002193,-0.0078807,0,0,804836.9305091464,1.0004946381465858
4,7.7483,0.00019503,1962200.0,0,2.0096e-05,0.24162,699.28,-1.4042,0,763250.0,772210.0,-49622.0,0,0,0,335.56,19.241,0,,0.0002924,-0.0078076,0,0,804827.8669299476,1.0004928350287339
5,7.7459,0.00019438,1961700.0,0,2.0094e-05,0.24262,701.91,-2.3241,0,728140.0,771890.0,-50201.0,0,0,0,335.53,18.296,0,,0.0003655,-0.0077345,0,0,804744.4449210503,1.0004914272127134
6,7.7435,0.00019373,1961100.0,0,2.0092e-05,0.24361,704.54,-3.244,0,693030.0,771560.0,-50781.0,0,0,0,335.49,17.351,0,,0.0004386,-0.0076614,0,0,804735.1595762026,1.00048962513677
7,7.7411,0.00019312,1960500.0,0,2.009e-05,0.24479,707.69,-4.0092,0,661560.0,771230.0,-51381.0,0,0,0,335.45,16.506,0,,0.0005117,-0.0075883,0,0,804725.7654605678,1.0004878235709398
8,7.7385,0.00019262,1960100.0,0,2.0088e-05,0.24653,712.43,-4.2928,0,641380.0,770850.0,-52046.0,0,0,0,335.39,15.972,0,,0.0005848,-0.0075152,0,0,804833.07541866,1.0004852098718298
9,7.736,0.00019211,1959600.0,0,2.0086e-05,0.24828,717.16,-4.5764,0,621210.0,770480.0,-52712.0,0,0,0,335.34,15.438,0,,0.0006579,-0.0074421,0,0,804866.002706171,1.0004829915906606
10,7.7335,0.00019161,1959100.0,0,2.0083e-05,0.25002,721.9,-4.86,0,601040.0,770110.0,-53377.0,0,0,0,335.29,14.905,0,,0.000731,-0.007369,0,0,804898.8060721362,1.0004807738889085
11,7.731,0.00019111,1958600.0,0,2.0081e-05,0.25176,726.64,-5.1436,0,580860.0,769740.0,-54043.0,0,0,0,335.23,14.371,0,,0.0008041,-0.0072959,0,0,805016.3871111054,1.0004781692293352
12,7.7285,0.00019061,1958100.0,0,2.0078e-05,0.25351,731.38,-5.4272,0,560690.0,769360.0,-54708.0,0,0,0,335.18,13.837,0,,0.0008772,-0.0072228,0,0,805038.3604731619,1.0004759450966507
13,7.726,0.0001901,1957700.0,0,2.0076e-05,0.25525,736.12,-5.7108,0,540520.0,768990.0,-55374.0,0,0,0,335.13,13.304,0,,0.0009503,-0.0071497,0,0,805070.8013908474,1.0004737290891856
14,7.7215,0.00018965,1956700.0,0,2.0073e-05,0.25746,741.97,-6.0365,0,524620.0,768370.0,-56475.0,0,0,0,335.05,12.886,0,,0.0010234,-0.0070766,0,0,805092.7344069835,1.0004701638330122
15,7.7149,0.00018925,1955200.0,0,2.0068e-05,0.26017,749.0,-6.4066,0,513240.0,767500.0,-58037.0,0,0,0,334.96,12.592,0,,0.0010965,-0.0070035,0,0,804933.7428018642,1.0004660273051802
16,7.7083,0.00018885,1953800.0,0,2.0064e-05,0.26289,756.03,-6.7767,0,501850.0,766620.0,-59599.0,0,0,0,334.86,12.298,0,,0.0011696,-0.0069304,0,0,804848.2851550933,1.0004614993447825
17,7.7018,0.00018844,1952300.0,0,2.006e-05,0.2656,763.05,-7.1469,0,490460.0,765750.0,-61161.0,0,0,0,334.76,12.004,0,,0.0012427,-0.0068573,0,0,804772.6593160863,1.0004569825047513
18,7.6952,0.00018804,1950900.0,0,2.0055e-05,0.26831,770.08,-7.517,0,479080.0,764870.0,-62723.0,0,0,0,334.67,11.71,0,,0.0013158,-0.0067842,0,0,804600.5786947614,1.000452850223849
19,7.6886,0.00018764,1949400.0,0,2.0051e-05,0.27102,777.11,-7.8871,0,467690.0,764000.0,-64285.0,0,0,0,334.57,11.416,0,,0.0013889,-0.0067111,0,0,804523.3393732079,1.0004483409903426
20,7.682,0.00018724,1947900.0,0,2.0047e-05,0.27373,784.14,-8.2572,0,456310.0,763130.0,-65847.0,0,0,0,334.48,11.122,0,,0.001462,-0.006638,0,0,804360.2744080133,1.0004442236976274
21,7.6743,0.00018687,1946300.0,0,2.0042e-05,0.27697,792.47,-8.2258,0,446150.0,762100.0,-67682.0,0,0,0,334.36,10.864,0,,0.0015351,-0.0065649,0,0,804280.5221900964,1.00043883210087
22,7.6662,0.00018652,1944500.0,0,2.0036e-05,0.2804,801.29,-8.0457,0,436440.0,761010.0,-69619.0,0,0,0,334.24,10.619,0,,0.0016082,-0.0064918,0,0,804135.4476985266,1.0004334036339253
23,7.6581,0.00018617,1942800.0,0,2.0031e-05,0.28383,810.11,-7.8655,0,426730.0,759930.0,-71555.0,0,0,0,334.11,10.373,0,,0.0016813,-0.0064187,0,0,804084.8905200622,1.0004275997047865
24,7.6493,0.00018584,1940900.0,0,2.0024e-05,0.28766,819.92,-7.6677,0,417360.0,758740.0,-73682.0,0,0,0,333.98,10.139,0,,0.0017544,-0.0063456,0,0,803915.0885245836,1.0004217257829326
25,7.639,0.00018554,1938700.0,0,2.0017e-05,0.29222,831.55,-7.4371,0,408610.0,757350.0,-76161.0,0,0,0,333.81,9.9239,0,,0.0018275,-0.0062725,0,0,803869.3213781092,1.000414168312312
26,7.6288,0.00018524,1936600.0,0,2.001e-05,0.29677,843.18,-7.2066,0,399870.0,755960.0,-78640.0,0,0,0,333.65,9.7092,0,,0.0019006,-0.0061994,0,0,803736.3775243213,1.000407009200644
27,7.6186,0.00018494,1934500.0,0,2.0002e-05,0.30132,854.81,-6.976,0,391120.0,754570.0,-81118.0,0,0,0,333.48,9.4945,0,,0.0019737,-0.0061263,0,0,803686.5516019139,1.0003994708765729
28,7.6056,0.00018465,1931600.0,0,1.9993e-05,0.30622,866.91,-6.9299,0,385430.0,752840.0,-84211.0,0,0,0,333.28,9.3579,0,,0.0020468,-0.0060532,0,0,803522.9773107768,1.0003905528511967
29,7.5926,0.00018437,1928700.0,0,1.9984e-05,0.31113,879.03,-6.8889,0,379830.0,751100.0,-87321.0,0,0,0,333.08,9.2235,0,,0.0021199,-0.0059801,0,0,803345.3288721117,1.0003816437587711
30,7.5795,0.00018409,1925900.0,0,1.9975e-05,0.31604,891.14,-6.8479,0,374220.0,749360.0,-90431.0,0,0,0,332.88,9.0891,0,,0.002193,-0.005907,0,0,803164.3757880453,1.0003727503020756
31,7.566,0.00018388,1922900.0,0,1.9965e-05,0.32142,904.36,-6.7785,0,368760.0,747520.0,-93721.0,0,0,0,332.66,8.9619,0,,0.0022661,-0.0058339,0,0,803041.9922127156,1.0003630313511607
32,7.5522,0.00018371,1920000.0,0,1.9954e-05,0.32712,918.34,-6.6898,0,363400.0,745600.0,-97134.0,0,0,0,332.41,8.8397,0,,0.0023392,-0.0057608,0,0,803084.8742214586,1.000352111398696
33,7.5384,0.00018355,1917000.0,0,1.9943e-05,0.33282,932.32,-6.601,0,358040.0,743690.0,-100550.0,0,0,0,332.17,8.7175,0,,0.0024123,-0.0056877,0,0,803049.4281589265,1.0003416056669012
34,7.5244,0.0001834,1914000.0,0,1.9932e-05,0.33868,946.65,-6.5028,0,353080.0,741740.0,-104030.0,0,0,0,331.91,8.6058,0,,0.0024854,-0.0056146,0,0,803137.2980282789,1.0003303139808408
35,7.5094,0.00018329,1910900.0,0,1.9919e-05,0.34514,962.3,-6.3704,0,349600.0,739650.0,-107770.0,0,0,0,331.63,8.5325,0,,0.0025585,-0.0055415,0,0,803238.5820509556,1.0003181799052379
36,7.4945,0.00018317,1907800.0,0,1.9906e-05,0.35159,977.94,-6.238,0,346120.0,737550.0,-111510.0,0,0,0,331.35,8.4592,0,,0.0026316,-0.0054684,0,0,803324.3652612013,1.0003060615912407
37,7.4796,0.00018306,1904700.0,0,1.9894e-05,0.35805,993.59,-6.1055,0,342630.0,735460.0,-115250.0,0,0,0,331.07,8.386,0,,0.0027047,-0.0053953,0,0,803416.6382531556,1.0002939703038538
38,7.4581,0.00018287,1900000.0,0,1.9877e-05,0.36589,1011.8,-5.7771,0,339330.0,732530.0,-120480.0,0,0,0,330.71,8.3203,0,,0.0027778,-0.0053222,0,0,803258.9427052342,1.0002783320131092
39,7.4347,0.00018268,1894900.0,0,1.986e-05,0.37394,1030.3,-5.5908,0,335820.0,729380.0,-126110.0,0,0,0,330.32,8.2513,0,,0.0028509,-0.0052491,0,0,803104.1803686735,1.0002614540590207
40,7.4081,0.00018255,1888700.0,0,1.9841e-05,0.38168,1047.2,-6.4355,0,330950.0,725860.0,-132390.0,0,0,0,329.91,8.1552,0,,0.002924,-0.005176,0,0,802695.9932602622,1.0002436708344966
41,7.3858,0.00018249,1883900.0,0,1.9824e-05,0.38946,1064.7,-6.3887,0,327240.0,722850.0,-137770.0,0,0,0,329.53,8.0858,0,,0.0029971,-0.0051029,0,0,802588.4980858378,1.0002273629497078
42,7.3688,0.00018252,1880700.0,0,1.9809e-05,0.39726,1083.0,-5.2931,0,324910.0,720430.0,-142100.0,0,0,0,329.18,8.0478,0,,0.0030702,-0.0050298,0,0,802877.9610100192,1.0002125359575071
43,7.3444,0.00018246,1875400.0,0,1.9788e-05,0.40602,1102.4,-5.3438,0,322030.0,717030.0,-148150.0,0,0,0,328.72,8.0005,0,,0.0031433,-0.0049567,0,0,803000.631057931,1.0001930044525433
44,7.3178,0.00018238,1869500.0,0,1.9765e-05,0.41503,1121.9,-5.7107,0,319020.0,713350.0,-154720.0,0,0,0,328.22,7.9507,0,,0.0032164,-0.0048836,0,0,803137.355042385,1.0001718496284462
45,7.2904,0.00018221,1863400.0,0,1.9744e-05,0.42354,1139.8,-5.7851,0,316290.0,709680.0,-161280.0,0,0,0,327.76,7.9051,0,,0.0032895,-0.0048105,0,0,802924.0653247064,1.0001523530644658
46,7.2629,0.00018211,1857300.0,0,1.9722e-05,0.43235,1158.3,-6.0407,0,313740.0,705960.0,-167930.0,0,0,0,327.27,7.8665,0,,0.0033626,-0.0047374,0,0,802897.1623740753,1.0001317297923422
47,7.2354,0.00018214,1851300.0,0,1.9698e-05,0.44162,1177.7,-6.5772,0,311460.0,702150.0,-174730.0,0,0,0,326.75,7.8389,0,,0.0034357,-0.0046643,0,0,803010.3417902342,1.000109968639845
48,7.2052,0.00018209,1844700.0,0,1.9673e-05,0.4512,1197.2,-6.5167,0,308850.0,698060.0,-182040.0,0,0,0,326.2,7.8042,0,,0.0035088,-0.0045912,0,0,803041.6892537712,1.0000870247715183
49,7.1739,0.00018201,1837800.0,0,1.9648e-05,0.4609,1216.7,-6.2065,0,306110.0,693840.0,-189570.0,0,0,0,325.65,7.7669,0,,0.0035819,-0.0045181,0,0,802900.8649964059,1.0000641479943282
