"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[k]"     ,     "rms[w]"     
          0,           0,           0,      -6.508030188,       -6.12738127,      -6.660397003,       -5.99160417,      -7.511924556,      -1.090648809
          0,           0,           1,      -6.663046156,      -6.287983299,      -6.830389575,      -6.145024224,      -7.580213049,      -1.163256213
          0,           0,           2,      -6.810725287,      -6.448123465,      -6.991737393,      -6.289712463,      -7.645636577,      -1.311280913
          0,           0,           3,      -6.939693796,      -6.598680341,      -7.147432499,      -6.415157681,      -7.707903486,      -1.478889743
          0,           0,           4,      -7.036877287,      -6.728629546,      -7.272808812,       -6.51183079,      -7.768137401,      -1.660981821
          0,           0,           5,      -7.107801808,      -6.837510744,      -7.363761892,      -6.582594579,      -7.827367281,      -1.849017478
          0,           0,           6,      -7.170907326,      -6.929150174,      -7.429285445,      -6.650961819,      -7.886071207,      -2.046693912
          0,           0,           7,      -7.230855283,      -7.003851797,       -7.45437097,      -6.717193516,      -7.943724241,      -2.246065938
          0,           0,           8,       -7.28936525,      -7.071375861,      -7.451517739,      -6.782555371,      -7.997835885,      -2.450219208
          0,           0,           9,       -7.35019893,      -7.136458654,      -7.497630302,      -6.851440008,      -8.046224668,      -2.635491308
          0,           0,          10,      -7.393261095,      -7.184528322,      -7.521076175,      -6.902639219,      -8.090114979,      -2.799697992
          0,           0,          11,      -7.426022486,      -7.222397509,      -7.533093462,      -6.940404222,      -8.130807502,       -2.94038322
          0,           0,          12,      -7.441118194,      -7.236853555,      -7.502955323,      -6.956703946,      -8.168346517,      -3.061847938
          0,           0,          13,      -7.448215837,      -7.240864915,      -7.506546389,       -6.96015429,      -8.201696341,      -2.597690819
          0,           0,          14,      -7.456716751,      -7.258324073,      -7.548658841,      -6.948195714,      -8.230521617,      -3.023228583
          0,           0,          15,      -7.494509879,      -7.304362393,      -7.604162436,      -7.008698425,      -8.255243209,      -2.769260943
          0,           0,          16,      -7.501926676,      -7.328390652,      -7.595062651,      -7.022214822,      -8.274331518,      -2.773122646
          0,           0,          17,      -7.511323692,      -7.335274612,      -7.605881709,      -6.845384429,      -8.289914622,      -2.820708148
          0,           0,          18,      -7.513711747,      -7.341838207,      -7.637248964,      -7.024848529,      -8.300105277,      -3.487878332
          0,           0,          19,      -7.545248372,      -7.361801719,      -7.648527361,      -7.061401578,      -8.309467733,       -3.54737838
          0,           0,          20,      -7.558069899,      -7.375913282,      -7.644431432,       -7.07607558,      -8.315385487,      -3.576374241
          0,           0,          21,      -7.562525902,      -7.352126689,      -7.575894092,      -7.072019601,       -8.31999124,      -3.622699159
          0,           0,          22,      -7.566883042,      -7.354650072,       -7.55294311,      -7.070249069,      -8.322542482,       -3.62233237
          0,           0,          23,      -7.598648508,        -7.3802607,      -7.630110681,      -7.105369142,      -8.309155532,       -3.66950251
          0,           0,          24,      -7.615486361,      -7.399996637,      -7.663259371,      -7.122475363,      -8.323020715,      -3.677147958
          0,           0,          25,      -7.630702884,      -7.405627425,      -7.663807943,      -7.140530679,      -8.329171448,        -3.7215237
          0,           0,          26,      -7.642925767,      -7.419594735,      -7.691760903,      -7.150473292,      -8.330868354,      -3.697911457
          0,           0,          27,       -7.61380844,      -7.412539951,      -7.683834776,       -7.10757575,      -8.327821478,      -3.745875389
          0,           0,          28,      -7.635545902,       -7.42489825,      -7.652385999,      -7.125960086,      -8.322556177,      -3.734066474
          0,           0,          29,      -7.631676735,      -7.401469557,      -7.581278498,      -7.125650772,      -8.315947858,      -3.789434541
          0,           0,          30,      -7.649112091,      -7.431511282,        -7.6320518,      -7.142015275,      -8.307445964,      -3.760094968
          0,           0,          31,      -7.631112939,      -7.425380602,        -7.6671383,       -7.11856384,      -8.296596275,      -3.826598266
          0,           0,          32,      -7.669883954,      -7.466317218,      -7.675085081,      -7.162728981,      -8.285424185,      -3.805600996
          0,           0,          33,      -7.668562029,      -7.469886525,      -7.640135688,       -7.16162892,      -8.274109379,      -3.874407554
          0,           0,          34,      -7.656205834,      -7.474420351,      -7.604711251,       -7.14542963,      -8.261654242,      -3.812319296
          0,           0,          35,       -7.63557088,      -7.464927432,      -7.635627409,      -7.115280378,      -8.248528147,      -3.884628432
          0,           0,          36,      -7.665310559,      -7.472739832,      -7.596498813,      -7.148516498,      -8.236058973,      -3.829018123
          0,           0,          37,      -7.658754745,      -7.456168915,      -7.570561124,      -7.143162703,      -8.224372489,      -2.699859021
          0,           0,          38,       -7.68387315,      -7.507693682,      -7.657722023,      -7.146230831,      -8.212731602,      -3.304826914
          0,           0,          39,      -7.646015481,      -7.502537065,      -7.670956527,      -7.127139468,      -8.201267507,      -2.984748737
          0,           0,          40,      -7.672787571,      -7.529384265,      -7.676427736,      -7.147858035,      -8.190446617,      -2.758442935
          0,           0,          41,      -7.663852239,      -7.516448995,      -7.664830636,      -7.156549681,      -8.180969044,      -3.577727942
          0,           0,          42,      -7.662175648,      -7.535769031,      -7.661518521,      -7.157001311,      -8.171713961,      -3.807671399
          0,           0,          43,      -7.651615481,      -7.519301456,      -7.663015044,      -7.144944175,      -8.163450016,      -3.896119413
          0,           0,          44,      -7.654060925,      -7.507159854,      -7.675873365,      -7.150872945,      -8.145965165,      -3.842273412
          0,           0,          45,      -7.632161709,      -7.457980359,      -7.604247935,      -7.125857006,      -8.148103394,      -3.921527865
          0,           0,          46,      -7.632366735,      -7.462276146,      -7.606362866,      -7.126240688,      -8.146772914,      -3.835121852
          0,           0,          47,      -7.639767419,      -7.476590091,      -7.652135411,      -7.137944869,      -8.144406033,      -3.912057423
          0,           0,          48,      -7.642149391,      -7.485381478,      -7.694998266,      -7.143834032,      -8.141244783,      -3.853465137
          0,           0,          49,      -7.624206313,       -7.46859863,      -7.629568649,      -7.121363864,      -8.138711541,      -3.933955631
          0,           0,          50,      -7.616862373,      -7.451947558,      -7.635707004,      -7.111425056,      -8.135790205,      -3.838556368
          0,           0,          51,      -7.615148285,      -7.432294219,      -7.633911832,      -7.109947498,      -8.133611521,        -3.8985388
          0,           0,          52,      -7.615805117,      -7.441432512,      -7.645931749,      -7.112088748,      -8.131262292,      -2.629346982
          0,           0,          53,      -7.615425552,      -7.440305863,      -7.640950066,      -7.091906868,      -8.130291542,      -3.227724247
          0,           0,          54,      -7.616973883,      -7.453503998,      -7.643912724,      -7.099747212,      -8.129838335,      -2.820996314
          0,           0,          55,      -7.614881249,      -7.445864216,      -7.655802933,      -7.112471693,       -8.12927245,      -2.785361831
          0,           0,          56,      -7.613184137,      -7.445623063,      -7.683495662,      -7.111789981,      -8.128789839,      -3.456948362
          0,           0,          57,      -7.600710971,      -7.437515581,      -7.648482472,      -6.899859423,      -8.128585779,      -2.936697503
          0,           0,          58,      -7.601324608,      -7.435972542,      -7.615164208,      -7.091517935,      -8.129591523,      -3.797030175
          0,           0,          59,      -7.609500144,      -7.420412578,      -7.607231431,      -7.102491609,      -8.131044556,      -3.884157429
          0,           0,          60,      -7.627102432,      -7.446284094,      -7.666176298,       -7.12540006,      -8.132483151,      -3.818232389
          0,           0,          61,      -7.630646835,      -7.439869789,      -7.628588224,      -7.132755614,      -8.134182162,      -3.892752343
          0,           0,          62,       -7.62412794,      -7.442960824,       -7.61031024,      -7.120824063,      -8.136020981,       -3.81933509
          0,           0,          63,      -7.635260784,      -7.460838408,      -7.675698237,      -7.132895372,      -8.137797869,      -3.893355508
          0,           0,          64,        -7.6337583,      -7.446258543,      -7.638894306,      -7.133230958,      -8.130870603,       -3.82198177
          0,           0,          65,      -7.631586888,      -7.422046818,      -7.578177044,      -7.130459901,      -8.142013113,      -3.898719386
          0,           0,          66,      -7.650666305,      -7.437899775,      -7.588610636,        -7.1593171,      -8.149486858,      -3.821914328
          0,           0,          67,      -7.662831845,      -7.455985494,      -7.636741007,      -7.171524877,      -8.154668641,      -3.889781528
          0,           0,          68,      -7.678608728,      -7.487793933,      -7.679803794,      -7.191782528,      -8.158374227,      -3.813725609
          0,           0,          69,      -7.669437229,      -7.483354352,      -7.669218177,      -7.177288228,      -8.161482124,      -3.894490727
          0,           0,          70,      -7.660343045,      -7.483399866,      -7.630361304,      -7.164637532,      -8.163965777,      -3.822321997
          0,           0,          71,      -7.681626452,       -7.50087473,      -7.670881861,      -7.191487139,       -8.16660651,      -3.892114972
          0,           0,          72,      -7.669508424,      -7.468250686,       -7.61292303,      -7.179021168,      -8.169038425,      -3.816329016
          0,           0,          73,      -7.670491834,      -7.464772965,      -7.602083154,      -7.178769605,       -8.17139486,      -3.900822993
          0,           0,          74,      -7.677677552,      -7.484213347,      -7.635397383,      -7.188342135,      -8.173678319,      -3.827692205
          0,           0,          75,      -7.679276346,      -7.512832934,      -7.634180135,      -7.186502441,       -8.17594841,       -3.89978752
          0,           0,          76,      -7.684593793,      -7.520324927,      -7.648663205,      -7.189206985,       -8.17820423,      -3.822230579
          0,           0,          77,      -7.694972271,      -7.526184652,      -7.657367958,      -7.202700302,      -8.180534141,       -2.66415383
          0,           0,          78,      -7.685431103,      -7.532488951,      -7.638538277,      -7.151566947,      -8.182881156,       -3.24926154
          0,           0,          79,      -7.689588056,      -7.502516361,      -7.612450988,      -7.165448521,      -8.185159561,      -2.860533979
          0,           0,          80,      -7.681617537,        -7.4752924,      -7.577924091,      -7.185531631,      -8.187559337,      -2.782411446
          0,           0,          81,      -7.691505806,      -7.500867486,      -7.604335332,      -7.200068885,      -8.190125475,      -3.449997369
          0,           0,          82,      -7.697922837,      -7.509106628,      -7.617244389,      -7.208751809,      -8.192693193,      -3.648713717
          0,           0,          83,      -7.696102681,      -7.534269676,      -7.622627791,      -7.203033297,      -8.195325162,      -3.763868171
          0,           0,          84,      -7.708789845,      -7.546792049,      -7.644194579,      -7.203881665,      -8.197971082,      -2.893623583
          0,           0,          85,      -7.715681441,       -7.53336004,      -7.666500408,      -7.229168354,      -8.189862477,      -3.902180113
          0,           0,          86,      -7.722530856,       -7.55067797,      -7.678521624,      -7.238094729,      -8.205435368,      -3.836988821
          0,           0,          87,      -7.686395384,      -7.507842355,      -7.587231427,      -7.191246319,      -8.215276867,      -3.923184494
          0,           0,          88,      -7.691416879,      -7.503757464,      -7.583516842,      -7.197259084,      -8.221942263,      -3.848471951
          0,           0,          89,      -7.709007985,      -7.534699814,       -7.64096746,       -7.21886645,      -8.226989502,      -3.954149154
          0,           0,          90,      -7.722889871,      -7.559729342,      -7.662171478,       -7.23900198,       -8.23095189,      -3.858698092
          0,           0,          91,      -7.709066961,      -7.548222602,      -7.629914754,      -7.218363192,      -8.234141816,      -3.955610894
          0,           0,          92,      -7.721515941,      -7.564890971,      -7.658477902,      -7.236423823,      -8.237108007,      -3.866700422
          0,           0,          93,      -7.720975756,      -7.570727457,      -7.673540152,      -7.235619856,      -8.240101408,       -3.97456665
          0,           0,          94,      -7.703193379,      -7.545138014,      -7.620879497,      -7.213904784,      -8.242930758,      -3.853506784
          0,           0,          95,       -7.69477774,      -7.506033176,      -7.587637315,      -7.200290007,      -8.245671034,      -3.966650451
          0,           0,          96,      -7.712957914,      -7.549046319,      -7.651809759,      -7.228678737,      -8.248803864,      -3.870314069
          0,           0,          97,      -7.713371442,      -7.554410522,      -7.642657568,      -7.227372351,      -8.250954647,       -3.99658379
          0,           0,          98,      -7.720038471,      -7.570232528,      -7.658028561,      -7.235584864,       -8.25376951,      -3.879642379
          0,           0,          99,      -7.727077637,      -7.587851253,      -7.674832149,      -7.246275437,      -8.256525764,      -3.988721745
          0,           0,         100,      -7.732127419,      -7.591485511,      -7.693288551,      -7.254657902,      -8.259159792,      -3.886842839
          0,           0,         101,      -7.718497739,      -7.567317284,      -7.655510993,      -7.235873839,      -8.261732085,      -4.016380687
          0,           0,         102,      -7.685970868,      -7.516142365,      -7.572388922,      -7.193816049,      -8.263908884,       -3.89049678
          0,           0,         103,      -7.688264704,      -7.514799378,      -7.577253786,      -7.194271817,      -8.266059689,      -4.006836709
