,Density,Eddy_Viscosity,Energy,Heat_Flux,Laminar_Viscosity,Mach,Momentum:0,Momentum:1,Momentum:2,Omega,Pressure,Pressure_Coefficient,Skin_Friction_Coefficient:0,Skin_Friction_Coefficient:1,Skin_Friction_Coefficient:2,Temperature,Turb_Kin_Energy,Y_Plus,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2,pt,pi,s,ht,Z
0,0.13215,0.00018337,29522.0,0,1.8353e-05,0.1926,8.9557,-0.0063309,0,12325.0,11687.0,-37301.0,0,0,0,297.75,17.102,0,,0.0,-0.02052,0,0,11993.304729600424,11993.304729600424,3139.485229056562,311807.4584946772,0.9999465419471394
1,0.13214,0.00018331,29521.0,0,1.8352e-05,0.19323,8.9845,-0.0078243,0,12306.0,11685.0,-37453.0,0,0,0,297.74,17.071,0,,9.8519e-05,-0.020421,0,0,11993.301191316867,11993.301191316867,3139.5011466846763,311812.2068849989,0.9999465388498424
2,0.13213,0.00018325,29520.0,0,1.8352e-05,0.19387,9.0132,-0.0093177,0,12287.0,11684.0,-37606.0,0,0,0,297.73,17.04,0,,0.00019704,-0.020323,0,0,11994.323975567348,11994.323975567348,3139.4916513762123,311816.9558438083,0.9999465311829177
3,0.13212,0.00018319,29519.0,0,1.8351e-05,0.19451,9.042,-0.010811,0,12268.0,11683.0,-37758.0,0,0,0,297.72,17.01,0,,0.00029556,-0.020224,0,0,11995.360755375641,11995.360755375641,3139.482157070641,311821.80847581744,0.9999465235164127
4,0.13211,0.00018314,29518.0,0,1.8351e-05,0.19515,9.0708,-0.012304,0,12249.0,11682.0,-37910.0,0,0,0,297.71,16.979,0,,0.00039408,-0.020126,0,0,11996.404608459265,11996.404608459265,3139.472663768255,311826.7133496097,0.9999465158503278
5,0.1321,0.00018308,29516.0,0,1.835e-05,0.19578,9.0996,-0.013798,0,12229.0,11680.0,-38063.0,0,0,0,297.7,16.948,0,,0.0004926,-0.020027,0,0,11996.428448081846,11996.428448081846,3139.488598463071,311831.67048934114,0.9999465127599506
6,0.13207,0.00018301,29509.0,0,1.8349e-05,0.1966,9.1348,-0.019676,0,12192.0,11676.0,-38541.0,0,0,0,297.68,16.894,0,,0.00059112,-0.019929,0,0,11994.964326470292,11994.964326470292,3139.5204904616044,311830.3631653569,0.9999465065867499
7,0.13203,0.00018293,29501.0,0,1.8348e-05,0.19743,9.1704,-0.025787,0,12153.0,11672.0,-39037.0,0,0,0,297.65,16.839,0,,0.00068964,-0.01983,0,0,11993.599809516769,11993.599809516769,3139.517489643398,311819.32744182786,0.9999464881847742
8,0.132,0.00018286,29493.0,0,1.8347e-05,0.19826,9.2059,-0.031898,0,12115.0,11668.0,-39533.0,0,0,0,297.63,16.783,0,,0.00078816,-0.019732,0,0,11992.180003871284,11992.180003871284,3139.5494396476333,311818.3642324497,0.9999464820325717
9,0.13196,0.00018279,29485.0,0,1.8346e-05,0.19909,9.2415,-0.038009,0,12076.0,11664.0,-40029.0,0,0,0,297.6,16.728,0,,0.00088668,-0.019633,0,0,11990.83981822464,11990.83981822464,3139.5464910140295,311807.52300701785,0.9999464636516164
10,0.13193,0.00018272,29477.0,0,1.8344e-05,0.19991,9.277,-0.04412,0,12038.0,11660.0,-40525.0,0,0,0,297.58,16.672,0,,0.0009852,-0.019535,0,0,11989.443295508463,11989.443295508463,3139.578499115703,311806.7478372347,0.9999464575204365
11,0.13189,0.00018263,29471.0,0,1.8343e-05,0.20103,9.3259,-0.046774,0,12007.0,11656.0,-40992.0,0,0,0,297.55,16.626,0,,0.0010837,-0.019436,0,0,11989.08510221381,11989.08510221381,3139.575602756565,311803.21747245354,0.9999464391605308
12,0.13186,0.00018254,29465.0,0,1.8342e-05,0.20217,9.3763,-0.04904,0,11978.0,11652.0,-41456.0,0,0,0,297.52,16.582,0,,0.0011822,-0.019337,0,0,11988.806056346979,11988.806056346979,3139.5727308071205,311800.2825158191,0.9999464208107467
13,0.13183,0.00018246,29459.0,0,1.834e-05,0.20332,9.4267,-0.051306,0,11948.0,11648.0,-41921.0,0,0,0,297.5,16.537,0,,0.0012808,-0.019239,0,0,11988.537597410801,11988.537597410801,3139.6048250529902,311807.91447496857,0.9999464147115708
14,0.1318,0.00018237,29453.0,0,1.8339e-05,0.20446,9.4771,-0.053572,0,11919.0,11644.0,-42385.0,0,0,0,297.47,16.492,0,,0.0013793,-0.01914,0,0,11988.3027538964,11988.3027538964,3139.6020055125764,311805.32357593323,0.9999463963828813
15,0.13176,0.00018228,29447.0,0,1.8338e-05,0.20561,9.5274,-0.055838,0,11889.0,11640.0,-42849.0,0,0,0,297.44,16.448,0,,0.0014778,-0.019042,0,0,11988.136130482944,11988.136130482944,3139.5992104483016,311803.24696651654,0.999946378064338
16,0.13172,0.00018219,29438.0,0,1.8336e-05,0.20714,9.5944,-0.057173,0,11864.0,11634.0,-43521.0,0,0,0,297.4,16.41,0,,0.0015763,-0.018943,0,0,11987.185415932961,11987.185415932961,3139.612540402285,311800.1801060378,0.9999463567266178
17,0.13167,0.0001821,29428.0,0,1.8334e-05,0.20875,9.6643,-0.058341,0,11839.0,11628.0,-44230.0,0,0,0,297.36,16.374,0,,0.0016748,-0.018845,0,0,11986.54583714881,11986.54583714881,3139.62593054697,311799.44319210184,0.9999463354125869
18,0.13162,0.000182,29419.0,0,1.8332e-05,0.21035,9.7342,-0.059509,0,11815.0,11623.0,-44939.0,0,0,0,297.33,16.338,0,,0.0017734,-0.018746,0,0,11986.969005038975,11986.969005038975,3139.648788818472,311809.444705073,0.9999463217497173
19,0.13157,0.00018191,29409.0,0,1.833e-05,0.21196,9.8041,-0.060677,0,11790.0,11617.0,-45649.0,0,0,0,297.29,16.301,0,,0.0018719,-0.018648,0,0,11986.417429207562,11986.417429207562,3139.662291079522,311809.39539277577,0.9999463004793103
20,0.13152,0.00018181,29399.0,0,1.8329e-05,0.21356,9.874,-0.061845,0,11765.0,11611.0,-46358.0,0,0,0,297.25,16.265,0,,0.0019704,-0.018549,0,0,11985.909846728095,11985.909846728095,3139.6758537487212,311809.69100471324,0.9999462792326618
21,0.13146,0.0001817,29390.0,0,1.8326e-05,0.21558,9.9626,-0.055934,0,11745.0,11604.0,-47131.0,0,0,0,297.2,16.233,0,,0.0020689,-0.018451,0,0,11985.930719464437,11985.930719464437,3139.680094564264,311811.1182302599,0.9999462503938498
22,0.13141,0.00018159,29381.0,0,1.8324e-05,0.21771,10.056,-0.048231,0,11726.0,11597.0,-47920.0,0,0,0,297.15,16.203,0,,0.0021674,-0.018352,0,0,11986.338208849462,11986.338208849462,3139.6844140361313,311815.44267126994,0.9999462215869666
23,0.13135,0.00018145,29369.0,0,1.8322e-05,0.21987,10.15,-0.044735,0,11704.0,11590.0,-48848.0,0,0,0,297.1,16.169,0,,0.002266,-0.018254,0,0,11986.932472763547,11986.932472763547,3139.6888122849327,311821.1788921922,0.9999461928120554
24,0.13125,0.00018126,29349.0,0,1.8318e-05,0.22213,10.246,-0.052453,0,11674.0,11579.0,-50149.0,0,0,0,297.03,16.122,0,,0.0023645,-0.018155,0,0,11983.90823464862,11983.90823464862,3139.7258806738896,311809.8183824497,0.9999461581560151
25,0.13116,0.00018107,29329.0,0,1.8315e-05,0.2244,10.342,-0.060172,0,11644.0,11568.0,-51449.0,0,0,0,296.96,16.075,0,,0.002463,-0.018057,0,0,11980.909714495572,11980.909714495572,3139.763159370584,311798.7069239552,0.9999461235806298
26,0.13109,0.00018092,29316.0,0,1.8312e-05,0.22668,10.44,-0.059794,0,11616.0,11559.0,-52471.0,0,0,0,296.9,16.032,0,,0.0025615,-0.017958,0,0,11980.08609260851,11980.08609260851,3139.7842682612218,311798.9142098421,0.9999460920119022
27,0.13103,0.00018079,29305.0,0,1.8309e-05,0.22897,10.54,-0.056681,0,11589.0,11551.0,-53400.0,0,0,0,296.84,15.991,0,,0.00266,-0.01786,0,0,11980.484596372222,11980.484596372222,3139.7798015797225,311800.537703194,0.9999460558311732
28,0.13096,0.00018065,29293.0,0,1.8306e-05,0.23136,10.643,-0.053743,0,11567.0,11543.0,-54367.0,0,0,0,296.78,15.956,0,,0.0027586,-0.017761,0,0,11981.291349223218,11981.291349223218,3139.7754348896824,311805.2266830603,0.9999460196917912
