"Density","Eddy_Viscosity","Energy","Entropy","Heat_Flux","Laminar_Viscosity","Mach","Momentum:0","Momentum:1","Momentum:2","Omega","Pressure","Pressure_Coefficient","Skin_Friction_Coefficient:0","Skin_Friction_Coefficient:1","Skin_Friction_Coefficient:2","Temperature","Turb_Kin_Energy","Y_Plus","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
2.7649,0.020538,7.8785e+05,3707.8,0,1.4479e-05,1.6179,1356.7,10.875,0,311.19,1.8196e+05,1.1708e+06,0,0,0,221.48,2.3162,0,,9.7223,1.6223,0,0
2.7402,0.020918,7.8136e+05,3707.8,0,1.4436e-05,1.6261,1349,10.931,0,309.94,1.797e+05,1.1385e+06,0,0,0,220.69,2.3712,0,,9.7954,1.6954,0,0
2.7156,0.021298,7.7488e+05,3707.8,0,1.4393e-05,1.6343,1341.2,10.987,0,308.69,1.7744e+05,1.1062e+06,0,0,0,219.9,2.4261,0,,9.8685,1.7685,0,0
2.6909,0.021677,7.684e+05,3707.8,0,1.435e-05,1.6425,1333.5,11.042,0,307.43,1.7518e+05,1.0739e+06,0,0,0,219.11,2.4811,0,,9.9416,1.8416,0,0
2.6662,0.022057,7.6191e+05,3707.9,0,1.4307e-05,1.6507,1325.7,11.098,0,306.18,1.7292e+05,1.0417e+06,0,0,0,218.32,2.536,0,,10.015,1.9147,0,0
2.6419,0.022426,7.5551e+05,3707.9,0,1.4264e-05,1.6589,1317.9,11.146,0,304.9,1.7069e+05,1.0099e+06,0,0,0,217.54,2.5899,0,,10.088,1.9878,0,0
2.6191,0.022741,7.4947e+05,3707.9,0,1.4222e-05,1.667,1310.3,11.158,0,303.48,1.6866e+05,9.8081e+05,0,0,0,216.77,2.6382,0,,10.161,2.0609,0,0
2.5962,0.023056,7.4343e+05,3707.9,0,1.418e-05,1.6751,1302.7,11.169,0,302.06,1.6662e+05,9.517e+05,0,0,0,216,2.6866,0,,10.234,2.134,0,0
2.5734,0.023371,7.3739e+05,3707.9,0,1.4137e-05,1.6832,1295,11.18,0,300.64,1.6458e+05,9.2259e+05,0,0,0,215.24,2.7349,0,,10.307,2.2071,0,0
2.5505,0.023686,7.3135e+05,3707.9,0,1.4095e-05,1.6913,1287.4,11.192,0,299.22,1.6254e+05,8.9348e+05,0,0,0,214.47,2.7833,0,,10.38,2.2802,0,0
2.5277,0.024001,7.2531e+05,3707.9,0,1.4053e-05,1.6994,1279.8,11.203,0,297.8,1.6051e+05,8.6437e+05,0,0,0,213.71,2.8316,0,,10.453,2.3533,0,0
2.5049,0.024317,7.1927e+05,3707.9,0,1.4011e-05,1.7075,1272.1,11.215,0,296.39,1.5847e+05,8.3526e+05,0,0,0,212.94,2.88,0,,10.526,2.4264,0,0
2.482,0.024632,7.1323e+05,3707.9,0,1.3968e-05,1.7156,1264.5,11.226,0,294.97,1.5643e+05,8.0615e+05,0,0,0,212.18,2.9283,0,,10.599,2.4995,0,0
2.4586,0.024933,7.0703e+05,3707.9,0,1.3924e-05,1.7241,1256.5,11.347,0,293.48,1.5437e+05,7.7669e+05,0,0,0,211.38,2.977,0,,10.673,2.5726,0,0
2.4343,0.025216,7.0062e+05,3708,0,1.3877e-05,1.7334,1247.9,11.627,0,291.91,1.5227e+05,7.4673e+05,0,0,0,210.54,3.0263,0,,10.746,2.6457,0,0
2.41,0.025498,6.942e+05,3708,0,1.383e-05,1.7427,1239.4,11.906,0,290.33,1.5017e+05,7.1677e+05,0,0,0,209.69,3.0755,0,,10.819,2.7188,0,0
2.3858,0.025781,6.8778e+05,3708.1,0,1.3783e-05,1.752,1230.8,12.186,0,288.76,1.4808e+05,6.8681e+05,0,0,0,208.85,3.1248,0,,10.892,2.7919,0,0
2.3615,0.026063,6.8136e+05,3708.1,0,1.3736e-05,1.7613,1222.3,12.465,0,287.18,1.4598e+05,6.5685e+05,0,0,0,208.01,3.174,0,,10.965,2.865,0,0
2.3372,0.026345,6.7495e+05,3708.1,0,1.3689e-05,1.7706,1213.7,12.745,0,285.61,1.4388e+05,6.2688e+05,0,0,0,207.16,3.2233,0,,11.038,2.9381,0,0
2.3129,0.026628,6.6853e+05,3708.2,0,1.3642e-05,1.7799,1205.2,13.024,0,284.03,1.4178e+05,5.9692e+05,0,0,0,206.32,3.2725,0,,11.111,3.0112,0,0
2.2886,0.02691,6.6211e+05,3708.2,0,1.3594e-05,1.7892,1196.6,13.303,0,282.46,1.3969e+05,5.6696e+05,0,0,0,205.48,3.3218,0,,11.184,3.0843,0,0
2.2625,0.02714,6.5517e+05,3708.2,0,1.3542e-05,1.7997,1187.1,13.61,0,280.87,1.3748e+05,5.3542e+05,0,0,0,204.54,3.3708,0,,11.257,3.1574,0,0
2.2351,0.027335,6.4788e+05,3708.3,0,1.3485e-05,1.8111,1176.8,13.933,0,279.28,1.352e+05,5.0284e+05,0,0,0,203.55,3.4198,0,,11.33,3.2305,0,0
2.2077,0.02753,6.406e+05,3708.4,0,1.3429e-05,1.8225,1166.5,14.257,0,277.69,1.3292e+05,4.7027e+05,0,0,0,202.55,3.4688,0,,11.404,3.3036,0,0
2.1803,0.027724,6.3331e+05,3708.5,0,1.3372e-05,1.8339,1156.3,14.581,0,276.1,1.3064e+05,4.3769e+05,0,0,0,201.55,3.5177,0,,11.477,3.3767,0,0
2.1529,0.027919,6.2602e+05,3708.5,0,1.3316e-05,1.8453,1146,14.905,0,274.51,1.2836e+05,4.0512e+05,0,0,0,200.55,3.5667,0,,11.55,3.4498,0,0
2.1255,0.028114,6.1874e+05,3708.6,0,1.3259e-05,1.8567,1135.7,15.229,0,272.92,1.2608e+05,3.7254e+05,0,0,0,199.56,3.6156,0,,11.623,3.5229,0,0
2.0981,0.028309,6.1145e+05,3708.7,0,1.3202e-05,1.8681,1125.5,15.552,0,271.32,1.238e+05,3.3996e+05,0,0,0,198.56,3.6646,0,,11.696,3.596,0,0
2.0707,0.028504,6.0416e+05,3708.7,0,1.3146e-05,1.8795,1115.2,15.876,0,269.73,1.2152e+05,3.0739e+05,0,0,0,197.56,3.7136,0,,11.769,3.6691,0,0
2.0414,0.028589,5.963e+05,3708.9,0,1.3082e-05,1.8926,1103.6,16.13,0,268.25,1.1916e+05,2.7373e+05,0,0,0,196.45,3.7597,0,,11.842,3.7422,0,0
2.0114,0.028636,5.8823e+05,3709,0,1.3015e-05,1.9063,1091.5,16.359,0,266.8,1.1678e+05,2.3969e+05,0,0,0,195.3,3.805,0,,11.915,3.8153,0,0
1.9814,0.028683,5.8017e+05,3709.1,0,1.2949e-05,1.9201,1079.4,16.588,0,265.35,1.144e+05,2.0566e+05,0,0,0,194.14,3.8502,0,,11.988,3.8884,0,0
1.9514,0.02873,5.721e+05,3709.3,0,1.2882e-05,1.9338,1067.4,16.817,0,263.91,1.1201e+05,1.7162e+05,0,0,0,192.99,3.8954,0,,12.062,3.9615,0,0
1.9215,0.028777,5.6404e+05,3709.4,0,1.2816e-05,1.9475,1055.3,17.046,0,262.46,1.0963e+05,1.3759e+05,0,0,0,191.84,3.9406,0,,12.135,4.0346,0,0
1.8915,0.028824,5.5598e+05,3709.6,0,1.2749e-05,1.9613,1043.2,17.275,0,261.01,1.0725e+05,1.0355e+05,0,0,0,190.69,3.9858,0,,12.208,4.1077,0,0
1.8615,0.02887,5.4791e+05,3709.7,0,1.2683e-05,1.975,1031.2,17.504,0,259.56,1.0487e+05,69519,0,0,0,189.53,4.031,0,,12.281,4.1808,0,0
1.8315,0.028917,5.3985e+05,3709.9,0,1.2616e-05,1.9888,1019.1,17.733,0,258.12,1.0248e+05,35485,0,0,0,188.38,4.0762,0,,12.354,4.2539,0,0
1.8009,0.028839,5.3149e+05,3710.1,0,1.2543e-05,2.0042,1006,17.813,0,256.89,1.0015e+05,2194.8,0,0,0,187.13,4.1183,0,,12.427,4.327,0,0
1.7701,0.028732,5.2307e+05,3710.3,0,1.2468e-05,2.0201,992.64,17.86,0,255.72,97835,-30930,0,0,0,185.85,4.1597,0,,12.5,4.4001,0,0
1.7393,0.028625,5.1465e+05,3710.5,0,1.2393e-05,2.0359,979.29,17.908,0,254.55,95516,-64054,0,0,0,184.58,4.2011,0,,12.573,4.4732,0,0
1.7085,0.028519,5.0623e+05,3710.7,0,1.2318e-05,2.0518,965.93,17.955,0,253.38,93198,-97178,0,0,0,183.3,4.2425,0,,12.646,4.5463,0,0
1.6777,0.028412,4.9781e+05,3710.9,0,1.2243e-05,2.0677,952.58,18.002,0,252.21,90879,-1.303e+05,0,0,0,182.03,4.2839,0,,12.719,4.6194,0,0
1.6469,0.028305,4.8939e+05,3711.1,0,1.2168e-05,2.0835,939.23,18.05,0,251.04,88560,-1.6343e+05,0,0,0,180.75,4.3253,0,,12.792,4.6925,0,0
1.6161,0.028199,4.8096e+05,3711.3,0,1.2092e-05,2.0994,925.87,18.097,0,249.87,86241,-1.9655e+05,0,0,0,179.48,4.3666,0,,12.866,4.7656,0,0
1.5854,0.028092,4.7254e+05,3711.5,0,1.2017e-05,2.1152,912.52,18.144,0,248.7,83923,-2.2968e+05,0,0,0,178.21,4.408,0,,12.939,4.8387,0,0
1.5561,0.027895,4.644e+05,3711.6,0,1.1937e-05,2.1325,899.07,18.059,0,247.75,81811,-2.5984e+05,0,0,0,176.87,4.4464,0,,13.012,4.9118,0,0
1.527,0.027681,4.5631e+05,3711.8,0,1.1856e-05,2.1501,885.6,17.95,0,246.84,79737,-2.8946e+05,0,0,0,175.53,4.4843,0,,13.085,4.9849,0,0
1.498,0.027467,4.4822e+05,3711.9,0,1.1775e-05,2.1677,872.14,17.84,0,245.94,77664,-3.1909e+05,0,0,0,174.18,4.5221,0,,13.158,5.058,0,0
1.469,0.027253,4.4012e+05,3712,0,1.1694e-05,2.1852,858.67,17.731,0,245.03,75591,-3.4871e+05,0,0,0,172.83,4.56,0,,13.231,5.1311,0,0
1.4399,0.027039,4.3203e+05,3712.1,0,1.1613e-05,2.2028,845.2,17.621,0,244.12,73517,-3.7833e+05,0,0,0,171.49,4.5978,0,,13.304,5.2042,0,0
1.4109,0.026825,4.2394e+05,3712.2,0,1.1532e-05,2.2204,831.74,17.512,0,243.21,71444,-4.0795e+05,0,0,0,170.14,4.6357,0,,13.377,5.2773,0,0
1.3819,0.026611,4.1585e+05,3712.3,0,1.1451e-05,2.2379,818.27,17.402,0,242.31,69370,-4.3757e+05,0,0,0,168.8,4.6735,0,,13.45,5.3504,0,0
1.3528,0.026397,4.0776e+05,3712.4,0,1.137e-05,2.2555,804.8,17.292,0,241.4,67297,-4.6719e+05,0,0,0,167.45,4.7113,0,,13.524,5.4235,0,0
1.3266,0.02614,4.0034e+05,3712.5,0,1.1288e-05,2.2737,792,17.117,0,240.64,65511,-4.927e+05,0,0,0,166.12,4.7464,0,,13.597,5.4966,0,0
1.3009,0.025874,3.9306e+05,3712.6,0,1.1207e-05,2.2921,779.34,16.928,0,239.92,63789,-5.173e+05,0,0,0,164.8,4.7809,0,,13.67,5.5697,0,0
1.2753,0.025608,3.8579e+05,3712.6,0,1.1125e-05,2.3105,766.68,16.738,0,239.2,62067,-5.4189e+05,0,0,0,163.48,4.8154,0,,13.743,5.6428,0,0
1.2496,0.025343,3.7852e+05,3712.7,0,1.1043e-05,2.3288,754.02,16.549,0,238.48,60346,-5.6649e+05,0,0,0,162.15,4.8499,0,,13.816,5.7159,0,0
1.224,0.025077,3.7125e+05,3712.7,0,1.0962e-05,2.3472,741.36,16.359,0,237.76,58624,-5.9109e+05,0,0,0,160.83,4.8843,0,,13.889,5.789,0,0
1.1983,0.024811,3.6397e+05,3712.8,0,1.088e-05,2.3656,728.7,16.17,0,237.04,56902,-6.1569e+05,0,0,0,159.5,4.9188,0,,13.962,5.8621,0,0
1.1727,0.024545,3.567e+05,3712.9,0,1.0798e-05,2.3839,716.05,15.98,0,236.31,55180,-6.4029e+05,0,0,0,158.18,4.9533,0,,14.035,5.9352,0,0
1.1471,0.024279,3.4943e+05,3712.9,0,1.0717e-05,2.4023,703.39,15.791,0,235.59,53458,-6.6488e+05,0,0,0,156.86,4.9878,0,,14.108,6.0083,0,0
1.1243,0.024006,3.429e+05,3713,0,1.0637e-05,2.4209,691.71,15.591,0,234.95,51998,-6.8574e+05,0,0,0,155.59,5.0199,0,,14.181,6.0814,0,0
1.1026,0.02373,3.3664e+05,3713,0,1.0558e-05,2.4395,680.38,15.387,0,234.34,50630,-7.0529e+05,0,0,0,154.34,5.0512,0,,14.254,6.1545,0,0
1.0808,0.023454,3.3037e+05,3713,0,1.0479e-05,2.4581,669.05,15.183,0,233.73,49261,-7.2484e+05,0,0,0,153.09,5.0825,0,,14.328,6.2276,0,0
1.0591,0.023178,3.2411e+05,3713,0,1.04e-05,2.4767,657.71,14.979,0,233.12,47892,-7.4439e+05,0,0,0,151.84,5.1138,0,,14.401,6.3007,0,0
1.0373,0.022902,3.1784e+05,3713,0,1.0321e-05,2.4953,646.38,14.774,0,232.51,46524,-7.6394e+05,0,0,0,150.59,5.1451,0,,14.474,6.3738,0,0
1.0156,0.022626,3.1158e+05,3713.1,0,1.0242e-05,2.5139,635.05,14.57,0,231.9,45155,-7.835e+05,0,0,0,149.34,5.1764,0,,14.547,6.4469,0,0
0.99384,0.02235,3.0531e+05,3713.1,0,1.0163e-05,2.5325,623.71,14.366,0,231.29,43787,-8.0305e+05,0,0,0,148.09,5.2077,0,,14.62,6.52,0,0
0.97209,0.022074,2.9905e+05,3713.1,0,1.0084e-05,2.5511,612.38,14.162,0,230.68,42418,-8.226e+05,0,0,0,146.84,5.239,0,,14.693,6.5931,0,0
0.95252,0.021805,2.9337e+05,3713.1,0,1.0008e-05,2.5696,601.9,13.969,0,230.13,41231,-8.3956e+05,0,0,0,145.64,5.2693,0,,14.766,6.6662,0,0
0.93434,0.02154,2.8806e+05,3713.1,0,9.933e-06,2.5882,591.98,13.782,0,229.61,40161,-8.5484e+05,0,0,0,144.49,5.2988,0,,14.839,6.7393,0,0
0.91617,0.021275,2.8275e+05,3713.1,0,9.8583e-06,2.6068,582.05,13.596,0,229.09,39091,-8.7013e+05,0,0,0,143.33,5.3283,0,,14.912,6.8124,0,0
0.898,0.021011,2.7744e+05,3713.2,0,9.7835e-06,2.6254,572.13,13.41,0,228.57,38021,-8.8542e+05,0,0,0,142.17,5.3578,0,,14.986,6.8855,0,0
0.87982,0.020746,2.7213e+05,3713.2,0,9.7087e-06,2.644,562.2,13.223,0,228.05,36951,-9.007e+05,0,0,0,141.01,5.3873,0,,15.059,6.9586,0,0
0.86165,0.020482,2.6682e+05,3713.2,0,9.6339e-06,2.6625,552.28,13.037,0,227.53,35881,-9.1599e+05,0,0,0,139.85,5.4168,0,,15.132,7.0317,0,0
0.84348,0.020217,2.6151e+05,3713.2,0,9.5591e-06,2.6811,542.35,12.85,0,227.01,34811,-9.3127e+05,0,0,0,138.7,5.4463,0,,15.205,7.1048,0,0
0.8253,0.019953,2.562e+05,3713.2,0,9.4844e-06,2.6997,532.43,12.664,0,226.49,33741,-9.4656e+05,0,0,0,137.54,5.4758,0,,15.278,7.1779,0,0
0.80837,0.019697,2.5124e+05,3713.3,0,9.4119e-06,2.7182,523.04,12.491,0,226.03,32769,-9.6044e+05,0,0,0,136.43,5.5062,0,,15.351,7.251,0,0
0.79323,0.019455,2.4677e+05,3713.4,0,9.3429e-06,2.7365,514.44,12.337,0,225.67,31939,-9.723e+05,0,0,0,135.38,5.5379,0,,15.424,7.3241,0,0
0.77808,0.019213,2.4231e+05,3713.5,0,9.2738e-06,2.7548,505.83,12.183,0,225.3,31109,-9.8416e+05,0,0,0,134.33,5.5696,0,,15.497,7.3972,0,0
0.76294,0.018971,2.3784e+05,3713.6,0,9.2047e-06,2.7732,497.22,12.03,0,224.94,30279,-9.9602e+05,0,0,0,133.28,5.6013,0,,15.57,7.4703,0,0
0.74779,0.018728,2.3337e+05,3713.8,0,9.1357e-06,2.7915,488.62,11.876,0,224.57,29449,-1.0079e+06,0,0,0,132.24,5.6331,0,,15.643,7.5434,0,0
0.73265,0.018486,2.2891e+05,3713.9,0,9.0666e-06,2.8098,480.01,11.722,0,224.21,28619,-1.0197e+06,0,0,0,131.19,5.6648,0,,15.717,7.6165,0,0
0.7175,0.018244,2.2444e+05,3714,0,8.9975e-06,2.8282,471.4,11.568,0,223.85,27789,-1.0316e+06,0,0,0,130.14,5.6965,0,,15.79,7.6896,0,0
0.70236,0.018001,2.1997e+05,3714.1,0,8.9285e-06,2.8465,462.8,11.415,0,223.48,26958,-1.0435e+06,0,0,0,129.09,5.7282,0,,15.863,7.7627,0,0
0.68758,0.017763,2.1561e+05,3714.3,0,8.8602e-06,2.8648,454.35,11.257,0,223.16,26156,-1.0549e+06,0,0,0,128.06,5.7614,0,,15.936,7.8358,0,0
0.67471,0.017544,2.1177e+05,3714.6,0,8.796e-06,2.883,446.77,11.082,0,223.08,25501,-1.0643e+06,0,0,0,127.11,5.8025,0,,16.009,7.9089,0,0
0.66185,0.017324,2.0793e+05,3714.9,0,8.7318e-06,2.9012,439.18,10.906,0,223,24846,-1.0736e+06,0,0,0,126.15,5.8436,0,,16.082,7.982,0,0
0.64898,0.017105,2.0409e+05,3715.2,0,8.6676e-06,2.9194,431.59,10.731,0,222.92,24191,-1.083e+06,0,0,0,125.2,5.8847,0,,16.155,8.0551,0,0
0.63612,0.016886,2.0026e+05,3715.5,0,8.6034e-06,2.9376,424.01,10.555,0,222.84,23535,-1.0924e+06,0,0,0,124.24,5.9258,0,,16.228,8.1282,0,0
0.62325,0.016667,1.9642e+05,3715.8,0,8.5392e-06,2.9557,416.42,10.379,0,222.76,22880,-1.1017e+06,0,0,0,123.29,5.9668,0,,16.301,8.2013,0,0
0.61039,0.016447,1.9258e+05,3716.1,0,8.475e-06,2.9739,408.83,10.204,0,222.68,22225,-1.1111e+06,0,0,0,122.33,6.0079,0,,16.374,8.2744,0,0
0.59752,0.016228,1.8874e+05,3716.5,0,8.4108e-06,2.9921,401.25,10.028,0,222.6,21570,-1.1204e+06,0,0,0,121.38,6.049,0,,16.448,8.3475,0,0
0.58466,0.016009,1.849e+05,3716.8,0,8.3466e-06,3.0103,393.66,9.8527,0,222.51,20914,-1.1298e+06,0,0,0,120.42,6.0901,0,,16.521,8.4206,0,0
0.57332,0.015816,1.815e+05,3717,0,8.2833e-06,3.0293,386.82,9.6906,0,222.76,20367,-1.1376e+06,0,0,0,119.49,6.1481,0,,16.594,8.4937,0,0
0.56225,0.015627,1.7817e+05,3717.3,0,8.2203e-06,3.0485,380.11,9.5307,0,223.06,19837,-1.1452e+06,0,0,0,118.57,6.2091,0,,16.667,8.5668,0,0
0.55118,0.015438,1.7484e+05,3717.6,0,8.1572e-06,3.0676,373.39,9.3709,0,223.36,19307,-1.1528e+06,0,0,0,117.65,6.27,0,,16.74,8.6399,0,0
0.5401,0.01525,1.7151e+05,3717.8,0,8.0942e-06,3.0868,366.68,9.211,0,223.66,18777,-1.1603e+06,0,0,0,116.73,6.331,0,,16.813,8.713,0,0
0.52903,0.015061,1.6817e+05,3718.1,0,8.0311e-06,3.1059,359.96,9.0512,0,223.96,18247,-1.1679e+06,0,0,0,115.81,6.3919,0,,16.886,8.7861,0,0
0.51795,0.014872,1.6484e+05,3718.4,0,7.9681e-06,3.1251,353.25,8.8914,0,224.26,17718,-1.1755e+06,0,0,0,114.89,6.4528,0,,16.959,8.8592,0,0
0.50688,0.014683,1.6151e+05,3718.6,0,7.905e-06,3.1442,346.54,8.7315,0,224.56,17188,-1.183e+06,0,0,0,113.97,6.5138,0,,17.032,8.9323,0,0
0.4958,0.014495,1.5818e+05,3718.9,0,7.842e-06,3.1634,339.82,8.5717,0,224.86,16658,-1.1906e+06,0,0,0,113.04,6.5747,0,,17.105,9.0054,0,0
0.48541,0.014328,1.5506e+05,3719.1,0,7.7783e-06,3.1838,333.47,8.4219,0,225.57,16175,-1.1975e+06,0,0,0,112.12,6.6616,0,,17.179,9.0785,0,0
0.47569,0.014183,1.5215e+05,3719.2,0,7.7139e-06,3.2055,327.48,8.2824,0,226.68,15738,-1.2037e+06,0,0,0,111.2,6.7747,0,,17.252,9.1516,0,0
0.46597,0.014038,1.4924e+05,3719.4,0,7.6496e-06,3.2272,321.49,8.1428,0,227.8,15301,-1.21e+06,0,0,0,110.27,6.8877,0,,17.325,9.2247,0,0
0.45626,0.013893,1.4632e+05,3719.5,0,7.5852e-06,3.2489,315.5,8.0033,0,228.92,14864,-1.2162e+06,0,0,0,109.35,7.0008,0,,17.398,9.2978,0,0
0.44654,0.013748,1.4341e+05,3719.6,0,7.5209e-06,3.2706,309.51,7.8638,0,230.03,14427,-1.2225e+06,0,0,0,108.43,7.1139,0,,17.471,9.3709,0,0
0.43683,0.013603,1.405e+05,3719.7,0,7.4565e-06,3.2922,303.52,7.7242,0,231.15,13990,-1.2287e+06,0,0,0,107.5,7.2269,0,,17.544,9.444,0,0
0.42711,0.013459,1.3759e+05,3719.9,0,7.3922e-06,3.3139,297.52,7.5847,0,232.26,13553,-1.235e+06,0,0,0,106.58,7.34,0,,17.617,9.5171,0,0
0.4174,0.013314,1.3468e+05,3720,0,7.3278e-06,3.3356,291.53,7.4451,0,233.38,13116,-1.2412e+06,0,0,0,105.65,7.453,0,,17.69,9.5902,0,0
0.40784,0.013178,1.3181e+05,3720.1,0,7.2636e-06,3.3573,285.63,7.3111,0,234.59,12688,-1.2473e+06,0,0,0,104.73,7.5763,0,,17.763,9.6633,0,0
0.40004,0.013139,1.2941e+05,3719.7,0,7.2004e-06,3.3796,280.66,7.2353,0,236.9,12354,-1.2521e+06,0,0,0,103.84,7.8084,0,,17.836,9.7364,0,0
0.39224,0.0131,1.2701e+05,3719.3,0,7.1373e-06,3.4018,275.68,7.1596,0,239.2,12021,-1.2568e+06,0,0,0,102.95,8.0404,0,,17.91,9.8095,0,0
0.38443,0.013061,1.2461e+05,3719,0,7.0742e-06,3.424,270.71,7.0838,0,241.51,11687,-1.2616e+06,0,0,0,102.06,8.2724,0,,17.983,9.8826,0,0
0.37663,0.013022,1.222e+05,3718.6,0,7.011e-06,3.4462,265.73,7.0081,0,243.81,11354,-1.2664e+06,0,0,0,101.17,8.5044,0,,18.056,9.9557,0,0
0.36883,0.012983,1.198e+05,3718.3,0,6.9479e-06,3.4685,260.76,6.9323,0,246.11,11020,-1.2711e+06,0,0,0,100.28,8.7365,0,,18.129,10.029,0,0
0.36102,0.012944,1.174e+05,3717.9,0,6.8848e-06,3.4907,255.78,6.8566,0,248.42,10687,-1.2759e+06,0,0,0,99.385,8.9685,0,,18.202,10.102,0,0
0.35322,0.012905,1.15e+05,3717.5,0,6.8216e-06,3.5129,250.81,6.7808,0,250.72,10353,-1.2807e+06,0,0,0,98.494,9.2005,0,,18.275,10.175,0,0
0.34541,0.012866,1.126e+05,3717.2,0,6.7585e-06,3.5352,245.84,6.7051,0,253.02,10019,-1.2854e+06,0,0,0,97.603,9.4325,0,,18.348,10.248,0,0
0.33886,0.012956,1.1051e+05,3719.8,0,6.7296e-06,3.5449,241.4,6.5884,0,256.58,9782.7,-1.2888e+06,0,0,0,97.195,9.8579,0,,18.421,10.321,0,0
0.33311,0.013129,1.0861e+05,3724.5,0,6.7226e-06,3.5466,237.3,6.4454,0,260.93,9608.1,-1.2913e+06,0,0,0,97.098,10.407,0,,18.494,10.394,0,0
0.32736,0.013302,1.0671e+05,3729.1,0,6.7156e-06,3.5484,233.2,6.3024,0,265.28,9433.6,-1.2938e+06,0,0,0,97,10.957,0,,18.567,10.467,0,0
0.32161,0.013475,1.0481e+05,3733.8,0,6.7087e-06,3.5501,229.1,6.1594,0,269.63,9259,-1.2963e+06,0,0,0,96.903,11.506,0,,18.64,10.54,0,0
0.31586,0.013647,1.0291e+05,3738.4,0,6.7017e-06,3.5518,225,6.0164,0,273.99,9084.4,-1.2988e+06,0,0,0,96.805,12.056,0,,18.714,10.614,0,0
0.31011,0.01382,1.0101e+05,3743,0,6.6947e-06,3.5535,220.9,5.8735,0,278.34,8909.8,-1.3013e+06,0,0,0,96.708,12.605,0,,18.787,10.687,0,0
0.30436,0.013993,99112,3747.7,0,6.6877e-06,3.5553,216.8,5.7305,0,282.69,8735.3,-1.3038e+06,0,0,0,96.61,13.155,0,,18.86,10.76,0,0
0.29861,0.014166,97213,3752.3,0,6.6808e-06,3.557,212.7,5.5875,0,287.05,8560.7,-1.3063e+06,0,0,0,96.513,13.704,0,,18.933,10.833,0,0
0.29331,0.014392,95453,3756.5,0,6.6733e-06,3.5588,208.92,5.4375,0,291.35,8398.3,-1.3086e+06,0,0,0,96.408,14.297,0,,19.006,10.906,0,0
0.29372,0.015304,95481,3754.5,0,6.6587e-06,3.5611,209.13,5.1979,0,295.05,8392.1,-1.3087e+06,0,0,0,96.205,15.449,0,,19.079,10.979,0,0
0.29412,0.016216,95509,3752.5,0,6.6442e-06,3.5635,209.34,4.9582,0,298.74,8385.9,-1.3088e+06,0,0,0,96.002,16.601,0,,19.152,11.052,0,0
0.29453,0.017129,95537,3750.5,0,6.6296e-06,3.5658,209.55,4.7186,0,302.44,8379.7,-1.3089e+06,0,0,0,95.799,17.752,0,,19.225,11.125,0,0
0.29494,0.018041,95565,3748.5,0,6.6151e-06,3.5681,209.76,4.4789,0,306.14,8373.6,-1.3089e+06,0,0,0,95.597,18.904,0,,19.298,11.198,0,0
0.29535,0.018953,95594,3746.5,0,6.6006e-06,3.5705,209.97,4.2393,0,309.83,8367.4,-1.309e+06,0,0,0,95.394,20.055,0,,19.372,11.271,0,0
0.29576,0.019866,95622,3744.5,0,6.586e-06,3.5728,210.18,3.9996,0,313.53,8361.2,-1.3091e+06,0,0,0,95.191,21.207,0,,19.445,11.345,0,0
0.29617,0.020778,95650,3742.5,0,6.5715e-06,3.5752,210.39,3.76,0,317.23,8355,-1.3092e+06,0,0,0,94.988,22.359,0,,19.518,11.418,0,0
0.29657,0.02169,95678,3740.6,0,6.557e-06,3.5775,210.6,3.5203,0,320.92,8348.8,-1.3093e+06,0,0,0,94.785,23.51,0,,19.591,11.491,0,0
0.30009,0.023493,96558,3739.9,0,6.5815e-06,3.5646,212.6,3.0281,0,326.54,8486.2,-1.3073e+06,0,0,0,95.132,25.568,0,,19.664,11.564,0,0
0.30697,0.026262,98364,3740.7,0,6.6486e-06,3.535,216.54,2.2616,0,334.24,8779.4,-1.3032e+06,0,0,0,96.074,28.609,0,,19.737,11.637,0,0
0.31385,0.029031,1.0017e+05,3741.5,0,6.7157e-06,3.5054,220.48,1.495,0,341.93,9072.5,-1.299e+06,0,0,0,97.016,31.65,0,,19.81,11.71,0,0
0.32073,0.0318,1.0198e+05,3742.4,0,6.7828e-06,3.4758,224.41,0.72853,0,349.63,9365.7,-1.2948e+06,0,0,0,97.958,34.69,0,,19.883,11.783,0,0
0.32761,0.03457,1.0378e+05,3743.2,0,6.8499e-06,3.4462,228.35,-0.037996,0,357.33,9658.9,-1.2906e+06,0,0,0,98.9,37.731,0,,19.956,11.856,0,0
0.33449,0.037339,1.0559e+05,3744,0,6.917e-06,3.4165,232.29,-0.80452,0,365.02,9952,-1.2864e+06,0,0,0,99.843,40.772,0,,20.029,11.929,0,0
0.34137,0.040108,1.074e+05,3744.8,0,6.9841e-06,3.3869,236.23,-1.571,0,372.72,10245,-1.2822e+06,0,0,0,100.78,43.813,0,,20.103,12.002,0,0
0.34825,0.042877,1.092e+05,3745.6,0,7.0511e-06,3.3573,240.17,-2.3376,0,380.42,10538,-1.278e+06,0,0,0,101.73,46.854,0,,20.176,12.076,0,0
0.35513,0.045647,1.1101e+05,3746.4,0,7.1182e-06,3.3277,244.1,-3.1041,0,388.12,10832,-1.2738e+06,0,0,0,102.67,49.895,0,,20.249,12.149,0,0
