"Density","Energy","Heat_Flux","Laminar_Viscosity","Mach","Momentum:0","Momentum:1","Momentum:2","Pressure","Pressure_Coefficient","Skin_Friction_Coefficient:0","Skin_Friction_Coefficient:1","Skin_Friction_Coefficient:2","Temperature","Y_Plus","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
7.7429,1.9614e+06,0,2.0089e-05,0.24776,716.42,0.54688,0,7.7132e+05,9.5245e+18,0,0,0,335.41,0,,0,-8.1,0,0
7.7411,1.961e+06,0,2.0088e-05,0.24841,718.11,0.14961,0,7.7109e+05,9.5213e+18,0,0,0,335.38,0,,0.0731,-8.0269,0,0
7.7394,1.9606e+06,0,2.0087e-05,0.24906,719.8,-0.24766,0,7.7086e+05,9.5181e+18,0,0,0,335.36,0,,0.1462,-7.9538,0,0
7.7376,1.9602e+06,0,2.0086e-05,0.24971,721.49,-0.64493,0,7.7063e+05,9.5148e+18,0,0,0,335.34,0,,0.2193,-7.8807,0,0
7.7358,1.9598e+06,0,2.0085e-05,0.25036,723.18,-1.0422,0,7.7041e+05,9.5116e+18,0,0,0,335.32,0,,0.2924,-7.8076,0,0
7.734,1.9594e+06,0,2.0084e-05,0.25101,724.86,-1.4395,0,7.7018e+05,9.5084e+18,0,0,0,335.3,0,,0.3655,-7.7345,0,0
7.7322,1.959e+06,0,2.0083e-05,0.25166,726.55,-1.8367,0,7.6995e+05,9.5052e+18,0,0,0,335.28,0,,0.4386,-7.6614,0,0
7.7302,1.9586e+06,0,2.0082e-05,0.25243,728.55,-2.1957,0,7.697e+05,9.5015e+18,0,0,0,335.25,0,,0.5117,-7.5883,0,0
7.7271,1.9579e+06,0,2.008e-05,0.25377,732.08,-2.3677,0,7.693e+05,9.4958e+18,0,0,0,335.21,0,,0.5848,-7.5152,0,0
7.7241,1.9573e+06,0,2.0078e-05,0.25511,735.61,-2.5397,0,7.689e+05,9.4902e+18,0,0,0,335.17,0,,0.6579,-7.4421,0,0
7.721,1.9566e+06,0,2.0076e-05,0.25646,739.14,-2.7117,0,7.685e+05,9.4845e+18,0,0,0,335.13,0,,0.731,-7.369,0,0
7.7161,1.9555e+06,0,2.0073e-05,0.25806,743.23,-3.1775,0,7.6787e+05,9.4756e+18,0,0,0,335.07,0,,0.8041,-7.2959,0,0
7.7106,1.9542e+06,0,2.007e-05,0.25977,747.52,-3.7479,0,7.6716e+05,9.4656e+18,0,0,0,335,0,,0.8772,-7.2228,0,0
7.7051,1.9528e+06,0,2.0067e-05,0.26147,751.81,-4.3183,0,7.6646e+05,9.4555e+18,0,0,0,334.93,0,,0.9503,-7.1497,0,0
7.7001,1.9517e+06,0,2.0064e-05,0.26343,756.87,-4.6743,0,7.6579e+05,9.4461e+18,0,0,0,334.86,0,,1.0234,-7.0766,0,0
7.6963,1.951e+06,0,2.006e-05,0.26598,763.71,-4.541,0,7.6523e+05,9.4381e+18,0,0,0,334.77,0,,1.0965,-7.0035,0,0
7.6926,1.9503e+06,0,2.0056e-05,0.26852,770.55,-4.4076,0,7.6466e+05,9.43e+18,0,0,0,334.69,0,,1.1696,-6.9304,0,0
7.6888,1.9495e+06,0,2.0053e-05,0.27107,777.39,-4.2743,0,7.641e+05,9.422e+18,0,0,0,334.61,0,,1.2427,-6.8573,0,0
7.6822,1.9481e+06,0,2.0048e-05,0.27405,785.1,-4.2185,0,7.6318e+05,9.4089e+18,0,0,0,334.49,0,,1.3158,-6.7842,0,0
7.6751,1.9465e+06,0,2.0042e-05,0.2771,792.96,-4.176,0,7.622e+05,9.395e+18,0,0,0,334.37,0,,1.3889,-6.7111,0,0
7.6679,1.9449e+06,0,2.0037e-05,0.28015,800.83,-4.1335,0,7.6121e+05,9.3811e+18,0,0,0,334.25,0,,1.462,-6.638,0,0
7.6605,1.9432e+06,0,2.0031e-05,0.2835,809.46,-4.0478,0,7.6018e+05,9.3664e+18,0,0,0,334.12,0,,1.5351,-6.5649,0,0
7.6525,1.9415e+06,0,2.0025e-05,0.28728,819.22,-3.8978,0,7.5908e+05,9.3507e+18,0,0,0,333.98,0,,1.6082,-6.4918,0,0
7.6429,1.9395e+06,0,2.0018e-05,0.29144,829.84,-3.8383,0,7.5776e+05,9.332e+18,0,0,0,333.83,0,,1.6813,-6.4187,0,0
7.6323,1.9372e+06,0,2.001e-05,0.2958,840.9,-3.8252,0,7.5634e+05,9.3118e+18,0,0,0,333.66,0,,1.7544,-6.3456,0,0
7.6224,1.935e+06,0,2.0003e-05,0.29972,850.71,-3.7229,0,7.55e+05,9.2929e+18,0,0,0,333.51,0,,1.8275,-6.2725,0,0
7.6126,1.9329e+06,0,1.9996e-05,0.30371,860.75,-3.6174,0,7.5368e+05,9.274e+18,0,0,0,333.35,0,,1.9006,-6.1994,0,0
7.6034,1.9309e+06,0,1.9988e-05,0.30827,872.36,-3.534,0,7.5235e+05,9.2552e+18,0,0,0,333.17,0,,1.9737,-6.1263,0,0
7.5925,1.9286e+06,0,1.9979e-05,0.31309,884.46,-3.4814,0,7.5084e+05,9.2337e+18,0,0,0,332.97,0,,2.0468,-6.0532,0,0
7.5795,1.9258e+06,0,1.997e-05,0.31825,897.22,-3.4689,0,7.4907e+05,9.2087e+18,0,0,0,332.76,0,,2.1199,-5.9801,0,0
7.567,1.9231e+06,0,1.996e-05,0.32348,910.16,-3.4402,0,7.4735e+05,9.1842e+18,0,0,0,332.54,0,,2.193,-5.907,0,0
7.5546,1.9205e+06,0,1.995e-05,0.32874,923.19,-3.4041,0,7.4564e+05,9.1599e+18,0,0,0,332.32,0,,2.2661,-5.8339,0,0
7.5406,1.9175e+06,0,1.9938e-05,0.33489,938.32,-3.1287,0,7.4366e+05,9.1318e+18,0,0,0,332.06,0,,2.3392,-5.7608,0,0
7.5234,1.9138e+06,0,1.9926e-05,0.3413,953.69,-3.4691,0,7.4133e+05,9.0987e+18,0,0,0,331.78,0,,2.4123,-5.6877,0,0
7.5075,1.9104e+06,0,1.9914e-05,0.34735,968.16,-3.5473,0,7.3918e+05,9.0681e+18,0,0,0,331.51,0,,2.4854,-5.6146,0,0
7.491,1.9068e+06,0,1.99e-05,0.35375,983.41,-3.5933,0,7.369e+05,9.0358e+18,0,0,0,331.22,0,,2.5585,-5.5415,0,0
7.4737,1.903e+06,0,1.9887e-05,0.36015,998.41,-3.6177,0,7.3453e+05,9.0021e+18,0,0,0,330.91,0,,2.6316,-5.4684,0,0
7.4549,1.899e+06,0,1.9871e-05,0.36737,1015.3,-3.6206,0,7.3193e+05,8.9652e+18,0,0,0,330.58,0,,2.7047,-5.3953,0,0
7.4349,1.8947e+06,0,1.9855e-05,0.3748,1032.5,-3.6051,0,7.2918e+05,8.9262e+18,0,0,0,330.22,0,,2.7778,-5.3222,0,0
7.4164,1.8907e+06,0,1.9841e-05,0.3815,1047.9,-3.4084,0,7.2665e+05,8.8902e+18,0,0,0,329.89,0,,2.8509,-5.2491,0,0
7.3962,1.8863e+06,0,1.9824e-05,0.38893,1064.8,-3.3801,0,7.2386e+05,8.8505e+18,0,0,0,329.52,0,,2.924,-5.176,0,0
7.3731,1.8813e+06,0,1.9805e-05,0.39712,1083.1,-3.3509,0,7.2069e+05,8.8055e+18,0,0,0,329.11,0,,2.9971,-5.1029,0,0
7.3494,1.8761e+06,0,1.9786e-05,0.4052,1100.9,-3.3412,0,7.1747e+05,8.7598e+18,0,0,0,328.69,0,,3.0702,-5.0298,0,0
7.3257,1.871e+06,0,1.9767e-05,0.41337,1118.8,-3.3263,0,7.1423e+05,8.7139e+18,0,0,0,328.27,0,,3.1433,-4.9567,0,0
7.3,1.8655e+06,0,1.9747e-05,0.42207,1137.5,-3.341,0,7.1073e+05,8.6642e+18,0,0,0,327.81,0,,3.2164,-4.8836,0,0
7.2737,1.8598e+06,0,1.9725e-05,0.43081,1156.1,-3.3597,0,7.0715e+05,8.6134e+18,0,0,0,327.34,0,,3.2895,-4.8105,0,0
7.2455,1.8536e+06,0,1.9702e-05,0.44,1175.2,-3.3387,0,7.0333e+05,8.5591e+18,0,0,0,326.84,0,,3.3626,-4.7374,0,0
7.2174,1.8475e+06,0,1.9679e-05,0.44926,1194.4,-3.2719,0,6.9948e+05,8.5044e+18,0,0,0,326.32,0,,3.4357,-4.6643,0,0
7.187,1.8409e+06,0,1.9654e-05,0.45889,1213.8,-3.2348,0,6.9535e+05,8.4458e+18,0,0,0,325.76,0,,3.5088,-4.5912,0,0
7.1563,1.8342e+06,0,1.9628e-05,0.46857,1233,-3.1634,0,6.9119e+05,8.3867e+18,0,0,0,325.2,0,,3.5819,-4.5181,0,0
7.1243,1.8272e+06,0,1.9601e-05,0.47847,1252.3,-3.1272,0,6.8686e+05,8.3251e+18,0,0,0,324.62,0,,3.655,-4.445,0,0
7.091,1.8199e+06,0,1.9574e-05,0.48851,1271.4,-3.0975,0,6.8238e+05,8.2616e+18,0,0,0,324.01,0,,3.7281,-4.3719,0,0
7.0575,1.8127e+06,0,1.9546e-05,0.49866,1290.5,-3.064,0,6.7786e+05,8.1974e+18,0,0,0,323.4,0,,3.8012,-4.2988,0,0
7.0221,1.8049e+06,0,1.9516e-05,0.50921,1309.9,-2.4979,0,6.731e+05,8.1298e+18,0,0,0,322.74,0,,3.8743,-4.2257,0,0
6.9861,1.7971e+06,0,1.9486e-05,0.51987,1329.1,-2.0002,0,6.6828e+05,8.0614e+18,0,0,0,322.08,0,,3.9474,-4.1526,0,0
6.9457,1.7883e+06,0,1.9452e-05,0.5315,1349.4,-1.8893,0,6.6288e+05,7.9847e+18,0,0,0,321.34,0,,4.0205,-4.0795,0,0
6.9056,1.7795e+06,0,1.9418e-05,0.54302,1369.1,-1.8198,0,6.5752e+05,7.9086e+18,0,0,0,320.59,0,,4.0936,-4.0064,0,0
6.864,1.7704e+06,0,1.9382e-05,0.55474,1388.5,-1.8037,0,6.5197e+05,7.8297e+18,0,0,0,319.81,0,,4.1667,-3.9333,0,0
6.821,1.7609e+06,0,1.9345e-05,0.56667,1407.7,-1.7926,0,6.4626e+05,7.7486e+18,0,0,0,319.01,0,,4.2398,-3.8602,0,0
6.7764,1.7511e+06,0,1.9307e-05,0.57892,1426.9,-1.7821,0,6.4035e+05,7.6647e+18,0,0,0,318.17,0,,4.3129,-3.7871,0,0
6.7313,1.7411e+06,0,1.9268e-05,0.59102,1445.1,-1.7671,0,6.344e+05,7.5803e+18,0,0,0,317.33,0,,4.386,-3.714,0,0
6.6844,1.7308e+06,0,1.9227e-05,0.60365,1463.6,-1.7051,0,6.2821e+05,7.4923e+18,0,0,0,316.44,0,,4.4591,-3.6409,0,0
6.6362,1.72e+06,0,1.9185e-05,0.6163,1481.4,-1.6351,0,6.2188e+05,7.4025e+18,0,0,0,315.52,0,,4.5322,-3.5678,0,0
6.5871,1.7092e+06,0,1.9141e-05,0.62922,1499,-1.5698,0,6.1544e+05,7.311e+18,0,0,0,314.58,0,,4.6053,-3.4947,0,0
6.5363,1.6979e+06,0,1.9096e-05,0.64242,1516.3,-1.5157,0,6.088e+05,7.2167e+18,0,0,0,313.61,0,,4.6784,-3.4216,0,0
6.4843,1.6863e+06,0,1.905e-05,0.65576,1533,-1.4827,0,6.0204e+05,7.1207e+18,0,0,0,312.61,0,,4.7515,-3.3485,0,0
6.4311,1.6745e+06,0,1.9002e-05,0.66931,1549.3,-1.4518,0,5.9513e+05,7.0226e+18,0,0,0,311.58,0,,4.8246,-3.2754,0,0
6.3767,1.6623e+06,0,1.8953e-05,0.68304,1565,-1.4241,0,5.8809e+05,6.9226e+18,0,0,0,310.52,0,,4.8977,-3.2023,0,0
6.3211,1.6498e+06,0,1.8902e-05,0.69694,1580.2,-1.4021,0,5.8092e+05,6.8207e+18,0,0,0,309.43,0,,4.9708,-3.1292,0,0
6.2643,1.637e+06,0,1.885e-05,0.71099,1594.7,-1.382,0,5.7363e+05,6.7172e+18,0,0,0,308.32,0,,5.0439,-3.0561,0,0
6.207,1.6241e+06,0,1.8797e-05,0.72507,1608.4,-1.3805,0,5.663e+05,6.6132e+18,0,0,0,307.19,0,,5.117,-2.983,0,0
6.1479,1.6109e+06,0,1.8743e-05,0.73955,1621.8,-1.1373,0,5.5877e+05,6.5063e+18,0,0,0,306.02,0,,5.1901,-2.9099,0,0
6.0885,1.5974e+06,0,1.8687e-05,0.75399,1634.4,-1.1512,0,5.5123e+05,6.3992e+18,0,0,0,304.83,0,,5.2632,-2.8368,0,0
