,Density,Eddy_Viscosity,Energy,Heat_Flux,Laminar_Viscosity,Mach,Momentum:0,Momentum:1,Momentum:2,Omega,Pressure,Pressure_Coefficient,Skin_Friction_Coefficient:0,Skin_Friction_Coefficient:1,Skin_Friction_Coefficient:2,Temperature,Turb_Kin_Energy,Y_Plus,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2,Ptot,Z
0,7.7627,0.00019789,1965800.0,0,2.0108e-05,0.23497,681.6,2.3698,0,903070.0,774270.0,-45951.0,0,0,0,335.83,23.021,0,,0.0,-0.0081,0,0,804710.629694687,1.0005048843733204
1,7.7604,0.00019721,1965200.0,0,2.0106e-05,0.23581,683.77,1.5913,0,867830.0,773940.0,-46527.0,0,0,0,335.79,22.07,0,,7.31e-05,-0.0080269,0,0,804702.1151298956,1.0005030786874294
2,7.758,0.00019654,1964500.0,0,2.0104e-05,0.23664,685.95,0.81292,0,832600.0,773620.0,-47104.0,0,0,0,335.75,21.119,0,,0.0001462,-0.0079538,0,0,804704.0276042703,1.0005012813191843
3,7.7557,0.00019587,1963900.0,0,2.0102e-05,0.23748,688.12,0.034497,0,797360.0,773300.0,-47681.0,0,0,0,335.71,20.168,0,,0.0002193,-0.0078807,0,0,804705.8407449618,1.0004994844158237
4,7.7534,0.0001952,1963300.0,0,2.01e-05,0.23831,690.29,-0.74392,0,762120.0,772980.0,-48258.0,0,0,0,335.67,19.217,0,,0.0002924,-0.0078076,0,0,804707.5544519054,1.0004976879779115
5,7.7511,0.00019452,1962700.0,0,2.0099e-05,0.23915,692.47,-1.5223,0,726880.0,772650.0,-48834.0,0,0,0,335.63,18.266,0,,0.0003655,-0.0077345,0,0,804698.6205356779,1.0004958842562401
6,7.7488,0.00019385,1962100.0,0,2.0097e-05,0.23998,694.64,-2.3008,0,691640.0,772330.0,-49411.0,0,0,0,335.59,17.316,0,,0.0004386,-0.0076614,0,0,804700.1306764085,1.0004940887716562
7,7.7467,0.00019325,1961600.0,0,2.0095e-05,0.24096,697.25,-2.907,0,661390.0,772040.0,-49936.0,0,0,0,335.55,16.5,0,,0.0005117,-0.0075883,0,0,804733.2115779048,1.0004923168791915
8,7.7455,0.00019288,1961500.0,0,2.0094e-05,0.24239,701.23,-2.9778,0,646660.0,771830.0,-50300.0,0,0,0,335.52,16.108,0,,0.0005848,-0.0075152,0,0,804765.8940746976,1.0004909939548927
9,7.7443,0.00019251,1961300.0,0,2.0092e-05,0.24382,705.2,-3.0485,0,631930.0,771630.0,-50663.0,0,0,0,335.48,15.715,0,,0.0006579,-0.0074421,0,0,804893.930321004,1.000489291699898
10,7.7431,0.00019213,1961200.0,0,2.009e-05,0.24524,709.18,-3.1192,0,617200.0,771430.0,-51027.0,0,0,0,335.45,15.322,0,,0.000731,-0.007369,0,0,804937.1218752839,1.000487976706205
11,7.7419,0.00019176,1961000.0,0,2.0089e-05,0.24667,713.15,-3.19,0,602470.0,771220.0,-51390.0,0,0,0,335.41,14.93,0,,0.0008041,-0.0072959,0,0,805054.573527181,1.0004862668725618
12,7.7406,0.00019139,1960900.0,0,2.0087e-05,0.2481,717.13,-3.2607,0,587740.0,771020.0,-51754.0,0,0,0,335.38,14.537,0,,0.0008772,-0.0072228,0,0,805097.713868789,1.0004849521172754
13,7.7394,0.00019102,1960700.0,0,2.0086e-05,0.24952,721.1,-3.3314,0,573010.0,770810.0,-52117.0,0,0,0,335.34,14.144,0,,0.0009503,-0.0071497,0,0,805215.1409380235,1.0004832423986847
14,7.7352,0.00019055,1959800.0,0,2.0082e-05,0.25152,726.4,-3.4365,0,557810.0,770230.0,-53152.0,0,0,0,335.27,13.742,0,,0.0010234,-0.0070766,0,0,805195.6412482201,1.0004800896816066
15,7.7279,0.00018999,1958000.0,0,2.0078e-05,0.25412,733.08,-3.5779,0,542120.0,769260.0,-54895.0,0,0,0,335.16,13.33,0,,0.0010965,-0.0070035,0,0,805102.2304770766,1.0004750946553036
16,7.7206,0.00018943,1956300.0,0,2.0073e-05,0.25672,739.77,-3.7193,0,526430.0,768280.0,-56639.0,0,0,0,335.05,12.918,0,,0.0011696,-0.0069304,0,0,804997.2280073457,1.0004700967915343
