,Density,Eddy_Viscosity,Energy,Heat_Flux,Laminar_Viscosity,Mach,Momentum:0,Momentum:1,Momentum:2,Omega,Pressure,Pressure_Coefficient,Skin_Friction_Coefficient:0,Skin_Friction_Coefficient:1,Skin_Friction_Coefficient:2,Temperature,Turb_Kin_Energy,Y_Plus,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2,Ptot,Z
0,7.7624,0.00019796,1965700.0,0,2.0106e-05,0.23583,684.04,2.1016,0,914640.0,774160.0,-46150.0,0,0,0,335.8,23.325,0,,0.0,-0.0081,0,0,804849.0352607818,1.0005036378346042
1,7.7602,0.00019728,1965100.0,0,2.0104e-05,0.23667,686.21,1.3685,0,878740.0,773850.0,-46698.0,0,0,0,335.76,22.356,0,,7.31e-05,-0.0080269,0,0,804861.5675735322,1.0005018478781806
2,7.758,0.00019661,1964600.0,0,2.0103e-05,0.2375,688.39,0.63536,0,842840.0,773540.0,-47246.0,0,0,0,335.72,21.387,0,,0.0001462,-0.0079538,0,0,804874.0093533131,1.000500058344977
3,7.7557,0.00019593,1964000.0,0,2.0101e-05,0.23833,690.57,-0.097748,0,806940.0,773240.0,-47794.0,0,0,0,335.69,20.417,0,,0.0002193,-0.0078807,0,0,804812.1255418672,1.0004986639491191
4,7.7535,0.00019525,1963400.0,0,2.0099e-05,0.23917,692.74,-0.83084,0,771040.0,772930.0,-48341.0,0,0,0,335.65,19.448,0,,0.0002924,-0.0078076,0,0,804824.3791207916,1.0004968752974557
5,7.7513,0.00019458,1962900.0,0,2.0098e-05,0.24,694.92,-1.5639,0,735140.0,772620.0,-48889.0,0,0,0,335.61,18.479,0,,0.0003655,-0.0077345,0,0,804836.5418764061,1.0004950870705467
6,7.7491,0.0001939,1962300.0,0,2.0096e-05,0.24083,697.1,-2.297,0,699240.0,772320.0,-49437.0,0,0,0,335.57,17.509,0,,0.0004386,-0.0076614,0,0,804859.1683952969,1.0004933069880693
7,7.747,0.00019329,1961800.0,0,2.0094e-05,0.24181,699.69,-2.8805,0,668420.0,772020.0,-49963.0,0,0,0,335.54,16.679,0,,0.0005117,-0.0075883,0,0,804796.8995325299,1.0004919144020528
8,7.7453,0.0001929,1961500.0,0,2.0093e-05,0.24322,703.58,-2.9983,0,653430.0,771760.0,-50421.0,0,0,0,335.5,16.279,0,,0.0005848,-0.0075152,0,0,804861.5985476229,1.0004901658788934
9,7.7436,0.00019252,1961200.0,0,2.0091e-05,0.24463,707.46,-3.1162,0,638430.0,771510.0,-50879.0,0,0,0,335.46,15.879,0,,0.0006579,-0.0074421,0,0,804936.8170272614,1.0004884252383055
