,Density,Energy,Heat_Flux,Laminar_Viscosity,Mach,Momentum:0,Momentum:1,Momentum:2,Pressure,Pressure_Coefficient,Skin_Friction_Coefficient:0,Skin_Friction_Coefficient:1,Skin_Friction_Coefficient:2,Temperature,Y_Plus,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2,Ptot,Z
11,7.7161,1955500.0,0,2.0073e-05,0.25806,743.23,-3.1775,0,767870.0,9.4756e+18,0,0,0,335.07,0,,0.8041,-7.2959,0,0,804522.5401990326,1.0004705664529303
12,7.7106,1954200.0,0,2.007e-05,0.25977,747.52,-3.7479,0,767160.0,9.4656e+18,0,0,0,335.0,0,,0.8772,-7.2228,0,0,804273.5364557959,1.0004673259915697
13,7.7051,1952800.0,0,2.0067e-05,0.26147,751.81,-4.3183,0,766460.0,9.4555e+18,0,0,0,334.93,0,,0.9503,-7.1497,0,0,804034.6671133129,1.000464095476866
14,7.7001,1951700.0,0,2.0064e-05,0.26343,756.87,-4.6743,0,765790.0,9.4461e+18,0,0,0,334.86,0,,1.0234,-7.0766,0,0,803906.3355354803,1.0004608894943259
15,7.6963,1951000.0,0,2.006e-05,0.26598,763.71,-4.541,0,765230.0,9.4381e+18,0,0,0,334.77,0,,1.0965,-7.0035,0,0,804072.3463148174,1.0004569908747303
16,7.6926,1950300.0,0,2.0056e-05,0.26852,770.55,-4.4076,0,764660.0,9.43e+18,0,0,0,334.69,0,,1.1696,-6.9304,0,0,804231.4831205959,1.0004534737938622
17,7.6888,1949500.0,0,2.0053e-05,0.27107,777.39,-4.2743,0,764100.0,9.422e+18,0,0,0,334.61,0,,1.2427,-6.8573,0,0,804410.7590702478,1.0004499652649814
18,7.6822,1948100.0,0,2.0048e-05,0.27405,785.1,-4.2185,0,763180.0,9.4089e+18,0,0,0,334.49,0,,1.3158,-6.7842,0,0,804348.718069577,1.000444647601812
19,7.6751,1946500.0,0,2.0042e-05,0.2771,792.96,-4.176,0,762200.0,9.395e+18,0,0,0,334.37,0,,1.3889,-6.7111,0,0,804253.4333374304,1.000439291244022
20,7.6679,1944900.0,0,2.0037e-05,0.28015,800.83,-4.1335,0,761210.0,9.3811e+18,0,0,0,334.25,0,,1.462,-6.638,0,0,804156.3104317933,1.000433932478564
21,7.6605,1943200.0,0,2.0031e-05,0.2835,809.46,-4.0478,0,760180.0,9.3664e+18,0,0,0,334.12,0,,1.5351,-6.5649,0,0,804120.3633103948,1.000428162093708
22,7.6525,1941500.0,0,2.0025e-05,0.28728,819.22,-3.8978,0,759080.0,9.3507e+18,0,0,0,333.98,0,,1.6082,-6.4918,0,0,804158.4783454126,1.0004219598070483
23,7.6429,1939500.0,0,2.0018e-05,0.29144,829.84,-3.8383,0,757760.0,9.332e+18,0,0,0,333.83,0,,1.6813,-6.4187,0,0,804100.0872188017,1.000415224615865
24,7.6323,1937200.0,0,2.001e-05,0.2958,840.9,-3.8252,0,756340.0,9.3118e+18,0,0,0,333.66,0,,1.7544,-6.3456,0,0,804017.3881631994,1.0004076531192565
25,7.6224,1935000.0,0,2.0003e-05,0.29972,850.71,-3.7229,0,755000.0,9.2929e+18,0,0,0,333.51,0,,1.8275,-6.2725,0,0,803890.5951258496,1.0004009229788875
26,7.6126,1932900.0,0,1.9996e-05,0.30371,860.75,-3.6174,0,753680.0,9.274e+18,0,0,0,333.35,0,,1.9006,-6.1994,0,0,803822.7385209196,1.0003938259389122
27,7.6034,1930900.0,0,1.9988e-05,0.30827,872.36,-3.534,0,752350.0,9.2552e+18,0,0,0,333.17,0,,1.9737,-6.1263,0,0,803953.9287264283,1.0003859521484646
28,7.5925,1928600.0,0,1.9979e-05,0.31309,884.46,-3.4814,0,750840.0,9.2337e+18,0,0,0,332.97,0,,2.0468,-6.0532,0,0,804002.448693442,1.0003771925146632
29,7.5795,1925800.0,0,1.997e-05,0.31825,897.22,-3.4689,0,749070.0,9.2087e+18,0,0,0,332.76,0,,2.1199,-5.9801,0,0,803913.4197480646,1.0003678914693779
30,7.567,1923100.0,0,1.996e-05,0.32348,910.16,-3.4402,0,747350.0,9.1842e+18,0,0,0,332.54,0,,2.193,-5.907,0,0,803927.1695541047,1.0003582468328664
31,7.5546,1920500.0,0,1.995e-05,0.32874,923.19,-3.4041,0,745640.0,9.1599e+18,0,0,0,332.32,0,,2.2661,-5.8339,0,0,803987.4145643855,1.0003486227394183
32,7.5406,1917500.0,0,1.9938e-05,0.33489,938.32,-3.1287,0,743660.0,9.1318e+18,0,0,0,332.06,0,,2.3392,-5.7608,0,0,804110.5769852648,1.0003372913350441
33,7.5234,1913800.0,0,1.9926e-05,0.3413,953.69,-3.4691,0,741330.0,9.0987e+18,0,0,0,331.78,0,,2.4123,-5.6877,0,0,803986.4813160475,1.000324996994835
34,7.5075,1910400.0,0,1.9914e-05,0.34735,968.16,-3.5473,0,739180.0,9.0681e+18,0,0,0,331.51,0,,2.4854,-5.6146,0,0,803955.2787311252,1.000313222390112
35,7.491,1906800.0,0,1.99e-05,0.35375,983.41,-3.5933,0,736900.0,9.0358e+18,0,0,0,331.22,0,,2.5585,-5.5415,0,0,803950.5960669537,1.000300617845788
36,7.4737,1903000.0,0,1.9887e-05,0.36015,998.41,-3.6177,0,734530.0,9.0021e+18,0,0,0,330.91,0,,2.6316,-5.4684,0,0,803882.6049716163,1.0002872086830983
37,7.4549,1899000.0,0,1.9871e-05,0.36737,1015.3,-3.6206,0,731930.0,8.9652e+18,0,0,0,330.58,0,,2.7047,-5.3953,0,0,803928.1349391248,1.000272926884843
38,7.4349,1894700.0,0,1.9855e-05,0.3748,1032.5,-3.6051,0,729180.0,8.9262e+18,0,0,0,330.22,0,,2.7778,-5.3222,0,0,803939.0526469765,1.0002574289779418
39,7.4164,1890700.0,0,1.9841e-05,0.3815,1047.9,-3.4084,0,726650.0,8.8902e+18,0,0,0,329.89,0,,2.8509,-5.2491,0,0,803932.6680284342,1.0002432526892269
40,7.3962,1886300.0,0,1.9824e-05,0.38893,1064.8,-3.3801,0,723860.0,8.8505e+18,0,0,0,329.52,0,,2.924,-5.176,0,0,803985.8935910054,1.0002274187635776
41,7.3731,1881300.0,0,1.9805e-05,0.39712,1083.1,-3.3509,0,720690.0,8.8055e+18,0,0,0,329.11,0,,2.9971,-5.1029,0,0,803991.0295770402,1.0002098876024557
42,7.3494,1876100.0,0,1.9786e-05,0.4052,1100.9,-3.3412,0,717470.0,8.7598e+18,0,0,0,328.69,0,,3.0702,-5.0298,0,0,803944.5554048071,1.0001919960106558
43,7.3257,1871000.0,0,1.9767e-05,0.41337,1118.8,-3.3263,0,714230.0,8.7139e+18,0,0,0,328.27,0,,3.1433,-4.9567,0,0,803966.8329000645,1.0001741533021218
44,7.3,1865500.0,0,1.9747e-05,0.42207,1137.5,-3.341,0,710730.0,8.6642e+18,0,0,0,327.81,0,,3.2164,-4.8836,0,0,803990.7093941965,1.0001546947819318
45,7.2737,1859800.0,0,1.9725e-05,0.43081,1156.1,-3.3597,0,707150.0,8.6134e+18,0,0,0,327.34,0,,3.2895,-4.8105,0,0,803999.6143655467,1.0001348822145883
46,7.2455,1853600.0,0,1.9702e-05,0.44,1175.2,-3.3387,0,703330.0,8.5591e+18,0,0,0,326.84,0,,3.3626,-4.7374,0,0,804006.1831578661,1.0001138809202361
47,7.2174,1847500.0,0,1.9679e-05,0.44926,1194.4,-3.2719,0,699480.0,8.5044e+18,0,0,0,326.32,0,,3.4357,-4.6643,0,0,804073.5743997904,1.0000921602952717
48,7.187,1840900.0,0,1.9654e-05,0.45889,1213.8,-3.2348,0,695350.0,8.4458e+18,0,0,0,325.76,0,,3.5088,-4.5912,0,0,804062.6985788608,1.000068866797685
49,7.1563,1834200.0,0,1.9628e-05,0.46857,1233.0,-3.1634,0,691190.0,8.3867e+18,0,0,0,325.2,0,,3.5819,-4.5181,0,0,804106.0594730413,1.0000456657399364
50,7.1243,1827200.0,0,1.9601e-05,0.47847,1252.3,-3.1272,0,686860.0,8.3251e+18,0,0,0,324.62,0,,3.655,-4.445,0,0,804127.6308472601,1.000021740139764
51,7.091,1819900.0,0,1.9574e-05,0.48851,1271.4,-3.0975,0,682380.0,8.2616e+18,0,0,0,324.01,0,,3.7281,-4.3719,0,0,804110.5402160159,0.99999670783583
52,7.0575,1812700.0,0,1.9546e-05,0.49866,1290.5,-3.064,0,677860.0,8.1974e+18,0,0,0,323.4,0,,3.8012,-4.2988,0,0,804168.8414934343,0.9999717935597341
53,7.0221,1804900.0,0,1.9516e-05,0.50921,1309.9,-2.4979,0,673100.0,8.1298e+18,0,0,0,322.74,0,,3.8743,-4.2257,0,0,804223.5684510927,0.9999449859040472
54,6.9861,1797100.0,0,1.9486e-05,0.51987,1329.1,-2.0002,0,668280.0,8.0614e+18,0,0,0,322.08,0,,3.9474,-4.1526,0,0,804334.5026209572,0.9999183184779457
55,6.9457,1788300.0,0,1.9452e-05,0.5315,1349.4,-1.8893,0,662880.0,7.9847e+18,0,0,0,321.34,0,,4.0205,-4.0795,0,0,804360.1971389939,0.9998885949203685
56,6.9056,1779500.0,0,1.9418e-05,0.54302,1369.1,-1.8198,0,657520.0,7.9086e+18,0,0,0,320.59,0,,4.0936,-4.0064,0,0,804446.2705873187,0.9998586537115357
57,6.864,1770400.0,0,1.9382e-05,0.55474,1388.5,-1.8037,0,651970.0,7.8297e+18,0,0,0,319.81,0,,4.1667,-3.9333,0,0,804487.7515633464,0.9998277118079602
58,6.821,1760900.0,0,1.9345e-05,0.56667,1407.7,-1.7926,0,646260.0,7.7486e+18,0,0,0,319.01,0,,4.2398,-3.8602,0,0,804526.6793089058,0.9997961943953252
59,6.7764,1751100.0,0,1.9307e-05,0.57892,1426.9,-1.7821,0,640350.0,7.6647e+18,0,0,0,318.17,0,,4.3129,-3.7871,0,0,804579.9049579067,0.9997633216657419
60,6.7313,1741100.0,0,1.9268e-05,0.59102,1445.1,-1.7671,0,634400.0,7.5803e+18,0,0,0,317.33,0,,4.386,-3.714,0,0,804558.1469164423,0.9997307047567364
61,6.6844,1730800.0,0,1.9227e-05,0.60365,1463.6,-1.7051,0,628210.0,7.4923e+18,0,0,0,316.44,0,,4.4591,-3.6409,0,0,804628.8910723499,0.9996963831711025
62,6.6362,1720000.0,0,1.9185e-05,0.6163,1481.4,-1.6351,0,621880.0,7.4025e+18,0,0,0,315.52,0,,4.5322,-3.5678,0,0,804597.420349021,0.9996611695598321
63,6.5871,1709200.0,0,1.9141e-05,0.62922,1499.0,-1.5698,0,615440.0,7.311e+18,0,0,0,314.58,0,,4.6053,-3.4947,0,0,804660.0066594975,0.999625484929452
64,6.5363,1697900.0,0,1.9096e-05,0.64242,1516.3,-1.5157,0,608800.0,7.2167e+18,0,0,0,313.61,0,,4.6784,-3.4216,0,0,804705.862991502,0.9995889899711143
65,6.4843,1686300.0,0,1.905e-05,0.65576,1533.0,-1.4827,0,602040.0,7.1207e+18,0,0,0,312.61,0,,4.7515,-3.3485,0,0,804744.0430894176,0.999551675172209
66,6.4311,1674500.0,0,1.9002e-05,0.66931,1549.3,-1.4518,0,595130.0,7.0226e+18,0,0,0,311.58,0,,4.8246,-3.2754,0,0,804778.2088169636,0.9995135869941987
67,6.3767,1662300.0,0,1.8953e-05,0.68304,1565.0,-1.4241,0,588090.0,6.9226e+18,0,0,0,310.52,0,,4.8977,-3.2023,0,0,804810.7462598018,0.999474744178264
68,6.3211,1649800.0,0,1.8902e-05,0.69694,1580.2,-1.4021,0,580920.0,6.8207e+18,0,0,0,309.43,0,,4.9708,-3.1292,0,0,804829.9519549246,0.999435178505777
69,6.2643,1637000.0,0,1.885e-05,0.71099,1594.7,-1.382,0,573630.0,6.7172e+18,0,0,0,308.32,0,,5.0439,-3.0561,0,0,804829.7544978815,0.9993953327569035
70,6.207,1624100.0,0,1.8797e-05,0.72507,1608.4,-1.3805,0,566300.0,6.6132e+18,0,0,0,307.19,0,,5.117,-2.983,0,0,804828.7383787498,0.9993551629483852
71,6.1479,1610900.0,0,1.8743e-05,0.73955,1621.8,-1.1373,0,558770.0,6.5063e+18,0,0,0,306.02,0,,5.1901,-2.9099,0,0,804868.381947144,0.9993140235492339
72,6.0885,1597400.0,0,1.8687e-05,0.75399,1634.4,-1.1512,0,551230.0,6.3992e+18,0,0,0,304.83,0,,5.2632,-2.8368,0,0,804886.3510804557,0.9992725866449993
73,6.0277,1583700.0,0,1.863e-05,0.76866,1646.2,-0.83747,0,543540.0,6.29e+18,0,0,0,303.62,0,,5.3363,-2.7637,0,0,804876.5369820679,0.9992310472315199
74,5.9673,1570000.0,0,1.8572e-05,0.78341,1657.6,-0.77976,0,535910.0,6.1816e+18,0,0,0,302.38,0,,5.4094,-2.6906,0,0,805028.6859927506,0.9991887436645815
75,5.9051,1555800.0,0,1.8512e-05,0.79832,1668.0,-0.72885,0,528100.0,6.0707e+18,0,0,0,301.11,0,,5.4825,-2.6175,0,0,805040.0884748468,0.9991460262538104
76,5.8422,1541500.0,0,1.8451e-05,0.81337,1677.8,-0.67441,0,520240.0,5.959e+18,0,0,0,299.82,0,,5.5556,-2.5444,0,0,805081.9891924158,0.9991031805474095
77,5.7784,1526900.0,0,1.8388e-05,0.82857,1686.7,-0.6198,0,512290.0,5.8463e+18,0,0,0,298.51,0,,5.6287,-2.4713,0,0,805093.0558212495,0.9990603078789969
78,5.714,1512200.0,0,1.8325e-05,0.84386,1694.9,-0.56823,0,504320.0,5.733e+18,0,0,0,297.17,0,,5.7018,-2.3982,0,0,805125.3728678067,0.9990168981413202
79,5.6491,1497300.0,0,1.826e-05,0.85926,1702.4,-0.51831,0,496310.0,5.6193e+18,0,0,0,295.81,0,,5.7749,-2.3251,0,0,805156.0179470332,0.998973444399865
80,5.5836,1482200.0,0,1.8195e-05,0.87478,1709.0,-0.47117,0,488260.0,5.505e+18,0,0,0,294.43,0,,5.848,-2.252,0,0,805184.8434280918,0.9989299823075435
81,5.5176,1467000.0,0,1.8128e-05,0.89038,1714.8,-0.42467,0,480200.0,5.3905e+18,0,0,0,293.03,0,,5.9211,-2.1789,0,0,805218.4939547963,0.9988864836378382
82,5.4514,1451700.0,0,1.806e-05,0.90601,1719.8,-0.36243,0,472150.0,5.2763e+18,0,0,0,291.62,0,,5.9942,-2.1058,0,0,805238.714495657,0.9988433663036257
83,5.385,1436300.0,0,1.7991e-05,0.92168,1724.0,-0.28459,0,464120.0,5.1621e+18,0,0,0,290.19,0,,6.0673,-2.0327,0,0,805263.0345048807,0.9988001944491705
84,5.3178,1420700.0,0,1.7921e-05,0.93755,1727.5,-0.21329,0,456030.0,5.0472e+18,0,0,0,288.73,0,,6.1404,-1.9596,0,0,805286.0899487995,0.9987567572520347
85,5.2505,1405000.0,0,1.785e-05,0.95344,1730.1,-0.14896,0,447970.0,4.9328e+18,0,0,0,287.27,0,,6.2135,-1.8865,0,0,805295.0221542199,0.9987141793674987
86,5.183,1389200.0,0,1.7778e-05,0.96943,1732.0,-0.095472,0,439920.0,4.8185e+18,0,0,0,285.78,0,,6.2866,-1.8134,0,0,805318.339836796,0.9986712197053489
87,5.1153,1373300.0,0,1.7705e-05,0.98549,1733.1,-0.042818,0,431890.0,4.7045e+18,0,0,0,284.28,0,,6.3597,-1.7403,0,0,805338.1771820325,0.9986287594796789
88,5.0474,1357400.0,0,1.7632e-05,1.0016,1733.5,0.0062275,0,423880.0,4.5908e+18,0,0,0,282.76,0,,6.4328,-1.6672,0,0,805326.7893763316,0.9985863838372723
89,4.9794,1341400.0,0,1.7557e-05,1.0178,1733.1,0.0692,0,415900.0,4.4775e+18,0,0,0,281.23,0,,6.5059,-1.5941,0,0,805325.9196463032,0.998544533334342
90,4.9112,1325200.0,0,1.7481e-05,1.0341,1731.9,0.12314,0,407940.0,4.3644e+18,0,0,0,279.68,0,,6.579,-1.521,0,0,805295.5443450892,0.9985028239826212
91,4.8429,1309100.0,0,1.7405e-05,1.0505,1730.1,0.1729,0,400020.0,4.252e+18,0,0,0,278.12,0,,6.6521,-1.4479,0,0,805243.625928912,0.9984616620878659
92,4.7745,1292800.0,0,1.7327e-05,1.067,1727.4,0.22482,0,392140.0,4.14e+18,0,0,0,276.54,0,,6.7252,-1.3748,0,0,805141.6604223275,0.9984206228364138
93,4.7061,1276500.0,0,1.7249e-05,1.0836,1724.1,0.2756,0,384290.0,4.0285e+18,0,0,0,274.94,0,,6.7983,-1.3017,0,0,804941.4925459758,0.9983797708742965
94,4.6376,1260200.0,0,1.7169e-05,1.1002,1720.1,0.32437,0,376480.0,3.9176e+18,0,0,0,273.33,0,,6.8714,-1.2286,0,0,804539.8858852469,0.9983395488873331
95,4.5691,1243800.0,0,1.7088e-05,1.117,1715.4,0.37284,0,368710.0,3.8073e+18,0,0,0,271.71,0,,6.9445,-1.1555,0,0,804106.5526570416,0.99829998855401
96,4.5005,1227300.0,0,1.7007e-05,1.1338,1710.0,0.42053,0,360990.0,3.6976e+18,0,0,0,270.07,0,,7.0176,-1.0824,0,0,803445.1733382309,0.9982606180527532
97,4.4319,1210800.0,0,1.6924e-05,1.1508,1703.9,0.46765,0,353300.0,3.5885e+18,0,0,0,268.41,0,,7.0907,-1.0093,0,0,802683.4377682174,0.998221560128078
98,4.3633,1194200.0,0,1.6841e-05,1.1679,1697.1,0.51461,0,345660.0,3.48e+18,0,0,0,266.74,0,,7.1638,-0.9362,0,0,801746.4883821292,0.9981832119193516
99,4.2946,1177600.0,0,1.6756e-05,1.1852,1689.7,0.56113,0,338070.0,3.3721e+18,0,0,0,265.05,0,,7.2369,-0.8631,0,0,800710.844743856,0.9981451430810006
100,4.2258,1160900.0,0,1.667e-05,1.2026,1681.6,0.60846,0,330510.0,3.2649e+18,0,0,0,263.34,0,,7.31,-0.79,0,0,799410.7671613072,0.9981074957723736
101,4.1571,1144100.0,0,1.6583e-05,1.2201,1672.9,0.65438,0,323000.0,3.1582e+18,0,0,0,261.61,0,,7.3831,-0.7169,0,0,797873.297869493,0.9980701987926524
102,4.0881,1127200.0,0,1.6495e-05,1.2379,1663.5,0.70137,0,315520.0,3.052e+18,0,0,0,259.87,0,,7.4562,-0.6438,0,0,796220.0401575279,0.9980338769690448
103,4.0191,1110300.0,0,1.6405e-05,1.2558,1653.4,0.74851,0,308080.0,2.9464e+18,0,0,0,258.1,0,,7.5293,-0.5707,0,0,794261.755392778,0.9979975845557347
104,3.9499,1093300.0,0,1.6314e-05,1.2739,1642.7,0.79555,0,300680.0,2.8413e+18,0,0,0,256.31,0,,7.6024,-0.4976,0,0,792072.5757015012,0.997961835642263
105,3.8805,1076200.0,0,1.6222e-05,1.2923,1631.3,0.84227,0,293320.0,2.7367e+18,0,0,0,254.5,0,,7.6755,-0.4245,0,0,789724.0657579219,0.9979266814325326
106,3.8111,1059000.0,0,1.6128e-05,1.3109,1619.3,0.88654,0,285990.0,2.6327e+18,0,0,0,252.67,0,,7.7486,-0.3514,0,0,787071.4836266665,0.9978922496066033
107,3.7413,1041700.0,0,1.6032e-05,1.3298,1606.6,0.91859,0,278690.0,2.5289e+18,0,0,0,250.8,0,,7.8217,-0.2783,0,0,784182.5150861813,0.9978576557700042
108,3.6722,1024500.0,0,1.5936e-05,1.3487,1593.4,0.98734,0,271500.0,2.4269e+18,0,0,0,248.94,0,,7.8948,-0.2052,0,0,780987.4397605419,0.9978247189257171
109,3.6038,1007400.0,0,1.5839e-05,1.3677,1579.8,1.0355,0,264450.0,2.3268e+18,0,0,0,247.07,0,,7.9679,-0.1321,0,0,777661.0099808074,0.997792243687479
110,3.534,989870.0,0,1.5738e-05,1.3874,1565.3,1.2381,0,257290.0,2.225e+18,0,0,0,245.13,0,,8.041,-0.059,0,0,773985.4340470941,0.997759466209595
111,3.4636,972190.0,0,1.5636e-05,1.4074,1550.0,1.3414,0,250140.0,2.1236e+18,0,0,0,243.16,0,,8.1141,0.0141,0,0,769909.6306092967,0.997727452958172
112,3.3959,955140.0,0,1.5535e-05,1.4271,1534.9,1.3374,0,243310.0,2.0266e+18,0,0,0,241.24,0,,8.1872,0.0872,0,0,765855.9601263163,0.9976972868641714
113,3.3282,938010.0,0,1.5433e-05,1.4469,1519.0,1.3375,0,236540.0,1.9304e+18,0,0,0,239.3,0,,8.2603,0.1603,0,0,761382.9539512583,0.9976678967218414
114,3.2615,921080.0,0,1.5331e-05,1.4668,1502.9,1.2856,0,229930.0,1.8365e+18,0,0,0,237.36,0,,8.3334,0.2334,0,0,756806.0128274533,0.9976392990238792
115,3.1968,904610.0,0,1.5231e-05,1.4863,1486.7,1.231,0,223560.0,1.7461e+18,0,0,0,235.46,0,,8.4065,0.3065,0,0,751985.6190849748,0.9976125517996386
116,3.1343,888670.0,0,1.5132e-05,1.5055,1470.6,1.1763,0,217470.0,1.6596e+18,0,0,0,233.61,0,,8.4796,0.3796,0,0,747186.4206643464,0.9975875649719844
117,3.0742,873260.0,0,1.5036e-05,1.5241,1454.6,1.11,0,211640.0,1.5769e+18,0,0,0,231.8,0,,8.5527,0.4527,0,0,742145.9978660186,0.997563877876357
118,3.0164,858410.0,0,1.4942e-05,1.5424,1438.9,1.0635,0,206090.0,1.498e+18,0,0,0,230.05,0,,8.6258,0.5258,0,0,737234.7254171522,0.9975420576977607
119,2.9613,844230.0,0,1.4852e-05,1.5599,1423.5,1.0266,0,200850.0,1.4236e+18,0,0,0,228.36,0,,8.6989,0.5989,0,0,732220.4745266428,0.997521525362066
120,2.9081,830500.0,0,1.4762e-05,1.5774,1408.3,0.98504,0,195800.0,1.3519e+18,0,0,0,226.69,0,,8.772,0.672,0,0,727357.0084476903,0.9975015560509531
121,2.8592,817740.0,0,1.468e-05,1.5931,1393.8,0.93404,0,191210.0,1.2867e+18,0,0,0,225.17,0,,8.8451,0.7451,0,0,722308.2378094288,0.9974849693340183
122,2.8147,806320.0,0,1.4606e-05,1.608,1380.6,1.5705,0,187090.0,1.2281e+18,0,0,0,223.8,0,,8.9182,0.8182,0,0,718004.3825229229,0.9974712191928949
123,2.7636,793060.0,0,1.4514e-05,1.6258,1365.3,2.0214,0,182310.0,1.1604e+18,0,0,0,222.12,0,,8.9913,0.8913,0,0,712909.0103799513,0.9974524923662031
124,2.7161,780700.0,0,1.443e-05,1.6422,1350.7,1.6439,0,177930.0,1.0982e+18,0,0,0,220.57,0,,9.0644,0.9644,0,0,707828.0364139848,0.9974365272859932
125,2.6761,770240.0,0,1.4358e-05,1.6562,1338.2,1.2458,0,174260.0,1.046e+18,0,0,0,219.25,0,,9.1375,1.0375,0,0,703398.5688911211,0.9974234117433617
126,2.6464,762480.0,0,1.4302e-05,1.667,1328.9,0.73777,0,171530.0,1.0072e+18,0,0,0,218.24,0,,9.2106,1.1106,0,0,700162.6442847771,0.9974130553557237
127,2.6273,757490.0,0,1.4268e-05,1.6738,1322.8,0.43757,0,169800.0,9.8268e+17,0,0,0,217.6,0,,9.2837,1.1837,0,0,697979.3658780588,0.9974068651945501
128,2.6173,754670.0,0,1.4255e-05,1.676,1318.8,0.28512,0,168970.0,9.7086e+17,0,0,0,217.37,0,,9.3568,1.2568,0,0,696142.7341215956,0.9974078966187532
129,2.6157,754070.0,0,1.4251e-05,1.6763,1318.0,0.17925,0,168810.0,9.6856e+17,0,0,0,217.29,0,,9.4299,1.3299,0,0,695698.1217915493,0.9974063004690108
130,2.6183,754650.0,0,1.4254e-05,1.6754,1318.7,-0.18059,0,169020.0,9.7165e+17,0,0,0,217.36,0,,9.503,1.403,0,0,695918.6181729693,0.9974066265923336
131,2.6271,756890.0,0,1.4271e-05,1.672,1321.4,-0.62813,0,169820.0,9.8302e+17,0,0,0,217.65,0,,9.5761,1.4761,0,0,696767.8974276932,0.9974090891254129
132,2.6433,761070.0,0,1.4301e-05,1.6659,1326.4,-0.92671,0,171310.0,1.0041e+18,0,0,0,218.21,0,,9.6492,1.5492,0,0,698470.2075440345,0.9974148474695886
133,2.6655,766800.0,0,1.4345e-05,1.6573,1333.1,-0.91546,0,173380.0,1.0335e+18,0,0,0,219.01,0,,9.7223,1.6223,0,0,700645.0759866256,0.9974243103625577
134,2.6864,772240.0,0,1.4386e-05,1.6494,1339.4,-0.65727,0,175340.0,1.0613e+18,0,0,0,219.76,0,,9.7954,1.6954,0,0,702775.8486212159,0.9974332605027129
135,2.6977,775570.0,0,1.4402e-05,1.6471,1344.0,-0.40714,0,176300.0,1.075e+18,0,0,0,220.05,0,,9.8685,1.7685,0,0,704934.3884820486,0.9974338842862785
136,2.6971,775750.0,0,1.4408e-05,1.647,1344.0,-0.62231,0,176360.0,1.0758e+18,0,0,0,220.16,0,,9.9416,1.8416,0,0,705101.3165654785,0.9974385437244028
137,2.6926,774620.0,0,1.4398e-05,1.6489,1342.8,0.064333,0,175920.0,1.0696e+18,0,0,0,219.99,0,,10.015,1.9147,0,0,704734.4769562238,0.9974363813849064
138,2.6869,773160.0,0,1.4386e-05,1.6512,1341.2,0.73408,0,175380.0,1.0619e+18,0,0,0,219.77,0,,10.088,1.9878,0,0,704253.6864344607,0.9974331800262518
139,2.6749,770050.0,0,1.4363e-05,1.6558,1337.5,1.3207,0,174260.0,1.046e+18,0,0,0,219.34,0,,10.161,2.0609,0,0,703107.0320543542,0.9974279460437385
