,Density,Energy,Mach,Momentum:0,Momentum:1,Momentum:2,Pressure,Pressure_Coefficient,Temperature,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2,pt,pi,s,Z
0,7.7527,1963600.0,0.24138,699.1,0.59869,0,772830.0,9.546e+18,335.64,,0.0,-8.1,0,0,804803.6975130122,804803.6975130122,6352.135676436638,1.0004964107514143
1,7.7507,1963100.0,0.24215,701.09,0.15939,0,772560.0,9.5422e+18,335.61,,0.0731,-8.0269,0,0,804803.6975130122,804803.6975130122,6352.135676436638,1.0004950406321504
2,7.7488,1962600.0,0.24291,703.09,-0.27991,0,772290.0,9.5384e+18,335.57,,0.1462,-7.9538,0,0,804803.6975130122,804803.6975130122,6352.135676436638,1.0004932838307374
3,7.7469,1962100.0,0.24367,705.09,-0.71922,0,772020.0,9.5345e+18,335.54,,0.2193,-7.8807,0,0,804803.6975130122,804803.6975130122,6352.135676436638,1.0004919144020528
4,7.745,1961700.0,0.24444,707.09,-1.1585,0,771750.0,9.5307e+18,335.51,,0.2924,-7.8076,0,0,804803.6975130122,804803.6975130122,6352.135676436638,1.0004905453301995
5,7.743,1961200.0,0.2452,709.09,-1.5978,0,771480.0,9.5269e+18,335.47,,0.3655,-7.7345,0,0,804803.6975130122,804803.6975130122,6352.135676436638,1.0004887894593137
6,7.7411,1960700.0,0.24597,711.09,-2.0371,0,771210.0,9.523e+18,335.44,,0.4386,-7.6614,0,0,804803.6975130122,804803.6975130122,6352.135676436638,1.0004874210800179
7,7.739,1960200.0,0.24686,713.44,-2.4668,0,770920.0,9.5188e+18,335.4,,0.5117,-7.5883,0,0,804803.6975130122,804803.6975130122,6352.135676436638,1.0004856505452102
8,7.7359,1959500.0,0.2484,717.52,-2.8492,0,770490.0,9.5128e+18,335.35,,0.5848,-7.5152,0,0,804803.6975130122,804803.6975130122,6352.135676436638,1.000483386530202
9,7.7328,1958800.0,0.24993,721.61,-3.2317,0,770060.0,9.5067e+18,335.3,,0.6579,-7.4421,0,0,804803.6975130122,804803.6975130122,6352.135676436638,1.0004811234066875
10,7.7298,1958200.0,0.25147,725.69,-3.6141,0,769640.0,9.5007e+18,335.25,,0.731,-7.369,0,0,804803.6975130122,804803.6975130122,6352.135676436638,1.0004788687283201
11,7.7267,1957500.0,0.253,729.77,-3.9966,0,769210.0,9.4946e+18,335.19,,0.8041,-7.2959,0,0,804803.6975130122,804803.6975130122,6352.135676436638,1.000476219882192
12,7.7236,1956800.0,0.25454,733.86,-4.3791,0,768790.0,9.4886e+18,335.14,,0.8772,-7.2228,0,0,804803.6975130122,804803.6975130122,6352.135676436638,1.0004739668637899
13,7.7206,1956200.0,0.25607,737.94,-4.7615,0,768360.0,9.4825e+18,335.09,,0.9503,-7.1497,0,0,804803.6975130122,804803.6975130122,6352.135676436638,1.0004717072207159
14,7.7162,1955200.0,0.25793,742.8,-5.0943,0,767770.0,9.4742e+18,335.02,,1.0234,-7.0766,0,0,804803.6975130122,804803.6975130122,6352.135676436638,1.0004685541479323
15,7.7087,1953500.0,0.26054,749.46,-5.3135,0,766800.0,9.4604e+18,334.93,,1.0965,-7.0035,0,0,804803.6975130122,804803.6975130122,6352.135676436638,1.0004643465251202
16,7.7012,1951700.0,0.26315,756.11,-5.5327,0,765840.0,9.4467e+18,334.83,,1.1696,-6.9304,0,0,804803.6975130122,804803.6975130122,6352.135676436638,1.000459763353026
17,7.6937,1950000.0,0.26575,762.77,-5.752,0,764870.0,9.433e+18,334.73,,1.2427,-6.8573,0,0,804803.6975130122,804803.6975130122,6352.135676436638,1.000455177578353
18,7.6858,1948300.0,0.26893,770.95,-5.9426,0,763830.0,9.4182e+18,334.62,,1.3158,-6.7842,0,0,804803.6975130122,804803.6975130122,6352.135676436638,1.0004501582584702
19,7.6779,1946500.0,0.27221,779.4,-6.1283,0,762780.0,9.4032e+18,334.5,,1.3889,-6.7111,0,0,804803.6975130122,804803.6975130122,6352.135676436638,1.0004447494183497
20,7.6699,1944800.0,0.27549,787.84,-6.3139,0,761720.0,9.3882e+18,334.39,,1.462,-6.638,0,0,804803.6975130122,804803.6975130122,6352.135676436638,1.0004397269313803
21,7.6615,1942900.0,0.27902,796.92,-6.4972,0,760590.0,9.3723e+18,334.26,,1.5351,-6.5649,0,0,804803.6975130122,804803.6975130122,6352.135676436638,1.000433884970815
22,7.6525,1941000.0,0.28294,806.94,-6.6768,0,759370.0,9.3548e+18,334.11,,1.6082,-6.4918,0,0,804803.6975130122,804803.6975130122,6352.135676436638,1.0004272104566756
23,7.6435,1939000.0,0.28685,816.95,-6.8565,0,758140.0,9.3374e+18,333.96,,1.6813,-6.4187,0,0,804803.6975130122,804803.6975130122,6352.135676436638,1.0004205362763012
24,7.6344,1937100.0,0.29076,826.97,-7.0361,0,756910.0,9.3199e+18,333.82,,1.7544,-6.3456,0,0,804803.6975130122,804803.6975130122,6352.135676436638,1.0004142579873776
25,7.6237,1934700.0,0.29526,838.34,-7.1962,0,755450.0,9.2992e+18,333.64,,1.8275,-6.2725,0,0,804803.6975130122,804803.6975130122,6352.135676436638,1.0004062785629675
26,7.6129,1932400.0,0.29982,849.83,-7.3545,0,753970.0,9.2782e+18,333.46,,1.9006,-6.1994,0,0,804803.6975130122,804803.6975130122,6352.135676436638,1.0003982963746834
27,7.602,1930000.0,0.30438,861.32,-7.5129,0,752490.0,9.2572e+18,333.29,,1.9737,-6.1263,0,0,804803.6975130122,804803.6975130122,6352.135676436638,1.0003907140861814
28,7.5903,1927500.0,0.30921,873.38,-7.6504,0,750900.0,9.2346e+18,333.09,,2.0468,-6.0532,0,0,804803.6975130122,804803.6975130122,6352.135676436638,1.0003819049946088
29,7.5776,1924800.0,0.31438,886.17,-7.7609,0,749160.0,9.2099e+18,332.88,,2.1199,-5.9801,0,0,804803.6975130122,804803.6975130122,6352.135676436638,1.0003726244486209
30,7.5648,1922000.0,0.31956,898.96,-7.8714,0,747420.0,9.1852e+18,332.67,,2.193,-5.907,0,0,804803.6975130122,804803.6975130122,6352.135676436638,1.000363359271344
31,7.5521,1919200.0,0.32473,911.75,-7.9819,0,745680.0,9.1605e+18,332.45,,2.2661,-5.8339,0,0,804803.6975130122,804803.6975130122,6352.135676436638,1.0003537196917889
32,7.5378,1916200.0,0.3304,925.49,-8.027,0,743730.0,9.1328e+18,332.21,,2.3392,-5.7608,0,0,804803.6975130122,804803.6975130122,6352.135676436638,1.0003431902825903
33,7.5235,1913100.0,0.3361,939.3,-8.0674,0,741760.0,9.1048e+18,331.96,,2.4123,-5.6877,0,0,804803.6975130122,804803.6975130122,6352.135676436638,1.000332278321537
34,7.5092,1910000.0,0.3418,953.11,-8.1077,0,739800.0,9.0769e+18,331.71,,2.4854,-5.6146,0,0,804803.6975130122,804803.6975130122,6352.135676436638,1.0003213916059586
35,7.494,1906800.0,0.34777,967.46,-7.8862,0,737730.0,9.0476e+18,331.46,,2.5585,-5.5415,0,0,804803.6975130122,804803.6975130122,6352.135676436638,1.0003104636208158
36,7.4778,1903400.0,0.35409,982.53,-7.3128,0,735530.0,9.0164e+18,331.18,,2.6316,-5.4684,0,0,804803.6975130122,804803.6975130122,6352.135676436638,1.0002983146912965
37,7.4594,1899500.0,0.36142,999.86,-7.0925,0,733000.0,8.9804e+18,330.86,,2.7047,-5.3953,0,0,804803.6975130122,804803.6975130122,6352.135676436638,1.000284452609903
38,7.4397,1895400.0,0.36925,1018.3,-7.0504,0,730290.0,8.9419e+18,330.51,,2.7778,-5.3222,0,0,804803.6975130122,804803.6975130122,6352.135676436638,1.0002693578536697
