,Density,Energy,Mach,Momentum:0,Momentum:1,Momentum:2,Pressure,Pressure_Coefficient,Temperature,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2,pt,pi,s,Z
11,7.8021,1974200.0,0.21171,613.37,-73.215,0,779870.0,9.646e+18,336.56,,0.8041,-7.2959,2.275,0,804426.4573038771,804426.4573038771,6352.274925555591,1.000537578607241
12,7.7994,1973600.0,0.21347,617.6,-79.264,0,779490.0,9.6406e+18,336.51,,0.8772,-7.2228,2.275,0,804426.4573038771,804426.4573038771,6352.274925555591,1.0005353379117985
13,7.7951,1972600.0,0.2158,623.2,-85.575,0,778880.0,9.6319e+18,336.43,,0.9503,-7.1497,2.275,0,804426.4573038771,804426.4573038771,6352.274925555591,1.0005317524315112
14,7.7909,1971600.0,0.2181,628.66,-92.137,0,778280.0,9.6234e+18,336.35,,1.0234,-7.0766,2.275,0,804426.4573038771,804426.4573038771,6352.274925555591,1.0005281766483587
15,7.7871,1970800.0,0.22035,633.85,-99.201,0,777740.0,9.6157e+18,336.28,,1.0965,-7.0035,2.275,0,804426.4573038771,804426.4573038771,6352.274925555591,1.0005250369400713
16,7.7825,1969800.0,0.22299,640.0,-106.29,0,777090.0,9.6065e+18,336.19,,1.1696,-6.9304,2.275,0,804426.4573038771,804426.4573038771,6352.274925555591,1.0005210376205504
17,7.7775,1968700.0,0.22586,646.74,-113.4,0,776370.0,9.5963e+18,336.1,,1.2427,-6.8573,2.275,0,804426.4573038771,804426.4573038771,6352.274925555591,1.000516984029179
18,7.7724,1967500.0,0.22874,653.49,-120.51,0,775650.0,9.5861e+18,336.01,,1.3158,-6.7842,2.275,0,804426.4573038771,804426.4573038771,6352.274925555591,1.000512932766689
19,7.7665,1966300.0,0.232,661.02,-128.12,0,774830.0,9.5744e+18,335.91,,1.3889,-6.7111,2.275,0,804426.4573038771,804426.4573038771,6352.274925555591,1.0005084183142272
20,7.7604,1965000.0,0.23536,668.78,-135.59,0,773990.0,9.5624e+18,335.81,,1.462,-6.638,2.275,0,804426.4573038771,804426.4573038771,6352.274925555591,1.0005038912751354
21,7.7544,1963700.0,0.23871,676.55,-143.07,0,773140.0,9.5504e+18,335.7,,1.5351,-6.5649,2.275,0,804426.4573038771,804426.4573038771,6352.274925555591,1.0004989729753657
22,7.7469,1962100.0,0.24276,686.0,-150.83,0,772100.0,9.5356e+18,335.57,,1.6082,-6.4918,2.275,0,804426.4573038771,804426.4573038771,6352.274925555591,1.0004931371748393
23,7.7393,1960500.0,0.24681,695.46,-158.62,0,771050.0,9.5207e+18,335.44,,1.6813,-6.4187,2.275,0,804426.4573038771,804426.4573038771,6352.274925555591,1.0004872986615634
24,7.7319,1958900.0,0.25086,704.69,-166.87,0,770000.0,9.5059e+18,335.31,,1.7544,-6.3456,2.275,0,804426.4573038771,804426.4573038771,6352.274925555591,1.0004814652411458
25,7.7226,1957000.0,0.25562,715.61,-175.45,0,768720.0,9.4877e+18,335.16,,1.8275,-6.2725,2.275,0,804426.4573038771,804426.4573038771,6352.274925555591,1.000474689346009
26,7.7134,1955000.0,0.26031,726.41,-183.5,0,767440.0,9.4695e+18,335.0,,1.9006,-6.1994,2.275,0,804426.4573038771,804426.4573038771,6352.274925555591,1.0004675337729152
27,7.7038,1953000.0,0.26512,737.52,-191.51,0,766110.0,9.4506e+18,334.83,,1.9737,-6.1263,2.275,0,804426.4573038771,804426.4573038771,6352.274925555591,1.000459961314741
28,7.6921,1950500.0,0.27073,750.55,-199.66,0,764500.0,9.4277e+18,334.63,,2.0468,-6.0532,2.275,0,804426.4573038771,804426.4573038771,6352.274925555591,1.0004510301807297
29,7.6808,1948100.0,0.27625,763.19,-208.1,0,762920.0,9.4053e+18,334.44,,2.1199,-5.9801,2.275,0,804426.4573038771,804426.4573038771,6352.274925555591,1.0004425209430319
30,7.6696,1945700.0,0.2817,775.52,-216.76,0,761370.0,9.3833e+18,334.25,,2.193,-5.907,2.275,0,804426.4573038771,804426.4573038771,6352.274925555591,1.000434044905333
31,7.6563,1942900.0,0.28797,789.71,-226.02,0,759520.0,9.357e+18,334.01,,2.2661,-5.8339,2.275,0,804426.4573038771,804426.4573038771,6352.274925555591,1.0004234293431709
32,7.6422,1939900.0,0.29446,804.48,-234.85,0,757560.0,9.3291e+18,333.77,,2.3392,-5.7608,2.275,0,804426.4573038771,804426.4573038771,6352.274925555591,1.0004127551430702
33,7.6277,1936800.0,0.30099,819.45,-243.02,0,755540.0,9.3005e+18,333.51,,2.4123,-5.6877,2.275,0,804426.4573038771,804426.4573038771,6352.274925555591,1.0004012811919472
34,7.6115,1933300.0,0.30799,835.38,-251.63,0,753290.0,9.2685e+18,333.22,,2.4854,-5.6146,2.275,0,804426.4573038771,804426.4573038771,6352.274925555591,1.0003885081551813
35,7.5936,1929300.0,0.31548,852.32,-260.57,0,750800.0,9.2331e+18,332.9,,2.5585,-5.5415,2.275,0,804426.4573038771,804426.4573038771,6352.274925555591,1.0003744372887744
36,7.5747,1925200.0,0.32332,869.86,-269.43,0,748200.0,9.1962e+18,332.58,,2.6316,-5.4684,2.275,0,804426.4573038771,804426.4573038771,6352.274925555591,1.0003603289253165
37,7.5546,1920900.0,0.33147,888.12,-278.12,0,745420.0,9.1568e+18,332.22,,2.7047,-5.3953,2.275,0,804426.4573038771,804426.4573038771,6352.274925555591,1.0003445839337357
38,7.533,1916200.0,0.34007,907.28,-286.85,0,742450.0,9.1146e+18,331.85,,2.7778,-5.3222,2.275,0,804426.4573038771,804426.4573038771,6352.274925555591,1.0003283763808533
39,7.5105,1911400.0,0.34892,926.91,-295.43,0,739340.0,9.0705e+18,331.45,,2.8509,-5.2491,2.275,0,804426.4573038771,804426.4573038771,6352.274925555591,1.0003109610889618
40,7.4868,1906300.0,0.35828,947.6,-303.78,0,736080.0,9.0241e+18,331.03,,2.924,-5.176,2.275,0,804426.4573038771,804426.4573038771,6352.274925555591,1.0002927305561788
41,7.4614,1900900.0,0.36799,968.97,-311.87,0,732570.0,8.9743e+18,330.58,,2.9971,-5.1029,2.275,0,804426.4573038771,804426.4573038771,6352.274925555591,1.0002732494877848
42,7.4337,1894900.0,0.37822,991.25,-319.74,0,728760.0,8.9202e+18,330.08,,3.0702,-5.0298,2.275,0,804426.4573038771,804426.4573038771,6352.274925555591,1.000251721888473
43,7.4047,1888600.0,0.38873,1014.0,-327.36,0,724790.0,8.8638e+18,329.57,,3.1433,-4.9567,2.275,0,804426.4573038771,804426.4573038771,6352.274925555591,1.0002298037024573
44,7.3731,1881800.0,0.39989,1037.8,-334.27,0,720460.0,8.8023e+18,329.0,,3.2164,-4.8836,2.275,0,804426.4573038771,804426.4573038771,6352.274925555591,1.0002054512104892
45,7.341,1874900.0,0.4112,1062.0,-341.17,0,716060.0,8.7399e+18,328.43,,3.2895,-4.8105,2.275,0,804426.4573038771,804426.4573038771,6352.274925555591,1.0001811720120564
46,7.3058,1867300.0,0.42311,1087.1,-346.97,0,711250.0,8.6715e+18,327.79,,3.3626,-4.7374,2.275,0,804426.4573038771,804426.4573038771,6352.274925555591,1.0001540832590168
47,7.2684,1859100.0,0.43548,1112.8,-352.53,0,706160.0,8.5992e+18,327.12,,3.4357,-4.6643,2.275,0,804426.4573038771,804426.4573038771,6352.274925555591,1.0001258441072243
48,7.229,1850600.0,0.44829,1139.1,-357.24,0,700790.0,8.5231e+18,326.41,,3.5088,-4.5912,2.275,0,804426.4573038771,804426.4573038771,6352.274925555591,1.0000960851658809
49,7.1874,1841600.0,0.4615,1165.9,-361.03,0,695160.0,8.4431e+18,325.65,,3.5819,-4.5181,2.275,0,804426.4573038771,804426.4573038771,6352.274925555591,1.0000644405634944
50,7.1436,1832000.0,0.47514,1193.1,-364.11,0,689240.0,8.359e+18,324.86,,3.655,-4.445,2.275,0,804426.4573038771,804426.4573038771,6352.274925555591,1.0000317296400394
51,7.0975,1822000.0,0.48924,1220.7,-366.32,0,683010.0,8.2706e+18,324.02,,3.7281,-4.3719,2.275,0,804426.4573038771,804426.4573038771,6352.274925555591,0.9999971863920153
52,7.0486,1811300.0,0.50378,1248.6,-367.36,0,676450.0,8.1773e+18,323.13,,3.8012,-4.2988,2.275,0,804426.4573038771,804426.4573038771,6352.274925555591,0.9999608476606284
53,6.9981,1800200.0,0.5186,1276.5,-367.44,0,669670.0,8.081e+18,322.2,,3.8743,-4.2257,2.275,0,804426.4573038771,804426.4573038771,6352.274925555591,0.9999231627720928
54,6.9448,1788600.0,0.53389,1304.5,-366.39,0,662550.0,7.9799e+18,321.22,,3.9474,-4.1526,2.275,0,804426.4573038771,804426.4573038771,6352.274925555591,0.9998837663585084
55,6.8891,1776300.0,0.54955,1332.5,-364.29,0,655120.0,7.8745e+18,320.19,,4.0205,-4.0795,2.275,0,804426.4573038771,804426.4573038771,6352.274925555591,0.9998427100003894
56,6.8316,1763700.0,0.56552,1360.2,-361.06,0,647480.0,7.766e+18,319.12,,4.0936,-4.0064,2.275,0,804426.4573038771,804426.4573038771,6352.274925555591,0.9998004357417489
57,6.7716,1750400.0,0.58185,1387.5,-356.6,0,639550.0,7.6533e+18,318.0,,4.1667,-3.9333,2.275,0,804426.4573038771,804426.4573038771,6352.274925555591,0.999756597407952
58,6.7098,1736800.0,0.59847,1414.5,-351.09,0,631390.0,7.5374e+18,316.83,,4.2398,-3.8602,2.275,0,804426.4573038771,804426.4573038771,6352.274925555591,0.9997112337436305
59,6.646,1722600.0,0.61535,1440.9,-344.45,0,623000.0,7.4184e+18,315.62,,4.3129,-3.7871,2.275,0,804426.4573038771,804426.4573038771,6352.274925555591,0.9996648042957474
60,6.5805,1708100.0,0.63243,1466.4,-336.7,0,614430.0,7.2966e+18,314.38,,4.386,-3.714,2.275,0,804426.4573038771,804426.4573038771,6352.274925555591,0.9996177535801936
61,6.5135,1693200.0,0.6497,1491.2,-327.89,0,605690.0,7.1725e+18,313.1,,4.4591,-3.6409,2.275,0,804426.4573038771,804426.4573038771,6352.274925555591,0.9995697162319254
62,6.445,1677900.0,0.66716,1515.1,-318.07,0,596780.0,7.0461e+18,311.77,,4.5322,-3.5678,2.275,0,804426.4573038771,804426.4573038771,6352.274925555591,0.9995203282676512
63,6.375,1662200.0,0.68479,1537.9,-307.19,0,587730.0,6.9175e+18,310.41,,4.6053,-3.4947,2.275,0,804426.4573038771,804426.4573038771,6352.274925555591,0.9994704484309556
64,6.304,1646300.0,0.70248,1559.6,-295.47,0,578590.0,6.7877e+18,309.03,,4.6784,-3.4216,2.275,0,804426.4573038771,804426.4573038771,6352.274925555591,0.9994205046499428
65,6.2321,1630200.0,0.72022,1580.1,-282.97,0,569380.0,6.6569e+18,307.61,,4.7515,-3.3485,2.275,0,804426.4573038771,804426.4573038771,6352.274925555591,0.9993696861460408
66,6.1596,1613800.0,0.73798,1599.3,-269.75,0,560120.0,6.5254e+18,306.18,,4.8246,-3.2754,2.275,0,804426.4573038771,804426.4573038771,6352.274925555591,0.9993192675987538
67,6.0863,1597300.0,0.75576,1617.1,-255.84,0,550820.0,6.3934e+18,304.72,,4.8977,-3.2023,2.275,0,804426.4573038771,804426.4573038771,6352.274925555591,0.9992684369581545
68,6.0128,1580600.0,0.77349,1633.7,-241.48,0,541530.0,6.2615e+18,303.24,,4.9708,-3.1292,2.275,0,804426.4573038771,804426.4573038771,6352.274925555591,0.9992175860810902
69,5.9393,1563900.0,0.79112,1648.8,-226.82,0,532290.0,6.1302e+18,301.76,,5.0439,-3.0561,2.275,0,804426.4573038771,804426.4573038771,6352.274925555591,0.9991675315422703
70,5.8657,1547200.0,0.80869,1662.6,-211.79,0,523080.0,5.9995e+18,300.26,,5.117,-2.983,2.275,0,804426.4573038771,804426.4573038771,6352.274925555591,0.9991174701451052
71,5.7924,1530400.0,0.82613,1675.1,-196.68,0,513960.0,5.8699e+18,298.75,,5.1901,-2.9099,2.275,0,804426.4573038771,804426.4573038771,6352.274925555591,0.999067747150481
72,5.7195,1513700.0,0.84343,1686.1,-181.48,0,504920.0,5.7416e+18,297.24,,5.2632,-2.8368,2.275,0,804426.4573038771,804426.4573038771,6352.274925555591,0.9990188120569262
73,5.647,1497100.0,0.86058,1696.0,-166.31,0,495990.0,5.6148e+18,295.73,,5.3363,-2.7637,2.275,0,804426.4573038771,804426.4573038771,6352.274925555591,0.9989706157359347
74,5.5753,1480600.0,0.87752,1704.5,-151.32,0,487190.0,5.4898e+18,294.22,,5.4094,-2.6906,2.275,0,804426.4573038771,804426.4573038771,6352.274925555591,0.9989231138332547
75,5.504,1464100.0,0.89432,1711.8,-136.49,0,478500.0,5.3664e+18,292.71,,5.4825,-2.6175,2.275,0,804426.4573038771,804426.4573038771,6352.274925555591,0.9988763398846153
76,5.4332,1447700.0,0.91102,1718.0,-121.91,0,469900.0,5.2442e+18,291.2,,5.5556,-2.5444,2.275,0,804426.4573038771,804426.4573038771,6352.274925555591,0.9988303379675091
77,5.3627,1431400.0,0.92763,1723.1,-107.69,0,461390.0,5.1234e+18,289.68,,5.6287,-2.4713,2.275,0,804426.4573038771,804426.4573038771,6352.274925555591,0.9987846745291922
78,5.292,1414900.0,0.94429,1727.1,-93.734,0,452890.0,5.0027e+18,288.15,,5.7018,-2.3982,2.275,0,804426.4573038771,804426.4573038771,6352.274925555591,0.9987395632908992
79,5.2207,1398300.0,0.96109,1730.2,-80.001,0,444390.0,4.8819e+18,286.59,,5.7749,-2.3251,2.275,0,804426.4573038771,804426.4573038771,6352.274925555591,0.9986941863536315
80,5.1489,1381500.0,0.97807,1732.3,-66.504,0,435850.0,4.7607e+18,285.01,,5.848,-2.252,2.275,0,804426.4573038771,804426.4573038771,6352.274925555591,0.9986491406549602
81,5.0758,1364300.0,0.99539,1733.5,-53.143,0,427210.0,4.6381e+18,283.39,,5.9211,-2.1789,2.275,0,804426.4573038771,804426.4573038771,6352.274925555591,0.9986037880193048
82,5.0005,1346600.0,1.0133,1733.6,-39.757,0,418370.0,4.5125e+18,281.7,,5.9942,-2.1058,2.275,0,804426.4573038771,804424.0679529331,6352.274925555591,0.9985572113577953
83,4.9227,1328200.0,1.0318,1732.7,-26.275,0,409280.0,4.3834e+18,279.94,,6.0673,-2.0327,2.275,0,804426.4573038771,804394.9556749251,6352.274925555591,0.9985097248445234
84,4.8419,1309100.0,1.0511,1730.6,-12.546,0,399910.0,4.2504e+18,278.09,,6.1404,-1.9596,2.275,0,804426.4573038771,804300.4835701354,6352.274925555591,0.9984607235057379
85,4.7569,1288900.0,1.0716,1727.2,1.6344,0,390110.0,4.1113e+18,276.13,,6.2135,-1.8865,2.275,0,804426.4573038771,804092.9915344042,6352.274925555591,0.9984101111987398
86,4.6657,1267100.0,1.0937,1722.2,16.609,0,379690.0,3.9632e+18,274.0,,6.2866,-1.8134,2.275,0,804426.4573038771,803708.8818940084,6352.274925555591,0.9983563025948459
87,4.5667,1243400.0,1.1178,1715.3,32.694,0,368450.0,3.8037e+18,271.66,,6.3597,-1.7403,2.275,0,804426.4573038771,803061.2576192816,6352.274925555591,0.9982988797443173
88,4.453,1216000.0,1.1458,1705.4,51.294,0,355670.0,3.6222e+18,268.93,,6.4328,-1.6672,2.275,0,804426.4573038771,801963.0757031434,6352.274925555591,0.9982338341352239
89,4.3298,1186300.0,1.1764,1692.3,71.788,0,341980.0,3.4277e+18,265.93,,6.5059,-1.5941,2.275,0,804426.4573038771,800288.8590000039,6352.274925555591,0.9981650033851304
90,4.2026,1155300.0,1.2086,1676.3,93.125,0,328000.0,3.2291e+18,262.78,,6.579,-1.521,2.275,0,804426.4573038771,797947.854282235,6352.274925555591,0.9980957010520751
91,4.0744,1124000.0,1.2415,1657.7,114.64,0,314070.0,3.0314e+18,259.54,,6.6521,-1.4479,2.275,0,804426.4573038771,794908.831682226,6352.274925555591,0.9980273709994556
92,3.9474,1092800.0,1.2746,1636.8,135.8,0,300450.0,2.838e+18,256.27,,6.7252,-1.3748,2.275,0,804426.4573038771,791170.8277511144,6352.274925555591,0.9979614899992033
93,3.8162,1060400.0,1.3095,1612.6,157.45,0,286560.0,2.6407e+18,252.83,,6.7983,-1.3017,2.275,0,804426.4573038771,786481.5450141378,6352.274925555591,0.9978956973079338
94,3.6694,1024000.0,1.3496,1582.8,181.52,0,271250.0,2.4234e+18,248.9,,6.8714,-1.2286,2.275,0,804426.4573038771,780150.3509089408,6352.274925555591,0.9978247901455818
95,3.5484,993850.0,1.3836,1556.1,199.95,0,258810.0,2.2466e+18,245.58,,6.9445,-1.1555,2.275,0,804426.4573038771,774007.5832011218,6352.274925555591,0.9977680720959801
96,3.487,978340.0,1.4008,1541.6,207.25,0,252560.0,2.158e+18,243.87,,7.0176,-1.0824,2.275,0,804426.4573038771,770636.2732841003,6352.274925555591,0.997740110073477
97,3.444,967490.0,1.4131,1531.5,210.53,0,248220.0,2.0962e+18,242.66,,7.0907,-1.0093,2.275,0,804426.4573038771,768119.192247466,6352.274925555591,0.997720666842254
98,3.4129,959550.0,1.4219,1524.1,211.39,0,245080.0,2.0517e+18,241.79,,7.1638,-0.9362,2.275,0,804426.4573038771,766264.8647657956,6352.274925555591,0.9977074257543997
99,3.3891,953460.0,1.4286,1518.5,210.27,0,242690.0,2.0178e+18,241.11,,7.2369,-0.8631,2.275,0,804426.4573038771,764823.4995278103,6352.274925555591,0.9976968104383158
100,3.3692,948390.0,1.4343,1514.1,208.25,0,240700.0,1.9895e+18,240.54,,7.31,-0.79,2.275,0,804426.4573038771,763577.3518536435,6352.274925555591,0.997688005212676
101,3.3483,943080.0,1.4404,1509.3,206.06,0,238620.0,1.96e+18,239.95,,7.3831,-0.7169,2.275,0,804426.4573038771,762223.6588111604,6352.274925555591,0.9976792982150079
102,3.33,938440.0,1.4457,1505.3,203.41,0,236800.0,1.9341e+18,239.43,,7.4562,-0.6438,2.275,0,804426.4573038771,761030.7743056322,6352.274925555591,0.9976716816534259
103,3.3127,934030.0,1.4508,1501.5,200.39,0,235070.0,1.9096e+18,238.92,,7.5293,-0.5707,2.275,0,804426.4573038771,759868.3465553995,6352.274925555591,0.9976638387450688
104,3.2961,929830.0,1.4557,1497.9,197.06,0,233430.0,1.8862e+18,238.44,,7.6024,-0.4976,2.275,0,804426.4573038771,758738.163741133,6352.274925555591,0.997656719551651
105,3.28,925760.0,1.4606,1494.5,193.56,0,231830.0,1.8635e+18,237.98,,7.6755,-0.4245,2.275,0,804426.4573038771,757595.0124174432,6352.274925555591,0.9976503183856561
106,3.2637,921630.0,1.4655,1491.0,189.93,0,230210.0,1.8405e+18,237.5,,7.7486,-0.3514,2.275,0,804426.4573038771,756438.997855956,6352.274925555591,0.9976432853781189
107,3.2468,917360.0,1.4706,1487.3,186.27,0,228550.0,1.8169e+18,237.01,,7.8217,-0.2783,2.275,0,804426.4573038771,755222.2524404583,6352.274925555591,0.9976363201051994
108,3.23,913120.0,1.4757,1483.6,182.55,0,226890.0,1.7934e+18,236.52,,7.8948,-0.2052,2.275,0,804426.4573038771,753991.8098775577,6352.274925555591,0.9976295100873844
109,3.2123,908640.0,1.4811,1479.6,178.79,0,225160.0,1.7688e+18,236.0,,7.9679,-0.1321,2.275,0,804426.4573038771,752674.1962206798,6352.274925555591,0.9976221237830388
110,3.1939,903980.0,1.4868,1475.4,175.08,0,223360.0,1.7432e+18,235.46,,8.041,-0.059,2.275,0,804426.4573038771,751267.0367909868,6352.274925555591,0.9976146734194067
111,3.1743,898990.0,1.4927,1470.8,171.61,0,221440.0,1.716e+18,234.88,,8.1141,0.0141,2.275,0,804426.4573038771,749793.0078695519,6352.274925555591,0.9976067405456237
112,3.1553,894160.0,1.4986,1466.4,167.97,0,219590.0,1.6896e+18,234.31,,8.1872,0.0872,2.275,0,804426.4573038771,748301.3780236837,6352.274925555591,0.9975987584260958
113,3.1354,889080.0,1.5048,1461.5,164.54,0,217650.0,1.6621e+18,233.72,,8.2603,0.1603,2.275,0,804426.4573038771,746715.1564490455,6352.274925555591,0.9975909905505858
114,3.1148,883800.0,1.5111,1456.5,161.25,0,215650.0,1.6337e+18,233.1,,8.3334,0.2334,2.275,0,804426.4573038771,745083.9111114634,6352.274925555591,0.9975826483534841
115,3.0945,878610.0,1.5175,1451.4,157.96,0,213680.0,1.6057e+18,232.49,,8.4065,0.3065,2.275,0,804426.4573038771,743406.964586043,6352.274925555591,0.9975747113682571
116,3.0739,873310.0,1.5239,1446.2,154.53,0,211680.0,1.5774e+18,231.87,,8.4796,0.3796,2.275,0,804426.4573038771,741710.3166757711,6352.274925555591,0.9975668727723571
117,3.0527,867880.0,1.5306,1440.8,151.27,0,209640.0,1.5484e+18,231.23,,8.5527,0.4527,2.275,0,804426.4573038771,739913.3204620482,6352.274925555591,0.9975587714338021
118,3.0312,862350.0,1.5373,1435.3,148.02,0,207580.0,1.5191e+18,230.57,,8.6258,0.5258,2.275,0,804426.4573038771,738095.3337550138,6352.274925555591,0.9975501930374242
119,3.0094,856730.0,1.5442,1429.5,144.82,0,205490.0,1.4895e+18,229.91,,8.6989,0.5989,2.275,0,804426.4573038771,736201.4676748494,6352.274925555591,0.9975422576179774
120,2.9876,851120.0,1.5511,1423.7,141.59,0,203420.0,1.4601e+18,229.24,,8.772,0.672,2.275,0,804426.4573038771,734286.0119133428,6352.274925555591,0.9975338877177341
121,2.9661,845550.0,1.558,1417.9,138.37,0,201370.0,1.4309e+18,228.58,,8.8451,0.7451,2.275,0,804426.4573038771,732349.3113552646,6352.274925555591,0.9975260697371476
122,2.9445,839970.0,1.565,1412.0,135.19,0,199310.0,1.4018e+18,227.91,,8.9182,0.8182,2.275,0,804426.4573038771,730363.19011032,6352.274925555591,0.9975181807225676
123,2.9224,834260.0,1.5721,1406.0,132.08,0,197230.0,1.3722e+18,227.23,,8.9913,0.8913,2.275,0,804426.4573038771,728327.0986566835,6352.274925555591,0.9975103561200857
124,2.9,828460.0,1.5794,1399.7,129.14,0,195110.0,1.3421e+18,226.53,,9.0644,0.9644,2.275,0,804426.4573038771,726211.3748509999,6352.274925555591,0.9975023687236043
125,2.8759,822220.0,1.5873,1392.9,126.5,0,192850.0,1.31e+18,225.78,,9.1375,1.0375,2.275,0,804426.4573038771,723896.7863621514,6352.274925555591,0.9974940426191157
126,2.8487,815170.0,1.5963,1385.0,124.57,0,190300.0,1.2738e+18,224.92,,9.2106,1.1106,2.275,0,804426.4573038771,721228.9459129603,6352.274925555591,0.9974844394833775
127,2.8174,807090.0,1.6068,1375.8,123.54,0,187380.0,1.2323e+18,223.93,,9.2837,1.1837,2.275,0,804426.4573038771,718075.7884929357,6352.274925555591,0.9974738195413717
128,2.7818,797870.0,1.619,1365.1,123.47,0,184070.0,1.1853e+18,222.79,,9.3568,1.2568,2.275,0,804426.4573038771,714358.6867531633,6352.274925555591,0.9974617396067129
129,2.7424,787650.0,1.6324,1353.0,124.18,0,180440.0,1.1338e+18,221.53,,9.4299,1.3299,2.275,0,804426.4573038771,710212.0234022321,6352.274925555591,0.997449071322235
130,2.6984,776210.0,1.6476,1339.1,125.78,0,176400.0,1.0764e+18,220.11,,9.503,1.403,2.275,0,804426.4573038771,705430.5243015186,6352.274925555591,0.9974354523406727
131,2.6461,762500.0,1.6659,1322.0,129.21,0,171630.0,1.0087e+18,218.39,,9.5761,1.4761,2.275,0,804426.4573038771,699569.3115648286,6352.274925555591,0.9974191253408348
132,2.5847,746370.0,1.6878,1301.5,134.42,0,166080.0,9.2988e+17,216.35,,9.6492,1.5492,2.275,0,804426.4573038771,692413.7492396806,6352.274925555591,0.9974009519223538
133,2.516,728220.0,1.7127,1277.7,141.04,0,159930.0,8.4257e+17,214.03,,9.7223,1.6223,2.275,0,804426.4573038771,684104.505338856,6352.274925555591,0.9973815143216412
134,2.4429,708840.0,1.7398,1251.6,148.37,0,153470.0,7.5081e+17,211.52,,9.7954,1.6954,2.275,0,804426.4573038771,674869.7929157736,6352.274925555591,0.9973618867166523
135,2.3703,689540.0,1.7675,1225.1,155.38,0,147130.0,6.6071e+17,208.99,,9.8685,1.7685,2.275,0,804426.4573038771,665245.6189943943,6352.274925555591,0.9973440602579261
136,2.3014,671170.0,1.7945,1199.4,161.54,0,141170.0,5.7615e+17,206.54,,9.9416,1.8416,2.275,0,804426.4573038771,655705.2532625025,6352.274925555591,0.9973283534675492
137,2.237,653940.0,1.8205,1174.9,166.55,0,135680.0,4.9815e+17,204.2,,10.015,1.9147,2.275,0,804426.4573038771,646387.9757538331,6352.274925555591,0.9973139726841719
138,2.1765,637660.0,1.8455,1151.4,170.76,0,130560.0,4.2545e+17,201.98,,10.088,1.9878,2.275,0,804426.4573038771,637324.5702657723,6352.274925555591,0.997302675880281
139,2.1196,622350.0,1.8696,1128.9,174.15,0,125820.0,3.5807e+17,199.85,,10.161,2.0609,2.275,0,804426.4573038771,628504.3588481685,6352.274925555591,0.9972920982477049
140,2.0654,607690.0,1.8931,1107.2,176.98,0,121330.0,2.9443e+17,197.79,,10.234,2.134,2.275,0,804426.4573038771,619837.4593015042,6352.274925555591,0.9972834398146139
141,2.014,593740.0,1.9159,1086.3,179.23,0,117120.0,2.3462e+17,195.8,,10.307,2.2071,2.275,0,804426.4573038771,611377.0112452011,6352.274925555591,0.9972756396493999
142,1.9647,580350.0,1.9383,1066.0,181.07,0,113130.0,1.7792e+17,193.87,,10.38,2.2802,2.275,0,804426.4573038771,603025.1719453621,6352.274925555591,0.9972691543139891
