,Density,Energy,Mach,Momentum:0,Momentum:1,Momentum:2,Pressure,Pressure_Coefficient,Temperature,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2,pt,pi,s,Z
0,7.7745,1967500.0,0.22347,649.48,-6.1387,0,776130.0,9.5928e+18,336.13,,0.0,-8.1,1.3,0,804125.7061813608,804125.7061813608,6352.3859873254505,1.0005179506287503
1,7.7737,1967300.0,0.2243,651.72,-9.3747,0,776000.0,9.591e+18,336.11,,0.0731,-8.0269,1.3,0,804125.7061813608,804125.7061813608,6352.3859873254505,1.000517074456489
2,7.7729,1967200.0,0.22513,653.97,-12.611,0,775880.0,9.5893e+18,336.09,,0.1462,-7.9538,1.3,0,804125.7061813608,804125.7061813608,6352.3859873254505,1.0005162063237063
3,7.7721,1967100.0,0.22596,656.21,-15.847,0,775750.0,9.5875e+18,336.07,,0.2193,-7.8807,1.3,0,804125.7061813608,804125.7061813608,6352.3859873254505,1.0005153302485144
4,7.7713,1967000.0,0.22678,658.46,-19.083,0,775630.0,9.5857e+18,336.05,,0.2924,-7.8076,1.3,0,804125.7061813608,804125.7061813608,6352.3859873254505,1.00051446219252
5,7.7706,1966900.0,0.22748,660.29,-22.922,0,775520.0,9.5842e+18,336.03,,0.3655,-7.7345,1.3,0,804125.7061813608,804125.7061813608,6352.3859873254505,1.0005136021252539
6,7.7696,1966800.0,0.22837,662.64,-26.807,0,775380.0,9.5822e+18,336.01,,0.4386,-7.6614,1.3,0,804125.7061813608,804125.7061813608,6352.3859873254505,1.0005127182355185
7,7.7679,1966500.0,0.22988,666.62,-30.769,0,775130.0,9.5786e+18,335.98,,0.5117,-7.5883,1.3,0,804125.7061813608,804125.7061813608,6352.3859873254505,1.000511360821424
8,7.7662,1966200.0,0.23138,670.58,-34.695,0,774880.0,9.5751e+18,335.95,,0.5848,-7.5152,1.3,0,804125.7061813608,804125.7061813608,6352.3859873254505,1.0005100036982009
9,7.7646,1966000.0,0.23278,674.28,-38.025,0,774640.0,9.5717e+18,335.91,,0.6579,-7.4421,1.3,0,804125.7061813608,804125.7061813608,6352.3859873254505,1.0005082683269126
10,7.7629,1965700.0,0.23417,677.98,-41.356,0,774400.0,9.5682e+18,335.88,,0.731,-7.369,1.3,0,804125.7061813608,804125.7061813608,6352.3859873254505,1.0005069196166914
11,7.7613,1965500.0,0.23557,681.68,-44.686,0,774150.0,9.5648e+18,335.84,,0.8041,-7.2959,1.3,0,804125.7061813608,804125.7061813608,6352.3859873254505,1.0005051767457815
12,7.7581,1964800.0,0.23743,686.53,-48.13,0,773700.0,9.5583e+18,335.78,,0.8772,-7.2228,1.3,0,804125.7061813608,804125.7061813608,6352.3859873254505,1.0005025040669486
13,7.753,1963600.0,0.23987,692.82,-51.718,0,772970.0,9.548e+18,335.69,,0.9503,-7.1497,1.3,0,804125.7061813608,804125.7061813608,6352.3859873254505,1.0004984538687582
14,7.7481,1962400.0,0.24227,698.96,-55.553,0,772280.0,9.5381e+18,335.6,,1.0234,-7.0766,1.3,0,804125.7061813608,804125.7061813608,6352.3859873254505,1.0004944370572946
15,7.7437,1961400.0,0.24459,704.85,-59.799,0,771650.0,9.5292e+18,335.52,,1.0965,-7.0035,1.3,0,804125.7061813608,804125.7061813608,6352.3859873254505,1.0004908554881373
16,7.7382,1960200.0,0.24732,711.8,-64.02,0,770880.0,9.5183e+18,335.42,,1.1696,-6.9304,1.3,0,804125.7061813608,804125.7061813608,6352.3859873254505,1.0004863944152762
17,7.7322,1958900.0,0.25021,719.17,-68.147,0,770060.0,9.5066e+18,335.32,,1.2427,-6.8573,1.3,0,804125.7061813608,804125.7061813608,6352.3859873254505,1.0004818980239993
18,7.7262,1957600.0,0.25326,726.93,-72.083,0,769220.0,9.4947e+18,335.22,,1.3158,-6.7842,1.3,0,804125.7061813608,804125.7061813608,6352.3859873254505,1.000477389713116
19,7.7195,1956100.0,0.25651,735.15,-76.42,0,768300.0,9.4817e+18,335.11,,1.3889,-6.7111,1.3,0,804125.7061813608,804125.7061813608,6352.3859873254505,1.0004724374566039
20,7.7127,1954700.0,0.2599,743.74,-80.532,0,767360.0,9.4683e+18,334.99,,1.462,-6.638,1.3,0,804125.7061813608,804125.7061813608,6352.3859873254505,1.0004670868019558
21,7.7054,1953100.0,0.26358,753.08,-84.554,0,766340.0,9.4539e+18,334.87,,1.5351,-6.5649,1.3,0,804125.7061813608,804125.7061813608,6352.3859873254505,1.0004616813541953
22,7.6977,1951500.0,0.26746,762.79,-89.166,0,765280.0,9.4388e+18,334.74,,1.6082,-6.4918,1.3,0,804125.7061813608,804125.7061813608,6352.3859873254505,1.0004558639381007
23,7.69,1949900.0,0.27134,772.51,-93.779,0,764210.0,9.4236e+18,334.61,,1.6813,-6.4187,1.3,0,804125.7061813608,804125.7061813608,6352.3859873254505,1.0004500446439202
24,7.6809,1948000.0,0.27564,783.36,-97.625,0,762970.0,9.406e+18,334.45,,1.7544,-6.3456,1.3,0,804125.7061813608,804125.7061813608,6352.3859873254505,1.0004429448462797
25,7.6716,1946000.0,0.28012,794.58,-101.73,0,761670.0,9.3875e+18,334.29,,1.8275,-6.2725,1.3,0,804125.7061813608,804125.7061813608,6352.3859873254505,1.00043580982647
26,7.6614,1943900.0,0.28492,806.51,-106.38,0,760270.0,9.3676e+18,334.12,,1.9006,-6.1994,1.3,0,804125.7061813608,804125.7061813608,6352.3859873254505,1.0004282247145813
27,7.6513,1941800.0,0.28973,818.45,-111.04,0,758860.0,9.3477e+18,333.94,,1.9737,-6.1263,1.3,0,804125.7061813608,804125.7061813608,6352.3859873254505,1.0004202534786029
28,7.6402,1939400.0,0.29478,830.98,-114.94,0,757330.0,9.3259e+18,333.75,,2.0468,-6.0532,1.3,0,804125.7061813608,804125.7061813608,6352.3859873254505,1.000411821392897
29,7.6275,1936700.0,0.30033,844.58,-119.28,0,755570.0,9.301e+18,333.53,,2.1199,-5.9801,1.3,0,804125.7061813608,804125.7061813608,6352.3859873254505,1.000402079800983
30,7.6146,1933900.0,0.30597,858.35,-123.72,0,753790.0,9.2756e+18,333.31,,2.193,-5.907,1.3,0,804125.7061813608,804125.7061813608,6352.3859873254505,1.0003923401969714
31,7.6016,1931100.0,0.31164,872.21,-128.02,0,751990.0,9.25e+18,333.08,,2.2661,-5.8339,1.3,0,804125.7061813608,804125.7061813608,6352.3859873254505,1.000382213584538
32,7.5866,1927900.0,0.31791,887.33,-132.07,0,749910.0,9.2206e+18,332.82,,2.3392,-5.7608,1.3,0,804125.7061813608,804125.7061813608,6352.3859873254505,1.0003707566637694
33,7.5712,1924500.0,0.32432,902.75,-136.3,0,747780.0,9.1903e+18,332.54,,2.4123,-5.6877,1.3,0,804125.7061813608,804125.7061813608,6352.3859873254505,1.0003585096892609
34,7.5559,1921200.0,0.33072,918.1,-140.56,0,745660.0,9.1601e+18,332.27,,2.4854,-5.6146,1.3,0,804125.7061813608,804125.7061813608,6352.3859873254505,1.000346681281455
35,7.5382,1917400.0,0.33776,934.72,-144.74,0,743210.0,9.1254e+18,331.96,,2.5585,-5.5415,1.3,0,804125.7061813608,804125.7061813608,6352.3859873254505,1.00033311883781
36,7.5202,1913500.0,0.34487,951.47,-148.82,0,740720.0,9.0901e+18,331.64,,2.6316,-5.4684,1.3,0,804125.7061813608,804125.7061813608,6352.3859873254505,1.0003191725915097
37,7.501,1909300.0,0.35234,968.91,-152.72,0,738070.0,9.0523e+18,331.3,,2.7047,-5.3953,1.3,0,804125.7061813608,804125.7061813608,6352.3859873254505,1.0003043864968046
38,7.4811,1905000.0,0.36002,986.73,-156.67,0,735320.0,9.0134e+18,330.95,,2.7778,-5.3222,1.3,0,804125.7061813608,804125.7061813608,6352.3859873254505,1.000289191264012
39,7.4596,1900400.0,0.36804,1005.1,-160.27,0,732380.0,8.9715e+18,330.57,,2.8509,-5.2491,1.3,0,804125.7061813608,804125.7061813608,6352.3859873254505,1.0002727608954554
40,7.4373,1895600.0,0.37631,1023.9,-163.81,0,729310.0,8.928e+18,330.17,,2.924,-5.176,1.3,0,804125.7061813608,804125.7061813608,6352.3859873254505,1.0002555259652204
41,7.4139,1890500.0,0.38485,1043.1,-167.32,0,726100.0,8.8825e+18,329.76,,2.9971,-5.1029,1.3,0,804125.7061813608,804125.7061813608,6352.3859873254505,1.0002378820267317
42,7.3887,1885100.0,0.39381,1063.0,-170.39,0,722660.0,8.8336e+18,329.31,,3.0702,-5.0298,1.3,0,804125.7061813608,804125.7061813608,6352.3859873254505,1.000218616130381
43,7.3635,1879700.0,0.40276,1082.9,-173.38,0,719210.0,8.7846e+18,328.86,,3.1433,-4.9567,1.3,0,804125.7061813608,804125.7061813608,6352.3859873254505,1.0001994091029025
44,7.3358,1873700.0,0.41225,1103.4,-176.04,0,715430.0,8.7309e+18,328.37,,3.2164,-4.8836,1.3,0,804125.7061813608,804125.7061813608,6352.3859873254505,1.0001785590870713
45,7.3077,1867600.0,0.42182,1124.0,-178.57,0,711590.0,8.6764e+18,327.86,,3.2895,-4.8105,1.3,0,804125.7061813608,804125.7061813608,6352.3859873254505,1.0001569746843488
46,7.2774,1861000.0,0.43188,1145.2,-180.72,0,707460.0,8.6178e+18,327.32,,3.3626,-4.7374,1.3,0,804125.7061813608,804125.7061813608,6352.3859873254505,1.0001341884040307
47,7.2464,1854300.0,0.44206,1166.5,-182.65,0,703250.0,8.5579e+18,326.76,,3.4357,-4.6643,1.3,0,804125.7061813608,804125.7061813608,6352.3859873254505,1.0001106808339686
48,7.2134,1847200.0,0.45266,1188.2,-184.2,0,698770.0,8.4943e+18,326.16,,3.5088,-4.5912,1.3,0,804125.7061813608,804125.7061813608,6352.3859873254505,1.0000856134211833
49,7.1793,1839700.0,0.46345,1209.9,-185.42,0,694140.0,8.4286e+18,325.54,,3.5819,-4.5181,1.3,0,804125.7061813608,804125.7061813608,6352.3859873254505,1.0000598313612747
50,7.1438,1832000.0,0.47451,1231.9,-186.33,0,689340.0,8.3604e+18,324.9,,3.655,-4.445,1.3,0,804125.7061813608,804125.7061813608,6352.3859873254505,1.0000333454908623
