,Density,Energy,Mach,Momentum:0,Momentum:1,Momentum:2,Pressure,Pressure_Coefficient,Temperature,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2,pt,pi,s,Z
22,7.6527,1941000.0,0.28289,806.84,-6.6645,0,759380.0,9.3551e+18,334.11,,1.6082,-6.4918,0,0,804803.6975130122,804803.6975130122,6352.135676436638,1.0004272174065765
23,7.6436,1939100.0,0.28679,816.82,-6.8385,0,758160.0,9.3377e+18,333.97,,1.6813,-6.4187,0,0,804803.6975130122,804803.6975130122,6352.135676436638,1.0004209383636407
24,7.6346,1937100.0,0.2907,826.81,-7.0124,0,756930.0,9.3203e+18,333.82,,1.7544,-6.3456,0,0,804803.6975130122,804803.6975130122,6352.135676436638,1.00041427157875
25,7.624,1934800.0,0.29518,838.14,-7.1595,0,755480.0,9.2997e+18,333.65,,1.8275,-6.2725,0,0,804803.6975130122,804803.6975130122,6352.135676436638,1.0004066873203958
26,7.6132,1932500.0,0.29972,849.59,-7.3043,0,754010.0,9.2788e+18,333.47,,1.9006,-6.1994,0,0,804803.6975130122,804803.6975130122,6352.135676436638,1.000398711639841
27,7.6024,1930100.0,0.30426,861.03,-7.449,0,752540.0,9.2579e+18,333.29,,1.9737,-6.1263,0,0,804803.6975130122,804803.6975130122,6352.135676436638,1.0003907466489799
28,7.5908,1927600.0,0.30907,873.05,-7.5655,0,750960.0,9.2354e+18,333.1,,2.0468,-6.0532,0,0,804803.6975130122,804803.6975130122,6352.135676436638,1.0003823326541357
29,7.5783,1924900.0,0.31423,885.83,-7.6453,0,749240.0,9.2111e+18,332.89,,2.1199,-5.9801,0,0,804803.6975130122,804803.6975130122,6352.135676436638,1.0003730642322748
30,7.5657,1922200.0,0.31939,898.6,-7.7251,0,747530.0,9.1867e+18,332.67,,2.193,-5.907,0,0,804803.6975130122,804803.6975130122,6352.135676436638,1.0003634272420792
31,7.5532,1919500.0,0.32454,911.38,-7.8049,0,745810.0,9.1623e+18,332.46,,2.2661,-5.8339,0,0,804803.6975130122,804803.6975130122,6352.135676436638,1.0003541884073568
32,7.5394,1916600.0,0.33023,925.24,-7.7803,0,743900.0,9.1352e+18,332.21,,2.3392,-5.7608,0,0,804803.6975130122,804803.6975130122,6352.135676436638,1.000343291096931
33,7.5255,1913600.0,0.33596,939.19,-7.7479,0,741980.0,9.1079e+18,331.97,,2.4123,-5.6877,0,0,804803.6975130122,804803.6975130122,6352.135676436638,1.0003327963178772
34,7.5117,1910600.0,0.34169,953.14,-7.7156,0,740050.0,9.0805e+18,331.72,,2.4854,-5.6146,0,0,804803.6975130122,804803.6975130122,6352.135676436638,1.0003219238888392
35,7.4964,1907300.0,0.34767,967.48,-7.4401,0,737950.0,9.0507e+18,331.45,,2.5585,-5.5415,0,0,804803.6975130122,804803.6975130122,6352.135676436638,1.0003101939867185
36,7.4791,1903600.0,0.35397,982.32,-6.8377,0,735620.0,9.0176e+18,331.17,,2.6316,-5.4684,0,0,804803.6975130122,804803.6975130122,6352.135676436638,1.0002979716447626
37,7.4609,1899700.0,0.36099,998.87,-6.5227,0,733130.0,8.9822e+18,330.85,,2.7047,-5.3953,0,0,804803.6975130122,804803.6975130122,6352.135676436638,1.000284128362845
38,7.4423,1895800.0,0.36837,1016.3,-6.3528,0,730550.0,8.9456e+18,330.51,,2.7778,-5.3222,0,0,804803.6975130122,804803.6975130122,6352.135676436638,1.0002694877821137
39,7.4184,1890500.0,0.37664,1035.1,-6.3596,0,727320.0,8.8998e+18,330.11,,2.8509,-5.2491,0,0,804803.6975130122,804803.6975130122,6352.135676436638,1.0002522142196344
40,7.3944,1885300.0,0.38496,1053.9,-6.3675,0,724070.0,8.8537e+18,329.7,,2.924,-5.176,0,0,804803.6975130122,804803.6975130122,6352.135676436638,1.000234594991776
41,7.3731,1880700.0,0.39292,1071.9,-6.2658,0,721120.0,8.8117e+18,329.3,,2.9971,-5.1029,0,0,804803.6975130122,804803.6975130122,6352.135676436638,1.0002175559591853
42,7.3506,1875900.0,0.40106,1090.1,-6.2096,0,718010.0,8.7676e+18,328.89,,3.0702,-5.0298,0,0,804803.6975130122,804803.6975130122,6352.135676436638,1.0002001024647467
43,7.3261,1870500.0,0.40948,1108.6,-6.2278,0,714650.0,8.7199e+18,328.45,,3.1433,-4.9567,0,0,804803.6975130122,804803.6975130122,6352.135676436638,1.0001814211049551
44,7.3006,1865000.0,0.4181,1127.2,-6.199,0,711190.0,8.6706e+18,327.99,,3.2164,-4.8836,0,0,804803.6975130122,804803.6975130122,6352.135676436638,1.000161975515447
45,7.2747,1859400.0,0.42684,1145.9,-6.1393,0,707650.0,8.6204e+18,327.53,,3.2895,-4.8105,0,0,804803.6975130122,804803.6975130122,6352.135676436638,1.0001425690913257
46,7.2473,1853400.0,0.43583,1164.6,-6.0901,0,703930.0,8.5676e+18,327.04,,3.3626,-4.7374,0,0,804803.6975130122,804803.6975130122,6352.135676436638,1.0001219903609146
47,7.2196,1847400.0,0.44488,1183.5,-6.0439,0,700170.0,8.5142e+18,326.54,,3.4357,-4.6643,0,0,804803.6975130122,804803.6975130122,6352.135676436638,1.000101082533089
48,7.1911,1841300.0,0.45425,1202.6,-6.0155,0,696280.0,8.4589e+18,326.01,,3.5088,-4.5912,0,0,804803.6975130122,804803.6975130122,6352.135676436638,1.0000790318450983
49,7.1615,1834900.0,0.46382,1221.9,-5.7386,0,692250.0,8.4017e+18,325.46,,3.5819,-4.5181,0,0,804803.6975130122,804803.6975130122,6352.135676436638,1.0000562418738688
50,7.1283,1827600.0,0.47397,1241.7,-5.1919,0,687790.0,8.3384e+18,324.87,,3.655,-4.445,0,0,804803.6975130122,804803.6975130122,6352.135676436638,1.0000318752331618
51,7.0949,1820400.0,0.48418,1261.4,-5.0908,0,683300.0,8.2747e+18,324.27,,3.7281,-4.3719,0,0,804803.6975130122,804803.6975130122,6352.135676436638,1.000007225005262
52,7.0603,1813000.0,0.49509,1282.2,-4.924,0,678610.0,8.208e+18,323.62,,3.8012,-4.2988,0,0,804803.6975130122,804803.6975130122,6352.135676436638,0.9999806767588233
53,7.0239,1805000.0,0.50585,1302.0,-4.6422,0,673740.0,8.1389e+18,322.97,,3.8743,-4.2257,0,0,804803.6975130122,804803.6975130122,6352.135676436638,0.9999542509795593
54,6.9866,1796900.0,0.51682,1321.8,-4.5175,0,668740.0,8.0679e+18,322.28,,3.9474,-4.1526,0,0,804803.6975130122,804803.6975130122,6352.135676436638,0.9999263664338407
55,6.9481,1788500.0,0.52788,1341.2,-3.8632,0,663610.0,7.995e+18,321.58,,4.0205,-4.0795,0,0,804803.6975130122,804803.6975130122,6352.135676436638,0.9998982409159514
56,6.9093,1779900.0,0.53887,1359.9,-3.7239,0,658440.0,7.9217e+18,320.87,,4.0936,-4.0064,0,0,804803.6975130122,804803.6975130122,6352.135676436638,0.9998698861941872
57,6.8704,1771500.0,0.55017,1379.0,-3.1737,0,653220.0,7.8475e+18,320.13,,4.1667,-3.9333,0,0,804803.6975130122,804803.6975130122,6352.135676436638,0.9998405018249595
58,6.8276,1762100.0,0.56244,1399.2,-3.0079,0,647490.0,7.7661e+18,319.31,,4.2398,-3.8602,0,0,804803.6975130122,804803.6975130122,6352.135676436638,0.9998081422965972
59,6.7826,1752200.0,0.5748,1418.6,-2.8752,0,641520.0,7.6814e+18,318.46,,4.3129,-3.7871,0,0,804803.6975130122,804803.6975130122,6352.135676436638,0.9997748391503568
60,6.7378,1742300.0,0.58708,1437.4,-2.7817,0,635590.0,7.5971e+18,317.61,,4.386,-3.714,0,0,804803.6975130122,804803.6975130122,6352.135676436638,0.999741771769699
61,6.6917,1732100.0,0.5997,1456.3,-2.7163,0,629470.0,7.5102e+18,316.73,,4.4591,-3.6409,0,0,804803.6975130122,804803.6975130122,6352.135676436638,0.9997077928942436
62,6.6443,1721600.0,0.61203,1473.7,-2.5078,0,623280.0,7.4223e+18,315.84,,4.5322,-3.5678,0,0,804803.6975130122,804803.6975130122,6352.135676436638,0.9996737040380195
63,6.5975,1711300.0,0.6246,1491.2,-2.4243,0,617110.0,7.3346e+18,314.94,,4.6053,-3.4947,0,0,804803.6975130122,804803.6975130122,6352.135676436638,0.9996394806759491
64,6.5457,1699800.0,0.63814,1509.2,-2.3883,0,610320.0,7.2383e+18,313.94,,4.6784,-3.4216,0,0,804803.6975130122,804803.6975130122,6352.135676436638,0.999601758080277
65,6.4946,1688400.0,0.65134,1525.9,-2.323,0,603660.0,7.1437e+18,312.95,,4.7515,-3.3485,0,0,804803.6975130122,804803.6975130122,6352.135676436638,0.9995647270700677
66,6.4422,1676700.0,0.66474,1542.2,-2.2715,0,596850.0,7.0469e+18,311.94,,4.8246,-3.2754,0,0,804803.6975130122,804803.6975130122,6352.135676436638,0.9995273203974298
67,6.389,1664800.0,0.67825,1558.0,-2.2226,0,589950.0,6.949e+18,310.9,,4.8977,-3.2023,0,0,804803.6975130122,804803.6975130122,6352.135676436638,0.9994891151324393
68,6.3349,1652700.0,0.69188,1573.1,-2.1654,0,582960.0,6.8497e+18,309.84,,4.9708,-3.1292,0,0,804803.6975130122,804803.6975130122,6352.135676436638,0.999450548684709
69,6.2799,1640400.0,0.70563,1587.7,-2.0973,0,575880.0,6.7492e+18,308.76,,5.0439,-3.0561,0,0,804803.6975130122,804803.6975130122,6352.135676436638,0.9994116474839047
70,6.2242,1627900.0,0.71947,1601.6,-2.0144,0,568730.0,6.6477e+18,307.65,,5.117,-2.983,0,0,804803.6975130122,804803.6975130122,6352.135676436638,0.9993720014657228
71,6.1677,1615200.0,0.73345,1614.9,-1.9118,0,561500.0,6.545e+18,306.53,,5.1901,-2.9099,0,0,804803.6975130122,804803.6975130122,6352.135676436638,0.999332481573572
72,6.11,1602200.0,0.74755,1627.5,-1.7736,0,554160.0,6.4408e+18,305.37,,5.2632,-2.8368,0,0,804803.6975130122,804803.6975130122,6352.135676436638,0.999291892122705
73,6.0515,1588900.0,0.76177,1639.5,-1.6452,0,546740.0,6.3354e+18,304.2,,5.3363,-2.7637,0,0,804803.6975130122,804803.6975130122,6352.135676436638,0.9992514934894373
74,5.9922,1575500.0,0.77614,1650.8,-1.533,0,539250.0,6.229e+18,303.0,,5.4094,-2.6906,0,0,804803.6975130122,804803.6975130122,6352.135676436638,0.9992104615883658
75,5.9322,1561900.0,0.79063,1661.4,-1.4251,0,531690.0,6.1217e+18,301.78,,5.4825,-2.6175,0,0,804803.6975130122,804803.6975130122,6352.135676436638,0.9991692490882345
76,5.8715,1548100.0,0.80519,1671.2,-1.3195,0,524090.0,6.0138e+18,300.54,,5.5556,-2.5444,0,0,804803.6975130122,804803.6975130122,6352.135676436638,0.999127843247161
77,5.8104,1534100.0,0.81983,1680.3,-1.2148,0,516460.0,5.9054e+18,299.27,,5.6287,-2.4713,0,0,804803.6975130122,804803.6975130122,6352.135676436638,0.9990858261355761
78,5.7488,1520000.0,0.83454,1688.7,-1.1101,0,508800.0,5.7966e+18,298.0,,5.7018,-2.3982,0,0,804803.6975130122,804803.6975130122,6352.135676436638,0.9990445052681446
79,5.6867,1505800.0,0.84933,1696.4,-1.0057,0,501110.0,5.6875e+18,296.7,,5.7749,-2.3251,0,0,804803.6975130122,804803.6975130122,6352.135676436638,0.9990026237485301
80,5.6241,1491400.0,0.8642,1703.3,-0.89961,0,493400.0,5.578e+18,295.38,,5.848,-2.252,0,0,804803.6975130122,804803.6975130122,6352.135676436638,0.9989606169576568
81,5.5611,1476900.0,0.87914,1709.5,-0.79315,0,485680.0,5.4683e+18,294.05,,5.9211,-2.1789,0,0,804803.6975130122,804803.6975130122,6352.135676436638,0.9989189228254566
82,5.4978,1462300.0,0.89416,1714.9,-0.68678,0,477940.0,5.3584e+18,292.7,,5.9942,-2.1058,0,0,804803.6975130122,804803.6975130122,6352.135676436638,0.9988771569201869
83,5.4341,1447600.0,0.90924,1719.6,-0.58047,0,470200.0,5.2485e+18,291.34,,6.0673,-2.0327,0,0,804803.6975130122,804803.6975130122,6352.135676436638,0.9988357370815798
84,5.3701,1432800.0,0.92439,1723.6,-0.47413,0,462460.0,5.1386e+18,289.96,,6.1404,-1.9596,0,0,804803.6975130122,804803.6975130122,6352.135676436638,0.9987942528897398
85,5.3057,1417800.0,0.93961,1726.8,-0.36689,0,454720.0,5.0286e+18,288.56,,6.2135,-1.8865,0,0,804803.6975130122,804803.6975130122,6352.135676436638,0.9987527286306341
86,5.2411,1402700.0,0.9549,1729.3,-0.26786,0,446980.0,4.9188e+18,287.15,,6.2866,-1.8134,0,0,804803.6975130122,804803.6975130122,6352.135676436638,0.9987116306296241
87,5.1763,1387600.0,0.97027,1731.0,-0.16652,0,439260.0,4.8091e+18,285.72,,6.3597,-1.7403,0,0,804803.6975130122,804803.6975130122,6352.135676436638,0.998670490367858
88,5.1111,1372300.0,0.98572,1732.1,-0.065798,0,431540.0,4.6995e+18,284.28,,6.4328,-1.6672,0,0,804803.6975130122,804803.6975130122,6352.135676436638,0.9986298328567402
89,5.0457,1357000.0,1.0013,1732.4,0.034947,0,423830.0,4.59e+18,282.81,,6.5059,-1.5941,0,0,804803.6975130122,804803.6952269082,6352.135676436638,0.9985887711068847
90,4.9801,1341500.0,1.0169,1732.0,0.13484,0,416130.0,4.4807e+18,281.34,,6.579,-1.521,0,0,804803.6975130122,804798.827676966,6352.135676436638,0.9985486679787512
91,4.9143,1326000.0,1.0326,1731.0,0.23488,0,408450.0,4.3717e+18,279.84,,6.6521,-1.4479,0,0,804803.6975130122,804769.7945868381,6352.135676436638,0.998508182719429
92,4.8483,1310400.0,1.0484,1729.2,0.33928,0,400790.0,4.2629e+18,278.33,,6.7252,-1.3748,0,0,804803.6975130122,804696.0555407075,6352.135676436638,0.9984682362865039
93,4.7821,1294700.0,1.0644,1726.8,0.43915,0,393160.0,4.1545e+18,276.81,,6.7983,-1.3017,0,0,804803.6975130122,804557.6584829206,6352.135676436638,0.9984288224738542
94,4.7158,1278900.0,1.0804,1723.7,0.53458,0,385540.0,4.0462e+18,275.27,,6.8714,-1.2286,0,0,804803.6975130122,804338.9583089084,6352.135676436638,0.9983895993148905
95,4.6492,1263000.0,1.0966,1719.9,0.62955,0,377930.0,3.9383e+18,273.7,,6.9445,-1.1555,0,0,804803.6975130122,804021.1856151002,6352.135676436638,0.9983501501278002
96,4.5823,1247000.0,1.113,1715.4,0.72422,0,370340.0,3.8305e+18,272.12,,7.0176,-1.0824,0,0,804803.6975130122,803587.7022698072,6352.135676436638,0.9983113768346609
97,4.5152,1230900.0,1.1295,1710.4,0.81875,0,362770.0,3.7229e+18,270.51,,7.0907,-1.0093,0,0,804803.6975130122,803026.5092855567,6352.135676436638,0.9982724060663695
98,4.4478,1214600.0,1.1462,1704.6,0.91404,0,355200.0,3.6155e+18,268.89,,7.1638,-0.9362,0,0,804803.6975130122,802320.5591125272,6352.135676436638,0.9982342870776857
99,4.3802,1198300.0,1.163,1698.1,1.011,0,347660.0,3.5083e+18,267.24,,7.2369,-0.8631,0,0,804803.6975130122,801461.4843521971,6352.135676436638,0.9981960055469975
100,4.3126,1181900.0,1.1799,1690.9,1.0818,0,340180.0,3.4022e+18,265.59,,7.31,-0.79,0,0,804803.6975130122,800439.0570849825,6352.135676436638,0.9981588212565822
101,4.2461,1165900.0,1.197,1683.6,1.1062,0,332830.0,3.2978e+18,263.92,,7.3831,-0.7169,0,0,804803.6975130122,799236.601279191,6352.135676436638,0.9981214475179996
102,4.1766,1148900.0,1.2147,1675.0,1.456,0,325220.0,3.1897e+18,262.18,,7.4562,-0.6438,0,0,804803.6975130122,797808.5245992095,6352.135676436638,0.9980837868194783
103,4.1061,1131700.0,1.2327,1665.6,1.6069,0,317570.0,3.0811e+18,260.41,,7.5293,-0.5707,0,0,804803.6975130122,796160.3467213573,6352.135676436638,0.9980466162682833
104,4.0356,1114500.0,1.251,1655.5,1.6862,0,309970.0,2.9732e+18,258.62,,7.6024,-0.4976,0,0,804803.6975130122,794278.7081291892,6352.135676436638,0.9980099409256644
105,3.965,1097200.0,1.2695,1644.8,1.7983,0,302410.0,2.8658e+18,256.8,,7.6755,-0.4245,0,0,804803.6975130122,792163.0268040978,6352.135676436638,0.9979734000281859
106,3.8936,1079600.0,1.2884,1633.2,1.946,0,294810.0,2.7579e+18,254.93,,7.7486,-0.3514,0,0,804803.6975130122,789778.6635909764,6352.135676436638,0.9979366521531505
107,3.8213,1061700.0,1.3078,1620.9,2.096,0,287170.0,2.6493e+18,253.02,,7.8217,-0.2783,0,0,804803.6975130122,787096.6883819418,6352.135676436638,0.9979002891811687
108,3.7483,1043600.0,1.3276,1607.8,2.2317,0,279500.0,2.5405e+18,251.07,,7.8948,-0.2052,0,0,804803.6975130122,784115.3756579519,6352.135676436638,0.9978643703457862
109,3.6748,1025300.0,1.3478,1593.9,2.3548,0,271850.0,2.4319e+18,249.08,,7.9679,-0.1321,0,0,804803.6975130122,780821.9268479169,6352.135676436638,0.9978286375962953
110,3.6012,1006900.0,1.3683,1579.3,2.4735,0,264250.0,2.3239e+18,247.07,,8.041,-0.059,0,0,804803.6975130122,777222.7696787877,6352.135676436638,0.9977938970719429
111,3.5276,988480.0,1.389,1563.9,2.5925,0,256710.0,2.2169e+18,245.03,,8.1141,0.0141,0,0,804803.6975130122,773330.4633017227,6352.135676436638,0.9977596618659265
112,3.4541,970020.0,1.41,1548.0,2.7135,0,249260.0,2.111e+18,242.97,,8.1872,0.0872,0,0,804803.6975130122,769122.3517620568,6352.135676436638,0.9977262134789173
113,3.381,951550.0,1.4312,1531.4,2.8233,0,241890.0,2.0064e+18,240.89,,8.2603,0.1603,0,0,804803.6975130122,764615.7444713931,6352.135676436638,0.9976936902584047
114,3.3081,933110.0,1.4527,1514.3,2.9023,0,234620.0,1.9031e+18,238.79,,8.3334,0.2334,0,0,804803.6975130122,759787.7980757109,6352.135676436638,0.9976619541040551
115,3.2356,914700.0,1.4744,1496.6,2.9709,0,227440.0,1.8012e+18,236.68,,8.4065,0.3065,0,0,804803.6975130122,754660.4823265146,6352.135676436638,0.997631634245964
116,3.1637,896370.0,1.4964,1478.4,3.0185,0,220390.0,1.701e+18,234.55,,8.4796,0.3796,0,0,804803.6975130122,749210.8060482953,6352.135676436638,0.9976018666646985
117,3.0926,878180.0,1.5184,1459.7,3.0496,0,213470.0,1.6028e+18,232.41,,8.5527,0.4527,0,0,804803.6975130122,743518.0712711501,6352.135676436638,0.9975731422901433
118,3.0226,860210.0,1.5405,1440.8,3.0666,0,206730.0,1.5071e+18,230.28,,8.6258,0.5258,0,0,804803.6975130122,737565.448701072,6352.135676436638,0.9975458628008288
119,2.9534,842400.0,1.5627,1421.5,3.0447,0,200130.0,1.4133e+18,228.15,,8.6989,0.5989,0,0,804803.6975130122,731360.9378752371,6352.135676436638,0.997519959311068
120,2.8831,824270.0,1.5861,1401.5,2.8051,0,193440.0,1.3184e+18,225.91,,8.772,0.672,0,0,804803.6975130122,724589.6621290245,6352.135676436638,0.9974929001463533
121,2.8152,806540.0,1.6079,1380.8,3.0976,0,187160.0,1.2291e+18,223.83,,8.8451,0.7451,0,0,804803.6975130122,718079.5596859949,6352.135676436638,0.9974717773973693
122,2.7532,790400.0,1.6289,1362.0,3.0726,0,181410.0,1.1475e+18,221.84,,8.9182,0.8182,0,0,804803.6975130122,711634.9960958576,6352.135676436638,0.9974510058993357
123,2.6921,774450.0,1.6501,1343.0,3.0828,0,175780.0,1.0676e+18,219.84,,8.9913,0.8913,0,0,804803.6975130122,704966.8645294989,6352.135676436638,0.9974308733920688
124,2.6309,758410.0,1.6717,1323.5,3.1042,0,170200.0,9.8836e+17,217.81,,9.0644,0.9644,0,0,804803.6975130122,698016.0010748159,6352.135676436638,0.9974114051958088
125,2.5693,742240.0,1.6939,1303.4,3.1116,0,164640.0,9.094e+17,215.75,,9.1375,1.0375,0,0,804803.6975130122,690718.4141294741,6352.135676436638,0.9973931656425372
126,2.5073,725920.0,1.7168,1282.9,3.0897,0,159090.0,8.3063e+17,213.63,,9.2106,1.1106,0,0,804803.6975130122,683039.8584998026,6352.135676436638,0.99737495173391
127,2.445,709420.0,1.74,1261.5,3.0443,0,153590.0,7.5245e+17,211.49,,9.2837,1.1837,0,0,804803.6975130122,675117.4003208556,6352.135676436638,0.9973582983632304
128,2.3853,693570.0,1.763,1240.7,3.014,0,148340.0,6.78e+17,209.39,,9.3568,1.2568,0,0,804803.6975130122,667133.6444744506,6352.135676436638,0.9973428337668435
129,2.3239,677230.0,1.7872,1219.0,2.9608,0,143010.0,6.022e+17,207.19,,9.4299,1.3299,0,0,804803.6975130122,658607.777843846,6352.135676436638,0.9973272281924567
130,2.2641,661130.0,1.8104,1196.9,3.0092,0,137900.0,5.2974e+17,205.08,,9.503,1.403,0,0,804803.6975130122,650326.2684265992,6352.135676436638,0.9973158511219673
131,2.2063,645760.0,1.8342,1175.6,3.0784,0,133010.0,4.6026e+17,202.98,,9.5761,1.4761,0,0,804803.6975130122,641733.7483270149,6352.135676436638,0.9973043532926602
132,2.1439,629030.0,1.8605,1152.1,3.4457,0,127780.0,3.8594e+17,200.68,,9.6492,1.5492,0,0,804803.6975130122,632139.8689757502,6352.135676436638,0.9972933861501434
133,2.0752,610640.0,1.8924,1126.4,3.0128,0,121960.0,3.0335e+17,197.89,,9.7223,1.6223,0,0,804803.6975130122,620387.25542849,6352.135676436638,0.9972745797454585
134,2.0086,592280.0,1.9186,1098.9,3.2779,0,116670.0,2.2813e+17,195.56,,9.7954,1.6954,0,0,804803.6975130122,610658.4588385529,6352.135676436638,0.997273581520497
135,1.9506,576660.0,1.9461,1076.0,3.208,0,111950.0,1.6125e+17,193.24,,9.8685,1.7685,0,0,804803.6975130122,600390.8020205577,6352.135676436638,0.9972647589989684
136,1.8962,561820.0,1.9712,1053.7,3.2313,0,107630.0,9.9842e+16,191.11,,9.9416,1.8416,0,0,804803.6975130122,590983.0032518026,6352.135676436638,0.9972604926789349
137,1.8469,548590.0,1.9958,1033.6,3.1748,0,103740.0,4.4627e+16,189.12,,10.015,1.9147,0,0,804803.6975130122,581741.147316635,6352.135676436638,0.9972565167424904
138,1.8001,535910.0,2.0201,1014.3,2.9858,0,100050.0,-7795300000000000.0,187.13,,10.088,1.9878,0,0,804803.6975130122,572601.863282794,6352.135676436638,0.9972507624419541
139,1.7631,525840.0,2.0407,999.08,2.4347,0,97106.0,-4.9617e+16,185.44,,10.161,2.0609,0,0,804803.6975130122,564853.7476302148,6352.135676436638,0.9972432746475383
140,1.7354,517920.0,2.0523,986.3,2.6228,0,95059.0,-7.8685e+16,184.43,,10.234,2.134,0,0,804803.6975130122,560492.9183129361,6352.135676436638,0.997248244495606
141,1.7222,513730.0,2.0541,978.94,2.4801,0,94201.0,-9.0867e+16,184.17,,10.307,2.2071,0,0,804803.6975130122,559816.4677241031,6352.135676436638,0.997259347477647
142,1.713,510770.0,2.0555,973.82,2.2095,0,93589.0,-9.9563e+16,183.95,,10.38,2.2802,0,0,804803.6975130122,559290.3891976385,6352.135676436638,0.9972655510853649
143,1.714,510820.0,2.0559,974.23,1.625,0,93579.0,-9.9704e+16,183.83,,10.453,2.3533,0,0,804803.6975130122,559140.0893084126,6352.135676436638,0.997259495178408
144,1.715,510870.0,2.0563,974.64,1.0406,0,93569.0,-9.9845e+16,183.7,,10.526,2.4264,0,0,804803.6975130122,558989.7931645914,6352.135676436638,0.9972528939940668
