,Density,Energy,Mach,Momentum:0,Momentum:1,Momentum:2,Pressure,Pressure_Coefficient,Temperature,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2,pt,pi,s,Z
71,6.1671,1615000.0,0.73337,1614.6,-1.9247,0,561460.0,6.5445e+18,306.53,,5.1901,-2.9099,0,0,804803.6975130122,804803.6975130122,6352.135676436638,0.9993325243154016
72,6.1097,1602100.0,0.74746,1627.3,-1.775,0,554150.0,6.4406e+18,305.38,,5.2632,-2.8368,0,0,804803.6975130122,804803.6975130122,6352.135676436638,0.9992923246682919
73,6.0511,1588800.0,0.76173,1639.3,-1.6426,0,546720.0,6.3351e+18,304.21,,5.3363,-2.7637,0,0,804803.6975130122,804803.6975130122,6352.135676436638,0.9992519407035128
74,5.9917,1575400.0,0.77614,1650.6,-1.5277,0,539200.0,6.2284e+18,303.0,,5.4094,-2.6906,0,0,804803.6975130122,804803.6975130122,6352.135676436638,0.9992105288701272
75,5.9316,1561700.0,0.79063,1661.2,-1.4201,0,531640.0,6.121e+18,301.78,,5.4825,-2.6175,0,0,804803.6975130122,804803.6975130122,6352.135676436638,0.9991693213177738
76,5.871,1547900.0,0.80517,1671.0,-1.3154,0,524050.0,6.0132e+18,300.54,,5.5556,-2.5444,0,0,804803.6975130122,804803.6975130122,6352.135676436638,0.9991279051228582
77,5.8098,1534000.0,0.81978,1680.1,-1.21,0,516420.0,5.9049e+18,299.28,,5.6287,-2.4713,0,0,804803.6975130122,804803.6975130122,6352.135676436638,0.9990863198920533
78,5.7481,1519900.0,0.83447,1688.4,-1.1038,0,508760.0,5.7961e+18,298.01,,5.7018,-2.3982,0,0,804803.6975130122,804803.6975130122,6352.135676436638,0.9990450047003168
79,5.686,1505600.0,0.84924,1696.0,-0.99792,0,501070.0,5.6869e+18,296.71,,5.7749,-2.3251,0,0,804803.6975130122,804803.6975130122,6352.135676436638,0.9990031291200361
80,5.6233,1491200.0,0.86409,1702.9,-0.8907,0,493360.0,5.5774e+18,295.4,,5.848,-2.252,0,0,804803.6975130122,804803.6975130122,6352.135676436638,0.9989615601998505
81,5.5603,1476700.0,0.879,1709.0,-0.78341,0,485630.0,5.4676e+18,294.07,,5.9211,-2.1789,0,0,804803.6975130122,804803.6975130122,6352.135676436638,0.9989198948044923
82,5.4969,1462100.0,0.89399,1714.4,-0.67671,0,477890.0,5.3578e+18,292.72,,5.9942,-2.1058,0,0,804803.6975130122,804803.6975130122,6352.135676436638,0.9988781379826362
83,5.4332,1447300.0,0.90905,1719.1,-0.57077,0,470150.0,5.2478e+18,291.36,,6.0673,-2.0327,0,0,804803.6975130122,804803.6975130122,6352.135676436638,0.9988367273448602
84,5.3692,1432500.0,0.92419,1723.0,-0.46497,0,462410.0,5.1379e+18,289.98,,6.1404,-1.9596,0,0,804803.6975130122,804803.6975130122,6352.135676436638,0.998795252642808
85,5.3048,1417500.0,0.93939,1726.2,-0.35778,0,454670.0,5.028e+18,288.58,,6.2135,-1.8865,0,0,804803.6975130122,804803.6975130122,6352.135676436638,0.9987537381665785
86,5.2403,1402500.0,0.95467,1728.7,-0.25888,0,446950.0,4.9183e+18,287.17,,6.2866,-1.8134,0,0,804803.6975130122,804803.6975130122,6352.135676436638,0.9987125946584406
87,5.1755,1387400.0,0.97003,1730.4,-0.15802,0,439230.0,4.8087e+18,285.75,,6.3597,-1.7403,0,0,804803.6975130122,804803.6975130122,6352.135676436638,0.998671903558847
88,5.1105,1372100.0,0.98548,1731.5,-0.058103,0,431520.0,4.6993e+18,284.3,,6.4328,-1.6672,0,0,804803.6975130122,804803.6975130122,6352.135676436638,0.9986307809576094
89,5.0452,1356800.0,1.001,1731.9,0.041376,0,423820.0,4.5899e+18,282.84,,6.5059,-1.5941,0,0,804803.6975130122,804803.696471832,6352.135676436638,0.9985901380550187
90,4.9796,1341400.0,1.0167,1731.5,0.13956,0,416130.0,4.4807e+18,281.37,,6.579,-1.521,0,0,804803.6975130122,804798.9966875849,6352.135676436638,0.9985500070765665
91,4.9139,1325900.0,1.0324,1730.5,0.23785,0,408460.0,4.3718e+18,279.87,,6.6521,-1.4479,0,0,804803.6975130122,804770.4018947539,6352.135676436638,0.9985094910272766
92,4.848,1310300.0,1.0482,1728.8,0.34076,0,400810.0,4.2631e+18,278.36,,6.7252,-1.3748,0,0,804803.6975130122,804697.3440345465,6352.135676436638,0.9984695103014833
93,4.7818,1294600.0,1.0642,1726.4,0.43989,0,393170.0,4.1546e+18,276.84,,6.7983,-1.3017,0,0,804803.6975130122,804559.8524291079,6352.135676436638,0.9984301363526206
94,4.7153,1278800.0,1.0802,1723.3,0.53648,0,385540.0,4.0463e+18,275.29,,6.8714,-1.2286,0,0,804803.6975130122,804342.2477379352,6352.135676436638,0.9983905042463701
95,4.6486,1262800.0,1.0965,1719.5,0.63471,0,377920.0,3.9381e+18,273.73,,6.9445,-1.1555,0,0,804803.6975130122,804023.4714028032,6352.135676436638,0.9983515547916768
96,4.5816,1246800.0,1.1128,1715.0,0.73396,0,370320.0,3.8301e+18,272.15,,7.0176,-1.0824,0,0,804803.6975130122,803593.7133673509,6352.135676436638,0.9983128326273637
97,4.5142,1230600.0,1.1294,1709.9,0.83442,0,362720.0,3.7223e+18,270.54,,7.0907,-1.0093,0,0,804803.6975130122,803030.3090825693,6352.135676436638,0.9982740105804098
98,4.4465,1214400.0,1.1461,1704.1,0.93666,0,355130.0,3.6144e+18,268.91,,7.1638,-0.9362,0,0,804803.6975130122,802325.2174466216,6352.135676436638,0.9982355455236942
99,4.3784,1197900.0,1.1631,1697.5,1.0418,0,347540.0,3.5066e+18,267.25,,7.2369,-0.8631,0,0,804803.6975130122,801455.9080479417,6352.135676436638,0.9981970768476957
100,4.3098,1181300.0,1.1803,1690.3,1.1502,0,339940.0,3.3987e+18,265.57,,7.31,-0.79,0,0,804803.6975130122,800412.8813120069,6352.135676436638,0.9981591736806847
101,4.2408,1164500.0,1.1977,1682.3,1.2551,0,332340.0,3.2908e+18,263.86,,7.3831,-0.7169,0,0,804803.6975130122,799183.6997775362,6352.135676436638,0.9981213872579173
102,4.1712,1147600.0,1.2154,1673.7,1.3627,0,324730.0,3.1828e+18,262.12,,7.4562,-0.6438,0,0,804803.6975130122,797748.1460666044,6352.135676436638,0.9980838387605913
103,4.1011,1130500.0,1.2335,1664.3,1.472,0,317120.0,3.0747e+18,260.34,,7.5293,-0.5707,0,0,804803.6975130122,796082.4514986622,6352.135676436638,0.9980460765601057
104,4.0306,1113200.0,1.2518,1654.2,1.5818,0,309500.0,2.9665e+18,258.54,,7.6024,-0.4976,0,0,804803.6975130122,794191.6721559077,6352.135676436638,0.998009169872777
105,3.9596,1095800.0,1.2704,1643.3,1.6911,0,301890.0,2.8585e+18,256.71,,7.6755,-0.4245,0,0,804803.6975130122,792054.6006782919,6352.135676436638,0.9979726093814871
106,3.8881,1078100.0,1.2894,1631.8,1.7996,0,294290.0,2.7505e+18,254.84,,7.7486,-0.3514,0,0,804803.6975130122,789646.2221203647,6352.135676436638,0.9979360009672548
107,3.8163,1060400.0,1.3086,1619.5,1.9077,0,286700.0,2.6427e+18,252.94,,7.8217,-0.2783,0,0,804803.6975130122,786981.0001953827,6352.135676436638,0.9978998973384935
108,3.7441,1042500.0,1.3282,1606.5,2.0108,0,279130.0,2.5352e+18,251.01,,7.8948,-0.2052,0,0,804803.6975130122,784021.2034483929,6352.135676436638,0.9978643141100507
109,3.6717,1024500.0,1.3481,1592.8,2.1099,0,271590.0,2.4282e+18,249.05,,7.9679,-0.1321,0,0,804803.6975130122,780771.1119733877,6352.135676436638,0.9978292609337525
110,3.5991,1006300.0,1.3683,1578.3,2.2058,0,264100.0,2.3218e+18,247.06,,8.041,-0.059,0,0,804803.6975130122,777222.7696787877,6352.135676436638,0.9977946579519885
111,3.5264,988110.0,1.3888,1563.2,2.2969,0,256650.0,2.216e+18,245.05,,8.1141,0.0141,0,0,804803.6975130122,773369.2941522538,6352.135676436638,0.9977611428657932
112,3.4536,969810.0,1.4095,1547.4,2.3819,0,249260.0,2.1111e+18,243.01,,8.1872,0.0872,0,0,804803.6975130122,769225.5331768116,6352.135676436638,0.9977281454590039
113,3.3809,951480.0,1.4306,1530.9,2.4603,0,241950.0,2.0072e+18,240.95,,8.2603,0.1603,0,0,804803.6975130122,764746.794840444,6352.135676436638,0.9976960322241437
114,3.3086,933170.0,1.4519,1513.9,2.5322,0,234730.0,1.9047e+18,238.87,,8.3334,0.2334,0,0,804803.6975130122,759971.9922755571,6352.135676436638,0.9976647608472088
115,3.2368,914920.0,1.4734,1496.3,2.5986,0,227620.0,1.8038e+18,236.78,,8.4065,0.3065,0,0,804803.6975130122,754902.2527953497,6352.135676436638,0.9976346603974401
116,3.1656,896770.0,1.495,1478.3,2.6566,0,220640.0,1.7047e+18,234.67,,8.4796,0.3796,0,0,804803.6975130122,749564.9551799963,6352.135676436638,0.9976050529538047
117,3.0952,878760.0,1.5168,1459.8,2.7096,0,213800.0,1.6075e+18,232.57,,8.5527,0.4527,0,0,804803.6975130122,743940.0562206091,6352.135676436638,0.9975772966221438
118,3.0257,860920.0,1.5386,1441.0,2.758,0,207100.0,1.5124e+18,230.46,,8.6258,0.5258,0,0,804803.6975130122,738086.152198746,6352.135676436638,0.9975503984168957
119,2.9571,843260.0,1.5606,1421.9,2.8029,0,200560.0,1.4194e+18,228.34,,8.6989,0.5989,0,0,804803.6975130122,731957.1949515517,6352.135676436638,0.9975240939091683
120,2.8895,825790.0,1.5827,1402.5,2.8461,0,194160.0,1.3286e+18,226.24,,8.772,0.672,0,0,804803.6975130122,725587.7580282476,6352.135676436638,0.9975000783149027
121,2.8229,808520.0,1.6048,1382.9,2.89,0,187920.0,1.24e+18,224.13,,8.8451,0.7451,0,0,804803.6975130122,719016.7423531419,6352.135676436638,0.997476576323778
122,2.7571,791410.0,1.6271,1362.9,2.9362,0,181810.0,1.1532e+18,222.02,,8.9182,0.8182,0,0,804803.6975130122,712193.796807038,6352.135676436638,0.9974544432918642
123,2.6921,774420.0,1.6496,1342.7,2.9816,0,175830.0,1.0683e+18,219.9,,8.9913,0.8913,0,0,804803.6975130122,705125.929936264,6352.135676436638,0.997433164791112
124,2.6275,757510.0,1.6723,1322.1,3.0209,0,169940.0,9.8473e+17,217.77,,9.0644,0.9644,0,0,804803.6975130122,697820.7650886888,6352.135676436638,0.9974133277238738
125,2.5629,740550.0,1.6957,1301.1,3.0422,0,164120.0,9.0196e+17,215.59,,9.1375,1.0375,0,0,804803.6975130122,690120.2451922954,6352.135676436638,0.9973932775521168
126,2.4981,723480.0,1.7199,1279.6,3.0367,0,158300.0,8.1937e+17,213.35,,9.2106,1.1106,0,0,804803.6975130122,681989.3189901647,6352.135676436638,0.9973737406309208
127,2.4328,706170.0,1.7441,1257.1,3.0325,0,152550.0,7.3778e+17,211.12,,9.2837,1.1837,0,0,804803.6975130122,673703.2948386811,6352.135676436638,0.9973573168597195
128,2.3727,690190.0,1.7671,1236.0,3.2199,0,147300.0,6.6314e+17,209.02,,9.3568,1.2568,0,0,804803.6975130122,665697.8615520303,6352.135676436638,0.9973425353457644
129,2.3098,673410.0,1.7917,1213.4,3.2586,0,141870.0,5.8599e+17,206.79,,9.4299,1.3299,0,0,804803.6975130122,657009.3130677416,6352.135676436638,0.9973280099546045
130,2.2451,656110.0,1.8176,1189.8,3.2854,0,136340.0,5.0751e+17,204.47,,9.503,1.403,0,0,804803.6975130122,647736.6144750615,6352.135676436638,0.9973148864854677
131,2.1802,638790.0,1.8445,1165.7,3.2941,0,130860.0,4.2972e+17,202.09,,9.5761,1.4761,0,0,804803.6975130122,637987.9319581526,6352.135676436638,0.9973021856438172
132,2.1151,621320.0,1.8732,1141.2,3.2092,0,125370.0,3.5171e+17,199.57,,9.6492,1.5492,0,0,804803.6975130122,627474.7340756354,6352.135676436638,0.9972872490344584
133,2.0507,603890.0,1.9015,1116.3,3.1986,0,120030.0,2.7596e+17,197.08,,9.7223,1.6223,0,0,804803.6975130122,617015.043908283,6352.135676436638,0.9972756913335318
134,1.9968,589140.0,1.9242,1094.3,3.609,0,115700.0,2.145e+17,195.1,,9.7954,1.6954,0,0,804803.6975130122,608571.7183464908,6352.135676436638,0.9972722768165129
135,1.949,576340.0,1.9466,1075.4,3.6239,0,111860.0,1.599e+17,193.24,,9.8685,1.7685,0,0,804803.6975130122,600203.6880817275,6352.135676436638,0.9972669561581025
136,1.8989,563120.0,1.9715,1055.7,4.021,0,107860.0,1.0316e+17,191.25,,9.9416,1.8416,0,0,804803.6975130122,590870.4025436301,6352.135676436638,0.9972620133073555
137,1.8485,549730.0,1.998,1035.7,4.0553,0,103840.0,4.5962e+16,189.13,,10.015,1.9147,0,0,804803.6975130122,580913.9821503146,6352.135676436638,0.9972544015130134
138,1.805,537590.0,2.0186,1017.0,4.568,0,100440.0,-2267100000000000.0,187.35,,10.088,1.9878,0,0,804803.6975130122,573166.1175546632,6352.135676436638,0.9972517190363691
139,1.7877,532860.0,2.0289,1010.0,3.2437,0,99021.0,-2.2424e+16,186.49,,10.161,2.0609,0,0,804803.6975130122,569291.646665178,6352.135676436638,0.9972452688067305
140,1.7718,528380.0,2.0372,1003.2,2.217,0,97754.0,-4.0421e+16,185.76,,10.234,2.134,0,0,804803.6975130122,566169.9230997707,6352.135676436638,0.997241960816571
141,1.7609,524710.0,2.0387,996.94,2.1916,0,96998.0,-5.1155e+16,185.47,,10.307,2.2071,0,0,804803.6975130122,565605.8291412777,6352.135676436638,0.9972479331687292
142,1.7534,522160.0,2.0397,992.64,1.9796,0,96474.0,-5.8588e+16,185.25,,10.38,2.2802,0,0,804803.6975130122,565229.7818616773,6352.135676436638,0.9972511531647924
143,1.7548,522340.0,2.0395,993.12,1.3094,0,96522.0,-5.7912e+16,185.2,,10.453,2.3533,0,0,804803.6975130122,565304.990294583,6352.135676436638,0.9972471309663398
144,1.7561,522520.0,2.0392,993.61,0.63918,0,96569.0,-5.7236e+16,185.15,,10.526,2.4264,0,0,804803.6975130122,565417.8039111627,6352.135676436638,0.9972431319487497
