,Density,Energy,Mach,Momentum:0,Momentum:1,Momentum:2,Pressure,Pressure_Coefficient,Temperature,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2,pt,pi,s,Z
30,7.5673,1922400.0,0.31617,889.89,-9.8102,0,748010.0,9.1935e+18,332.82,,2.193,-5.907,0,0,802210.2097568741,802210.2097568741,6353.094319822694,1.0003695670714705
31,7.5529,1919200.0,0.32173,903.6,-9.8923,0,746070.0,9.1661e+18,332.59,,2.2661,-5.8339,0,0,802061.1045653404,802061.1045653404,6353.149528388154,1.00035941221528
32,7.5376,1915900.0,0.32776,918.23,-9.9688,0,743980.0,9.1364e+18,332.33,,2.3392,-5.7608,0,0,802000.0786806573,802000.0786806573,6353.172127151326,1.0003480180118591
33,7.5223,1912600.0,0.33383,932.93,-10.045,0,741880.0,9.1066e+18,332.07,,2.4123,-5.6877,0,0,801923.4296312503,801923.4296312503,6353.200513827877,1.0003366401070004
34,7.5069,1909300.0,0.3399,947.63,-10.121,0,739780.0,9.0767e+18,331.81,,2.4854,-5.6146,0,0,801842.0113137806,801842.0113137806,6353.230669755857,1.000325284804488
35,7.4906,1905800.0,0.34625,962.82,-10.148,0,737550.0,9.0449e+18,331.52,,2.5585,-5.5415,0,0,801869.1696049615,801869.1696049615,6353.220610456659,1.000312708491791
36,7.4729,1902000.0,0.35298,978.68,-10.111,0,735120.0,9.0105e+18,331.22,,2.6316,-5.4684,0,0,801755.7726516112,801755.7726516112,6353.2626143902135,1.0002996585104666
37,7.4552,1898100.0,0.3597,994.53,-10.073,0,732700.0,8.9761e+18,330.91,,2.7047,-5.3953,0,0,801732.5489316458,801732.5489316458,6353.271217538048,1.0002862536284691
38,7.4375,1894300.0,0.36643,1010.4,-10.035,0,730270.0,8.9416e+18,330.6,,2.7778,-5.3222,0,0,801691.8282980107,801691.8282980107,6353.286302956014,1.0002728740463331
39,7.417,1889900.0,0.37378,1027.1,-9.9512,0,727480.0,8.902e+18,330.24,,2.8509,-5.2491,0,0,801672.0034906048,801672.0034906048,6353.293647558169,1.0002573908193697
40,7.3962,1885400.0,0.3812,1043.9,-9.8619,0,724640.0,8.8618e+18,329.88,,2.924,-5.176,0,0,801587.5886395678,801587.5886395678,6353.324923204523,1.0002419253014363
41,7.3754,1880900.0,0.38862,1060.8,-9.7726,0,721810.0,8.8215e+18,329.52,,2.9971,-5.1029,0,0,801505.3185432167,801505.3185432167,6353.355407388403,1.0002265076080552
42,7.3538,1876200.0,0.39626,1077.9,-9.6952,0,718860.0,8.7796e+18,329.14,,3.0702,-5.0298,0,0,801450.6204899233,801450.6204899233,6353.375676816297,1.00021029623901
43,7.3308,1871200.0,0.40426,1095.4,-9.6372,0,715720.0,8.735e+18,328.72,,3.1433,-4.9567,0,0,801515.2936023381,801515.2936023381,6353.351711084995,1.000192481572555
44,7.3078,1866300.0,0.41227,1112.9,-9.5792,0,712580.0,8.6904e+18,328.31,,3.2164,-4.8836,0,0,801482.6660328348,801482.6660328348,6353.363801548584,1.0001751138799169
45,7.2848,1861300.0,0.42027,1130.4,-9.5212,0,709430.0,8.6457e+18,327.89,,3.2895,-4.8105,0,0,801513.6263819898,801513.6263819898,6353.352328877834,1.000157402423479
