"Density","Eddy_Viscosity","Energy","Heat_Flux","Laminar_Viscosity","Mach","Momentum:0","Momentum:1","Momentum:2","Omega","Pressure","Pressure_Coefficient","Skin_Friction_Coefficient:0","Skin_Friction_Coefficient:1","Skin_Friction_Coefficient:2","Temperature","Turb_Kin_Energy","Y_Plus","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1.2119,5.2059e-06,1.5328e+06,0,2.537e-05,2.5463,476.61,2.457,0,82.835,28559,-2.3646e+06,0,0,0,464.02,0.00035583,0,,0,9,0,0
1.21,5.1979e-06,1.5304e+06,0,2.5369e-05,2.5462,475.85,3.4139,0,82.866,28515,-2.3647e+06,0,0,0,464.01,0.00035596,0,,0.016,9,0.016,0
1.2082,5.1898e-06,1.528e+06,0,2.5368e-05,2.5461,475.08,4.3709,0,82.897,28470,-2.3648e+06,0,0,0,463.99,0.00035609,0,,0.032,9,0.032,0
1.2063,5.1818e-06,1.5256e+06,0,2.5368e-05,2.546,474.32,5.3278,0,82.928,28426,-2.365e+06,0,0,0,463.97,0.00035622,0,,0.048,9,0.048,0
1.2045,5.1737e-06,1.5232e+06,0,2.5367e-05,2.5458,473.56,6.2847,0,82.959,28381,-2.3651e+06,0,0,0,463.95,0.00035635,0,,0.064,9,0.064,0
1.2029,5.1669e-06,1.5211e+06,0,2.5366e-05,2.5457,472.88,7.2162,0,82.985,28343,-2.3652e+06,0,0,0,463.93,0.00035646,0,,0.08,9,0.08,0
1.2013,5.1601e-06,1.519e+06,0,2.5366e-05,2.5455,472.21,8.1469,0,83.011,28305,-2.3653e+06,0,0,0,463.92,0.00035657,0,,0.096,9,0.096,0
1.1997,5.1533e-06,1.517e+06,0,2.5365e-05,2.5453,471.54,9.0776,0,83.037,28267,-2.3655e+06,0,0,0,463.9,0.00035667,0,,0.112,9,0.112,0
1.1987,5.149e-06,1.5157e+06,0,2.5364e-05,2.5452,471.1,9.9431,0,83.07,28244,-2.3655e+06,0,0,0,463.89,0.00035681,0,,0.128,9,0.128,0
1.1993,5.1513e-06,1.5164e+06,0,2.5365e-05,2.5451,471.29,10.64,0,83.122,28257,-2.3655e+06,0,0,0,463.89,0.00035703,0,,0.144,9,0.144,0
