"Mach","p","tp","Points:0","Points:1","Points:2"
1.108,0.15878,0.29521,6.09,0,0
1.1026,0.15995,0.29608,6.1,0,0
1.0979,0.16101,0.29686,6.11,0,0
1.0932,0.16208,0.29765,6.12,0,0
1.089,0.16302,0.29836,6.13,0,0
1.0849,0.16397,0.29907,6.14,0,0
1.0814,0.1648,0.2997,6.15,0,0
1.0778,0.16564,0.30034,6.16,0,0
1.0748,0.16637,0.3009,6.17,0,0
1.0718,0.1671,0.30147,6.18,0,0
1.0692,0.16774,0.30198,6.19,0,0
1.0667,0.16837,0.30248,6.2,0,0
1.0646,0.16892,0.30293,6.21,0,0
1.0625,0.16946,0.30338,6.22,0,0
1.0609,0.16991,0.30377,6.23,0,0
1.0592,0.17036,0.30416,6.24,0,0
1.058,0.17074,0.30451,6.25,0,0
1.0567,0.17111,0.30485,6.26,0,0
1.0558,0.1714,0.30515,6.27,0,0
1.055,0.17169,0.30545,6.28,0,0
1.0544,0.17191,0.30571,6.29,0,0
1.0539,0.17213,0.30596,6.3,0,0
1.0537,0.17228,0.30618,6.31,0,0
1.0535,0.17243,0.30639,6.32,0,0
1.0536,0.17252,0.30657,6.33,0,0
1.0537,0.1726,0.30675,6.34,0,0
1.0541,0.17263,0.30689,6.35,0,0
1.0544,0.17265,0.30703,6.36,0,0
1.0551,0.17262,0.30714,6.37,0,0
1.0557,0.17259,0.30725,6.38,0,0
1.0566,0.1725,0.30732,6.39,0,0
1.0575,0.17242,0.3074,6.4,0,0
1.0587,0.17228,0.30744,6.41,0,0
1.0598,0.17214,0.30748,6.42,0,0
1.0613,0.17194,0.3075,6.43,0,0
1.0627,0.17174,0.30751,6.44,0,0
1.0644,0.17149,0.30748,6.45,0,0
1.0661,0.17124,0.30746,6.46,0,0
1.068,0.17092,0.3074,6.47,0,0
1.07,0.17061,0.30734,6.48,0,0
1.0723,0.17023,0.30724,6.49,0,0
1.0746,0.16984,0.30714,6.5,0,0
1.0773,0.16939,0.30699,6.51,0,0
1.0799,0.16894,0.30685,6.52,0,0
1.0829,0.16841,0.30665,6.53,0,0
1.0859,0.16788,0.30646,6.54,0,0
1.0893,0.16727,0.30621,6.55,0,0
1.0928,0.16666,0.30596,6.56,0,0
1.0966,0.16596,0.30566,6.57,0,0
1.1004,0.16526,0.30535,6.58,0,0
1.1047,0.16448,0.30498,6.59,0,0
1.109,0.1637,0.30462,6.6,0,0
1.1137,0.16282,0.30418,6.61,0,0
1.1184,0.16195,0.30375,6.62,0,0
1.1235,0.161,0.30325,6.63,0,0
1.1287,0.16004,0.30275,6.64,0,0
1.1342,0.159,0.30218,6.65,0,0
1.1398,0.15796,0.30162,6.66,0,0
1.1458,0.15685,0.30098,6.67,0,0
1.1517,0.15574,0.30035,6.68,0,0
1.1581,0.15456,0.29965,6.69,0,0
1.1644,0.15338,0.29895,6.7,0,0
1.1711,0.15215,0.29819,6.71,0,0
1.1777,0.15091,0.29743,6.72,0,0
1.1847,0.14962,0.29661,6.73,0,0
1.1917,0.14834,0.2958,6.74,0,0
1.1989,0.14701,0.29492,6.75,0,0
1.2062,0.14569,0.29405,6.76,0,0
1.2137,0.14433,0.29313,6.77,0,0
1.2212,0.14297,0.2922,6.78,0,0
1.2289,0.14158,0.29124,6.79,0,0
1.2366,0.1402,0.29027,6.8,0,0
1.2444,0.1388,0.28926,6.81,0,0
1.2523,0.13741,0.28825,6.82,0,0
1.2603,0.13601,0.28721,6.83,0,0
1.2683,0.13461,0.28617,6.84,0,0
1.2763,0.13322,0.2851,6.85,0,0
1.2843,0.13182,0.28403,6.86,0,0
1.2923,0.13045,0.28295,6.87,0,0
1.3003,0.12908,0.28187,6.88,0,0
1.3083,0.12774,0.28078,6.89,0,0
1.3163,0.12639,0.27969,6.9,0,0
1.3242,0.12507,0.27859,6.91,0,0
1.3322,0.12376,0.27749,6.92,0,0
1.34,0.12247,0.27639,6.93,0,0
1.3479,0.12118,0.27529,6.94,0,0
1.3557,0.11992,0.27419,6.95,0,0
1.3635,0.11867,0.27309,6.96,0,0
1.3712,0.11744,0.27199,6.97,0,0
1.3789,0.11622,0.2709,6.98,0,0
1.3865,0.11503,0.2698,6.99,0,0
1.3941,0.11384,0.26871,7,0,0
1.4016,0.11269,0.26763,7.01,0,0
1.409,0.11154,0.26655,7.02,0,0
1.4163,0.11043,0.26548,7.03,0,0
1.4237,0.10932,0.26441,7.04,0,0
1.4308,0.10825,0.26336,7.05,0,0
1.438,0.10718,0.26231,7.06,0,0
1.445,0.10615,0.26128,7.07,0,0
1.4519,0.10513,0.26026,7.08,0,0
1.4587,0.10414,0.25925,7.09,0,0
1.4655,0.10316,0.25825,7.1,0,0
1.472,0.10223,0.25727,7.11,0,0
1.4786,0.10129,0.2563,7.12,0,0
1.4849,0.1004,0.25536,7.13,0,0
1.4912,0.099515,0.25441,7.14,0,0
1.4972,0.098675,0.25351,7.15,0,0
1.5033,0.097834,0.2526,7.16,0,0
1.5091,0.097041,0.25173,7.17,0,0
1.5149,0.096249,0.25086,7.18,0,0
1.5204,0.095505,0.25004,7.19,0,0
1.5259,0.094762,0.24921,7.2,0,0
1.5311,0.094067,0.24843,7.21,0,0
1.5363,0.093372,0.24765,7.22,0,0
1.5413,0.092727,0.24691,7.23,0,0
1.5462,0.092082,0.24618,7.24,0,0
1.5508,0.091487,0.24549,7.25,0,0
1.5553,0.090892,0.24481,7.26,0,0
1.5596,0.090347,0.24417,7.27,0,0
1.5639,0.089802,0.24354,7.28,0,0
1.5678,0.089309,0.24296,7.29,0,0
1.5717,0.088816,0.24238,7.3,0,0
1.5752,0.088375,0.24186,7.31,0,0
1.5787,0.087934,0.24135,7.32,0,0
1.5818,0.087547,0.24089,7.33,0,0
1.585,0.08716,0.24043,7.34,0,0
1.5877,0.086827,0.24004,7.35,0,0
1.5904,0.086495,0.23965,7.36,0,0
1.5927,0.08622,0.23932,7.37,0,0
1.595,0.085944,0.239,7.38,0,0
1.5969,0.085726,0.23874,7.39,0,0
1.5987,0.085509,0.23849,7.4,0,0
1.6001,0.085351,0.23831,7.41,0,0
1.6014,0.085194,0.23814,7.42,0,0
1.6023,0.085099,0.23804,7.43,0,0
1.6032,0.085003,0.23794,7.44,0,0
1.6036,0.084973,0.23792,7.45,0,0
1.6039,0.084942,0.23791,7.46,0,0
1.6038,0.084978,0.23797,7.47,0,0
1.6036,0.085014,0.23804,7.48,0,0
1.6029,0.08512,0.2382,7.49,0,0
1.6021,0.085226,0.23836,7.5,0,0
1.6008,0.085405,0.23861,7.51,0,0
1.5995,0.085584,0.23886,7.52,0,0
1.5976,0.085838,0.2392,7.53,0,0
1.5957,0.086093,0.23955,7.54,0,0
1.5932,0.086427,0.23999,7.55,0,0
1.5907,0.086761,0.24043,7.56,0,0
1.5876,0.087177,0.24097,7.57,0,0
1.5844,0.087593,0.24152,7.58,0,0
1.5807,0.088095,0.24216,7.59,0,0
1.5769,0.088597,0.24281,7.6,0,0
1.5725,0.089187,0.24355,7.61,0,0
1.5681,0.089778,0.2443,7.62,0,0
1.563,0.09046,0.24515,7.63,0,0
1.558,0.091142,0.246,7.64,0,0
1.5523,0.091918,0.24696,7.65,0,0
1.5466,0.092694,0.24791,7.66,0,0
1.5404,0.093565,0.24896,7.67,0,0
1.5341,0.094436,0.25001,7.68,0,0
1.5272,0.095403,0.25115,7.69,0,0
1.5204,0.096369,0.2523,7.7,0,0
1.513,0.097431,0.25353,7.71,0,0
1.5055,0.098492,0.25477,7.72,0,0
1.4976,0.099647,0.25608,7.73,0,0
1.4897,0.1008,0.2574,7.74,0,0
1.4814,0.10204,0.25878,7.75,0,0
1.473,0.10329,0.26017,7.76,0,0
1.4643,0.10461,0.26162,7.77,0,0
1.4556,0.10594,0.26306,7.78,0,0
1.4466,0.10734,0.26456,7.79,0,0
1.4375,0.10875,0.26606,7.8,0,0
1.4283,0.11022,0.26759,7.81,0,0
1.419,0.11169,0.26912,7.82,0,0
1.4097,0.11321,0.27067,7.83,0,0
1.4003,0.11474,0.27222,7.84,0,0
1.3908,0.1163,0.27377,7.85,0,0
1.3814,0.11787,0.27533,7.86,0,0
1.372,0.11947,0.27688,7.87,0,0
1.3626,0.12107,0.27843,7.88,0,0
1.3533,0.12269,0.27996,7.89,0,0
1.3441,0.1243,0.28149,7.9,0,0
1.335,0.12591,0.28298,7.91,0,0
1.3259,0.12753,0.28448,7.92,0,0
1.3172,0.12913,0.28593,7.93,0,0
1.3084,0.13073,0.28738,7.94,0,0
1.2999,0.1323,0.28877,7.95,0,0
1.2915,0.13387,0.29016,7.96,0,0
1.2834,0.1354,0.29149,7.97,0,0
1.2753,0.13692,0.29281,7.98,0,0
1.2677,0.1384,0.29407,7.99,0,0
1.26,0.13988,0.29533,8,0,0
1.2528,0.14129,0.29652,8.01,0,0
1.2456,0.14271,0.2977,8.02,0,0
1.2389,0.14406,0.29881,8.03,0,0
1.2321,0.1454,0.29992,8.04,0,0
1.2259,0.14667,0.30094,8.05,0,0
1.2196,0.14793,0.30197,8.06,0,0
1.214,0.1491,0.30291,8.07,0,0
1.2083,0.15027,0.30385,8.08,0,0
1.2032,0.15134,0.3047,8.09,0,0
1.198,0.15242,0.30555,8.1,0,0
1.1934,0.1534,0.30633,8.11,0,0
1.1888,0.15438,0.3071,8.12,0,0
1.1847,0.15527,0.3078,8.13,0,0
1.1806,0.15616,0.3085,8.14,0,0
1.1769,0.15696,0.30913,8.15,0,0
1.1732,0.15776,0.30976,8.16,0,0
1.17,0.15847,0.31032,8.17,0,0
1.1668,0.15918,0.31089,8.18,0,0
1.1641,0.1598,0.31138,8.19,0,0
1.1613,0.16042,0.31188,8.2,0,0
1.159,0.16096,0.31231,8.21,0,0
1.1567,0.1615,0.31275,8.22,0,0
1.1548,0.16195,0.31312,8.23,0,0
1.1529,0.1624,0.31349,8.24,0,0
1.1514,0.16277,0.31381,8.25,0,0
1.1498,0.16314,0.31413,8.26,0,0
1.1487,0.16344,0.31439,8.27,0,0
1.1475,0.16373,0.31466,8.28,0,0
1.1467,0.16395,0.31487,8.29,0,0
1.1459,0.16417,0.31508,8.3,0,0
1.1455,0.16433,0.31525,8.31,0,0
1.145,0.16448,0.31542,8.32,0,0
1.1448,0.16456,0.31554,8.33,0,0
1.1447,0.16464,0.31566,8.34,0,0
1.1448,0.16466,0.31573,8.35,0,0
1.145,0.16468,0.31581,8.36,0,0
1.1454,0.16464,0.31584,8.37,0,0
1.1459,0.16459,0.31588,8.38,0,0
1.1466,0.16448,0.31587,8.39,0,0
1.1474,0.16438,0.31586,8.4,0,0
1.1485,0.1642,0.31581,8.41,0,0
1.1495,0.16403,0.31576,8.42,0,0
1.1509,0.1638,0.31566,8.43,0,0
1.1522,0.16356,0.31556,8.44,0,0
1.1539,0.16326,0.31542,8.45,0,0
1.1556,0.16296,0.31528,8.46,0,0
1.1576,0.16258,0.31509,8.47,0,0
1.1596,0.16221,0.3149,8.48,0,0
1.162,0.16177,0.31466,8.49,0,0
1.1643,0.16133,0.31442,8.5,0,0
1.167,0.16082,0.31413,8.51,0,0
1.1697,0.16031,0.31384,8.52,0,0
1.1728,0.15972,0.31349,8.53,0,0
1.1758,0.15914,0.31315,8.54,0,0
1.1792,0.15848,0.31275,8.55,0,0
1.1826,0.15782,0.31234,8.56,0,0
1.1864,0.1571,0.31188,8.57,0,0
1.1902,0.15637,0.31142,8.58,0,0
1.1943,0.15557,0.31091,8.59,0,0
1.1985,0.15477,0.31039,8.6,0,0
1.203,0.15391,0.30981,8.61,0,0
1.2074,0.15305,0.30924,8.62,0,0
1.2122,0.15213,0.30861,8.63,0,0
1.217,0.15121,0.30798,8.64,0,0
1.2221,0.15023,0.3073,8.65,0,0
1.2273,0.14925,0.30661,8.66,0,0
1.2327,0.14823,0.30588,8.67,0,0
1.2381,0.1472,0.30514,8.68,0,0
1.2437,0.14613,0.30436,8.69,0,0
1.2494,0.14507,0.30358,8.7,0,0
1.2553,0.14397,0.30275,8.71,0,0
1.2611,0.14287,0.30193,8.72,0,0
1.2672,0.14174,0.30106,8.73,0,0
1.2733,0.14061,0.30019,8.74,0,0
1.2795,0.13947,0.29929,8.75,0,0
1.2857,0.13833,0.29839,8.76,0,0
1.2921,0.13718,0.29747,8.77,0,0
1.2984,0.13603,0.29654,8.78,0,0
1.3048,0.13487,0.29559,8.79,0,0
1.3112,0.13372,0.29465,8.8,0,0
1.3176,0.13258,0.29368,8.81,0,0
1.324,0.13143,0.29272,8.82,0,0
1.3305,0.1303,0.29174,8.83,0,0
1.337,0.12916,0.29077,8.84,0,0
1.3434,0.12804,0.28978,8.85,0,0
1.3499,0.12691,0.2888,8.86,0,0
1.3563,0.12581,0.28781,8.87,0,0
1.3628,0.1247,0.28682,8.88,0,0
1.3692,0.12362,0.28583,8.89,0,0
1.3756,0.12254,0.28484,8.9,0,0
1.3819,0.12148,0.28386,8.91,0,0
1.3883,0.12042,0.28287,8.92,0,0
1.3945,0.11938,0.28189,8.93,0,0
1.4008,0.11835,0.28091,8.94,0,0
1.407,0.11735,0.27994,8.95,0,0
1.4131,0.11634,0.27897,8.96,0,0
1.4192,0.11537,0.27801,8.97,0,0
1.4252,0.1144,0.27705,8.98,0,0
1.4311,0.11346,0.27611,8.99,0,0
1.437,0.11252,0.27517,9,0,0
1.4428,0.11162,0.27425,9.01,0,0
1.4486,0.11071,0.27333,9.02,0,0
1.4541,0.10985,0.27244,9.03,0,0
1.4597,0.10898,0.27154,9.04,0,0
1.4651,0.10816,0.27067,9.05,0,0
1.4705,0.10733,0.2698,9.06,0,0
1.4758,0.10654,0.26896,9.07,0,0
1.481,0.10575,0.26812,9.08,0,0
1.486,0.10501,0.26731,9.09,0,0
1.491,0.10426,0.2665,9.1,0,0
1.4957,0.10356,0.26573,9.11,0,0
1.5005,0.10286,0.26496,9.12,0,0
1.505,0.10219,0.26423,9.13,0,0
1.5095,0.10153,0.26349,9.14,0,0
1.5138,0.10092,0.2628,9.15,0,0
1.5181,0.1003,0.26211,9.16,0,0
1.5221,0.09973,0.26146,9.17,0,0
1.5261,0.099158,0.26081,9.18,0,0
1.5298,0.098633,0.26021,9.19,0,0
1.5335,0.098108,0.25961,9.2,0,0
1.5369,0.097629,0.25906,9.21,0,0
1.5403,0.097151,0.2585,9.22,0,0
1.5434,0.096721,0.258,9.23,0,0
1.5465,0.09629,0.2575,9.24,0,0
1.5493,0.095909,0.25706,9.25,0,0
1.5521,0.095527,0.25661,9.26,0,0
1.5545,0.095196,0.25622,9.27,0,0
1.5569,0.094865,0.25583,9.28,0,0
1.559,0.094584,0.2555,9.29,0,0
1.5611,0.094304,0.25517,9.3,0,0
1.5628,0.094076,0.2549,9.31,0,0
1.5645,0.093847,0.25464,9.32,0,0
1.5658,0.093672,0.25443,9.33,0,0
1.5671,0.093497,0.25423,9.34,0,0
1.5681,0.093375,0.25409,9.35,0,0
1.569,0.093254,0.25395,9.36,0,0
1.5695,0.093187,0.25388,9.37,0,0
1.5701,0.093119,0.2538,9.38,0,0
1.5702,0.093107,0.2538,9.39,0,0
1.5703,0.093094,0.25379,9.4,0,0
1.5701,0.093136,0.25385,9.41,0,0
1.5698,0.093178,0.25391,9.42,0,0
1.5692,0.093275,0.25404,9.43,0,0
1.5685,0.093372,0.25417,9.44,0,0
1.5674,0.093524,0.25437,9.45,0,0
1.5664,0.093676,0.25456,9.46,0,0
1.5649,0.093884,0.25483,9.47,0,0
1.5635,0.094091,0.25509,9.48,0,0
1.5616,0.094357,0.25542,9.49,0,0
1.5597,0.094623,0.25575,9.5,0,0
1.5574,0.09495,0.25616,9.51,0,0
1.5551,0.095277,0.25656,9.52,0,0
1.5523,0.095669,0.25704,9.53,0,0
1.5495,0.096062,0.25752,9.54,0,0
1.5463,0.096523,0.25808,9.55,0,0
1.5431,0.096985,0.25863,9.56,0,0
1.5393,0.097525,0.25928,9.57,0,0
1.5356,0.098065,0.25993,9.58,0,0
1.5315,0.098658,0.26063,9.59,0,0
1.5274,0.09925,0.26133,9.6,0,0
1.5231,0.099877,0.26207,9.61,0,0
1.5188,0.1005,0.2628,9.62,0,0
1.5141,0.10118,0.26354,9.63,0,0
1.5094,0.10185,0.26429,9.64,0,0
1.5051,0.10253,0.26511,9.65,0,0
1.5009,0.1032,0.26594,9.66,0,0
1.4936,0.10429,0.26713,9.67,0,0
1.4862,0.10538,0.26833,9.68,0,0
1.4803,0.10629,0.26933,9.69,0,0
1.4745,0.1072,0.27033,9.7,0,0
1.4691,0.10804,0.27126,9.71,0,0
1.4638,0.10888,0.27219,9.72,0,0
1.4572,0.10996,0.27338,9.73,0,0
1.4506,0.11103,0.27457,9.74,0,0
1.443,0.11227,0.27589,9.75,0,0
1.4355,0.1135,0.27721,9.76,0,0
1.4275,0.11482,0.27861,9.77,0,0
1.4196,0.11615,0.28001,9.78,0,0
1.4128,0.11729,0.28117,9.79,0,0
1.406,0.11844,0.28233,9.8,0,0
1.399,0.11962,0.28349,9.81,0,0
1.392,0.1208,0.28465,9.82,0,0
1.3858,0.12187,0.28569,9.83,0,0
1.3796,0.12294,0.28673,9.84,0,0
1.3733,0.12404,0.28778,9.85,0,0
1.3671,0.12513,0.28883,9.86,0,0
1.3601,0.12636,0.28996,9.87,0,0
1.3531,0.12759,0.29109,9.88,0,0
1.3447,0.1291,0.29248,9.89,0,0
1.3363,0.13061,0.29387,9.9,0,0
1.3298,0.13182,0.29498,9.91,0,0
1.3233,0.13303,0.29608,9.92,0,0
1.3173,0.13416,0.2971,9.93,0,0
1.3113,0.13529,0.29812,9.94,0,0
1.3042,0.13664,0.29932,9.95,0,0
1.2971,0.13799,0.30052,9.96,0,0
1.2927,0.13888,0.30132,9.97,0,0
1.2882,0.13976,0.30211,9.98,0,0
1.286,0.14022,0.30254,9.99,0,0
1.2838,0.14068,0.30297,10,0,0
