,Density,Energy,Mach,Momentum:0,Momentum:1,Momentum:2,Pressure,Pressure_Coefficient,Temperature,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2,pt,pi,s
145,0.080725,19303.0,1.0629,27.357,0.02879,0,5866.4,-7.3019e+17,244.66,,0.014285,-0.0062344,0,0,11962.649637451445,11959.23255569462,3140.046394814175
146,0.079627,19072.0,1.0785,27.31,0.031516,0,5755.0,-7.4345e+17,243.33,,0.014384,-0.0061358,0,0,11962.796109434192,11956.343793320826,3140.074255963676
147,0.078449,18823.0,1.0954,27.245,0.036308,0,5636.5,-7.5756e+17,241.89,,0.014482,-0.0060373,0,0,11961.703223892004,11950.47642799621,3140.0836393290388
148,0.077202,18559.0,1.1134,27.163,0.042893,0,5511.9,-7.7239e+17,240.35,,0.014581,-0.0059388,0,0,11960.213645209611,11941.96321577537,3140.083586939141
149,0.075953,18295.0,1.1315,27.08,0.049522,0,5387.1,-7.8725e+17,238.81,,0.014679,-0.0058403,0,0,11963.629844346584,11936.066162932364,3140.2036945701293
150,0.074542,17995.0,1.1524,26.952,0.060504,0,5248.3,-8.0378e+17,237.01,,0.014778,-0.0057418,0,0,11959.508115093706,11918.161755314286,3140.0915069377593
151,0.07313,17694.0,1.1733,26.823,0.071487,0,5109.4,-8.203e+17,235.21,,0.014876,-0.0056432,0,0,11961.736402059667,11903.086795702808,3140.132975982677
152,0.071653,17375.0,1.1951,26.66,0.080509,0,4965.8,-8.374e+17,233.3,,0.014975,-0.0055447,0,0,11957.719393963715,11877.115448888495,3140.124105254701
153,0.070105,17038.0,1.2179,26.461,0.087448,0,4817.1,-8.5511e+17,231.29,,0.015074,-0.0054462,0,0,11946.37099189301,11838.402413058053,3140.158963848048
154,0.068556,16701.0,1.2408,26.263,0.094388,0,4668.4,-8.7281e+17,229.27,,0.015172,-0.0053477,0,0,11944.618909661998,11804.358986470386,3140.353123270943
155,0.067027,16377.0,1.2661,26.062,0.12357,0,4523.5,-8.9006e+17,227.16,,0.015271,-0.0052492,0,0,11957.600609543353,11775.805605993872,3140.1067033907557
156,0.065499,16054.0,1.2915,25.862,0.15369,0,4378.7,-9.0729e+17,225.04,,0.015369,-0.0051506,0,0,11981.83631655431,11752.002021587276,3140.022526434984
157,0.06381,15686.0,1.3188,25.59,0.16483,0,4221.3,-9.2603e+17,222.67,,0.015468,-0.0050521,0,0,11987.145665768638,11699.190882615903,3139.889813892305
158,0.061914,15260.0,1.3486,25.226,0.15124,0,4047.5,-9.4673e+17,219.98,,0.015566,-0.0049536,0,0,11965.018180664058,11606.464744788987,3139.742488528685
159,0.060018,14834.0,1.3784,24.862,0.13766,0,3873.6,-9.6743e+17,217.29,,0.015665,-0.0048551,0,0,11954.785816954462,11517.356826906358,3139.9955080203354
160,0.058272,14447.0,1.4082,24.497,0.14244,0,3718.2,-9.8592e+17,214.73,,0.015763,-0.0047566,0,0,11948.429754888677,11424.195261345296,3139.836488384468
161,0.056542,14063.0,1.438,24.132,0.14905,0,3564.8,-1.0042e+18,212.19,,0.015862,-0.004658,0,0,11952.605243211343,11333.483474430093,3139.980263257797
162,0.054836,13682.0,1.4677,23.75,0.15197,0,3415.2,-1.022e+18,209.63,,0.01596,-0.0045595,0,0,11955.079097286152,11234.132439981659,3140.095736192042
163,0.053171,13303.0,1.4972,23.338,0.14897,0,3272.0,-1.039e+18,207.07,,0.016059,-0.004461,0,0,11940.19463181119,11112.400755978413,3140.0451086922126
164,0.051505,12925.0,1.5268,22.926,0.14596,0,3128.8,-1.0561e+18,204.51,,0.016157,-0.0043625,0,0,11936.292191620603,10994.190794963013,3140.4050080054285
165,0.05002,12589.0,1.5558,22.54,0.14863,0,3003.4,-1.071e+18,202.07,,0.016256,-0.004264,0,0,11939.610796425573,10879.01280783706,3140.0768548242936
166,0.048564,12259.0,1.5847,22.159,0.15223,0,2881.0,-1.0856e+18,199.65,,0.016354,-0.0041654,0,0,11953.512364074035,10768.22963064199,3139.9100416127417
167,0.047118,11929.0,1.6134,21.763,0.15385,0,2761.1,-1.0999e+18,197.25,,0.016453,-0.0040669,0,0,11961.537445684118,10647.736579808248,3139.9634264145916
168,0.045693,11599.0,1.6419,21.338,0.1515,0,2646.1,-1.1136e+18,194.87,,0.016551,-0.0039684,0,0,11946.959213233504,10503.489027524258,3139.979695378154
169,0.044267,11268.0,1.6703,20.913,0.14915,0,2531.1,-1.1272e+18,192.48,,0.01665,-0.0038699,0,0,11941.809593596237,10364.029155472439,3140.348393046924
170,0.042964,10967.0,1.6987,20.511,0.15072,0,2428.0,-1.1395e+18,190.19,,0.016748,-0.0037714,0,0,11942.871796567371,10226.203326545092,3140.258027409788
171,0.04169,10672.0,1.727,20.114,0.15322,0,2327.8,-1.1515e+18,187.91,,0.016847,-0.0036728,0,0,11951.98629444707,10092.219576720168,3140.238036561865
172,0.040427,10379.0,1.7555,19.711,0.15311,0,2229.3,-1.1632e+18,185.63,,0.016945,-0.0035743,0,0,11960.135789593474,9953.11815003636,3140.389239899402
173,0.039192,10088.0,1.7844,19.294,0.14641,0,2135.2,-1.1744e+18,183.32,,0.017044,-0.0034758,0,0,11956.84226142149,9799.579373757952,3140.1812407639177
174,0.037957,9797.4,1.8132,18.877,0.1397,0,2041.2,-1.1856e+18,181.02,,0.017142,-0.0033773,0,0,11960.12693951783,9649.498852834762,3140.428454224412
175,0.036811,9525.7,1.841,18.476,0.13382,0,1955.4,-1.1958e+18,178.83,,0.017241,-0.0032788,0,0,11958.220395967406,9498.517502306484,3140.5298750827374
176,0.035742,9272.3,1.869,18.101,0.13712,0,1875.4,-1.2053e+18,176.64,,0.017339,-0.0031802,0,0,11974.826341690268,9359.302703317882,3140.1278137820354
177,0.034702,9024.9,1.8975,17.731,0.13683,0,1797.9,-1.2145e+18,174.42,,0.017438,-0.0030817,0,0,11998.174107338435,9220.696016415135,3139.514843007617
178,0.033591,8755.6,1.9261,17.311,0.094668,0,1717.9,-1.2241e+18,172.19,,0.017537,-0.0029832,0,0,11983.524976685027,9051.081462990354,3139.6573653620476
179,0.032702,8540.6,1.9492,16.968,0.085808,0,1655.5,-1.2315e+18,170.43,,0.017635,-0.0028847,0,0,11969.80289629743,8912.32330344859,3139.9665470937853
180,0.031969,8363.4,1.9693,16.683,0.068836,0,1604.0,-1.2376e+18,168.92,,0.017734,-0.0027862,0,0,11961.799078905648,8794.379914394383,3140.1015574906824
181,0.031353,8214.2,1.9865,16.443,0.056362,0,1561.0,-1.2427e+18,167.63,,0.017832,-0.0026876,0,0,11960.05715439748,8697.109190862675,3140.20332645101
182,0.030836,8088.3,2.0009,16.237,0.050522,0,1525.4,-1.247e+18,166.56,,0.017931,-0.0025891,0,0,11951.868460737016,8610.763609512716,3140.398602189043
183,0.030449,7992.5,2.0117,16.079,0.027905,0,1498.7,-1.2501e+18,165.73,,0.018029,-0.0024906,0,0,11940.27990865546,8542.151275628501,3140.450233120472
184,0.030257,7934.6,2.0145,15.981,0.025461,0,1485.7,-1.2517e+18,165.32,,0.018128,-0.0023921,0,0,11890.624007353237,8491.066145016663,3140.46289550339
185,0.030208,7916.2,2.0152,15.952,0.019474,0,1481.6,-1.2522e+18,165.15,,0.018226,-0.0022936,0,0,11869.657438419532,8472.210503652163,3140.214165258454
186,0.030224,7916.7,2.0153,15.957,0.010704,0,1481.7,-1.2522e+18,165.06,,0.018325,-0.002195,0,0,11872.5407278403,8473.713592906752,3139.6274806132765
187,0.030263,7923.1,2.0145,15.971,0.00063766,0,1483.5,-1.252e+18,165.06,,0.018423,-0.0020965,0,0,11871.582514856738,8477.468660798204,3139.2668978089687
188,0.030447,7968.3,2.0083,16.042,-0.018013,0,1497.0,-1.2504e+18,165.53,,0.018522,-0.001998,0,0,11865.880690847673,8507.780857865113,3139.5321087666925
189,0.030632,8013.5,2.0021,16.112,-0.036663,0,1510.4,-1.2488e+18,166.01,,0.01862,-0.0018995,0,0,11855.026083432467,8534.34596829154,3139.895375361275
190,0.030901,8077.9,1.9927,16.211,-0.068464,0,1530.1,-1.2464e+18,166.71,,0.018719,-0.001801,0,0,11835.021775422676,8571.918621461187,3140.420632707211
191,0.031224,8154.8,1.9814,16.329,-0.10881,0,1554.0,-1.2436e+18,167.56,,0.018817,-0.0017024,0,0,11811.029245957574,8616.859819179119,3141.1039884884544
192,0.031565,8236.1,1.9698,16.453,-0.14547,0,1579.0,-1.2406e+18,168.43,,0.018916,-0.0016039,0,0,11786.833956674174,8662.996561582504,3141.7473191881772
193,0.032105,8369.0,1.9549,16.664,-0.14011,0,1617.6,-1.236e+18,169.61,,0.019014,-0.0015054,0,0,11794.613838344087,8750.597579997107,3141.8314424620935
194,0.032645,8501.9,1.9399,16.874,-0.13475,0,1656.1,-1.2314e+18,170.79,,0.019113,-0.0014069,0,0,11800.493753573084,8837.27789086405,3142.0523498106827
195,0.033109,8614.8,1.9269,17.05,-0.14002,0,1689.7,-1.2274e+18,171.82,,0.019211,-0.0013084,0,0,11799.30945382076,8907.569757548275,3142.3371258118214
196,0.033513,8711.6,1.9153,17.198,-0.15381,0,1719.2,-1.2239e+18,172.72,,0.01931,-0.0012099,0,0,11789.914620598447,8963.795657121855,3142.6273611992065
197,0.033912,8807.6,1.9038,17.345,-0.16657,0,1748.5,-1.2204e+18,173.6,,0.019408,-0.0011113,0,0,11785.247039513913,9022.840823103312,3142.891051132669
198,0.034196,8878.1,1.8977,17.458,-0.14631,0,1768.4,-1.218e+18,174.11,,0.019507,-0.0010128,0,0,11803.621862448677,9070.093821246095,3142.579283872189
199,0.034479,8948.6,1.8916,17.571,-0.12606,0,1788.3,-1.2157e+18,174.61,,0.019605,-0.00091429,0,0,11824.100802970028,9119.021600424961,3142.2366788101162
200,0.034763,9019.0,1.8855,17.684,-0.1058,0,1808.2,-1.2133e+18,175.11,,0.019704,-0.00081577,0,0,11843.669476756666,9167.305539054925,3141.9223297971503
201,0.035046,9089.5,1.8795,17.797,-0.085543,0,1828.1,-1.2109e+18,175.62,,0.019802,-0.00071725,0,0,11863.338759530427,9215.176470534134,3141.6946722755856
202,0.03533,9160.0,1.8734,17.91,-0.065286,0,1848.0,-1.2086e+18,176.12,,0.019901,-0.00061873,0,0,11883.096249829263,9263.709708447868,3141.4344234287287
203,0.035464,9197.2,1.8722,17.975,-0.047318,0,1856.7,-1.2075e+18,176.28,,0.02,-0.00052021,0,0,11917.691919439108,9297.219517523588,3140.983417520965
204,0.035596,9233.8,1.8711,18.039,-0.029396,0,1865.2,-1.2065e+18,176.43,,0.020098,-0.00042169,0,0,11951.953662502743,9329.957861099801,3140.5110041415574
205,0.035656,9252.0,1.8706,18.07,-0.015417,0,1869.3,-1.206e+18,176.52,,0.020197,-0.00032317,0,0,11970.525837560243,9347.191124112831,3140.3890001443706
206,0.035631,9248.0,1.871,18.061,-0.0061698,0,1868.2,-1.2062e+18,176.53,,0.020295,-0.00022465,0,0,11969.502862801151,9344.204223819113,3140.622709735132
207,0.035606,9244.1,1.8713,18.053,0.0030777,0,1867.0,-1.2063e+18,176.55,,0.020394,-0.00012613,0,0,11968.787750853597,9342.004791756934,3140.9313065762935
208,0.035505,9219.3,1.8739,18.015,0.013783,0,1859.5,-1.2072e+18,176.34,,0.020492,-2.7614e-05,0,0,11966.50461601056,9325.995489338966,3140.8896154009662
209,0.035399,9192.9,1.8767,17.976,0.024599,0,1851.4,-1.2082e+18,176.1,,0.020591,7.0906e-05,0,0,11966.295942514484,9310.498615147124,3140.7704456904626
210,0.035263,9160.1,1.8802,17.927,0.039845,0,1841.3,-1.2094e+18,175.81,,0.020689,0.00016943,0,0,11968.256117482571,9292.83446788374,3140.6818636863272
211,0.035086,9117.8,1.885,17.863,0.061626,0,1828.2,-1.2109e+18,175.44,,0.020788,0.00026795,0,0,11970.11987319739,9267.928598928189,3140.6124546217075
212,0.034909,9075.6,1.8898,17.799,0.083408,0,1815.1,-1.2125e+18,175.07,,0.020886,0.00036647,0,0,11972.19826797781,9243.144330145928,3140.5536718004837
213,0.034634,9007.9,1.8967,17.694,0.089203,0,1795.2,-1.2149e+18,174.52,,0.020985,0.00046498,0,0,11965.03531457874,9199.636233627023,3140.55700305897
214,0.034344,8936.7,1.9038,17.583,0.092794,0,1774.3,-1.2173e+18,173.94,,0.021083,0.0005635,0,0,11957.714645849166,9154.882837486815,3140.574579836932
215,0.034053,8865.8,1.9111,17.472,0.10126,0,1753.4,-1.2198e+18,173.36,,0.021182,0.00066202,0,0,11951.72497849263,9110.021310592612,3140.621810709732
216,0.033759,8795.6,1.9188,17.361,0.11864,0,1732.5,-1.2223e+18,172.79,,0.02128,0.00076054,0,0,11948.257718580346,9064.837410175736,3140.7597680798453
217,0.033464,8725.3,1.9264,17.25,0.13602,0,1711.6,-1.2248e+18,172.21,,0.021379,0.00085906,0,0,11947.270811395128,9022.037846458972,3140.869277769153
218,0.033143,8648.4,1.9355,17.129,0.13732,0,1688.7,-1.2275e+18,171.53,,0.021477,0.00095758,0,0,11949.910512825476,8973.591348912867,3140.7569849713805
219,0.032817,8570.0,1.9448,17.006,0.13529,0,1665.4,-1.2303e+18,170.83,,0.021576,0.0010561,0,0,11953.510893294817,8924.651554117807,3140.6326096032362
220,0.032491,8491.6,1.9542,16.882,0.13326,0,1642.1,-1.2331e+18,170.12,,0.021674,0.0011546,0,0,11956.590096340688,8874.666288422968,3140.487817884815
221,0.032165,8413.2,1.9635,16.759,0.13123,0,1618.8,-1.2359e+18,169.42,,0.021773,0.0012531,0,0,11961.307079872824,8826.357097758637,3140.4460794825327
222,0.031839,8334.9,1.9728,16.636,0.1292,0,1595.4,-1.2386e+18,168.71,,0.021871,0.0013517,0,0,11966.949059533337,8778.633213526702,3140.4051336296134
223,0.031499,8251.3,1.9822,16.499,0.12381,0,1571.9,-1.2414e+18,168.0,,0.02197,0.0014502,0,0,11957.493570933504,8719.249272952507,3140.4285703426335
224,0.031154,8166.2,1.9915,16.359,0.11745,0,1548.3,-1.2442e+18,167.29,,0.022068,0.0015487,0,0,11946.694256039811,8659.49714087979,3140.5190106148775
225,0.030809,8081.1,2.0008,16.219,0.1111,0,1524.7,-1.2471e+18,166.58,,0.022167,0.0016472,0,0,11936.177815318899,8600.016946402895,3140.6597379820046
226,0.030465,7996.0,2.0101,16.078,0.10474,0,1501.1,-1.2499e+18,165.87,,0.022265,0.0017457,0,0,11922.406232027926,8538.279809697418,3140.852745659321
227,0.03012,7910.9,2.0194,15.938,0.098386,0,1477.5,-1.2527e+18,165.16,,0.022364,0.0018443,0,0,11912.423282895063,8479.350373321675,3141.100127171862
228,0.029834,7841.4,2.0279,15.823,0.095505,0,1458.0,-1.255e+18,164.54,,0.022462,0.0019428,0,0,11911.036855496624,8431.04237618131,3141.136461926671
229,0.029569,7777.7,2.0362,15.717,0.093925,0,1440.1,-1.2571e+18,163.95,,0.022561,0.0020413,0,0,11914.584765283276,8387.337636518716,3141.071235793449
230,0.029304,7714.0,2.0444,15.611,0.092346,0,1422.1,-1.2593e+18,163.37,,0.02266,0.0021398,0,0,11916.521182386,8343.044863707652,3141.1229513169765
231,0.02904,7650.4,2.0527,15.506,0.090767,0,1404.2,-1.2614e+18,162.78,,0.022758,0.0022383,0,0,11921.981457406097,8300.65019253686,3141.124141635707
232,0.028775,7586.7,2.0609,15.4,0.089188,0,1386.3,-1.2635e+18,162.2,,0.022857,0.0023369,0,0,11925.52930236759,8257.467493421338,3141.2240311340597
233,0.028508,7521.8,2.0697,15.291,0.087839,0,1368.2,-1.2657e+18,161.58,,0.022955,0.0024354,0,0,11927.645165753434,8209.960073991446,3141.1462588665117
234,0.028239,7456.3,2.0786,15.181,0.0866,0,1350.1,-1.2678e+18,160.94,,0.023054,0.0025339,0,0,11932.693904283733,8163.922549676898,3140.9759928936783
235,0.02797,7390.8,2.0876,15.072,0.085361,0,1332.0,-1.27e+18,160.3,,0.023152,0.0026324,0,0,11940.725113579512,8119.359147622012,3140.842673693522
236,0.027701,7325.3,2.0966,14.962,0.084122,0,1313.8,-1.2722e+18,159.66,,0.023251,0.0027309,0,0,11945.706167289145,8072.718391713148,3140.7702359131144
237,0.027433,7259.8,2.1056,14.852,0.082883,0,1295.7,-1.2743e+18,159.02,,0.023349,0.0028295,0,0,11950.567386478619,8026.01292080853,3140.7151732175107
238,0.027167,7194.6,2.1145,14.741,0.081945,0,1278.1,-1.2764e+18,158.39,,0.023448,0.002928,0,0,11953.656731221266,7978.702331463215,3140.650655640379
239,0.026904,7129.6,2.1234,14.629,0.081185,0,1260.9,-1.2785e+18,157.77,,0.023546,0.0030265,0,0,11952.494765957972,7928.614147231915,3140.5976720702874
240,0.02664,7064.6,2.1323,14.517,0.080425,0,1243.6,-1.2805e+18,157.14,,0.023645,0.003125,0,0,11953.37830085939,7879.957631712514,3140.541637872884
241,0.026376,6999.6,2.1412,14.405,0.079665,0,1226.4,-1.2826e+18,156.52,,0.023743,0.0032235,0,0,11954.242458635932,7831.360328789141,3140.568574052621
242,0.026113,6934.6,2.1501,14.293,0.078906,0,1209.1,-1.2846e+18,155.89,,0.023842,0.0033221,0,0,11954.162241181528,7782.225721585759,3140.595506848893
243,0.025864,6873.2,2.1587,14.186,0.078139,0,1193.0,-1.2865e+18,155.29,,0.02394,0.0034206,0,0,11954.832466920609,7735.317106805069,3140.568215512971
244,0.025627,6814.3,2.1672,14.083,0.077368,0,1177.7,-1.2884e+18,154.7,,0.024039,0.0035191,0,0,11955.089310900876,7688.7748994741905,3140.444881137684
245,0.02539,6755.5,2.1756,13.981,0.076597,0,1162.4,-1.2902e+18,154.12,,0.024137,0.0036176,0,0,11957.128498245353,7644.00894173123,3140.424007448343
246,0.025152,6696.6,2.1841,13.878,0.075825,0,1147.2,-1.292e+18,153.53,,0.024236,0.0037161,0,0,11960.460800592482,7599.59492270516,3140.346276639735
247,0.024915,6637.8,2.1925,13.775,0.075054,0,1131.9,-1.2938e+18,152.95,,0.024334,0.0038147,0,0,11960.015312435728,7553.414481340508,3140.3995419408943
248,0.024691,6582.0,2.2007,13.677,0.07436,0,1117.6,-1.2955e+18,152.39,,0.024433,0.0039132,0,0,11961.116103302284,7509.398406827948,3140.3626978026923
249,0.024479,6529.0,2.2085,13.583,0.073737,0,1104.2,-1.2971e+18,151.85,,0.024531,0.0040117,0,0,11961.333955938522,7467.096788881614,3140.2551907102497
250,0.024267,6476.1,2.2164,13.489,0.073113,0,1090.8,-1.2987e+18,151.32,,0.02463,0.0041102,0,0,11960.31964064581,7423.5799532037445,3140.2469780170245
251,0.024055,6423.1,2.2243,13.395,0.07249,0,1077.4,-1.3003e+18,150.78,,0.024728,0.0042087,0,0,11960.805227334651,7381.094838990461,3140.2018976613167
252,0.023843,6370.1,2.2321,13.301,0.071866,0,1064.0,-1.3019e+18,150.24,,0.024827,0.0043073,0,0,11961.429508721061,7339.332896240782,3140.18943010985
253,0.023647,6321.1,2.2393,13.213,0.071528,0,1051.8,-1.3034e+18,149.75,,0.024925,0.0044058,0,0,11959.513406167995,7299.348896547893,3140.218739293777
254,0.023471,6276.4,2.2457,13.132,0.071505,0,1041.0,-1.3046e+18,149.32,,0.025024,0.0045043,0,0,11951.90812819116,7260.307499868357,3140.2949650025703
255,0.023294,6231.8,2.2521,13.051,0.071482,0,1030.2,-1.3059e+18,148.89,,0.025123,0.0046028,0,0,11946.087801917205,7222.460885547394,3140.3945390809736
256,0.023117,6187.1,2.2585,12.97,0.071459,0,1019.4,-1.3072e+18,148.45,,0.025221,0.0047013,0,0,11941.700146931174,7185.583050071527,3140.4480642794915
257,0.022941,6142.5,2.2648,12.889,0.071436,0,1008.6,-1.3085e+18,148.02,,0.02532,0.0047999,0,0,11934.064034820578,7147.392347860533,3140.5960246963496
258,0.022769,6099.2,2.2714,12.811,0.071594,0,998.07,-1.3098e+18,147.59,,0.025418,0.0048984,0,0,11932.110619511517,7111.111542336548,3140.6889124845397
259,0.022603,6057.8,2.278,12.735,0.071995,0,987.96,-1.311e+18,147.15,,0.025517,0.0049969,0,0,11932.125371738675,7076.091751960759,3140.6091107331176
260,0.022437,6016.4,2.2847,12.66,0.072396,0,977.85,-1.3122e+18,146.72,,0.025615,0.0050954,0,0,11934.120586875293,7041.795465269087,3140.6219694847464
261,0.022271,5975.0,2.2914,12.584,0.072797,0,967.74,-1.3134e+18,146.29,,0.025714,0.0051939,0,0,11932.823068688243,7005.64209689208,3140.6576491544283
262,0.022105,5933.6,2.298,12.509,0.073199,0,957.63,-1.3146e+18,145.85,,0.025812,0.0052925,0,0,11936.473094141667,6973.002129736734,3140.6454946421923
263,0.021935,5890.9,2.305,12.431,0.073595,0,947.28,-1.3158e+18,145.4,,0.025911,0.005391,0,0,11936.166486027216,6936.029360652289,3140.660731574105
264,0.021756,5846.0,2.3125,12.349,0.073984,0,936.54,-1.3171e+18,144.92,,0.026009,0.0054895,0,0,11939.287354088709,6898.522625305855,3140.609956475021
265,0.021578,5801.1,2.32,12.266,0.074373,0,925.81,-1.3184e+18,144.44,,0.026108,0.005588,0,0,11937.124198183597,6858.0771670694885,3140.5836302550974
266,0.021399,5756.2,2.3274,12.184,0.074761,0,915.07,-1.3196e+18,143.96,,0.026206,0.0056865,0,0,11940.440179756803,6821.415589964623,3140.58896696843
267,0.021221,5711.3,2.3349,12.101,0.07515,0,904.33,-1.3209e+18,143.47,,0.026305,0.005785,0,0,11939.743731930475,6782.052595854741,3140.5512109034817
268,0.021039,5665.3,2.3426,12.016,0.075537,0,893.43,-1.3222e+18,142.98,,0.026403,0.0058836,0,0,11937.968925640756,6741.174183443135,3140.596405954544
269,0.020848,5617.1,2.3509,11.927,0.075921,0,882.21,-1.3235e+18,142.46,,0.026502,0.0059821,0,0,11940.723277219002,6699.889899899233,3140.562431760243
270,0.020658,5569.0,2.3591,11.837,0.076306,0,870.99,-1.3249e+18,141.93,,0.0266,0.0060806,0,0,11939.298002034904,6656.924023405611,3140.4894132225486
271,0.020467,5520.8,2.3673,11.747,0.07669,0,859.77,-1.3262e+18,141.41,,0.026699,0.0061791,0,0,11938.47346117898,6614.454499969905,3140.5247007257276
272,0.020277,5472.6,2.3756,11.657,0.077075,0,848.55,-1.3276e+18,140.89,,0.026797,0.0062776,0,0,11935.497019823686,6570.452248425025,3140.5965159999514
273,0.020084,5423.9,2.384,11.566,0.077544,0,837.3,-1.3289e+18,140.36,,0.026896,0.0063762,0,0,11936.44728108795,6528.272793998056,3140.6426859927733
274,0.019887,5373.5,2.3927,11.471,0.07824,0,825.95,-1.3302e+18,139.82,,0.026994,0.0064747,0,0,11931.040078518343,6481.284206107818,3140.6892694033104
275,0.019689,5323.2,2.4015,11.376,0.078937,0,814.6,-1.3316e+18,139.27,,0.027093,0.0065732,0,0,11929.434391869532,6436.065299437584,3140.701800641419
276,0.019491,5272.9,2.4102,11.281,0.079633,0,803.26,-1.3329e+18,138.73,,0.027191,0.0066717,0,0,11926.361121396805,6390.760566523743,3140.8270183565155
277,0.019294,5222.5,2.419,11.186,0.08033,0,791.91,-1.3343e+18,138.18,,0.02729,0.0067702,0,0,11922.409640373764,6344.698343338659,3140.9242103404204
278,0.019096,5172.3,2.4279,11.091,0.081203,0,780.64,-1.3356e+18,137.63,,0.027388,0.0068688,0,0,11921.975267285954,6300.219926211153,3141.0355109965485
279,0.018901,5122.5,2.4371,10.995,0.082695,0,769.64,-1.3369e+18,137.07,,0.027487,0.0069673,0,0,11916.103050621898,6251.6090192068705,3141.012074844215
280,0.018706,5072.6,2.4463,10.9,0.084187,0,758.64,-1.3383e+18,136.52,,0.027586,0.0070658,0,0,11912.596885490753,6204.489262799298,3141.1081085351134
281,0.018511,5022.8,2.4555,10.805,0.08568,0,747.64,-1.3396e+18,135.96,,0.027684,0.0071643,0,0,11910.694189663742,6158.441251003612,3141.17326458532
282,0.018315,4972.9,2.4647,10.71,0.087172,0,736.64,-1.3409e+18,135.4,,0.027783,0.0072628,0,0,11911.231877760152,6113.878228307099,3141.2850843073056
283,0.018119,4922.8,2.474,10.613,0.088726,0,725.62,-1.3422e+18,134.83,,0.027881,0.0073614,0,0,11904.5065765243,6065.346756367692,3141.37644814939
284,0.017917,4871.2,2.4842,10.514,0.090576,0,714.48,-1.3435e+18,134.24,,0.02798,0.0074599,0,0,11905.676890870018,6016.756633846839,3141.412761209732
285,0.017715,4819.6,2.4944,10.414,0.092427,0,703.34,-1.3448e+18,133.64,,0.028078,0.0075584,0,0,11904.143739049878,5967.076454906015,3141.423423699625
286,0.017513,4768.0,2.5046,10.314,0.094277,0,692.21,-1.3462e+18,133.04,,0.028177,0.0076569,0,0,11902.68846486002,5917.724445217403,3141.4833581594044
287,0.01731,4716.4,2.5148,10.214,0.096128,0,681.07,-1.3475e+18,132.45,,0.028275,0.0077554,0,0,11901.889143243281,5868.986680147227,3141.681789747089
288,0.017106,4664.3,2.5252,10.113,0.097938,0,669.85,-1.3488e+18,131.84,,0.028374,0.007854,0,0,11901.25655049103,5819.678325641473,3141.8168536777994
289,0.016888,4608.0,2.5369,10.003,0.099453,0,658.07,-1.3502e+18,131.17,,0.028472,0.0079525,0,0,11897.789637652217,5763.229423226898,3141.7902537364293
290,0.016669,4551.8,2.5487,9.8929,0.10097,0,646.29,-1.3516e+18,130.49,,0.028571,0.008051,0,0,11898.237608728414,5708.602069780814,3141.7520601162273
291,0.01645,4495.5,2.5605,9.7829,0.10248,0,634.5,-1.353e+18,129.81,,0.028669,0.0081495,0,0,11898.839308395969,5654.4270183337685,3141.7890064147787
292,0.016232,4439.3,2.5723,9.6728,0.104,0,622.72,-1.3544e+18,129.14,,0.028768,0.008248,0,0,11894.230566973216,5598.179758758262,3141.9757192140523
293,0.016012,4382.8,2.5841,9.5622,0.1055,0,610.92,-1.3558e+18,128.46,,0.028866,0.0083466,0,0,11894.220948718075,5544.505695137475,3142.1695586593523
294,0.015783,4323.6,2.5975,9.4448,0.10674,0,598.91,-1.3573e+18,127.72,,0.028965,0.0084451,0,0,11893.907693017716,5483.886844427778,3142.0609954629417
295,0.015554,4264.4,2.6108,9.3273,0.10799,0,586.89,-1.3587e+18,126.98,,0.029063,0.0085436,0,0,11892.59156576565,5423.764130745082,3142.0420522989507
296,0.015325,4205.2,2.6241,9.2099,0.10924,0,574.88,-1.3601e+18,126.24,,0.029162,0.0086421,0,0,11891.66127143128,5364.327877347752,3142.107245913452
297,0.015095,4146.0,2.6375,9.0924,0.11048,0,562.87,-1.3616e+18,125.5,,0.02926,0.0087406,0,0,11893.050990961596,5305.999018197014,3142.266373437662
298,0.014866,4086.7,2.6508,8.9748,0.11172,0,550.86,-1.363e+18,124.76,,0.029359,0.0088392,0,0,11890.341673164541,5246.792413891178,3142.524605528369
299,0.014631,4025.5,2.6658,8.8518,0.1124,0,538.89,-1.3644e+18,123.96,,0.029457,0.0089377,0,0,11890.062410183888,5181.864494022392,3142.362404640561
300,0.014395,3964.2,2.6807,8.7287,0.11308,0,526.92,-1.3658e+18,123.17,,0.029556,0.0090362,0,0,11890.14069949216,5118.1618713173175,3142.3878786886503
301,0.01416,3903.0,2.6956,8.6057,0.11376,0,514.95,-1.3673e+18,122.37,,0.029654,0.0091347,0,0,11888.853993582225,5054.513496389986,3142.438953910654
302,0.013924,3841.8,2.7106,8.4826,0.11444,0,502.98,-1.3687e+18,121.57,,0.029753,0.0092332,0,0,11889.932377052399,4992.090899513906,3142.606121456415
303,0.013689,3780.5,2.7255,8.3596,0.11512,0,491.01,-1.3701e+18,120.77,,0.029851,0.0093318,0,0,11887.432794537384,4929.231429499693,3142.8965279704194
304,0.013452,3718.5,2.7421,8.2335,0.11493,0,479.33,-1.3715e+18,119.91,,0.02995,0.0094303,0,0,11892.43290130232,4863.163853999461,3142.618128357024
