,Density,Energy,Mach,Momentum:0,Momentum:1,Momentum:2,Pressure,Pressure_Coefficient,Temperature,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2,pt,pi,s
305,0.013216,3656.5,2.7587,8.1074,0.11472,0,467.66,-1.3729e+18,119.05,,0.030049,0.0095288,0,0,11893.29314568835,4796.160299316534,3142.456307822643
306,0.012979,3594.5,2.7754,7.9813,0.11451,0,455.99,-1.3743e+18,118.19,,0.030147,0.0096273,0,0,11897.213215372063,4730.754942735856,3142.425241039144
307,0.012743,3532.5,2.792,7.8552,0.1143,0,444.32,-1.3757e+18,117.33,,0.030246,0.0097258,0,0,11896.414596148692,4664.648057191425,3142.5337292973654
308,0.012507,3470.5,2.8087,7.7291,0.11408,0,432.65,-1.3771e+18,116.47,,0.030344,0.0098244,0,0,11894.595529166329,4598.553620365215,3142.7913225599204
309,0.012274,3409.1,2.827,7.6029,0.11257,0,421.5,-1.3784e+18,115.56,,0.030443,0.0099229,0,0,11904.084979371775,4531.433206697854,3142.392101783911
310,0.012042,3347.7,2.8456,7.4767,0.11094,0,410.39,-1.3797e+18,114.64,,0.030541,0.010021,0,0,11911.88226917725,4463.380740759981,3142.0167021238303
311,0.01181,3286.4,2.8641,7.3505,0.10931,0,399.28,-1.381e+18,113.72,,0.03064,0.01012,0,0,11918.671226789374,4396.218431862975,3141.7920998377986
312,0.011577,3225.0,2.8826,7.2244,0.10769,0,388.17,-1.3824e+18,112.81,,0.030738,0.010218,0,0,11927.235716720696,4330.587883062439,3141.821648392891
313,0.011345,3163.7,2.9012,7.0982,0.10606,0,377.06,-1.3837e+18,111.89,,0.030837,0.010317,0,0,11931.706097353039,4263.993685648336,3141.93405271391
314,0.011104,3099.4,2.9225,6.9643,0.10319,0,365.92,-1.385e+18,110.88,,0.030935,0.010415,0,0,11939.468922165057,4189.785724763403,3141.4150777000186
315,0.010861,3034.7,2.9444,6.8293,0.10014,0,354.79,-1.3863e+18,109.85,,0.031034,0.010514,0,0,11951.986642891952,4116.260402823202,3140.887631536268
316,0.010618,2970.0,2.9662,6.6943,0.097082,0,343.65,-1.3877e+18,108.83,,0.031132,0.010613,0,0,11960.167421956583,4042.7780765037196,3140.6653812828545
317,0.010375,2905.3,2.988,6.5593,0.094027,0,332.51,-1.389e+18,107.8,,0.031231,0.010711,0,0,11968.97915185552,3970.703232678828,3140.5676553396634
318,0.010132,2840.6,3.0098,6.4242,0.090972,0,321.37,-1.3903e+18,106.78,,0.031329,0.01081,0,0,11972.382306839781,3898.0489571426024,3140.805930600403
319,0.0098964,2777.4,3.0325,6.2904,0.088742,0,311.1,-1.3915e+18,105.76,,0.031428,0.010908,0,0,11977.568123706114,3824.234794522955,3140.474707000094
320,0.0096627,2714.5,3.0553,6.1568,0.086695,0,301.02,-1.3927e+18,104.75,,0.031526,0.011007,0,0,11976.521648918757,3749.4544561049365,3140.282350680845
321,0.009429,2651.6,3.0782,6.0231,0.084648,0,290.95,-1.3939e+18,103.74,,0.031625,0.011105,0,0,11972.339601871887,3674.7774131786077,3140.3163607582283
322,0.0091954,2588.7,3.1011,5.8895,0.082601,0,280.87,-1.3951e+18,102.72,,0.031723,0.011204,0,0,11967.776714373396,3601.402587806045,3140.517207255674
323,0.0089617,2525.8,3.1239,5.7559,0.080554,0,270.79,-1.3963e+18,101.71,,0.031822,0.011302,0,0,11957.843362880985,3528.1521614615453,3141.1005359075652
324,0.0087479,2467.8,3.147,5.6315,0.07854,0,261.9,-1.3974e+18,100.73,,0.03192,0.011401,0,0,11954.612374634458,3457.3779077086338,3140.9502577182384
325,0.0085401,2411.3,3.1701,5.51,0.076536,0,253.38,-1.3984e+18,99.76,,0.032019,0.011499,0,0,11953.068637657576,3388.456168029789,3140.714179338316
326,0.0083323,2354.8,3.1932,5.3884,0.074532,0,244.86,-1.3994e+18,98.791,,0.032117,0.011598,0,0,11947.125932296132,3319.648382393738,3140.7263387951343
327,0.0081245,2298.3,3.2163,5.2668,0.072527,0,236.33,-1.4004e+18,97.822,,0.032216,0.011696,0,0,11937.186770259957,3251.1181600836194,3141.0108532757854
328,0.0079167,2241.8,3.2394,5.1452,0.070523,0,227.81,-1.4015e+18,96.853,,0.032314,0.011795,0,0,11923.842370811693,3183.0677095471897,3141.5674939136034
329,0.0077556,2197.7,3.2584,5.0496,0.06924,0,221.4,-1.4022e+18,96.078,,0.032413,0.011893,0,0,11913.192205502546,3128.233635386526,3141.6928028288094
330,0.0076129,2158.5,3.2758,4.9643,0.068241,0,215.83,-1.4029e+18,95.381,,0.032512,0.011992,0,0,11903.5013732801,3078.852616230273,3141.6917883335827
331,0.0074702,2119.3,3.2932,4.879,0.067242,0,210.26,-1.4035e+18,94.683,,0.03261,0.01209,0,0,11891.882337565758,3029.753030092107,3141.822157915979
332,0.0073275,2080.1,3.3106,4.7937,0.066243,0,204.68,-1.4042e+18,93.985,,0.032709,0.012189,0,0,11877.286562247045,2980.684024375144,3142.119043444511
333,0.0071848,2040.8,3.328,4.7084,0.065244,0,199.11,-1.4049e+18,93.287,,0.032807,0.012287,0,0,11860.67031320332,2931.9054331525404,3142.5644943533453
334,0.0070574,2006.0,3.3454,4.6321,0.064155,0,194.21,-1.4055e+18,92.621,,0.032906,0.012386,0,0,11859.344642397691,2887.6441636743316,3142.5170815538113
335,0.0069377,1973.3,3.3627,4.5605,0.06302,0,189.64,-1.406e+18,91.971,,0.033004,0.012484,0,0,11867.093070344603,2846.4778925123883,3142.268626913887
336,0.006818,1940.6,3.3801,4.4888,0.061886,0,185.07,-1.4065e+18,91.321,,0.033103,0.012583,0,0,11871.965945558293,2804.9797380783766,3142.140775432297
337,0.0066983,1907.9,3.3975,4.4171,0.060752,0,180.5,-1.4071e+18,90.67,,0.033201,0.012681,0,0,11875.38208489455,2763.754127927127,3142.1299490548936
338,0.0065785,1875.2,3.4148,4.3454,0.059617,0,175.93,-1.4076e+18,90.02,,0.0333,0.01278,0,0,11877.437669416997,2723.0670938726257,3142.267528616112
339,0.0064666,1844.6,3.4322,4.2779,0.058721,0,171.73,-1.4081e+18,89.387,,0.033398,0.012878,0,0,11883.52345231244,2683.666578827327,3142.108508045414
340,0.0063594,1815.2,3.4496,4.213,0.057972,0,167.76,-1.4086e+18,88.765,,0.033497,0.012977,0,0,11893.3604884598,2645.6815666810216,3141.796416252715
341,0.0062522,1785.8,3.467,4.148,0.057223,0,163.8,-1.4091e+18,88.143,,0.033595,0.013076,0,0,11900.890022271355,2607.739803488082,3141.5815222588462
342,0.006145,1756.4,3.4843,4.0831,0.056474,0,159.84,-1.4095e+18,87.521,,0.033694,0.013174,0,0,11908.092227583713,2570.507389787332,3141.488501243248
343,0.0060379,1727.0,3.5017,4.0182,0.055725,0,155.87,-1.41e+18,86.899,,0.033792,0.013273,0,0,11911.682935573699,2532.833702754348,3141.544381481137
344,0.0059418,1700.5,3.5183,3.9594,0.054927,0,152.41,-1.4104e+18,86.324,,0.033891,0.013371,0,0,11918.40789741942,2498.1137449151715,3141.3103570172125
345,0.0058543,1676.3,3.5344,3.9054,0.054091,0,149.34,-1.4108e+18,85.783,,0.033989,0.01347,0,0,11928.516067729113,2465.650087900791,3140.8187763797114
346,0.0057668,1652.1,3.5504,3.8514,0.053256,0,146.27,-1.4112e+18,85.243,,0.034088,0.013568,0,0,11936.967129976194,2433.495084715572,3140.4235824258826
347,0.0056792,1627.8,3.5665,3.7974,0.05242,0,143.2,-1.4115e+18,84.703,,0.034186,0.013667,0,0,11945.06561313803,2401.4963208524027,3140.117535858917
348,0.0055917,1603.6,3.5825,3.7433,0.051584,0,140.13,-1.4119e+18,84.163,,0.034285,0.013765,0,0,11949.009393414035,2369.3155057085482,3139.90577556913
349,0.0055042,1579.4,3.5985,3.6893,0.050749,0,137.06,-1.4123e+18,83.623,,0.034383,0.013864,0,0,11952.911134757218,2337.575303672752,3139.7938071544313
350,0.0054166,1555.1,3.6146,3.6353,0.049913,0,133.98,-1.4126e+18,83.082,,0.034482,0.013962,0,0,11955.660786010438,2305.857401330516,3139.797191821912
351,0.0053291,1530.9,3.6306,3.5813,0.049078,0,130.91,-1.413e+18,82.542,,0.03458,0.014061,0,0,11955.957220043194,2274.318453276474,3139.903402202812
352,0.0052416,1506.7,3.6466,3.5273,0.048242,0,127.84,-1.4134e+18,82.002,,0.034679,0.014159,0,0,11954.246434489067,2242.8538596492695,3140.1285047212077
353,0.005154,1482.4,3.6627,3.4732,0.047406,0,124.77,-1.4137e+18,81.462,,0.034777,0.014258,0,0,11949.807503096554,2211.149363513125,3140.479855073515
354,0.0050732,1460.0,3.6785,3.4229,0.046642,0,122.02,-1.414e+18,80.948,,0.034876,0.014356,0,0,11950.526938219076,2181.4177802976933,3140.5194138312454
355,0.0050001,1439.6,3.6941,3.3768,0.045962,0,119.63,-1.4143e+18,80.465,,0.034975,0.014455,0,0,11955.42329466105,2153.2287363205814,3140.173405491346
356,0.004927,1419.1,3.7096,3.3307,0.045281,0,117.24,-1.4146e+18,79.982,,0.035073,0.014553,0,0,11958.84427955739,2125.344290119981,3139.9085075219305
357,0.0048539,1398.7,3.7252,3.2846,0.0446,0,114.85,-1.4149e+18,79.499,,0.035172,0.014652,0,0,11960.694973992713,2097.385702233515,3139.729150508807
358,0.0047808,1378.3,3.7408,3.2386,0.043919,0,112.46,-1.4152e+18,79.015,,0.03527,0.01475,0,0,11963.167649360343,2069.923416824114,3139.6269092709554
359,0.0047077,1357.9,3.7564,3.1925,0.043238,0,110.07,-1.4155e+18,78.532,,0.035369,0.014849,0,0,11961.600528849818,2042.1521627373845,3139.633070815961
360,0.0046346,1337.4,3.7719,3.1464,0.042558,0,107.68,-1.4158e+18,78.049,,0.035467,0.014947,0,0,11958.137534935788,2014.628112544349,3139.7399713742125
361,0.0045615,1317.0,3.7875,3.1003,0.041877,0,105.29,-1.416e+18,77.566,,0.035566,0.015046,0,0,11952.653653448398,1986.9902888554623,3139.9534107094264
362,0.0044884,1296.6,3.8031,3.0542,0.041196,0,102.9,-1.4163e+18,77.083,,0.035664,0.015144,0,0,11945.015663558957,1959.3997773519957,3140.2796126212056
363,0.0044153,1276.2,3.8187,3.0081,0.040515,0,100.51,-1.4166e+18,76.6,,0.035763,0.015243,0,0,11935.080269670063,1931.84182334566,3140.72526544215
364,0.0043493,1257.7,3.8336,2.9663,0.039915,0,98.387,-1.4169e+18,76.149,,0.035861,0.015341,0,0,11930.611016196672,1906.7042925522278,3140.927400787835
365,0.0042958,1242.7,3.8473,2.9321,0.039457,0,96.727,-1.4171e+18,75.754,,0.03596,0.01544,0,0,11938.452428479226,1885.785552221925,3140.575057050294
366,0.0042423,1227.6,3.861,2.8979,0.038999,0,95.066,-1.4173e+18,75.36,,0.036058,0.015539,0,0,11944.644206254265,1864.8553946739403,3140.2988551579565
367,0.0041889,1212.6,3.8747,2.8637,0.03854,0,93.406,-1.4175e+18,74.966,,0.036157,0.015637,0,0,11948.283381861625,1843.7806676714517,3140.0817390232423
368,0.0041354,1197.6,3.8884,2.8295,0.038082,0,91.745,-1.4176e+18,74.571,,0.036255,0.015736,0,0,11952.443838583144,1823.041046395253,3139.9190256134434
369,0.0040819,1182.6,3.9022,2.7953,0.037624,0,90.085,-1.4178e+18,74.177,,0.036354,0.015834,0,0,11954.997209619685,1802.1566902383272,3139.8352274613426
370,0.0040284,1167.5,3.9159,2.7611,0.037165,0,88.424,-1.418e+18,73.783,,0.036452,0.015933,0,0,11956.023252212977,1781.453226973433,3139.8263251774933
371,0.0039749,1152.5,3.9296,2.7269,0.036707,0,86.764,-1.4182e+18,73.388,,0.036551,0.016031,0,0,11956.141339571137,1760.8716497497612,3139.875010319732
372,0.0039214,1137.5,3.9433,2.6927,0.036249,0,85.104,-1.4184e+18,72.994,,0.036649,0.01613,0,0,11954.27567640206,1740.256882137283,3140.0165579202426
373,0.0038679,1122.4,3.9571,2.6585,0.03579,0,83.443,-1.4186e+18,72.599,,0.036748,0.016228,0,0,11951.057153054122,1719.5609170216087,3140.230080047184
374,0.0038153,1107.6,3.9709,2.6248,0.035306,0,81.83,-1.4188e+18,72.208,,0.036846,0.016327,0,0,11948.455051393494,1699.2167284333477,3140.4138557983197
375,0.0037652,1093.5,3.9849,2.5924,0.034747,0,80.349,-1.419e+18,71.826,,0.036945,0.016425,0,0,11949.43760608231,1679.3511478756313,3140.324510306489
376,0.0037152,1079.4,3.9989,2.56,0.034189,0,78.868,-1.4192e+18,71.444,,0.037043,0.016524,0,0,11947.236747077812,1659.2943376260218,3140.3066821564116
377,0.0036651,1065.2,4.013,2.5276,0.033631,0,77.386,-1.4194e+18,71.062,,0.037142,0.016622,0,0,11945.020070626337,1639.3551545606551,3140.3677204279143
378,0.003615,1051.1,4.027,2.4952,0.033073,0,75.905,-1.4195e+18,70.68,,0.03724,0.016721,0,0,11941.317737043568,1619.609469089349,3140.503752185581
379,0.003566,1037.2,4.0411,2.4635,0.032562,0,74.46,-1.4197e+18,70.301,,0.037339,0.016819,0,0,11938.75126816186,1600.1375670152695,3140.623237065406
380,0.0035207,1024.4,4.0551,2.4341,0.032231,0,73.149,-1.4199e+18,69.932,,0.037437,0.016918,0,0,11945.046195551413,1582.2253335104187,3140.4284716388393
381,0.0034755,1011.7,4.0692,2.4047,0.031899,0,71.837,-1.42e+18,69.564,,0.037536,0.017016,0,0,11947.535006314347,1563.9020681271984,3140.3192561293636
382,0.0034303,998.86,4.0833,2.3753,0.031567,0,70.525,-1.4202e+18,69.195,,0.037635,0.017115,0,0,11949.01515895587,1545.6792724885167,3140.2650103064175
383,0.0033851,986.07,4.0973,2.3459,0.031236,0,69.214,-1.4203e+18,68.827,,0.037733,0.017213,0,0,11948.650828629747,1527.5798921229637,3140.2948193251714
384,0.0033404,973.43,4.1113,2.3169,0.030911,0,67.925,-1.4205e+18,68.463,,0.037832,0.017312,0,0,11950.117776051553,1509.94230083047,3140.366010630977
385,0.0032984,961.52,4.1248,2.2894,0.030623,0,66.754,-1.4206e+18,68.122,,0.03793,0.01741,0,0,11949.667257441126,1492.9119332672892,3140.3403503096897
386,0.0032565,949.61,4.1382,2.2619,0.030335,0,65.583,-1.4208e+18,67.781,,0.038029,0.017509,0,0,11945.82221130315,1475.7947907401303,3140.3800502530175
387,0.0032146,937.71,4.1517,2.2344,0.030046,0,64.412,-1.4209e+18,67.44,,0.038127,0.017607,0,0,11940.44158608879,1458.581091103039,3140.4881415912405
388,0.0031726,925.8,4.1652,2.2069,0.029758,0,63.241,-1.421e+18,67.098,,0.038226,0.017706,0,0,11935.976053490047,1441.6953582828603,3140.652340623521
389,0.0031311,913.99,4.1787,2.1796,0.029473,0,62.083,-1.4212e+18,66.759,,0.038324,0.017804,0,0,11926.510248759412,1424.424591112802,3140.8758966418072
390,0.0030924,902.99,4.1921,2.1541,0.029214,0,61.029,-1.4213e+18,66.431,,0.038423,0.017903,0,0,11925.682520653572,1408.5140393186466,3140.841584867937
391,0.0030538,891.99,4.2055,2.1287,0.028955,0,59.976,-1.4214e+18,66.103,,0.038521,0.018001,0,0,11924.570794713536,1392.764522055648,3140.8655785917063
392,0.0030151,880.99,4.2189,2.1032,0.028696,0,58.923,-1.4216e+18,65.774,,0.03862,0.0181,0,0,11921.567925831207,1376.9890856328757,3140.9397385747925
393,0.0029765,870.0,4.2323,2.0777,0.028437,0,57.87,-1.4217e+18,65.446,,0.038718,0.018199,0,0,11914.33678520534,1360.9256105944912,3141.098640121846
394,0.0029379,859.01,4.2458,2.0523,0.028181,0,56.82,-1.4218e+18,65.118,,0.038817,0.018297,0,0,11909.230351804528,1345.1937673453992,3141.3141007367312
395,0.0029002,848.29,4.26,2.0274,0.027971,0,55.819,-1.4219e+18,64.784,,0.038915,0.018396,0,0,11911.799738514223,1329.7462678565423,3141.2475253048788
396,0.0028626,837.57,4.2742,2.0025,0.02776,0,54.818,-1.422e+18,64.449,,0.039014,0.018494,0,0,11911.121711395881,1314.135878989569,3141.2327184581854
397,0.002825,826.85,4.2884,1.9776,0.02755,0,53.816,-1.4222e+18,64.115,,0.039112,0.018593,0,0,11908.104832022118,1298.4716691205585,3141.3106068197458
398,0.0027873,816.13,4.3026,1.9526,0.02734,0,52.815,-1.4223e+18,63.781,,0.039211,0.018691,0,0,11902.601421653313,1282.7439649640296,3141.4576396405237
399,0.0027496,805.4,4.3168,1.9277,0.027131,0,51.813,-1.4224e+18,63.446,,0.039309,0.01879,0,0,11898.97970671059,1267.4246519906408,3141.672220189251
400,0.0027074,793.65,4.3347,1.9,0.027021,0,50.731,-1.4225e+18,63.065,,0.039408,0.018888,0,0,11911.221654265924,1250.1630056866943,3141.6789576053625
401,0.0026652,781.9,4.3527,1.8723,0.026912,0,49.649,-1.4227e+18,62.685,,0.039506,0.018987,0,0,11921.188787986792,1232.826345771667,3141.799470815897
402,0.002623,770.15,4.3706,1.8446,0.026803,0,48.566,-1.4228e+18,62.304,,0.039605,0.019085,0,0,11929.56307405804,1215.6945329497628,3142.0123033547343
403,0.0025808,758.4,4.3885,1.8169,0.026693,0,47.484,-1.4229e+18,61.923,,0.039703,0.019184,0,0,11936.178199717018,1198.6508810236126,3142.327733769368
404,0.0025386,746.65,4.4064,1.7892,0.026584,0,46.401,-1.423e+18,61.542,,0.039802,0.019282,0,0,11940.399134351743,1181.6359966426035,3142.7644631761245
405,0.0024889,733.01,4.4384,1.7571,0.026431,0,45.057,-1.4232e+18,60.902,,0.0399,0.019381,0,0,12049.044474301667,1161.6307501758724,3140.6273010848263
406,0.0024389,719.29,4.471,1.7248,0.026276,0,43.702,-1.4234e+18,60.252,,0.039999,0.019479,0,0,12160.425423484845,1141.656211056679,3138.5419509403036
407,0.0023889,705.56,4.5036,1.6925,0.026121,0,42.346,-1.4235e+18,59.601,,0.040098,0.019578,0,0,12271.528040710911,1121.9930771522434,3136.6108425827492
408,0.0023388,691.84,4.5362,1.6602,0.025967,0,40.991,-1.4237e+18,58.95,,0.040196,0.019676,0,0,12384.99294171641,1102.8753211266583,3134.853165716605
409,0.0022888,678.11,4.5688,1.6279,0.025812,0,39.636,-1.4239e+18,58.3,,0.040295,0.019775,0,0,12493.659729541225,1083.6620956017932,3133.311250573621
410,0.0022295,660.74,4.585,1.5866,0.025818,0,38.404,-1.424e+18,57.968,,0.040393,0.019873,0,0,12341.200347489968,1056.5652519387847,3136.7528325636476
411,0.0021692,643.0,4.5996,1.5445,0.025839,0,37.185,-1.4241e+18,57.669,,0.040492,0.019972,0,0,12162.22372356623,1029.0903749068366,3140.9572783685544
412,0.0021089,625.26,4.6143,1.5024,0.025861,0,35.966,-1.4243e+18,57.369,,0.04059,0.02007,0,0,11976.783432809903,1001.508140413755,3145.435007035358
413,0.0020486,607.52,4.6289,1.4603,0.025883,0,34.746,-1.4244e+18,57.069,,0.040689,0.020169,0,0,11783.665858405473,973.8910632793527,3150.234230136155
414,0.0019883,589.78,4.6435,1.4182,0.025905,0,33.527,-1.4246e+18,56.77,,0.040787,0.020267,0,0,11582.67711445104,946.1535523996066,3155.3805618062083
415,0.0019639,582.2,4.6476,1.4006,0.023909,0,33.042,-1.4246e+18,56.644,,0.040886,0.020366,0,0,11476.908995247057,934.4435424319961,3157.398612647071
416,0.0019456,576.28,4.65,1.3871,0.021581,0,32.678,-1.4247e+18,56.548,,0.040984,0.020464,0,0,11382.77510328713,925.0019806789232,3158.925369110713
417,0.0019272,570.36,4.6524,1.3735,0.019252,0,32.314,-1.4247e+18,56.451,,0.041083,0.020563,0,0,11287.055829211979,915.4650097938534,3160.4675687993995
418,0.0019088,564.45,4.6548,1.36,0.016924,0,31.95,-1.4248e+18,56.354,,0.041181,0.020662,0,0,11195.189992431111,906.2735495705904,3162.0443874814355
419,0.0018904,558.53,4.6572,1.3464,0.014596,0,31.586,-1.4248e+18,56.258,,0.04128,0.02076,0,0,11097.261108613306,896.6244808310927,3163.675155814284
420,0.0019388,569.79,4.6276,1.3757,0.0086868,0,32.636,-1.4247e+18,56.624,,0.041378,0.020859,0,0,11017.028499043903,911.4794114521648,3160.7034799361645
421,0.002003,585.12,4.5903,1.4152,0.001927,0,34.022,-1.4245e+18,57.101,,0.041477,0.020957,0,0,10946.156526508394,933.144671829741,3157.0708938807247
422,0.0020672,600.46,4.553,1.4547,-0.0048326,0,35.408,-1.4244e+18,57.578,,0.041575,0.021056,0,0,10878.197770592284,955.641088312134,3153.859080392135
423,0.0021315,615.79,4.5157,1.4941,-0.011592,0,36.794,-1.4242e+18,58.054,,0.041674,0.021154,0,0,10806.390837715304,978.3952106051594,3151.0134373990077
424,0.0021957,631.13,4.4784,1.5336,-0.018352,0,38.18,-1.424e+18,58.531,,0.041772,0.021253,0,0,10743.44383462537,1002.5771588330866,3148.5374012505144
425,0.0024774,698.33,4.3259,1.6941,-0.047483,0,46.986,-1.423e+18,61.885,,0.041871,0.021351,0,0,10090.628471989654,1066.7796713762452,3144.820941595604
426,0.0028288,782.13,4.1366,1.8934,-0.083774,0,58.166,-1.4216e+18,66.159,,0.041969,0.02145,0,0,9308.036024880646,1151.4604553620793,3150.846948187014
427,0.0031802,865.93,3.9473,2.0927,-0.12006,0,69.346,-1.4203e+18,70.434,,0.042068,0.021548,0,0,8621.46316986606,1250.8305124026556,3163.7205925224125
428,0.0035315,949.73,3.758,2.2919,-0.15635,0,80.526,-1.419e+18,74.708,,0.042166,0.021647,0,0,8028.329392619894,1368.7635224045518,3180.5655813665044
429,0.0038829,1033.5,3.5687,2.4912,-0.19264,0,91.706,-1.4177e+18,78.983,,0.042265,0.021745,0,0,7517.30515815007,1508.446969273838,3199.796749756012
430,0.0048415,1253.2,3.3122,2.9178,-0.24791,0,143.85,-1.4114e+18,89.73,,0.042363,0.021844,0,0,6426.235525913395,1610.4687755884318,3198.7039514524363
431,0.0060517,1529.2,3.028,3.4384,-0.31103,0,212.96,-1.4032e+18,103.16,,0.042462,0.021942,0,0,5391.342203410946,1728.0521447731505,3227.166294333065
432,0.0072619,1805.1,2.7438,3.9591,-0.37415,0,282.07,-1.395e+18,116.59,,0.042561,0.022041,0,0,4724.11196847393,1929.0733341773075,3270.910601145215
433,0.0084721,2081.1,2.4595,4.4798,-0.43727,0,351.19,-1.3868e+18,130.02,,0.042659,0.022139,0,0,4289.2645289264865,2210.73999925956,3319.1477379222006
434,0.0096823,2357.1,2.1753,5.0005,-0.5004,0,420.3,-1.3785e+18,143.45,,0.042758,0.022238,0,0,3998.081053818349,2556.4616421719743,3367.975294475969
435,0.011329,2724.1,2.0049,5.5897,-0.52195,0,530.02,-1.3655e+18,153.54,,0.042856,0.022336,0,0,3904.6838899322374,2805.8442623749975,3369.746905336119
436,0.013203,3138.9,1.894,6.2146,-0.52176,0,660.98,-1.3499e+18,161.9,,0.042955,0.022435,0,0,3919.1785880831126,3018.2353180322325,3359.278621764862
437,0.015077,3553.6,1.7832,6.8396,-0.52157,0,791.95,-1.3343e+18,170.25,,0.043053,0.022533,0,0,3968.344387862319,3254.467805060447,3357.8640460812903
438,0.016952,3968.3,1.6723,7.4646,-0.52138,0,922.91,-1.3187e+18,178.6,,0.043152,0.022632,0,0,4039.710703299894,3502.710067591506,3362.185119523859
439,0.018826,4383.0,1.5615,8.0896,-0.5212,0,1053.9,-1.3031e+18,186.96,,0.04325,0.02273,0,0,4127.13433442283,3752.259100444394,3370.3199346565652
440,0.020336,4736.9,1.51,8.6408,-0.49239,0,1157.9,-1.2907e+18,191.4,,0.043349,0.022829,0,0,4304.128851599743,3988.1446774759997,3366.7670157504863
441,0.021607,5051.3,1.4971,9.1441,-0.44498,0,1244.4,-1.2804e+18,193.3,,0.043447,0.022927,0,0,4532.147788782264,4218.084368271061,3355.6375967577765
442,0.022879,5365.7,1.4841,9.6474,-0.39757,0,1331.0,-1.2701e+18,195.2,,0.043546,0.023026,0,0,4756.282279585412,4445.923253072488,3345.8239605378153
443,0.024151,5680.1,1.4712,10.151,-0.35016,0,1417.5,-1.2598e+18,197.09,,0.043644,0.023125,0,0,4976.979506831945,4671.6622861849555,3337.1400054802125
444,0.025423,5994.4,1.4583,10.654,-0.30275,0,1504.0,-1.2495e+18,198.99,,0.043743,0.023223,0,0,5193.2696144243155,4894.406549913439,3329.5207269682896
445,0.026038,6161.1,1.4511,10.906,-0.25712,0,1550.4,-1.244e+18,200.47,,0.043841,0.023322,0,0,5305.184232031118,5010.870080045768,3328.199194078693
446,0.026128,6209.7,1.4486,10.956,-0.21293,0,1564.7,-1.2423e+18,201.61,,0.04394,0.02342,0,0,5334.179056317731,5042.049339811561,3331.3669068797353
447,0.026218,6258.3,1.446,11.006,-0.16874,0,1579.0,-1.2406e+18,202.75,,0.044038,0.023519,0,0,5363.208803528192,5073.431261395937,3334.5261906349215
448,0.026308,6306.8,1.4435,11.056,-0.12454,0,1593.3,-1.2389e+18,203.9,,0.044137,0.023617,0,0,5392.0000251033625,5104.4541723400225,3337.727952864188
449,0.026398,6355.4,1.4409,11.106,-0.080348,0,1607.6,-1.2372e+18,205.04,,0.044235,0.023716,0,0,5421.097090216936,5135.9349766488995,3340.869877012233
450,0.026322,6356.1,1.4452,11.11,-0.045386,0,1604.4,-1.2376e+18,205.21,,0.044334,0.023814,0,0,5441.69532024603,5148.902735189768,3342.323157165173
451,0.026084,6309.9,1.4562,11.07,-0.01947,0,1584.1,-1.24e+18,204.45,,0.044432,0.023913,0,0,5455.033608794569,5144.42191464698,3342.2480275563157
452,0.025845,6263.7,1.4672,11.03,0.0064451,0,1563.8,-1.2424e+18,203.68,,0.044531,0.024011,0,0,5470.04338868798,5140.984508642757,3342.1562765340045
453,0.025606,6217.5,1.4782,10.99,0.032361,0,1543.4,-1.2448e+18,202.91,,0.044629,0.02411,0,0,5485.708514439632,5137.6272688439385,3342.1189639082445
454,0.025368,6171.3,1.4891,10.95,0.058276,0,1523.1,-1.2472e+18,202.14,,0.044728,0.024208,0,0,5502.30843442521,5134.779890802337,3342.0990732944824
455,0.02503,6100.7,1.5039,10.877,0.073464,0,1494.7,-1.2506e+18,201.01,,0.044826,0.024307,0,0,5512.321570932636,5118.441598752203,3341.8619704117305
456,0.024572,6000.9,1.5233,10.766,0.075781,0,1456.5,-1.2552e+18,199.43,,0.044925,0.024405,0,0,5516.853137736647,5087.834870405255,3341.3479996283063
457,0.024114,5901.1,1.5427,10.655,0.078097,0,1418.4,-1.2597e+18,197.86,,0.045024,0.024504,0,0,5523.527742992294,5057.906158675379,3341.004746272214
458,0.023656,5801.3,1.5621,10.544,0.080414,0,1380.2,-1.2643e+18,196.28,,0.045122,0.024602,0,0,5532.33970565274,5028.655728450989,3340.7789710945704
459,0.023199,5701.5,1.5815,10.432,0.082731,0,1342.1,-1.2688e+18,194.7,,0.045221,0.024701,0,0,5542.131345524381,4999.043481768734,3340.691302287175
460,0.02278,5609.4,1.5993,10.325,0.079176,0,1307.7,-1.2729e+18,193.26,,0.045319,0.024799,0,0,5549.65842745339,4969.502307042048,3340.6864027277256
461,0.022419,5528.6,1.615,10.222,0.06696,0,1279.0,-1.2763e+18,191.99,,0.045418,0.024898,0,0,5548.651434140724,4935.8447592704615,3340.423658119003
462,0.022057,5447.8,1.6306,10.119,0.054745,0,1250.3,-1.2797e+18,190.73,,0.045516,0.024996,0,0,5549.034387722487,4903.000013682679,3340.319514550393
463,0.021696,5367.0,1.6462,10.017,0.042529,0,1221.6,-1.2831e+18,189.47,,0.045615,0.025095,0,0,5551.367847916776,4871.256777416677,3340.3265374101065
464,0.021335,5286.2,1.6618,9.9142,0.030313,0,1192.9,-1.2866e+18,188.21,,0.045713,0.025193,0,0,5553.898045953418,4839.079095093402,3340.451564852715
