,Density,Energy,Mach,Momentum:0,Momentum:1,Momentum:2,Pressure,Pressure_Coefficient,Temperature,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2,pt,Z
59,1.4122,357060.0,0.10433,55.196,3.3659,0,142370.0,5.9316e+17,339.45,,0.118,13,0.118,0,143458.43277696252,1.0001028848280475
60,1.4122,357060.0,0.10465,55.362,3.4143,0,142370.0,5.9312e+17,339.44,,0.12,13,0.12,0,143465.1383525475,1.00010281593585
61,1.4122,357060.0,0.10497,55.529,3.4626,0,142370.0,5.9309e+17,339.43,,0.122,13,0.122,0,143471.8646901116,1.0001027470345767
62,1.4122,357060.0,0.10528,55.695,3.5109,0,142360.0,5.9305e+17,339.42,,0.124,13,0.124,0,143468.322673173,1.000102670673206
63,1.4123,357060.0,0.1056,55.861,3.5593,0,142360.0,5.9302e+17,339.41,,0.126,13,0.126,0,143475.08941643045,1.0001026017586
64,1.4123,357060.0,0.10592,56.027,3.6076,0,142360.0,5.9298e+17,339.39,,0.128,13,0.128,0,143481.87710594636,1.0001024639021499
65,1.4123,357060.0,0.10624,56.193,3.656,0,142360.0,5.9295e+17,339.38,,0.13,13,0.13,0,143488.68538590745,1.000102394960303
66,1.4123,357060.0,0.10656,56.36,3.7043,0,142350.0,5.9291e+17,339.37,,0.132,13,0.132,0,143485.43456117465,1.0001023185825089
67,1.4123,357060.0,0.10688,56.526,3.7526,0,142350.0,5.9288e+17,339.36,,0.134,13,0.134,0,143492.28390364387,1.000102249627321
68,1.4124,357060.0,0.1072,56.692,3.801,0,142350.0,5.9284e+17,339.35,,0.136,13,0.136,0,143499.15401962286,1.0001021806630481
69,1.4124,357060.0,0.10751,56.858,3.8493,0,142350.0,5.9281e+17,339.34,,0.138,13,0.138,0,143505.8292625732,1.0001021116896889
70,1.4124,357060.0,0.10783,57.025,3.8977,0,142340.0,5.9277e+17,339.33,,0.14,13,0.14,0,143502.65848702303,1.0001020352997216
71,1.4124,357060.0,0.10815,57.191,3.946,0,142340.0,5.9274e+17,339.32,,0.142,13,0.142,0,143509.5898002887,1.0001019663130148
72,1.4124,357060.0,0.10847,57.357,3.9943,0,142340.0,5.927e+17,339.31,,0.144,13,0.144,0,143516.54189420107,1.0001018973172187
73,1.4124,357060.0,0.10879,57.523,4.0427,0,142340.0,5.9267e+17,339.3,,0.146,13,0.146,0,143523.51477134952,1.0001018283123317
74,1.4125,357060.0,0.10911,57.689,4.091,0,142330.0,5.9263e+17,339.29,,0.148,13,0.148,0,143520.42467763307,1.0001017519101854
75,1.4125,357060.0,0.10942,57.856,4.1393,0,142330.0,5.9259e+17,339.28,,0.15,13,0.15,0,143527.21913854408,1.0001016828919442
76,1.4125,357060.0,0.10974,58.022,4.1877,0,142330.0,5.9256e+17,339.27,,0.152,13,0.152,0,143534.2532327217,1.000101613864609
77,1.4125,357070.0,0.11006,58.188,4.236,0,142330.0,5.9252e+17,339.26,,0.154,13,0.154,0,143541.30811680466,1.0001015448281785
78,1.4125,357070.0,0.11038,58.354,4.2844,0,142320.0,5.9249e+17,339.25,,0.156,13,0.156,0,143538.29807047054,1.0001014684138474
79,1.4126,357070.0,0.1107,58.52,4.3327,0,142320.0,5.9245e+17,339.24,,0.158,13,0.158,0,143545.39404190108,1.0001013993640562
80,1.4126,357070.0,0.11102,58.687,4.381,0,142320.0,5.9242e+17,339.23,,0.16,13,0.16,0,143552.51080876705,1.0001013303051662
81,1.4126,357070.0,0.11134,58.853,4.4294,0,142320.0,5.9238e+17,339.22,,0.162,13,0.162,0,143559.64837281837,1.0001012612371762
82,1.4126,357070.0,0.11165,59.019,4.4777,0,142310.0,5.9235e+17,339.21,,0.164,13,0.164,0,143556.49501593094,1.0001011848106551
83,1.4126,357070.0,0.11197,59.185,4.526,0,142310.0,5.9231e+17,339.2,,0.166,13,0.166,0,143563.67302595935,1.000101115729298
84,1.4126,357070.0,0.11229,59.352,4.5744,0,142310.0,5.9228e+17,339.19,,0.168,13,0.168,0,143570.87183871216,1.0001010466388376
85,1.4127,357070.0,0.11261,59.518,4.6227,0,142310.0,5.9224e+17,339.18,,0.17,13,0.17,0,143578.0914558161,1.0001009775392726
86,1.4127,357070.0,0.11293,59.684,4.6711,0,142300.0,5.9221e+17,339.17,,0.172,13,0.172,0,143575.24213764194,1.000100901100556
87,1.4127,357070.0,0.11325,59.85,4.7194,0,142300.0,5.9217e+17,339.16,,0.174,13,0.174,0,143582.5028599189,1.0001008319876172
88,1.4127,357070.0,0.11356,60.016,4.7677,0,142300.0,5.9214e+17,339.15,,0.176,13,0.176,0,143589.55653546352,1.0001007628655705
89,1.4127,357070.0,0.11388,60.183,4.8161,0,142300.0,5.921e+17,339.14,,0.178,13,0.178,0,143596.85822967355,1.0001006937344148
90,1.4128,357070.0,0.1142,60.349,4.8644,0,142290.0,5.9206e+17,339.13,,0.18,13,0.18,0,143594.08895912027,1.000100617283497
91,1.4128,357070.0,0.11452,60.515,4.9128,0,142290.0,5.9203e+17,339.12,,0.182,13,0.182,0,143601.43176714552,1.0001005481389609
92,1.4128,357070.0,0.11484,60.681,4.9611,0,142290.0,5.9199e+17,339.11,,0.184,13,0.184,0,143608.79539254366,1.000100478985312
93,1.4128,357070.0,0.11516,60.847,5.0094,0,142290.0,5.9196e+17,339.1,,0.186,13,0.186,0,143616.1798375833,1.0001004098225497
94,1.4128,357070.0,0.11547,61.014,5.0578,0,142280.0,5.9192e+17,339.09,,0.188,13,0.188,0,143613.25954306137,1.0001003333594254
95,1.4128,357070.0,0.11579,61.18,5.1061,0,142280.0,5.9189e+17,339.08,,0.19,13,0.19,0,143620.68446073856,1.000100264183276
96,1.4129,357070.0,0.11611,61.346,5.1544,0,142280.0,5.9185e+17,339.07,,0.192,13,0.192,0,143628.130203521,1.0001001949980095
97,1.4129,357070.0,0.11643,61.512,5.2028,0,142280.0,5.9182e+17,339.06,,0.194,13,0.194,0,143635.59677370585,1.0001001258036246
98,1.4129,357080.0,0.11675,61.679,5.2511,0,142270.0,5.9178e+17,339.04,,0.196,13,0.196,0,143632.98845292008,1.00009998012051
99,1.4129,357080.0,0.11707,61.845,5.2995,0,142270.0,5.9175e+17,339.03,,0.198,13,0.198,0,143640.49615710074,1.00009991090361
100,1.4129,357080.0,0.11739,62.011,5.3478,0,142270.0,5.9171e+17,339.02,,0.2,13,0.2,0,143648.0246938506,1.000099841677587
101,1.413,357080.0,0.1177,62.177,5.3961,0,142270.0,5.9168e+17,339.01,,0.202,13,0.202,0,143655.33783941294,1.0000997724424399
102,1.413,357080.0,0.11802,62.343,5.4445,0,142260.0,5.9164e+17,339.0,,0.204,13,0.204,0,143652.80935417063,1.0000996959506097
103,1.413,357080.0,0.11834,62.51,5.4928,0,142260.0,5.9161e+17,338.99,,0.206,13,0.206,0,143660.3992176774,1.0000996267020603
104,1.413,357080.0,0.11866,62.676,5.5411,0,142260.0,5.9157e+17,338.98,,0.208,13,0.208,0,143668.00992183993,1.0000995574443834
105,1.413,357080.0,0.11898,62.842,5.5895,0,142260.0,5.9153e+17,338.97,,0.21,13,0.21,0,143675.64146870602,1.0000994881775778
106,1.413,357080.0,0.1193,63.008,5.6378,0,142250.0,5.915e+17,338.96,,0.212,13,0.212,0,143673.19367122807,1.0000994116735225
107,1.4131,357080.0,0.11961,63.175,5.6862,0,142250.0,5.9146e+17,338.95,,0.214,13,0.214,0,143680.62629071332,1.000099342393308
108,1.4131,357080.0,0.11993,63.341,5.7345,0,142250.0,5.9143e+17,338.94,,0.216,13,0.216,0,143688.3191870224,1.0000992731039613
109,1.4131,357080.0,0.12025,63.507,5.7828,0,142250.0,5.9139e+17,338.93,,0.218,13,0.218,0,143696.03293424498,1.0000992038054812
110,1.4131,357080.0,0.12057,63.673,5.8312,0,142240.0,5.9136e+17,338.92,,0.22,13,0.22,0,143693.66519318987,1.0000991272891953
111,1.4131,357080.0,0.12089,63.839,5.8795,0,142240.0,5.9132e+17,338.91,,0.222,13,0.222,0,143701.42010282484,1.0000990579772997
112,1.4132,357080.0,0.12121,64.006,5.9279,0,142240.0,5.9129e+17,338.9,,0.224,13,0.224,0,143709.19586935613,1.0000989886562675
113,1.4132,357080.0,0.12153,64.172,5.9762,0,142240.0,5.9125e+17,338.89,,0.226,13,0.226,0,143716.99249473985,1.0000989193260974
114,1.4132,357090.0,0.12182,64.325,6.018,0,142230.0,5.9123e+17,338.88,,0.228,13,0.228,0,143713.97174500188,1.000098842797575
115,1.4132,357090.0,0.1221,64.474,6.0579,0,142230.0,5.9122e+17,338.88,,0.23,13,0.23,0,143720.82675910104,1.000098842797575
116,1.4132,357090.0,0.12238,64.622,6.0977,0,142230.0,5.9121e+17,338.87,,0.232,13,0.232,0,143727.69798319295,1.0000987734539828
117,1.4133,357100.0,0.12267,64.771,6.1375,0,142230.0,5.912e+17,338.86,,0.234,13,0.234,0,143734.83144132822,1.0000987041012492
118,1.4133,357100.0,0.12295,64.92,6.1774,0,142230.0,5.9118e+17,338.85,,0.236,13,0.236,0,143741.73518986735,1.000098634739373
119,1.4133,357100.0,0.12324,65.069,6.2172,0,142230.0,5.9117e+17,338.85,,0.238,13,0.238,0,143748.90209621456,1.000098634739373
120,1.4133,357110.0,0.12352,65.218,6.257,0,142230.0,5.9116e+17,338.84,,0.24,13,0.24,0,143755.8383742997,1.000098565368353
121,1.4133,357110.0,0.1238,65.367,6.2969,0,142230.0,5.9115e+17,338.83,,0.242,13,0.242,0,143762.79063483147,1.0000984959881878
122,1.4134,357110.0,0.12409,65.516,6.3367,0,142230.0,5.9114e+17,338.83,,0.244,13,0.244,0,143770.00778804297,1.0000984959881878
123,1.4134,357120.0,0.12437,65.665,6.3766,0,142230.0,5.9112e+17,338.82,,0.246,13,0.246,0,143776.99258883868,1.000098426598876
124,1.4134,357120.0,0.12466,65.813,6.4164,0,142230.0,5.9111e+17,338.81,,0.248,13,0.248,0,143784.24369212787,1.0000983572004165
125,1.4134,357120.0,0.12494,65.962,6.4562,0,142230.0,5.911e+17,338.8,,0.25,13,0.25,0,143791.2610406475,1.0000982877928077
126,1.4134,357130.0,0.12522,66.111,6.4961,0,142220.0,5.9109e+17,338.8,,0.252,13,0.252,0,143788.18371174266,1.0000982806425087
127,1.4135,357140.0,0.12562,66.321,6.5321,0,142230.0,5.911e+17,338.79,,0.254,13,0.254,0,143808.36939288283,1.0000982183760485
128,1.4135,357160.0,0.12604,66.542,6.5674,0,142230.0,5.9113e+17,338.78,,0.256,13,0.256,0,143818.98353538808,1.0000981489501375
129,1.4136,357170.0,0.12645,66.764,6.6028,0,142230.0,5.9115e+17,338.77,,0.258,13,0.258,0,143829.37968399998,1.0000980795150736
130,1.4136,357190.0,0.12687,66.985,6.6381,0,142230.0,5.9117e+17,338.76,,0.26,13,0.26,0,143840.06496036917,1.0000980100708552
131,1.4137,357200.0,0.12729,67.206,6.6734,0,142230.0,5.912e+17,338.76,,0.262,13,0.262,0,143850.78598388046,1.0000980100708552
132,1.4137,357220.0,0.12771,67.428,6.7087,0,142230.0,5.9122e+17,338.75,,0.264,13,0.264,0,143861.54327258168,1.000097940617481
133,1.4138,357230.0,0.12812,67.649,6.7441,0,142240.0,5.9124e+17,338.74,,0.266,13,0.266,0,143882.19479533366,1.0000978782760952
134,1.4138,357250.0,0.12854,67.87,6.7794,0,142240.0,5.9127e+17,338.73,,0.268,13,0.268,0,143893.02402500535,1.0000978087995391
135,1.4139,357260.0,0.12896,68.092,6.8147,0,142240.0,5.9129e+17,338.72,,0.27,13,0.27,0,143903.8892838806,1.0000977393138224
136,1.4139,357280.0,0.12938,68.313,6.8501,0,142240.0,5.9132e+17,338.71,,0.272,13,0.272,0,143914.79057757286,1.0000976698189443
137,1.414,357300.0,0.12979,68.534,6.8854,0,142240.0,5.9134e+17,338.71,,0.274,13,0.274,0,143925.46681989994,1.0000976698189443
138,1.414,357310.0,0.13021,68.756,6.9207,0,142240.0,5.9136e+17,338.7,,0.276,13,0.276,0,143936.4393410719,1.0000976003149034
139,1.4141,357330.0,0.13063,68.977,6.956,0,142250.0,5.9139e+17,338.69,,0.278,13,0.278,0,143957.56812303438,1.0000975378985368
140,1.4142,357340.0,0.13106,69.202,6.995,0,142250.0,5.9141e+17,338.68,,0.28,13,0.28,0,143968.87695110217,1.0000974683712962
141,1.4142,357360.0,0.13149,69.43,7.0362,0,142250.0,5.9144e+17,338.67,,0.282,13,0.282,0,143980.22358360904,1.0000973988348878
142,1.4143,357380.0,0.13192,69.658,7.0774,0,142250.0,5.9147e+17,338.66,,0.284,13,0.284,0,143991.60802686441,1.0000973292893107
143,1.4144,357400.0,0.13235,69.886,7.1186,0,142250.0,5.915e+17,338.65,,0.286,13,0.286,0,144003.0302872019,1.0000972597345634
144,1.4144,357420.0,0.13278,70.113,7.1598,0,142260.0,5.9153e+17,338.64,,0.288,13,0.288,0,144024.61458674993,1.000097197243161
145,1.4145,357440.0,0.13321,70.341,7.201,0,142260.0,5.9156e+17,338.63,,0.29,13,0.29,0,144036.1133097551,1.0000971276651962
146,1.4145,357450.0,0.13364,70.569,7.2422,0,142260.0,5.9159e+17,338.62,,0.292,13,0.292,0,144047.6498716299,1.0000970580780568
147,1.4146,357470.0,0.13407,70.796,7.2833,0,142260.0,5.9162e+17,338.61,,0.294,13,0.294,0,144059.22427863587,1.0000969884817414
148,1.4147,357490.0,0.1345,71.024,7.3245,0,142260.0,5.9165e+17,338.6,,0.296,13,0.296,0,144070.83653766103,1.0000969188762487
149,1.4147,357510.0,0.13493,71.252,7.3657,0,142270.0,5.9168e+17,338.59,,0.298,13,0.298,0,144092.61494429616,1.0000968563097548
150,1.4148,357530.0,0.13536,71.479,7.4069,0,142270.0,5.9171e+17,338.58,,0.3,13,0.3,0,144104.3037487576,1.000096786681027
151,1.4149,357550.0,0.13579,71.707,7.4481,0,142270.0,5.9174e+17,338.57,,0.302,13,0.302,0,144116.03042704306,1.0000967170431172
152,1.4149,357560.0,0.13622,71.935,7.4893,0,142270.0,5.9177e+17,338.56,,0.304,13,0.304,0,144127.7949856718,1.0000966473960242
153,1.415,357580.0,0.13665,72.162,7.5305,0,142270.0,5.918e+17,338.55,,0.306,13,0.306,0,144139.59743103976,1.0000965777397466
154,1.4151,357600.0,0.13708,72.39,7.5716,0,142280.0,5.9183e+17,338.54,,0.308,13,0.308,0,144161.5702001802,1.0000965150981058
155,1.4151,357620.0,0.13751,72.618,7.6128,0,142280.0,5.9185e+17,338.53,,0.31,13,0.31,0,144173.44927512057,1.0000964454185755
156,1.4152,357640.0,0.13794,72.845,7.654,0,142280.0,5.9188e+17,338.52,,0.312,13,0.312,0,144185.36625952076,1.0000963757298558
157,1.4152,357660.0,0.13837,73.073,7.6952,0,142280.0,5.9191e+17,338.51,,0.314,13,0.314,0,144197.32116000648,1.0000963060319457
158,1.4153,357670.0,0.1388,73.301,7.7364,0,142280.0,5.9194e+17,338.49,,0.316,13,0.316,0,144209.31428771708,1.0000961666085488
159,1.4154,357690.0,0.13923,73.529,7.7776,0,142290.0,5.9197e+17,338.48,,0.318,13,0.318,0,144231.48167908523,1.0000961038776284
160,1.4154,357710.0,0.13966,73.756,7.8188,0,142290.0,5.92e+17,338.47,,0.32,13,0.32,0,144243.5512185018,1.0000960341380598
161,1.4155,357730.0,0.14009,73.984,7.86,0,142290.0,5.9203e+17,338.46,,0.322,13,0.322,0,144255.65870325064,1.0000959643892933
162,1.4156,357750.0,0.14052,74.212,7.9011,0,142290.0,5.9206e+17,338.45,,0.324,13,0.324,0,144267.8041397658,1.0000958946313276
163,1.4156,357770.0,0.14095,74.439,7.9423,0,142300.0,5.9209e+17,338.44,,0.326,13,0.326,0,144290.12758665645,1.0000958318392268
164,1.4157,357780.0,0.14138,74.667,7.9835,0,142300.0,5.9212e+17,338.43,,0.328,13,0.328,0,144302.34980770093,1.0000957620579731
165,1.4158,357800.0,0.14181,74.895,8.0247,0,142300.0,5.9215e+17,338.42,,0.33,13,0.33,0,144314.6100044039,1.0000956922675157
166,1.4158,357820.0,0.14224,75.122,8.0659,0,142300.0,5.9218e+17,338.41,,0.332,13,0.332,0,144326.90818253974,1.0000956224678534
167,1.4159,357840.0,0.14267,75.35,8.1071,0,142300.0,5.9221e+17,338.4,,0.334,13,0.334,0,144339.24434954437,1.0000955526589848
168,1.4159,357860.0,0.1431,75.578,8.1483,0,142310.0,5.9224e+17,338.39,,0.336,13,0.336,0,144361.7628905686,1.0000954897915704
169,1.416,357880.0,0.14353,75.805,8.1894,0,142310.0,5.9227e+17,338.38,,0.338,13,0.338,0,144374.17592909216,1.0000954199593959
170,1.4161,357890.0,0.14396,76.033,8.2306,0,142310.0,5.923e+17,338.37,,0.34,13,0.34,0,144386.62697950323,1.0000953501180103
171,1.4161,357910.0,0.14439,76.261,8.2718,0,142310.0,5.9233e+17,338.36,,0.342,13,0.342,0,144399.11604917093,1.0000952802674126
172,1.4162,357930.0,0.14482,76.488,8.313,0,142310.0,5.9236e+17,338.35,,0.344,13,0.344,0,144411.6431444433,1.0000952104076015
173,1.4163,357950.0,0.14525,76.716,8.3542,0,142320.0,5.9238e+17,338.34,,0.346,13,0.346,0,144434.35704537557,1.000095147464818
174,1.4163,357970.0,0.14568,76.944,8.3954,0,142320.0,5.9241e+17,338.33,,0.348,13,0.348,0,144446.96110038462,1.000095077581683
175,1.4164,357980.0,0.14611,77.172,8.4366,0,142320.0,5.9244e+17,338.32,,0.35,13,0.35,0,144459.60320493634,1.00009500768933
176,1.4165,358000.0,0.14654,77.399,8.4778,0,142320.0,5.9247e+17,338.31,,0.352,13,0.352,0,144472.28336590572,1.0000949377877575
177,1.4165,358020.0,0.14697,77.627,8.5189,0,142320.0,5.925e+17,338.3,,0.354,13,0.354,0,144485.0015907946,1.000094867876964
178,1.4166,358040.0,0.1474,77.855,8.5601,0,142330.0,5.9253e+17,338.29,,0.356,13,0.356,0,144507.91111984107,1.0000948048587561
179,1.4166,358060.0,0.14783,78.082,8.6013,0,142330.0,5.9256e+17,338.28,,0.358,13,0.358,0,144520.70639301062,1.0000947349246214
180,1.4167,358080.0,0.14826,78.31,8.6425,0,142330.0,5.9259e+17,338.27,,0.36,13,0.36,0,144533.53975421097,1.0000946649812612
181,1.4168,358090.0,0.14869,78.538,8.6837,0,142330.0,5.9262e+17,338.26,,0.362,13,0.362,0,144546.411209974,1.0000945950286741
182,1.4168,358110.0,0.14912,78.765,8.7249,0,142330.0,5.9265e+17,338.25,,0.364,13,0.364,0,144559.32076775646,1.0000945250668591
183,1.4169,358130.0,0.14955,78.993,8.7661,0,142340.0,5.9268e+17,338.24,,0.366,13,0.366,0,144582.42619615362,1.0000944619731706
184,1.417,358150.0,0.14998,79.221,8.8072,0,142340.0,5.9271e+17,338.23,,0.368,13,0.368,0,144595.41289258955,1.0000943919879963
