,Density,Energy,Mach,Momentum:0,Momentum:1,Momentum:2,Pressure,Pressure_Coefficient,Temperature,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2,pt,Z
0,7.7578,1964700.0,0.23876,692.04,0.67764,0,773520.0,9.5558e+18,335.72,,0.0,-8.1,0,0,805051.8885966259,1.0005000427511292
1,7.7557,1964100.0,0.23954,694.08,0.21721,0,773230.0,9.5517e+18,335.69,,0.0731,-8.0269,0,0,804959.2283086093,1.0004986561679172
2,7.7535,1963600.0,0.24033,696.13,-0.24322,0,772940.0,9.5476e+18,335.65,,0.1462,-7.9538,0,0,804869.8348977625,1.0004968830580059
3,7.7514,1963100.0,0.24112,698.18,-0.70364,0,772650.0,9.5434e+18,335.62,,0.2193,-7.8807,0,0,804781.012317361,1.0004954972990088
4,7.7493,1962500.0,0.2419,700.23,-1.1641,0,772360.0,9.5393e+18,335.58,,0.2924,-7.8076,0,0,804690.0650146264,1.000493724937719
5,7.7471,1962000.0,0.24269,702.27,-1.6245,0,772070.0,9.5352e+18,335.55,,0.3655,-7.7345,0,0,804602.3912813339,1.0004923400044659
6,7.745,1961500.0,0.24348,704.32,-2.0849,0,771780.0,9.531e+18,335.52,,0.4386,-7.6614,0,0,804515.2954641021,1.0004909554907846
7,7.7426,1960900.0,0.24441,706.75,-2.5473,0,771450.0,9.5264e+18,335.48,,0.5117,-7.5883,0,0,804425.3922644916,1.0004891535995204
8,7.7386,1960000.0,0.24605,711.07,-3.0189,0,770920.0,9.5189e+18,335.42,,0.5848,-7.5152,0,0,804323.0140878175,1.000486424977348
9,7.7346,1959100.0,0.2477,715.38,-3.4906,0,770400.0,9.5115e+18,335.37,,0.6579,-7.4421,0,0,804236.4113709205,1.0004840925260505
10,7.7306,1958200.0,0.24934,719.69,-3.9623,0,769880.0,9.5041e+18,335.31,,0.731,-7.369,0,0,804149.6382358188,1.0004813742448513
11,7.7267,1957300.0,0.25098,724.0,-4.434,0,769360.0,9.4967e+18,335.26,,0.8041,-7.2959,0,0,804065.4300907312,1.0004790445220608
12,7.7227,1956400.0,0.25263,728.32,-4.9057,0,768840.0,9.4893e+18,335.2,,0.8772,-7.2228,0,0,803986.6288920237,1.0004763289182095
13,7.7187,1955600.0,0.25427,732.63,-5.3774,0,768310.0,9.4819e+18,335.15,,0.9503,-7.1497,0,0,803897.1109766064,1.0004739944331367
14,7.7141,1954500.0,0.2562,737.68,-5.8548,0,767710.0,9.4733e+18,335.08,,1.0234,-7.0766,0,0,803819.8883791978,1.0004708345013433
15,7.7081,1953200.0,0.2588,744.43,-6.3453,0,766900.0,9.4619e+18,334.99,,1.0965,-7.0035,0,0,803719.6984853571,1.0004667457016971
16,7.7021,1951900.0,0.26139,751.19,-6.8358,0,766100.0,9.4504e+18,334.9,,1.1696,-6.9304,0,0,803633.5396585054,1.0004626675306947
17,7.6962,1950600.0,0.26399,757.94,-7.3264,0,765300.0,9.439e+18,334.81,,1.2427,-6.8573,0,0,803556.7413763902,1.0004585925345113
18,7.6902,1949300.0,0.26658,764.69,-7.8169,0,764490.0,9.4276e+18,334.72,,1.3158,-6.7842,0,0,803472.9104269018,1.0004545134489258
19,7.6842,1948000.0,0.26918,771.44,-8.3074,0,763690.0,9.4162e+18,334.63,,1.3889,-6.7111,0,0,803408.9796630018,1.0004504448737366
20,7.6782,1946700.0,0.27177,778.19,-8.7979,0,762890.0,9.4048e+18,334.54,,1.462,-6.638,0,0,803348.4547566043,1.0004463794972773
21,7.6708,1945000.0,0.27477,785.9,-9.1396,0,761910.0,9.3909e+18,334.43,,1.5351,-6.5649,0,0,803230.0444670419,1.0004414134774768
22,7.6613,1942900.0,0.27837,795.01,-9.2602,0,760660.0,9.3732e+18,334.3,,1.6082,-6.4918,0,0,803020.8897421218,1.0004354860457332
23,7.6518,1940800.0,0.28196,804.13,-9.3807,0,759420.0,9.3556e+18,334.16,,1.6813,-6.4187,0,0,802831.0356707064,1.0004291856947436
24,7.6423,1938700.0,0.28556,813.25,-9.5013,0,758180.0,9.3379e+18,334.03,,1.7544,-6.3456,0,0,802656.1230160316,1.0004232811659726
25,7.6312,1936300.0,0.29027,825.2,-9.5366,0,756660.0,9.3164e+18,333.85,,1.8275,-6.2725,0,0,802553.7192513885,1.0004152529067127
26,7.62,1933900.0,0.29509,837.4,-9.5643,0,755130.0,9.2946e+18,333.66,,1.9006,-6.1994,0,0,802497.3429146146,1.0004068410961229
27,7.6087,1931400.0,0.2999,849.6,-9.592,0,753590.0,9.2728e+18,333.48,,1.9737,-6.1263,0,0,802448.5612337032,1.0003988226808005
28,7.5961,1928700.0,0.30504,862.46,-9.6428,0,751880.0,9.2485e+18,333.27,,2.0468,-6.0532,0,0,802351.3916556694,1.0003895394261901
29,7.5817,1925500.0,0.3106,876.17,-9.7236,0,749950.0,9.2211e+18,333.05,,2.1199,-5.9801,0,0,802187.434639677,1.0003797412715054
30,7.5673,1922400.0,0.31616,889.88,-9.8044,0,748010.0,9.1936e+18,332.82,,2.193,-5.907,0,0,802040.3775724405,1.0003695670714705
31,7.553,1919300.0,0.32173,903.59,-9.8852,0,746080.0,9.1661e+18,332.59,,2.2661,-5.8339,0,0,801935.0854553294,1.0003594183485698
32,7.5377,1916000.0,0.32775,918.21,-9.9585,0,743990.0,9.1365e+18,332.33,,2.3392,-5.7608,0,0,801847.8360171595,1.000348024004423
33,7.5223,1912600.0,0.33381,932.89,-10.031,0,741890.0,9.1067e+18,332.07,,2.4123,-5.6877,0,0,801796.4965428767,1.0003366459583045
34,7.507,1909300.0,0.33988,947.58,-10.104,0,739790.0,9.0769e+18,331.81,,2.4854,-5.6146,0,0,801781.1895464797,1.0003252905140327
35,7.4907,1905800.0,0.34622,962.75,-10.125,0,737560.0,9.0451e+18,331.53,,2.5585,-5.5415,0,0,801759.8698394705,1.00031310457135
36,7.473,1902000.0,0.35294,978.59,-10.077,0,735130.0,9.0107e+18,331.22,,2.6316,-5.4684,0,0,801702.8968797317,1.0002996638968373
37,7.4553,1898200.0,0.35966,994.42,-10.03,0,732710.0,8.9763e+18,330.91,,2.7047,-5.3953,0,0,801695.3113074511,1.0002862588440966
38,7.4376,1894400.0,0.36638,1010.3,-9.9819,0,730290.0,8.9419e+18,330.6,,2.7778,-5.3222,0,0,801726.0373222145,1.000272884134623
39,7.4172,1889900.0,0.37373,1027.0,-9.898,0,727500.0,8.9023e+18,330.24,,2.8509,-5.2491,0,0,801645.496279284,1.0002574005077451
40,7.3964,1885400.0,0.38115,1043.8,-9.8102,0,724670.0,8.8621e+18,329.88,,2.924,-5.176,0,0,801594.087568764,1.0002419392306956
