"Density","Energy","Heat_Flux","Laminar_Viscosity","Mach","Momentum:0","Momentum:1","Momentum:2","Pressure","Pressure_Coefficient","Skin_Friction_Coefficient:0","Skin_Friction_Coefficient:1","Skin_Friction_Coefficient:2","Temperature","Y_Plus","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.13213,29517,0,1.8352e-05,0.19339,8.9911,-0.0066272,0,11685,-37551,0,0,0,297.75,0,,0,-0.02052,0,0
0.13212,29516,0,1.8352e-05,0.19401,9.0191,-0.0078247,0,11683,-37693,0,0,0,297.74,0,,9.8519e-05,-0.020421,0,0
0.13211,29515,0,1.8352e-05,0.19463,9.0471,-0.0090222,0,11682,-37835,0,0,0,297.73,0,,0.00019704,-0.020323,0,0
0.1321,29514,0,1.8351e-05,0.19525,9.0751,-0.01022,0,11681,-37976,0,0,0,297.72,0,,0.00029556,-0.020224,0,0
0.13209,29513,0,1.8351e-05,0.19587,9.1031,-0.011417,0,11680,-38118,0,0,0,297.71,0,,0.00039408,-0.020126,0,0
0.13208,29512,0,1.835e-05,0.19649,9.1311,-0.012615,0,11679,-38260,0,0,0,297.7,0,,0.0004926,-0.020027,0,0
0.13205,29505,0,1.8349e-05,0.19726,9.1645,-0.018323,0,11675,-38702,0,0,0,297.68,0,,0.00059112,-0.019929,0,0
0.13202,29498,0,1.8348e-05,0.19805,9.1982,-0.024271,0,11671,-39159,0,0,0,297.66,0,,0.00068964,-0.01983,0,0
0.13199,29491,0,1.8347e-05,0.19883,9.232,-0.030219,0,11667,-39617,0,0,0,297.63,0,,0.00078816,-0.019732,0,0
0.13195,29484,0,1.8346e-05,0.19962,9.2657,-0.036167,0,11663,-40074,0,0,0,297.61,0,,0.00088668,-0.019633,0,0
0.13192,29477,0,1.8345e-05,0.2004,9.2994,-0.042115,0,11660,-40531,0,0,0,297.58,0,,0.0009852,-0.019535,0,0
0.13189,29471,0,1.8343e-05,0.20144,9.3451,-0.045307,0,11656,-40956,0,0,0,297.56,0,,0.0010837,-0.019436,0,0
0.13186,29466,0,1.8342e-05,0.20251,9.3921,-0.04819,0,11652,-41377,0,0,0,297.53,0,,0.0011822,-0.019337,0,0
0.13183,29460,0,1.8341e-05,0.20357,9.4392,-0.051072,0,11649,-41797,0,0,0,297.51,0,,0.0012808,-0.019239,0,0
0.1318,29455,0,1.834e-05,0.20464,9.4862,-0.053954,0,11645,-42218,0,0,0,297.49,0,,0.0013793,-0.01914,0,0
0.13178,29449,0,1.8339e-05,0.20571,9.5332,-0.056837,0,11642,-42639,0,0,0,297.46,0,,0.0014778,-0.019042,0,0
0.13172,29439,0,1.8337e-05,0.20723,9.5991,-0.056739,0,11636,-43385,0,0,0,297.42,0,,0.0015763,-0.018943,0,0
0.13166,29427,0,1.8335e-05,0.20883,9.6684,-0.056109,0,11629,-44190,0,0,0,297.38,0,,0.0016748,-0.018845,0,0
0.1316,29415,0,1.8333e-05,0.21047,9.7391,-0.056445,0,11622,-45027,0,0,0,297.34,0,,0.0017734,-0.018746,0,0
0.13153,29402,0,1.8331e-05,0.21219,9.8126,-0.058803,0,11614,-45931,0,0,0,297.3,0,,0.0018719,-0.018648,0,0
0.13147,29388,0,1.8329e-05,0.2139,9.8861,-0.061161,0,11607,-46834,0,0,0,297.26,0,,0.0019704,-0.018549,0,0
0.13142,29379,0,1.8327e-05,0.21576,9.9677,-0.059506,0,11600,-47584,0,0,0,297.21,0,,0.0020689,-0.018451,0,0
0.13137,29370,0,1.8325e-05,0.21767,10.051,-0.056836,0,11594,-48294,0,0,0,297.17,0,,0.0021674,-0.018352,0,0
0.13131,29361,0,1.8322e-05,0.21973,10.141,-0.054894,0,11588,-49089,0,0,0,297.12,0,,0.002266,-0.018254,0,0
0.13125,29348,0,1.8319e-05,0.22219,10.249,-0.054892,0,11579,-50107,0,0,0,297.05,0,,0.0023645,-0.018155,0,0
0.13118,29335,0,1.8316e-05,0.22466,10.356,-0.054891,0,11571,-51126,0,0,0,296.99,0,,0.002463,-0.018057,0,0
0.13109,29319,0,1.8313e-05,0.22727,10.468,-0.054732,0,11560,-52327,0,0,0,296.92,0,,0.0025615,-0.017958,0,0
0.13101,29302,0,1.8309e-05,0.22993,10.582,-0.05452,0,11550,-53590,0,0,0,296.84,0,,0.00266,-0.01786,0,0
0.13092,29285,0,1.8306e-05,0.2326,10.697,-0.054273,0,11539,-54838,0,0,0,296.77,0,,0.0027586,-0.017761,0,0
0.13084,29270,0,1.8302e-05,0.23529,10.812,-0.053907,0,11529,-56032,0,0,0,296.7,0,,0.0028571,-0.017663,0,0
0.13076,29255,0,1.8299e-05,0.23798,10.928,-0.053541,0,11519,-57227,0,0,0,296.62,0,,0.0029556,-0.017564,0,0
0.13067,29239,0,1.8295e-05,0.24079,11.048,-0.053172,0,11509,-58504,0,0,0,296.54,0,,0.0030541,-0.017466,0,0
0.13058,29222,0,1.8291e-05,0.24365,11.17,-0.052802,0,11498,-59819,0,0,0,296.46,0,,0.0031526,-0.017367,0,0
0.13049,29204,0,1.8287e-05,0.24654,11.293,-0.052453,0,11486,-61157,0,0,0,296.38,0,,0.0032512,-0.017269,0,0
0.13039,29186,0,1.8283e-05,0.24957,11.421,-0.05221,0,11474,-62612,0,0,0,296.29,0,,0.0033497,-0.01717,0,0
0.13029,29167,0,1.8279e-05,0.2526,11.55,-0.051967,0,11462,-64067,0,0,0,296.2,0,,0.0034482,-0.017072,0,0
