,Density,Eddy_Viscosity,Energy,Heat_Flux,Laminar_Viscosity,Mach,Momentum:0,Momentum:1,Momentum:2,Omega,Pressure,Pressure_Coefficient,Skin_Friction_Coefficient:0,Skin_Friction_Coefficient:1,Skin_Friction_Coefficient:2,Temperature,Turb_Kin_Energy,Y_Plus,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2,pt,pi,s,ht,Z
0,7.7772,0.00018512,1954700.0,0,1.9996e-05,0.23524,681.1,0.92688,0,86588.0,769950.0,-53659.0,0,0,0,333.34,2.061,0,,0.0,-8.1,0,0,800405.8467047011,800405.8467047011,6346.037583375291,348631.1342821178,1.0004041268428732
1,7.7749,0.00018288,1954100.0,0,1.9994e-05,0.23605,683.19,0.39766,0,75242.0,769620.0,-54246.0,0,0,0,333.29,1.7884,0,,0.0731,-8.0269,0,0,800275.6529161505,800275.6529161505,6346.009018282406,348605.22344308527,1.0004019214078266
2,7.7725,0.00018065,1953500.0,0,1.9992e-05,0.23686,685.29,-0.13156,0,63896.0,769290.0,-54833.0,0,0,0,333.25,1.5158,0,,0.1462,-7.9538,0,0,800146.0396379569,800146.0396379569,6346.01199958406,348590.01627463585,1.0004001140959264
3,7.7702,0.00017841,1952800.0,0,1.999e-05,0.23767,687.38,-0.66077,0,52550.0,768960.0,-55421.0,0,0,0,333.21,1.2431,0,,0.2193,-7.8807,0,0,800017.0141578066,800017.0141578066,6346.015021197423,348574.8942745649,1.0003983073097207
4,7.7678,0.00017618,1952200.0,0,1.9988e-05,0.23848,689.48,-1.19,0,41203.0,768640.0,-56008.0,0,0,0,333.17,0.97052,0,,0.2924,-7.8076,0,0,799898.9858116248,799898.9858116248,6346.014169014934,348559.84079256415,1.0003965075580896
5,7.7655,0.00017394,1951600.0,0,1.9986e-05,0.23929,691.57,-1.7192,0,29857.0,768310.0,-56595.0,0,0,0,333.13,0.6979,0,,0.3655,-7.7345,0,0,799771.1370455967,799771.1370455967,6346.01726970863,348544.8890249842,1.0003947018036716
6,7.7631,0.00017171,1950900.0,0,1.9984e-05,0.2401,693.67,-2.2484,0,18511.0,767980.0,-57183.0,0,0,0,333.09,0.42528,0,,0.4386,-7.6614,0,0,799643.8743607289,799643.8743607289,6346.020410843524,348530.02232384786,1.0003928965767956
7,7.7605,0.0001696,1950300.0,0,1.9982e-05,0.24107,696.17,-2.7755,0,8950.1,767610.0,-57832.0,0,0,0,333.04,0.19577,0,,0.5117,-7.5883,0,0,799518.4858521309,799518.4858521309,6346.007736476086,348510.05925209436,1.0003906681499257
8,7.7564,0.0001681,1949400.0,0,1.998e-05,0.24278,700.65,-3.2922,0,8093.4,767080.0,-58785.0,0,0,0,332.98,0.17644,0,,0.5848,-7.5152,0,0,799426.9654373382,799426.9654373382,6346.026316293809,348504.8647514302,1.0003879397327913
9,7.7524,0.0001666,1948500.0,0,1.9977e-05,0.24448,705.14,-3.8089,0,7236.7,766550.0,-59738.0,0,0,0,332.93,0.1571,0,,0.6579,-7.4421,0,0,799335.5183032219,799335.5183032219,6346.07654982526,348510.34369948506,1.0003856107864002
10,7.7483,0.0001651,1947500.0,0,1.9975e-05,0.24619,709.63,-4.3256,0,6380.0,766010.0,-60690.0,0,0,0,332.87,0.13777,0,,0.731,-7.369,0,0,799239.1467220166,799239.1467220166,6346.099282088721,348505.9383649204,1.000382878911457
11,7.7442,0.00016361,1946600.0,0,1.9972e-05,0.2479,714.11,-4.8423,0,5523.3,765480.0,-61643.0,0,0,0,332.81,0.11844,0,,0.8041,-7.2959,0,0,799156.0037468154,799156.0037468154,6346.118199574063,348501.90264452825,1.0003801548385496
12,7.7402,0.00016211,1945700.0,0,1.997e-05,0.24961,718.6,-5.359,0,4666.7,764950.0,-62596.0,0,0,0,332.75,0.099102,0,,0.8772,-7.2228,0,0,799075.6552058929,799075.6552058929,6346.137227238707,348498.25293642434,1.0003774321911156
13,7.7361,0.00016061,1944800.0,0,1.9967e-05,0.25132,723.08,-5.8757,0,3810.0,764410.0,-63549.0,0,0,0,332.7,0.079769,0,,0.9503,-7.1497,0,0,798987.6332619039,798987.6332619039,6346.191866270692,348505.64010822953,1.0003751029079453
14,7.7312,0.00015925,1943800.0,0,1.9964e-05,0.25335,728.39,-6.3874,0,3149.1,763770.0,-64696.0,0,0,0,332.63,0.064917,0,,1.0234,-7.0766,0,0,798887.8532649372,798887.8532649372,6346.222877651616,348503.5922493496,1.0003719165860416
15,7.7244,0.00015818,1942300.0,0,1.996e-05,0.25613,735.59,-6.8878,0,2935.2,762880.0,-66287.0,0,0,0,332.53,0.060291,0,,1.0965,-7.0035,0,0,798743.3633653412,798743.3633653412,6346.257888258082,348497.2895416183,1.000367383332036
16,7.7176,0.00015711,1940800.0,0,1.9955e-05,0.25891,742.78,-7.3881,0,2721.2,761990.0,-67877.0,0,0,0,332.44,0.055666,0,,1.1696,-6.9304,0,0,798606.1515690963,798606.1515690963,6346.324802962294,348502.6451722505,1.0003632524743233
17,7.7108,0.00015604,1939300.0,0,1.9951e-05,0.26169,749.97,-7.8885,0,2507.2,761100.0,-69468.0,0,0,0,332.34,0.051041,0,,1.2427,-6.8573,0,0,798476.2226339574,798476.2226339574,6346.360453120852,348498.3763076302,1.0003587274361163
18,7.704,0.00015497,1937800.0,0,1.9947e-05,0.26448,757.17,-8.3889,0,2293.2,760210.0,-71059.0,0,0,0,332.25,0.046416,0,,1.3158,-6.7842,0,0,798356.4788535009,798356.4788535009,6346.428026772213,348506.1376122106,1.0003546049153793
19,7.6972,0.0001539,1936300.0,0,1.9942e-05,0.26726,764.36,-8.8893,0,2079.3,759320.0,-72650.0,0,0,0,332.15,0.041791,0,,1.3889,-6.7111,0,0,798241.0858186082,798241.0858186082,6346.464320089337,348503.902456814,1.0003500881362695
20,7.6904,0.00015283,1934800.0,0,1.9938e-05,0.27004,771.55,-9.3896,0,1865.3,758430.0,-74241.0,0,0,0,332.05,0.037165,0,,1.462,-6.638,0,0,798132.9258896523,798132.9258896523,6346.500931699379,348502.67928879074,1.0003455754655097
21,7.6827,0.0001519,1933100.0,0,1.9933e-05,0.27321,779.7,-9.8396,0,1708.7,757420.0,-76042.0,0,0,0,331.94,0.033797,0,,1.5351,-6.5649,0,0,798023.5161833843,798023.5161833843,6346.553885518692,348506.8039346204,1.0003405981845161
22,7.6739,0.0001512,1931200.0,0,1.9927e-05,0.27696,789.25,-10.215,0,1637.2,756230.0,-78157.0,0,0,0,331.8,0.032295,0,,1.6082,-6.4918,0,0,797911.2704202919,797911.2704202919,6346.583913991627,348502.8465557065,1.0003343262439772
