,Density,Eddy_Viscosity,Energy,Heat_Flux,Laminar_Viscosity,Mach,Momentum:0,Momentum:1,Momentum:2,Omega,Pressure,Pressure_Coefficient,Skin_Friction_Coefficient:0,Skin_Friction_Coefficient:1,Skin_Friction_Coefficient:2,Temperature,Turb_Kin_Energy,Y_Plus,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2,pt,pi,s,ht,Z
0,7.7672,0.00018504,1952600.0,0,1.9988e-05,0.24079,696.09,0.90272,0,89653.0,768540.0,-56172.0,0,0,0,333.15,2.1358,0,,0.0,-8.1,0,0,800412.1189332255,800412.1189332255,6345.990268113111,348615.97069541423,1.0003956468497996
1,7.7649,0.0001828,1952000.0,0,1.9986e-05,0.2416,698.17,0.38937,0,77898.0,768220.0,-56749.0,0,0,0,333.12,1.8531,0,,0.0731,-8.0269,0,0,800296.5923948742,800296.5923948742,6346.02098837737,348611.8768200566,1.000394245586391
2,7.7625,0.00018057,1951300.0,0,1.9984e-05,0.24241,700.26,-0.12399,0,66144.0,767900.0,-57325.0,0,0,0,333.08,1.5705,0,,0.1462,-7.9538,0,0,800181.6651215121,800181.6651215121,6346.020222979323,348597.24402454763,1.0003924469675742
3,7.7602,0.00017833,1950700.0,0,1.9982e-05,0.24322,702.34,-0.63735,0,54390.0,767580.0,-57902.0,0,0,0,333.04,1.2878,0,,0.2193,-7.8807,0,0,800067.3283315793,800067.3283315793,6346.019494774438,348582.6961893324,1.0003906488341496
4,7.7578,0.0001761,1950100.0,0,1.998e-05,0.24402,704.42,-1.1507,0,42635.0,767250.0,-58478.0,0,0,0,333.0,1.0051,0,,0.2924,-7.8076,0,0,799940.432880331,799940.432880331,6346.022724963984,348567.9097055834,1.0003888447696436
5,7.7555,0.00017386,1949500.0,0,1.9979e-05,0.24483,706.5,-1.6641,0,30881.0,766930.0,-59055.0,0,0,0,332.96,0.72249,0,,0.3655,-7.7345,0,0,799827.264137476,799827.264137476,6346.02207289385,348553.5306045226,1.000387047630237
6,7.7531,0.00017163,1948900.0,0,1.9977e-05,0.24564,708.58,-2.1774,0,19127.0,766610.0,-59631.0,0,0,0,332.92,0.43984,0,,0.4386,-7.6614,0,0,799714.6842553075,799714.6842553075,6346.021458137355,348539.23636215826,1.0003852509779956
7,7.7505,0.00016952,1948200.0,0,1.9975e-05,0.2466,711.06,-2.6875,0,9222.9,766250.0,-60273.0,0,0,0,332.88,0.20191,0,,0.5117,-7.5883,0,0,799602.1158518188,799602.1158518188,6346.0365854556385,348530.24669852754,1.000383429403436
8,7.7464,0.00016802,1947300.0,0,1.9972e-05,0.24831,715.52,-3.1813,0,8340.4,765710.0,-61232.0,0,0,0,332.82,0.18198,0,,0.5848,-7.5152,0,0,799509.4254204648,799509.4254204648,6346.0593725857,348526.32435409556,1.0003806982811447
9,7.7423,0.00016653,1946400.0,0,1.997e-05,0.25002,719.99,-3.6751,0,7458.0,765170.0,-62192.0,0,0,0,332.76,0.16204,0,,0.6579,-7.4421,0,0,799419.5178643579,799419.5178643579,6346.082275274047,348522.7880015723,1.0003779686485017
10,7.7382,0.00016503,1945500.0,0,1.9967e-05,0.25173,724.45,-4.1689,0,6575.5,764640.0,-63151.0,0,0,0,332.71,0.14211,0,,0.731,-7.369,0,0,799342.838530368,799342.838530368,6346.132923662033,348530.25570683926,1.0003756450126016
