,Density,Eddy_Viscosity,Energy,Heat_Flux,Laminar_Viscosity,Mach,Momentum:0,Momentum:1,Momentum:2,Omega,Pressure,Pressure_Coefficient,Skin_Friction_Coefficient:0,Skin_Friction_Coefficient:1,Skin_Friction_Coefficient:2,Temperature,Turb_Kin_Energy,Y_Plus,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2,pt,pi,s,ht,Z
0,7.761,0.00019831,1964800.0,0,2.0105e-05,0.2342,679.14,0.1298,0,934190.0,773950.0,-46526.0,0,0,0,335.77,23.871,0,,0.0,-0.0081,0,0,804289.6033538516,804289.6033538516,6352.106728771612,351170.4724736185,1.0005023129289934
1,7.7601,0.00019772,1964600.0,0,2.0104e-05,0.2349,681.09,-0.14338,0,902060.0,773830.0,-46739.0,0,0,0,335.75,22.997,0,,7.31e-05,-0.0080269,0,0,804348.9822030606,804348.9822030606,6352.090817354721,351172.51445155306,1.0005014453773904
2,7.7593,0.00019713,1964500.0,0,2.0103e-05,0.2356,683.04,-0.41655,0,869940.0,773710.0,-46952.0,0,0,0,335.74,22.124,0,,0.0001462,-0.0079538,0,0,804408.8749541485,804408.8749541485,6352.106189261728,351185.24092542514,1.000500964769621
3,7.7584,0.00019654,1964400.0,0,2.0103e-05,0.23631,684.99,-0.68972,0,837810.0,773590.0,-47166.0,0,0,0,335.72,21.25,0,,0.0002193,-0.0078807,0,0,804471.9477978306,804471.9477978306,6352.0902867821105,351187.74793820974,1.000500097330199
4,7.7576,0.00019595,1964200.0,0,2.0102e-05,0.23701,686.93,-0.9629,0,805680.0,773470.0,-47379.0,0,0,0,335.71,20.376,0,,0.0002924,-0.0078076,0,0,804532.892324224,804532.892324224,6352.105670367686,351200.6096121802,1.0004996168717186
5,7.7567,0.00019536,1964100.0,0,2.0101e-05,0.23772,688.88,-1.2361,0,773560.0,773350.0,-47593.0,0,0,0,335.69,19.503,0,,0.0003655,-0.0077345,0,0,804597.0329008164,804597.0329008164,6352.089776833279,351203.25237544114,1.0004987495446105
6,7.7559,0.00019477,1964000.0,0,2.0101e-05,0.23842,690.83,-1.5092,0,741430.0,773230.0,-47806.0,0,0,0,335.68,18.629,0,,0.0004386,-0.0076614,0,0,804659.0292138723,804659.0292138723,6352.105172105839,351216.2492151889,1.0004982692355235
7,7.7545,0.00019416,1963700.0,0,2.01e-05,0.23926,693.13,-1.7648,0,710930.0,773040.0,-48144.0,0,0,0,335.65,17.802,0,,0.0005117,-0.0075883,0,0,804686.2307387547,804686.2307387547,6352.085237765061,351212.88979894656,1.0004969606654035
8,7.7514,0.00019353,1963000.0,0,2.0098e-05,0.24055,696.54,-1.9656,0,685520.0,772630.0,-48868.0,0,0,0,335.61,17.12,0,,0.0005848,-0.0075152,0,0,804606.2648801921,804606.2648801921,6352.119662520329,351214.556371119,1.0004950948104
9,7.7482,0.00019289,1962300.0,0,2.0096e-05,0.24184,699.95,-2.1664,0,660100.0,772230.0,-49592.0,0,0,0,335.57,16.438,0,,0.0006579,-0.0074421,0,0,804538.3217454611,804538.3217454611,6352.150261689487,351216.430007865,1.0004932375170044
10,7.7451,0.00019225,1961600.0,0,2.0094e-05,0.24313,703.36,-2.3673,0,634690.0,771820.0,-50316.0,0,0,0,335.53,15.755,0,,0.000731,-0.007369,0,0,804461.5611104344,804461.5611104344,6352.184823908389,351218.54321662296,1.0004913733273542
11,7.7407,0.00019163,1960600.0,0,2.0092e-05,0.24493,708.07,-2.6694,0,612910.0,771250.0,-51344.0,0,0,0,335.47,15.176,0,,0.0008041,-0.0072959,0,0,804359.3110780589,804359.3110780589,6352.219246896307,351217.4126711376,1.0004886131247133
12,7.7361,0.000191,1959600.0,0,2.0089e-05,0.2468,712.98,-2.9875,0,591700.0,770650.0,-52419.0,0,0,0,335.41,14.613,0,,0.0008772,-0.0072228,0,0,804248.1995534602,804248.1995534602,6352.265510017544,351219.1895073183,1.0004858316367076
13,7.7314,0.00019038,1958500.0,0,2.0086e-05,0.24867,717.89,-3.3055,0,570500.0,770040.0,-53494.0,0,0,0,335.35,14.05,0,,0.0009503,-0.0071497,0,0,804129.9843116401,804129.9843116401,6352.3158280268235,351221.4503577188,1.0004830443565922
14,7.7273,0.00018979,1957700.0,0,2.0083e-05,0.25074,723.44,-3.2374,0,551260.0,769490.0,-54490.0,0,0,0,335.29,13.54,0,,0.0010234,-0.0070766,0,0,804133.9203289897,804133.9203289897,6352.342845713163,351231.1175909175,1.000480304382667
15,7.7237,0.00018923,1957000.0,0,2.008e-05,0.25304,729.66,-2.7616,0,534100.0,768980.0,-55400.0,0,0,0,335.22,13.086,0,,0.0010965,-0.0070035,0,0,804249.076622472,804249.076622472,6352.323010351601,351238.82338765106,1.000477208855543
16,7.7182,0.00018871,1955800.0,0,2.0076e-05,0.25579,736.97,-2.7327,0,518070.0,768230.0,-56741.0,0,0,0,335.13,12.667,0,,0.0011696,-0.0069304,0,0,804247.0490183352,804247.0490183352,6352.334550399415,351242.48761822487,1.00047315988016
17,7.7122,0.0001882,1954600.0,0,2.0072e-05,0.25873,744.75,-2.8103,0,502430.0,767400.0,-58218.0,0,0,0,335.03,12.261,0,,0.0012427,-0.0068573,0,0,804223.5941441532,804223.5941441532,6352.346314020863,351243.54083609907,1.0004686666438034
18,7.7055,0.00018769,1953100.0,0,2.0066e-05,0.26228,754.15,-2.8289,0,487680.0,766440.0,-59923.0,0,0,0,334.91,11.879,0,,0.0013158,-0.0067842,0,0,804250.850528058,804250.850528058,6352.346643315833,351247.0705772794,1.000463305642545
19,7.6982,0.0001872,1951500.0,0,2.0061e-05,0.26558,762.8,-2.8822,0,474010.0,765440.0,-61708.0,0,0,0,334.78,11.527,0,,0.0013889,-0.0067111,0,0,804174.2562883444,804174.2562883444,6352.331662375996,351232.37874507863,1.000457531960472
20,7.6904,0.00018673,1949600.0,0,2.0055e-05,0.26855,770.4,-2.9833,0,461850.0,764380.0,-63604.0,0,0,0,334.66,11.214,0,,0.001462,-0.006638,0,0,803945.908182464,803945.908182464,6352.372025691309,351217.444437176,1.0004521072542345
21,7.6838,0.00018634,1948200.0,0,2.005e-05,0.27186,779.07,-3.0116,0,451490.0,763460.0,-65251.0,0,0,0,334.54,10.949,0,,0.0015351,-0.0065649,0,0,803976.2356258436,803976.2356258436,6352.357670385925,351216.37437557866,1.0004467886435602
22,7.6776,0.00018598,1947000.0,0,2.0045e-05,0.27532,788.22,-3.0122,0,441760.0,762570.0,-66837.0,0,0,0,334.43,10.701,0,,0.0016082,-0.0064918,0,0,804094.9742938176,804094.9742938176,6352.363183844283,351233.13898343634,1.0004418833914226
23,7.6682,0.00018558,1945000.0,0,2.0038e-05,0.27967,799.52,-2.9943,0,431040.0,761280.0,-69135.0,0,0,0,334.27,10.432,0,,0.0016813,-0.0064187,0,0,804080.3525763897,804080.3525763897,6352.369937505849,351233.5983487039,1.0004347584262248
24,7.6587,0.00018518,1942900.0,0,2.003e-05,0.28391,810.43,-2.978,0,420450.0,759980.0,-71468.0,0,0,0,334.11,10.166,0,,0.0017544,-0.0063456,0,0,804038.426578496,804038.426578496,6352.38127343815,351232.18898295006,1.0004276344643972
25,7.6487,0.00018479,1940700.0,0,2.0023e-05,0.28793,820.63,-2.9648,0,410090.0,758640.0,-73862.0,0,0,0,333.96,9.9075,0,,0.0018275,-0.0062725,0,0,803900.4795004562,803900.4795004562,6352.440551306506,351235.013071822,1.00042087983651
26,7.6398,0.00018447,1938800.0,0,2.0017e-05,0.29202,831.15,-2.9086,0,402030.0,757400.0,-76063.0,0,0,0,333.8,9.7076,0,,0.0019006,-0.0061994,0,0,803906.3912694154,803906.3912694154,6352.429385024592,351231.9631962833,1.0004138134789138
27,7.6315,0.00018421,1937100.0,0,2.001e-05,0.29616,841.83,-2.8304,0,395140.0,756230.0,-78165.0,0,0,0,333.65,9.5376,0,,0.0019737,-0.0061263,0,0,804019.049862292,804019.049862292,6352.4224141474915,351243.72800856706,1.0004071902936964
28,7.6209,0.00018392,1934900.0,0,2.0001e-05,0.30123,854.79,-2.5239,0,388370.0,754740.0,-80821.0,0,0,0,333.45,9.373,0,,0.0020468,-0.0060532,0,0,804118.5421426134,804118.5421426134,6352.386014677099,351243.8470684837,1.0003984156956574
29,7.6076,0.00018367,1932000.0,0,1.9991e-05,0.30662,868.3,-2.654,0,382190.0,752950.0,-84020.0,0,0,0,333.24,9.2269,0,,0.0021199,-0.0059801,0,0,804031.0423060403,804031.0423060403,6352.4387178896695,351250.76837156806,1.0003890669329982
30,7.5947,0.00018343,1929200.0,0,1.9982e-05,0.312,881.73,-2.6666,0,375360.0,751190.0,-87160.0,0,0,0,333.03,9.0656,0,,0.002193,-0.005907,0,0,803998.7029918412,803998.7029918412,6352.480693546847,351260.9654603818,1.0003797536095005
31,7.582,0.00018321,1926500.0,0,1.9971e-05,0.31767,895.97,-2.3619,0,368820.0,749420.0,-90329.0,0,0,0,332.8,8.9119,0,,0.0022661,-0.0058339,0,0,804084.3629506457,804084.3629506457,6352.464820446002,351266.320166418,1.0003696698995883
32,7.568,0.00018299,1923500.0,0,1.996e-05,0.32361,910.68,-2.4656,0,363510.0,747450.0,-93838.0,0,0,0,332.54,8.7896,0,,0.0023392,-0.0057608,0,0,804081.4718638955,804081.4718638955,6352.4358759949855,351256.12874163035,1.0003583079564402
