,Density,Eddy_Viscosity,Energy,Heat_Flux,Laminar_Viscosity,Mach,Momentum:0,Momentum:1,Momentum:2,Omega,Pressure,Pressure_Coefficient,Skin_Friction_Coefficient:0,Skin_Friction_Coefficient:1,Skin_Friction_Coefficient:2,Temperature,Turb_Kin_Energy,Y_Plus,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2,pt,pi,s,ht,Z
0,7.7669,0.00018503,1952500.0,0,1.9987e-05,0.24093,696.46,0.90359,0,89729.0,768510.0,-56226.0,0,0,0,333.15,2.1376,0,,0.0,-8.1,0,0,800418.4726283086,800418.4726283086,6346.002012247504,348620.723651657,1.0003956273566201
1,7.7646,0.0001828,1951900.0,0,1.9986e-05,0.24174,698.55,0.38424,0,77964.0,768180.0,-56813.0,0,0,0,333.11,1.8547,0,,0.0731,-8.0269,0,0,800292.6424165517,800292.6424165517,6346.005127295551,348606.036915185,1.0003938217907697
2,7.7623,0.00018057,1951300.0,0,1.9984e-05,0.24255,700.63,-0.13511,0,66200.0,767860.0,-57401.0,0,0,0,333.07,1.5718,0,,0.1462,-7.9538,0,0,800177.8216408887,800177.8216408887,6346.004364689671,348591.41855628346,1.0003920232074819
3,7.76,0.00017833,1950600.0,0,1.9982e-05,0.24336,702.71,-0.65446,0,54435.0,767530.0,-57988.0,0,0,0,333.02,1.2889,0,,0.2193,-7.8807,0,0,800053.172565523,800053.172565523,6345.976024136673,348566.27531496005,1.0003898206576796
4,7.7577,0.0001761,1950000.0,0,1.998e-05,0.24417,704.8,-1.1738,0,42671.0,767200.0,-58576.0,0,0,0,332.98,1.006,0,,0.2924,-7.8076,0,0,799929.0992572262,799929.0992572262,6345.979255303789,348551.8426467188,1.0003880166105916
5,7.7553,0.00017386,1949400.0,0,1.9978e-05,0.24498,706.88,-1.6932,0,30906.0,766870.0,-59163.0,0,0,0,332.94,0.7231,0,,0.3655,-7.7345,0,0,799805.6094670544,799805.6094670544,6345.982527058163,348537.49486591434,1.0003862130932282
6,7.753,0.00017163,1948800.0,0,1.9976e-05,0.24579,708.96,-2.2125,0,19142.0,766540.0,-59751.0,0,0,0,332.9,0.4402,0,,0.4386,-7.6614,0,0,799682.7026393316,799682.7026393316,6345.985839443761,348523.23193857016,1.0003844101062118
7,7.7504,0.00016952,1948100.0,0,1.9974e-05,0.24675,711.45,-2.7282,0,9229.5,766170.0,-60403.0,0,0,0,332.85,0.20206,0,,0.5117,-7.5883,0,0,799559.8300104785,799559.8300104785,6345.973348210223,348503.64657310356,1.000382184050616
8,7.7463,0.00016803,1947200.0,0,1.9971e-05,0.24846,715.9,-3.2262,0,8346.4,765640.0,-61366.0,0,0,0,332.79,0.18211,0,,0.5848,-7.5152,0,0,799477.8092928281,799477.8092928281,6345.992211302693,348499.73717984563,1.000379459359919
9,7.7422,0.00016653,1946300.0,0,1.9969e-05,0.25016,720.36,-3.7242,0,7463.2,765100.0,-62329.0,0,0,0,332.73,0.16216,0,,0.6579,-7.4421,0,0,799385.3479706699,799385.3479706699,6346.015116646677,348495.88189532625,1.000376729822675
10,7.7381,0.00016504,1945400.0,0,1.9966e-05,0.25186,724.81,-4.2221,0,6580.1,764560.0,-63293.0,0,0,0,332.67,0.14221,0,,0.731,-7.369,0,0,799295.6296235424,799295.6296235424,6346.038137767629,348492.4077056872,1.00037400177825
11,7.734,0.00016354,1944400.0,0,1.9963e-05,0.25357,729.26,-4.7201,0,5696.9,764020.0,-64256.0,0,0,0,332.61,0.12227,0,,0.8041,-7.2959,0,0,799211.471174329,799211.471174329,6346.061274863458,348489.667450035,1.000371275229116
12,7.7299,0.00016204,1943500.0,0,1.9961e-05,0.25527,733.71,-5.218,0,4813.8,763480.0,-65220.0,0,0,0,332.55,0.10232,0,,0.8772,-7.2228,0,0,799127.247426393,799127.247426393,6346.084528132509,348486.95707487,1.000368550177747
13,7.7259,0.00016055,1942600.0,0,1.9958e-05,0.25698,738.17,-5.716,0,3930.7,762940.0,-66183.0,0,0,0,332.5,0.08237,0,,0.9503,-7.1497,0,0,799048.6043923382,799048.6043923382,6346.139481774391,348495.6252005235,1.0003662251258438
14,7.7209,0.00015919,1941500.0,0,1.9955e-05,0.25901,743.46,-6.2054,0,3250.2,762290.0,-67345.0,0,0,0,332.42,0.067064,0,,1.0234,-7.0766,0,0,798949.4741072196,798949.4741072196,6346.14320276173,348484.46484258334,1.0003626388428721
15,7.714,0.00015813,1940000.0,0,1.995e-05,0.26181,750.67,-6.675,0,3032.5,761380.0,-68958.0,0,0,0,332.33,0.062349,0,,1.0965,-7.0035,0,0,798804.9748943966,798804.9748943966,6346.21819881026,348491.634742347,1.000358498526207
16,7.7072,0.00015707,1938500.0,0,1.9946e-05,0.26461,757.88,-7.1447,0,2814.7,760480.0,-70571.0,0,0,0,332.23,0.057635,0,,1.1696,-6.9304,0,0,798678.3301596771,798678.3301596771,6346.257983195307,348489.1744352823,1.0003539699722637
17,7.7003,0.00015601,1937000.0,0,1.9941e-05,0.26741,765.09,-7.6143,0,2596.9,759580.0,-72184.0,0,0,0,332.13,0.05292,0,,1.2427,-6.8573,0,0,798559.031907924,798559.031907924,6346.298093933516,348487.7420907881,1.0003494456234079
18,7.6934,0.00015496,1935500.0,0,1.9937e-05,0.27021,772.29,-8.084,0,2379.1,758670.0,-73797.0,0,0,0,332.03,0.048205,0,,1.3158,-6.7842,0,0,798436.5380674902,798436.5380674902,6346.342497244108,348487.35333580495,1.0003449196010794
19,7.6865,0.0001539,1934000.0,0,1.9933e-05,0.27301,779.5,-8.5536,0,2161.3,757770.0,-75410.0,0,0,0,331.93,0.043491,0,,1.3889,-6.7111,0,0,798331.8802867857,798331.8802867857,6346.383268180845,348487.9738635318,1.0003404037519044
20,7.6797,0.00015284,1932500.0,0,1.9928e-05,0.27581,786.71,-9.0233,0,1943.5,756870.0,-77023.0,0,0,0,331.83,0.038776,0,,1.462,-6.638,0,0,798234.5278164629,798234.5278164629,6346.42436829574,348489.61929901125,1.0003358921426728
21,7.6719,0.00015191,1930800.0,0,1.9923e-05,0.27905,794.96,-9.4821,0,1782.3,755830.0,-78879.0,0,0,0,331.72,0.035306,0,,1.5351,-6.5649,0,0,798132.4799836684,798132.4799836684,6346.489859756031,348498.8928350963,1.000330905683646
22,7.6626,0.00015118,1928800.0,0,1.9916e-05,0.28292,804.77,-9.9248,0,1705.3,754590.0,-81094.0,0,0,0,331.57,0.033686,0,,1.6082,-6.4918,0,0,798025.7329896488,798025.7329896488,6346.508855147687,348491.90954463894,1.0003242157110666
23,7.6534,0.00015044,1926800.0,0,1.9909e-05,0.28679,814.57,-10.368,0,1628.2,753350.0,-83309.0,0,0,0,331.42,0.032065,0,,1.6813,-6.4187,0,0,797932.8651848836,797932.8651848836,6346.528448939183,348486.86661851365,1.0003175335585752
24,7.6442,0.0001497,1924800.0,0,1.9903e-05,0.29066,824.37,-10.81,0,1551.2,752110.0,-85524.0,0,0,0,331.27,0.030444,0,,1.7544,-6.3456,0,0,797853.8425942882,797853.8425942882,6346.548643594526,348483.76114656765,1.000310859260227
25,7.635,0.00014897,1922800.0,0,1.9896e-05,0.29454,834.18,-11.253,0,1474.1,750870.0,-87740.0,0,0,0,331.12,0.028823,0,,1.8275,-6.2725,0,0,797791.8864935816,797791.8864935816,6346.569441590581,348482.99842531164,1.0003041928501861
26,7.6258,0.00014823,1920800.0,0,1.989e-05,0.29841,843.98,-11.696,0,1397.0,749630.0,-89955.0,0,0,0,330.98,0.027202,0,,1.9006,-6.1994,0,0,797740.4831332822,797740.4831332822,6346.622571083035,348494.4519839677,1.0002979340950642
27,7.6166,0.0001475,1918900.0,0,1.9883e-05,0.30228,853.79,-12.138,0,1320.0,748380.0,-92170.0,0,0,0,330.83,0.025582,0,,1.9737,-6.1263,0,0,797692.1733980329,797692.1733980329,6346.64861686431,348497.16803727834,1.0002912784892601
28,7.6055,0.00014672,1916400.0,0,1.9875e-05,0.30663,864.59,-12.388,0,1250.5,746900.0,-94819.0,0,0,0,330.66,0.024129,0,,2.0468,-6.0532,0,0,797574.1142925611,797574.1142925611,6346.704396545615,348501.15205812955,1.0002837128084319
29,7.5918,0.00014587,1913400.0,0,1.9866e-05,0.3116,876.7,-12.388,0,1190.8,745100.0,-98031.0,0,0,0,330.45,0.022894,0,,2.1199,-5.9801,0,0,797343.2120829816,797343.2120829816,6346.763150333452,348491.97612434765,1.000274397332559
30,7.5782,0.00014503,1910400.0,0,1.9857e-05,0.31656,888.8,-12.387,0,1131.1,743300.0,-101240.0,0,0,0,330.25,0.021659,0,,2.193,-5.907,0,0,797130.3347795303,797130.3347795303,6346.855030894244,348496.2158479043,1.0002654995122655
31,7.5645,0.00014419,1907400.0,0,1.9848e-05,0.32153,900.91,-12.387,0,1071.4,741510.0,-104450.0,0,0,0,330.05,0.020424,0,,2.2661,-5.8339,0,0,796953.0780093858,796953.0780093858,6346.944233882583,348504.0187184137,1.0002566242214885
32,7.5486,0.00014339,1904000.0,0,1.9836e-05,0.32776,915.99,-12.301,0,1028.9,739350.0,-108300.0,0,0,0,329.78,0.01955,0,,2.3392,-5.7608,0,0,796851.4841179443,796851.4841179443,6346.962455732762,348497.40200702613,1.0002447896024542
33,7.5326,0.00014259,1900600.0,0,1.9823e-05,0.33409,931.3,-12.209,0,987.57,737170.0,-112200.0,0,0,0,329.51,0.018702,0,,2.4123,-5.6877,0,0,796798.9022660918,796798.9022660918,6346.990705157536,348500.31731854554,1.000232970521049
34,7.5166,0.00014179,1897100.0,0,1.9811e-05,0.34043,946.6,-12.117,0,946.27,734990.0,-116100.0,0,0,0,329.23,0.017855,0,,2.4854,-5.6146,0,0,796785.0636103589,796785.0636103589,6346.988993612941,348498.0028057206,1.0002207754333143
35,7.4987,0.00014101,1893300.0,0,1.9797e-05,0.34712,962.48,-12.072,0,909.77,732580.0,-120400.0,0,0,0,328.93,0.01711,0,,2.5585,-5.5415,0,0,796689.0642063898,796689.0642063898,6347.01975754087,348496.3119394441,1.0002077059726673
