X/D, Pi/P0
0.01, 0.9417302717721074
0.7510465301951256, 0.5517325072653531
1.4949062689617727, 0.2199980838629323
2.224156101299779, 0.35232012263277235
2.966180180755596, 0.32930731645003675
3.727365630888129, 0.47329224283843774
4.462683230607095, 0.5318302302558042
5.239038099192028, 0.4913550282630218
6.003896145370931, 0.5906811867275572
6.743684731581133, 0.5948519784115225
7.460319994890301, 0.48056717657203096
8.25791204930859, 0.5818477948455913
8.964806949190432, 0.5860058122824386
9.728068214479606, 0.5047488263660462
