X/D, MACH
-3.2593020476456065, 0.06592523890756663
-2.930642976655247, 0.135130946663101
-2.6019839056648877, 0.2065547860774668
-2.2733248346745287, 0.27797862549183305
-1.9446657636841693, 0.3604931232003552
-1.6309457413751898, 0.4568487624599844
-1.3321647677475905, 0.5622543788876446
-1.0483228428013707, 0.6705879291049626
-0.7794199665365316, 0.7784877113534421
-0.5254561389530723, 0.8853030736798266
-0.3163094574137526, 0.9853408114931157
-0.1669189705999532, 1.0975782734299764
-0.06234562983029335, 1.2138823100746943
0.02728866225798665, 1.327177081435598
0.12887419329137106, 1.466985919891731
0.2125328659070984, 1.5987429404263067
0.29619153852282665, 1.736030502563568
0.38582583061110576, 1.849894594383572
0.4903991713807656, 1.9737624599849042
0.6099115608318053, 2.0979556515628657
0.729423950282845, 2.2093217046337568
0.8489363397338847, 2.330970382323087
0.941558441558441, 2.467558493610597
1.0252171141741693, 2.595606798011607
1.0909489283722404, 2.7240454935845713
1.1775954107242441, 2.8510852874580324
1.2672297028125241, 2.989511490513494
1.3568639949008041, 3.1300523124170416
1.5062544817146035, 3.2325299950550446
1.6008684566966762, 3.369166905239049
1.640705919847023, 3.506779793352939
1.7004621145725434, 3.086133305572183
1.7004621145725434, 2.978775733284751
1.7004621145725434, 2.871418160997319
1.7004621145725434, 2.764060588709887
1.7004621145725434, 2.6567030164224548
1.7004621145725434, 2.5493454441350227
1.7004621145725434, 2.4419878718475907
1.7004621145725434, 2.3346302995601587
1.7004621145725434, 2.2272727272727266
1.7004621145725434, 2.1199151549852946
1.7004621145725434, 2.0125575826978626
1.7004621145725434, 1.9052000104104305
1.7004621145725434, 1.7978424381229985
1.7004621145725434, 1.690484865835567
1.7004621145725434, 1.5831272935481349
1.692992590231853, 1.4599100799000593
1.7154011632539232, 1.3635322593238417
1.7154011632539232, 1.25617468703641
1.7154011632539232, 1.148817114748978
1.7154011632539232, 1.041459542461546
1.7154011632539232, 0.934101970174114
1.7154011632539232, 0.826744397886682
1.7154011632539232, 0.7193868255992499
1.7228706875946136, 0.5949496395388172
1.745279260616683, 0.4485529500559555
1.8050354553422032, 0.2997163157483791
1.9544259421560026, 0.1866655388699474
2.2083897697394628, 0.08189578685115162
2.477292646004302, 0.10800636523510754
2.6266831328181013, 0.21147164458787637
2.731256473587762, 0.32533573640787994
2.820890765676041, 0.4477396351143841
2.907537248028045, 0.5847018712750169
2.9702812524898414, 0.708407073888035
3.030037447215361, 0.8196685578950098
3.0897936419408802, 0.9248844008363037
3.1495498366663996, 1.0255999011009025
3.2122938411281963, 1.1410092913098917
3.284001274798821, 1.2537347422116953
3.3586965182057194, 1.3750813314941568
3.5329854194884858, 1.5213153579887044
3.5977212971077988, 1.6132199463862782
3.7421321010278055, 1.4611300523124164
3.7919289299657395, 1.3206589431181466
3.851685124691259, 1.163456783697264
4.030953708867819, 1.0272634998450263
4.359612779858177, 0.9274475751976201
4.688271850848538, 0.847151209147929
4.9721137757947576, 0.8721273716263696
5.151382359971316, 0.9829008666684009
5.270894749422356, 1.1061180803164765
5.375468090192016, 1.2285219790229807
5.480041430961676, 1.350112562787913
5.599553820412715, 1.4855295005595601
5.734005258545134, 1.6170076702570255
5.973030037447216, 1.7352911253439576
6.271811011074814, 1.6942803355629001
6.480957692614134, 1.5919110949171063
6.615409130746554, 1.484309528147203
6.7349215201975925, 1.378171928272128
6.884312007011393, 1.2667477812768388
7.138275834594853, 1.1936233742573688
7.437056808222452, 1.2464149077375524
7.661142538443152, 1.3562124248496987
7.825472073938331, 1.4621060302423023
7.97486256075213, 1.5733675142492771
8.12425304756593, 1.6934127996252242
8.27364353437973, 1.8134580850011708
8.43797306987491, 1.9263461988912884
8.691936897458369, 2.009452198375499
8.91602262767907, 1.919839679358717
9.013126444108039, 1.7980864326054702
9.110230260537008, 1.6872316060692807
9.229742649988047, 1.5704395804596198
9.468767428890128, 1.4584682943218192
9.797426499880487, 1.4296325827570127
