X/D, P/P0
-3.2120673304883827, 1.0038314892344495
-2.886083451872925, 0.9947200209330141
-2.5600995732574674, 0.9812864458732056
-2.2341156946420098, 0.958040520334928
-1.9674016121384539, 0.9309063674812028
-1.7747747747747744, 0.9038000274122806
-1.59696538643907, 0.8736036869517543
-1.4487908961593168, 0.8444781387061402
-1.3302513039355142, 0.818564967105263
-1.2117117117117115, 0.7899748149671051
-1.0931721194879085, 0.7608645637531327
-0.9746325272641059, 0.7306835203242481
-0.8560929350403033, 0.6997070312499999
-0.7375533428165006, 0.6672620271381577
-0.619013750592698, 0.635459498355263
-0.5004741583688954, 0.6013279965049341
-0.39675201517306746, 0.5709978070175438
-0.30784732100521595, 0.540587308114035
-0.2337600758653391, 0.5015676398026315
-0.14781887150308215, 0.46083470394736836
-0.10040303461356093, 0.4232284813596491
-0.04113323850165962, 0.3881064967105263
0.018136557610241688, 0.34722900390625
0.077406353722143, 0.30715460526315785
0.1366761498340443, 0.26924856085526316
0.20779990516832658, 0.23121402138157887
0.27299668089141793, 0.19587787828947367
0.3885727833096251, 0.16067023026315796
0.5219298245614032, 0.12546258223684215
0.6997392128971072, 0.0958720042293233
0.8923660502607866, 0.06644051535087714
1.1294452347083928, 0.03692948190789491
1.4406116642958748, 0.01780707984449781
1.6628733997155045, 0.020289370888157965
1.68361782835467, 0.06532689144736836
1.648055950687529, 0.041169819078947345
1.7132527264106203, 0.12777549342105265
1.67769084874348, 0.10541735197368429
1.855500237079184, 0.18321527362440193
2.1814841156946416, 0.1918594871411483
2.5074679943100993, 0.19150904605263164
2.7741820768136556, 0.17370330122180444
2.9519914651493586, 0.14088199013157898
3.1001659554291123, 0.10927220394736847
3.2631578947368407, 0.07821922971491235
3.5150545282124224, 0.05343525717703357
3.7224988146040765, 0.06686883223684226
3.8262209577999045, 0.09642269736842113
4.048482693219535, 0.1277287679425838
4.359649122807017, 0.15334601151315785
4.670815552394499, 0.18076218600478466
4.996799431009956, 0.18414978319377995
5.233878615457561, 0.15424547697368418
5.396870554765291, 0.12362081962719296
5.6043148411569454, 0.09208598889802633
5.885846372688476, 0.07037324312200965
6.211830251303935, 0.07644755532296665
6.478544333807491, 0.09825834116541354
6.656353722143194, 0.1259765625
6.819345661450923, 0.15617290296052633
7.071242294926504, 0.18368252840909094
7.397226173541961, 0.18204713666267947
7.678757705073494, 0.15553042763157898
7.901019440493123, 0.1268943843984962
8.123281175912753, 0.09883197985197367
8.404812707444284, 0.07387765400717705
8.730796586059743, 0.06908829246411496
8.967875770507348, 0.09719366776315796
9.116050260787102, 0.12674753289473695
9.323494547178756, 0.15895696271929827
9.619843527738263, 0.17749140251196183
9.842105263157892, 0.1783383018092105
