,Density,Energy,Mach,Momentum:0,Momentum:1,Momentum:2,Pressure,Pressure_Coefficient,Temperature,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2,pt,pi,s,ht,Z
252,0.42073,135610.0,3.37,294.6,2.9129,0,12983.0,-1.2442e+18,103.87,,18.421,10.321,0,0,818810.1855135598,195162.29697843996,6348.909758937649,351890.0495195881,0.99775449684431
253,0.4135,133370.0,3.3879,289.99,2.7595,0,12670.0,-1.2487e+18,103.11,,18.494,10.394,0,0,819940.1540997332,192420.13590055067,6348.528274774076,351899.6156445575,0.9977615227684472
254,0.40627,131130.0,3.4058,285.37,2.6061,0,12357.0,-1.2531e+18,102.35,,18.567,10.467,0,0,820529.4438005333,189591.7832893909,6348.272041970206,351885.0399509727,0.9977695633866573
255,0.39904,128880.0,3.4237,280.75,2.4527,0,12045.0,-1.2575e+18,101.6,,18.64,10.54,0,0,820618.9504560252,186691.8941801393,6348.227406196903,351880.8767421878,0.9977791199067181
256,0.39165,126590.0,3.4425,276.02,2.3045,0,11727.0,-1.262e+18,100.81,,18.714,10.614,0,0,820750.193642874,183703.13837897716,6348.064842968846,351841.7350220118,0.9977883840082118
257,0.38396,124190.0,3.4631,271.07,2.1663,0,11402.0,-1.2667e+18,99.967,,18.787,10.687,0,0,821829.8542955823,180690.042818767,6347.687815201795,351846.302237598,0.9977968332768528
258,0.37621,121780.0,3.484,266.07,2.025,0,11075.0,-1.2713e+18,99.114,,18.86,10.76,0,0,822388.5756331118,177568.76415664222,6347.42745449404,351826.40251716855,0.9978063618413497
259,0.36826,119290.0,3.5061,260.9,1.8712,0,10746.0,-1.276e+18,98.227,,18.933,10.833,0,0,823415.9929488094,174420.97824465347,6347.044421876513,351822.2530818322,0.9978155269743212
260,0.36026,116790.0,3.5284,255.71,1.7116,0,10415.0,-1.2807e+18,97.333,,19.006,10.906,0,0,823682.1825408764,171142.80105441745,6346.83801957212,351784.7037510612,0.9978261669340173
261,0.35175,114130.0,3.5531,250.17,1.4769,0,10067.0,-1.2856e+18,96.362,,19.079,10.979,0,0,824445.3561627306,167681.3255814292,6346.514944886568,351768.37739815353,0.9978370891476078
262,0.3391,110160.0,3.5899,241.86,0.7128,0,9561.9,-1.2928e+18,94.941,,19.152,11.052,0,0,824731.7700727948,162490.78045993022,6346.369714244574,351754.0719758491,0.9978556028509055
263,0.93388,238090.0,1.0956,304.93,1.7169,0,74485.0,-3.7085e+17,260.56,,19.225,11.125,0,0,158215.63039114856,158066.25375884701,6786.542536884773,335191.09622978105,0.9995382535685997
264,1.4013,355420.0,0.40122,207.27,-0.068727,0,136040.0,5.0323e+17,326.86,,19.298,11.198,0,0,152008.8578056893,152008.8578056893,6843.404177161197,350045.07150879095,1.0000079705027685
265,1.4173,359280.0,0.39435,206.14,-0.060308,0,137710.0,5.2704e+17,327.17,,19.372,11.271,0,0,153305.09872516652,153305.09872516652,6840.761486883661,350003.84067843965,1.0000105472808194
266,1.4285,361930.0,0.38652,203.75,0.088388,0,138960.0,5.447e+17,327.52,,19.445,11.345,0,0,154055.15072523756,154055.15072523756,6839.186898337307,349961.3831898337,1.0000134385788293
267,1.4363,363700.0,0.37742,200.18,0.23092,0,139900.0,5.5809e+17,327.96,,19.518,11.418,0,0,154365.17207181026,154365.17207181026,6838.5798848192435,349957.9200543472,1.0000170328849953
268,1.4436,365340.0,0.36964,197.14,0.45443,0,140750.0,5.7018e+17,328.29,,19.591,11.491,0,0,154689.19223598542,154689.19223598542,6837.825502519051,349913.4090528902,1.000019770027695
269,1.4491,366630.0,0.36361,194.74,0.64425,0,141410.0,5.7959e+17,328.58,,19.664,11.564,0,0,154946.5325752859,154946.5325752859,6837.353616283901,349920.6644510401,1.0000221761555799
270,1.4524,367450.0,0.35829,192.41,0.71271,0,141880.0,5.8617e+17,328.9,,19.737,11.637,0,0,155054.43994526548,155054.43994526548,6837.380717617446,349999.5092710315,1.0000247940253382
271,1.4558,368280.0,0.35297,190.08,0.78116,0,142340.0,5.9275e+17,329.21,,19.81,11.71,0,0,155155.51680690638,155155.51680690638,6837.399353678847,350071.057877529,1.0000273368025616
272,1.4591,369100.0,0.34765,187.74,0.84962,0,142810.0,5.9933e+17,329.52,,19.883,11.783,0,0,155271.62519839368,155271.62519839368,6837.399343159475,350145.9840106323,1.000029887644607
273,1.4623,369880.0,0.3425,185.47,0.90387,0,143250.0,6.0559e+17,329.83,,19.956,11.856,0,0,155371.70920831437,155371.70920831437,6837.4639562806515,350232.35103736643,1.0000324369249196
274,1.4644,370410.0,0.33831,183.52,0.88045,0,143560.0,6.1005e+17,330.07,,20.029,11.929,0,0,155404.1309676112,155404.1309676112,6837.578799171536,350292.0304448398,1.0000344058105484
275,1.4666,370930.0,0.33412,181.58,0.85703,0,143870.0,6.1451e+17,330.3,,20.103,12.002,0,0,155439.40626853803,155439.40626853803,6837.6629285091585,350343.18443044554,1.0000362982423372
276,1.4687,371460.0,0.32993,179.63,0.83361,0,144190.0,6.1898e+17,330.54,,20.176,12.076,0,0,155488.32761056913,155488.32761056913,6837.758833367959,350407.1161776438,1.0000382743477072
277,1.4709,371990.0,0.32574,177.69,0.81019,0,144500.0,6.2344e+17,330.78,,20.249,12.149,0,0,155529.3180993553,155529.3180993553,6837.876253110876,350473.2044305666,1.0000402497569219
278,1.4724,372370.0,0.32255,176.17,0.73935,0,144730.0,6.267e+17,330.97,,20.322,12.222,0,0,155555.99390611413,155555.99390611413,6838.001493837435,350532.7121825329,1.0000418102373523
279,1.4738,372720.0,0.31956,174.75,0.65879,0,144940.0,6.297e+17,331.14,,20.395,12.295,0,0,155576.54808095237,155576.54808095237,6838.105255084503,350581.02233191545,1.00004320864212
280,1.4752,373070.0,0.31657,173.32,0.57823,0,145160.0,6.3271e+17,331.31,,20.468,12.368,0,0,155609.33255109595,155609.33255109595,6838.188867751366,350630.4128351284,1.0000446112264685
281,1.4765,373420.0,0.31358,171.89,0.49767,0,145370.0,6.3571e+17,331.49,,20.541,12.441,0,0,155632.89383441748,155632.89383441748,6838.3248067266795,350691.54661545064,1.000046089566856
282,1.4777,373740.0,0.31123,170.78,0.41188,0,145550.0,6.3827e+17,331.63,,20.614,12.514,0,0,155668.46723560206,155668.46723560206,6838.396678053792,350738.77357488824,1.0000472457107608
283,1.4787,374010.0,0.30958,170.02,0.32032,0,145690.0,6.4034e+17,331.74,,20.687,12.587,0,0,155708.5391145845,155708.5391145845,6838.456256674298,350784.74495681166,1.0000481540709025
284,1.4797,374280.0,0.30793,169.25,0.22876,0,145840.0,6.4241e+17,331.86,,20.76,12.66,0,0,155759.71816234684,155759.71816234684,6838.527000466479,350841.64906244015,1.000049144470445
285,1.4806,374550.0,0.30628,168.48,0.1372,0,145980.0,6.4448e+17,331.97,,20.833,12.733,0,0,155800.63840804365,155800.63840804365,6838.586910561107,350888.2775073964,1.0000500536392336
286,1.4816,374820.0,0.30477,167.79,0.051205,0,146130.0,6.4649e+17,332.08,,20.907,12.807,0,0,155861.79953178385,155861.79953178385,6838.626615805045,350941.1106216187,1.0000509669466846
287,1.4823,375070.0,0.30428,167.62,0.0050072,0,146240.0,6.4805e+17,332.16,,20.98,12.88,0,0,155947.11237367295,155947.11237367295,6838.653768253893,351005.2430258693,1.000051631834128
288,1.4831,375320.0,0.30379,167.46,-0.04119,0,146350.0,6.496e+17,332.24,,21.053,12.953,0,0,156032.43327139557,156032.43327139557,6838.681029200477,351069.3989886186,1.0000522969974688
289,1.4839,375570.0,0.3033,167.29,-0.087388,0,146450.0,6.5116e+17,332.32,,21.126,13.026,0,0,156107.1019645688,156107.1019645688,6838.728717812319,351133.59530220315,1.0000529585607891
290,1.4846,375820.0,0.3028,167.13,-0.13359,0,146560.0,6.5272e+17,332.4,,21.199,13.099,0,0,156191.79076392078,156191.79076392078,6838.756179844858,351197.37985026167,1.000053624230999
291,1.4852,376040.0,0.30266,167.13,-0.14085,0,146650.0,6.5398e+17,332.47,,21.272,13.172,0,0,156278.59126434982,156278.59126434982,6838.79298007548,351265.6659161983,1.0000542044449836
292,1.4857,376250.0,0.30263,167.19,-0.13445,0,146740.0,6.5515e+17,332.54,,21.345,13.245,0,0,156372.54580531444,156372.54580531444,6838.829846644796,351338.5554670663,1.0000547848214358
293,1.4862,376450.0,0.3026,167.25,-0.12805,0,146820.0,6.5632e+17,332.62,,21.418,13.318,0,0,156455.839487217,156455.839487217,6838.91838625242,351422.07525567047,1.000055439084053
294,1.4867,376660.0,0.30257,167.31,-0.12165,0,146900.0,6.5748e+17,332.69,,21.491,13.391,0,0,156539.13263346255,156539.13263346255,6838.975623387795,351494.9811899299,1.0000560156498226
295,1.487,376800.0,0.30261,167.37,-0.11354,0,146950.0,6.5823e+17,332.75,,21.564,13.464,0,0,156595.01755837948,156595.01755837948,6839.062324244656,351560.2544950765,1.000056502296273
296,1.4868,376810.0,0.30276,167.45,-0.10234,0,146950.0,6.5825e+17,332.78,,21.638,13.538,0,0,156604.79567375497,156604.79567375497,6839.156298092987,351598.3792833711,1.000056735299249
297,1.4867,376830.0,0.30291,167.53,-0.091138,0,146950.0,6.5826e+17,332.81,,21.711,13.611,0,0,156614.57906566144,156614.57906566144,6839.250263521673,351636.5083314079,1.0000569682094138
298,1.4866,376840.0,0.30307,167.61,-0.079938,0,146960.0,6.5827e+17,332.85,,21.784,13.684,0,0,156635.67871311406,156635.67871311406,6839.355287429259,351685.6587600014,1.0000572827687366
299,1.4864,376850.0,0.30322,167.68,-0.068738,0,146960.0,6.5828e+17,332.88,,21.857,13.757,0,0,156645.47366637443,156645.47366637443,6839.44923322959,351723.79677377245,1.000057515478276
300,1.4861,376800.0,0.30352,167.81,-0.054674,0,146930.0,6.5789e+17,332.88,,21.93,13.83,0,0,156633.10388027527,156633.10388027527,6839.509988027503,351736.4463441493,1.000057502960828
301,1.4858,376740.0,0.30382,167.95,-0.040447,0,146900.0,6.5746e+17,332.89,,22.003,13.903,0,0,156620.7457879787,156620.7457879787,6839.602068573034,351759.72361990006,1.0000575679613986
302,1.4855,376680.0,0.30413,168.08,-0.02622,0,146870.0,6.5704e+17,332.89,,22.076,13.976,0,0,156609.05742299304,156609.05742299304,6839.662848111685,351772.81950856355,1.000057555428811
303,1.4852,376620.0,0.30444,168.22,-0.011992,0,146840.0,6.5662e+17,332.9,,22.149,14.049,0,0,156597.38190212398,156597.38190212398,6839.754952450451,351796.5447234352,1.0000576203724065
304,1.485,376590.0,0.30471,168.34,0.0054165,0,146820.0,6.5634e+17,332.9,,22.222,14.122,0,0,156593.7633964805,156593.7633964805,6839.7954872733635,351807.9633451064,1.0000576120072213
305,1.4848,376580.0,0.30494,168.46,0.025604,0,146810.0,6.562e+17,332.9,,22.295,14.195,0,0,156598.19757485026,156598.19757485026,6839.815756750072,351817.6865348799,1.0000576078246814
306,1.4847,376570.0,0.30518,168.58,0.045791,0,146800.0,6.5605e+17,332.9,,22.369,14.269,0,0,156603.2994576964,156603.2994576964,6839.836027603866,351827.8395529294,1.0000576036421769
307,1.4846,376560.0,0.30541,168.7,0.065979,0,146790.0,6.559e+17,332.91,,22.442,14.342,0,0,156607.7534425504,156607.7534425504,6839.887611297644,351848.19495710125,1.0000576768990044
308,1.4845,376550.0,0.30563,168.81,0.084946,0,146780.0,6.5577e+17,332.91,,22.515,14.415,0,0,156611.56090192148,156611.56090192148,6839.907884902379,351857.517565182,1.0000576727113137
309,1.4845,376560.0,0.3057,168.85,0.091459,0,146780.0,6.5581e+17,332.91,,22.588,14.488,0,0,156616.16968970397,156616.16968970397,6839.907884902379,351860.4799470811,1.0000576727113137
310,1.4845,376570.0,0.30577,168.89,0.097972,0,146790.0,6.5585e+17,332.92,,22.661,14.561,0,0,156631.4496142529,156631.4496142529,6839.918921825601,351874.04403788294,1.0000577543280196
311,1.4845,376580.0,0.30584,168.93,0.10448,0,146790.0,6.5589e+17,332.93,,22.734,14.634,0,0,156636.05958256967,156636.05958256967,6839.950231418865,351887.6256667221,1.0000578317467546
312,1.4845,376590.0,0.30591,168.97,0.111,0,146790.0,6.5593e+17,332.93,,22.807,14.707,0,0,156640.67214074472,156640.67214074472,6839.950231418865,351890.59026184416,1.0000578317467546
313,1.4845,376610.0,0.30593,168.98,0.099205,0,146800.0,6.5603e+17,332.94,,22.88,14.78,0,0,156652.66093137645,156652.66093137645,6839.961267861581,351902.03865518264,1.0000579133587018
314,1.4846,376640.0,0.30593,168.99,0.077325,0,146810.0,6.5616e+17,332.96,,22.953,14.853,0,0,156663.33017874605,156663.33017874605,6840.003611551671,351923.2578239451,1.0000580723693235
315,1.4846,376660.0,0.30593,169.0,0.055445,0,146820.0,6.563e+17,332.97,,23.027,14.926,0,0,156674.00088187502,156674.00088187502,6840.014647964123,351933.8590771103,1.0000581539767774
316,1.4847,376680.0,0.30593,169.01,0.033565,0,146830.0,6.5643e+17,332.98,,23.1,15.0,0,0,156684.6715740397,156684.6715740397,6840.025684826642,351944.4603345856,1.0000582355844956
317,1.4847,376720.0,0.30594,169.02,0.012217,0,146840.0,6.5661e+17,332.99,,23.173,15.073,0,0,156696.0015767191,156696.0015767191,6840.036722139094,351955.4852694192,1.0000583171924775
318,1.4849,376800.0,0.30598,169.07,-0.0065107,0,146870.0,6.5704e+17,333.03,,23.246,15.146,0,0,156730.6503403355,156730.6503403355,6840.10113705456,351999.60210848245,1.0000586393759978
319,1.485,376880.0,0.30602,169.12,-0.025238,0,146900.0,6.5748e+17,333.06,,23.319,15.219,0,0,156765.3019983612,156765.3019983612,6840.134252944312,352033.10156741494,1.0000588841888036
320,1.4852,376960.0,0.30605,169.16,-0.043965,0,146930.0,6.5791e+17,333.1,,23.392,15.292,0,0,156799.29366524838,156799.29366524838,6840.198666641089,352076.79574065935,1.000059206321549
321,1.4854,377040.0,0.30609,169.21,-0.062692,0,146960.0,6.5834e+17,333.13,,23.465,15.365,0,0,156833.9479961594,156833.9479961594,6840.231787821332,352110.2962983059,1.0000594511239467
322,1.4855,377120.0,0.30625,169.32,-0.075328,0,146990.0,6.5875e+17,333.17,,23.538,15.438,0,0,156876.5292374034,156876.5292374034,6840.296200290406,352159.5067246324,1.0000597732058716
323,1.4856,377210.0,0.30647,169.46,-0.085264,0,147020.0,6.5915e+17,333.21,,23.611,15.511,0,0,156923.08861150168,156923.08861150168,6840.360610281623,352211.2703048624,1.0000600952497138
324,1.4856,377290.0,0.30668,169.6,-0.0952,0,147050.0,6.5955e+17,333.26,,23.684,15.584,0,0,156969.00184637608,156969.00184637608,6840.456296672726,352273.236809625,1.0000604944718265
325,1.4857,377380.0,0.3069,169.75,-0.10514,0,147070.0,6.5994e+17,333.3,,23.757,15.657,0,0,157004.9187308661,157004.9187308661,6840.540931571775,352325.0349701855,1.0000608120210273
326,1.4858,377450.0,0.30717,169.91,-0.1235,0,147090.0,6.6025e+17,333.34,,23.831,15.731,0,0,157044.16736348646,157044.16736348646,6840.625557100125,352378.97111214686,1.0000611294901416
327,1.4856,377460.0,0.30766,170.17,-0.17845,0,147090.0,6.6013e+17,333.36,,23.904,15.804,0,0,157076.69619922663,157076.69619922663,6840.688097171386,352421.09390744264,1.0000612837700773
328,1.4855,377470.0,0.30816,170.43,-0.23341,0,147080.0,6.6002e+17,333.37,,23.977,15.877,0,0,157099.26661937556,157099.26661937556,6840.739597997252,352453.07548313047,1.0000613564649037
329,1.4853,377480.0,0.30865,170.69,-0.28837,0,147070.0,6.5991e+17,333.39,,24.05,15.95,0,0,157121.22330107586,157121.22330107586,6840.82236602122,352495.2865504835,1.0000615062327853
330,1.4851,377500.0,0.30915,170.95,-0.34333,0,147060.0,6.598e+17,333.41,,24.123,16.023,0,0,157143.90009078052,157143.90009078052,6840.905131674415,352537.96207329707,1.0000616559388928
331,1.4847,377450.0,0.3102,171.47,-0.40408,0,147020.0,6.5915e+17,333.42,,24.196,16.096,0,0,157171.38974817967,157171.38974817967,6841.017349022092,352593.7382050862,1.0000617151737252
332,1.484,377370.0,0.31151,172.13,-0.46755,0,146950.0,6.5824e+17,333.42,,24.269,16.169,0,0,157184.5031100696,157184.5031100696,6841.159070313326,352650.32080878376,1.0000616839848895
333,1.4834,377290.0,0.31283,172.78,-0.53102,0,146890.0,6.5734e+17,333.42,,24.342,16.242,0,0,157209.31768003223,157209.31768003223,6841.2805993074135,352707.5584812113,1.0000616572529697
334,1.4827,377210.0,0.31414,173.43,-0.59449,0,146830.0,6.5643e+17,333.41,,24.415,16.315,0,0,157233.79470520717,157233.79470520717,6841.370913943113,352753.97352101206,1.000061553584598
335,1.482,377110.0,0.3156,174.14,-0.65959,0,146750.0,6.554e+17,333.41,,24.489,16.389,0,0,157247.39576771625,157247.39576771625,6841.533095762916,352817.84900138684,1.0000615179874548
336,1.4808,376940.0,0.31789,175.26,-0.7343,0,146630.0,6.5359e+17,333.38,,24.562,16.462,0,0,157275.4105760927,157275.4105760927,6841.682736904597,352886.72297644423,1.0000612340348805
337,1.4797,376760.0,0.32018,176.37,-0.80902,0,146500.0,6.5178e+17,333.36,,24.635,16.535,0,0,157293.67319924547,157293.67319924547,6841.8841501476545,352966.95877920615,1.0000610227809064
338,1.4785,376580.0,0.32247,177.49,-0.88373,0,146370.0,6.4997e+17,333.33,,24.708,16.608,0,0,157312.9023234708,157312.9023234708,6842.054522409434,353037.26975194627,1.0000607349847628
339,1.4773,376410.0,0.32476,178.6,-0.95844,0,146240.0,6.4816e+17,333.31,,24.781,16.681,0,0,157333.09393127676,157333.09393127676,6842.256394613919,353118.9316912205,1.000060524252162
340,1.4757,376140.0,0.3278,180.07,-1.0369,0,146060.0,6.4558e+17,333.25,,24.854,16.754,0,0,157353.3936475529,157353.3936475529,6842.4352411652635,353192.8419456425,1.0000599851018863
341,1.4739,375830.0,0.33133,181.75,-1.1178,0,145850.0,6.4252e+17,333.17,,24.927,16.827,0,0,157378.0022954044,157378.0022954044,6842.613137976615,353269.20980359806,1.0000592804031265
342,1.4721,375510.0,0.33487,183.44,-1.1986,0,145630.0,6.3945e+17,333.09,,25.0,16.9,0,0,157394.77432424878,157394.77432424878,6842.812024854852,353347.7068104444,1.000058572550413
343,1.4702,375200.0,0.3384,185.12,-1.2795,0,145410.0,6.3639e+17,333.02,,25.073,16.973,0,0,157413.04119529447,157413.04119529447,6843.042831326071,353438.05336751376,1.0000579425113503
344,1.4684,374870.0,0.34199,186.83,-1.3602,0,145190.0,6.3325e+17,332.94,,25.146,17.046,0,0,157437.93941558443,157437.93941558443,6843.242965482093,353522.230847074,1.0000572370501142
345,1.4656,374350.0,0.34708,189.19,-1.4371,0,144850.0,6.2838e+17,332.78,,25.219,17.119,0,0,157446.65505287668,157446.65505287668,6843.439596329808,353594.8345992368,1.0000558709009744
346,1.4628,373820.0,0.35217,191.55,-1.5141,0,144510.0,6.2351e+17,332.62,,25.293,17.193,0,0,157459.82035598822,157459.82035598822,6843.6376271213885,353670.7894696807,1.0000545079193819
347,1.46,373300.0,0.35726,193.9,-1.591,0,144170.0,6.1865e+17,332.46,,25.366,17.266,0,0,157477.42104897593,157477.42104897593,6843.837065332098,353750.0902593317,1.0000531481177306
348,1.4572,372780.0,0.36235,196.26,-1.6679,0,143820.0,6.1378e+17,332.3,,25.439,17.339,0,0,157488.49128663083,157488.49128663083,6844.058608475871,353832.74825966306,1.0000517876531647
349,1.454,372150.0,0.36841,199.02,-1.7409,0,143410.0,6.079e+17,332.1,,25.512,17.412,0,0,157514.70589543224,157514.70589543224,6844.280611201851,353925.31747724063,1.000050102128991
350,1.4501,371410.0,0.37552,202.21,-1.8095,0,142920.0,6.0092e+17,331.84,,25.585,17.485,0,0,157543.4775684007,157543.4775684007,6844.482748165148,354012.7737270315,1.000047933502539
351,1.4462,370680.0,0.38264,205.41,-1.878,0,142420.0,5.9393e+17,331.58,,25.658,17.558,0,0,157570.41301289594,157570.41301289594,6844.7086408170435,354107.175010349,1.0000457682078447
352,1.4424,369940.0,0.38975,208.6,-1.9466,0,141930.0,5.8695e+17,331.32,,25.731,17.631,0,0,157615.934761944,157615.934761944,6844.916598029132,354207.4260136692,1.0000436133649255
353,1.4385,369200.0,0.39686,211.8,-2.0152,0,141440.0,5.7996e+17,331.06,,25.804,17.704,0,0,157669.7850512871,157669.7850512871,6845.127464667663,354314.044975618,1.0000414654116094
354,1.4331,368050.0,0.40569,215.49,-2.1703,0,140730.0,5.6983e+17,330.62,,25.877,17.777,0,0,157634.55918877033,157634.55918877033,6845.238796213198,354329.4138910951,1.0000378813336879
355,1.4275,366840.0,0.41476,219.25,-2.3374,0,139980.0,5.5927e+17,330.16,,25.951,17.851,0,0,157587.13989510495,157587.13989510495,6845.377756626953,354346.3703266794,1.0000341475717047
356,1.4219,365630.0,0.42383,223.02,-2.5044,0,139240.0,5.4872e+17,329.7,,26.024,17.924,0,0,157562.909666002,157562.909666002,6845.501881563352,354373.1734861947,1.0000304324832334
357,1.4163,364420.0,0.4329,226.78,-2.6715,0,138500.0,5.3816e+17,329.24,,26.097,17.997,0,0,157550.5390049939,157550.5390049939,6845.632399028662,354409.792427533,1.0000267333238084
358,1.4106,363200.0,0.44234,230.66,-2.7058,0,137730.0,5.2729e+17,328.76,,26.17,18.07,0,0,157550.33812668416,157550.33812668416,6845.7708010160295,354456.9413524454,1.0000228909477267
359,1.4043,361930.0,0.45274,234.84,-2.4011,0,136910.0,5.1562e+17,328.25,,26.243,18.143,0,0,157597.24858698304,157597.24858698304,6845.929706214649,354541.4268531522,1.0000188274924309
360,1.3981,360660.0,0.46313,239.02,-2.0964,0,136090.0,5.0396e+17,327.74,,26.316,18.216,0,0,157658.6682441403,157658.6682441403,6846.096789626857,354638.0562429564,1.0000147843798748
361,1.3903,359040.0,0.47619,244.06,-2.0054,0,135040.0,4.8907e+17,327.04,,26.389,18.289,0,0,157735.01938676546,157735.01938676546,6846.173271761709,354713.32893588714,1.0000092757090138
362,1.3824,357420.0,0.48933,249.13,-1.9217,0,133980.0,4.7406e+17,326.34,,26.462,18.362,0,0,157831.2732150545,157831.2732150545,6846.28521600155,354813.5211113428,1.0000038000040359
363,1.3733,355460.0,0.50363,254.36,-1.8683,0,132750.0,4.5662e+17,325.48,,26.535,18.435,0,0,157871.5940072549,157871.5940072549,6846.279694052369,354837.5628973169,0.9999971208810978
364,1.3635,353330.0,0.51855,259.66,-1.8309,0,131440.0,4.3787e+17,324.55,,26.608,18.508,0,0,157908.61853820822,157908.61853820822,6846.248821437369,354850.8103842509,0.9999899497026301
365,1.3535,351160.0,0.53365,264.91,-1.801,0,130090.0,4.1875e+17,323.6,,26.681,18.581,0,0,157943.4530789078,157943.4530789078,6846.266093753166,354879.1116619725,0.9999826812596292
366,1.3432,348900.0,0.54913,270.03,-1.7854,0,128690.0,3.989e+17,322.59,,26.755,18.655,0,0,157986.03094810172,157986.03094810172,6846.228298513183,354893.5510791069,0.9999750127138288
367,1.3328,346630.0,0.56462,275.16,-1.7697,0,127290.0,3.79e+17,321.58,,26.828,18.728,0,0,158055.40569778063,158055.40569778063,6846.215582166791,354933.77925660403,0.999967408647157
368,1.3215,344170.0,0.5808,280.07,-1.7524,0,125790.0,3.5765e+17,320.48,,26.901,18.801,0,0,158107.08792720668,158107.08792720668,6846.172545032375,354952.2560252708,0.9999591951551702
369,1.3102,341710.0,0.59698,284.98,-1.7351,0,124280.0,3.3631e+17,319.38,,26.974,18.874,0,0,158170.99983495995,158170.99983495995,6846.183572658845,354997.0728530386,0.9999510631970058
370,1.2982,339080.0,0.61371,289.7,-1.7023,0,122690.0,3.1371e+17,318.2,,27.047,18.947,0,0,158224.90852006996,158224.90852006996,6846.1582977392345,355023.03548642923,0.9999424175110605
371,1.2859,336360.0,0.6307,294.33,-1.6628,0,121060.0,2.9056e+17,316.98,,27.12,19.02,0,0,158283.2169743309,158283.2169743309,6846.135602074414,355052.6944310318,0.9999335689795587
372,1.2732,333570.0,0.64791,298.82,-1.6149,0,119390.0,2.6688e+17,315.73,,27.193,19.093,0,0,158339.47600816606,158339.47600816606,6846.152203546234,355094.4758540503,0.999924606965994
373,1.26,330630.0,0.66551,303.06,-1.5524,0,117660.0,2.423e+17,314.41,,27.266,19.166,0,0,158388.08450508115,158388.08450508115,6846.130578479731,355118.25824995164,0.9999152383676682
374,1.2468,327690.0,0.68313,307.28,-1.4894,0,115930.0,2.1768e+17,313.08,,27.339,19.239,0,0,158458.0483466436,158458.0483466436,6846.121761321117,355160.1111586153,0.9999059102168707
375,1.233,324600.0,0.70109,311.04,-1.4105,0,114140.0,1.9222e+17,311.66,,27.413,19.312,0,0,158509.85158964485,158509.85158964485,6846.01611656425,355157.1619233126,0.9998960377285029
376,1.2192,321510.0,0.71905,314.8,-1.3317,0,112340.0,1.6676e+17,310.25,,27.486,19.386,0,0,158562.0344871102,158562.0344871102,6846.022208641683,355192.6940192796,0.9998863918521873
377,1.2051,318350.0,0.73715,318.19,-1.2469,0,110530.0,1.4096e+17,308.79,,27.559,19.459,0,0,158632.56116184202,158632.56116184202,6845.941572441617,355210.2791692219,0.9998764973861214
378,1.1909,315150.0,0.7553,321.41,-1.1596,0,108700.0,1.1501e+17,307.31,,27.632,19.532,0,0,158691.62803204925,158691.62803204925,6845.90452048858,355235.4280888531,0.9998666145571261
379,1.1765,311910.0,0.77352,324.44,-1.0703,0,106860.0,8.8942e+16,305.81,,27.705,19.605,0,0,158753.82118991678,158753.82118991678,6845.887496417278,355269.42383422103,0.9998567416191753
380,1.162,308600.0,0.79183,327.12,-0.9774,0,105010.0,6.2648e+16,304.26,,27.778,19.678,0,0,158819.69735615945,158819.69735615945,6845.7909555675415,355278.5359053441,0.9998466420047938
381,1.1474,305290.0,0.81014,329.78,-0.88443,0,103160.0,3.6351e+16,302.72,,27.851,19.751,0,0,158887.71129031578,158887.71129031578,6845.794265934638,355323.19137583394,0.9998367989666086
382,1.1325,301890.0,0.82862,331.91,-0.78906,0,101290.0,9806000000000000.0,301.11,,27.924,19.824,0,0,158951.4119316153,158951.4119316153,6845.683108633856,355325.87238094705,0.9998265960575097
383,1.1176,298480.0,0.8471,334.03,-0.69369,0,99421.0,-1.6739e+16,299.51,,27.997,19.897,0,0,159013.15963228195,159013.15963228195,6845.675498118669,355362.75098990276,0.9998166663765878
384,1.1025,295010.0,0.86573,335.79,-0.59703,0,97542.0,-4.3419e+16,297.86,,28.07,19.97,0,0,159077.31034185772,159077.31034185772,6845.5991559828235,355377.6121043252,0.9998065428700288
385,1.0873,291500.0,0.88443,337.36,-0.49974,0,95659.0,-7.0166e+16,296.19,,28.143,20.043,0,0,159137.33831388596,159137.33831388596,6845.543527714718,355396.9182454383,0.9997964720423845
386,1.072,287960.0,0.90323,338.76,-0.40387,0,93772.0,-9.6966e+16,294.5,,28.217,20.117,0,0,159195.29253164254,159195.29253164254,6845.51218984286,355423.20705856226,0.999786464001469
387,1.0565,284360.0,0.92221,339.8,-0.31103,0,91877.0,-1.2387e+17,292.76,,28.29,20.19,0,0,159255.20170465158,159255.20170465158,6845.415263122167,355428.26403143903,0.9997762869957509
388,1.041,280750.0,0.94119,340.83,-0.21818,0,89982.0,-1.5078e+17,291.02,,28.363,20.263,0,0,159295.95498723202,159295.95498723202,6845.408252968516,355451.881611862,0.9997663529775246
389,1.0253,277080.0,0.96056,341.4,-0.14284,0,88089.0,-1.7767e+17,289.23,,28.436,20.336,0,0,159387.8550667239,159387.8550667239,6845.309381137571,355476.6623263302,0.9997562451465495
390,1.0096,273410.0,0.97995,341.95,-0.06822,0,86195.0,-2.0455e+17,287.43,,28.509,20.409,0,0,159456.5496402844,159456.5496402844,6845.275383837949,355508.8385907857,0.9997463197698272
