,Density,Energy,Mach,Momentum:0,Momentum:1,Momentum:2,Pressure,Pressure_Coefficient,Temperature,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2,pt,pi,s,ht,Z
57,6.8654,1770100.0,0.55095,1379.8,-5.2002,0,652560.0,7.8381e+18,320.03,,4.1667,-3.9333,0,0,802982.3041259103,802982.3041259103,6353.011455749124,351313.622853075,0.9998365390754115
58,6.8237,1760900.0,0.56243,1398.3,-4.888,0,647040.0,7.7598e+18,319.27,,4.2398,-3.8602,0,0,802952.4148712674,802952.4148712674,6353.070470057159,351329.9111097473,0.9998065988434516
59,6.7832,1752100.0,0.57375,1416.3,-3.8596,0,641680.0,7.6836e+18,318.51,,4.3129,-3.7871,0,0,803089.779272445,803089.779272445,6353.070477512285,351347.1695516687,0.9997768338127268
60,6.7379,1742200.0,0.58629,1435.6,-3.5393,0,635680.0,7.5985e+18,317.66,,4.386,-3.714,0,0,803235.6115866392,803235.6115866392,6353.090783106266,351372.38424080925,0.9997437819327581
61,6.689,1731400.0,0.59956,1455.3,-3.4453,0,629220.0,7.5066e+18,316.73,,4.4591,-3.6409,0,0,803327.0881177834,803327.0881177834,6353.085097395286,351381.9418603799,0.9997078776956724
62,6.6406,1720700.0,0.61236,1473.5,-3.331,0,622880.0,7.4166e+18,315.82,,4.5322,-3.5678,0,0,803345.7349297417,803345.7349297417,6353.110600711124,351392.94702253304,0.999673045670924
63,6.5927,1710100.0,0.62521,1491.4,-3.2635,0,616570.0,7.327e+18,314.89,,4.6053,-3.4947,0,0,803500.0673672942,803500.0673672942,6353.077316384179,351401.021263955,0.9996376791471504
64,6.5449,1699500.0,0.63752,1507.6,-2.668,0,610340.0,7.2386e+18,313.99,,4.6784,-3.4216,0,0,803462.5489846546,803462.5489846546,6353.127212761947,351413.2603477479,0.9996038036639425
65,6.4957,1688700.0,0.65062,1524.7,-2.4751,0,603890.0,7.1469e+18,313.02,,4.7515,-3.3485,0,0,803716.7696104889,803716.7696104889,6353.07476505103,351427.3630025559,0.9995674768262931
66,6.4419,1676600.0,0.6644,1541.4,-2.3564,0,596880.0,7.0474e+18,311.97,,4.8246,-3.2754,0,0,803743.0244068219,803743.0244068219,6353.059452164731,351425.45682718355,0.9995285409907031
67,6.3881,1664600.0,0.67809,1557.4,-2.2691,0,589890.0,6.9482e+18,310.92,,4.8977,-3.2023,0,0,803786.1763872785,803786.1763872785,6353.063550855707,351432.2665002669,0.9994899891600608
68,6.3342,1652500.0,0.69174,1572.7,-2.1999,0,582920.0,6.8492e+18,309.85,,4.9708,-3.1292,0,0,803875.3230727351,803875.3230727351,6353.019916827086,351428.6329023377,0.9994509974499511
69,6.2794,1640300.0,0.70553,1587.3,-2.1303,0,575850.0,6.7488e+18,308.77,,5.0439,-3.0561,0,0,803968.19538887,803968.19538887,6353.024979923733,351442.0099801981,0.9994120916356976
70,6.2236,1627800.0,0.71941,1601.3,-2.0425,0,568690.0,6.6471e+18,307.66,,5.117,-2.983,0,0,804037.1887571248,804037.1887571248,6353.007837597534,351444.84499869525,0.9993724592073273
71,6.1671,1615000.0,0.73337,1614.6,-1.9247,0,561460.0,6.5445e+18,306.53,,5.1901,-2.9099,0,0,804096.7568191803,804096.7568191803,6352.9937472690945,351447.5334185628,0.9993325243154016
72,6.1097,1602100.0,0.74746,1627.3,-1.775,0,554150.0,6.4406e+18,305.38,,5.2632,-2.8368,0,0,804163.9132267751,804163.9132267751,6352.989958717244,351454.6736268805,0.9992923246682919
73,6.0511,1588800.0,0.76173,1639.3,-1.6426,0,546720.0,6.3351e+18,304.21,,5.3363,-2.7637,0,0,804212.5157010528,804212.5157010528,6353.020609885707,351471.1867184508,0.9992519407035128
74,5.9917,1575400.0,0.77614,1650.6,-1.5277,0,539200.0,6.2284e+18,303.0,,5.4094,-2.6906,0,0,804249.1411314858,804249.1411314858,6353.0030107105495,351469.8027451185,0.9992105288701272
75,5.9316,1561700.0,0.79063,1661.2,-1.4201,0,531640.0,6.121e+18,301.78,,5.4825,-2.6175,0,0,804294.5960903803,804294.5960903803,6353.015010527866,351479.58349961217,0.9991693213177738
76,5.871,1547900.0,0.80517,1671.0,-1.3154,0,524050.0,6.0132e+18,300.54,,5.5556,-2.5444,0,0,804333.545468493,804333.545468493,6353.018081179235,351485.5139051971,0.9991279051228582
77,5.8098,1534000.0,0.81978,1680.1,-1.21,0,516420.0,5.9049e+18,299.28,,5.6287,-2.4713,0,0,804359.3524805241,804359.3524805241,6353.019555072084,351489.25268269615,0.9990863198920533
78,5.7481,1519900.0,0.83447,1688.4,-1.1038,0,508760.0,5.7961e+18,298.01,,5.7018,-2.3982,0,0,804388.3031666069,804388.3031666069,6353.050572274076,351503.42465679266,0.9990450047003168
79,5.686,1505600.0,0.84924,1696.0,-0.99792,0,501070.0,5.6869e+18,296.71,,5.7749,-2.3251,0,0,804413.2730690065,804413.2730690065,6353.042671988711,351503.8729600554,0.9990031291200361
80,5.6233,1491200.0,0.86409,1702.9,-0.8907,0,493360.0,5.5774e+18,295.4,,5.848,-2.252,0,0,804442.8663720246,804442.8663720246,6353.062100560456,351514.18787798035,0.9989615601998505
81,5.5603,1476700.0,0.879,1709.0,-0.78341,0,485630.0,5.4676e+18,294.07,,5.9211,-2.1789,0,0,804452.5760713887,804452.5760713887,6353.075368852646,351519.91490218905,0.9989198948044923
82,5.4969,1462100.0,0.89399,1714.4,-0.67671,0,477890.0,5.3578e+18,292.72,,5.9942,-2.1058,0,0,804468.2175478732,804468.2175478732,6353.0779845993,351522.76621466514,0.9988781379826362
83,5.4332,1447300.0,0.90905,1719.1,-0.57077,0,470150.0,5.2478e+18,291.36,,6.0673,-2.0327,0,0,804490.6396039329,804490.6396039329,6353.101123450538,351533.44259417756,0.9988367273448602
84,5.3692,1432500.0,0.92419,1723.0,-0.46497,0,462410.0,5.1379e+18,289.98,,6.1404,-1.9596,0,0,804521.4271008997,804521.4271008997,6353.110552126567,351540.50945085083,0.998795252642808
85,5.3048,1417500.0,0.93939,1726.2,-0.35778,0,454670.0,5.028e+18,288.58,,6.2135,-1.8865,0,0,804535.0948123065,804535.0948123065,6353.107766060952,351541.2773694,0.9987537381665785
86,5.2403,1402500.0,0.95467,1728.7,-0.25888,0,446950.0,4.9183e+18,287.17,,6.2866,-1.8134,0,0,804577.3833681409,804577.3833681409,6353.117410273328,351549.86029047455,0.9987125946584406
87,5.1755,1387400.0,0.97003,1730.4,-0.15802,0,439230.0,4.8087e+18,285.75,,6.3597,-1.7403,0,0,804605.113843212,804605.113843212,6353.154696801576,351566.0113486973,0.998671903558847
88,5.1105,1372100.0,0.98548,1731.5,-0.058103,0,431520.0,4.6993e+18,284.3,,6.4328,-1.6672,0,0,804637.5295965585,804637.5295965585,6353.141356306494,351565.54404925084,0.9986307809576094
89,5.0452,1356800.0,1.001,1731.9,0.041376,0,423820.0,4.5899e+18,282.84,,6.5059,-1.5941,0,0,804647.7300648519,804647.7290238735,6353.152467536892,351570.60005592776,0.9985901380550187
90,4.9796,1341400.0,1.0167,1731.5,0.13956,0,416130.0,4.4807e+18,281.37,,6.579,-1.521,0,0,804731.137066976,804726.4366653714,6353.190291005498,351593.91885417217,0.9985500070765665
91,4.9139,1325900.0,1.0324,1730.5,0.23785,0,408460.0,4.3718e+18,279.87,,6.6521,-1.4479,0,0,804728.3352806942,804695.0427802547,6353.175052039817,351588.387814451,0.9985094910272766
92,4.848,1310300.0,1.0482,1728.8,0.34076,0,400810.0,4.2631e+18,278.36,,6.7252,-1.3748,0,0,804725.1487103008,804618.8056119295,6353.182935281135,351590.66749308445,0.9984695103014833
93,4.7818,1294600.0,1.0642,1726.4,0.43989,0,393170.0,4.1546e+18,276.84,,6.7983,-1.3017,0,0,804790.2035076789,804546.3625122833,6353.2238380938215,351612.731161359,0.9984301363526206
94,4.7153,1278800.0,1.0802,1723.3,0.53648,0,385540.0,4.0463e+18,275.29,,6.8714,-1.2286,0,0,804718.3579253713,804256.9570813982,6353.22456138411,351603.9641210968,0.9983905042463701
95,4.6486,1262800.0,1.0965,1719.5,0.63471,0,377920.0,3.9381e+18,273.73,,6.9445,-1.1555,0,0,804794.5998736197,804014.382583221,6353.263385554373,351626.7255216939,0.9983515547916768
96,4.5816,1246800.0,1.1128,1715.0,0.73396,0,370320.0,3.8301e+18,272.15,,7.0176,-1.0824,0,0,804732.6338712167,803522.7565663665,6353.296998186455,351630.377434069,0.9983128326273637
97,4.5142,1230600.0,1.1294,1709.9,0.83442,0,362720.0,3.7223e+18,270.54,,7.0907,-1.0093,0,0,804778.2650819594,803004.9326919884,6353.3055538414255,351639.0105365561,0.9982740105804098
98,4.4465,1214400.0,1.1461,1704.1,0.93666,0,355130.0,3.6144e+18,268.91,,7.1638,-0.9362,0,0,804739.9734202471,802261.6895990951,6353.322386725022,351639.92862285516,0.9982355455236942
99,4.3784,1197900.0,1.1631,1697.5,1.0418,0,347540.0,3.5066e+18,267.25,,7.2369,-0.8631,0,0,804786.3773997937,801438.659982221,6353.3202271006385,351645.0162738699,0.9981970768476957
100,4.3098,1181300.0,1.1803,1690.3,1.1502,0,339940.0,3.3987e+18,265.57,,7.31,-0.79,0,0,804777.8746771957,800387.1993593972,6353.350684420349,351654.30336228636,0.9981591736806847
101,4.2408,1164500.0,1.1977,1682.3,1.2551,0,332340.0,3.2908e+18,263.86,,7.3831,-0.7169,0,0,804721.3850381864,799101.9620961956,6353.370110238321,351653.81968420395,0.9981213872579173
102,4.1712,1147600.0,1.2154,1673.7,1.3627,0,324730.0,3.1828e+18,262.12,,7.4562,-0.6438,0,0,804680.5897988915,797626.1176129456,6353.39180487139,351656.0760835499,0.9980838387605913
103,4.1011,1130500.0,1.2335,1664.3,1.472,0,317120.0,3.0747e+18,260.34,,7.5293,-0.5707,0,0,804769.440709141,796048.5659182523,6353.3712239435,351660.22768194403,0.9980460765601057
104,4.0306,1113200.0,1.2518,1654.2,1.5818,0,309500.0,2.9665e+18,258.54,,7.6024,-0.4976,0,0,804731.7903424989,794120.7131429628,6353.403067458354,351666.3292268097,0.998009169872777
105,3.9596,1095800.0,1.2704,1643.3,1.6911,0,301890.0,2.8585e+18,256.71,,7.6755,-0.4245,0,0,804704.9665048554,791957.4336927502,6353.4336470378175,351673.3594645822,0.9979726093814871
106,3.8881,1078100.0,1.2894,1631.8,1.7996,0,294290.0,2.7505e+18,254.84,,7.7486,-0.3514,0,0,804778.0799982861,789621.087079626,6353.427072223828,351680.2980922803,0.9979360009672548
107,3.8163,1060400.0,1.3086,1619.5,1.9077,0,286700.0,2.6427e+18,252.94,,7.8217,-0.2783,0,0,804712.2648340156,786891.5923293532,6353.429468572035,351672.8547034648,0.9978998973384935
108,3.7441,1042500.0,1.3282,1606.5,2.0108,0,279130.0,2.5352e+18,251.01,,7.8948,-0.2052,0,0,804731.0176161195,783950.4003688289,6353.436323353537,351677.5381628565,0.9978643141100507
109,3.6717,1024500.0,1.3481,1592.8,2.1099,0,271590.0,2.4282e+18,249.05,,7.9679,-0.1321,0,0,804731.0664782985,780700.6498048956,6353.442575620204,351679.66989570786,0.9978292609337525
110,3.5991,1006300.0,1.3683,1578.3,2.2058,0,264100.0,2.3218e+18,247.06,,8.041,-0.059,0,0,804749.5602897655,777170.4877587063,6353.431189806872,351678.11954118405,0.9977946579519885
111,3.5264,988110.0,1.3888,1563.2,2.2969,0,256650.0,2.216e+18,245.05,,8.1141,0.0141,0,0,804734.2400415592,773302.549583563,6353.460809862061,351686.2673325584,0.9977611428657932
112,3.4536,969810.0,1.4095,1547.4,2.3819,0,249260.0,2.1111e+18,243.01,,8.1872,0.0872,0,0,804610.6029843544,769040.9748277145,6353.471205141259,351674.2866923986,0.9977281454590039
113,3.3809,951480.0,1.4306,1530.9,2.4603,0,241950.0,2.0072e+18,240.95,,8.2603,0.1603,0,0,804649.19455772,764599.981847141,6353.485278479039,351683.91420699545,0.9976960322241437
114,3.3086,933170.0,1.4519,1513.9,2.5322,0,234730.0,1.9047e+18,238.87,,8.3334,0.2334,0,0,804638.5587502649,759816.0525912406,6353.49384519268,351685.49199323566,0.9976647608472088
115,3.2368,914920.0,1.4734,1496.3,2.5986,0,227620.0,1.8038e+18,236.78,,8.4065,0.3065,0,0,804630.9007903774,754740.1702457841,6353.517485989804,351692.5684162602,0.9976346603974401
116,3.1656,896770.0,1.495,1478.3,2.6566,0,220640.0,1.7047e+18,234.67,,8.4796,0.3796,0,0,804569.8981333855,749347.2029230763,6353.486180888509,351674.26963853877,0.9976050529538047
117,3.0952,878760.0,1.5168,1459.8,2.7096,0,213800.0,1.6075e+18,232.57,,8.5527,0.4527,0,0,804601.3816026137,743753.0405418526,6353.51878182064,351689.30435280513,0.9975772966221438
118,3.0257,860920.0,1.5386,1441.0,2.758,0,207100.0,1.5124e+18,230.46,,8.6258,0.5258,0,0,804487.3700852413,737796.0480469883,6353.524694063855,351677.0051005209,0.9975503984168957
119,2.9571,843260.0,1.5606,1421.9,2.8029,0,200560.0,1.4194e+18,228.34,,8.6989,0.5989,0,0,804537.622534524,731715.2036491969,6353.47153274004,351665.239168788,0.9975240939091683
120,2.8895,825790.0,1.5827,1402.5,2.8461,0,194160.0,1.3286e+18,226.24,,8.772,0.672,0,0,804556.3613148591,725364.7668590324,6353.52300809484,351685.0910061727,0.9975000783149027
121,2.8229,808520.0,1.6048,1382.9,2.89,0,187920.0,1.24e+18,224.13,,8.8451,0.7451,0,0,804506.8267206183,718751.5160989554,6353.507978941974,351673.7645077497,0.997476576323778
122,2.7571,791410.0,1.6271,1362.9,2.9362,0,181810.0,1.1532e+18,222.02,,8.9182,0.8182,0,0,804499.8319978517,711924.8975268414,6353.5161884657955,351675.67757798836,0.9974544432918642
123,2.6921,774420.0,1.6496,1342.7,2.9816,0,175830.0,1.0683e+18,219.9,,8.9913,0.8913,0,0,804530.8781361389,704886.9001984324,6353.499066925867,351673.75335116935,0.997433164791112
124,2.6275,757510.0,1.6723,1322.1,3.0209,0,169940.0,9.8473e+17,217.77,,9.0644,0.9644,0,0,804406.5595811438,697476.4188880953,6353.524397074166,351666.76092705055,0.9974133277238738
125,2.5629,740550.0,1.6957,1301.1,3.0422,0,164120.0,9.0196e+17,215.59,,9.1375,1.0375,0,0,804609.6647175911,689953.8618111489,6353.439176412091,351663.2803519504,0.9973932775521168
126,2.4981,723480.0,1.7199,1279.6,3.0367,0,158300.0,8.1937e+17,213.35,,9.2106,1.1106,0,0,804876.8232951605,682051.2856567221,6353.3295392568825,351659.5285167851,0.9973737406309208
127,2.4328,706170.0,1.7441,1257.1,3.0325,0,152550.0,7.3778e+17,211.12,,9.2837,1.1837,0,0,804531.531886713,673475.4642760903,6353.421311721173,351647.40209091204,0.9973573168597195
128,2.3727,690190.0,1.7671,1236.0,3.2199,0,147300.0,6.6314e+17,209.02,,9.3568,1.2568,0,0,804411.9404108865,665373.8174827265,6353.4542811350075,351643.60039686575,0.9973425353457644
129,2.3098,673410.0,1.7917,1213.4,3.2586,0,141870.0,5.8599e+17,206.79,,9.4299,1.3299,0,0,804295.364767679,656594.3306952037,6353.484488767399,351639.23627097893,0.9973280099546045
130,2.2451,656110.0,1.8176,1189.8,3.2854,0,136340.0,5.0751e+17,204.47,,9.503,1.403,0,0,804098.6340951436,647169.1526297798,6353.5909762958745,351650.73657242255,0.9973148864854677
131,2.1802,638790.0,1.8445,1165.7,3.2941,0,130860.0,4.2972e+17,202.09,,9.5761,1.4761,0,0,804210.8608748029,637517.9755924339,6353.6306469674955,351678.31428937323,0.9973021856438172
132,2.1151,621320.0,1.8732,1141.2,3.2092,0,125370.0,3.5171e+17,199.57,,9.6492,1.5492,0,0,805164.5725611129,627756.094580739,6353.341300371918,351699.6199902211,0.9972872490344584
