,Density,Energy,Mach,Momentum:0,Momentum:1,Momentum:2,Pressure,Pressure_Coefficient,Temperature,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2,pt,pi,s,ht,Z
251,0.42819,137930.0,3.3554,299.43,3.0325,0,13290.0,-1.2398e+18,104.48,,18.348,10.248,0,0,820685.2684069371,198102.99067179242,6348.047614273036,351827.8825750165,0.9977400547857167
252,0.42085,135660.0,3.3729,294.76,2.9168,0,12970.0,-1.2444e+18,103.74,,18.421,10.321,0,0,821406.6430370464,195289.1719097295,6347.90284280246,351867.40497934725,0.9977485778130761
253,0.41362,133410.0,3.3908,290.14,2.7674,0,12658.0,-1.2488e+18,102.98,,18.494,10.394,0,0,822577.5733468729,192554.06247242796,6347.495564766942,351872.7876347533,0.9977554442359552
254,0.40639,131170.0,3.4087,285.52,2.618,0,12345.0,-1.2533e+18,102.22,,18.567,10.467,0,0,823142.0102878541,189717.6808094908,6347.236722436148,351854.04215818364,0.9977635035543513
255,0.39917,128930.0,3.4266,280.9,2.4686,0,12033.0,-1.2577e+18,101.47,,18.64,10.54,0,0,823204.0771567726,186809.69764981483,6347.189811753309,351845.70276679145,0.9977730851558205
256,0.39178,126630.0,3.4454,276.17,2.3239,0,11716.0,-1.2622e+18,100.68,,18.714,10.614,0,0,823376.065053858,183828.2086627872,6346.999407355295,351802.04352821904,0.9977821837438199
257,0.38406,124230.0,3.4661,271.2,2.1882,0,11391.0,-1.2668e+18,99.84,,18.787,10.687,0,0,824546.0253375052,180816.6247825087,6346.650332708843,351826.7594040973,0.9977908418709193
258,0.37629,121810.0,3.487,266.18,2.0489,0,11064.0,-1.2715e+18,98.987,,18.86,10.76,0,0,825074.4881493793,177686.459742425,6346.387062777538,351801.94028996874,0.9978003923547757
259,0.3683,119310.0,3.5092,260.99,1.8958,0,10733.0,-1.2762e+18,98.099,,18.933,10.833,0,0,826034.443098497,174506.76948528693,6346.045933474673,351803.3830873686,0.9978099226628312
260,0.36026,116800.0,3.5315,255.77,1.7367,0,10401.0,-1.2809e+18,97.204,,19.006,10.906,0,0,826181.0860078695,171202.31300158324,6345.856443229912,351756.8684188555,0.9978207456741472
261,0.35169,114120.0,3.5564,250.18,1.4995,0,10051.0,-1.2858e+18,96.228,,19.079,10.979,0,0,826966.0283751558,167714.91989975763,6345.538432738849,351744.6415499772,0.997831820535447
262,0.33887,110100.0,3.5938,241.77,0.71704,0,9540.1,-1.2931e+18,94.789,,19.152,11.052,0,0,827360.450149607,162460.78628102984,6345.379740283015,351738.83863310714,0.9978505610855571
263,1.0283,263870.0,0.9378,300.42,0.37559,0,87131.0,-1.9127e+17,278.4,,19.225,11.125,0,0,153667.33116846406,153667.33116846406,6808.830530201048,339624.6252460669,0.9996605829821812
264,1.3973,358930.0,0.39536,205.08,0.203,0,137550.0,5.2475e+17,331.46,,19.298,11.198,0,0,153209.02192256978,153209.02192256978,6854.684270663388,354668.51493077906,1.0000431969022323
265,1.4032,360410.0,0.39274,204.63,0.00044824,0,138190.0,5.3387e+17,331.61,,19.372,11.271,0,0,153706.1834546091,153706.1834546091,6853.77459362985,354686.2942979645,1.0000445274942384
266,1.4099,362060.0,0.38819,203.3,0.025345,0,138960.0,5.4474e+17,331.84,,19.445,11.345,0,0,154189.85023931315,154189.85023931315,6852.843880364759,354686.94127652224,1.0000465076985283
267,1.4154,363330.0,0.38252,201.19,0.033664,0,139610.0,5.5398e+17,332.12,,19.518,11.418,0,0,154451.30769036483,154451.30769036483,6852.334367385192,354684.6891929816,1.0000488294595193
268,1.4215,364790.0,0.3778,199.63,0.06907,0,140310.0,5.6388e+17,332.34,,19.591,11.491,0,0,154846.9991682468,154846.9991682468,6851.536357892203,354671.5299375864,1.0000507350713153
269,1.4266,366010.0,0.37375,198.25,0.14588,0,140890.0,5.7217e+17,332.53,,19.664,11.564,0,0,155165.06280997896,155165.06280997896,6850.904594783529,354663.7846261169,1.0000523805033534
270,1.4297,366730.0,0.3695,196.48,0.23573,0,141290.0,5.7782e+17,332.74,,19.737,11.637,0,0,155270.91597759427,155270.91597759427,6850.7190242414645,354669.5496126286,1.0000541103253386
271,1.4329,367460.0,0.36526,194.7,0.32558,0,141690.0,5.8347e+17,332.94,,19.81,11.71,0,0,155379.99500168327,155379.99500168327,6850.504120585176,354667.3473532854,1.0000557699625021
272,1.436,368180.0,0.36101,192.93,0.41543,0,142090.0,5.8912e+17,333.14,,19.883,11.783,0,0,155490.75980109483,155490.75980109483,6850.291214694559,354666.87805639295,1.000057434096245
273,1.4391,368870.0,0.35691,191.21,0.49337,0,142470.0,5.9452e+17,333.33,,19.956,11.856,0,0,155593.54756545575,155593.54756545575,6850.090792821058,354665.4226567298,1.0000590191680339
274,1.4413,369370.0,0.35357,189.75,0.5062,0,142750.0,5.9854e+17,333.47,,20.029,11.929,0,0,155646.79076162667,155646.79076162667,6849.944253450345,354650.048272145,1.0000601896885493
275,1.4435,369870.0,0.35023,188.28,0.51904,0,143030.0,6.0256e+17,333.62,,20.103,12.002,0,0,155701.70879074762,155701.70879074762,6849.829920236512,354646.7619982328,1.000061437138601
276,1.4458,370360.0,0.34689,186.82,0.53187,0,143320.0,6.0658e+17,333.76,,20.176,12.076,0,0,155769.18254410473,155769.18254410473,6849.664525430572,354634.18896815664,1.0000626166274225
277,1.448,370860.0,0.34355,185.36,0.5447,0,143600.0,6.1061e+17,333.9,,20.249,12.149,0,0,155827.4605633343,155827.4605633343,6849.520887670193,354623.04655106354,1.0000637937293981
278,1.4496,371210.0,0.34117,184.3,0.50442,0,143800.0,6.1341e+17,333.99,,20.322,12.222,0,0,155870.54519639592,155870.54519639592,6849.387661939281,354605.56039958465,1.0000645610561487
279,1.4512,371520.0,0.33899,183.33,0.45323,0,143980.0,6.1596e+17,334.06,,20.395,12.295,0,0,155907.3114142858,155907.3114142858,6849.233864019081,354576.925903223,1.0000651702889267
280,1.4527,371840.0,0.3368,182.36,0.40204,0,144160.0,6.185e+17,334.12,,20.468,12.368,0,0,155944.09380791377,155944.09380791377,6849.049288592843,354537.78180265357,1.0000657055160795
281,1.4542,372150.0,0.33462,181.38,0.35086,0,144330.0,6.2105e+17,334.19,,20.541,12.441,0,0,155971.52639341983,155971.52639341983,6848.916951031137,354510.4047078565,1.0000663115375912
282,1.4554,372390.0,0.33294,180.64,0.2952,0,144470.0,6.2301e+17,334.24,,20.614,12.514,0,0,156002.89543521704,156002.89543521704,6848.784394846569,354485.5109486969,1.000066753920649
283,1.4563,372550.0,0.33181,180.14,0.23462,0,144560.0,6.2432e+17,334.25,,20.687,12.587,0,0,156019.7471916928,156019.7471916928,6848.630264242889,354443.8094690473,1.0000668726981283
284,1.4572,372720.0,0.33069,179.64,0.17404,0,144660.0,6.2563e+17,334.25,,20.76,12.66,0,0,156048.29899237023,156048.29899237023,6848.424491987648,354392.0750245018,1.0000669214800522
285,1.458,372880.0,0.32956,179.14,0.11345,0,144750.0,6.2694e+17,334.26,,20.833,12.733,0,0,156065.5483393416,156065.5483393416,6848.27060326275,354350.7221569608,1.0000670403981498
286,1.4589,373040.0,0.32855,178.7,0.057068,0,144840.0,6.282e+17,334.27,,20.907,12.807,0,0,156091.43863171636,156091.43863171636,6848.1168284196,354315.0233463455,1.000067159402067
287,1.4595,373190.0,0.32836,178.67,0.030678,0,144900.0,6.291e+17,334.27,,20.98,12.88,0,0,156142.74234877937,156142.74234877937,6847.99358612844,354306.2496481234,1.0000671887386188
288,1.4602,373340.0,0.32816,178.64,0.0042875,0,144960.0,6.3e+17,334.28,,21.053,12.953,0,0,156193.33888847646,156193.33888847646,6847.901577985335,354307.67191611644,1.0000672931763326
289,1.4608,373490.0,0.32797,178.61,-0.022103,0,145030.0,6.309e+17,334.28,,21.126,13.026,0,0,156255.41284217432,156255.41284217432,6847.757918974752,354298.89184552204,1.000067327441495
290,1.4614,373640.0,0.32777,178.58,-0.048493,0,145090.0,6.318e+17,334.28,,21.199,13.099,0,0,156306.00555800955,156306.00555800955,6847.6348377152035,354289.67751867755,1.000067356812994
291,1.4615,373660.0,0.32809,178.76,-0.067667,0,145090.0,6.3179e+17,334.25,,21.272,13.172,0,0,156328.50795468313,156328.50795468313,6847.541285016571,354272.32445210876,1.000067131282058
292,1.4615,373630.0,0.32858,179.02,-0.084307,0,145070.0,6.3146e+17,334.21,,21.345,13.245,0,0,156341.45463962172,156341.45463962172,6847.457556604735,354252.13002164994,1.0000668207162577
293,1.4614,373600.0,0.32908,179.27,-0.10095,0,145040.0,6.3113e+17,334.17,,21.418,13.318,0,0,156344.37379278013,156344.37379278013,6847.394334759439,354232.4373892949,1.0000665052353428
294,1.4614,373580.0,0.32958,179.52,-0.11759,0,145020.0,6.308e+17,334.13,,21.491,13.391,0,0,156358.12060564704,156358.12060564704,6847.310590915359,354212.7576715565,1.000066194536793
295,1.4613,373540.0,0.33016,179.81,-0.12439,0,144990.0,6.3034e+17,334.08,,21.564,13.464,0,0,156366.79528712112,156366.79528712112,6847.216159832761,354186.14313283487,1.0000658036598096
296,1.4611,373460.0,0.33091,180.18,-0.11351,0,144940.0,6.2967e+17,334.0,,21.638,13.538,0,0,156366.01670025807,156366.01670025807,6847.069154601701,354135.4602329658,1.000065177111018
297,1.461,373390.0,0.33165,180.55,-0.10264,0,144890.0,6.2899e+17,333.93,,21.711,13.611,0,0,156364.62235740747,156364.62235740747,6846.95334127999,354095.0304662557,1.0000646257509325
298,1.4608,373320.0,0.3324,180.91,-0.091762,0,144850.0,6.2832e+17,333.86,,21.784,13.684,0,0,156374.83095235765,156374.83095235765,6846.816973985266,354055.10770463984,1.0000640789418496
299,1.4607,373250.0,0.33314,181.28,-0.080886,0,144800.0,6.2765e+17,333.78,,21.857,13.757,0,0,156373.6309201313,156373.6309201313,6846.669905083658,354004.14880582027,1.0000634517867761
300,1.4608,373220.0,0.33358,181.51,-0.044046,0,144780.0,6.2735e+17,333.71,,21.93,13.83,0,0,156383.47629158964,156383.47629158964,6846.4923821197835,353949.96071686945,1.0000629137643808
301,1.4609,373200.0,0.334,181.74,-0.0057157,0,144760.0,6.2707e+17,333.63,,22.003,13.903,0,0,156391.9290051922,156391.9290051922,6846.28357673853,353884.2091622611,1.0000622997607471
302,1.461,373180.0,0.33443,181.96,0.032615,0,144740.0,6.268e+17,333.56,,22.076,13.976,0,0,156401.13042040906,156401.13042040906,6846.105967643877,353829.59242293803,1.000061760987399
303,1.4612,373160.0,0.33485,182.19,0.070946,0,144720.0,6.2652e+17,333.48,,22.149,14.049,0,0,156409.65136608077,156409.65136608077,6845.8970621442195,353763.8725021502,1.0000611461023676
304,1.4615,373170.0,0.3349,182.24,0.11289,0,144720.0,6.2655e+17,333.42,,22.222,14.122,0,0,156413.25030520107,156413.25030520107,6845.7095032045945,353702.25712960085,1.000060691297392
305,1.4619,373200.0,0.33463,182.13,0.158,0,144740.0,6.2684e+17,333.36,,22.295,14.195,0,0,156415.50481172962,156415.50481172962,6845.480789640371,353625.7559845452,1.0000602449627753
306,1.4624,373240.0,0.33436,182.03,0.20311,0,144760.0,6.2713e+17,333.3,,22.369,14.269,0,0,156417.77125301183,156417.77125301183,6845.252048098408,353549.2694685261,1.0000597981402897
307,1.4629,373270.0,0.33409,181.92,0.24822,0,144780.0,6.2742e+17,333.24,,22.442,14.342,0,0,156420.04963841077,156420.04963841077,6845.023278564532,353472.7975759983,1.000059350829469
308,1.4634,373310.0,0.33376,181.79,0.29004,0,144810.0,6.2777e+17,333.18,,22.515,14.415,0,0,156428.8502308798,156428.8502308798,6844.773931036807,353393.54877693835,1.0000589073522395
309,1.4642,373410.0,0.33284,181.38,0.29821,0,144870.0,6.2867e+17,333.15,,22.588,14.488,0,0,156427.92188872508,156427.92188872508,6844.55680146948,353319.00189792237,1.0000587047873846
310,1.465,373510.0,0.33192,180.96,0.30639,0,144930.0,6.2958e+17,333.11,,22.661,14.561,0,0,156427.14187123592,156427.14187123592,6844.3084231364855,353233.9277289843,1.0000584256954792
311,1.4658,373620.0,0.331,180.55,0.31456,0,145000.0,6.3048e+17,333.08,,22.734,14.634,0,0,156437.29678380297,156437.29678380297,6844.070852287388,353159.61514818337,1.000058226782525
312,1.4666,373720.0,0.33008,180.14,0.32274,0,145060.0,6.3138e+17,333.04,,22.807,14.707,0,0,156436.80573671707,156436.80573671707,6843.822557621974,353074.794267615,1.0000579469169046
313,1.4674,373840.0,0.3291,179.7,0.30874,0,145140.0,6.3243e+17,333.01,,22.88,14.78,0,0,156453.78490423114,156453.78490423114,6843.564591792159,352997.98091867805,1.0000577515670372
314,1.4684,373980.0,0.32809,179.26,0.28253,0,145210.0,6.3355e+17,332.98,,22.953,14.853,0,0,156458.0274958933,156458.0274958933,6843.327199739367,352919.9619913677,1.0000575516571377
315,1.4693,374110.0,0.32707,178.81,0.25631,0,145290.0,6.3467e+17,332.95,,23.027,14.926,0,0,156472.51216979904,156472.51216979904,6843.0693857352435,352841.623002727,1.0000573556403745
316,1.4703,374250.0,0.32606,178.36,0.2301,0,145370.0,6.3579e+17,332.92,,23.1,15.0,0,0,156487.86448787767,156487.86448787767,6842.811653126283,352763.88768921205,1.000057159282147
317,1.4712,374380.0,0.3251,177.94,0.2025,0,145450.0,6.3687e+17,332.88,,23.173,15.073,0,0,156506.87238627783,156506.87238627783,6842.522688987356,352677.9090461879,1.0000568858269803
318,1.472,374500.0,0.32443,177.66,0.16807,0,145510.0,6.3776e+17,332.83,,23.246,15.146,0,0,156524.71000075803,156524.71000075803,6842.243380728333,352594.4769365099,1.0000565267437584
319,1.4729,374610.0,0.32376,177.38,0.13364,0,145570.0,6.3864e+17,332.77,,23.319,15.219,0,0,156542.6169537816,156542.6169537816,6841.9327761704935,352500.47488395224,1.0000560901603033
320,1.4738,374730.0,0.32308,177.1,0.099218,0,145640.0,6.3953e+17,332.72,,23.392,15.292,0,0,156570.6475299798,156570.6475299798,6841.633083531047,352416.72212267685,1.0000557339383918
321,1.4747,374850.0,0.32241,176.83,0.064791,0,145700.0,6.4041e+17,332.66,,23.465,15.365,0,0,156588.68823905181,156588.68823905181,6841.32252587032,352322.86583881534,1.000055295924352
322,1.4755,374950.0,0.32207,176.72,0.033773,0,145750.0,6.4113e+17,332.58,,23.538,15.438,0,0,156618.8894646354,156618.8894646354,6840.969720096708,352222.51517130254,1.0000546987124335
323,1.4764,375060.0,0.32188,176.7,0.0042649,0,145790.0,6.4178e+17,332.49,,23.611,15.511,0,0,156648.7369215167,156648.7369215167,6840.605950611018,352118.24079472106,1.000054019120806
324,1.4773,375170.0,0.32169,176.67,-0.025243,0,145840.0,6.4243e+17,332.39,,23.684,15.584,0,0,156689.33223877614,156689.33223877614,6840.190362914691,352003.321110735,1.0000532647694145
325,1.4782,375270.0,0.3215,176.65,-0.054751,0,145890.0,6.4309e+17,332.3,,23.757,15.657,0,0,156729.92547141208,156729.92547141208,6839.8060841987635,351899.04947335174,1.000052586452697
326,1.4791,375380.0,0.32137,176.66,-0.084855,0,145930.0,6.4372e+17,332.21,,23.831,15.731,0,0,156763.9238665383,156763.9238665383,6839.4421556469015,351797.46786946367,1.0000519030097939
327,1.4798,375490.0,0.32156,176.83,-0.11755,0,145970.0,6.443e+17,332.13,,23.904,15.804,0,0,156820.05773275657,156820.05773275657,6839.109557316795,351720.73539080255,1.0000512961593884
328,1.4806,375610.0,0.32174,177.0,-0.15025,0,146010.0,6.4487e+17,332.05,,23.977,15.877,0,0,156875.51458398587,156875.51458398587,6838.776920916238,351643.5595601864,1.0000506883077962
329,1.4813,375730.0,0.32192,177.17,-0.18295,0,146050.0,6.4544e+17,331.97,,24.05,15.95,0,0,156930.9859780442,156930.9859780442,6838.444246402709,351566.38438468147,1.0000500794537024
330,1.4821,375840.0,0.32211,177.35,-0.21564,0,146090.0,6.4602e+17,331.89,,24.123,16.023,0,0,156987.16599392626,156987.16599392626,6838.111533733689,351489.6544529464,1.0000494695957898
331,1.4822,375770.0,0.32305,177.84,-0.28323,0,146040.0,6.453e+17,331.75,,24.196,16.096,0,0,156998.77808240373,156998.77808240373,6837.773620858405,351382.63178541296,1.000048357075238
332,1.482,375620.0,0.32435,178.48,-0.36713,0,145950.0,6.4398e+17,331.59,,24.269,16.169,0,0,156992.67323607276,156992.67323607276,6837.454239514953,351270.5742756193,1.0000470725921762
333,1.4817,375470.0,0.32565,179.12,-0.45104,0,145860.0,6.4266e+17,331.43,,24.342,16.242,0,0,156986.8580991422,156986.8580991422,6837.134730873508,351158.6945071814,1.0000457869847312
334,1.4815,375310.0,0.32694,179.77,-0.53494,0,145760.0,6.4134e+17,331.27,,24.415,16.315,0,0,156969.85819323157,156969.85819323157,6836.835510559938,351046.558509953,1.0000444969390334
335,1.4812,375140.0,0.32842,180.49,-0.61869,0,145660.0,6.3984e+17,331.11,,24.489,16.389,0,0,156966.55848175212,156966.55848175212,6836.536189431591,350943.1866169701,1.0000432059391369
336,1.4801,374850.0,0.3309,181.67,-0.70152,0,145480.0,6.3731e+17,330.95,,24.562,16.462,0,0,156948.44450521708,156948.44450521708,6836.400368488126,350885.66211809847,1.0000418888689935
337,1.479,374560.0,0.33338,182.86,-0.78436,0,145300.0,6.3478e+17,330.78,,24.635,16.535,0,0,156931.36054534817,156931.36054534817,6836.23325153792,350818.22211270966,1.0000404933863445
338,1.478,374270.0,0.33587,184.04,-0.86719,0,145120.0,6.3225e+17,330.61,,24.708,16.608,0,0,156916.02489523392,156916.02489523392,6836.06631871238,350751.9741599468,1.000039098190683
339,1.4769,373980.0,0.33835,185.22,-0.95003,0,144940.0,6.2972e+17,330.44,,24.781,16.681,0,0,156900.99622721356,156900.99622721356,6835.899570856785,350685.99652759806,1.0000377032857697
340,1.4753,373610.0,0.34166,186.78,-1.0333,0,144710.0,6.2642e+17,330.26,,24.854,16.754,0,0,156893.62701524026,156893.62701524026,6835.804254427318,350649.0685644435,1.0000362157609546
341,1.4734,373190.0,0.3455,188.58,-1.1168,0,144450.0,6.2262e+17,330.08,,24.927,16.827,0,0,156894.80699543882,156894.80699543882,6835.771181360845,350638.6455096425,1.0000347213599134
342,1.4715,372770.0,0.34935,190.37,-1.2003,0,144180.0,6.1883e+17,329.89,,25.0,16.9,0,0,156888.36501499932,156888.36501499932,6835.727810202637,350619.8692168743,1.0000331469367723
343,1.4696,372350.0,0.35319,192.17,-1.2838,0,143910.0,6.1504e+17,329.71,,25.073,16.973,0,0,156883.64213407648,156883.64213407648,6835.716752543765,350613.11262673076,1.0000316535723635
344,1.4677,371920.0,0.3571,193.99,-1.367,0,143640.0,6.1117e+17,329.52,,25.146,17.046,0,0,156886.73380414094,156886.73380414094,6835.674804970653,350600.9140419521,1.0000300828745055
345,1.4648,371310.0,0.3626,196.5,-1.4455,0,143250.0,6.0559e+17,329.26,,25.219,17.119,0,0,156884.2340348802,156884.2340348802,6835.661189507704,350594.71483782976,1.0000279319684129
346,1.4619,370690.0,0.3681,199.0,-1.5239,0,142850.0,6.0001e+17,329.0,,25.293,17.193,0,0,156875.73343246776,156875.73343246776,6835.669966972305,350592.2458101057,1.0000257830915025
347,1.4591,370080.0,0.3736,201.5,-1.6023,0,142460.0,5.9444e+17,328.74,,25.366,17.266,0,0,156883.14700438926,156883.14700438926,6835.659542569007,350593.46330121934,1.0000236405485143
348,1.4562,369470.0,0.3791,204.0,-1.6808,0,142070.0,5.8886e+17,328.48,,25.439,17.339,0,0,156895.50096901643,156895.50096901643,6835.650702118636,350598.37435526674,1.0000215021620522
349,1.4529,368760.0,0.38558,206.9,-1.7558,0,141610.0,5.823e+17,328.16,,25.512,17.412,0,0,156915.80635924218,156915.80635924218,6835.599980820201,350594.215390979,1.0000188792375693
350,1.449,367950.0,0.39313,210.24,-1.827,0,141070.0,5.7466e+17,327.78,,25.585,17.485,0,0,156943.53295917553,156943.53295917553,6835.5293687209205,350588.07651801244,1.0000157727548322
351,1.4452,367130.0,0.40067,213.57,-1.8983,0,140530.0,5.6702e+17,327.4,,25.658,17.558,0,0,156979.53878464553,156979.53878464553,6835.461728497254,350588.22903785825,1.0000126741020117
352,1.4413,366320.0,0.40822,216.9,-1.9696,0,139990.0,5.5938e+17,327.03,,25.731,17.631,0,0,157025.46173253964,157025.46173253964,6835.428959002322,350606.49499736656,1.0000096632565492
353,1.4375,365510.0,0.41577,220.24,-2.0408,0,139450.0,5.5174e+17,326.65,,25.804,17.704,0,0,157080.4163647468,157080.4163647468,6835.367390291385,350620.78869810014,1.0000065806372918
354,1.432,364330.0,0.42501,224.03,-2.1938,0,138710.0,5.4118e+17,326.14,,25.877,17.777,0,0,157070.2823232405,157070.2823232405,6835.322322390181,350599.08705716394,1.0000024555318947
355,1.4263,363090.0,0.43448,227.88,-2.3581,0,137940.0,5.3021e+17,325.62,,25.951,17.851,0,0,157059.5656643138,157059.5656643138,6835.315904545771,350590.0744193221,0.999998265542005
356,1.4205,361860.0,0.44395,231.74,-2.5224,0,137170.0,5.1925e+17,325.1,,26.024,17.924,0,0,157061.5803434314,157061.5803434314,6835.316122992784,350591.434882804,0.9999940931090645
357,1.4148,360620.0,0.45342,235.59,-2.6867,0,136390.0,5.0829e+17,324.58,,26.097,17.997,0,0,157064.6666071191,157064.6666071191,6835.344890582598,350603.1270523442,0.999989938981398
358,1.4089,359360.0,0.46328,239.56,-2.7175,0,135590.0,4.9692e+17,324.04,,26.17,18.07,0,0,157095.00977569143,157095.00977569143,6835.360310636328,350627.7153092643,0.9999856440841368
359,1.4025,358010.0,0.47416,243.81,-2.4074,0,134720.0,4.8453e+17,323.42,,26.243,18.143,0,0,157158.88222912166,157158.88222912166,6835.28006726327,350641.37566370313,0.9999807316887762
360,1.3961,356660.0,0.48503,248.07,-2.0973,0,133850.0,4.7213e+17,322.81,,26.316,18.216,0,0,157237.9953209324,157237.9953209324,6835.24071511539,350678.565542166,0.9999759231227052
361,1.3882,355020.0,0.49839,253.1,-2.0014,0,132770.0,4.5685e+17,322.02,,26.389,18.289,0,0,157344.4724351735,157344.4724351735,6835.098236617025,350698.32597967173,0.9999697214492058
362,1.3803,353370.0,0.51183,258.15,-1.9128,0,131690.0,4.4146e+17,321.24,,26.462,18.362,0,0,157483.12553804019,157483.12553804019,6835.001661695486,350754.06374345644,0.999963637144943
363,1.371,351400.0,0.52636,263.3,-1.8548,0,130440.0,4.2374e+17,320.33,,26.535,18.435,0,0,157560.0496642653,157560.0496642653,6834.883787794894,350763.21966030094,0.9999565830224482
364,1.3611,349260.0,0.54147,268.49,-1.8131,0,129100.0,4.0477e+17,319.36,,26.608,18.508,0,0,157617.66766261208,157617.66766261208,6834.796527779244,350770.41049805307,0.9999491229133091
365,1.3509,347070.0,0.55674,273.6,-1.776,0,127740.0,3.8539e+17,318.36,,26.681,18.581,0,0,157694.49700448863,157694.49700448863,6834.680191126338,350779.9844482122,0.9999414863775017
366,1.3403,344760.0,0.57234,278.54,-1.748,0,126320.0,3.652e+17,317.32,,26.755,18.655,0,0,157760.55318364452,157760.55318364452,6834.597353006645,350794.00766709883,0.9999336147444845
367,1.3296,342460.0,0.58795,283.47,-1.7199,0,124890.0,3.4498e+17,316.28,,26.828,18.728,0,0,157839.5220075071,157839.5220075071,6834.564826291845,350833.23749078193,0.9999258205674265
368,1.318,339950.0,0.60409,288.11,-1.6875,0,123370.0,3.2339e+17,315.16,,26.901,18.801,0,0,157892.5108348202,157892.5108348202,6834.5126930556435,350849.30039859563,0.9999174983020093
369,1.3064,337450.0,0.62024,292.75,-1.6551,0,121850.0,3.0179e+17,314.04,,26.974,18.874,0,0,157969.1837761915,157969.1837761915,6834.492656613837,350891.25965703186,0.9999092632544696
370,1.2941,334750.0,0.63688,297.15,-1.6086,0,120240.0,2.7897e+17,312.85,,27.047,18.947,0,0,158012.84011076752,158012.84011076752,6834.495324568832,350919.90330326953,0.9999006082716243
371,1.2813,331980.0,0.65373,301.43,-1.5559,0,118600.0,2.556e+17,311.63,,27.12,19.02,0,0,158064.33631500255,158064.33631500255,6834.511336511482,350958.03572543885,0.9998918340862617
372,1.2682,329110.0,0.67081,305.55,-1.4958,0,116910.0,2.3166e+17,310.38,,27.193,19.093,0,0,158098.0986495875,158098.0986495875,6834.594918849237,351007.75763915584,0.9998829695181976
373,1.2545,326080.0,0.68828,309.4,-1.423,0,115160.0,2.0675e+17,309.06,,27.266,19.166,0,0,158120.19100548603,158120.19100548603,6834.642963115314,351038.0452133275,0.9998737053118936
374,1.2407,323050.0,0.70576,313.22,-1.3498,0,113400.0,1.8181e+17,307.75,,27.339,19.239,0,0,158144.2343989154,158144.2343989154,6834.800904109378,351106.76091097516,0.9998646728493188
375,1.2262,319820.0,0.72364,316.55,-1.2629,0,111570.0,1.5582e+17,306.34,,27.413,19.312,0,0,158139.35886591973,158139.35886591973,6834.858411496375,351123.1254668136,0.9998550292925966
376,1.2117,316590.0,0.74152,319.87,-1.176,0,109740.0,1.2984e+17,304.94,,27.486,19.386,0,0,158143.8025591548,158143.8025591548,6835.008171017437,351176.6349509002,0.9998456293176623
377,1.1968,313260.0,0.75957,322.8,-1.085,0,107880.0,1.0342e+17,303.49,,27.559,19.459,0,0,158137.0190958051,158137.0190958051,6835.129979515562,351213.55661369185,0.999836015628545
378,1.1818,309890.0,0.77769,325.56,-0.99231,0,106010.0,7.6823e+16,302.02,,27.632,19.532,0,0,158130.29392656602,158130.29392656602,6835.275674322893,351258.6057763886,0.9998264248164157
379,1.1666,306480.0,0.79587,328.12,-0.89851,0,104130.0,5.0083e+16,300.52,,27.705,19.605,0,0,158119.35356046417,158119.35356046417,6835.414005353267,351298.48780848767,0.9998167809814111
380,1.1511,302980.0,0.81418,330.3,-0.8028,0,102230.0,2.309e+16,298.98,,27.778,19.678,0,0,158096.90398521436,158096.90398521436,6835.542371572822,351327.6822813088,0.999807026439734
381,1.1356,299480.0,0.83249,332.48,-0.7071,0,100320.0,-3905600000000000.0,297.45,,27.851,19.751,0,0,158054.1818133673,158054.1818133673,6835.810660751162,351391.3711350807,0.9997975841297907
382,1.1198,295880.0,0.851,334.1,-0.6125,0,98407.0,-3.1144e+16,295.85,,27.924,19.824,0,0,158031.49258096045,158031.49258096045,6835.922075970727,351414.6734526399,0.9997877636450656
383,1.1041,292270.0,0.86951,335.71,-0.5179,0,96489.0,-5.8382e+16,294.24,,27.997,19.897,0,0,157990.2689400139,157990.2689400139,6836.095615304642,351447.22373669216,0.9997780938239437
384,1.0881,288610.0,0.88817,336.96,-0.4244,0,94567.0,-8.5677e+16,292.6,,28.07,19.97,0,0,157953.85256230048,157953.85256230048,6836.261485603582,351480.2326478288,0.9997684106301502
385,1.0721,284920.0,0.9069,338.03,-0.33145,0,92643.0,-1.13e+17,290.93,,28.143,20.043,0,0,157909.13674820022,157909.13674820022,6836.4167194062,351504.35018675076,0.99975871942249
386,1.056,281200.0,0.92568,338.92,-0.24169,0,90720.0,-1.403e+17,289.25,,28.217,20.117,0,0,157854.48890733317,157854.48890733317,6836.626806910223,351540.7190526289,0.9997491968868923
387,1.0398,277430.0,0.94457,339.43,-0.15867,0,88802.0,-1.6754e+17,287.52,,28.29,20.19,0,0,157804.28785438766,157804.28785438766,6836.737773733903,351546.3272108644,0.9997394923488824
388,1.0235,273660.0,0.96346,339.94,-0.075645,0,86883.0,-1.9479e+17,285.8,,28.363,20.263,0,0,157725.19818844815,157725.19818844815,6836.989802747605,351581.30344126234,0.999730157968477
389,1.0074,269880.0,0.98255,340.0,-0.006355,0,84992.0,-2.2164e+17,284.04,,28.436,20.336,0,0,157703.08617236553,157703.08617236553,6837.1047580779805,351606.1560112306,0.999720673801879
390,0.99118,266100.0,1.0016,340.04,0.062365,0,83102.0,-2.4847e+17,282.27,,28.509,20.409,0,0,157642.93835897814,157642.93752462426,6837.28666535995,351629.42915054667,0.9997113941339513
