"Density","Energy","Mach","Momentum:0","Momentum:1","Momentum:2","Pressure","Pressure_Coefficient","Temperature","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
7.7745,1.9675e+06,0.22347,649.48,-6.1387,0,7.7613e+05,9.5928e+18,336.13,,0,-8.1,1.3,0
7.7737,1.9673e+06,0.2243,651.72,-9.3747,0,7.76e+05,9.591e+18,336.11,,0.0731,-8.0269,1.3,0
7.7729,1.9672e+06,0.22513,653.97,-12.611,0,7.7588e+05,9.5893e+18,336.09,,0.1462,-7.9538,1.3,0
7.7721,1.9671e+06,0.22596,656.21,-15.847,0,7.7575e+05,9.5875e+18,336.07,,0.2193,-7.8807,1.3,0
7.7713,1.967e+06,0.22678,658.46,-19.083,0,7.7563e+05,9.5857e+18,336.05,,0.2924,-7.8076,1.3,0
7.7706,1.9669e+06,0.22748,660.29,-22.922,0,7.7552e+05,9.5842e+18,336.03,,0.3655,-7.7345,1.3,0
7.7696,1.9668e+06,0.22837,662.64,-26.807,0,7.7538e+05,9.5822e+18,336.01,,0.4386,-7.6614,1.3,0
7.7679,1.9665e+06,0.22988,666.62,-30.769,0,7.7513e+05,9.5786e+18,335.98,,0.5117,-7.5883,1.3,0
7.7662,1.9662e+06,0.23138,670.58,-34.695,0,7.7488e+05,9.5751e+18,335.95,,0.5848,-7.5152,1.3,0
7.7646,1.966e+06,0.23278,674.28,-38.025,0,7.7464e+05,9.5717e+18,335.91,,0.6579,-7.4421,1.3,0
7.7629,1.9657e+06,0.23417,677.98,-41.356,0,7.744e+05,9.5682e+18,335.88,,0.731,-7.369,1.3,0
7.7613,1.9655e+06,0.23557,681.68,-44.686,0,7.7415e+05,9.5648e+18,335.84,,0.8041,-7.2959,1.3,0
7.7581,1.9648e+06,0.23743,686.53,-48.13,0,7.737e+05,9.5583e+18,335.78,,0.8772,-7.2228,1.3,0
7.753,1.9636e+06,0.23987,692.82,-51.718,0,7.7297e+05,9.548e+18,335.69,,0.9503,-7.1497,1.3,0
7.7481,1.9624e+06,0.24227,698.96,-55.553,0,7.7228e+05,9.5381e+18,335.6,,1.0234,-7.0766,1.3,0
7.7437,1.9614e+06,0.24459,704.85,-59.799,0,7.7165e+05,9.5292e+18,335.52,,1.0965,-7.0035,1.3,0
7.7382,1.9602e+06,0.24732,711.8,-64.02,0,7.7088e+05,9.5183e+18,335.42,,1.1696,-6.9304,1.3,0
7.7322,1.9589e+06,0.25021,719.17,-68.147,0,7.7006e+05,9.5066e+18,335.32,,1.2427,-6.8573,1.3,0
7.7262,1.9576e+06,0.25326,726.93,-72.083,0,7.6922e+05,9.4947e+18,335.22,,1.3158,-6.7842,1.3,0
7.7195,1.9561e+06,0.25651,735.15,-76.42,0,7.683e+05,9.4817e+18,335.11,,1.3889,-6.7111,1.3,0
7.7127,1.9547e+06,0.2599,743.74,-80.532,0,7.6736e+05,9.4683e+18,334.99,,1.462,-6.638,1.3,0
7.7054,1.9531e+06,0.26358,753.08,-84.554,0,7.6634e+05,9.4539e+18,334.87,,1.5351,-6.5649,1.3,0
