"Mach","Pressure","Temperature","p","u","x","Points:0","Points:1","Points:2"
0.4475,1.3721e+05,323.76,0.17078,164.17,2.6675,17.339,0,0
0.46346,1.356e+05,322.84,0.16878,169.79,2.6788,17.412,0,0
0.47967,1.3403e+05,321.99,0.16682,175.5,2.69,17.485,0,0
0.49629,1.325e+05,321.23,0.16492,181.36,2.7012,17.558,0,0
0.51292,1.3098e+05,320.47,0.16302,187.22,2.7125,17.631,0,0
0.52983,1.2936e+05,319.6,0.16101,193.13,2.7237,17.704,0,0
0.54746,1.2752e+05,318.45,0.15872,199.18,2.735,17.777,0,0
0.5651,1.2568e+05,317.3,0.15643,205.23,2.7462,17.851,0,0
0.58274,1.2384e+05,316.15,0.15414,211.28,2.7575,17.924,0,0
0.60125,1.2193e+05,314.95,0.15177,217.55,2.7687,17.997,0,0
0.61975,1.2003e+05,313.75,0.14939,223.81,2.78,18.07,0,0
0.63826,1.1812e+05,312.55,0.14702,230.08,2.7912,18.143,0,0
0.65718,1.1609e+05,311.16,0.14449,236.35,2.8025,18.216,0,0
0.67632,1.1399e+05,309.66,0.14188,242.63,2.8137,18.289,0,0
0.69546,1.1189e+05,308.16,0.13927,248.91,2.825,18.362,0,0
0.71458,1.0981e+05,306.67,0.13668,255.15,2.8362,18.435,0,0
0.73368,1.0775e+05,305.2,0.13412,261.31,2.8474,18.508,0,0
0.75278,1.057e+05,303.74,0.13156,267.47,2.8587,18.581,0,0
0.77188,1.0364e+05,302.27,0.129,273.64,2.8699,18.655,0,0
0.79102,1.0159e+05,300.74,0.12645,279.68,2.8812,18.728,0,0
0.81018,99549,299.19,0.12391,285.7,2.8924,18.801,0,0
0.82934,97504,297.64,0.12136,291.71,2.9037,18.874,0,0
0.84848,95469,296.08,0.11883,297.69,2.9149,18.947,0,0
0.86759,93471,294.45,0.11634,303.52,2.9262,19.02,0,0
0.8867,91473,292.82,0.11385,309.34,2.9374,19.093,0,0
0.90581,89476,291.2,0.11137,315.16,2.9487,19.166,0,0
0.92466,87537,289.53,0.10895,320.79,2.9599,19.239,0,0
0.94334,85638,287.85,0.10659,326.28,2.9712,19.312,0,0
0.96202,83740,286.16,0.10423,331.78,2.9824,19.386,0,0
0.9807,81841,284.47,0.10186,337.27,2.9936,19.459,0,0
0.99893,80037,282.78,0.099619,342.49,3.0049,19.532,0,0
1.017,78260,281.08,0.097407,347.62,3.0161,19.605,0,0
1.0351,76483,279.39,0.095196,352.76,3.0274,19.678,0,0
1.0533,74707,277.69,0.092985,357.89,3.0386,19.751,0,0
1.0708,73061,276.03,0.090936,362.72,3.0499,19.824,0,0
1.0883,71425,274.37,0.0889,367.51,3.0611,19.897,0,0
1.1058,69788,272.71,0.086863,372.31,3.0724,19.97,0,0
1.1233,68155,271.04,0.08483,377.1,3.0836,20.043,0,0
1.1401,66671,269.42,0.082983,381.55,3.0949,20.117,0,0
1.157,65188,267.8,0.081137,385.99,3.1061,20.19,0,0
1.1738,63704,266.18,0.07929,390.44,3.1174,20.263,0,0
1.1906,62221,264.56,0.077444,394.88,3.1286,20.336,0,0
1.2068,60870,262.99,0.075762,399.01,3.1398,20.409,0,0
1.2229,59530,261.42,0.074095,403.11,3.1511,20.482,0,0
1.239,58190,259.85,0.072428,407.21,3.1623,20.555,0,0
1.2551,56851,258.29,0.07076,411.31,3.1736,20.628,0,0
1.2702,55662,256.81,0.069281,415.03,3.1848,20.701,0,0
1.2851,54505,255.36,0.067841,418.67,3.1961,20.774,0,0
1.3,53348,253.9,0.066401,422.32,3.2073,20.848,0,0
1.3148,52191,252.45,0.064961,425.96,3.2186,20.921,0,0
1.329,51127,251.07,0.063636,429.36,3.2298,20.994,0,0
1.3424,50145,249.76,0.062414,432.55,3.2411,21.067,0,0
1.3559,49162,248.45,0.061191,435.73,3.2523,21.14,0,0
1.3693,48180,247.13,0.059968,438.92,3.2636,21.213,0,0
1.3825,47232,245.86,0.058788,442.01,3.2748,21.286,0,0
1.3942,46432,244.72,0.057792,444.71,3.286,21.359,0,0
1.406,45631,243.58,0.056795,447.4,3.2973,21.432,0,0
1.4177,44830,242.45,0.055799,450.1,3.3085,21.505,0,0
1.4295,44029,241.31,0.054802,452.8,3.3198,21.579,0,0
1.4396,43354,240.34,0.053961,455.05,3.331,21.652,0,0
1.449,42725,239.42,0.053178,457.14,3.3423,21.725,0,0
1.4584,42096,238.5,0.052395,459.22,3.3535,21.798,0,0
1.4678,41466,237.58,0.051612,461.31,3.3648,21.871,0,0
1.4768,40874,236.71,0.050874,463.32,3.376,21.944,0,0
1.4837,40505,236.15,0.050415,464.89,3.3873,22.017,0,0
1.4905,40136,235.58,0.049955,466.46,3.3985,22.09,0,0
1.4973,39767,235.01,0.049496,468.03,3.4098,22.163,0,0
1.5041,39398,234.44,0.049037,469.61,3.421,22.236,0,0
1.5084,39192,234.05,0.048781,470.55,3.4322,22.31,0,0
1.5099,39164,233.83,0.048746,470.81,3.4435,22.383,0,0
1.5115,39136,233.61,0.048711,471.07,3.4547,22.456,0,0
1.513,39107,233.39,0.048676,471.33,3.466,22.529,0,0
1.5145,39079,233.18,0.04864,471.59,3.4772,22.602,0,0
1.5212,39043,232.32,0.048595,472.76,3.4885,22.675,0,0
1.5307,39002,231.1,0.048544,474.45,3.4997,22.748,0,0
1.5402,38961,229.88,0.048493,476.13,3.511,22.821,0,0
1.5498,38919,228.66,0.048442,477.81,3.5222,22.894,0,0
1.5593,38878,227.43,0.04839,479.49,3.5335,22.968,0,0
1.5365,40225,229.61,0.050067,474.49,3.5447,23.041,0,0
1.5033,42026,232.89,0.052308,467.3,3.556,23.114,0,0
1.47,43827,236.17,0.054549,460.11,3.5672,23.187,0,0
1.4367,45627,239.45,0.05679,452.92,3.5784,23.26,0,0
1.4034,47428,242.74,0.059032,445.73,3.5897,23.333,0,0
1.3487,51204,248.06,0.063732,432.26,3.6009,23.406,0,0
1.2832,55967,254.41,0.069661,415.65,3.6122,23.479,0,0
1.2177,60730,260.76,0.075589,399.04,3.6234,23.552,0,0
1.1523,65494,267.1,0.081517,382.43,3.6347,23.625,0,0
1.0868,70257,273.45,0.087446,365.82,3.6459,23.698,0,0
1.0375,74316,278.18,0.092498,352.66,3.6572,23.772,0,0
1.0027,77744,281.47,0.096766,342.59,3.6684,23.845,0,0
0.96792,81173,284.76,0.10103,332.53,3.6797,23.918,0,0
0.93313,84602,288.04,0.1053,322.46,3.6909,23.991,0,0
0.89834,88031,291.33,0.10957,312.39,3.7022,24.064,0,0
0.86716,91081,294.25,0.11336,303.31,3.7134,24.137,0,0
0.85112,92540,295.61,0.11518,298.33,3.7246,24.21,0,0
0.83507,94000,296.98,0.117,293.35,3.7359,24.283,0,0
0.81903,95460,298.35,0.11882,288.37,3.7471,24.356,0,0
0.80298,96919,299.71,0.12063,283.39,3.7584,24.43,0,0
0.78694,98379,301.08,0.12245,278.42,3.7696,24.503,0,0
0.77378,99559,302.17,0.12392,274.24,3.7809,24.576,0,0
0.76144,1.0066e+05,303.18,0.12529,270.3,3.7921,24.649,0,0
0.7491,1.0176e+05,304.19,0.12666,266.35,3.8034,24.722,0,0
0.73676,1.0286e+05,305.2,0.12802,262.4,3.8146,24.795,0,0
0.72442,1.0396e+05,306.21,0.12939,258.46,3.8259,24.868,0,0
0.71252,1.0502e+05,307.17,0.13072,254.64,3.8371,24.941,0,0
0.70245,1.0594e+05,307.94,0.13185,251.33,3.8484,25.014,0,0
0.69238,1.0685e+05,308.7,0.13299,248.03,3.8596,25.087,0,0
0.68232,1.0776e+05,309.47,0.13413,244.72,3.8708,25.16,0,0
0.67225,1.0867e+05,310.24,0.13526,241.42,3.8821,25.234,0,0
0.66218,1.0959e+05,311,0.1364,238.11,3.8933,25.307,0,0
0.65343,1.1045e+05,311.67,0.13747,235.22,3.9046,25.38,0,0
0.64609,1.1126e+05,312.24,0.13848,232.78,3.9158,25.453,0,0
0.63875,1.1206e+05,312.81,0.13948,230.34,3.9271,25.526,0,0
0.6314,1.1287e+05,313.38,0.14048,227.9,3.9383,25.599,0,0
0.62406,1.1367e+05,313.95,0.14149,225.46,3.9496,25.672,0,0
0.61672,1.1448e+05,314.51,0.14249,223.02,3.9608,25.745,0,0
0.6106,1.1534e+05,314.99,0.14356,220.97,3.9721,25.818,0,0
0.60515,1.1622e+05,315.42,0.14466,219.14,3.9833,25.892,0,0
0.59969,1.1711e+05,315.86,0.14576,217.31,3.9946,25.965,0,0
0.59423,1.18e+05,316.29,0.14687,215.48,4.0058,26.038,0,0
0.58877,1.1888e+05,316.72,0.14797,213.65,4.017,26.111,0,0
0.58331,1.1977e+05,317.15,0.14907,211.82,4.0283,26.184,0,0
0.57882,1.2066e+05,317.52,0.15018,210.31,4.0395,26.257,0,0
0.57489,1.2156e+05,317.84,0.1513,208.99,4.0508,26.33,0,0
0.57097,1.2246e+05,318.17,0.15243,207.67,4.062,26.403,0,0
0.56704,1.2336e+05,318.5,0.15355,206.35,4.0733,26.476,0,0
0.56312,1.2426e+05,318.83,0.15467,205.03,4.0845,26.549,0,0
0.55919,1.2516e+05,319.16,0.15579,203.71,4.0958,26.622,0,0
0.55737,1.2599e+05,319.34,0.15681,203.1,4.107,26.696,0,0
0.55751,1.2674e+05,319.37,0.15775,203.16,4.1183,26.769,0,0
0.55764,1.2749e+05,319.4,0.15868,203.22,4.1295,26.842,0,0
0.55777,1.2824e+05,319.43,0.15962,203.28,4.1408,26.915,0,0
0.55791,1.29e+05,319.47,0.16056,203.34,4.152,26.988,0,0
0.55804,1.2975e+05,319.5,0.16149,203.4,4.1632,27.061,0,0
0.55744,1.3052e+05,319.59,0.16245,203.21,4.1745,27.134,0,0
0.55371,1.3137e+05,319.93,0.16351,201.95,4.1857,27.207,0,0
0.54998,1.3222e+05,320.27,0.16457,200.69,4.197,27.28,0,0
0.54624,1.3307e+05,320.61,0.16563,199.43,4.2082,27.354,0,0
0.54251,1.3392e+05,320.95,0.16668,198.18,4.2195,27.427,0,0
0.53878,1.3477e+05,321.29,0.16774,196.92,4.2307,27.5,0,0
0.53504,1.3562e+05,321.63,0.1688,195.66,4.242,27.573,0,0
0.53521,1.3622e+05,321.66,0.16955,195.73,4.2532,27.646,0,0
0.5368,1.3673e+05,321.58,0.17019,196.29,4.2645,27.719,0,0
0.5384,1.3724e+05,321.49,0.17082,196.85,4.2757,27.792,0,0
0.53999,1.3776e+05,321.41,0.17146,197.41,4.287,27.865,0,0
0.54159,1.3827e+05,321.33,0.1721,197.96,4.2982,27.938,0,0
0.54318,1.3878e+05,321.24,0.17274,198.52,4.3094,28.011,0,0
0.54429,1.393e+05,321.2,0.17338,198.91,4.3207,28.084,0,0
0.54272,1.3984e+05,321.37,0.17406,198.39,4.3319,28.158,0,0
0.54115,1.4039e+05,321.54,0.17474,197.86,4.3432,28.231,0,0
0.53957,1.4093e+05,321.7,0.17541,197.34,4.3544,28.304,0,0
0.538,1.4148e+05,321.87,0.17609,196.82,4.3657,28.377,0,0
0.53643,1.4202e+05,322.04,0.17677,196.3,4.3769,28.45,0,0
0.53486,1.4257e+05,322.21,0.17745,195.77,4.3882,28.523,0,0
0.53532,1.4301e+05,322.22,0.178,195.94,4.3994,28.596,0,0
0.53892,1.4329e+05,321.99,0.17834,197.19,4.4107,28.669,0,0
0.54252,1.4356e+05,321.76,0.17869,198.43,4.4219,28.742,0,0
0.54612,1.4384e+05,321.53,0.17904,199.68,4.4332,28.816,0,0
0.54971,1.4412e+05,321.3,0.17938,200.92,4.4444,28.889,0,0
0.55331,1.444e+05,321.07,0.17973,202.16,4.4556,28.962,0,0
0.55691,1.4468e+05,320.84,0.18008,203.41,4.4669,29.035,0,0
0.55827,1.4497e+05,320.78,0.18044,203.89,4.4781,29.108,0,0
0.55812,1.4527e+05,320.82,0.18081,203.85,4.4894,29.181,0,0
0.55797,1.4556e+05,320.87,0.18118,203.81,4.5006,29.254,0,0
0.55782,1.4586e+05,320.92,0.18154,203.77,4.5119,29.327,0,0
0.55767,1.4615e+05,320.97,0.18191,203.73,4.5231,29.4,0,0
0.55751,1.4645e+05,321.02,0.18228,203.69,4.5344,29.473,0,0
0.55736,1.4675e+05,321.07,0.18265,203.65,4.5456,29.546,0,0
0.56074,1.4676e+05,320.86,0.18267,204.81,4.5569,29.62,0,0
0.56519,1.4669e+05,320.57,0.18258,206.34,4.5681,29.693,0,0
0.56963,1.4662e+05,320.29,0.1825,207.87,4.5794,29.766,0,0
0.57407,1.4656e+05,320.01,0.18241,209.4,4.5906,29.839,0,0
0.57851,1.4649e+05,319.72,0.18233,210.92,4.6018,29.912,0,0
0.58296,1.4642e+05,319.44,0.18224,212.45,4.6131,29.985,0,0
0.5874,1.4635e+05,319.15,0.18216,213.98,4.6243,30.058,0,0
0.59246,1.459e+05,318.83,0.18159,215.71,4.6356,30.131,0,0
0.59757,1.4542e+05,318.5,0.181,217.45,4.6468,30.204,0,0
0.60267,1.4494e+05,318.17,0.1804,219.19,4.6581,30.278,0,0
0.60777,1.4447e+05,317.83,0.17981,220.93,4.6693,30.351,0,0
0.61287,1.4399e+05,317.5,0.17922,222.67,4.6806,30.424,0,0
0.61798,1.4351e+05,317.17,0.17862,224.42,4.6918,30.497,0,0
0.62337,1.4298e+05,316.82,0.17797,226.25,4.7031,30.57,0,0
0.63107,1.4206e+05,316.27,0.17682,228.84,4.7143,30.643,0,0
0.63877,1.4114e+05,315.73,0.17567,231.42,4.7256,30.716,0,0
0.64647,1.4021e+05,315.19,0.17452,234,4.7368,30.789,0,0
0.65416,1.3929e+05,314.64,0.17337,236.58,4.748,30.862,0,0
0.66186,1.3837e+05,314.1,0.17222,239.17,4.7593,30.935,0,0
0.66956,1.3744e+05,313.56,0.17107,241.75,4.7705,31.008,0,0
0.67766,1.3647e+05,312.98,0.16986,244.45,4.7818,31.082,0,0
0.68675,1.3535e+05,312.3,0.16847,247.45,4.793,31.155,0,0
0.69585,1.3424e+05,311.63,0.16709,250.44,4.8043,31.228,0,0
0.70494,1.3313e+05,310.96,0.1657,253.44,4.8155,31.301,0,0
0.71404,1.3202e+05,310.28,0.16432,256.43,4.8268,31.374,0,0
0.72313,1.3091e+05,309.61,0.16293,259.43,4.838,31.447,0,0
0.73222,1.2979e+05,308.94,0.16155,262.42,4.8493,31.52,0,0
0.7422,1.2858e+05,308.14,0.16003,265.65,4.8605,31.593,0,0
0.75321,1.2724e+05,307.19,0.15837,269.14,4.8718,31.666,0,0
0.76422,1.259e+05,306.25,0.1567,272.64,4.883,31.74,0,0
0.77523,1.2456e+05,305.31,0.15503,276.14,4.8942,31.813,0,0
0.78625,1.2322e+05,304.36,0.15337,279.63,4.9055,31.886,0,0
0.79726,1.2188e+05,303.42,0.1517,283.13,4.9167,31.959,0,0
0.80827,1.2054e+05,302.48,0.15003,286.63,4.928,32.032,0,0
0.81991,1.1916e+05,301.48,0.14831,290.26,4.9392,32.105,0,0
0.83191,1.1774e+05,300.44,0.14655,293.97,4.9505,32.178,0,0
0.84391,1.1633e+05,299.41,0.14479,297.68,4.9617,32.251,0,0
0.85591,1.1492e+05,298.38,0.14304,301.39,4.973,32.324,0,0
0.86792,1.1351e+05,297.35,0.14128,305.1,4.9842,32.397,0,0
0.87992,1.121e+05,296.31,0.13952,308.81,4.9955,32.471,0,0
0.89192,1.1068e+05,295.28,0.13776,312.52,5.0067,32.544,0,0
0.90412,1.0929e+05,294.21,0.13602,316.18,5.018,32.617,0,0
0.91637,1.0789e+05,293.12,0.13429,319.84,5.0292,32.69,0,0
0.92861,1.065e+05,292.03,0.13255,323.49,5.0404,32.763,0,0
0.94086,1.051e+05,290.94,0.13082,327.14,5.0517,32.836,0,0
0.9531,1.0371e+05,289.85,0.12908,330.79,5.0629,32.909,0,0
0.96535,1.0231e+05,288.76,0.12734,334.45,5.0742,32.982,0,0
0.97759,1.0092e+05,287.67,0.12561,338.1,5.0854,33.055,0,0
0.98986,99569,286.54,0.12393,341.62,5.0967,33.128,0,0
1.0021,98222,285.41,0.12225,345.14,5.1079,33.201,0,0
1.0144,96875,284.27,0.12058,348.65,5.1192,33.275,0,0
1.0267,95528,283.14,0.1189,352.17,5.1304,33.348,0,0
1.039,94181,282.01,0.11722,355.69,5.1417,33.421,0,0
1.0512,92834,280.87,0.11555,359.2,5.1529,33.494,0,0
1.0635,91498,279.73,0.11388,362.68,5.1642,33.567,0,0
1.0755,90225,278.55,0.1123,365.97,5.1754,33.64,0,0
1.0876,88953,277.36,0.11072,369.25,5.1866,33.713,0,0
1.0997,87680,276.17,0.10913,372.54,5.1979,33.786,0,0
1.1118,86407,274.99,0.10755,375.83,5.2091,33.859,0,0
1.1238,85135,273.8,0.10596,379.11,5.2204,33.932,0,0
1.1359,83862,272.62,0.10438,382.4,5.2316,34.006,0,0
1.1477,82635,271.46,0.10285,385.58,5.2429,34.079,0,0
1.1591,81506,270.35,0.10145,388.54,5.2541,34.152,0,0
1.1704,80377,269.25,0.10004,391.51,5.2654,34.225,0,0
1.1817,79247,268.14,0.098636,394.47,5.2766,34.298,0,0
1.193,78118,267.04,0.097231,397.44,5.2879,34.371,0,0
1.2043,76989,265.93,0.095825,400.4,5.2991,34.444,0,0
1.2156,75860,264.83,0.09442,403.36,5.3104,34.517,0,0
1.2264,74816,263.78,0.093121,406.13,5.3216,34.59,0,0
1.2366,73861,262.79,0.091931,408.69,5.3328,34.664,0,0
1.2467,72905,261.79,0.090742,411.25,5.3441,34.737,0,0
1.2569,71950,260.8,0.089553,413.82,5.3553,34.81,0,0
1.2671,70994,259.8,0.088364,416.38,5.3666,34.883,0,0
1.2773,70039,258.81,0.087175,418.94,5.3778,34.956,0,0
1.2874,69084,257.82,0.085986,421.51,5.3891,35.029,0,0
1.2966,68252,256.92,0.08495,423.77,5.4003,35.102,0,0
1.3053,67482,256.07,0.083992,425.88,5.4116,35.175,0,0
1.314,66712,255.22,0.083034,427.99,5.4228,35.248,0,0
1.3227,65942,254.37,0.082075,430.1,5.4341,35.321,0,0
1.3314,65172,253.52,0.081117,432.21,5.4453,35.395,0,0
1.3401,64402,252.67,0.080159,434.32,5.4566,35.468,0,0
1.3488,63632,251.82,0.0792,436.43,5.4678,35.541,0,0
1.3559,63024,251.12,0.078444,438.12,5.479,35.614,0,0
1.3628,62448,250.45,0.077727,439.74,5.4903,35.687,0,0
1.3696,61872,249.78,0.07701,441.35,5.5015,35.76,0,0
1.3764,61297,249.11,0.076294,442.96,5.5128,35.833,0,0
1.3833,60721,248.45,0.075577,444.57,5.524,35.906,0,0
1.3901,60145,247.78,0.07486,446.18,5.5353,35.979,0,0
1.397,59571,247.11,0.074146,447.79,5.5465,36.052,0,0
1.4016,59233,246.71,0.073726,448.91,5.5578,36.125,0,0
1.4063,58896,246.31,0.073306,450.04,5.569,36.199,0,0
1.411,58559,245.91,0.072886,451.16,5.5803,36.272,0,0
1.4156,58221,245.51,0.072466,452.29,5.5915,36.345,0,0
1.4203,57884,245.11,0.072046,453.41,5.6028,36.418,0,0
1.425,57546,244.71,0.071626,454.54,5.614,36.491,0,0
1.4293,57252,244.35,0.071259,455.58,5.6252,36.564,0,0
1.432,57154,244.17,0.071137,456.29,5.6365,36.637,0,0
1.4348,57055,243.99,0.071014,456.99,5.6477,36.71,0,0
1.4375,56957,243.81,0.070892,457.69,5.659,36.783,0,0
1.4402,56858,243.63,0.070769,458.4,5.6702,36.856,0,0
1.443,56760,243.45,0.070647,459.1,5.6815,36.93,0,0
1.4457,56661,243.28,0.070524,459.8,5.6927,37.003,0,0
1.448,56598,243.11,0.070445,460.37,5.704,37.076,0,0
1.4494,56597,242.96,0.070444,460.69,5.7152,37.149,0,0
1.4509,56596,242.81,0.070444,461,5.7265,37.222,0,0
1.4523,56596,242.67,0.070443,461.32,5.7377,37.295,0,0
1.4537,56595,242.52,0.070442,461.64,5.749,37.368,0,0
1.4552,56595,242.37,0.070441,461.95,5.7602,37.441,0,0
1.4566,56594,242.23,0.070441,462.27,5.7714,37.514,0,0
1.4567,56702,242.21,0.070575,462.28,5.7827,37.588,0,0
1.4556,56908,242.3,0.070831,462,5.7939,37.661,0,0
1.4544,57114,242.39,0.071088,461.73,5.8052,37.734,0,0
1.4533,57320,242.49,0.071344,461.46,5.8164,37.807,0,0
1.4521,57526,242.58,0.0716,461.18,5.8277,37.88,0,0
1.451,57732,242.67,0.071857,460.91,5.8389,37.953,0,0
1.4498,57938,242.77,0.072113,460.63,5.8502,38.026,0,0
1.4429,58563,243.44,0.072892,459.03,5.8614,38.099,0,0
1.4334,59371,244.36,0.073897,456.86,5.8727,38.172,0,0
1.424,60178,245.29,0.074902,454.68,5.8839,38.245,0,0
1.4145,60986,246.21,0.075907,452.51,5.8952,38.319,0,0
1.405,61793,247.14,0.076912,450.33,5.9064,38.392,0,0
1.3956,62601,248.06,0.077917,448.16,5.9176,38.465,0,0
1.3861,63408,248.99,0.078922,445.98,5.9289,38.538,0,0
1.3722,64730,250.35,0.080567,442.64,5.9401,38.611,0,0
1.3576,66128,251.77,0.082307,439.12,5.9514,38.684,0,0
1.343,67526,253.19,0.084047,435.6,5.9626,38.757,0,0
1.3285,68925,254.62,0.085788,432.08,5.9739,38.83,0,0
1.3139,70323,256.04,0.087528,428.56,5.9851,38.903,0,0
1.2993,71721,257.46,0.089269,425.05,5.9964,38.976,0,0
1.2847,73139,258.9,0.091034,421.49,6.0076,39.049,0,0
1.2676,75006,260.55,0.093358,417.1,6.0189,39.123,0,0
1.2505,76873,262.21,0.095681,412.72,6.0301,39.196,0,0
1.2334,78740,263.86,0.098005,408.33,6.0414,39.269,0,0
1.2164,80607,265.52,0.10033,403.94,6.0526,39.342,0,0
1.1993,82474,267.17,0.10265,399.56,6.0638,39.415,0,0
1.1822,84341,268.83,0.10498,395.17,6.0751,39.488,0,0
1.1656,86215,270.44,0.10731,390.85,6.0863,39.561,0,0
1.1505,88111,271.92,0.10967,386.77,6.0976,39.634,0,0
1.1355,90007,273.39,0.11203,382.68,6.1088,39.707,0,0
1.1204,91903,274.87,0.11439,378.6,6.1201,39.78,0,0
1.1054,93799,276.34,0.11675,374.52,6.1313,39.854,0,0
1.0903,95696,277.82,0.11911,370.44,6.1426,39.927,0,0
1.0752,97592,279.29,0.12147,366.36,6.1538,40,0,0
1.0616,99381,280.62,0.1237,362.61,6.1651,40.073,0,0
1.0503,1.01e+05,281.71,0.12571,359.4,6.1763,40.146,0,0
1.0389,1.0262e+05,282.8,0.12772,356.18,6.1876,40.219,0,0
1.0276,1.0424e+05,283.89,0.12974,352.97,6.1988,40.292,0,0
1.0163,1.0585e+05,284.98,0.13175,349.75,6.21,40.365,0,0
1.005,1.0747e+05,286.07,0.13377,346.53,6.2213,40.438,0,0
0.99363,1.0909e+05,287.16,0.13578,343.32,6.2325,40.512,0,0
0.98444,1.1052e+05,288.05,0.13756,340.68,6.2438,40.585,0,0
0.97695,1.1179e+05,288.78,0.13914,338.5,6.255,40.658,0,0
0.96945,1.1307e+05,289.51,0.14073,336.32,6.2663,40.731,0,0
0.96195,1.1434e+05,290.24,0.14232,334.13,6.2775,40.804,0,0
0.95445,1.1562e+05,290.97,0.1439,331.95,6.2888,40.877,0,0
0.94696,1.1689e+05,291.7,0.14549,329.77,6.3,40.95,0,0
0.93946,1.1817e+05,292.43,0.14708,327.59,6.3113,41.023,0,0
0.93402,1.1929e+05,292.99,0.14847,326,6.3225,41.096,0,0
0.92933,1.2035e+05,293.48,0.14979,324.63,6.3338,41.169,0,0
0.92465,1.2141e+05,293.97,0.15112,323.26,6.345,41.243,0,0
0.91996,1.2247e+05,294.47,0.15244,321.89,6.3562,41.316,0,0
0.91528,1.2354e+05,294.96,0.15376,320.52,6.3675,41.389,0,0
0.9106,1.246e+05,295.45,0.15508,319.15,6.3787,41.462,0,0
0.90591,1.2566e+05,295.94,0.15641,317.78,6.39,41.535,0,0
0.90493,1.2652e+05,296.01,0.15747,317.48,6.4012,41.608,0,0
0.90435,1.2735e+05,296.03,0.15851,317.28,6.4125,41.681,0,0
0.90376,1.2819e+05,296.06,0.15955,317.09,6.4237,41.754,0,0
0.90318,1.2902e+05,296.08,0.16059,316.9,6.435,41.827,0,0
0.90259,1.2985e+05,296.11,0.16162,316.71,6.4462,41.9,0,0
0.90201,1.3069e+05,296.13,0.16266,316.52,6.4575,41.973,0,0
0.90128,1.3152e+05,296.18,0.1637,316.29,6.4687,42.047,0,0
0.89873,1.3239e+05,296.54,0.16478,315.58,6.48,42.12,0,0
0.89619,1.3326e+05,296.9,0.16586,314.87,6.4912,42.193,0,0
0.89364,1.3412e+05,297.25,0.16693,314.17,6.5024,42.266,0,0
0.8911,1.3499e+05,297.61,0.16801,313.46,6.5137,42.339,0,0
0.88855,1.3585e+05,297.97,0.16909,312.75,6.5249,42.412,0,0
0.88601,1.3672e+05,298.33,0.17017,312.05,6.5362,42.485,0,0
0.8848,1.3745e+05,298.53,0.17108,311.73,6.5474,42.558,0,0
0.88763,1.3778e+05,298.26,0.17149,312.58,6.5587,42.631,0,0
0.89047,1.3811e+05,297.98,0.1719,313.44,6.5699,42.704,0,0
0.8933,1.3844e+05,297.71,0.17231,314.29,6.5812,42.778,0,0
0.89614,1.3877e+05,297.44,0.17272,315.14,6.5924,42.851,0,0
0.89897,1.3909e+05,297.17,0.17313,316,6.6037,42.924,0,0
0.90181,1.3942e+05,296.9,0.17354,316.85,6.6149,42.997,0,0
0.90333,1.3974e+05,296.79,0.17394,317.33,6.6262,43.07,0,0
0.90304,1.4005e+05,296.93,0.17432,317.3,6.6374,43.143,0,0
0.90275,1.4036e+05,297.06,0.1747,317.27,6.6486,43.216,0,0
0.90246,1.4067e+05,297.19,0.17509,317.24,6.6599,43.289,0,0
0.90217,1.4098e+05,297.32,0.17547,317.21,6.6711,43.362,0,0
0.90188,1.4129e+05,297.46,0.17586,317.18,6.6824,43.436,0,0
0.90159,1.416e+05,297.59,0.17624,317.15,6.6936,43.509,0,0
0.90316,1.4178e+05,297.5,0.17647,317.65,6.7049,43.582,0,0
0.90599,1.4188e+05,297.25,0.1766,318.51,6.7161,43.655,0,0
0.90883,1.4198e+05,297,0.17672,319.37,6.7274,43.728,0,0
0.91167,1.4208e+05,296.75,0.17685,320.24,6.7386,43.801,0,0
0.91451,1.4218e+05,296.51,0.17697,321.1,6.7499,43.874,0,0
0.91734,1.4228e+05,296.26,0.17709,321.96,6.7611,43.947,0,0
0.92018,1.4238e+05,296.01,0.17722,322.82,6.7724,44.02,0,0
0.92327,1.4221e+05,295.79,0.17701,323.79,6.7836,44.093,0,0
0.92645,1.4196e+05,295.59,0.1767,324.79,6.7948,44.167,0,0
0.92962,1.4171e+05,295.38,0.17639,325.79,6.8061,44.24,0,0
0.9328,1.4146e+05,295.17,0.17607,326.78,6.8173,44.313,0,0
0.93597,1.4121e+05,294.96,0.17576,327.78,6.8286,44.386,0,0
0.93915,1.4096e+05,294.76,0.17545,328.78,6.8398,44.459,0,0
0.94232,1.4071e+05,294.55,0.17514,329.78,6.8511,44.532,0,0
0.94681,1.401e+05,294.14,0.17438,331.11,6.8623,44.605,0,0
0.95139,1.3947e+05,293.71,0.17359,332.47,6.8736,44.678,0,0
0.95598,1.3883e+05,293.28,0.1728,333.82,6.8848,44.751,0,0
0.96056,1.3819e+05,292.86,0.172,335.18,6.8961,44.824,0,0
0.96514,1.3756e+05,292.43,0.17121,336.53,6.9073,44.897,0,0
0.96972,1.3692e+05,292.01,0.17042,337.89,6.9186,44.971,0,0
0.97428,1.3628e+05,291.59,0.16962,339.24,6.9298,45.044,0,0
0.97869,1.3561e+05,291.21,0.16879,340.55,6.941,45.117,0,0
0.98309,1.3494e+05,290.83,0.16796,341.86,6.9523,45.19,0,0
0.9875,1.3427e+05,290.46,0.16713,343.16,6.9635,45.263,0,0
