"Pressure","Points:0","Points:1","Points:2"
7.682,-8.1,0,0
7.679,-8.0269,0,0
7.6759,-7.9538,0,0
7.6729,-7.8807,0,0
7.6699,-7.8076,0,0
7.6669,-7.7345,0,0
7.6638,-7.6614,0,0
7.6604,-7.5883,0,0
7.6547,-7.5152,0,0
7.649,-7.4421,0,0
7.6434,-7.369,0,0
7.6377,-7.2959,0,0
7.632,-7.2228,0,0
7.6264,-7.1497,0,0
7.6196,-7.0766,0,0
7.6105,-7.0035,0,0
7.6013,-6.9304,0,0
7.5921,-6.8573,0,0
7.583,-6.7842,0,0
7.5738,-6.7111,0,0
7.5646,-6.638,0,0
7.5541,-6.5649,0,0
7.5416,-6.4918,0,0
7.5291,-6.4187,0,0
7.5166,-6.3456,0,0
7.5041,-6.2725,0,0
7.4916,-6.1994,0,0
7.479,-6.1263,0,0
7.4647,-6.0532,0,0
7.4479,-5.9801,0,0
7.4311,-5.907,0,0
7.4144,-5.8339,0,0
7.3933,-5.7608,0,0
7.3718,-5.6877,0,0
7.3504,-5.6146,0,0
7.3264,-5.5415,0,0
7.2989,-5.4684,0,0
7.2713,-5.3953,0,0
7.2438,-5.3222,0,0
7.2147,-5.2491,0,0
7.1854,-5.176,0,0
7.1561,-5.1029,0,0
7.126,-5.0298,0,0
7.0946,-4.9567,0,0
7.0632,-4.8836,0,0
7.0319,-4.8105,0,0
6.997,-4.7374,0,0
6.9612,-4.6643,0,0
6.9199,-4.5912,0,0
6.8771,-4.5181,0,0
6.8302,-4.445,0,0
6.7831,-4.3719,0,0
6.7357,-4.2988,0,0
6.6868,-4.2257,0,0
6.6373,-4.1526,0,0
6.5852,-4.0795,0,0
6.5324,-4.0064,0,0
6.4772,-3.9333,0,0
6.4211,-3.8602,0,0
6.3632,-3.7871,0,0
6.3039,-3.714,0,0
6.2434,-3.6409,0,0
6.1811,-3.5678,0,0
6.1181,-3.4947,0,0
6.0529,-3.4216,0,0
5.9873,-3.3485,0,0
5.9198,-3.2754,0,0
5.8517,-3.2023,0,0
5.7822,-3.1292,0,0
5.7118,-3.0561,0,0
5.6404,-2.983,0,0
5.5683,-2.9099,0,0
5.4957,-2.8368,0,0
5.4227,-2.7637,0,0
5.3496,-2.6906,0,0
5.2775,-2.6175,0,0
5.205,-2.5444,0,0
5.1298,-2.4713,0,0
5.0528,-2.3982,0,0
4.9763,-2.3251,0,0
4.9,-2.252,0,0
4.8237,-2.1789,0,0
4.7473,-2.1058,0,0
4.6711,-2.0327,0,0
4.5951,-1.9596,0,0
4.5191,-1.8865,0,0
4.4421,-1.8134,0,0
4.3642,-1.7403,0,0
4.2868,-1.6672,0,0
4.2104,-1.5941,0,0
4.1348,-1.521,0,0
4.0597,-1.4479,0,0
3.9848,-1.3748,0,0
3.9101,-1.3017,0,0
3.8352,-1.2286,0,0
3.7597,-1.1555,0,0
3.6837,-1.0824,0,0
3.6079,-1.0093,0,0
3.5321,-0.9362,0,0
3.4564,-0.8631,0,0
3.3807,-0.79,0,0
3.3034,-0.7169,0,0
3.2257,-0.6438,0,0
3.1499,-0.5707,0,0
3.0747,-0.4976,0,0
2.9988,-0.4245,0,0
2.9224,-0.3514,0,0
2.8458,-0.2783,0,0
2.7696,-0.2052,0,0
2.6943,-0.1321,0,0
2.6199,-0.059,0,0
2.5463,0.0141,0,0
2.4733,0.0872,0,0
2.4006,0.1603,0,0
2.3282,0.2334,0,0
2.258,0.3065,0,0
2.1923,0.3796,0,0
2.128,0.4527,0,0
2.0606,0.5258,0,0
1.9922,0.5989,0,0
