"Pressure","Points:0","Points:1","Points:2"
7.6822,-8.1,0,0
7.6791,-8.0269,0,0
7.6761,-7.9538,0,0
7.6731,-7.8807,0,0
7.6701,-7.8076,0,0
7.667,-7.7345,0,0
7.664,-7.6614,0,0
7.6605,-7.5883,0,0
7.6549,-7.5152,0,0
7.6492,-7.4421,0,0
7.6436,-7.369,0,0
7.6379,-7.2959,0,0
7.6323,-7.2228,0,0
7.6266,-7.1497,0,0
7.6199,-7.0766,0,0
7.6107,-7.0035,0,0
7.6015,-6.9304,0,0
7.5923,-6.8573,0,0
7.5831,-6.7842,0,0
7.5739,-6.7111,0,0
7.5647,-6.638,0,0
7.5541,-6.5649,0,0
7.5417,-6.4918,0,0
7.5292,-6.4187,0,0
7.5167,-6.3456,0,0
7.5042,-6.2725,0,0
7.4917,-6.1994,0,0
7.4793,-6.1263,0,0
7.4649,-6.0532,0,0
7.448,-5.9801,0,0
7.4311,-5.907,0,0
7.4143,-5.8339,0,0
7.393,-5.7608,0,0
7.3715,-5.6877,0,0
7.3499,-5.6146,0,0
7.3258,-5.5415,0,0
7.2983,-5.4684,0,0
7.2708,-5.3953,0,0
7.2432,-5.3222,0,0
7.2142,-5.2491,0,0
7.185,-5.176,0,0
7.1557,-5.1029,0,0
7.1257,-5.0298,0,0
7.0943,-4.9567,0,0
7.0629,-4.8836,0,0
7.0316,-4.8105,0,0
6.9965,-4.7374,0,0
6.9604,-4.6643,0,0
6.9192,-4.5912,0,0
6.8765,-4.5181,0,0
6.8299,-4.445,0,0
6.7831,-4.3719,0,0
6.7359,-4.2988,0,0
6.6872,-4.2257,0,0
6.6379,-4.1526,0,0
6.5857,-4.0795,0,0
6.5329,-4.0064,0,0
6.4776,-3.9333,0,0
6.4215,-3.8602,0,0
6.3636,-3.7871,0,0
6.3044,-3.714,0,0
6.2439,-3.6409,0,0
6.1816,-3.5678,0,0
6.1185,-3.4947,0,0
6.0534,-3.4216,0,0
5.9879,-3.3485,0,0
5.9207,-3.2754,0,0
5.8532,-3.2023,0,0
5.7848,-3.1292,0,0
5.7172,-3.0561,0,0
5.6503,-2.983,0,0
5.5816,-2.9099,0,0
5.5058,-2.8368,0,0
5.4314,-2.7637,0,0
5.3575,-2.6906,0,0
5.2842,-2.6175,0,0
5.209,-2.5444,0,0
5.1321,-2.4713,0,0
5.0557,-2.3982,0,0
4.9793,-2.3251,0,0
4.9029,-2.252,0,0
4.8262,-2.1789,0,0
4.7493,-2.1058,0,0
4.6723,-2.0327,0,0
4.595,-1.9596,0,0
4.5176,-1.8865,0,0
4.441,-1.8134,0,0
4.3644,-1.7403,0,0
4.2877,-1.6672,0,0
4.2112,-1.5941,0,0
4.1351,-1.521,0,0
4.0594,-1.4479,0,0
3.9838,-1.3748,0,0
3.9084,-1.3017,0,0
3.8328,-1.2286,0,0
3.7569,-1.1555,0,0
3.681,-1.0824,0,0
3.6053,-1.0093,0,0
3.5296,-0.9362,0,0
3.4539,-0.8631,0,0
3.3783,-0.79,0,0
3.3016,-0.7169,0,0
3.2248,-0.6438,0,0
3.1498,-0.5707,0,0
3.0751,-0.4976,0,0
2.9998,-0.4245,0,0
2.9238,-0.3514,0,0
2.8476,-0.2783,0,0
2.7719,-0.2052,0,0
2.697,-0.1321,0,0
2.6229,-0.059,0,0
2.5495,0.0141,0,0
2.4769,0.0872,0,0
2.4051,0.1603,0,0
2.3339,0.2334,0,0
2.263,0.3065,0,0
2.1925,0.3796,0,0
2.1256,0.4527,0,0
2.0606,0.5258,0,0
1.9961,0.5989,0,0
1.9314,0.672,0,0
1.8662,0.7451,0,0
1.8021,0.8182,0,0
1.738,0.8913,0,0
1.6747,0.9644,0,0
1.6129,1.0375,0,0
1.5556,1.1106,0,0
1.4962,1.1837,0,0
1.4333,1.2568,0,0
1.3723,1.3299,0,0
1.318,1.403,0,0
1.268,1.4761,0,0
1.2174,1.5492,0,0
1.1696,1.6223,0,0
1.1278,1.6954,0,0
1.0971,1.7685,0,0
1.0675,1.8416,0,0
1.049,1.9147,0,0
1.0328,1.9878,0,0
1.0285,2.0609,0,0
1.0242,2.134,0,0
1.0198,2.2071,0,0
1.0171,2.2802,0,0
1.0186,2.3533,0,0
1.02,2.4264,0,0
1.0214,2.4995,0,0
1.0265,2.5726,0,0
1.0368,2.6457,0,0
1.0471,2.7188,0,0
1.0573,2.7919,0,0
1.0758,2.865,0,0
1.1023,2.9381,0,0
1.1376,3.0112,0,0
1.1857,3.0843,0,0
1.2399,3.1574,0,0
1.293,3.2305,0,0
1.3348,3.3036,0,0
1.3713,3.3767,0,0
1.3882,3.4498,0,0
1.3956,3.5229,0,0
1.4031,3.596,0,0
1.4105,3.6691,0,0
1.413,3.7422,0,0
1.4138,3.8153,0,0
1.4146,3.8884,0,0
1.4154,3.9615,0,0
1.4116,4.0346,0,0
1.4065,4.1077,0,0
1.4014,4.1808,0,0
1.3963,4.2539,0,0
1.3815,4.327,0,0
1.3646,4.4001,0,0
1.3391,4.4732,0,0
1.3119,4.5463,0,0
1.2807,4.6194,0,0
1.2486,4.6925,0,0
1.212,4.7656,0,0
1.1726,4.8387,0,0
1.1293,4.9118,0,0
1.0858,4.9849,0,0
1.0445,5.058,0,0
1.0065,5.1311,0,0
0.97208,5.2042,0,0
0.93836,5.2773,0,0
0.90598,5.3504,0,0
0.87388,5.4235,0,0
0.84291,5.4966,0,0
0.81218,5.5697,0,0
0.7826,5.6428,0,0
0.75332,5.7159,0,0
0.72529,5.789,0,0
0.69762,5.8621,0,0
0.67146,5.9352,0,0
0.64577,6.0083,0,0
0.6221,6.0814,0,0
0.59913,6.1545,0,0
0.57906,6.2276,0,0
0.56018,6.3007,0,0
0.54175,6.3738,0,0
0.52354,6.4469,0,0
0.50595,6.52,0,0
0.48872,6.5931,0,0
0.47305,6.6662,0,0
0.45839,6.7393,0,0
0.44392,6.8124,0,0
0.42959,6.8855,0,0
0.41636,6.9586,0,0
0.40421,7.0317,0,0
0.39205,7.1048,0,0
0.37989,7.1779,0,0
0.36817,7.251,0,0
0.35709,7.3241,0,0
0.346,7.3972,0,0
0.33491,7.4703,0,0
0.32463,7.5434,0,0
0.31635,7.6165,0,0
0.30807,7.6896,0,0
0.29979,7.7627,0,0
0.29168,7.8358,0,0
0.28443,7.9089,0,0
0.27717,7.982,0,0
0.26992,8.0551,0,0
0.26268,8.1282,0,0
0.257,8.2013,0,0
0.25133,8.2744,0,0
0.24565,8.3475,0,0
0.23998,8.4206,0,0
0.23516,8.4937,0,0
0.23048,8.5668,0,0
0.22581,8.6399,0,0
0.22113,8.713,0,0
0.21645,8.7861,0,0
0.21178,8.8592,0,0
0.2071,8.9323,0,0
0.20242,9.0054,0,0
0.1981,9.0785,0,0
0.19414,9.1516,0,0
0.19017,9.2247,0,0
0.18621,9.2978,0,0
0.18224,9.3709,0,0
0.17828,9.444,0,0
0.17432,9.5171,0,0
0.17035,9.5902,0,0
0.16644,9.6633,0,0
0.16309,9.7364,0,0
0.15974,9.8095,0,0
0.1564,9.8826,0,0
0.15305,9.9557,0,0
0.1497,10.029,0,0
0.14635,10.102,0,0
0.143,10.175,0,0
0.13965,10.248,0,0
0.13628,10.321,0,0
0.1329,10.394,0,0
0.12951,10.467,0,0
0.12613,10.54,0,0
0.12275,10.614,0,0
0.11936,10.687,0,0
0.11598,10.76,0,0
0.1126,10.833,0,0
0.10921,10.906,0,0
0.10576,10.979,0,0
0.10232,11.052,0,0
0.098796,11.125,0,0
0.095262,11.198,0,0
0.090542,11.271,0,0
0.084305,11.345,0,0
1.2992,11.418,0,0
1.3049,11.491,0,0
1.3112,11.564,0,0
1.3167,11.637,0,0
1.3216,11.71,0,0
1.3253,11.783,0,0
1.3287,11.856,0,0
1.3305,11.929,0,0
1.3324,12.002,0,0
1.3342,12.076,0,0
1.3361,12.149,0,0
1.3372,12.222,0,0
1.3381,12.295,0,0
1.3391,12.368,0,0
1.34,12.441,0,0
1.3407,12.514,0,0
1.341,12.587,0,0
1.3413,12.66,0,0
1.3416,12.733,0,0
1.3419,12.807,0,0
1.342,12.88,0,0
1.3422,12.953,0,0
1.3423,13.026,0,0
1.3424,13.099,0,0
1.3434,13.172,0,0
1.3446,13.245,0,0
1.3459,13.318,0,0
1.3471,13.391,0,0
1.3491,13.464,0,0
1.3524,13.538,0,0
1.3558,13.611,0,0
1.3591,13.684,0,0
1.3624,13.757,0,0
1.3627,13.83,0,0
1.3629,13.903,0,0
1.363,13.976,0,0
1.3631,14.049,0,0
1.3665,14.122,0,0
1.3728,14.195,0,0
1.3791,14.269,0,0
1.3854,14.342,0,0
1.3916,14.415,0,0
1.3979,14.488,0,0
1.4042,14.561,0,0
1.4105,14.634,0,0
1.4168,14.707,0,0
1.4296,14.78,0,0
1.446,14.853,0,0
1.4624,14.926,0,0
1.4788,15,0,0
1.4952,15.073,0,0
1.5116,15.146,0,0
1.528,15.219,0,0
1.5444,15.292,0,0
1.5608,15.365,0,0
1.5697,15.438,0,0
1.5752,15.511,0,0
1.5807,15.584,0,0
1.5862,15.657,0,0
1.5917,15.731,0,0
1.5973,15.804,0,0
1.6028,15.877,0,0
1.6083,15.95,0,0
1.6138,16.023,0,0
1.6121,16.096,0,0
1.6069,16.169,0,0
1.6018,16.242,0,0
1.5967,16.315,0,0
1.5915,16.389,0,0
1.5864,16.462,0,0
1.5812,16.535,0,0
1.5761,16.608,0,0
1.571,16.681,0,0
1.564,16.754,0,0
1.5559,16.827,0,0
1.5477,16.9,0,0
1.5396,16.973,0,0
1.5314,17.046,0,0
1.5233,17.119,0,0
1.5152,17.193,0,0
1.507,17.266,0,0
1.4989,17.339,0,0
1.4903,17.412,0,0
1.4812,17.485,0,0
1.472,17.558,0,0
1.4629,17.631,0,0
1.4538,17.704,0,0
1.4447,17.777,0,0
1.4356,17.851,0,0
1.4265,17.924,0,0
1.4174,17.997,0,0
1.4079,18.07,0,0
1.3976,18.143,0,0
1.3873,18.216,0,0
1.377,18.289,0,0
1.3667,18.362,0,0
1.3563,18.435,0,0
1.346,18.508,0,0
1.3357,18.581,0,0
1.3254,18.655,0,0
1.3151,18.728,0,0
1.3036,18.801,0,0
1.2921,18.874,0,0
1.2806,18.947,0,0
1.2691,19.02,0,0
1.2576,19.093,0,0
1.2462,19.166,0,0
1.2347,19.239,0,0
1.2232,19.312,0,0
1.2117,19.386,0,0
1.1999,19.459,0,0
1.1879,19.532,0,0
1.1759,19.605,0,0
1.1639,19.678,0,0
1.1519,19.751,0,0
1.1399,19.824,0,0
1.1279,19.897,0,0
1.1159,19.97,0,0
1.1039,20.043,0,0
1.092,20.117,0,0
1.0803,20.19,0,0
1.0686,20.263,0,0
1.057,20.336,0,0
1.0453,20.409,0,0
1.0336,20.482,0,0
1.0219,20.555,0,0
1.0103,20.628,0,0
0.9986,20.701,0,0
0.98693,20.774,0,0
0.97601,20.848,0,0
0.9652,20.921,0,0
0.95439,20.994,0,0
0.94358,21.067,0,0
0.93277,21.14,0,0
0.92196,21.213,0,0
0.91115,21.286,0,0
0.90034,21.359,0,0
0.88952,21.432,0,0
0.87916,21.505,0,0
0.86956,21.579,0,0
0.85997,21.652,0,0
0.85038,21.725,0,0
0.84078,21.798,0,0
0.83119,21.871,0,0
0.8216,21.944,0,0
0.812,22.017,0,0
0.80241,22.09,0,0
0.79282,22.163,0,0
0.78446,22.236,0,0
0.77644,22.31,0,0
0.76841,22.383,0,0
0.76039,22.456,0,0
0.75237,22.529,0,0
0.74434,22.602,0,0
0.73632,22.675,0,0
0.7283,22.748,0,0
0.72027,22.821,0,0
0.71255,22.894,0,0
0.70658,22.968,0,0
0.70061,23.041,0,0
0.69464,23.114,0,0
0.68867,23.187,0,0
0.6827,23.26,0,0
0.67673,23.333,0,0
0.67076,23.406,0,0
0.66479,23.479,0,0
0.65882,23.552,0,0
0.65402,23.625,0,0
0.65073,23.698,0,0
0.64745,23.772,0,0
0.64416,23.845,0,0
0.64087,23.918,0,0
0.63759,23.991,0,0
0.6343,24.064,0,0
0.63102,24.137,0,0
0.62773,24.21,0,0
0.62445,24.283,0,0
0.62246,24.356,0,0
0.62115,24.43,0,0
0.61983,24.503,0,0
0.61852,24.576,0,0
0.61721,24.649,0,0
0.6159,24.722,0,0
0.61458,24.795,0,0
0.61327,24.868,0,0
0.61196,24.941,0,0
0.61065,25.014,0,0
0.60982,25.087,0,0
0.6091,25.16,0,0
0.60838,25.234,0,0
0.60766,25.307,0,0
0.60695,25.38,0,0
