"Pressure","Points:0","Points:1","Points:2"
7.6819,-8.1,0,0
7.6789,-8.0269,0,0
7.6759,-7.9538,0,0
7.6728,-7.8807,0,0
7.6698,-7.8076,0,0
7.6668,-7.7345,0,0
7.6637,-7.6614,0,0
7.6603,-7.5883,0,0
7.6546,-7.5152,0,0
7.6489,-7.4421,0,0
7.6432,-7.369,0,0
7.6376,-7.2959,0,0
7.6319,-7.2228,0,0
7.6262,-7.1497,0,0
7.6194,-7.0766,0,0
7.6102,-7.0035,0,0
7.6009,-6.9304,0,0
7.5917,-6.8573,0,0
7.5824,-6.7842,0,0
7.5732,-6.7111,0,0
7.5639,-6.638,0,0
7.5535,-6.5649,0,0
7.5414,-6.4918,0,0
7.5293,-6.4187,0,0
7.5172,-6.3456,0,0
7.5051,-6.2725,0,0
7.493,-6.1994,0,0
7.4809,-6.1263,0,0
7.4663,-6.0532,0,0
7.4484,-5.9801,0,0
7.4306,-5.907,0,0
7.4128,-5.8339,0,0
7.3912,-5.7608,0,0
7.3694,-5.6877,0,0
7.3476,-5.6146,0,0
7.3239,-5.5415,0,0
7.2977,-5.4684,0,0
7.2714,-5.3953,0,0
7.2452,-5.3222,0,0
7.2186,-5.2491,0,0
7.1919,-5.176,0,0
7.1653,-5.1029,0,0
7.1364,-5.0298,0,0
7.1039,-4.9567,0,0
7.0679,-4.8836,0,0
7.0294,-4.8105,0,0
6.9921,-4.7374,0,0
6.9549,-4.6643,0,0
6.9163,-4.5912,0,0
6.8757,-4.5181,0,0
6.8302,-4.445,0,0
6.7839,-4.3719,0,0
6.7368,-4.2988,0,0
6.688,-4.2257,0,0
6.6385,-4.1526,0,0
6.5863,-4.0795,0,0
6.5335,-4.0064,0,0
6.4782,-3.9333,0,0
6.4222,-3.8602,0,0
6.3643,-3.7871,0,0
6.3052,-3.714,0,0
6.245,-3.6409,0,0
6.1837,-3.5678,0,0
6.1219,-3.4947,0,0
6.0604,-3.4216,0,0
5.9988,-3.3485,0,0
5.9352,-3.2754,0,0
5.8655,-3.2023,0,0
5.7919,-3.1292,0,0
5.7199,-3.0561,0,0
5.6481,-2.983,0,0
5.5758,-2.9099,0,0
5.5032,-2.8368,0,0
5.4312,-2.7637,0,0
5.3555,-2.6906,0,0
5.2827,-2.6175,0,0
5.2084,-2.5444,0,0
5.1314,-2.4713,0,0
5.0544,-2.3982,0,0
4.9779,-2.3251,0,0
4.9019,-2.252,0,0
4.8255,-2.1789,0,0
4.7486,-2.1058,0,0
4.6711,-2.0327,0,0
4.5936,-1.9596,0,0
4.5165,-1.8865,0,0
4.4403,-1.8134,0,0
4.3639,-1.7403,0,0
4.2872,-1.6672,0,0
4.2106,-1.5941,0,0
4.1343,-1.521,0,0
4.0581,-1.4479,0,0
3.9819,-1.3748,0,0
3.9062,-1.3017,0,0
3.8314,-1.2286,0,0
