"Density","Energy","Heat_Flux","Laminar_Viscosity","Mach","Momentum:0","Momentum:1","Momentum:2","Pressure","Pressure_Coefficient","Skin_Friction_Coefficient:0","Skin_Friction_Coefficient:1","Skin_Friction_Coefficient:2","Temperature","Y_Plus","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.13218,29526,0,1.8353e-05,0.19224,8.9412,-0.0041186,0,11689,-36985,0,0,0,297.75,0,,0,-0.02052,0,0
0.13218,29525,0,1.8353e-05,0.19264,8.9592,-0.0052247,0,11689,-37058,0,0,0,297.75,0,,9.8519e-05,-0.020421,0,0
0.13217,29525,0,1.8353e-05,0.19304,8.9773,-0.0063309,0,11688,-37131,0,0,0,297.75,0,,0.00019704,-0.020323,0,0
0.13216,29525,0,1.8353e-05,0.19344,8.9953,-0.0074371,0,11687,-37204,0,0,0,297.75,0,,0.00029556,-0.020224,0,0
0.13216,29525,0,1.8352e-05,0.19383,9.0134,-0.0085433,0,11687,-37277,0,0,0,297.75,0,,0.00039408,-0.020126,0,0
0.13215,29524,0,1.8352e-05,0.19423,9.0314,-0.0096495,0,11686,-37350,0,0,0,297.75,0,,0.0004926,-0.020027,0,0
0.13213,29522,0,1.8352e-05,0.19495,9.0633,-0.0098774,0,11684,-37587,0,0,0,297.74,0,,0.00059112,-0.019929,0,0
0.13212,29519,0,1.8351e-05,0.19568,9.0959,-0.010059,0,11682,-37833,0,0,0,297.72,0,,0.00068964,-0.01983,0,0
0.13209,29513,0,1.835e-05,0.19649,9.1314,-0.011797,0,11679,-38201,0,0,0,297.7,0,,0.00078816,-0.019732,0,0
0.13205,29505,0,1.8349e-05,0.1974,9.1708,-0.015647,0,11675,-38736,0,0,0,297.68,0,,0.00088668,-0.019633,0,0
0.13201,29497,0,1.8348e-05,0.19832,9.2102,-0.019497,0,11670,-39270,0,0,0,297.65,0,,0.0009852,-0.019535,0,0
0.13198,29491,0,1.8347e-05,0.19938,9.257,-0.020825,0,11667,-39687,0,0,0,297.62,0,,0.0010837,-0.019436,0,0
0.13196,29486,0,1.8345e-05,0.20045,9.3046,-0.02187,0,11663,-40090,0,0,0,297.6,0,,0.0011822,-0.019337,0,0
0.13192,29480,0,1.8344e-05,0.20162,9.3559,-0.02271,0,11659,-40549,0,0,0,297.57,0,,0.0012808,-0.019239,0,0
0.13189,29473,0,1.8343e-05,0.20292,9.4132,-0.023207,0,11655,-41101,0,0,0,297.54,0,,0.0013793,-0.01914,0,0
0.13185,29465,0,1.8341e-05,0.20423,9.4706,-0.023704,0,11650,-41653,0,0,0,297.51,0,,0.0014778,-0.019042,0,0
0.13181,29459,0,1.8339e-05,0.20588,9.544,-0.020756,0,11645,-42221,0,0,0,297.48,0,,0.0015763,-0.018943,0,0
0.13175,29448,0,1.8337e-05,0.20772,9.6244,-0.022093,0,11639,-43026,0,0,0,297.43,0,,0.0016748,-0.018845,0,0
0.13169,29435,0,1.8335e-05,0.20961,9.7062,-0.024982,0,11631,-43932,0,0,0,297.38,0,,0.0017734,-0.018746,0,0
0.13164,29425,0,1.8333e-05,0.21141,9.785,-0.024032,0,11625,-44699,0,0,0,297.34,0,,0.0018719,-0.018648,0,0
0.13158,29415,0,1.8331e-05,0.21323,9.8645,-0.025533,0,11618,-45479,0,0,0,297.29,0,,0.0019704,-0.018549,0,0
0.13153,29405,0,1.8328e-05,0.21523,9.9522,-0.024259,0,11612,-46246,0,0,0,297.24,0,,0.0020689,-0.018451,0,0
0.13147,29393,0,1.8326e-05,0.21727,10.041,-0.024963,0,11604,-47158,0,0,0,297.19,0,,0.0021674,-0.018352,0,0
