"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Pressure","Temperature","Mach","Pressure_Coefficient"
10, 0.000000000000000e+00, 4.324504910273489e+00, 3.076246040364234e+00, 2.971692327637243e-02, -1.986229289183256e+01, 2.168874821213184e+02, 6.110609761453232e+01, 1.986385250488522e+01, 1.224371019428270e+00, 8.586585373504617e+19
11, 0.000000000000000e+00, 4.441160949375987e+00, 3.236074947971443e+00, 8.252762202066766e-02, -2.052404745911010e+01, 2.280775663118866e+02, 6.519681275129059e+01, 2.014687972296800e+01, 1.194208161982021e+00, 9.170973250184371e+19
12, 0.000000000000000e+00, 4.559667489942644e+00, 3.425030097889594e+00, 1.475442004722398e-01, -2.122302189366540e+01, 2.410945535111456e+02, 7.013507867132770e+01, 2.047721528477749e+01, 1.157321066733326e+00, 9.876439810189672e+19
13, 0.000000000000000e+00, 4.680124184869420e+00, 3.650205135996443e+00, 2.282874944471683e-01, -2.195349628268953e+01, 2.563533790707301e+02, 7.613143239055559e+01, 2.085675449847643e+01, 1.113070109694369e+00, 1.073306177007937e+20
14, 0.000000000000000e+00, 4.802409760129688e+00, 3.915219944756833e+00, 3.222554577078792e-01, -2.268713287287946e+01, 2.740578923561305e+02, 8.332528076509305e+01, 2.128240097384063e+01, 1.061678272660446e+00, 1.176075439501329e+20
15, 0.000000000000000e+00, 4.926560099556188e+00, 4.222500538307017e+00, 4.199607323520347e-01, -2.338521864333993e+01, 2.943659522179614e+02, 9.183543958353394e+01, 2.174906521630777e+01, 1.003823653700051e+00, 1.297649136907628e+20
16, 0.000000000000000e+00, 5.052609929282884e+00, 4.584528803343467e+00, 5.151605780599398e-01, -2.398190193542086e+01, 3.180151776934650e+02, 1.021043851443978e+02, 2.227151132084364e+01, 9.370229605642576e-01, 1.444348359205682e+20
17, 0.000000000000000e+00, 5.180592872530460e+00, 5.028392739530879e+00, 5.628377994002354e-01, -2.440302412628337e+01, 3.467548445556985e+02, 1.150035354197658e+02, 2.287083395767034e+01, 8.578768003986873e-01, 1.628621934568083e+20
18, 0.000000000000000e+00, 5.310541501466771e+00, 5.540846178135042e+00, 5.313842871646087e-01, -2.472418153182846e+01, 3.796972513080314e+02, 1.298040223541421e+02, 2.342675074907638e+01, 7.793383841772827e-01, 1.840057462202030e+20
19, 0.000000000000000e+00, 5.442487385729078e+00, 6.114513999809122e+00, 3.264620952582419e-01, -2.456939770317177e+01, 4.161946564962134e+02, 1.467293795296720e+02, 2.399689975920450e+01, 6.933129541120212e-01, 2.081848278995315e+20
20, 0.000000000000000e+00, 5.576461138017185e+00, 6.749506387431703e+00, -9.390588518832943e-02, -2.382276258779738e+01, 4.566730724893607e+02, 1.658522114820891e+02, 2.457249492954382e+01, 6.017759666390141e-01, 2.355031592601273e+20
21, 0.000000000000000e+00, 5.712492456962572e+00, 7.388500600740861e+00, -7.141744163463762e-01, -2.213663625156505e+01, 4.976842407211848e+02, 1.857952048559394e+02, 2.514653715224837e+01, 5.052171709083528e-01, 2.639931497941991e+20
22, 0.000000000000000e+00, 5.850610167531484e+00, 7.960462113977048e+00, -1.504508110447886e+00, -1.928947383553606e+01, 5.350879163459284e+02, 2.046300003521281e+02, 2.570579413886502e+01, 4.051534754916127e-01, 2.909000005030402e+20
23, 0.000000000000000e+00, 5.990842258794927e+00, 8.424161384184254e+00, -2.290259618768232e+00, -1.543756071436277e+01, 5.654249840825569e+02, 2.203874935401762e+02, 2.616135701696523e+01, 3.061155107491343e-01, 3.134107050573946e+20
24, 0.000000000000000e+00, 6.133215920137754e+00, 8.708538736839417e+00, -2.890899934179497e+00, -1.119191618466177e+01, 5.839870311537838e+02, 2.305261853507744e+02, 2.647128207348816e+01, 2.180383622411637e-01, 3.278945505011063e+20
25, 0.000000000000000e+00, 6.277862523090000e+00, 8.858490747895098e+00, -3.026363380497724e+00, -7.073223703823245e+00, 5.956295210591784e+02, 2.369154776522199e+02, 2.674445166729044e+01, 1.419323036774327e-01, 3.370221109317428e+20
26, 0.000000000000000e+00, 6.424807704998099e+00, 8.878908005331876e+00, -3.014169409933981e+00, -3.481657309136851e+00, 5.980522129920088e+02, 2.387431878304762e+02, 2.688880070467094e+01, 8.453409615896411e-02, 3.396331254721088e+20
27, 0.000000000000000e+00, 6.573995866626861e+00, 8.851246431883597e+00, -2.739444418126283e+00, -4.278948343398874e-01, 5.970281461649918e+02, 2.386375507341327e+02, 2.696089783180393e+01, 5.098720054594123e-02, 3.394822153344753e+20
28, 0.000000000000000e+00, 6.725450669246378e+00, 8.817511661372919e+00, -2.630296532950481e+00, 2.368331309432006e+00, 5.946831477892279e+02, 2.375891097201793e+02, 2.694514267114514e+01, 6.535534137547624e-02, 3.379844424573990e+20
29, 0.000000000000000e+00, 6.879195151246262e+00, 8.769813560418333e+00, -2.589089978541556e+00, 5.201996559146934e+00, 5.907684772956428e+02, 2.355373824138402e+02, 2.685774113567413e+01, 1.080534960764083e-01, 3.350534034483432e+20
30, 0.000000000000000e+00, 7.035251752666369e+00, 8.660527070610929e+00, -2.593716684665634e+00, 8.116332952761571e+00, 5.828182239530863e+02, 2.314506658319302e+02, 2.672477828945846e+01, 1.608457439997537e-01, 3.292152369027574e+20
31, 0.000000000000000e+00, 7.193696119422449e+00, 8.503140206559161e+00, -2.512969335315412e+00, 1.100389184344544e+01, 5.716171746526533e+02, 2.256503145300270e+02, 2.653729199431108e+01, 2.177780793795669e-01, 3.209290207571815e+20
32, 0.000000000000000e+00, 7.354809265001755e+00, 8.298230695516274e+00, -2.310549996970451e+00, 1.369231779874219e+01, 5.550036524892065e+02, 2.173542484737546e+02, 2.619284235990163e+01, 2.763332751801884e-01, 3.090774978196494e+20
33, 0.000000000000000e+00, 7.518318750111869e+00, 8.009874748002526e+00, -1.956282177505125e+00, 1.581899807691723e+01, 5.341374996536591e+02, 2.073111368646322e+02, 2.588194489761914e+01, 3.305876043817608e-01, 2.947301955209032e+20
34, 0.000000000000000e+00, 7.684244345251483e+00, 7.674282780643369e+00, -1.553304940431644e+00, 1.739956776749542e+01, 5.107114386835702e+02, 1.963318397336577e+02, 2.558308643888652e+01, 3.803504128864847e-01, 2.790454853337967e+20
35, 0.000000000000000e+00, 7.852684466104718e+00, 7.330838649396879e+00, -1.090330208903699e+00, 1.849064200793617e+01, 4.871886578597216e+02, 1.855152063372999e+02, 2.530613688415617e+01, 4.244974732640123e-01, 2.635931519104285e+20
36, 0.000000000000000e+00, 8.023963535702407e+00, 6.964807587206749e+00, -7.127187508859160e-01, 1.907600856230289e+01, 4.626720473874361e+02, 1.746047231095625e+02, 2.506956881770630e+01, 4.626407092787111e-01, 2.480067472993750e+20
37, 0.000000000000000e+00, 8.197733200565789e+00, 6.629770641668776e+00, -3.266724750557356e-01, 1.938182328652297e+01, 4.400055781182202e+02, 1.646666418543681e+02, 2.483745679215835e+01, 4.958384748181056e-01, 2.338094883633830e+20
38, 0.000000000000000e+00, 8.374042818893683e+00, 6.328489401004666e+00, -3.674699786938807e-02, 1.956450864961147e+01, 4.181431809046959e+02, 1.551605040878631e+02, 2.451777892892275e+01, 5.276732446256098e-01, 2.202292915540902e+20
39, 0.000000000000000e+00, 8.553379198413301e+00, 6.046749704190100e+00, 1.985649721973028e-01, 1.950914116847467e+01, 3.973974310937315e+02, 1.463688691323768e+02, 2.420620602684289e+01, 5.542571093440064e-01, 2.076698130462526e+20
40, 0.000000000000000e+00, 8.735274036618346e+00, 5.761124030472573e+00, 3.554166229365722e-01, 1.919789965285020e+01, 3.770033479216071e+02, 1.380022510008943e+02, 2.395404963874286e+01, 5.755292684648576e-01, 1.957175014298490e+20
41, 0.000000000000000e+00, 8.919996411051001e+00, 5.497440885555268e+00, 5.065305988976114e-01, 1.902713956564105e+01, 3.582302518641681e+02, 1.301118366613392e+02, 2.366771000725318e+01, 6.014847719971479e-01, 1.844454809447703e+20
42, 0.000000000000000e+00, 9.107652654219878e+00, 5.254942884897694e+00, 6.372810356767344e-01, 1.884237098478095e+01, 3.406074589960405e+02, 1.227151078733323e+02, 2.335232000827377e+01, 6.274610473062043e-01, 1.738787255333318e+20
43, 0.000000000000000e+00, 9.298008662235221e+00, 5.011380322778958e+00, 7.611429569667778e-01, 1.858236422725379e+01, 3.230310917224591e+02, 1.154085113591472e+02, 2.302928612992394e+01, 6.535869398823483e-01, 1.634407305130674e+20
44, 0.000000000000000e+00, 9.491561565917683e+00, 4.756523268805094e+00, 8.752156651254637e-01, 1.817947200221842e+01, 3.050157310288640e+02, 1.080776648817515e+02, 2.272198805176919e+01, 6.784333216503239e-01, 1.529680926882164e+20
45, 0.000000000000000e+00, 9.687804574722264e+00, 4.488040701333448e+00, 9.703197117198245e-01, 1.758760599679222e+01, 2.862972111111167e+02, 1.006925657593612e+02, 2.243575146933144e+01, 7.002861902322630e-01, 1.424179510848017e+20
46, 0.000000000000000e+00, 9.886344317334059e+00, 4.214051640046012e+00, 1.035793533523734e+00, 1.682931356408936e+01, 2.671617596855616e+02, 9.337181448573922e+01, 2.215725445754617e+01, 7.183987452899590e-01, 1.319597349796275e+20
47, 0.000000000000000e+00, 1.008520852798099e+01, 3.947149445999383e+00, 1.055743646045799e+00, 1.601344317890344e+01, 2.483162804262069e+02, 8.627684376478462e+01, 2.185801296483217e+01, 7.349767448679480e-01, 1.218240625211209e+20
48, 0.000000000000000e+00, 1.028407281949622e+01, 3.670684445652800e+00, 9.563821601253100e-01, 1.504195808751094e+01, 2.280559232025892e+02, 7.884455945803732e+01, 2.147952531071232e+01, 7.487848033094849e-01, 1.112065135114819e+20
49, 0.000000000000000e+00, 1.048293701890614e+01, 3.404499425603203e+00, 9.604990720898628e-01, 1.393550655031810e+01, 2.091349696701286e+02, 7.219145685312120e+01, 2.120471993921117e+01, 7.530405157904619e-01, 1.017020812187446e+20
50, 0.000000000000000e+00, 1.068180130839930e+01, 3.159563019201497e+00, 8.799342062071525e-01, 1.309287567916409e+01, 1.910079703931742e+02, 6.550309363718512e+01, 2.073169398397993e+01, 7.709127180213751e-01, 9.214727662455017e+19
51, 0.000000000000000e+00, 1.088066549673348e+01, 2.919453770612153e+00, 7.892001594453443e-01, 1.228486326907399e+01, 1.735361168727856e+02, 5.903300457955818e+01, 2.022056494738744e+01, 7.925056824610720e-01, 8.290429225651169e+19
52, 0.000000000000000e+00, 1.107952975567372e+01, 2.682494224731444e+00, 6.859798580255700e-01, 1.150684965927185e+01, 1.568199894095047e+02, 5.282093566863954e+01, 1.969097833712118e+01, 8.184465794996628e-01, 7.402990809805649e+19
53, 0.000000000000000e+00, 1.127839398633284e+01, 2.459922042654481e+00, 5.787353348858113e-01, 1.080457792659588e+01, 1.414313626982039e+02, 4.705404516508143e+01, 1.912826681056356e+01, 8.499761837348613e-01, 6.579149309297348e+19
54, 0.000000000000000e+00, 1.147725824863412e+01, 2.258651607909079e+00, 4.856670123631645e-01, 1.015136698438917e+01, 1.275634398234642e+02, 4.187955425976925e+01, 1.854183890650527e+01, 8.831435948732494e-01, 5.839936322824179e+19
55, 0.000000000000000e+00, 1.167612247507082e+01, 2.079825533698727e+00, 4.026325731679254e-01, 9.515896859072908e+00, 1.150975746439239e+02, 3.731575912628234e+01, 1.794177373133824e+01, 9.137229209633867e-01, 5.187965589468906e+19
56, 0.000000000000000e+00, 1.187498673148698e+01, 1.925254870396891e+00, 3.329217455852552e-01, 8.900077011287443e+00, 1.040287815111373e+02, 3.337133527362927e+01, 1.733346362954520e+01, 9.390797402728707e-01, 4.624476467661324e+19
57, 0.000000000000000e+00, 1.207385095521585e+01, 1.788961835150727e+00, 2.833314624259380e-01, 8.330383436313166e+00, 9.424313316817670e+01, 2.993011552866736e+01, 1.673043825786571e+01, 9.627140081057046e-01, 4.132873646952481e+19
58, 0.000000000000000e+00, 1.227271522421215e+01, 1.665949442172233e+00, 2.597242048782628e-01, 7.813747359382959e+00, 8.566406435779612e+01, 2.692781549370696e+01, 1.616364507352381e+01, 9.865149279487381e-01, 3.703973641958136e+19
59, 0.000000000000000e+00, 1.247157944451681e+01, 1.551439862810316e+00, 2.425235350987620e-01, 7.360105171602012e+00, 7.799784570788410e+01, 2.420821751309091e+01, 1.560370987840905e+01, 1.015562761813863e+00, 3.315459644727273e+19
60, 0.000000000000000e+00, 1.267044371678944e+01, 1.444717614233391e+00, 2.418867920290702e-01, 6.921347463138334e+00, 7.094011020987143e+01, 2.173619149917886e+01, 1.504528724854837e+01, 1.044500079183955e+00, 2.962313071311266e+19
61, 0.000000000000000e+00, 1.286930792373560e+01, 1.358753723529216e+00, 2.020116996816616e-01, 6.549982675905734e+00, 6.514033529759344e+01, 1.973518264154173e+01, 1.452447364065485e+01, 1.069526716455578e+00, 2.676454663077390e+19
62, 0.000000000000000e+00, 1.306817211272491e+01, 1.266164214953554e+00, 1.885856488715224e-01, 6.167134891184569e+00, 5.947071776250732e+01, 1.777498853544529e+01, 1.403845435332992e+01, 1.099189835177326e+00, 2.396426933635041e+19
63, 0.000000000000000e+00, 1.326703641483736e+01, 1.176920891021387e+00, 1.776689598837380e-01, 5.822914620875320e+00, 5.434008229582689e+01, 1.596879721026938e+01, 1.356828426795187e+01, 1.135713353543745e+00, 2.138399601467055e+19
64, 0.000000000000000e+00, 1.346590063883365e+01, 1.098683896644297e+00, 1.584755316192726e-01, 5.514412872548811e+00, 5.000122184029550e+01, 1.446043050535538e+01, 1.316159320212281e+01, 1.169735142815619e+00, 1.922918643622196e+19
65, 0.000000000000000e+00, 1.366476487891696e+01, 1.029929683583853e+00, 1.374758904633920e-01, 5.230934484880577e+00, 4.633910305822244e+01, 1.321846750900361e+01, 1.283433978036949e+01, 1.198590565653660e+00, 1.745495358429087e+19
66, 0.000000000000000e+00, 1.386362911900027e+01, 9.690173813441811e-01, 1.208248484096717e-01, 4.974184568897845e+00, 4.323697337858803e+01, 1.218505422261582e+01, 1.257464980216683e+01, 1.223788718871899e+00, 1.597864888945117e+19
67, 0.000000000000000e+00, 1.406249335908358e+01, 9.134049635956635e-01, 1.045669160532817e-01, 4.756310480624561e+00, 4.060823926640705e+01, 1.128746022720778e+01, 1.235756392517744e+01, 1.252221938104823e+00, 1.469637175315397e+19
68, 0.000000000000000e+00, 1.426135759916689e+01, 8.884470864493170e-01, 1.549022287376175e-01, 4.610225058998936e+00, 4.014179744465292e+01, 1.126675002650179e+01, 1.268139678585634e+01, 1.232219292368624e+00, 1.466678575214542e+19
69, 0.000000000000000e+00, 1.446022183925020e+01, 8.160941095243224e-01, 1.642722282644442e-01, 4.350051118098150e+00, 3.650822376522422e+01, 9.959234396785858e+00, 1.220353667616938e+01, 1.290496080209490e+00, 1.279890628112265e+19
70, 0.000000000000000e+00, 1.465908607933351e+01, 7.804232925557115e-01, 1.566519767737042e-01, 4.218269948897087e+00, 3.547103887637367e+01, 9.622088180887225e+00, 1.232931957909283e+01, 1.301876656504144e+00, 1.231726882983889e+19
71, 0.000000000000000e+00, 1.485795031941682e+01, 7.193573985854145e-01, 1.530069983020967e-01, 3.988952245897516e+00, 3.251235771937516e+01, 8.574558082211496e+00, 1.191974684499388e+01, 1.358425562286584e+00, 1.082079726030214e+19
72, 0.000000000000000e+00, 1.505681455950013e+01, 6.871381707864651e-01, 1.141174902052544e-01, 3.908259895713655e+00, 3.165327347368031e+01, 8.211689541831554e+00, 1.195056524429847e+01, 1.391125071787397e+00, 1.030241363118793e+19
73, 0.000000000000000e+00, 1.525567879958344e+01, 6.291241709850035e-01, 6.727016760131344e-02, 3.692698364054436e+00, 2.897640390059454e+01, 7.254200913981679e+00, 1.153063456872745e+01, 1.461130113950086e+00, 8.934572734259541e+18
74, 0.000000000000000e+00, 1.545454303966675e+01, 6.129287243688238e-01, 7.086263573280888e-02, 3.634136673934325e+00, 2.868172447791076e+01, 7.161594437758324e+00, 1.168422061657026e+01, 1.466256455158614e+00, 8.802277768226177e+18
75, 0.000000000000000e+00, 1.565340727975006e+01, 5.653974163656909e-01, 5.460809903771895e-02, 3.444822497510099e+00, 2.643189050221468e+01, 6.374016079245475e+00, 1.127351469028089e+01, 1.533818262869307e+00, 7.677165827493536e+18
76, 0.000000000000000e+00, 1.585227151983338e+01, 5.346533983753938e-01, 4.314191720983699e-02, 3.312456715324080e+00, 2.511090686202876e+01, 5.939187036862164e+00, 1.110848084929240e+01, 1.571170652172074e+00, 7.055981481231662e+18
77, 0.000000000000000e+00, 1.605113575991669e+01, 5.109708717792772e-01, 2.501243214975593e-02, 3.215059783711300e+00, 2.415219540644416e+01, 5.614762970686592e+00, 1.098842082942056e+01, 1.604258659531535e+00, 6.592518529552274e+18
78, 0.000000000000000e+00, 1.625000000000000e+01, 4.450964718209735e-01, -2.370071676676389e-02, 2.903933442883376e+00, 2.111173755166178e+01, 4.655228377548373e+00, 1.045891996964828e+01, 1.705059476466996e+00, 5.221754825069104e+18
79, 9.999999999999992e-02, 3.249999995358980e+00, 2.214347816454774e+00, -8.957899730656265e-01, -1.573490575896615e+01, 1.521987181529915e+02, 3.844491785221646e+01, 1.736173403587867e+01, 1.443644913215574e+00, 5.349273978888065e+19
80, 9.999999999999992e-02, 3.350426435738654e+00, 2.628847749035326e+00, 9.796966065531632e-01, -1.729552494772491e+01, 1.780171078134542e+02, 4.837592880039739e+01, 1.840195150827935e+01, 1.298278838458411e+00, 6.767989828628199e+19
81, 9.999999999999992e-02, 3.452243946209192e+00, 2.549879204375780e+00, 5.732284010734615e-01, -1.763914259735659e+01, 1.740879589618878e+02, 4.520516808949754e+01, 1.772835670486749e+01, 1.389276889494721e+00, 6.315024012785363e+19
82, 9.999999999999992e-02, 3.555504039717715e+00, 2.632697136530159e+00, 7.397047834380749e-01, -1.797753500455732e+01, 1.794701812457179e+02, 4.719436412867149e+01, 1.792624129597858e+01, 1.364231032370596e+00, 6.599194875524498e+19
83, 9.999999999999992e-02, 3.660256246921753e+00, 2.688272982508090e+00, 7.684084730976039e-01, -1.838017166164858e+01, 1.835746630261206e+02, 4.825227617129795e+01, 1.794917275338601e+01, 1.365114727831687e+00, 6.750325167328279e+19
84, 9.999999999999992e-02, 3.766709454272561e+00, 2.746352896881815e+00, 8.053081619069462e-01, -1.873865783072826e+01, 1.877327100020872e+02, 4.947468521951567e+01, 1.801468604988412e+01, 1.359895245275642e+00, 6.924955031359382e+19
85, 9.999999999999992e-02, 3.875010338234202e+00, 2.813776738788534e+00, 8.244548067095109e-01, -1.914494453735489e+01, 1.924861769639953e+02, 5.089370578852856e+01, 1.808732906450878e+01, 1.353366945490584e+00, 7.127672255504081e+19
86, 9.999999999999992e-02, 3.984896883067700e+00, 2.893472970451383e+00, 8.486747746178830e-01, -1.960440536276909e+01, 1.980134126165381e+02, 5.259008559295759e+01, 1.817541968769576e+01, 1.344418750039680e+00, 7.370012227565371e+19
87, 9.999999999999992e-02, 4.096413312691068e+00, 2.999328786830923e+00, 9.129127063459532e-01, -2.011272814673506e+01, 2.050290970023171e+02, 5.498190835632472e+01, 1.833140421207985e+01, 1.325048994488823e+00, 7.711701193760675e+19
88, 9.999999999999992e-02, 4.209602271115884e+00, 3.124633662509623e+00, 9.776693868029890e-01, -2.068650890678462e+01, 2.132076851076861e+02, 5.783105665452081e+01, 1.850810779785059e+01, 1.302049674176660e+00, 8.118722379217258e+19
89, 9.999999999999992e-02, 4.324504905632469e+00, 3.273880418714008e+00, 1.054798920368185e+00, -2.132180098247789e+01, 2.228086707200968e+02, 6.128300134283378e+01, 1.871876596119109e+01, 1.273764756941789e+00, 8.611857334690539e+19
90, 9.999999999999992e-02, 4.441160944734967e+00, 3.447395832828911e+00, 1.139417047763470e+00, -2.200052975404268e+01, 2.337546655336216e+02, 6.534602892632171e+01, 1.895518591281094e+01, 1.240496683081260e+00, 9.192289846617388e+19
91, 9.999999999999992e-02, 4.559667485301624e+00, 3.654008502550703e+00, 1.226930255504401e+00, -2.272396547740187e+01, 2.465351096025300e+02, 7.026797050765700e+01, 1.923037958412139e+01, 1.200297032319923e+00, 9.895424358236714e+19
92, 9.999999999999992e-02, 4.680124180228400e+00, 3.900226658180607e+00, 1.309044857040748e+00, -2.348619385911199e+01, 2.614872002166304e+02, 7.622140598278317e+01, 1.954281447282328e+01, 1.153025106772183e+00, 1.074591514039760e+20
93, 9.999999999999992e-02, 4.802409755488668e+00, 4.191310170819308e+00, 1.368372354829340e+00, -2.426397615142350e+01, 2.788012398322019e+02, 8.333775795799791e+01, 1.988346234507079e+01, 1.098984758984636e+00, 1.176253685114256e+20
94, 9.999999999999992e-02, 4.926560094915168e+00, 4.533083565350710e+00, 1.374343787599415e+00, -2.501830054765711e+01, 2.987135406846985e+02, 9.178664681204431e+01, 2.024817003454978e+01, 1.038153255035599e+00, 1.296952097314919e+20
95, 9.999999999999992e-02, 5.052609924641864e+00, 4.937079602658759e+00, 1.290904641013674e+00, -2.568752269198796e+01, 3.218322213383238e+02, 1.019350521590498e+02, 2.064683180399904e+01, 9.689671975247643e-01, 1.441929316557854e+20
96, 9.999999999999992e-02, 5.180592867889440e+00, 5.429840880130476e+00, 1.117183220209549e+00, -2.620796523173673e+01, 3.496407152038080e+02, 1.145109562596701e+02, 2.108919189118457e+01, 8.890914568478256e-01, 1.621585089423859e+20
97, 9.999999999999992e-02, 5.310541496825751e+00, 5.999311589650645e+00, 7.118610685237383e-01, -2.658087407699416e+01, 3.812005888649151e+02, 1.289092106937939e+02, 2.148733379946024e+01, 8.081058349077799e-01, 1.827274438482769e+20
98, 9.999999999999992e-02, 5.442487381088058e+00, 6.630558831276655e+00, -7.599837295878098e-02, -2.638671859469663e+01, 4.158795480997931e+02, 1.453501295885386e+02, 2.192124876457098e+01, 7.183571039323878e-01, 2.062144708407693e+20
99, 9.999999999999992e-02, 5.576461133376165e+00, 7.306539120271584e+00, -1.318803356481238e+00, -2.540068139029844e+01, 4.534070324784528e+02, 1.636544603298690e+02, 2.239835545064268e+01, 6.216502925339048e-01, 2.323635147569557e+20
100, 9.999999999999992e-02, 5.712492452321552e+00, 7.958180682279907e+00, -2.957943313067634e+00, -2.326981551809292e+01, 4.914627142147084e+02, 1.827569567489624e+02, 2.296466542358085e+01, 5.198352620325841e-01, 2.596527953556606e+20
101, 9.999999999999992e-02, 5.850610162890464e+00, 8.518965591190446e+00, -4.611683573838850e+00, -1.978375991095858e+01, 5.276202855826402e+02, 2.013599712963970e+02, 2.363666916375687e+01, 4.145287748593131e-01, 2.862285304234243e+20
102, 9.999999999999992e-02, 5.990842254153907e+00, 9.005901936648444e+00, -5.883284435482627e+00, -1.540276657240778e+01, 5.583815632907668e+02, 2.173152898945966e+02, 2.413031936426690e+01, 3.149912537580785e-01, 3.090218427065666e+20
103, 9.999999999999992e-02, 6.133215915496734e+00, 9.315124515044451e+00, -6.502790048521961e+00, -1.053654751319031e+01, 5.805215460072930e+02, 2.289170872663171e+02, 2.457477480806652e+01, 2.266109349052630e-01, 3.255958389518816e+20
104, 9.999999999999992e-02, 6.277862518448980e+00, 9.404176829738633e+00, -6.317386131166860e+00, -5.964987114714691e+00, 5.889322546787339e+02, 2.339674357009670e+02, 2.487909786650297e+01, 1.565466780102665e-01, 3.328106224299529e+20
105, 9.999999999999992e-02, 6.424807700357078e+00, 9.477659738205737e+00, -5.930328929341889e+00, -2.177320779184398e+00, 5.960224407291040e+02, 2.375667952450953e+02, 2.506597639155911e+01, 1.125202909355351e-01, 3.379525646358504e+20
106, 9.999999999999992e-02, 6.573995861985841e+00, 9.458541130365798e+00, -5.239037789644716e+00, 8.807054237557941e-01, 5.965649914834280e+02, 2.380292204390834e+02, 2.516553210039041e+01, 9.462623875957052e-02, 3.386131720558335e+20
107, 9.999999999999992e-02, 6.725450664605358e+00, 9.421084861702854e+00, -5.170747472274879e+00, 3.612519686003623e+00, 5.947231897691306e+02, 2.370446401042845e+02, 2.516107683817624e+01, 1.128081969614553e-01, 3.372066287204064e+20
108, 9.999999999999992e-02, 6.879195146605242e+00, 9.358754677518576e+00, -5.229721127933892e+00, 6.469220295339003e+00, 5.902627280127783e+02, 2.346262449976812e+02, 2.507024204420018e+01, 1.500355571031282e-01, 3.337517785681160e+20
109, 9.999999999999992e-02, 7.035251748025349e+00, 9.247599100794512e+00, -5.367883604609101e+00, 9.595172671848422e+00, 5.835599520480662e+02, 2.308096479166499e+02, 2.495887261125105e+01, 2.011288865892822e-01, 3.282994970237857e+20
110, 9.999999999999992e-02, 7.193696114781429e+00, 9.068745586200878e+00, -5.222536846348286e+00, 1.279317122874353e+01, 5.706101087146731e+02, 2.240330945870501e+02, 2.470386807718388e+01, 2.590925235115006e-01, 3.186187065529287e+20
111, 9.999999999999992e-02, 7.354809260360735e+00, 8.867466586605646e+00, -4.828699079026510e+00, 1.580071944918446e+01, 5.540281236784817e+02, 2.154543822931173e+02, 2.429717441716243e+01, 3.194649456359775e-01, 3.063634032758819e+20
112, 9.999999999999992e-02, 7.518318745470849e+00, 8.573183527460888e+00, -4.141860128640630e+00, 1.823509342144204e+01, 5.341495704346949e+02, 2.055024468162084e+02, 2.397037765002471e+01, 3.765198428646661e-01, 2.921463525945835e+20
