,Density,Eddy_Viscosity,Energy,Heat_Flux,Laminar_Viscosity,Mach,Momentum:0,Momentum:1,Momentum:2,Omega,Pressure,Pressure_Coefficient,Skin_Friction_Coefficient:0,Skin_Friction_Coefficient:1,Skin_Friction_Coefficient:2,Temperature,Turb_Kin_Energy,Y_Plus,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2,Ptot,Z
16,7.7052,0.00018875,1953000.0,0,2.0062e-05,0.26388,758.51,-6.9796,0,498470.0,766210.0,-60347.0,0,0,0,334.81,12.215,0,,0.0011696,-0.0069304,0,0,804837.1666516745,1.0004592587661727
17,7.698,0.00018831,1951400.0,0,2.0057e-05,0.26677,765.96,-7.3234,0,485870.0,765250.0,-62050.0,0,0,0,334.71,11.89,0,,0.0012427,-0.0068573,0,0,804665.3295319799,1.0004546782280648
18,7.6908,0.00018788,1949800.0,0,2.0053e-05,0.26965,773.41,-7.6672,0,473280.0,764300.0,-63753.0,0,0,0,334.61,11.566,0,,0.0013158,-0.0067842,0,0,804503.1612968864,1.0004501095934493
19,7.6836,0.00018744,1948200.0,0,2.0048e-05,0.27253,780.86,-8.0109,0,460690.0,763340.0,-65456.0,0,0,0,334.5,11.242,0,,0.0013889,-0.0067111,0,0,804414.3691421034,1.0004451502479117
20,7.6764,0.00018701,1946500.0,0,2.0043e-05,0.27542,788.3,-8.3547,0,448100.0,762390.0,-67159.0,0,0,0,334.4,10.917,0,,0.001462,-0.006638,0,0,804250.2515192663,1.0004405908205594
21,7.6681,0.00018667,1944700.0,0,2.0038e-05,0.27885,797.07,-8.5919,0,439640.0,761280.0,-69151.0,0,0,0,334.27,10.703,0,,0.0015351,-0.0065649,0,0,804169.1615497774,1.0004347584262248
22,7.6594,0.00018637,1942800.0,0,2.0031e-05,0.28249,806.33,-8.7897,0,432700.0,760100.0,-71251.0,0,0,0,334.13,10.529,0,,0.0016082,-0.0064918,0,0,804096.8679654497,1.0004284949232796
23,7.6507,0.00018607,1940900.0,0,2.0025e-05,0.28613,815.58,-8.9875,0,425760.0,758920.0,-73350.0,0,0,0,333.99,10.355,0,,0.0016813,-0.0064187,0,0,804023.1153451612,1.0004222382975432
24,7.642,0.00018577,1939000.0,0,2.0019e-05,0.28977,824.84,-9.1852,0,418820.0,757750.0,-75449.0,0,0,0,333.86,10.182,0,,0.0017544,-0.0063456,0,0,803873.5105847972,1.0004163841014604
25,7.6333,0.00018546,1937200.0,0,2.0013e-05,0.29341,834.1,-9.383,0,411880.0,756570.0,-77549.0,0,0,0,333.72,10.008,0,,0.0018275,-0.0062725,0,0,803796.8130117583,1.000410141371183
26,7.6246,0.00018516,1935300.0,0,2.0007e-05,0.29704,843.35,-9.5807,0,404950.0,755400.0,-79648.0,0,0,0,333.58,9.8345,0,,0.0019006,-0.0061994,0,0,803729.4156469447,1.0004039122696522
27,7.6159,0.00018486,1933400.0,0,2.0001e-05,0.30068,852.61,-9.7785,0,398010.0,754220.0,-81748.0,0,0,0,333.44,9.6608,0,,0.0019737,-0.0061263,0,0,803649.7791734214,1.0003976834110908
28,7.6058,0.00018464,1931300.0,0,1.9993e-05,0.30523,864.08,-9.0337,0,391700.0,752830.0,-84236.0,0,0,0,333.27,9.5092,0,,0.0020468,-0.0060532,0,0,803597.4078046302,1.0003901571026614
29,7.5956,0.00018443,1929100.0,0,1.9985e-05,0.3098,875.62,-8.2627,0,385420.0,751430.0,-86734.0,0,0,0,333.09,9.3582,0,,0.0021199,-0.0059801,0,0,803617.458638669,1.0003822445277641
30,7.5855,0.00018422,1927000.0,0,1.9977e-05,0.31437,887.16,-7.4916,0,379130.0,750030.0,-89233.0,0,0,0,332.92,9.2072,0,,0.002193,-0.005907,0,0,803550.1759302216,1.0003747310879492
31,7.5722,0.00018402,1924200.0,0,1.9967e-05,0.31978,900.54,-7.0701,0,373120.0,748220.0,-92463.0,0,0,0,332.7,9.0674,0,,0.0022661,-0.0058339,0,0,803461.9162682134,1.0003650235969963
32,7.5569,0.00018384,1920900.0,0,1.9955e-05,0.32578,915.17,-6.8868,0,367300.0,746130.0,-96191.0,0,0,0,332.44,8.9352,0,,0.0023392,-0.0057608,0,0,803406.6037830161,1.000353602287581
33,7.5415,0.00018366,1917500.0,0,1.9944e-05,0.33178,929.8,-6.7034,0,361480.0,744050.0,-99919.0,0,0,0,332.19,8.803,0,,0.0024123,-0.0056877,0,0,803272.0862433222,1.0003425993449953
34,7.5261,0.0001835,1914200.0,0,1.9932e-05,0.33791,944.72,-6.536,0,356130.0,741940.0,-103680.0,0,0,0,331.93,8.6829,0,,0.0024854,-0.0056146,0,0,803185.4865276562,1.0003312108163278
35,7.5105,0.00018337,1911000.0,0,1.9919e-05,0.34451,960.68,-6.4261,0,352520.0,739760.0,-107570.0,0,0,0,331.64,8.6066,0,,0.0025585,-0.0055415,0,0,803273.9183300898,1.000318632776057
36,7.4949,0.00018325,1907700.0,0,1.9906e-05,0.35111,976.64,-6.3163,0,348910.0,737590.0,-111450.0,0,0,0,331.35,8.5303,0,,0.0026316,-0.0054684,0,0,803368.4811635567,1.0003060834426403
37,7.4794,0.00018312,1904500.0,0,1.9893e-05,0.35771,992.59,-6.2064,0,345300.0,735410.0,-115340.0,0,0,0,331.06,8.4541,0,,0.0027047,-0.0053953,0,0,803447.1114162508,1.0002935519404859
38,7.4579,0.00018293,1899800.0,0,1.9877e-05,0.36556,1010.9,-5.8453,0,341910.0,732500.0,-120540.0,0,0,0,330.7,8.3865,0,,0.0027778,-0.0053222,0,0,803311.4900852472,1.000277924499713
39,7.4348,0.00018274,1894800.0,0,1.986e-05,0.37361,1029.4,-5.6205,0,338320.0,729380.0,-126100.0,0,0,0,330.31,8.3156,0,,0.0028509,-0.0052491,0,0,803190.124023462,1.0002610614680059
40,7.4084,0.00018261,1888700.0,0,1.9841e-05,0.38135,1046.3,-6.454,0,333290.0,725880.0,-132350.0,0,0,0,329.9,8.2151,0,,0.002924,-0.005176,0,0,802804.3940648478,1.0002432872650027
41,7.3862,0.00018255,1883900.0,0,1.9824e-05,0.38913,1063.8,-6.4015,0,329470.0,722880.0,-137720.0,0,0,0,329.52,8.1427,0,,0.0029971,-0.0051029,0,0,802708.3175664084,1.0002269829975206
42,7.3691,0.00018257,1880700.0,0,1.9808e-05,0.39696,1082.2,-5.3067,0,327080.0,720450.0,-142050.0,0,0,0,329.18,8.1032,0,,0.0030702,-0.0050298,0,0,802900.5283626067,1.0002125444653447
43,7.3446,0.00018251,1875300.0,0,1.9788e-05,0.40573,1101.6,-5.3711,0,324040.0,717060.0,-148110.0,0,0,0,328.72,8.052,0,,0.0031433,-0.0049567,0,0,803034.6472007775,1.0001930164341948
44,7.3179,0.00018241,1869400.0,0,1.9765e-05,0.41474,1121.2,-5.7551,0,320840.0,713370.0,-154690.0,0,0,0,328.23,7.9977,0,,0.0032164,-0.0048836,0,0,803073.6758683413,1.0001722521074476
45,7.2904,0.00018225,1863300.0,0,1.9744e-05,0.42324,1139.0,-5.8421,0,318000.0,709690.0,-161260.0,0,0,0,327.77,7.9494,0,,0.0032895,-0.0048105,0,0,802848.9482347826,1.0001527520068423
46,7.2633,0.00018215,1857400.0,0,1.9723e-05,0.43203,1157.5,-5.8681,0,315310.0,706020.0,-167820.0,0,0,0,327.29,7.9075,0,,0.0033626,-0.0047374,0,0,802792.8559393927,1.000132540894701
47,7.2368,0.00018217,1851700.0,0,1.97e-05,0.44125,1177.0,-5.7995,0,312860.0,702360.0,-174350.0,0,0,0,326.78,7.8755,0,,0.0034357,-0.0046643,0,0,802992.9139928393,1.0001112190828874
48,7.2066,0.00018213,1845100.0,0,1.9675e-05,0.45083,1196.5,-5.7115,0,310170.0,698270.0,-181650.0,0,0,0,326.24,7.8389,0,,0.0035088,-0.0045912,0,0,802938.2684450678,1.0000886677974687
49,7.1749,0.00018208,1838100.0,0,1.965e-05,0.46055,1216.0,-5.6153,0,307390.0,694000.0,-189280.0,0,0,0,325.68,7.8006,0,,0.0035819,-0.0045181,0,0,802826.9207056197,1.0000653774398662
50,7.143,0.00018191,1831200.0,0,1.9624e-05,0.47044,1235.4,-5.5149,0,305720.0,689700.0,-196960.0,0,0,0,325.1,7.7857,0,,0.003655,-0.004445,0,0,802832.3336788829,1.000041392268212
51,7.1103,0.00018177,1824100.0,0,1.9596e-05,0.48068,1255.3,-5.4307,0,304140.0,685270.0,-204870.0,0,0,0,324.5,7.7752,0,,0.0037281,-0.0043719,0,0,802835.8181054285,1.0000166978587743
52,7.0759,0.0001817,1816600.0,0,1.9566e-05,0.49165,1276.5,-5.3805,0,302730.0,680570.0,-213270.0,0,0,0,323.84,7.7736,0,,0.0038012,-0.0042988,0,0,803018.1883025083,0.9999896896328306
53,7.039,0.00018155,1808600.0,0,1.9535e-05,0.50279,1297.2,-5.3068,0,301000.0,675590.0,-222170.0,0,0,0,323.15,7.7631,0,,0.0038743,-0.0042257,0,0,803100.1075898146,0.9999615895516586
54,7.0007,0.00018135,1800200.0,0,1.9503e-05,0.51403,1317.6,-5.2197,0,299070.0,670440.0,-231360.0,0,0,0,322.45,7.7475,0,,0.0039474,-0.0041526,0,0,803032.6347410474,0.9999332350633724
55,6.962,0.00018109,1791600.0,0,1.9471e-05,0.52489,1336.5,-5.172,0,297220.0,665300.0,-240530.0,0,0,0,321.75,7.7312,0,,0.0040205,-0.0040795,0,0,802942.7443049705,0.9999050489069344
56,6.9233,0.00018081,1783100.0,0,1.9439e-05,0.53577,1355.2,-5.1268,0,295610.0,660160.0,-249710.0,0,0,0,321.06,7.7203,0,,0.0040936,-0.0040064,0,0,802729.4022643811,0.999877437134346
57,6.8845,0.00018049,1774700.0,0,1.9406e-05,0.54681,1373.8,-5.0821,0,294670.0,655000.0,-258920.0,0,0,0,320.34,7.7252,0,,0.0041667,-0.0039333,0,0,802720.6450289309,0.9998487913489925
58,6.8432,0.00018026,1765600.0,0,1.9371e-05,0.55854,1393.1,-5.0311,0,293450.0,649500.0,-268750.0,0,0,0,319.56,7.73,0,,0.0042398,-0.0038602,0,0,802782.9268776273,0.9998179443155424
59,6.7999,0.00018011,1756200.0,0,1.9333e-05,0.57079,1412.9,-4.9755,0,292030.0,643730.0,-279050.0,0,0,0,318.74,7.7349,0,,0.0043129,-0.0037871,0,0,802818.9253883304,0.9997857322542316
60,6.7558,0.00017959,1746400.0,0,1.9295e-05,0.58268,1431.1,-4.8281,0,291250.0,637910.0,-289450.0,0,0,0,317.92,7.7424,0,,0.004386,-0.003714,0,0,802744.6713040478,0.9997537621868487
61,6.7116,0.00017907,1736800.0,0,1.9257e-05,0.59469,1449.3,-4.3327,0,290620.0,632090.0,-299840.0,0,0,0,317.1,7.7539,0,,0.0044591,-0.0036409,0,0,802621.6114733319,0.9997220320902829
62,6.6651,0.00017874,1726600.0,0,1.9216e-05,0.60765,1468.5,-3.1787,0,289740.0,625910.0,-310870.0,0,0,0,316.19,7.7701,0,,0.0045322,-0.0035678,0,0,802788.3744759712,0.9996870027423914
63,6.615,0.00017839,1715400.0,0,1.9171e-05,0.62071,1486.5,-2.995,0,288170.0,619320.0,-322640.0,0,0,0,315.23,7.771,0,,0.0046053,-0.0034947,0,0,802811.4209753826,0.9996503794630148
64,6.5654,0.00017798,1704400.0,0,1.9128e-05,0.63363,1503.8,-2.5422,0,286860.0,612840.0,-334210.0,0,0,0,314.29,7.7761,0,,0.0046784,-0.0034216,0,0,802734.1040559921,0.9996148485325281
65,6.5137,0.00017744,1693000.0,0,1.9081e-05,0.64736,1521.9,-2.3329,0,286290.0,606070.0,-346300.0,0,0,0,313.28,7.7988,0,,0.0047515,-0.0033485,0,0,802836.0568597248,0.9995769230387644
66,6.4588,0.00017687,1680600.0,0,1.9031e-05,0.66119,1538.6,-2.9332,0,284880.0,598900.0,-359100.0,0,0,0,312.21,7.8011,0,,0.0048246,-0.0032754,0,0,802868.4610145137,0.9995371344130978
67,6.4073,0.00017626,1669200.0,0,1.8985e-05,0.67437,1554.3,-2.659,0,284010.0,592230.0,-371020.0,0,0,0,311.21,7.8131,0,,0.0048977,-0.0032023,0,0,802865.9956869947,0.9995003012277935
68,6.3529,0.00017568,1657000.0,0,1.8936e-05,0.6881,1569.8,-2.4986,0,282790.0,585200.0,-383580.0,0,0,0,310.15,7.82,0,,0.0049708,-0.0031292,0,0,802838.5218366801,0.9994616286120994
69,6.2973,0.00017494,1644500.0,0,1.8885e-05,0.702,1584.7,-2.3297,0,282160.0,578030.0,-396370.0,0,0,0,309.06,7.8384,0,,0.0050439,-0.0030561,0,0,802805.3124990645,0.9994222486951643
70,6.2395,0.00017409,1631500.0,0,1.8831e-05,0.71645,1599.5,-2.252,0,281740.0,570590.0,-409650.0,0,0,0,307.91,7.861,0,,0.005117,-0.002983,0,0,802850.3625828128,0.999381068669635
71,6.1803,0.0001733,1618200.0,0,1.8776e-05,0.73093,1613.3,-2.2081,0,280450.0,563030.0,-423160.0,0,0,0,306.74,7.8642,0,,0.0051901,-0.0029099,0,0,802808.5068530058,0.9993396714216659
72,6.122,0.00017238,1605000.0,0,1.8722e-05,0.74522,1626.2,-2.0161,0,279850.0,555610.0,-436420.0,0,0,0,305.57,7.8798,0,,0.0052632,-0.0028368,0,0,802866.0366179916,0.9992986434070155
73,6.0628,0.00017147,1591700.0,0,1.8666e-05,0.75967,1638.5,-1.9135,0,279110.0,548100.0,-449810.0,0,0,0,304.39,7.8938,0,,0.0053363,-0.0027637,0,0,802779.9815678484,0.9992578260356384
74,6.0024,0.00017052,1578100.0,0,1.8608e-05,0.77466,1650.8,-1.6714,0,278470.0,540430.0,-463520.0,0,0,0,303.15,7.9113,0,,0.0054094,-0.0026906,0,0,802904.4391689885,0.9992152348693704
75,5.94,0.00016947,1563900.0,0,1.8548e-05,0.78956,1661.6,-1.5845,0,277700.0,532570.0,-477560.0,0,0,0,301.87,7.9226,0,,0.0054825,-0.0026175,0,0,802998.5106073414,0.9991718060224991
76,5.879,0.00016841,1550000.0,0,1.8489e-05,0.80422,1671.6,-1.4224,0,277010.0,524910.0,-491240.0,0,0,0,300.62,7.9352,0,,0.0055556,-0.0025444,0,0,802993.2170316636,0.9991299883074801
77,5.8162,0.00016731,1535700.0,0,1.8427e-05,0.81929,1681.1,-1.2709,0,276340.0,517070.0,-505240.0,0,0,0,299.33,7.9492,0,,0.0056287,-0.0024713,0,0,802959.9661936095,0.9990873855977095
78,5.7517,0.00016614,1520900.0,0,1.8364e-05,0.83468,1689.8,-1.1292,0,275700.0,509050.0,-519560.0,0,0,0,297.99,7.9635,0,,0.0057018,-0.0023982,0,0,802980.9667284472,0.9990436355253774
79,5.6866,0.00016492,1506000.0,0,1.8299e-05,0.85016,1697.8,-1.0049,0,275070.0,500990.0,-533940.0,0,0,0,296.63,7.9774,0,,0.0057749,-0.0023251,0,0,802983.8803811593,0.9989998349628059
80,5.6212,0.00016366,1490900.0,0,1.8234e-05,0.8657,1705.0,-0.8907,0,274460.0,492930.0,-548340.0,0,0,0,295.26,7.9907,0,,0.005848,-0.002252,0,0,802932.1171430402,0.9989563712336088
81,5.5551,0.00016236,1475700.0,0,1.8167e-05,0.88134,1711.4,-0.77887,0,273840.0,484830.0,-562800.0,0,0,0,293.86,8.0036,0,,0.0059211,-0.0021789,0,0,802946.4871073648,0.9989124888747928
82,5.4885,0.00016102,1460300.0,0,1.8099e-05,0.89712,1716.9,-0.66755,0,273240.0,476700.0,-577330.0,0,0,0,292.44,8.0163,0,,0.0059942,-0.0021058,0,0,802941.1794082156,0.9988686353863104
83,5.4212,0.00015964,1444800.0,0,1.803e-05,0.91303,1721.7,-0.55712,0,272640.0,468530.0,-591910.0,0,0,0,290.99,8.0287,0,,0.0060673,-0.0020327,0,0,802989.2513068073,0.9988244358422637
84,5.3534,0.00015823,1429000.0,0,1.7959e-05,0.92906,1725.6,-0.44723,0,272060.0,460350.0,-606530.0,0,0,0,289.53,8.041,0,,0.0061404,-0.0019596,0,0,802941.0184169268,0.9987807307050626
85,5.2851,0.00015678,1413100.0,0,1.7888e-05,0.9452,1728.8,-0.33718,0,271480.0,452140.0,-621170.0,0,0,0,288.04,8.0532,0,,0.0062135,-0.0018865,0,0,802949.6572717911,0.9987367329351925
86,5.2165,0.0001553,1397100.0,0,1.7815e-05,0.96146,1731.1,-0.22648,0,270910.0,443930.0,-635840.0,0,0,0,286.54,8.0652,0,,0.0062866,-0.0018134,0,0,802865.3254292689,0.9986932813913328
87,5.1473,0.00015379,1381000.0,0,1.7741e-05,0.97784,1732.7,-0.11523,0,270350.0,435710.0,-650510.0,0,0,0,285.01,8.0771,0,,0.0063597,-0.0017403,0,0,802860.4913414582,0.9986495593494593
88,5.0778,0.00015224,1364600.0,0,1.7666e-05,0.99437,1733.4,-0.0037158,0,269800.0,427490.0,-665200.0,0,0,0,283.46,8.0891,0,,0.0064328,-0.0016672,0,0,802848.2502251456,0.9986060169160186
89,5.0079,0.00015066,1348200.0,0,1.7589e-05,1.011,1733.3,0.10965,0,269270.0,419270.0,-679880.0,0,0,0,281.89,8.101,0,,0.0065059,-0.0015941,0,0,802820.2254070132,0.9985626936218532
90,4.9376,0.00014906,1331600.0,0,1.7512e-05,1.0278,1732.5,0.22256,0,268740.0,411050.0,-694550.0,0,0,0,280.3,8.1129,0,,0.006579,-0.001521,0,0,802751.7628852851,0.9985196316329054
91,4.8671,0.00014743,1315000.0,0,1.7433e-05,1.0447,1730.8,0.33479,0,268220.0,402860.0,-709180.0,0,0,0,278.69,8.1248,0,,0.0066521,-0.0014479,0,0,802669.3861508415,0.9984767656619716
92,4.7964,0.00014578,1298200.0,0,1.7353e-05,1.0617,1728.5,0.44683,0,267710.0,394680.0,-723780.0,0,0,0,277.06,8.1367,0,,0.0067252,-0.0013748,0,0,802503.4522954357,0.9984342041757175
93,4.7254,0.0001441,1281300.0,0,1.7272e-05,1.0789,1725.2,0.55876,0,267220.0,386530.0,-738350.0,0,0,0,275.41,8.1488,0,,0.0067983,-0.0013017,0,0,802264.9924304588,0.9983919109062217
94,4.6542,0.0001424,1264300.0,0,1.7189e-05,1.0962,1721.2,0.67004,0,266730.0,378390.0,-752870.0,0,0,0,273.74,8.1611,0,,0.0068714,-0.0012286,0,0,801886.1653385306,0.9983500068991588
95,4.5827,0.00014068,1247200.0,0,1.7106e-05,1.1137,1716.5,0.78077,0,266260.0,370290.0,-767340.0,0,0,0,272.05,8.1736,0,,0.0069445,-0.0011555,0,0,801402.6471534743,0.9983084089148142
96,4.5112,0.00013894,1230000.0,0,1.7021e-05,1.1313,1711.0,0.89158,0,265800.0,362220.0,-781760.0,0,0,0,270.34,8.1865,0,,0.0070176,-0.0010824,0,0,800771.8742513173,0.9982671986158358
97,4.4395,0.00013719,1212800.0,0,1.6935e-05,1.149,1704.7,1.0031,0,265350.0,354180.0,-796110.0,0,0,0,268.62,8.1997,0,,0.0070907,-0.0010093,0,0,799866.836791512,0.9982268793141084
98,4.3677,0.00013542,1195500.0,0,1.6847e-05,1.1669,1697.8,1.1157,0,264900.0,346190.0,-810380.0,0,0,0,266.87,8.2132,0,,0.0071638,-0.0009362,0,0,798916.672389292,0.9981864779344175
99,4.2959,0.00013364,1178100.0,0,1.6759e-05,1.185,1690.0,1.2289,0,264470.0,338240.0,-824570.0,0,0,0,265.1,8.2271,0,,0.0072369,-0.0008631,0,0,797772.9332466769,0.9981465416712252
100,4.2241,0.00013185,1160600.0,0,1.6669e-05,1.2032,1681.6,1.3406,0,264040.0,330350.0,-838660.0,0,0,0,263.32,8.2414,0,,0.00731,-0.00079,0,0,796364.4274694205,0.9981074679351581
101,4.1524,0.00013005,1143200.0,0,1.6578e-05,1.2215,1672.5,1.4481,0,263620.0,322520.0,-852640.0,0,0,0,261.51,8.2563,0,,0.0073831,-0.0007169,0,0,794889.7135296536,0.9980683624498641
102,4.0807,0.00012824,1125600.0,0,1.6486e-05,1.24,1662.7,1.5498,0,263220.0,314750.0,-866520.0,0,0,0,259.7,8.2719,0,,0.0074562,-0.0006438,0,0,793004.1509987252,0.9980306593577712
103,4.0092,0.00012642,1108100.0,0,1.6393e-05,1.2586,1652.3,1.6447,0,262860.0,307040.0,-880280.0,0,0,0,257.86,8.2886,0,,0.0075293,-0.0005707,0,0,791024.3653794344,0.9979929975224086
104,3.9378,0.0001246,1090600.0,0,1.6299e-05,1.2774,1641.1,1.7311,0,262520.0,299410.0,-893900.0,0,0,0,256.01,8.3065,0,,0.0076024,-0.0004976,0,0,788763.53450344,0.9979562202003504
105,3.8668,0.00012277,1073000.0,0,1.6203e-05,1.2963,1629.4,1.8086,0,262210.0,291870.0,-907380.0,0,0,0,254.14,8.3254,0,,0.0076755,-0.0004245,0,0,786358.8982851665,0.9979198138717599
106,3.7961,0.00012095,1055500.0,0,1.6107e-05,1.3154,1617.1,1.8785,0,261920.0,284420.0,-920670.0,0,0,0,252.27,8.345,0,,0.0077486,-0.0003514,0,0,783571.6155079271,0.9978847456336142
107,3.726,0.00011913,1038100.0,0,1.601e-05,1.3344,1604.2,1.9429,0,261640.0,277090.0,-933770.0,0,0,0,250.39,8.3652,0,,0.0078217,-0.0002783,0,0,780634.5680284376,0.9978503370632056
108,3.6566,0.00011732,1020800.0,0,1.5913e-05,1.3535,1590.9,2.0049,0,261380.0,269880.0,-946640.0,0,0,0,248.5,8.3859,0,,0.0078948,-0.0002052,0,0,777521.396810208,0.9978165824531964
109,3.5878,0.00011551,1003600.0,0,1.5816e-05,1.3727,1577.1,2.0672,0,261120.0,262790.0,-959300.0,0,0,0,246.62,8.4071,0,,0.0079679,-0.0001321,0,0,774012.9736867539,0.9977844356219385
110,3.5196,0.00011372,986520.0,0,1.5717e-05,1.392,1562.7,2.1313,0,260880.0,255820.0,-971750.0,0,0,0,244.72,8.4293,0,,0.008041,-5.9e-05,0,0,770442.8566511198,0.9977524532651911
111,3.4517,0.00011193,969440.0,0,1.5618e-05,1.4114,1547.9,2.1966,0,260650.0,248930.0,-984050.0,0,0,0,242.82,8.4528,0,,0.0081141,1.41e-05,0,0,766469.3139253292,0.9977219515676427
112,3.3839,0.00011015,952340.0,0,1.5517e-05,1.4311,1532.5,2.2591,0,260450.0,242110.0,-996240.0,0,0,0,240.89,8.478,0,,0.0081872,8.72e-05,0,0,762346.9216903311,0.9976916094311722
113,3.3159,0.00010836,935140.0,0,1.5414e-05,1.4511,1516.6,2.3092,0,260280.0,235310.0,-1008400.0,0,0,0,238.94,8.5057,0,,0.0082603,0.0001603,0,0,757791.2975466545,0.9976624459452372
114,3.2473,0.00010655,917730.0,0,1.5309e-05,1.4716,1499.9,2.3374,0,260220.0,228510.0,-1020500.0,0,0,0,236.94,8.5383,0,,0.0083334,0.0002334,0,0,753001.8433850843,0.9976333101653856
115,3.1792,0.00010475,900420.0,0,1.52e-05,1.4928,1483.1,2.329,0,259910.0,221780.0,-1032500.0,0,0,0,234.88,8.5637,0,,0.0084065,0.0003065,0,0,748247.1181401201,0.9976030899560293
116,3.1119,0.0001029,883150.0,0,1.5095e-05,1.5131,1465.2,2.3253,0,259720.0,215260.0,-1044200.0,0,0,0,232.91,8.5887,0,,0.0084796,0.0003796,0,0,742726.4126349471,0.9975776488903427
117,3.0458,0.00010118,866210.0,0,1.4989e-05,1.5337,1447.5,2.5128,0,260400.0,208900.0,-1055500.0,0,0,0,230.92,8.65,0,,0.0085527,0.0004527,0,0,737228.0551408157,0.9975520553176911
118,2.9791,9.9435e-05,849070.0,0,1.4878e-05,1.5551,1429.1,2.5224,0,260670.0,202500.0,-1067000.0,0,0,0,228.86,8.7005,0,,0.0086258,0.0005258,0,0,731459.0735357506,0.9975261868735669
119,2.9104,9.7675e-05,831290.0,0,1.4765e-05,1.5771,1409.4,2.3579,0,260270.0,196000.0,-1078600.0,0,0,0,226.75,8.7349,0,,0.0086989,0.0005989,0,0,724978.985241009,0.9975020053215526
