,Density,Eddy_Viscosity,Energy,Heat_Flux,Laminar_Viscosity,Mach,Momentum:0,Momentum:1,Momentum:2,Omega,Pressure,Pressure_Coefficient,Skin_Friction_Coefficient:0,Skin_Friction_Coefficient:1,Skin_Friction_Coefficient:2,Temperature,Turb_Kin_Energy,Y_Plus,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2,pt,pi,s,ht,Z
21,7.6844,0.00018634,1948300.0,0,2.0049e-05,0.27193,779.34,-2.8657,0,453430.0,763500.0,-65185.0,0,0,0,334.53,10.996,0,,0.0015351,-0.0065649,0,0,804039.6382468443,804039.6382468443,6352.310522097886,351208.3183588723,1.0004464292952056
22,7.6779,0.00018595,1947000.0,0,2.0044e-05,0.27528,788.12,-2.8691,0,443180.0,762580.0,-66823.0,0,0,0,334.42,10.733,0,,0.0016082,-0.0064918,0,0,804093.2410416632,804093.2410416632,6352.327839949585,351220.9208696627,1.0004415023369742
23,7.6692,0.00018557,1945100.0,0,2.0038e-05,0.27925,798.42,-2.8775,0,434720.0,761390.0,-68942.0,0,0,0,334.27,10.519,0,,0.0016813,-0.0064187,0,0,804065.6170451496,804065.6170451496,6352.326479037686,351216.99435204966,1.0004348358313873
24,7.6602,0.0001852,1943200.0,0,2.0031e-05,0.28339,809.12,-2.8939,0,425910.0,760150.0,-71161.0,0,0,0,334.12,10.298,0,,0.0017544,-0.0063456,0,0,804053.8439490547,804053.8439490547,6352.345426655241,351221.9511761891,1.0004281412207108
25,7.6504,0.00018483,1941100.0,0,2.0023e-05,0.28784,820.58,-2.925,0,416480.0,758810.0,-73562.0,0,0,0,333.95,10.062,0,,0.0018275,-0.0062725,0,0,804051.8325002964,804051.8325002964,6352.34171543927,351220.4388090189,1.000420607941903
26,7.6405,0.0001845,1939000.0,0,2.0016e-05,0.2923,831.99,-2.9873,0,407920.0,757430.0,-76019.0,0,0,0,333.78,9.8503,0,,0.0019006,-0.0061994,0,0,804029.3990585816,804029.3990585816,6352.3545556580275,351221.98490507476,1.0004130560657583
27,7.6303,0.00018417,1936800.0,0,2.0008e-05,0.29677,843.38,-3.0655,0,399820.0,756040.0,-78505.0,0,0,0,333.61,9.6505,0,,0.0019737,-0.0061263,0,0,804018.3303324599,804018.3303324599,6352.372101731905,351226.5541952555,1.0004055067825492
28,7.6211,0.00018389,1934900.0,0,2e-05,0.30151,855.59,-2.3738,0,392640.0,754730.0,-80839.0,0,0,0,333.44,9.4737,0,,0.0020468,-0.0060532,0,0,804201.8104251501,804201.8104251501,6352.358509957472,351244.95033812895,1.0003980197762568
29,7.6085,0.00018362,1932200.0,0,1.9991e-05,0.30666,868.49,-2.4774,0,385110.0,753020.0,-83898.0,0,0,0,333.23,9.2941,0,,0.0021199,-0.0059801,0,0,804119.4823981641,804119.4823981641,6352.379247822489,351241.6672585044,1.0003887228105408
30,7.5956,0.00018337,1929400.0,0,1.9982e-05,0.31196,881.73,-2.5615,0,377760.0,751260.0,-87035.0,0,0,0,333.02,9.1197,0,,0.002193,-0.005907,0,0,804059.8067472719,804059.8067472719,6352.421138844519,351248.4071050785,1.0003794084976416
31,7.5829,0.00018314,1926700.0,0,1.9971e-05,0.31758,895.8,-2.3093,0,370990.0,749490.0,-90200.0,0,0,0,332.79,8.96,0,,0.0022661,-0.0058339,0,0,804127.7728809547,804127.7728809547,6352.405178443195,351251.51204792,1.0003693236269888
32,7.5688,0.00018293,1923600.0,0,1.996e-05,0.32349,910.43,-2.4257,0,365320.0,747530.0,-93704.0,0,0,0,332.54,8.8292,0,,0.0023392,-0.0057608,0,0,804124.4911003131,804124.4911003131,6352.403686886929,351250.5939716697,1.000358356857839
33,7.5547,0.00018278,1920600.0,0,1.9948e-05,0.32966,925.71,-2.4742,0,359220.0,745540.0,-97246.0,0,0,0,332.27,8.6911,0,,0.0024123,-0.0056877,0,0,804215.4243287734,804215.4243287734,6352.352579147783,351244.6437067005,1.0003466096722804
34,7.5388,0.00018258,1917100.0,0,1.9936e-05,0.33579,940.53,-2.5014,0,353340.0,743360.0,-101150.0,0,0,0,332.0,8.5576,0,,0.0024854,-0.0056146,0,0,804120.42539183,804120.42539183,6352.379788657718,351241.96916898066,1.0003347704373076
35,7.5231,0.00018244,1913800.0,0,1.9923e-05,0.34209,955.79,-2.45,0,348070.0,741190.0,-105010.0,0,0,0,331.73,8.4408,0,,0.0025585,-0.0055415,0,0,804133.4155243053,804133.4155243053,6352.404836058833,351252.1034744241,1.0003229611665199
36,7.5061,0.00018232,1910100.0,0,1.991e-05,0.34892,972.22,-2.4104,0,343580.0,738850.0,-109200.0,0,0,0,331.42,8.3454,0,,0.0026316,-0.0054684,0,0,804200.6409197956,804200.6409197956,6352.374253797631,351250.1496816049,1.0003095155821862
37,7.4876,0.00018218,1906200.0,0,1.9895e-05,0.35602,989.09,-2.3806,0,339140.0,736310.0,-113730.0,0,0,0,331.1,8.2516,0,,0.0027047,-0.0053953,0,0,804196.4370482923,804196.4370482923,6352.395746460873,351256.92069134297,1.0002955982657218
38,7.4691,0.00018205,1902100.0,0,1.988e-05,0.36306,1005.6,-2.3932,0,334810.0,733750.0,-118300.0,0,0,0,330.77,8.1607,0,,0.0027778,-0.0053222,0,0,804189.4794551902,804189.4794551902,6352.396300602784,351256.23630951165,1.0002813116414195
39,7.4501,0.00018194,1898100.0,0,1.9865e-05,0.37025,1022.4,-2.348,0,331000.0,731140.0,-122960.0,0,0,0,330.43,8.0835,0,,0.0028509,-0.0052491,0,0,804230.6684862502,804230.6684862502,6352.388271035327,351258.6751187921,1.000266641078367
40,7.4302,0.00018184,1893800.0,0,1.9848e-05,0.37794,1040.3,-2.0793,0,327920.0,728380.0,-127880.0,0,0,0,330.07,8.0251,0,,0.002924,-0.005176,0,0,804357.7067711505,804357.7067711505,6352.381285067161,351272.23310549336,1.0002511475547897
41,7.4073,0.00018178,1888900.0,0,1.9831e-05,0.38595,1058.5,-2.0876,0,324040.0,725290.0,-133420.0,0,0,0,329.68,7.9524,0,,0.0029971,-0.0051029,0,0,804304.2367323223,804304.2367323223,6352.418649437137,351278.21672159253,1.0002343623363297
42,7.3854,0.00018182,1884300.0,0,1.9813e-05,0.39406,1076.9,-2.0439,0,320420.0,722280.0,-138780.0,0,0,0,329.29,7.8883,0,,0.0030702,-0.0050298,0,0,804434.8812559516,804434.8812559516,6352.426699964677,351297.3326810584,1.0002176632112925
43,7.361,0.00018176,1879000.0,0,1.9794e-05,0.40262,1095.9,-1.9743,0,317210.0,718940.0,-144750.0,0,0,0,328.85,7.8326,0,,0.0031433,-0.0049567,0,0,804448.5998732501,804448.5998732501,6352.416914355675,351295.729519647,1.0001989042958424
44,7.3364,0.00018168,1873700.0,0,1.9775e-05,0.41082,1113.8,-1.7901,0,313870.0,715620.0,-150680.0,0,0,0,328.43,7.7727,0,,0.0032164,-0.0048836,0,0,804380.3413918726,804380.3413918726,6352.467269894826,351304.27186228003,1.0001810033814513
45,7.3112,0.00018161,1868300.0,0,1.9754e-05,0.41954,1132.7,-1.3668,0,311370.0,712190.0,-156810.0,0,0,0,327.98,7.7345,0,,0.0032895,-0.0048105,0,0,804477.6676690094,804477.6676690094,6352.472821253854,351318.36124802707,1.0001619376199098
46,7.2833,0.00018162,1862300.0,0,1.973e-05,0.42946,1154.2,-1.3667,0,309230.0,708320.0,-163720.0,0,0,0,327.45,7.7111,0,,0.0033626,-0.0047374,0,0,804696.0477369439,804696.0477369439,6352.413704681268,351325.662074718,1.0001396213455407
47,7.2554,0.00018148,1856100.0,0,1.9707e-05,0.43823,1172.3,-1.7208,0,306520.0,704520.0,-170500.0,0,0,0,326.95,7.667,0,,0.0034357,-0.0046643,0,0,804519.3307171973,804519.3307171973,6352.427266700096,351308.11362156674,1.0001185982343404
48,7.2248,0.00018141,1849400.0,0,1.9682e-05,0.44814,1192.7,-1.7403,0,304470.0,700350.0,-177940.0,0,0,0,326.39,7.6452,0,,0.0035088,-0.0045912,0,0,804527.0566038062,804527.0566038062,6352.413020082209,351304.24385701213,1.0000951726472511
49,7.1941,0.00018133,1842700.0,0,1.9657e-05,0.45796,1212.7,-1.7574,0,302310.0,696180.0,-185390.0,0,0,0,325.83,7.6201,0,,0.0035819,-0.0045181,0,0,804559.6720774273,804559.6720774273,6352.406359232626,351306.07081464544,1.0000718460422224
50,7.1618,0.00018126,1835700.0,0,1.963e-05,0.46805,1232.7,-1.7811,0,300270.0,691820.0,-193180.0,0,0,0,325.25,7.5994,0,,0.003655,-0.004445,0,0,804575.3205344381,804575.3205344381,6352.425431386902,351314.510001077,1.0000477843343387
51,7.1284,0.00018118,1828400.0,0,1.9602e-05,0.47835,1252.8,-1.772,0,298320.0,687310.0,-201240.0,0,0,0,324.64,7.5822,0,,0.0037281,-0.0043719,0,0,804592.7790190846,804592.7790190846,6352.421755284433,351315.45027086075,1.00002261186986
52,7.0938,0.0001811,1820900.0,0,1.9574e-05,0.48892,1273.0,-1.7345,0,296590.0,682640.0,-209570.0,0,0,0,324.01,7.5717,0,,0.0038012,-0.0042988,0,0,804633.8047830157,804633.8047830157,6352.433020875648,351324.4197080111,0.9999967399746279
53,7.0577,0.00018099,1813000.0,0,1.9544e-05,0.49965,1293.0,-1.6927,0,294730.0,677800.0,-218220.0,0,0,0,323.36,7.5579,0,,0.0038743,-0.0042257,0,0,804630.5657791811,804630.5657791811,6352.464898707749,351334.84064563684,0.9999701841221845
54,7.0203,0.00018086,1804800.0,0,1.9512e-05,0.51087,1313.6,-1.6959,0,293340.0,672740.0,-227250.0,0,0,0,322.65,7.5571,0,,0.0039474,-0.0041526,0,0,804704.0810483736,804704.0810483736,6352.411060986049,351325.7712019919,0.9999413528910817
55,6.9819,0.00018068,1796400.0,0,1.9479e-05,0.52208,1333.7,-1.7218,0,291780.0,667590.0,-236450.0,0,0,0,321.94,7.5508,0,,0.0040205,-0.0040795,0,0,804739.1860081553,804739.1860081553,6352.409700100919,351329.7095142936,0.9999126796204301
56,6.9421,0.00018049,1787700.0,0,1.9446e-05,0.53353,1353.6,-1.7115,0,290340.0,662260.0,-245960.0,0,0,0,321.21,7.5486,0,,0.0040936,-0.0040064,0,0,804764.8927256291,804764.8927256291,6352.437512547156,351342.378299892,0.9998833766497724
57,6.9008,0.00018026,1778600.0,0,1.9411e-05,0.54519,1373.3,-1.6992,0,288990.0,656760.0,-255780.0,0,0,0,320.44,7.5489,0,,0.0041667,-0.0039333,0,0,804776.9000665246,804776.9000665246,6352.426233338811,351340.05242240825,0.9998526575714384
58,6.8583,0.00018001,1769300.0,0,1.9375e-05,0.55708,1392.9,-1.6453,0,287710.0,651100.0,-265890.0,0,0,0,319.65,7.5515,0,,0.0042398,-0.0038602,0,0,804799.221253226,804799.221253226,6352.438217372637,351346.92077696155,0.9998213504197851
59,6.8144,0.00017972,1759600.0,0,1.9337e-05,0.56919,1412.2,-1.597,0,286510.0,645270.0,-276300.0,0,0,0,318.83,7.5564,0,,0.0043129,-0.0037871,0,0,804813.8144383634,804813.8144383634,6352.446999629405,351351.73297798756,0.9997890745229396
60,6.7689,0.0001794,1749500.0,0,1.9298e-05,0.58152,1431.3,-1.5871,0,285370.0,639260.0,-287040.0,0,0,0,317.98,7.5634,0,,0.004386,-0.003714,0,0,804807.4929673792,804807.4929673792,6352.459054533466,351355.035200942,0.9997558565577491
61,6.7219,0.00017903,1739100.0,0,1.9257e-05,0.59407,1450.0,-1.5708,0,284290.0,633070.0,-298090.0,0,0,0,317.1,7.5716,0,,0.0044591,-0.0036409,0,0,804778.8839598696,804778.8839598696,6352.476410461946,351357.34421547264,0.9997217240418319
62,6.6739,0.00017865,1728500.0,0,1.9215e-05,0.60693,1468.7,-1.5282,0,283410.0,626730.0,-309410.0,0,0,0,316.19,7.5862,0,,0.0045322,-0.0035678,0,0,804822.2732466109,804822.2732466109,6352.486850218066,351366.32928800094,0.9996866951973244
63,6.6239,0.00017817,1717300.0,0,1.9172e-05,0.61994,1486.7,-1.5098,0,282360.0,620170.0,-321120.0,0,0,0,315.24,7.5947,0,,0.0046053,-0.0034947,0,0,804744.4772857764,804744.4772857764,6352.492891785588,351358.62924343726,0.9996504160693865
64,6.5738,0.00017767,1706200.0,0,1.9128e-05,0.63299,1504.2,-1.463,0,281450.0,613620.0,-332820.0,0,0,0,314.29,7.6068,0,,0.0046784,-0.0034216,0,0,804767.480856083,804767.480856083,6352.518165320359,351370.09775147436,0.9996144551528776
65,6.5228,0.00017712,1694900.0,0,1.9082e-05,0.64612,1521.2,-1.4256,0,280590.0,606970.0,-344690.0,0,0,0,313.31,7.6195,0,,0.0047515,-0.0033485,0,0,804770.6934711591,804770.6934711591,6352.517208310982,351370.17541151535,0.9995776444400767
66,6.4718,0.00017654,1683600.0,0,1.9037e-05,0.6593,1537.6,-0.85275,0,279880.0,600340.0,-356540.0,0,0,0,312.33,7.6345,0,,0.0048246,-0.0032754,0,0,804889.3789511574,804889.3789511574,6352.5320796128035,351390.10486233106,0.9995411685501293
67,6.4177,0.00017593,1671500.0,0,1.8988e-05,0.67313,1554.2,-0.58941,0,279250.0,593320.0,-369080.0,0,0,0,311.28,7.655,0,,0.0048977,-0.0032023,0,0,804984.5764434186,804984.5764434186,6352.53494645723,351403.0112150358,0.9995024215204342
68,6.3627,0.00017524,1659200.0,0,1.8938e-05,0.68699,1569.9,-0.54999,0,278610.0,586210.0,-381770.0,0,0,0,310.21,7.6731,0,,0.0049708,-0.0031292,0,0,805028.5609174543,805028.5609174543,6352.546495991963,351412.44767791696,0.9994633208867976
69,6.3069,0.00017451,1646800.0,0,1.8887e-05,0.70098,1585.0,-0.5228,0,277950.0,579020.0,-394610.0,0,0,0,309.11,7.6909,0,,0.0050439,-0.0030561,0,0,805099.3941656216,805099.3941656216,6352.529544228478,351415.5663943742,0.9994234674883985
70,6.2501,0.00017373,1634000.0,0,1.8835e-05,0.71515,1599.5,-0.49646,0,277280.0,571720.0,-407650.0,0,0,0,307.99,7.7076,0,,0.005117,-0.002983,0,0,805186.9492339126,805186.9492339126,6352.535387462522,351428.5240453207,0.999383331055858
71,6.1922,0.00017289,1621100.0,0,1.8781e-05,0.72949,1613.5,-0.47077,0,276570.0,564320.0,-420860.0,0,0,0,306.85,7.7223,0,,0.0051901,-0.0029099,0,0,805293.2466663696,805293.2466663696,6352.56127263698,351450.6388543721,0.9993429365693254
72,6.1334,0.000172,1607900.0,0,1.8727e-05,0.74398,1626.8,-0.44547,0,275840.0,556830.0,-434240.0,0,0,0,305.68,7.7356,0,,0.0052632,-0.0028368,0,0,805412.4488072145,805412.4488072145,6352.570034389697,351468.55210573674,0.9993018864973544
73,6.0736,0.00017108,1594400.0,0,1.867e-05,0.75862,1639.4,-0.42074,0,275100.0,549240.0,-447780.0,0,0,0,304.48,7.749,0,,0.0053363,-0.0027637,0,0,805523.9287946934,805523.9287946934,6352.569218393302,351482.2421886405,0.9992602236367031
74,6.013,0.00017014,1580800.0,0,1.8613e-05,0.77342,1651.4,-0.39527,0,274380.0,541580.0,-461470.0,0,0,0,303.26,7.7636,0,,0.0054094,-0.0026906,0,0,805672.9951534721,805672.9951534721,6352.579201538924,351504.3089249278,0.9992183675967174
75,5.9514,0.00016916,1566800.0,0,1.8554e-05,0.78837,1662.6,-0.36918,0,273690.0,533820.0,-475320.0,0,0,0,302.01,7.7795,0,,0.0054825,-0.0026175,0,0,805800.8291807572,805800.8291807572,6352.584475453965,351522.11383351835,0.9991759688902183
76,5.8887,0.00016814,1552600.0,0,1.8494e-05,0.80348,1673.1,-0.34375,0,273050.0,525970.0,-489350.0,0,0,0,300.73,7.7963,0,,0.0055556,-0.0025444,0,0,805922.2727744967,805922.2727744967,6352.582120267166,351536.524081856,0.9991330525412898
77,5.8251,0.00016706,1538200.0,0,1.8432e-05,0.81875,1682.8,-0.31928,0,272430.0,518020.0,-503530.0,0,0,0,299.43,7.8132,0,,0.0056287,-0.0024713,0,0,806013.3978318867,806013.3978318867,6352.615670342637,351559.3384630094,0.9990901028842691
78,5.7604,0.00016592,1523400.0,0,1.8369e-05,0.83419,1691.7,-0.29519,0,271830.0,509990.0,-517870.0,0,0,0,298.09,7.8297,0,,0.0057018,-0.0023982,0,0,806104.3892131943,806104.3892131943,6352.606698464332,351567.68408597365,0.9990462764152217
79,5.695,0.00016472,1508500.0,0,1.8305e-05,0.84974,1699.8,-0.27013,0,271240.0,501910.0,-532300.0,0,0,0,296.74,7.8452,0,,0.0057749,-0.0023251,0,0,806184.1242423912,806184.1242423912,6352.645622421245,351590.89819792606,0.999002847780053
80,5.6293,0.00016346,1493500.0,0,1.8239e-05,0.86532,1707.1,-0.24235,0,270670.0,493830.0,-546730.0,0,0,0,295.37,7.8596,0,,0.005848,-0.002252,0,0,806256.9037293787,806256.9037293787,6352.66974155453,351608.20958120306,0.9989593281442306
81,5.5629,0.00016217,1478200.0,0,1.8173e-05,0.88098,1713.4,-0.21191,0,270110.0,485710.0,-561240.0,0,0,0,293.98,7.874,0,,0.0059211,-0.0021789,0,0,806290.6392638879,806290.6392638879,6352.705160319552,351624.4732019371,0.9989158247175328
82,5.4956,0.00016082,1462600.0,0,1.8104e-05,0.89682,1718.9,-0.18105,0,269570.0,477500.0,-575890.0,0,0,0,292.55,7.8888,0,,0.0059942,-0.0021058,0,0,806277.3768156973,806277.3768156973,6352.714413213682,351625.95780139434,0.9988716189344412
83,5.4274,0.00015944,1446800.0,0,1.8034e-05,0.91284,1723.6,-0.15186,0,269060.0,469220.0,-590690.0,0,0,0,291.09,7.904,0,,0.0060673,-0.0020327,0,0,806238.840489646,806238.840489646,6352.724212810055,351624.4633610885,0.9988271532726236
84,5.3586,0.000158,1430700.0,0,1.7963e-05,0.92899,1727.5,-0.12602,0,268560.0,460900.0,-605530.0,0,0,0,289.6,7.9186,0,,0.0061404,-0.0019596,0,0,806170.8277625977,806170.8277625977,6352.718681305537,351614.066050238,0.998782405559916
85,5.2894,0.00015653,1414600.0,0,1.7891e-05,0.94524,1730.5,-0.10173,0,268050.0,452600.0,-620360.0,0,0,0,288.1,7.9321,0,,0.0062135,-0.0018865,0,0,806141.3339450107,806141.3339450107,6352.733623513732,351615.45151559915,0.9987381394007301
86,5.2198,0.00015501,1398300.0,0,1.7817e-05,0.96163,1732.7,-0.076952,0,267540.0,444270.0,-635230.0,0,0,0,286.58,7.9449,0,,0.0062866,-0.0018134,0,0,806088.4947593585,806088.4947593585,6352.768288213422,351620.6170312996,0.9986940843520296
87,5.1497,0.00015346,1381800.0,0,1.7742e-05,0.97816,1734.1,-0.051581,0,267050.0,435930.0,-650120.0,0,0,0,285.03,7.9579,0,,0.0063597,-0.0017403,0,0,806037.2890544006,806037.2890544006,6352.775649366268,351616.70575461164,0.9986497877241827
88,5.0795,0.00015189,1365300.0,0,1.7666e-05,0.99474,1734.7,-0.019836,0,266600.0,427630.0,-664940.0,0,0,0,283.46,7.9717,0,,0.0064328,-0.0016672,0,0,805986.7711118502,805986.7711118502,6352.759916150498,351605.0302911946,0.9986055754880458
89,5.0091,0.00015029,1348700.0,0,1.7589e-05,1.0114,1734.5,-0.039705,0,266240.0,419340.0,-679740.0,0,0,0,281.88,7.9881,0,,0.0065059,-0.0015941,0,0,805898.6626434489,805897.1495659355,6352.78080087356,351601.09241991234,0.998562014815543
90,4.9378,0.00014867,1331800.0,0,1.751e-05,1.0283,1733.3,0.0052774,0,265820.0,411010.0,-694630.0,0,0,0,280.26,8.0033,0,,0.006579,-0.001521,0,0,805816.2996766074,805793.9071888136,6352.76579858921,351585.6754825889,0.9985179798432389
91,4.8654,0.00014702,1314500.0,0,1.7429e-05,1.0455,1731.2,0.2517,0,265240.0,402580.0,-709680.0,0,0,0,278.6,8.0149,0,,0.0066521,-0.0014479,0,0,805663.6133264218,805573.5932151374,6352.763241981098,351565.6774390355,0.9984737500913857
92,4.7941,0.00014534,1297500.0,0,1.7348e-05,1.0625,1728.6,0.11124,0,264970.0,394340.0,-724390.0,0,0,0,276.96,8.0329,0,,0.0067252,-0.0013748,0,0,805523.8101733612,805297.9082115836,6352.786080905666,351555.9220408105,0.9984310074395626
93,4.7226,0.00014368,1280500.0,0,1.7266e-05,1.0797,1725.2,0.18013,0,264410.0,386130.0,-739050.0,0,0,0,275.29,8.0445,0,,0.0067983,-0.0013017,0,0,805457.9524572308,805004.2932199452,6352.765777645669,351540.76917683356,0.9983881017837358
94,4.6509,0.00014198,1263400.0,0,1.7183e-05,1.0971,1721.1,0.18095,0,264060.0,377950.0,-753660.0,0,0,0,273.61,8.061,0,,0.0068714,-0.0012286,0,0,805457.0748751473,804662.4265909671,6352.780476113292,351545.65440490044,0.9983459748010736
95,4.5789,0.00014026,1246100.0,0,1.7099e-05,1.1147,1716.3,0.18851,0,263720.0,369780.0,-768250.0,0,0,0,271.91,8.0782,0,,0.0069445,-0.0011555,0,0,805467.8340046287,804198.9514058566,6352.811082548219,351557.4044104746,0.9983043045336071
96,4.5065,0.00013851,1228800.0,0,1.7013e-05,1.1326,1710.7,0.20079,0,263370.0,361610.0,-782830.0,0,0,0,270.18,8.0951,0,,0.0070176,-0.0010824,0,0,805556.0495060221,803656.8137388407,6352.830930686931,351575.2049278742,0.9982627354944751
97,4.434,0.00013674,1211400.0,0,1.6926e-05,1.1506,1704.5,0.21044,0,263020.0,353500.0,-797320.0,0,0,0,268.43,8.1111,0,,0.0070907,-0.0010093,0,0,805639.9904145421,802943.8202188306,6352.832029518361,351586.0968207369,0.998221492775572
