,Density,Energy,Mach,Momentum:0,Momentum:1,Momentum:2,Pressure,Pressure_Coefficient,Temperature,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2,pt,Z
17,7.6962,1951000.0,0.26531,761.84,-4.3597,0,765320.0,9.5045e+18,334.82,,1.2427,-6.8573,0,0,803968.0109064121,1.0004589946950913
18,7.6892,1949500.0,0.26837,769.8,-4.5657,0,764370.0,9.491e+18,334.71,,1.3158,-6.7842,0,0,803881.3633418486,1.0004540386194574
19,7.6819,1947900.0,0.27152,777.96,-4.7644,0,763390.0,9.4771e+18,334.6,,1.3889,-6.7111,0,0,803799.2998738117,1.0004490653634714
20,7.6747,1946300.0,0.27467,786.13,-4.9632,0,762420.0,9.4631e+18,334.48,,1.462,-6.638,0,0,803737.2099793465,1.0004437162812965
21,7.6669,1944600.0,0.27806,794.84,-5.1233,0,761360.0,9.448e+18,334.36,,1.5351,-6.5649,0,0,803663.9121993086,1.0004383079449453
22,7.6581,1942700.0,0.28178,804.38,-5.2259,0,760170.0,9.431e+18,334.22,,1.6082,-6.4918,0,0,803567.6163270224,1.0004320380560545
23,7.6493,1940800.0,0.28551,813.91,-5.3285,0,758980.0,9.414e+18,334.08,,1.6813,-6.4187,0,0,803487.4547477255,1.000425775184743
24,7.6405,1938900.0,0.28923,823.45,-5.4311,0,757790.0,9.3971e+18,333.95,,1.7544,-6.3456,0,0,803417.0637372772,1.0004199076234546
25,7.6308,1936800.0,0.29365,834.72,-5.4584,0,756460.0,9.3779e+18,333.78,,1.8275,-6.2725,0,0,803439.381940813,1.0004123988288613
26,7.621,1934800.0,0.29813,846.15,-5.4792,0,755100.0,9.3586e+18,333.61,,1.9006,-6.1994,0,0,803468.1414069018,1.0004048783802528
27,7.6113,1932700.0,0.30262,857.57,-5.4999,0,753750.0,9.3393e+18,333.44,,1.9737,-6.1263,0,0,803529.8269194422,1.000397373508185
28,7.5997,1930200.0,0.30759,870.08,-5.5392,0,752170.0,9.3166e+18,333.24,,2.0468,-6.0532,0,0,803528.6905718738,1.0003885609188947
29,7.5859,1927200.0,0.3132,883.98,-5.6025,0,750280.0,9.2897e+18,333.01,,2.1199,-5.9801,0,0,803440.6829884694,1.0003783950096918
30,7.5721,1924200.0,0.31882,897.89,-5.6658,0,748390.0,9.2627e+18,332.78,,2.193,-5.907,0,0,803384.6356501575,1.0003682470767132
31,7.5583,1921200.0,0.32443,911.79,-5.7291,0,746500.0,9.2357e+18,332.54,,2.2661,-5.8339,0,0,803353.4423457468,1.0003577274249105
32,7.5427,1917900.0,0.33053,926.57,-5.8263,0,744370.0,9.2053e+18,332.28,,2.3392,-5.7608,0,0,803270.643995217,1.000346301879762
33,7.5271,1914500.0,0.33667,941.41,-5.926,0,742230.0,9.1747e+18,332.01,,2.4123,-5.6877,0,0,803224.7023799258,1.0003345033943172
34,7.5115,1911100.0,0.3428,956.25,-6.0258,0,740080.0,9.1441e+18,331.74,,2.4854,-5.6146,0,0,803197.1905644184,1.0003227224079139
35,7.4947,1907500.0,0.34926,971.65,-6.1235,0,737780.0,9.1112e+18,331.45,,2.5585,-5.5415,0,0,803166.3211865834,1.0003101002156247
36,7.4763,1903500.0,0.35615,987.82,-6.2185,0,735280.0,9.0754e+18,331.13,,2.6316,-5.4684,0,0,803121.7775863301,1.0002962241404756
37,7.458,1899600.0,0.36303,1004.0,-6.3136,0,732770.0,9.0395e+18,330.81,,2.7047,-5.3953,0,0,803102.6144800148,1.0002823750268366
38,7.4397,1895600.0,0.36992,1020.2,-6.4086,0,730260.0,9.0037e+18,330.5,,2.7778,-5.3222,0,0,803127.4192217295,1.0002689508075973
39,7.4181,1890900.0,0.37756,1037.5,-6.4895,0,727320.0,8.9617e+18,330.12,,2.8509,-5.2491,0,0,803028.341703342,1.000252606773674
40,7.3962,1886200.0,0.38529,1054.9,-6.5689,0,724340.0,8.9191e+18,329.74,,2.924,-5.176,0,0,802970.2790063283,1.0002362899340527
41,7.3744,1881400.0,0.39302,1072.4,-6.6484,0,721360.0,8.8766e+18,329.36,,2.9971,-5.1029,0,0,802960.2477574497,1.000220020783242
42,7.3511,1876400.0,0.40108,1090.3,-6.7177,0,718190.0,8.8314e+18,328.95,,3.0702,-5.0298,0,0,802930.3518074686,1.0002025399816947
43,7.3256,1870800.0,0.40965,1108.8,-6.7704,0,714730.0,8.7819e+18,328.5,,3.1433,-4.9567,0,0,802853.8196049625,1.0001834241781962
44,7.3001,1865300.0,0.41823,1127.3,-6.8232,0,711270.0,8.7324e+18,328.05,,3.2164,-4.8836,0,0,802837.8629662864,1.0001643741570072
45,7.2746,1859800.0,0.4268,1145.8,-6.876,0,707800.0,8.6829e+18,327.6,,3.2895,-4.8105,0,0,802861.5635679696,1.000145387444749
46,7.2457,1853500.0,0.43608,1165.0,-6.8984,0,703890.0,8.6271e+18,327.09,,3.3626,-4.7374,0,0,802775.0315769094,1.0001239584276713
47,7.2161,1847000.0,0.44551,1184.2,-6.9145,0,699900.0,8.5699e+18,326.56,,3.4357,-4.6643,0,0,802731.0836279605,1.0001018018102725
48,7.1866,1840600.0,0.45494,1203.5,-6.9306,0,695900.0,8.5128e+18,326.03,,3.5088,-4.5912,0,0,802738.3644463387,1.0000797340422947
49,7.1558,1833900.0,0.46459,1222.9,-6.9355,0,691750.0,8.4535e+18,325.48,,3.5819,-4.5181,0,0,802744.0480051235,1.0000569324463255
50,7.1221,1826500.0,0.47486,1242.5,-6.9109,0,687200.0,8.3886e+18,324.87,,3.655,-4.445,0,0,802663.5947199784,1.0000317720980443
51,7.0883,1819200.0,0.48513,1262.2,-6.8864,0,682660.0,8.3237e+18,324.26,,3.7281,-4.3719,0,0,802663.3602754797,1.000006737113135
52,7.0545,1811800.0,0.4954,1281.9,-6.8618,0,678110.0,8.2587e+18,323.65,,3.8012,-4.2988,0,0,802718.7823935972,0.9999818265984561
53,7.0175,1803700.0,0.50624,1301.5,-6.8232,0,673160.0,8.188e+18,322.97,,3.8743,-4.2257,0,0,802673.1832872094,0.9999542163302676
54,6.9792,1795300.0,0.51732,1321.1,-6.7784,0,668030.0,8.1147e+18,322.27,,3.9474,-4.1526,0,0,802614.1035878933,0.9999259528728054
55,6.9408,1786800.0,0.52841,1340.7,-6.7336,0,662900.0,8.0414e+18,321.56,,4.0205,-4.0795,0,0,802630.8861707889,0.9998974553520253
56,6.9019,1778300.0,0.53959,1360.2,-6.6869,0,657700.0,7.9672e+18,320.85,,4.0936,-4.0064,0,0,802682.7862997866,0.9998691328998052
57,6.859,1768900.0,0.55146,1379.2,-6.6266,0,652010.0,7.8858e+18,320.05,,4.1667,-3.9333,0,0,802603.7795048724,0.9998374151997443
58,6.8161,1759400.0,0.56332,1398.3,-6.5663,0,646320.0,7.8045e+18,319.25,,4.2398,-3.8602,0,0,802589.5289795094,0.9998059138694337
59,6.7731,1749900.0,0.57519,1417.3,-6.506,0,640620.0,7.7232e+18,318.45,,4.3129,-3.7871,0,0,802637.1902482078,0.9997746363148
60,6.7278,1739900.0,0.58745,1435.8,-6.4306,0,634650.0,7.6378e+18,317.6,,4.386,-3.714,0,0,802651.1900504214,0.9997416293251802
61,6.6804,1729400.0,0.60007,1453.9,-6.3414,0,628400.0,7.5486e+18,316.7,,4.4591,-3.6409,0,0,802600.8454703336,0.9997069332733577
62,6.6329,1718900.0,0.61268,1471.9,-6.2521,0,622160.0,7.4594e+18,315.81,,4.5322,-3.5678,0,0,802621.5653081617,0.9996729254152573
63,6.5854,1708400.0,0.6253,1490.0,-6.1629,0,615920.0,7.3703e+18,314.91,,4.6053,-3.4947,0,0,802710.5738765443,0.9996387997847466
64,6.5337,1696900.0,0.6387,1506.9,-6.0711,0,609170.0,7.2739e+18,313.9,,4.6784,-3.4216,0,0,802705.6708146699,0.9996007235501773
65,6.4816,1685300.0,0.65217,1523.7,-5.9791,0,602380.0,7.1769e+18,312.89,,4.7515,-3.3485,0,0,802753.9911293827,0.999563021620066
66,6.4295,1673700.0,0.66563,1540.6,-5.8871,0,595590.0,7.0798e+18,311.88,,4.8246,-3.2754,0,0,802851.0955867505,0.999525686208948
67,6.3763,1661800.0,0.67915,1556.5,-5.797,0,588680.0,6.9812e+18,310.85,,4.8977,-3.2023,0,0,802877.8844006364,0.9994879895136398
68,6.3203,1649100.0,0.69278,1570.5,-5.7112,0,581510.0,6.8788e+18,309.76,,4.9708,-3.1292,0,0,802668.6758590062,0.9994484174262183
69,6.2643,1636400.0,0.70641,1584.4,-5.6255,0,574350.0,6.7764e+18,308.68,,5.0439,-3.0561,0,0,802507.555371855,0.9994096948104201
70,6.2083,1623800.0,0.72004,1598.3,-5.5398,0,567180.0,6.6739e+18,307.59,,5.117,-2.983,0,0,802361.8981360315,0.9993710211533157
71,6.1525,1611200.0,0.73397,1611.3,-5.3232,0,560040.0,6.572e+18,306.47,,5.1901,-2.9099,0,0,802507.6714999407,0.9993315294151048
72,6.0967,1598800.0,0.74804,1623.9,-5.0455,0,552910.0,6.4702e+18,305.32,,5.2632,-2.8368,0,0,802801.2346985209,0.9992912390289689
73,6.0409,1586300.0,0.7621,1636.5,-4.7677,0,545790.0,6.3684e+18,304.18,,5.3363,-2.7637,0,0,803127.004717412,0.9992518379177038
74,5.985,1573800.0,0.77619,1648.9,-4.4914,0,538650.0,6.2664e+18,303.03,,5.4094,-2.6906,0,0,803466.2458913333,0.9992125381247007
75,5.9226,1559500.0,0.79107,1658.6,-4.2691,0,530840.0,6.1548e+18,301.75,,5.4825,-2.6175,0,0,803431.015970296,0.999169204174515
76,5.8602,1545200.0,0.80595,1668.2,-4.0467,0,523030.0,6.0432e+18,300.46,,5.5556,-2.5444,0,0,803392.4297626185,0.9991260781138182
77,5.7978,1530900.0,0.82082,1677.8,-3.8244,0,515220.0,5.9317e+18,299.18,,5.6287,-2.4713,0,0,803334.5992227199,0.9990840343799549
78,5.7352,1516600.0,0.83566,1686.3,-3.5498,0,507440.0,5.8205e+18,297.89,,5.7018,-2.3982,0,0,803280.4193441892,0.9990421916948414
79,5.6722,1502100.0,0.85043,1692.8,-3.1878,0,499710.0,5.7102e+18,296.58,,5.7749,-2.3251,0,0,803221.7242953534,0.9990000940690354
80,5.6092,1487600.0,0.86519,1699.4,-2.8259,0,491990.0,5.5998e+18,295.28,,5.848,-2.252,0,0,803137.0751714833,0.9989591166042733
81,5.5463,1473100.0,0.87996,1705.9,-2.4639,0,484260.0,5.4894e+18,293.97,,5.9211,-2.1789,0,0,803002.4895088411,0.9989184642113631
82,5.4828,1458400.0,0.89497,1710.8,-2.0832,0,476540.0,5.3792e+18,292.61,,5.9942,-2.1058,0,0,803042.4934740124,0.998876384446935
83,5.4191,1443600.0,0.91008,1715.0,-1.6944,0,468820.0,5.2689e+18,291.24,,6.0673,-2.0327,0,0,803115.8561108228,0.9988346477236444
84,5.3554,1428900.0,0.9252,1719.2,-1.3056,0,461110.0,5.1587e+18,289.86,,6.1404,-1.9596,0,0,803153.5154534593,0.9987932561815516
85,5.2916,1414100.0,0.94032,1723.3,-0.91625,0,453390.0,5.0484e+18,288.49,,6.2135,-1.8865,0,0,803102.1841292884,0.9987531637915349
86,5.2257,1398700.0,0.95605,1724.9,-0.50712,0,445540.0,4.9363e+18,287.02,,6.2866,-1.8134,0,0,803289.4751654133,0.9987099097289669
87,5.1598,1383300.0,0.97179,1726.5,-0.097982,0,437700.0,4.8243e+18,285.55,,6.3597,-1.7403,0,0,803415.3742517827,0.9986675455545294
88,5.0939,1367900.0,0.98752,1728.1,0.31115,0,429850.0,4.7122e+18,284.09,,6.4328,-1.6672,0,0,803413.1598271063,0.9986266119071987
89,5.0272,1352200.0,1.0035,1728.8,0.72294,0,421970.0,4.5996e+18,282.59,,6.5059,-1.5941,0,0,803475.6205004102,0.9985850023246394
90,4.959,1336100.0,1.0199,1727.7,1.1402,0,414010.0,4.4859e+18,281.03,,6.579,-1.521,0,0,803650.5828657737,0.9985420358776298
91,4.8907,1320000.0,1.0363,1726.5,1.5574,0,406050.0,4.3721e+18,279.48,,6.6521,-1.4479,0,0,803659.5745068297,0.9985006200641232
92,4.8224,1303900.0,1.0528,1725.3,1.9746,0,398090.0,4.2584e+18,277.92,,6.7252,-1.3748,0,0,803561.8882511676,0.9984599122707621
93,4.7532,1287500.0,1.0696,1722.5,2.3197,0,390130.0,4.1447e+18,276.3,,6.7983,-1.3017,0,0,803517.4684372497,0.9984177076564384
94,4.6835,1270900.0,1.0867,1718.6,2.6231,0,382160.0,4.0309e+18,274.66,,6.8714,-1.2286,0,0,803474.505209537,0.9983758859815102
95,4.6137,1254300.0,1.1038,1714.7,2.9264,0,374200.0,3.9172e+18,273.01,,6.9445,-1.1555,0,0,803151.7116159028,0.9983348717423991
96,4.544,1237700.0,1.121,1710.8,3.2297,0,366240.0,3.8034e+18,271.37,,7.0176,-1.0824,0,0,802593.1994978171,0.9982956755797338
97,4.4742,1220900.0,1.1386,1704.7,3.492,0,358410.0,3.6916e+18,269.65,,7.0907,-1.0093,0,0,802351.2382731978,0.9982536328219097
98,4.4043,1204100.0,1.1563,1698.3,3.7502,0,350590.0,3.5799e+18,267.93,,7.1638,-0.9362,0,0,801846.2831832746,0.9982129612133279
99,4.3345,1187300.0,1.1739,1691.9,4.0084,0,342780.0,3.4683e+18,266.2,,7.2369,-0.8631,0,0,800855.2050126167,0.9981732671000974
100,4.2647,1170400.0,1.1916,1684.9,4.2184,0,335010.0,3.3573e+18,264.48,,7.31,-0.79,0,0,799616.3614548894,0.9981353778140355
101,4.1951,1153200.0,1.2089,1675.0,4.2164,0,327480.0,3.2497e+18,262.74,,7.3831,-0.7169,0,0,798114.0164008016,0.9980968134125147
102,4.1256,1136000.0,1.2262,1665.2,4.2143,0,319940.0,3.142e+18,261.01,,7.4562,-0.6438,0,0,796124.152596185,0.9980603576981166
103,4.0561,1118900.0,1.2435,1655.4,4.2122,0,312400.0,3.0344e+18,259.28,,7.5293,-0.5707,0,0,793646.2494614213,0.9980255767565008
104,3.9885,1102300.0,1.2611,1645.5,4.6725,0,305130.0,2.9304e+18,257.54,,7.6024,-0.4976,0,0,791641.2369089988,0.9979903353132116
105,3.9233,1086500.0,1.2792,1635.5,5.739,0,298190.0,2.8312e+18,255.81,,7.6755,-0.4245,0,0,790471.1388171847,0.9979550339448661
106,3.8582,1070700.0,1.2973,1625.6,6.8055,0,291250.0,2.7321e+18,254.07,,7.7486,-0.3514,0,0,788798.2229881332,0.9979208707919809
107,3.793,1054900.0,1.3153,1615.6,7.872,0,284300.0,2.6329e+18,252.34,,7.8217,-0.2783,0,0,786479.5184794011,0.9978889495452236
108,3.724,1037700.0,1.3342,1602.6,8.1672,0,277120.0,2.5303e+18,250.47,,7.8948,-0.2052,0,0,783788.1769968667,0.9978539188588018
109,3.6532,1019800.0,1.3535,1588.0,8.0997,0,269820.0,2.4259e+18,248.54,,7.9679,-0.1321,0,0,780499.0385715582,0.9978189760282357
110,3.5825,1002000.0,1.3727,1573.5,8.0323,0,262510.0,2.3216e+18,246.61,,8.041,-0.059,0,0,776429.1495060289,0.99778629381553
111,3.5117,984110.0,1.392,1559.0,7.9648,0,255210.0,2.2173e+18,244.68,,8.1141,0.0141,0,0,771792.5984036764,0.9977558400013612
112,3.4445,967280.0,1.4118,1544.0,8.6044,0,248450.0,2.1208e+18,242.77,,8.1872,0.0872,0,0,768554.2853937896,0.9977238921110441
113,3.3777,950550.0,1.4317,1528.9,9.3183,0,241760.0,2.0251e+18,240.86,,8.2603,0.1603,0,0,764951.7906058761,0.9976934651916345
114,3.3109,933830.0,1.4516,1513.8,10.032,0,235060.0,1.9294e+18,238.94,,8.3334,0.2334,0,0,760628.5268181892,0.9976649108361002
115,3.2438,916940.0,1.4716,1498.3,10.653,0,228360.0,1.8337e+18,237.01,,8.4065,0.3065,0,0,755676.4547431819,0.9976382713164637
116,3.1743,898940.0,1.4923,1479.4,10.653,0,221640.0,1.7377e+18,234.96,,8.4796,0.3796,0,0,750499.3773683264,0.9976085166180311
117,3.1048,880950.0,1.5131,1460.5,10.652,0,214930.0,1.6418e+18,232.91,,8.5527,0.4527,0,0,744655.2482586874,0.9975813397762409
118,3.0353,862950.0,1.5339,1441.6,10.652,0,208210.0,1.5459e+18,230.87,,8.6258,0.5258,0,0,737966.4275212602,0.997557630519018
119,2.9693,845930.0,1.5545,1423.4,10.841,0,201880.0,1.4554e+18,228.87,,8.6989,0.5989,0,0,731698.4114002461,0.997534215658784
120,2.9103,830860.0,1.5747,1406.8,11.413,0,196310.0,1.3758e+18,226.98,,8.772,0.672,0,0,727145.392339383,0.9975095205779757
121,2.8514,815800.0,1.5949,1390.1,11.985,0,190740.0,1.2962e+18,225.1,,8.8451,0.7451,0,0,721913.9323423991,0.9974876358163653
122,2.7924,800740.0,1.6151,1373.4,12.557,0,185170.0,1.2167e+18,223.21,,8.9182,0.8182,0,0,715985.1238660589,0.9974677105601583
123,2.7325,785150.0,1.6357,1355.1,12.702,0,179640.0,1.1377e+18,221.27,,8.9913,0.8913,0,0,709795.146809616,0.9974473215423217
124,2.6717,769100.0,1.6566,1335.2,12.473,0,174130.0,1.0591e+18,219.29,,9.0644,0.9644,0,0,703165.8926597219,0.9974273414755038
125,2.611,753050.0,1.6775,1315.4,12.244,0,168630.0,9.8046e+17,217.31,,9.1375,1.0375,0,0,695815.2670964621,0.9974100667715976
126,2.5502,737000.0,1.6984,1295.6,12.015,0,163130.0,9.0187e+17,215.33,,9.2106,1.1106,0,0,687684.354680748,0.9973958276424167
127,2.495,722520.0,1.7195,1277.3,11.912,0,158200.0,8.3149e+17,213.41,,9.2837,1.1837,0,0,681345.3022189264,0.9973784438009526
128,2.4422,708690.0,1.7407,1259.5,11.862,0,153520.0,7.6452e+17,211.5,,9.3568,1.2568,0,0,675453.146646273,0.9973600093769891
129,2.3893,694870.0,1.7619,1241.8,11.812,0,148830.0,6.9755e+17,209.6,,9.4299,1.3299,0,0,668822.6115498127,0.9973448493578781
130,2.3365,681040.0,1.783,1224.1,11.761,0,144140.0,6.3058e+17,207.7,,9.503,1.403,0,0,661414.7789440353,0.9973324619280804
131,2.2826,666640.0,1.8054,1204.4,10.418,0,139530.0,5.6477e+17,205.69,,9.5761,1.4761,0,0,654484.8269693013,0.9973158283728635
132,2.2287,652170.0,1.828,1184.5,8.898,0,134940.0,4.9911e+17,203.67,,9.6492,1.5492,0,0,647013.475373977,0.9973012788820004
133,2.1748,637690.0,1.8506,1164.5,7.3785,0,130340.0,4.3346e+17,201.66,,9.7223,1.6223,0,0,638711.4573704789,0.997290637039653
134,2.1209,623240.0,1.8731,1144.6,5.8857,0,125760.0,3.68e+17,199.64,,9.7954,1.6954,0,0,629647.3592426804,0.997282470508704
135,2.0713,609440.0,1.8931,1124.3,5.4511,0,121710.0,3.1018e+17,197.81,,9.8685,1.7685,0,0,621015.4753513361,0.9972759862201405
136,2.0233,596130.0,1.9126,1104.8,5.0233,0,117800.0,2.5427e+17,196.03,,9.9416,1.8416,0,0,612173.5364934313,0.9972718931256748
137,1.9904,587330.0,1.928,1091.9,4.658,0,115130.0,2.1616e+17,194.73,,10.015,1.9147,0,0,606951.3861373428,0.9972663778085357
138,1.959,578890.0,1.9429,1079.5,4.1482,0,112580.0,1.7966e+17,193.48,,10.088,1.9878,0,0,601761.0839603049,0.9972620139718013
139,1.9345,572240.0,1.9551,1069.8,2.9268,0,110570.0,1.5104e+17,192.44,,10.161,2.0609,0,0,597701.1831983222,0.997256660754018
140,1.9118,565970.0,1.9652,1060.3,1.9654,0,108770.0,1.2532e+17,191.57,,10.234,2.134,0,0,593447.4514506268,0.9972558419129786
141,1.8952,560980.0,1.9679,1051.7,1.878,0,107660.0,1.094e+17,191.26,,10.307,2.2071,0,0,588849.9972459086,0.9972676116424374
142,1.8833,557340.0,1.9699,1045.6,1.7265,0,106840.0,9.7737e+16,191.01,,10.38,2.2802,0,0,585438.5234659382,0.9972753601053047
143,1.883,557020.0,1.9703,1045.3,1.4176,0,106760.0,9.6535e+16,190.89,,10.453,2.3533,0,0,585213.6948034826,0.9972711169465126
144,1.8827,556690.0,1.9707,1045.0,1.1087,0,106670.0,9.5333e+16,190.77,,10.526,2.4264,0,0,584933.8388977298,0.9972671242894499
145,1.8825,556370.0,1.9711,1044.7,0.79982,0,106590.0,9.4131e+16,190.65,,10.599,2.4995,0,0,584708.4391496561,0.9972628706363865
146,1.886,557180.0,1.9694,1046.0,0.29707,0,106850.0,9.7796e+16,190.74,,10.673,2.5726,0,0,585224.2964478027,0.9972609376373084
147,1.8951,559600.0,1.9645,1049.5,-0.48473,0,107590.0,1.0847e+17,191.15,,10.746,2.6457,0,0,586640.6610647821,0.9972636129446465
148,1.9042,562020.0,1.9595,1053.0,-1.2665,0,108340.0,1.1914e+17,191.56,,10.819,2.7188,0,0,588027.8276533985,0.9972661581632942
149,1.9133,564440.0,1.9546,1056.5,-2.0483,0,109090.0,1.2982e+17,191.97,,10.892,2.7919,0,0,589438.8261729166,0.9972688275893026
150,1.9281,568410.0,1.9467,1062.2,-3.1748,0,110330.0,1.4751e+17,192.65,,10.965,2.865,0,0,591816.4088844975,0.997273620121419
151,1.9485,573870.0,1.9358,1069.9,-4.6375,0,112040.0,1.7206e+17,193.58,,11.038,2.9381,0,0,594962.5502871401,0.9972803579042925
152,1.9689,579330.0,1.9249,1077.6,-6.1001,0,113760.0,1.966e+17,194.51,,11.111,3.0112,0,0,598012.469427148,0.9972874582053936
153,1.9893,584790.0,1.914,1085.3,-7.5628,0,115480.0,2.2115e+17,195.44,,11.184,3.0843,0,0,600914.1889909292,0.9972951474153345
154,2.0205,593220.0,1.8993,1097.3,-7.93,0,118100.0,2.5852e+17,196.74,,11.257,3.1574,0,0,606135.6195627743,0.9973019226878481
155,2.0588,603600.0,1.8821,1112.0,-7.5752,0,121300.0,3.0434e+17,198.27,,11.33,3.2305,0,0,612536.2800248078,0.9973089811803759
156,2.0972,613980.0,1.8649,1126.7,-7.2204,0,124510.0,3.5017e+17,199.81,,11.404,3.3036,0,0,618554.3140138787,0.9973181982674801
157,2.1355,624360.0,1.8476,1141.4,-6.8656,0,127720.0,3.9599e+17,201.34,,11.477,3.3767,0,0,624085.8786141597,0.9973286742473518
158,2.1676,633120.0,1.8347,1153.9,-6.3964,0,130400.0,4.3422e+17,202.52,,11.55,3.4498,0,0,629317.3753929576,0.9973337362043211
159,2.1966,641100.0,1.8239,1165.2,-5.8717,0,132810.0,4.6875e+17,203.53,,11.623,3.5229,0,0,634286.8043776269,0.9973366576816485
160,2.2257,649080.0,1.8131,1176.6,-5.347,0,135230.0,5.0329e+17,204.53,,11.696,3.596,0,0,639103.1908149631,0.9973397739985104
161,2.2547,657060.0,1.8023,1187.9,-4.8222,0,137650.0,5.3783e+17,205.54,,11.769,3.6691,0,0,643720.6516295837,0.9973442810569682
162,2.2701,661640.0,1.798,1194.7,-4.1899,0,138910.0,5.5592e+17,206.03,,11.842,3.7422,0,0,646884.2800965045,0.9973451364716954
163,2.2809,665050.0,1.7959,1199.8,-3.5204,0,139780.0,5.6835e+17,206.34,,11.915,3.8153,0,0,649596.7257785893,0.9973444141551758
164,2.2916,668460.0,1.7939,1205.0,-2.8508,0,140650.0,5.8077e+17,206.66,,11.988,3.8884,0,0,652358.2164366433,0.9973443093675018
165,2.3023,671870.0,1.7918,1210.2,-2.1813,0,141520.0,5.9319e+17,206.97,,12.062,3.9615,0,0,655041.0320213535,0.9973437998255132
166,2.3031,672370.0,1.7918,1210.8,-1.1631,0,141630.0,5.9477e+17,207.06,,12.135,4.0346,0,0,655550.302992797,0.997346337425122
167,2.3011,672060.0,1.7923,1210.2,-0.047001,0,141530.0,5.933e+17,207.09,,12.208,4.1077,0,0,655409.5192084385,0.997349737012392
168,2.292,669680.0,1.7964,1207.1,1.7416,0,140720.0,5.817e+17,206.72,,12.281,4.1808,0,0,654284.385789615,0.9973460542693148
169,2.281,666780.0,1.8016,1203.4,3.6988,0,139730.0,5.6757e+17,206.25,,12.354,4.2539,0,0,652997.005622497,0.9973407651719267
170,2.2541,659360.0,1.8122,1193.2,5.0459,0,137410.0,5.3447e+17,205.24,,12.427,4.327,0,0,648832.686287305,0.9973335785662054
171,2.2237,650950.0,1.8241,1181.6,6.2576,0,134800.0,4.9717e+17,204.1,,12.5,4.4001,0,0,643910.2863846397,0.997326234561554
172,2.1885,641400.0,1.8386,1168.2,8.6693,0,131820.0,4.5464e+17,202.79,,12.573,4.4732,0,0,638560.8550825178,0.9973186737865765
173,2.1522,631610.0,1.8536,1154.5,11.336,0,128770.0,4.11e+17,201.45,,12.646,4.5463,0,0,632839.9043243026,0.997312421145671
174,2.1101,620200.0,1.8719,1138.0,12.357,0,125300.0,3.6137e+17,199.85,,12.719,4.6194,0,0,626633.6637391023,0.9973032743599256
