,Density,Energy,Mach,Momentum:0,Momentum:1,Momentum:2,Pressure,Pressure_Coefficient,Temperature,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2,pt,Z
28,7.5782,1924300.0,0.30954,872.71,-14.248,0,749600.0,9.28e+18,333.05,,2.0468,-6.0532,0,0,801448.6213530322,1.0003795179343613
29,7.5629,1921000.0,0.3152,886.37,-14.668,0,747560.0,9.2508e+18,332.81,,2.1199,-5.9801,0,0,801222.1272438089,1.0003688965608402
30,7.5477,1917600.0,0.32087,900.03,-15.087,0,745510.0,9.2216e+18,332.57,,2.193,-5.907,0,0,801016.510059715,1.00035829055601
31,7.5325,1914300.0,0.32653,913.69,-15.507,0,743470.0,9.1925e+18,332.32,,2.2661,-5.8339,0,0,800846.0902286565,1.0003473230311002
32,7.5173,1911000.0,0.33219,927.36,-15.927,0,741430.0,9.1633e+18,332.08,,2.3392,-5.7608,0,0,800703.4769847743,1.0003367664946001
33,7.502,1907600.0,0.33785,941.02,-16.346,0,739390.0,9.1341e+18,331.84,,2.4123,-5.6877,0,0,800588.5578432251,1.0003262318899329
34,7.4868,1904300.0,0.34351,954.68,-16.766,0,737350.0,9.1049e+18,331.6,,2.4854,-5.6146,0,0,800501.2078739936,1.0003157193649923
35,7.4692,1900500.0,0.34982,969.48,-17.111,0,734980.0,9.0712e+18,331.32,,2.5585,-5.5415,0,0,800331.8953302279,1.0003034882952226
36,7.4484,1895900.0,0.35701,985.81,-17.357,0,732190.0,9.0313e+18,330.97,,2.6316,-5.4684,0,0,800081.7656813726,1.0002883324058358
37,7.4276,1891400.0,0.36421,1002.1,-17.603,0,729390.0,8.9913e+18,330.63,,2.7047,-5.3953,0,0,799866.9061590191,1.0002736033643913
38,7.4068,1886800.0,0.3714,1018.5,-17.848,0,726600.0,8.9514e+18,330.28,,2.7778,-5.3222,0,0,799701.0412988622,1.000258530315367
39,7.3861,1882300.0,0.37859,1034.8,-18.094,0,723800.0,8.9115e+18,329.94,,2.8509,-5.2491,0,0,799565.7788965617,1.0002438860014358
40,7.3653,1877800.0,0.38578,1051.1,-18.34,0,721010.0,8.8715e+18,329.6,,2.924,-5.176,0,0,799482.9144887744,1.0002292894002838
41,7.3445,1873200.0,0.39297,1067.5,-18.585,0,718210.0,8.8316e+18,329.25,,2.9971,-5.1029,0,0,799430.02842236,1.000214339548185
42,7.3211,1868100.0,0.4008,1084.6,-18.716,0,715060.0,8.7866e+18,328.86,,3.0702,-5.0298,0,0,799306.0461641386,1.0001977201462309
43,7.2934,1862100.0,0.40969,1103.1,-18.659,0,711330.0,8.7333e+18,328.37,,3.1433,-4.9567,0,0,799049.6364673155,1.000177004778577
44,7.2657,1856000.0,0.41858,1121.6,-18.603,0,707600.0,8.6801e+18,327.89,,3.2164,-4.8836,0,0,798851.4177578153,1.0001567597718732
45,7.238,1850000.0,0.42748,1140.1,-18.546,0,703870.0,8.6268e+18,327.41,,3.2895,-4.8105,0,0,798715.4081284992,1.0001365935773936
46,7.2103,1843900.0,0.43637,1158.6,-18.489,0,700150.0,8.5735e+18,326.93,,3.3626,-4.7374,0,0,798643.2007399466,1.0001165102512692
47,7.1826,1837900.0,0.44526,1177.1,-18.432,0,696420.0,8.5202e+18,326.45,,3.4357,-4.6643,0,0,798615.9385489038,1.0000965047222932
48,7.1549,1831800.0,0.45415,1195.6,-18.376,0,692690.0,8.467e+18,325.96,,3.5088,-4.5912,0,0,798644.3721354734,1.0000761856857276
49,7.1247,1825200.0,0.46352,1214.4,-18.279,0,688650.0,8.4093e+18,325.43,,3.5819,-4.5181,0,0,798607.8748529131,1.0000542995173578
50,7.0883,1817200.0,0.47418,1233.8,-18.079,0,683790.0,8.3398e+18,324.78,,3.655,-4.445,0,0,798329.7668416776,1.0000276080755333
51,7.0518,1809200.0,0.48483,1253.2,-17.879,0,678930.0,8.2704e+18,324.13,,3.7281,-4.3719,0,0,798117.2841735889,1.0000010596373439
52,7.0154,1801200.0,0.49548,1272.6,-17.679,0,674060.0,8.2009e+18,323.47,,3.8012,-4.2988,0,0,797962.2675844916,0.9999742576684161
53,6.9789,1793200.0,0.50614,1292.0,-17.479,0,669200.0,8.1315e+18,322.82,,3.8743,-4.2257,0,0,797892.3514011758,0.9999480032101886
54,6.9424,1785200.0,0.51679,1311.4,-17.278,0,664340.0,8.062e+18,322.16,,3.9474,-4.1526,0,0,797883.7720002371,0.9999215003502187
55,6.906,1777200.0,0.52745,1330.8,-17.078,0,659480.0,7.9926e+18,321.51,,4.0205,-4.0795,0,0,797946.0408536579,0.9998955508057586
56,6.8684,1769000.0,0.53829,1350.1,-16.87,0,654480.0,7.9211e+18,320.83,,4.0936,-4.0064,0,0,798004.4313440258,0.9998685654973742
57,6.8223,1758700.0,0.55058,1368.4,-16.604,0,648430.0,7.8348e+18,319.98,,4.1667,-3.9333,0,0,797678.4021720195,0.9998350448119944
58,6.7762,1748500.0,0.56287,1386.8,-16.337,0,642390.0,7.7484e+18,319.13,,4.2398,-3.8602,0,0,797436.0202909479,0.9998017694919713
59,6.7302,1738300.0,0.57515,1405.1,-16.071,0,636350.0,7.6621e+18,318.28,,4.3129,-3.7871,0,0,797256.4819751543,0.9997687464826072
60,6.6841,1728100.0,0.58744,1423.4,-15.805,0,630300.0,7.5757e+18,317.43,,4.386,-3.714,0,0,797136.5325633576,0.9997359850427584
61,6.638,1717900.0,0.59972,1441.8,-15.538,0,624260.0,7.4894e+18,316.58,,4.4591,-3.6409,0,0,797086.5572466614,0.9997034862874943
62,6.5919,1707700.0,0.61201,1460.1,-15.272,0,618210.0,7.4031e+18,315.73,,4.5322,-3.5678,0,0,797090.8812834284,0.9996712632398406
63,6.5459,1697400.0,0.62429,1478.5,-15.005,0,612170.0,7.3167e+18,314.88,,4.6053,-3.4947,0,0,797159.8581997122,0.9996393150013673
64,6.4919,1685400.0,0.63785,1494.0,-14.505,0,605220.0,7.2175e+18,313.84,,4.6784,-3.4216,0,0,796930.8287427865,0.9996003773657607
65,6.4373,1673100.0,0.65151,1509.4,-13.986,0,598200.0,7.1171e+18,312.79,,4.7515,-3.3485,0,0,796731.0831664915,0.9995614483485957
66,6.3827,1660900.0,0.66517,1524.7,-13.466,0,591180.0,7.0168e+18,311.74,,4.8246,-3.2754,0,0,796582.6546589734,0.9995229146518463
67,6.3281,1648600.0,0.67884,1540.0,-12.947,0,584150.0,6.9165e+18,310.69,,4.8977,-3.2023,0,0,796474.4422814001,0.9994847961601694
68,6.2735,1636400.0,0.6925,1555.4,-12.427,0,577130.0,6.8161e+18,309.64,,4.9708,-3.1292,0,0,796415.2938427447,0.9994470909997495
69,6.2189,1624100.0,0.70616,1570.7,-11.908,0,570110.0,6.7158e+18,308.59,,5.0439,-3.0561,0,0,796393.9506350178,0.9994098188959508
70,6.1642,1611900.0,0.71982,1586.0,-11.388,0,563080.0,6.6155e+18,307.54,,5.117,-2.983,0,0,796391.5293742806,0.9993730029696011
71,6.105,1598500.0,0.73427,1598.3,-10.727,0,555590.0,6.5084e+18,306.36,,5.1901,-2.9099,0,0,796342.7682861245,0.9993317353682698
72,6.0435,1584500.0,0.74909,1609.1,-10.0,0,547880.0,6.3983e+18,305.12,,5.2632,-2.8368,0,0,796275.8704257937,0.9992887482049668
73,5.9821,1570600.0,0.76391,1619.9,-9.2729,0,540170.0,6.2881e+18,303.87,,5.3363,-2.7637,0,0,796225.6441074583,0.9992459140793065
74,5.9206,1556600.0,0.77873,1630.7,-8.5458,0,532450.0,6.1779e+18,302.63,,5.4094,-2.6906,0,0,796170.1525245396,0.9992041048322922
75,5.8592,1542600.0,0.79355,1641.5,-7.8187,0,524740.0,6.0677e+18,301.38,,5.4825,-2.6175,0,0,796132.1238473667,0.9991624761285107
76,5.7978,1528600.0,0.80836,1652.4,-7.0915,0,517030.0,5.9575e+18,300.14,,5.5556,-2.5444,0,0,796081.4200076793,0.9991219053959898
77,5.7363,1514700.0,0.82318,1663.2,-6.3644,0,509310.0,5.8474e+18,298.89,,5.6287,-2.4713,0,0,796010.7928744031,0.9990815879419809
78,5.673,1500200.0,0.83839,1672.0,-5.602,0,501460.0,5.7352e+18,297.58,,5.7018,-2.3982,0,0,796033.4398563736,0.99903963674157
79,5.6067,1484900.0,0.85426,1677.5,-4.7806,0,493380.0,5.6198e+18,296.15,,5.7749,-2.3251,0,0,796207.762560557,0.9989937289963592
80,5.5404,1469600.0,0.87012,1682.9,-3.9592,0,485300.0,5.5043e+18,294.73,,5.848,-2.252,0,0,796340.6994927808,0.9989490246081397
81,5.4741,1454300.0,0.88598,1688.4,-3.1378,0,477220.0,5.3889e+18,293.3,,5.9211,-2.1789,0,0,796430.4135755134,0.9989047009650023
82,5.4078,1439000.0,0.90185,1693.8,-2.3165,0,469140.0,5.2735e+18,291.87,,5.9942,-2.1058,0,0,796475.0442911414,0.998861219787685
83,5.3414,1423600.0,0.91771,1699.3,-1.4951,0,461060.0,5.158e+18,290.45,,6.0673,-2.0327,0,0,796446.4571815229,0.9988190501040995
84,5.2751,1408300.0,0.93358,1704.8,-0.67369,0,452980.0,5.0426e+18,289.02,,6.1404,-1.9596,0,0,796350.8787026445,0.9987773637103387
85,5.2087,1393000.0,0.94946,1710.1,0.14742,0,444900.0,4.9272e+18,287.59,,6.2135,-1.8865,0,0,796176.8800622111,0.99873663074188
86,5.1399,1376800.0,0.9662,1709.9,0.95833,0,436820.0,4.8117e+18,286.01,,6.2866,-1.8134,0,0,796685.4947426869,0.9986903319069697
87,5.071,1360600.0,0.98294,1709.7,1.7692,0,428740.0,4.6963e+18,284.44,,6.3597,-1.7403,0,0,797099.8289435878,0.9986454636631009
88,5.0021,1344500.0,0.99968,1709.4,2.5801,0,420660.0,4.5808e+18,282.86,,6.4328,-1.6672,0,0,797405.9868185032,0.998601196411809
89,4.9333,1328300.0,1.0164,1709.2,3.3911,0,412580.0,4.4654e+18,281.29,,6.5059,-1.5941,0,0,797566.13087335,0.9985584606012398
90,4.8644,1312100.0,1.0332,1709.0,4.202,0,404500.0,4.35e+18,279.72,,6.579,-1.521,0,0,797637.5170277923,0.998516867897564
91,4.7956,1296000.0,1.0499,1708.8,5.0129,0,396420.0,4.2345e+18,278.14,,6.6521,-1.4479,0,0,797410.2660107933,0.9984760257209879
92,4.7267,1279800.0,1.0666,1708.6,5.8238,0,388330.0,4.1191e+18,276.57,,6.7252,-1.3748,0,0,796920.873302029,0.9984369192227793
93,4.6578,1263400.0,1.0838,1704.9,6.5356,0,380480.0,4.0068e+18,274.93,,6.7983,-1.3017,0,0,797138.8365730327,0.9983949992659994
94,4.5888,1247000.0,1.1011,1699.3,7.1901,0,372750.0,3.8965e+18,273.27,,6.8714,-1.2286,0,0,797422.7289343198,0.9983529219619525
95,4.5198,1230500.0,1.1185,1693.6,7.8445,0,365030.0,3.7861e+18,271.6,,6.9445,-1.1555,0,0,797515.6735213685,0.9983116153720404
96,4.4509,1214000.0,1.1358,1688.0,8.4989,0,357300.0,3.6758e+18,269.93,,7.0176,-1.0824,0,0,797149.7096733568,0.9982716812268441
97,4.3819,1197500.0,1.1531,1682.3,9.1534,0,349580.0,3.5654e+18,268.27,,7.0907,-1.0093,0,0,796435.6832354375,0.9982335499182843
98,4.313,1181000.0,1.1705,1676.6,9.8078,0,341850.0,3.455e+18,266.6,,7.1638,-0.9362,0,0,795396.1025633591,0.9981964781224413
99,4.244,1164600.0,1.1878,1671.0,10.462,0,334130.0,3.3447e+18,264.93,,7.2369,-0.8631,0,0,793856.4289348413,0.9981608918980707
100,4.1756,1148200.0,1.2053,1664.5,11.068,0,326530.0,3.2362e+18,263.26,,7.31,-0.79,0,0,792346.5221001514,0.9981262395932421
101,4.1098,1132200.0,1.2229,1654.6,11.458,0,319520.0,3.1359e+18,261.56,,7.3831,-0.7169,0,0,791927.6605247572,0.998088362523264
102,4.044,1116200.0,1.2406,1644.7,11.848,0,312500.0,3.0357e+18,259.86,,7.4562,-0.6438,0,0,791145.4472549772,0.9980519575465617
103,3.9782,1100200.0,1.2583,1634.8,12.237,0,305480.0,2.9354e+18,258.16,,7.5293,-0.5707,0,0,789904.969361555,0.9980170428096458
104,3.9124,1084200.0,1.276,1624.9,12.627,0,298460.0,2.8352e+18,256.46,,7.6024,-0.4976,0,0,788183.2274746029,0.9979836963124816
105,3.8466,1068200.0,1.2937,1615.0,13.017,0,291450.0,2.735e+18,254.76,,7.6755,-0.4245,0,0,785984.7843188671,0.9979519302230405
106,3.7808,1052200.0,1.3113,1605.1,13.407,0,284430.0,2.6347e+18,253.06,,7.7486,-0.3514,0,0,783141.9726318137,0.9979219658568158
107,3.715,1036200.0,1.329,1595.3,13.797,0,277410.0,2.5345e+18,251.36,,7.8217,-0.2783,0,0,779845.1870985911,0.9978938257842966
108,3.6535,1020900.0,1.3466,1583.6,13.957,0,271030.0,2.4433e+18,249.65,,7.8948,-0.2052,0,0,777728.407315943,0.9978621372631904
109,3.5939,1006000.0,1.3643,1571.0,14.009,0,264950.0,2.3564e+18,247.94,,7.9679,-0.1321,0,0,776070.1014662473,0.9978296393462809
110,3.5344,991160.0,1.3819,1558.5,14.061,0,258860.0,2.2695e+18,246.23,,8.041,-0.059,0,0,773797.5356248175,0.9977987480745211
111,3.4749,976290.0,1.3995,1546.0,14.113,0,252780.0,2.1826e+18,244.52,,8.1141,0.0141,0,0,771043.2201055554,0.9977693813497898
112,3.4153,961410.0,1.4171,1533.4,14.166,0,246700.0,2.0956e+18,242.8,,8.1872,0.0872,0,0,767760.6490808533,0.9977412279626438
113,3.3558,946530.0,1.4347,1520.9,14.218,0,240610.0,2.0087e+18,241.09,,8.2603,0.1603,0,0,763901.1483702875,0.9977154310573664
114,3.2962,931650.0,1.4523,1508.4,14.27,0,234530.0,1.9218e+18,239.38,,8.3334,0.2334,0,0,759510.8959075699,0.9976914237365591
115,3.2379,917030.0,1.4697,1495.8,14.292,0,228600.0,1.8371e+18,237.69,,8.4065,0.3065,0,0,754869.3428103023,0.9976688443404823
116,3.1877,904170.0,1.4861,1482.5,14.112,0,223710.0,1.7673e+18,236.11,,8.4796,0.3796,0,0,752325.1492777795,0.9976426771645402
117,3.1376,891300.0,1.5024,1469.2,13.933,0,218820.0,1.6975e+18,234.53,,8.5527,0.4527,0,0,749264.0856333472,0.997617866253603
118,3.0874,878430.0,1.5187,1456.0,13.754,0,213940.0,1.6277e+18,232.96,,8.6258,0.5258,0,0,745794.2262239349,0.9975948597019693
119,3.0372,865560.0,1.5351,1442.7,13.575,0,209050.0,1.5579e+18,231.38,,8.6989,0.5989,0,0,741916.1340691908,0.9975729745654007
120,2.987,852700.0,1.5514,1429.4,13.396,0,204160.0,1.488e+18,229.8,,8.772,0.672,0,0,737490.4515803824,0.9975526674169203
121,2.9368,839830.0,1.5677,1416.2,13.216,0,199280.0,1.4182e+18,228.22,,8.8451,0.7451,0,0,732624.825285427,0.9975338961853866
122,2.8867,826960.0,1.5841,1402.9,13.037,0,194390.0,1.3484e+18,226.64,,8.9182,0.8182,0,0,727313.2363702117,0.9975169879721033
123,2.8428,815600.0,1.5988,1390.3,12.889,0,190220.0,1.2889e+18,225.23,,8.9913,0.8913,0,0,722937.1878430893,0.9975009085264598
124,2.8045,805560.0,1.6122,1378.4,12.769,0,186680.0,1.2383e+18,223.96,,9.0644,0.9644,0,0,719620.2762345846,0.9974847081860666
125,2.7661,795520.0,1.6257,1366.5,12.648,0,183140.0,1.1877e+18,222.69,,9.1375,1.0375,0,0,716081.8568060114,0.9974695248113388
126,2.7278,785480.0,1.6391,1354.6,12.527,0,179600.0,1.1371e+18,221.42,,9.2106,1.1106,0,0,712165.4229270752,0.9974554014935929
127,2.6895,775440.0,1.6525,1342.6,12.407,0,176060.0,1.0865e+18,220.15,,9.2837,1.1837,0,0,707941.8176506757,0.9974423830089955
128,2.6511,765400.0,1.6659,1330.7,12.286,0,172520.0,1.036e+18,218.89,,9.3568,1.2568,0,0,703405.9226067549,0.9974310182835012
129,2.6128,755360.0,1.6793,1318.8,12.165,0,168980.0,9.8537e+17,217.62,,9.4299,1.3299,0,0,698552.4994878973,0.9974203517509715
130,2.5745,745320.0,1.6927,1306.8,12.045,0,165440.0,9.3479e+17,216.35,,9.503,1.403,0,0,693376.4681786956,0.9974109350589333
131,2.5463,737800.0,1.7029,1297.2,11.956,0,162930.0,8.9903e+17,215.39,,9.5761,1.4761,0,0,689998.7439094179,0.9974020409866058
132,2.5195,730620.0,1.7127,1287.8,11.872,0,160570.0,8.6527e+17,214.47,,9.6492,1.5492,0,0,686808.2952682289,0.9973934081782232
133,2.4927,723450.0,1.7225,1278.5,11.788,0,158210.0,8.3152e+17,213.56,,9.7223,1.6223,0,0,683458.0252064329,0.9973858868101587
134,2.4659,716270.0,1.7322,1269.1,11.704,0,155840.0,7.9776e+17,212.64,,9.7954,1.6954,0,0,679834.0242804695,0.9973786510136098
135,2.4391,709090.0,1.742,1259.7,11.619,0,153480.0,7.6401e+17,211.73,,9.8685,1.7685,0,0,676158.7926307959,0.9973724012871775
136,2.4123,701920.0,1.7518,1250.4,11.535,0,151120.0,7.3026e+17,210.81,,9.9416,1.8416,0,0,672318.2213348275,0.9973663069948244
137,2.3856,694740.0,1.7615,1241.0,11.451,0,148760.0,6.965e+17,209.9,,10.015,1.9147,0,0,668244.2013414034,0.9973614047915754
138,2.3601,687910.0,1.7709,1232.1,11.367,0,146520.0,6.6457e+17,209.02,,10.088,1.9878,0,0,664349.3940829515,0.9973565748761716
139,2.3414,682790.0,1.778,1225.0,11.283,0,144910.0,6.4162e+17,208.35,,10.161,2.0609,0,0,661678.6766058257,0.9973515933004191
140,2.3227,677670.0,1.7852,1218.0,11.198,0,143310.0,6.1867e+17,207.67,,10.234,2.134,0,0,659034.8631424144,0.9973462573405804
141,2.304,672550.0,1.7923,1211.0,11.114,0,141700.0,5.9572e+17,207.0,,10.307,2.2071,0,0,656195.6561487357,0.9973419626837672
142,2.2853,667430.0,1.7995,1204.0,11.03,0,140090.0,5.7277e+17,206.32,,10.38,2.2802,0,0,653335.180193785,0.9973375130324164
143,2.2666,662310.0,1.8067,1196.9,10.946,0,138490.0,5.4982e+17,205.65,,10.453,2.3533,0,0,650434.9567348574,0.9973337475541938
144,2.2479,657190.0,1.8138,1189.9,10.861,0,136880.0,5.2687e+17,204.98,,10.526,2.4264,0,0,647337.7751985556,0.9973305450383385
145,2.2291,652070.0,1.821,1182.9,10.777,0,135270.0,5.0392e+17,204.3,,10.599,2.4995,0,0,644215.9506655686,0.9973272111992691
146,2.2117,647300.0,1.8278,1176.3,10.715,0,133790.0,4.8271e+17,203.66,,10.673,2.5726,0,0,641380.3867740815,0.9973237246173879
147,2.1961,643030.0,1.8342,1170.2,10.685,0,132480.0,4.6399e+17,203.08,,10.746,2.6457,0,0,639041.0205548493,0.9973202232670784
148,2.1804,638760.0,1.8406,1164.2,10.655,0,131170.0,4.4528e+17,202.5,,10.819,2.7188,0,0,636637.8241399282,0.9973169885593711
149,2.1648,634490.0,1.847,1158.1,10.625,0,129860.0,4.2656e+17,201.91,,10.892,2.7919,0,0,634170.3169703227,0.9973135106657001
150,2.1492,630220.0,1.8534,1152.1,10.595,0,128550.0,4.0784e+17,201.33,,10.965,2.865,0,0,631638.1983278497,0.9973108250012428
151,2.1335,625950.0,1.8598,1146.0,10.565,0,127240.0,3.8913e+17,200.74,,11.038,2.9381,0,0,629040.9281752178,0.997307906320719
152,2.1179,621680.0,1.8662,1140.0,10.535,0,125930.0,3.7041e+17,200.16,,11.111,3.0112,0,0,626378.2076733658,0.9973057921277275
153,2.1023,617400.0,1.8726,1134.0,10.505,0,124620.0,3.517e+17,199.58,,11.184,3.0843,0,0,623649.5573233498,0.9973039725054429
154,2.0862,613010.0,1.8795,1127.6,10.544,0,123290.0,3.3276e+17,198.97,,11.257,3.1574,0,0,621047.799652321,0.9973013390326301
155,2.0698,608550.0,1.8866,1121.1,10.629,0,121960.0,3.1367e+17,198.34,,11.33,3.2305,0,0,618490.4689186548,0.9972979846849219
156,2.0534,604080.0,1.8938,1114.6,10.714,0,120620.0,2.9458e+17,197.71,,11.404,3.3036,0,0,615865.7123868536,0.9972951737620688
157,2.0371,599610.0,1.9009,1108.0,10.799,0,119280.0,2.7549e+17,197.09,,11.477,3.3767,0,0,613106.9984856211,0.9972932137235939
158,2.0207,595150.0,1.9081,1101.5,10.884,0,117950.0,2.564e+17,196.46,,11.55,3.4498,0,0,610380.8835600157,0.9972908452606164
159,2.0043,590680.0,1.9152,1095.0,10.969,0,116610.0,2.3731e+17,195.83,,11.623,3.5229,0,0,607469.1966852958,0.9972890503376823
160,1.9879,586210.0,1.9224,1088.5,11.054,0,115280.0,2.1822e+17,195.2,,11.696,3.596,0,0,604588.9389636565,0.997287374896932
161,1.9715,581750.0,1.9295,1081.9,11.139,0,113940.0,1.9913e+17,194.58,,11.769,3.6691,0,0,601522.2888235244,0.9972868143959227
162,1.9534,576790.0,1.9379,1074.5,11.3,0,112490.0,1.7847e+17,193.86,,11.842,3.7422,0,0,598512.2728183119,0.9972840691952233
163,1.9347,571670.0,1.9467,1066.8,11.488,0,111010.0,1.5726e+17,193.11,,11.915,3.8153,0,0,595461.6500267362,0.9972809344072462
164,1.916,566550.0,1.9555,1059.0,11.675,0,109520.0,1.3605e+17,192.37,,11.988,3.8884,0,0,592250.6570639508,0.9972790400091608
165,1.8973,561440.0,1.9643,1051.3,11.862,0,108040.0,1.1484e+17,191.62,,12.062,3.9615,0,0,588985.8368271585,0.9972768618893597
166,1.8785,556320.0,1.9731,1043.6,12.05,0,106550.0,9.3637e+16,190.87,,12.135,4.0346,0,0,585557.9312387605,0.9972754349787898
167,1.8598,551200.0,1.9819,1035.8,12.237,0,105070.0,7.2429e+16,190.13,,12.208,4.1077,0,0,582075.4206611913,0.9972747890566638
168,1.8411,546080.0,1.9907,1028.1,12.425,0,103590.0,5.1222e+16,189.38,,12.281,4.1808,0,0,578482.8563602156,0.9972741427421681
169,1.8224,540960.0,1.9995,1020.4,12.612,0,102100.0,3.0015e+16,188.63,,12.354,4.2539,0,0,574723.2197170651,0.9972743002726384
170,1.8016,535260.0,2.01,1011.5,12.81,0,100510.0,7238000000000000.0,187.77,,12.427,4.327,0,0,571155.6566151977,0.9972719542589529
171,1.7805,529430.0,2.0208,1002.3,13.011,0,98888.0,-1.5888e+16,186.89,,12.5,4.4001,0,0,567415.1755595278,0.9972700897715504
172,1.7593,523610.0,2.0317,993.19,13.212,0,97269.0,-3.9013e+16,186.0,,12.573,4.4732,0,0,563592.1798867773,0.9972683128617221
173,1.7381,517780.0,2.0425,984.05,13.413,0,95650.0,-6.2138e+16,185.12,,12.646,4.5463,0,0,559567.3727563795,0.9972677803130353
174,1.7169,511960.0,2.0534,974.91,13.613,0,94032.0,-8.5264e+16,184.24,,12.719,4.6194,0,0,555444.9256692902,0.997267960495826
175,1.6957,506130.0,2.0642,965.77,13.814,0,92413.0,-1.0839e+17,183.35,,12.792,4.6925,0,0,551112.9114358469,0.9972684069733961
176,1.6746,500310.0,2.0751,956.63,14.015,0,90794.0,-1.3152e+17,182.47,,12.866,4.7656,0,0,546673.3261299201,0.997270172218176
