"Mach","p","tp","Points:0","Points:1","Points:2"
1.231,0.39579,0.81536,-0.099046,0,0
1.2481,0.38681,0.80861,-0.0878,0,0
1.2646,0.37857,0.80209,-0.076554,0,0
1.2811,0.37033,0.79557,-0.065308,0,0
1.2995,0.36125,0.78801,-0.054062,0,0
1.3206,0.35098,0.77897,-0.042815,0,0
1.3418,0.34071,0.76994,-0.031569,0,0
1.3598,0.33231,0.76213,-0.020323,0,0
1.3771,0.32436,0.75463,-0.0090769,0,0
1.3944,0.31646,0.7471,0.0021692,0,0
1.4122,0.30876,0.73945,0.013415,0,0
1.43,0.30106,0.7318,0.024662,0,0
1.449,0.29312,0.72362,0.035908,0,0
1.4689,0.28497,0.71495,0.047154,0,0
1.4888,0.27683,0.70629,0.0584,0,0
1.5093,0.26883,0.69709,0.069646,0,0
1.5298,0.26086,0.68781,0.080892,0,0
1.55,0.25313,0.67874,0.092138,0,0
1.5688,0.24637,0.67043,0.10338,0,0
1.5875,0.23961,0.66212,0.11463,0,0
1.6063,0.23305,0.65371,0.12588,0,0
1.625,0.22665,0.64522,0.13712,0,0
1.6437,0.22025,0.63673,0.14837,0,0
1.6616,0.21451,0.62881,0.15962,0,0
1.6794,0.20886,0.62096,0.17086,0,0
1.6983,0.20297,0.61262,0.18211,0,0
1.7211,0.19622,0.60255,0.19335,0,0
1.7438,0.18947,0.59247,0.2046,0,0
1.7648,0.18348,0.58326,0.21585,0,0
1.7845,0.1781,0.57473,0.22709,0,0
1.8041,0.17273,0.5662,0.23834,0,0
1.8201,0.16857,0.55928,0.24958,0,0
1.8357,0.16457,0.55255,0.26083,0,0
1.8506,0.16077,0.54612,0.27208,0,0
1.8634,0.15766,0.54068,0.28332,0,0
1.8761,0.15454,0.53524,0.29457,0,0
1.8882,0.15168,0.53017,0.30582,0,0
1.8998,0.14902,0.52537,0.31706,0,0
1.9113,0.14635,0.52057,0.32831,0,0
1.9218,0.14399,0.51617,0.33955,0,0
1.9323,0.14165,0.5118,0.3508,0,0
1.9419,0.13953,0.50785,0.36205,0,0
1.9491,0.13806,0.50516,0.37329,0,0
1.9563,0.13658,0.50248,0.38454,0,0
1.96,0.13575,0.5008,0.39578,0,0
1.9612,0.13537,0.49984,0.40703,0,0
1.9624,0.13499,0.49888,0.41828,0,0
1.9603,0.13541,0.49968,0.42952,0,0
1.958,0.13591,0.50062,0.44077,0,0
1.9543,0.13668,0.50209,0.45202,0,0
1.9469,0.13825,0.50502,0.46326,0,0
1.9395,0.13982,0.50795,0.47451,0,0
1.9286,0.14219,0.5123,0.48575,0,0
1.9153,0.14511,0.51761,0.497,0,0
1.9021,0.14803,0.52291,0.50825,0,0
1.8867,0.15161,0.5292,0.51949,0,0
1.8712,0.15524,0.53556,0.53074,0,0
1.8564,0.15874,0.54163,0.54198,0,0
1.8436,0.1619,0.54695,0.55323,0,0
1.8309,0.16505,0.55227,0.56448,0,0
1.8255,0.16653,0.55502,0.57572,0,0
1.825,0.16694,0.55612,0.58697,0,0
1.8244,0.16734,0.55722,0.59822,0,0
1.8279,0.16645,0.55573,0.60946,0,0
1.8316,0.16549,0.5541,0.62071,0,0
1.8375,0.16401,0.55159,0.63195,0,0
1.8486,0.16125,0.54686,0.6432,0,0
1.8597,0.15849,0.54213,0.65445,0,0
1.8752,0.15481,0.53563,0.66569,0,0
1.8932,0.15058,0.52806,0.67694,0,0
1.9111,0.14634,0.52049,0.68818,0,0
1.9337,0.14144,0.51122,0.69943,0,0
1.9564,0.1365,0.50188,0.71068,0,0
1.9797,0.13159,0.49238,0.72192,0,0
2.0042,0.12671,0.48248,0.73317,0,0
2.0287,0.12183,0.47258,0.74442,0,0
2.0533,0.11724,0.46289,0.75566,0,0
2.0779,0.11281,0.45333,0.76691,0,0
2.1026,0.10838,0.44377,0.77815,0,0
2.1263,0.10452,0.43491,0.7894,0,0
2.15,0.10067,0.42607,0.80065,0,0
2.1733,0.096976,0.41747,0.81189,0,0
2.1959,0.093645,0.40939,0.82314,0,0
2.2185,0.090315,0.4013,0.83438,0,0
2.2404,0.087259,0.39363,0.84563,0,0
2.262,0.084351,0.38619,0.85688,0,0
2.2836,0.081443,0.37874,0.86812,0,0
2.3045,0.078878,0.37186,0.87937,0,0
2.3254,0.076318,0.36499,0.89062,0,0
2.346,0.073846,0.35825,0.90186,0,0
2.3664,0.071558,0.35181,0.91311,0,0
2.3867,0.069269,0.34536,0.92435,0,0
2.4068,0.067123,0.33914,0.9356,0,0
2.4268,0.06505,0.33302,0.94685,0,0
2.4468,0.062977,0.3269,0.95809,0,0
2.4664,0.061114,0.32117,0.96934,0,0
2.486,0.059252,0.31544,0.98058,0,0
2.5055,0.057446,0.30981,0.99183,0,0
2.5249,0.055754,0.30438,1.0031,0,0
2.5442,0.054062,0.29895,1.0143,0,0
2.5633,0.052484,0.29375,1.0256,0,0
2.5822,0.05096,0.28867,1.0368,0,0
2.6012,0.049439,0.28359,1.0481,0,0
2.6198,0.048056,0.2788,1.0593,0,0
2.6384,0.046674,0.274,1.0706,0,0
2.6569,0.045339,0.26931,1.0818,0,0
2.6751,0.044094,0.26484,1.093,0,0
2.6932,0.042849,0.26036,1.1043,0,0
2.7111,0.041686,0.25608,1.1155,0,0
2.7289,0.040559,0.25188,1.1268,0,0
2.7467,0.039435,0.24769,1.138,0,0
2.7642,0.038409,0.24373,1.1493,0,0
2.7816,0.037383,0.23978,1.1605,0,0
2.7989,0.036392,0.23591,1.1718,0,0
2.816,0.035461,0.23221,1.183,0,0
2.8331,0.034531,0.2285,1.1943,0,0
2.85,0.033655,0.22493,1.2055,0,0
2.8668,0.032801,0.22142,1.2168,0,0
2.8836,0.031951,0.21792,1.228,0,0
2.9001,0.031174,0.21463,1.2392,0,0
2.9166,0.030396,0.21133,1.2505,0,0
2.933,0.029641,0.2081,1.2617,0,0
2.9493,0.028924,0.20496,1.273,0,0
2.9656,0.028207,0.20183,1.2842,0,0
2.9816,0.027534,0.19883,1.2955,0,0
2.9977,0.026877,0.19588,1.3067,0,0
3.0136,0.026223,0.19293,1.318,0,0
3.0294,0.025617,0.19012,1.3292,0,0
3.0452,0.02501,0.18731,1.3405,0,0
3.0609,0.024422,0.18456,1.3517,0,0
3.0764,0.023863,0.1819,1.363,0,0
3.092,0.023304,0.17924,1.3742,0,0
3.1074,0.022777,0.17668,1.3854,0,0
3.1227,0.022261,0.17416,1.3967,0,0
3.1381,0.021748,0.17165,1.4079,0,0
3.1532,0.021271,0.16927,1.4192,0,0
3.1683,0.020794,0.16688,1.4304,0,0
3.1834,0.020332,0.16454,1.4417,0,0
3.1984,0.019891,0.16227,1.4529,0,0
3.2133,0.019449,0.16001,1.4642,0,0
3.2281,0.019034,0.15784,1.4754,0,0
3.2428,0.018627,0.1557,1.4867,0,0
3.2574,0.018222,0.15356,1.4979,0,0
3.272,0.017843,0.15152,1.5092,0,0
3.2865,0.017463,0.14947,1.5204,0,0
3.3009,0.017096,0.14748,1.5316,0,0
3.3152,0.016746,0.14555,1.5429,0,0
3.3295,0.016396,0.14362,1.5541,0,0
3.3437,0.016063,0.14175,1.5654,0,0
3.3579,0.015736,0.13991,1.5766,0,0
3.372,0.015411,0.13807,1.5879,0,0
3.3859,0.015107,0.13632,1.5991,0,0
3.3999,0.014804,0.13456,1.6104,0,0
3.4138,0.014508,0.13284,1.6216,0,0
3.4276,0.014224,0.13117,1.6329,0,0
3.4414,0.013939,0.12949,1.6441,0,0
3.455,0.013671,0.12788,1.6554,0,0
3.4686,0.013406,0.12629,1.6666,0,0
3.4822,0.013144,0.1247,1.6778,0,0
3.4956,0.012896,0.12318,1.6891,0,0
3.5091,0.012648,0.12165,1.7003,0,0
3.5224,0.012408,0.12016,1.7116,0,0
3.5357,0.012178,0.11872,1.7228,0,0
3.5489,0.011947,0.11727,1.7341,0,0
3.562,0.011728,0.11587,1.7453,0,0
3.5751,0.011511,0.11448,1.7566,0,0
3.5882,0.011296,0.1131,1.7678,0,0
3.6011,0.011094,0.11178,1.7791,0,0
3.614,0.010893,0.11046,1.7903,0,0
3.6268,0.010696,0.10917,1.8016,0,0
3.6395,0.010506,0.1079,1.8128,0,0
3.6522,0.010317,0.10664,1.824,0,0
3.6649,0.010136,0.10542,1.8353,0,0
3.6776,0.0099586,0.10422,1.8465,0,0
3.6902,0.0097824,0.10303,1.8578,0,0
3.7024,0.009616,0.10187,1.869,0,0
3.7145,0.0094496,0.10071,1.8803,0,0
3.7264,0.0092915,0.099597,1.8915,0,0
3.7379,0.0091426,0.098546,1.9028,0,0
3.7494,0.0089938,0.097494,1.914,0,0
3.765,0.0087946,0.096034,1.9253,0,0
3.7815,0.0085835,0.094477,1.9365,0,0
3.6205,0.01361,0.095176,1.9478,0,0
2.4243,0.04918,0.10904,1.959,0,0
1.2282,0.08475,0.1229,1.9702,0,0
0.5412,0.10964,0.1326,1.9815,0,0
0.3968,0.12314,0.13785,1.9927,0,0
0.25239,0.13664,0.14311,2.004,0,0
0.23714,0.13888,0.14437,2.0152,0,0
0.24988,0.13868,0.14477,2.0265,0,0
0.26022,0.13866,0.14524,2.0377,0,0
0.25787,0.13959,0.14608,2.049,0,0
0.25553,0.14051,0.14693,2.0602,0,0
0.25285,0.14119,0.14751,2.0715,0,0
0.24983,0.14164,0.14783,2.0827,0,0
0.24681,0.14208,0.14814,2.094,0,0
0.24333,0.1425,0.14841,2.1052,0,0
0.23975,0.14291,0.14866,2.1164,0,0
0.2362,0.14332,0.14891,2.1277,0,0
0.23278,0.14368,0.14913,2.1389,0,0
0.22936,0.14403,0.14934,2.1502,0,0
0.22615,0.14436,0.14953,2.1614,0,0
0.22313,0.14465,0.14969,2.1727,0,0
0.22012,0.14494,0.14985,2.1839,0,0
0.21755,0.14518,0.14999,2.1952,0,0
0.21506,0.14542,0.15013,2.2064,0,0
0.21269,0.14565,0.15026,2.2177,0,0
0.21081,0.14585,0.15038,2.2289,0,0
0.20894,0.14604,0.1505,2.2402,0,0
0.20737,0.14622,0.15062,2.2514,0,0
0.20607,0.14638,0.15073,2.2626,0,0
0.20478,0.14655,0.15085,2.2739,0,0
0.20387,0.14669,0.15096,2.2851,0,0
0.20303,0.14683,0.15107,2.2964,0,0
0.20225,0.14697,0.15118,2.3076,0,0
0.2017,0.14709,0.15128,2.3189,0,0
0.20116,0.14721,0.15138,2.3301,0,0
0.20073,0.14732,0.15148,2.3414,0,0
0.20038,0.14743,0.15157,2.3526,0,0
0.20003,0.14753,0.15166,2.3639,0,0
0.19979,0.14762,0.15175,2.3751,0,0
0.19957,0.14772,0.15183,2.3864,0,0
0.19936,0.14781,0.15192,2.3976,0,0
0.19923,0.14788,0.15199,2.4088,0,0
0.19909,0.14796,0.15207,2.4201,0,0
0.19899,0.14804,0.15214,2.4313,0,0
0.19891,0.1481,0.15221,2.4426,0,0
0.19884,0.14817,0.15227,2.4538,0,0
0.1988,0.14823,0.15233,2.4651,0,0
0.19877,0.14829,0.15239,2.4763,0,0
0.19876,0.14835,0.15245,2.4876,0,0
0.19878,0.14841,0.15251,2.4988,0,0
0.19879,0.14846,0.15257,2.5101,0,0
0.19891,0.14851,0.15262,2.5213,0,0
0.19911,0.14854,0.15266,2.5326,0,0
0.19931,0.14857,0.1527,2.5438,0,0
0.19973,0.14859,0.15274,2.555,0,0
0.20017,0.14861,0.15278,2.5663,0,0
0.20066,0.14863,0.15282,2.5775,0,0
0.20131,0.14864,0.15285,2.5888,0,0
0.20195,0.14865,0.15289,2.6,0,0
0.20273,0.14865,0.15292,2.6113,0,0
0.2036,0.14864,0.15295,2.6225,0,0
0.20447,0.14864,0.15299,2.6338,0,0
0.20554,0.14862,0.15302,2.645,0,0
0.20663,0.1486,0.15304,2.6563,0,0
0.20777,0.14858,0.15307,2.6675,0,0
0.20907,0.14855,0.1531,2.6788,0,0
0.21036,0.14852,0.15312,2.69,0,0
0.21181,0.14848,0.15315,2.7012,0,0
0.21337,0.14844,0.15317,2.7125,0,0
0.21493,0.14839,0.15319,2.7237,0,0
0.21677,0.14832,0.1532,2.735,0,0
0.21863,0.14826,0.15322,2.7462,0,0
0.22059,0.14819,0.15324,2.7575,0,0
0.2228,0.1481,0.15325,2.7687,0,0
0.22501,0.14801,0.15326,2.78,0,0
0.22744,0.14791,0.15327,2.7912,0,0
0.23001,0.14781,0.15328,2.8025,0,0
0.23259,0.1477,0.15329,2.8137,0,0
0.23553,0.14756,0.1533,2.825,0,0
0.23849,0.14743,0.1533,2.8362,0,0
0.24157,0.14729,0.1533,2.8474,0,0
0.24495,0.14712,0.1533,2.8587,0,0
0.24833,0.14696,0.15331,2.8699,0,0
0.25199,0.14678,0.1533,2.8812,0,0
0.25582,0.14658,0.1533,2.8924,0,0
0.25966,0.14638,0.15329,2.9037,0,0
0.264,0.14615,0.15328,2.9149,0,0
0.26836,0.14591,0.15327,2.9262,0,0
0.27291,0.14566,0.15326,2.9374,0,0
0.27791,0.14538,0.15324,2.9487,0,0
0.28291,0.14509,0.15322,2.9599,0,0
0.28834,0.14477,0.1532,2.9712,0,0
0.29404,0.14443,0.15318,2.9824,0,0
0.29973,0.14409,0.15316,2.9936,0,0
0.30616,0.14369,0.15312,3.0049,0,0
0.31261,0.14329,0.15309,3.0161,0,0
0.31932,0.14286,0.15306,3.0274,0,0
0.32659,0.14238,0.15302,3.0386,0,0
0.33387,0.1419,0.15297,3.0499,0,0
0.34172,0.14136,0.15292,3.0611,0,0
0.34987,0.1408,0.15287,3.0724,0,0
0.35803,0.14023,0.15281,3.0836,0,0
0.36713,0.13957,0.15274,3.0949,0,0
0.37624,0.1389,0.15267,3.1061,0,0
0.38565,0.1382,0.1526,3.1174,0,0
0.39569,0.13744,0.15251,3.1286,0,0
0.40573,0.13667,0.15242,3.1398,0,0
0.41637,0.13583,0.15232,3.1511,0,0
0.42732,0.13496,0.15222,3.1623,0,0
0.43826,0.13409,0.15212,3.1736,0,0
0.45007,0.13311,0.152,3.1848,0,0
0.46188,0.13214,0.15188,3.1961,0,0
0.47396,0.13112,0.15175,3.2073,0,0
0.48655,0.13003,0.15159,3.2186,0,0
0.49915,0.12894,0.15144,3.2298,0,0
0.51219,0.12779,0.15126,3.2411,0,0
0.52545,0.12659,0.15107,3.2523,0,0
0.53872,0.1254,0.15088,3.2636,0,0
0.55251,0.12412,0.15064,3.2748,0,0
0.5663,0.12283,0.15041,3.286,0,0
0.58027,0.12152,0.15016,3.2973,0,0
0.59458,0.12015,0.14988,3.3085,0,0
0.60888,0.11878,0.1496,3.3198,0,0
0.62352,0.11736,0.1493,3.331,0,0
0.6383,0.11592,0.14898,3.3423,0,0
0.65309,0.11448,0.14866,3.3535,0,0
0.66826,0.11298,0.1483,3.3648,0,0
0.68342,0.11149,0.14794,3.376,0,0
0.6987,0.10998,0.14756,3.3873,0,0
0.71419,0.10844,0.14714,3.3985,0,0
0.72967,0.10689,0.14673,3.4098,0,0
0.74526,0.10533,0.14627,3.421,0,0
0.76089,0.10376,0.1458,3.4322,0,0
0.77652,0.10219,0.14532,3.4435,0,0
0.79216,0.10062,0.1448,3.4547,0,0
0.80779,0.09904,0.14427,3.466,0,0
0.8234,0.097468,0.14372,3.4772,0,0
0.83897,0.095901,0.14313,3.4885,0,0
0.85453,0.094335,0.14255,3.4997,0,0
0.87001,0.092783,0.14192,3.511,0,0
0.88546,0.091238,0.14129,3.5222,0,0
0.9009,0.089695,0.14065,3.5335,0,0
0.91623,0.088182,0.13997,3.5447,0,0
0.93157,0.086669,0.1393,3.556,0,0
0.94686,0.08517,0.13861,3.5672,0,0
0.96208,0.083694,0.13789,3.5784,0,0
0.9773,0.082219,0.13718,3.5897,0,0
0.99248,0.080769,0.13643,3.6009,0,0
1.0076,0.079329,0.13568,3.6122,0,0
1.0228,0.077891,0.13493,3.6234,0,0
1.0378,0.076498,0.13414,3.6347,0,0
1.0529,0.075104,0.13336,3.6459,0,0
1.0678,0.073732,0.13256,3.6572,0,0
1.0826,0.072394,0.13175,3.6684,0,0
1.0974,0.071056,0.13094,3.6797,0,0
1.112,0.069763,0.13012,3.6909,0,0
1.1265,0.068488,0.1293,3.7022,0,0
1.141,0.067216,0.12847,3.7134,0,0
1.1552,0.066005,0.12763,3.7246,0,0
1.1693,0.064794,0.12679,3.7359,0,0
1.1834,0.063609,0.12595,3.7471,0,0
1.1973,0.06246,0.1251,3.7584,0,0
1.2111,0.06131,0.12425,3.7696,0,0
1.2248,0.060204,0.1234,3.7809,0,0
1.2384,0.059112,0.12254,3.7921,0,0
1.252,0.058025,0.12169,3.8034,0,0
1.2653,0.056992,0.12083,3.8146,0,0
1.2786,0.05596,0.11998,3.8259,0,0
1.2917,0.054957,0.11913,3.8371,0,0
1.3045,0.053994,0.11829,3.8484,0,0
1.3174,0.053031,0.11744,3.8596,0,0
1.3297,0.052126,0.11662,3.8708,0,0
1.3419,0.051239,0.1158,3.8821,0,0
1.3541,0.050358,0.11499,3.8933,0,0
1.3658,0.049535,0.11419,3.9046,0,0
1.3775,0.048713,0.1134,3.9158,0,0
1.389,0.047913,0.11261,3.9271,0,0
1.4003,0.047142,0.11183,3.9383,0,0
1.4117,0.046371,0.11105,3.9496,0,0
1.4226,0.045645,0.11029,3.9608,0,0
1.4335,0.044932,0.10954,3.9721,0,0
1.4442,0.044228,0.1088,3.9833,0,0
1.4541,0.043597,0.10811,3.9946,0,0
1.464,0.042967,0.10742,4.0058,0,0
1.4734,0.042379,0.10677,4.017,0,0
1.482,0.041844,0.10616,4.0283,0,0
1.4906,0.041309,0.10556,4.0395,0,0
1.4983,0.040843,0.10501,4.0508,0,0
1.5057,0.040395,0.10449,4.062,0,0
1.5129,0.039958,0.10398,4.0733,0,0
1.5191,0.039598,0.10356,4.0845,0,0
1.5253,0.039238,0.10314,4.0958,0,0
1.5302,0.038949,0.10279,4.107,0,0
1.5335,0.038743,0.10252,4.1183,0,0
1.5368,0.038537,0.10225,4.1295,0,0
1.5388,0.038474,0.10224,4.1408,0,0
1.5404,0.038447,0.10231,4.152,0,0
1.5412,0.038456,0.1024,4.1632,0,0
1.5369,0.038691,0.10266,4.1745,0,0
1.5325,0.038927,0.10292,4.1857,0,0
1.525,0.039346,0.10339,4.197,0,0
1.5141,0.039968,0.10408,4.2082,0,0
1.5032,0.040589,0.10478,4.2195,0,0
1.4549,0.043351,0.10718,4.2307,0,0
1.3981,0.046598,0.10996,4.242,0,0
1.3214,0.051604,0.11353,4.2532,0,0
1.1337,0.066355,0.12148,4.2645,0,0
0.94594,0.081107,0.12943,4.2757,0,0
0.83901,0.090286,0.13472,4.287,0,0
0.81598,0.093678,0.13724,4.2982,0,0
0.79295,0.09707,0.13977,4.3094,0,0
0.78684,0.097672,0.14,4.3207,0,0
0.78423,0.097695,0.13975,4.3319,0,0
0.78077,0.097819,0.13956,4.3432,0,0
0.77298,0.098451,0.13963,4.3544,0,0
0.7652,0.099083,0.13969,4.3657,0,0
0.75543,0.099921,0.13983,4.3769,0,0
0.7437,0.10096,0.14004,4.3882,0,0
0.73197,0.102,0.14026,4.3994,0,0
0.72047,0.10302,0.14045,4.4107,0,0
0.70901,0.10403,0.14064,4.4219,0,0
0.69761,0.10504,0.14082,4.4332,0,0
0.68648,0.10601,0.14098,4.4444,0,0
0.67535,0.10699,0.14114,4.4556,0,0
0.66444,0.10794,0.14129,4.4669,0,0
0.65372,0.10887,0.14143,4.4781,0,0
0.64301,0.10979,0.14157,4.4894,0,0
0.63271,0.11067,0.14168,4.5006,0,0
0.62249,0.11154,0.14179,4.5119,0,0
0.61235,0.11239,0.1419,4.5231,0,0
0.60259,0.1132,0.14198,4.5344,0,0
0.59283,0.11401,0.14206,4.5456,0,0
0.5833,0.11479,0.14214,4.5569,0,0
0.57398,0.11555,0.1422,4.5681,0,0
0.56465,0.1163,0.14226,4.5794,0,0
0.55573,0.11701,0.14231,4.5906,0,0
0.54688,0.11771,0.14235,4.6018,0,0
0.53812,0.11839,0.14239,4.6131,0,0
0.52974,0.11903,0.14242,4.6243,0,0
0.52135,0.11967,0.14244,4.6356,0,0
0.51324,0.12028,0.14246,4.6468,0,0
0.50534,0.12086,0.14246,4.6581,0,0
0.49744,0.12144,0.14247,4.6693,0,0
0.48994,0.12197,0.14247,4.6806,0,0
0.48249,0.12249,0.14246,4.6918,0,0
0.47513,0.12301,0.14245,4.7031,0,0
0.46812,0.12348,0.14243,4.7143,0,0
0.46111,0.12396,0.14241,4.7256,0,0
0.45429,0.12442,0.14239,4.7368,0,0
0.44761,0.12485,0.14237,4.748,0,0
0.44093,0.12529,0.14234,4.7593,0,0
0.43451,0.12569,0.1423,4.7705,0,0
0.42813,0.12609,0.14227,4.7818,0,0
0.4218,0.12647,0.14223,4.793,0,0
0.41567,0.12684,0.14218,4.8043,0,0
0.40954,0.1272,0.14214,4.8155,0,0
0.40351,0.12755,0.14208,4.8268,0,0
0.39756,0.12788,0.14203,4.838,0,0
0.39162,0.12821,0.14197,4.8493,0,0
0.38579,0.12852,0.14191,4.8605,0,0
0.37998,0.12882,0.14185,4.8718,0,0
0.37419,0.12912,0.14178,4.883,0,0
0.36846,0.12941,0.14171,4.8942,0,0
0.36273,0.1297,0.14165,4.9055,0,0
0.35701,0.12998,0.14158,4.9167,0,0
0.3513,0.13025,0.14151,4.928,0,0
0.3456,0.13053,0.14144,4.9392,0,0
0.3399,0.13079,0.14137,4.9505,0,0
0.3342,0.13105,0.14129,4.9617,0,0
0.32852,0.1313,0.14122,4.973,0,0
0.32286,0.13154,0.14114,4.9842,0,0
0.3172,0.13178,0.14107,4.9955,0,0
0.31167,0.13201,0.14099,5.0067,0,0
0.30623,0.13222,0.1409,5.018,0,0
0.30079,0.13243,0.14082,5.0292,0,0
0.29576,0.13262,0.14074,5.0404,0,0
0.29077,0.1328,0.14067,5.0517,0,0
0.28597,0.13298,0.1406,5.0629,0,0
0.2817,0.13315,0.14055,5.0742,0,0
0.27744,0.13332,0.1405,5.0854,0,0
0.27372,0.13347,0.14047,5.0967,0,0
0.27037,0.13362,0.14046,5.1079,0,0
0.26701,0.13377,0.14045,5.1192,0,0
0.26457,0.13391,0.14047,5.1304,0,0
0.26218,0.13405,0.1405,5.1417,0,0
0.26002,0.13418,0.14053,5.1529,0,0
0.25845,0.13432,0.1406,5.1642,0,0
0.25688,0.13445,0.14066,5.1754,0,0
0.25566,0.13457,0.14073,5.1866,0,0
0.25467,0.1347,0.14081,5.1979,0,0
0.25367,0.13482,0.14089,5.2091,0,0
0.25299,0.13492,0.14097,5.2204,0,0
0.25233,0.13503,0.14105,5.2316,0,0
0.25172,0.13512,0.14112,5.2429,0,0
0.25125,0.13521,0.14118,5.2541,0,0
