"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[k]"     ,     "rms[w]"     
          0,           0,           0,       1.676452154,       4.052482227,      -4.715997964,       7.124647899,      -1.795966747,       2.802251242
          0,           0,           1,       1.574349692,       3.948604633,       2.444815542,        7.01692817,       -1.81256341,       2.787881835
          0,           0,           2,       1.482697752,       3.869231384,       2.701717477,       6.924012204,      -1.848269931,       2.752515254
          0,           0,           3,       1.405309679,       3.809039916,       2.837594424,       6.849535485,      -1.902433998,        2.69913872
          0,           0,           4,       1.340232893,       3.757467419,       2.926772941,       6.789545291,      -1.971618896,       2.631395697
          0,           0,           5,       1.283195403,       3.708289257,       2.994754416,       6.738077209,       -2.04678569,       2.558373571
          0,           0,           6,       1.230766868,        3.65987549,       3.053143179,       6.690879194,      -2.116598422,       2.493339816
          0,           0,           7,       1.180532319,       3.612062665,       3.105044909,       6.645121903,      -2.175197455,       2.460982793
          0,           0,           8,       1.130608253,        3.56452926,       3.149239559,       6.598831921,      -2.218202334,       2.517685753
          0,           0,           9,       1.085338024,       3.524162999,       3.169267373,       6.556007032,       -2.25566351,        2.64849372
          0,           0,          10,       1.043549563,       3.490299491,       3.174380754,       6.516009146,      -2.290823851,       2.783572994
          0,           0,          11,       1.004262596,       3.460836442,       3.171908291,       6.478400535,       -2.32465177,        2.89142485
          0,           0,          12,      0.9670982914,       3.434390115,       3.164782662,       6.443100199,      -2.357244126,       2.969717096
          0,           0,          13,      0.9317467694,       3.410093183,       3.154709531,       6.409946527,      -2.388480236,        3.02346145
          0,           0,          14,      0.8979738336,       3.387441417,       3.142834184,       6.378777438,      -2.418378181,       3.058192625
          0,           0,          15,      0.8657578881,       3.366161318,       3.129806609,       6.349606011,       -2.44651779,       3.078671514
          0,           0,          16,      0.8354084124,       3.346102412,       3.115825259,       6.322741744,      -2.472518823,       3.088548326
          0,           0,          17,      0.8075943938,       3.327165884,        3.10073305,       6.298793391,      -2.495708218,        3.09056415
          0,           0,          18,       0.783237894,       3.309249162,       3.084154343,       6.278531988,      -2.515600986,         3.0867631
          0,           0,          19,      0.7632433676,       3.292201144,        3.06565784,       6.262613803,      -2.531417316,       3.078657586
          0,           0,          20,      0.7481242634,       3.275798612,       3.044924086,       6.251252961,      -2.543355906,       3.067371226
          0,           0,          21,      0.7376757221,       3.259733984,       3.021940971,       6.243982664,      -2.552235102,       3.053737322
          0,           0,          22,      0.7308701397,        3.24362337,       2.997247721,       6.239627055,      -2.559386718,       3.038375556
          0,           0,          23,      0.7260862605,       3.227052793,       2.972184081,       6.236544515,      -2.566500184,       3.021746655
          0,           0,          24,      0.7214505973,       3.209624537,       2.949121255,       6.232920742,       -2.57534289,        3.00419662
          0,           0,          25,       0.715211936,       3.191034494,       2.931305934,       6.227078744,        -2.5871824,       2.985986201
          0,           0,          26,      0.7059899811,       3.171142988,       2.922023388,       6.217683071,      -2.603078513,       2.967314305
          0,           0,          27,      0.6928918113,       3.150030531,       2.923134467,        6.20384153,      -2.623569372,       2.948337495
          0,           0,          28,      0.6755870236,        3.12803435,       2.933958634,        6.18518705,      -2.648506065,       2.929183359
          0,           0,          29,      0.6543820112,       3.105761666,        2.95155067,       6.161972868,      -2.676967822,       2.909956343
          0,           0,          30,       0.630288634,       3.084021154,       2.972099705,       6.135177396,       -2.70664914,       2.890743281
          0,           0,          31,      0.6051234167,        3.06373978,       2.992217978,       6.106660751,      -2.734252399,       2.871615816
          0,           0,          32,      0.5814934483,       3.045809018,       3.009490554,       6.079224185,      -2.755285489,        2.85262978
          0,           0,          33,      0.5624796038,       3.030918096,       3.022450323,        6.05634077,      -2.765875879,       2.833826661
          0,           0,          34,      0.5508732389,       3.019410718,       3.030344129,       6.041319626,      -2.764281754,       2.815233823
          0,           0,          35,      0.5481668809,       3.011245477,       3.032878802,       6.036062368,       -2.75144654,       2.796871082
          0,           0,          36,      0.5539434074,       3.006046565,       3.030040246,       6.040220921,      -2.730975154,       2.778759498
          0,           0,          37,      0.5662007821,       3.003230785,        3.02196779,       6.051527859,      -2.706805262,       2.760934792
          0,           0,          38,      0.5822832218,        3.00215841,       3.008872972,       6.066943866,      -2.682195491,       2.743387228
          0,           0,          39,      0.5997446162,       3.002222986,       2.990998339,       6.083718324,      -2.660471443,       2.726203307
          0,           0,          40,       0.616756681,       3.002912401,       2.968603115,       6.099853237,      -2.640613829,       2.709542419
          0,           0,          41,      0.6321559496,       3.003911103,       2.941886818,       6.114136019,      -2.624184997,       2.693265657
          0,           0,          42,      0.6453013385,       3.004958539,       2.911087389,       6.125942016,      -2.611381811,        2.67745925
          0,           0,          43,      0.6559081874,        3.00590494,       2.876412579,       6.135032986,      -2.601520451,       2.662411382
          0,           0,          44,      0.6639199038,       3.006686984,       2.838076967,       6.141407421,      -2.594824455,       2.647955573
          0,           0,          45,      0.6694110822,       3.007268847,       2.796339024,       6.145193348,      -2.592123034,       2.634226945
