"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[k]"     ,     "rms[w]"     
          0,           0,           0,     0.05107596859,       2.850070731,       2.285763158,       5.515034759,       3.542877878,       4.011649675
          0,           0,           1,     -0.1129689587,       2.693326323,       2.116668846,        5.35948572,       3.442975685,       3.636839863
          0,           0,           2,     -0.2747976139,       2.539414686,       1.966931111,       5.208642147,       3.335803146,        3.35433671
          0,           0,           3,     -0.4135734744,       2.398897225,       1.862698032,       5.080475296,       3.227579655,        3.22537262
          0,           0,           4,     -0.5202902062,       2.278263066,       1.795233208,       4.979150641,       3.128425037,       3.158974035
          0,           0,           5,     -0.5981886271,       2.174660822,       1.760458602,       4.907911731,       3.049140647,        3.11613061
          0,           0,           6,     -0.6578503182,       2.089487797,       1.719677404,       4.840547795,       2.993959864,       3.151535786
          0,           0,           7,     -0.7177786635,       2.016123683,       1.673642803,       4.781779206,       2.958019318,       3.218399848
          0,           0,           8,     -0.7791943974,        1.94796875,        1.65021064,       4.708360636,       2.926878327,       3.247683293
          0,           0,           9,      -0.845157179,       1.878740994,       1.654088076,       4.651849319,       2.902811775,       3.320404675
          0,           0,          10,     -0.9175391824,       1.816152774,        1.56356664,       4.636725085,       2.883420757,       3.159200274
          0,           0,          11,     -0.9782377322,       1.764435159,       1.528642462,        4.68596728,       2.867224784,       3.187284865
          0,           0,          12,      -1.029854105,       1.730400019,       1.506750242,       4.711753309,       2.855774387,       3.290877997
          0,           0,          13,      -1.064417297,       1.709654089,        1.48462978,        4.69125714,       2.847836702,       3.345055484
          0,           0,          14,       -1.06532933,       1.693838887,       1.590973322,       4.681611803,       2.841110302,        3.31367494
          0,           0,          15,      -1.045712782,       1.686501094,       1.630353288,       4.695642858,       2.835614679,       3.328098316
          0,           0,          16,      -1.069764797,       1.687752438,       1.501847629,       4.699832089,        2.83281207,        3.38998139
          0,           0,          17,      -1.070784261,       1.700468376,       1.495496135,       4.709018676,       2.835784275,       3.396560029
          0,           0,          18,       -1.06363768,       1.703841571,        1.48665151,       4.742063536,         2.8451913,       3.408556413
          0,           0,          19,      -1.045255554,       1.702701761,       1.471608374,       4.733827464,       2.857961279,       3.368549626
          0,           0,          20,      -1.027458006,       1.699598264,       1.486341151,       4.714864506,       2.870448918,       3.287529476
          0,           0,          21,     -0.9937902934,         1.7010558,       1.637024256,       4.717256269,       2.880983295,       3.211038579
          0,           0,          22,     -0.9639297266,       1.707703919,       1.618713814,       4.758865502,       2.890811086,       3.194740115
          0,           0,          23,     -0.9798246195,       1.713684692,       1.546215891,       4.764275202,       2.900165357,       3.189483479
          0,           0,          24,     -0.9978134709,       1.710031898,       1.538557702,       4.741883997,       2.906920407,       3.156832683
          0,           0,          25,      -1.019823327,       1.692695811,       1.495526366,       4.708592872,       2.908460521,       3.344824219
          0,           0,          26,      -1.040271064,       1.672918245,       1.477715252,       4.675861317,        2.90716926,       3.538176754
          0,           0,          27,     -0.9995998132,       1.712863235,       1.672740183,        4.68427746,       2.905888123,       3.641309991
          0,           0,          28,      -1.011614678,       1.693204574,       1.702132697,       4.644867081,       2.900680164,       3.680858124
          0,           0,          29,      -1.016882774,       1.665658773,       1.681014857,       4.626559994,       2.892929817,       3.617768714
          0,           0,          30,      -1.058457778,       1.624455648,       1.536380962,       4.602008115,       2.886402071,        3.52546528
          0,           0,          31,       -1.09080891,       1.605022815,       1.479268567,       4.570642117,       2.881408696,       3.348896623
          0,           0,          32,      -1.095620431,       1.595159099,       1.441140163,       4.611798616,       2.878564563,       3.264736663
          0,           0,          33,      -1.074689974,        1.61323193,       1.470325248,       4.547235369,       2.878583337,       3.242818783
          0,           0,          34,      -1.033249953,       1.659461961,       1.589506617,       4.542604538,       2.882495719,       3.333425121
          0,           0,          35,      -1.038391206,       1.658643571,       1.545319193,       4.538520833,       2.887408199,       3.363347443
          0,           0,          36,      -1.032163803,       1.645558071,        1.62432859,       4.536277857,       2.894127827,       3.310406353
          0,           0,          37,      -1.012114047,       1.647400021,       1.656769936,       4.544227532,       2.902803734,       3.280889029
          0,           0,          38,      -1.034824208,        1.65213007,       1.483591756,       4.528402881,       2.912177245,       3.341888685
          0,           0,          39,      -1.044461618,       1.661289932,       1.445414626,       4.572653804,       2.922043712,       3.330058298
          0,           0,          40,       -1.03904108,       1.671278187,       1.410380274,       4.623354033,       2.930963156,       3.270353211
          0,           0,          41,      -1.018152317,         1.6919147,       1.462993331,       4.685648684,       2.939616756,       3.165931838
          0,           0,          42,      -1.004076777,       1.702687364,       1.475860469,       4.701630996,       2.947047657,       3.134325834
          0,           0,          43,     -0.9958824149,       1.715190004,       1.465852186,        4.77203513,       2.953899173,       3.127648439
          0,           0,          44,     -0.9822625716,       1.720272557,       1.611552903,       4.752311314,        2.96012631,       3.112725629
          0,           0,          45,     -0.9750437123,       1.707577468,        1.64626281,       4.773020103,        2.96479915,        3.26980265
          0,           0,          46,     -0.9799815367,       1.706937611,        1.53604472,       4.770801134,       2.968670474,       3.367645476
          0,           0,          47,     -0.9925438644,       1.698925958,       1.494272455,        4.75799413,       2.972465189,       3.322904478
          0,           0,          48,     -0.9928644695,       1.693352587,        1.46692852,       4.742541006,       2.977570121,       3.221539056
          0,           0,          49,     -0.9911731059,       1.681636561,       1.442694327,       4.729826338,       2.982883509,       3.074726905
          0,           0,          50,     -0.9596447282,       1.708438627,       1.575471653,        4.73591929,       2.991418195,       3.125573936
          0,           0,          51,     -0.9691314419,        1.69282249,       1.572152475,       4.738341591,       2.999735996,       3.160355329
          0,           0,          52,     -0.9522523456,       1.689686903,       1.630462116,        4.73904653,       3.009542944,       3.123764614
          0,           0,          53,     -0.9508567656,       1.668313329,       1.641514052,       4.771899833,       3.019657923,       3.263774012
          0,           0,          54,     -0.9621921351,       1.666584889,       1.495219771,       4.732108265,       3.031699852,         3.3458642
          0,           0,          55,     -0.9625541398,       1.655603358,        1.47742992,       4.712862726,       3.043194961,       3.275529994
          0,           0,          56,     -0.9347408355,       1.694788514,       1.597364426,       4.699195603,       3.056062893,       3.201402656
          0,           0,          57,     -0.9393552248,       1.677088711,       1.538325293,       4.697846054,       3.067085328,       3.074675702
          0,           0,          58,     -0.9394505595,       1.676136399,       1.514935733,        4.69154717,        3.07795705,       3.096850354
          0,           0,          59,     -0.9191244524,       1.687649249,       1.647249422,       4.677803881,       3.087968236,       3.090033526
          0,           0,          60,      -0.896912305,       1.695501623,       1.687583559,       4.690063649,       3.097839869,       3.203887009
          0,           0,          61,     -0.9146365882,       1.680419028,       1.579200137,        4.67696368,       3.105112124,       3.334003226
          0,           0,          62,      -0.924990968,       1.668340551,       1.521300002,       4.714577034,       3.111415397,       3.274728112
          0,           0,          63,     -0.9240524317,       1.711100037,       1.456026333,       4.681767867,       3.115778544,       3.159200998
          0,           0,          64,     -0.9164125196,       1.705387892,       1.447678443,       4.670003579,         3.1191196,       3.124810853
          0,           0,          65,     -0.9169235927,       1.701992187,       1.440830268,       4.652645375,       3.120456517,       3.079783719
          0,           0,          66,     -0.9093867412,       1.706567455,       1.598773924,       4.666139525,       3.120814384,       3.013767953
          0,           0,          67,     -0.8926485843,       1.714250664,       1.646387585,       4.722970198,       3.119101841,       3.187013638
          0,           0,          68,     -0.8978963411,       1.723867029,       1.515263504,       4.679796221,       3.116318873,       3.344209718
          0,           0,          69,     -0.9031964351,       1.734845969,        1.50461623,        4.66435208,        3.11147421,       3.321659667
          0,           0,          70,     -0.9032198916,       1.743662181,       1.496703577,       4.658542586,       3.105785277,       3.241722373
          0,           0,          71,     -0.9056178553,       1.739479875,       1.465886924,       4.651387884,        3.09854963,       3.163993454
          0,           0,          72,     -0.9076846591,       1.734040123,        1.44772741,       4.697891136,       3.090626046,       3.136189088
          0,           0,          73,     -0.9029568043,       1.731065425,       1.495748338,       4.666534889,       3.081246685,       3.066852381
          0,           0,          74,     -0.9045532192,       1.724829102,       1.563389607,       4.681413854,       3.071523345,       3.030978901
          0,           0,          75,     -0.9032866485,         1.7175621,       1.615748118,       4.680423143,       3.060637315,       3.248880453
          0,           0,          76,     -0.9105612843,       1.717709111,        1.50431328,       4.664546094,       3.049603217,       3.315543453
          0,           0,          77,     -0.9182827399,        1.70753291,       1.483928927,       4.699883109,       3.037813389,       3.258172872
          0,           0,          78,     -0.9210161299,       1.701895249,       1.466735072,       4.665189361,       3.026147842,       3.172743365
          0,           0,          79,     -0.9214042221,       1.699663576,       1.456812126,        4.65676806,       3.013871046,       3.074977111
          0,           0,          80,     -0.9226282914,       1.691952686,       1.500095262,       4.640007549,       3.001777265,        3.07671475
          0,           0,          81,     -0.9077848574,       1.690963991,       1.632756132,       4.649561583,       2.989534736,       3.129157763
