"Density","Eddy_Viscosity","Energy","Heat_Flux","Laminar_Viscosity","Mach","Momentum:0","Momentum:1","Momentum:2","Omega","Pressure","Pressure_Coefficient","Skin_Friction_Coefficient:0","Skin_Friction_Coefficient:1","Skin_Friction_Coefficient:2","Temperature","Turb_Kin_Energy","Y_Plus","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
7.772,0.00018508,1.9537e+06,0,1.9991e-05,0.23877,690.75,0.77351,0,88570,7.6918e+05,-55038,0,0,0,333.23,2.1092,0,,0,-8.1,0,0
7.7703,0.00018291,1.9532e+06,0,1.9989e-05,0.23937,692.31,0.37307,0,77090,7.6895e+05,-55450,0,0,0,333.2,1.8331,0,,0.0731,-8.0269,0,0
7.7686,0.00018074,1.9528e+06,0,1.9988e-05,0.23997,693.86,-0.027366,0,65609,7.6872e+05,-55862,0,0,0,333.17,1.5569,0,,0.1462,-7.9538,0,0
7.767,0.00017857,1.9524e+06,0,1.9987e-05,0.24057,695.42,-0.4278,0,54129,7.6849e+05,-56274,0,0,0,333.14,1.2807,0,,0.2193,-7.8807,0,0
7.7653,0.0001764,1.9519e+06,0,1.9986e-05,0.24117,696.98,-0.82824,0,42649,7.6826e+05,-56685,0,0,0,333.11,1.0045,0,,0.2924,-7.8076,0,0
7.7636,0.00017423,1.9515e+06,0,1.9984e-05,0.24177,698.53,-1.2287,0,31169,7.6803e+05,-57097,0,0,0,333.08,0.7283,0,,0.3655,-7.7345,0,0
7.762,0.00017205,1.9511e+06,0,1.9983e-05,0.24237,700.09,-1.6291,0,19688,7.678e+05,-57509,0,0,0,333.06,0.45211,0,,0.4386,-7.6614,0,0
7.7602,0.00016988,1.9506e+06,0,1.9982e-05,0.24308,701.93,-1.9976,0,9901.8,7.6755e+05,-57949,0,0,0,333.03,0.217,0,,0.5117,-7.5883,0,0
7.7577,0.00016769,1.9501e+06,0,1.998e-05,0.24428,705.15,-2.21,0,8371.5,7.6722e+05,-58530,0,0,0,332.99,0.18207,0,,0.5848,-7.5152,0,0
7.7553,0.00016549,1.9496e+06,0,1.9978e-05,0.24549,708.37,-2.4225,0,6841.2,7.669e+05,-59111,0,0,0,332.95,0.14714,0,,0.6579,-7.4421,0,0
7.7529,0.0001633,1.9491e+06,0,1.9977e-05,0.2467,711.59,-2.635,0,5310.8,7.6657e+05,-59692,0,0,0,332.92,0.11221,0,,0.731,-7.369,0,0
7.7487,0.00016129,1.9482e+06,0,1.9974e-05,0.24852,716.39,-2.8518,0,4451.8,7.6602e+05,-60682,0,0,0,332.85,0.092955,0,,0.8041,-7.2959,0,0
7.7439,0.00015934,1.9471e+06,0,1.9971e-05,0.25056,721.74,-3.0701,0,3831.8,7.6538e+05,-61818,0,0,0,332.78,0.079276,0,,0.8772,-7.2228,0,0
7.7391,0.00015739,1.946e+06,0,1.9968e-05,0.2526,727.08,-3.2885,0,3211.7,7.6475e+05,-62954,0,0,0,332.71,0.065597,0,,0.9503,-7.1497,0,0
7.7341,0.00015563,1.9449e+06,0,1.9964e-05,0.25482,732.91,-3.4709,0,2705.2,7.6407e+05,-64156,0,0,0,332.64,0.054472,0,,1.0234,-7.0766,0,0
7.7285,0.00015429,1.9437e+06,0,1.996e-05,0.25745,739.84,-3.5712,0,2457.7,7.6332e+05,-65507,0,0,0,332.55,0.049175,0,,1.0965,-7.0035,0,0
7.7229,0.00015296,1.9425e+06,0,1.9956e-05,0.26008,746.76,-3.6715,0,2210.2,7.6256e+05,-66858,0,0,0,332.46,0.043878,0,,1.1696,-6.9304,0,0
7.7173,0.00015162,1.9413e+06,0,1.9952e-05,0.26271,753.69,-3.7717,0,1962.8,7.618e+05,-68209,0,0,0,332.37,0.038582,0,,1.2427,-6.8573,0,0
7.7105,0.00015062,1.9398e+06,0,1.9948e-05,0.2656,761.17,-3.9837,0,1825.6,7.609e+05,-69830,0,0,0,332.27,0.035689,0,,1.3158,-6.7842,0,0
7.7034,0.00014968,1.9383e+06,0,1.9943e-05,0.26854,768.75,-4.2149,0,1707.3,7.5996e+05,-71496,0,0,0,332.16,0.033209,0,,1.3889,-6.7111,0,0
