41,1
0,0.00325
-9.5455E-05,0.0032386
-0.00019091,0.0032273
-0.00028636,0.0032159
-0.00038182,0.0032045
-0.00047727,0.0031932
-0.00057273,0.0031818
-0.00066818,0.0031705
-0.00076364,0.0031591
-0.00085909,0.0031477
-0.00095455,0.0031364
-0.00105,0.003125
-0.0011455,0.0031136
-0.0012409,0.0031023
-0.0013364,0.0030909
-0.0014318,0.0030795
-0.0015273,0.0030682
-0.0016227,0.0030568
-0.0017182,0.0030455
-0.0018136,0.0030341
-0.0019091,0.0030227
-0.0020045,0.0030114
-0.0021,0.003
-0.0024941,0.0030105
-0.0028868,0.0030459
-0.0032752,0.0031132
-0.003654,0.0032217
-0.0040142,0.0033812
-0.0043431,0.0035979
-0.0046301,0.0038676
-0.004877,0.0041748
-0.0051,0.0045
-0.005323,0.0048252
-0.0055699,0.0051324
-0.0058569,0.0054021
-0.0061858,0.0056188
-0.006546,0.0057783
-0.0069248,0.0058868
-0.0073132,0.0059541
-0.0077059,0.0059895
-0.0081,0.006
