"Density","Energy","Heat_Flux","Laminar_Viscosity","Mach","Momentum:0","Momentum:1","Momentum:2","Pressure","Pressure_Coefficient","Skin_Friction_Coefficient:0","Skin_Friction_Coefficient:1","Skin_Friction_Coefficient:2","Temperature","Y_Plus","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
7.7387,1.9608e+06,0,2.0089e-05,0.24921,720.23,0.53748,0,7.709e+05,9.5186e+18,0,0,0,335.41,0,,0,-8.1,0,0
7.7371,1.9604e+06,0,2.0087e-05,0.24987,721.95,0.14548,0,7.7068e+05,9.5155e+18,0,0,0,335.38,0,,0.0731,-8.0269,0,0
7.7356,1.96e+06,0,2.0086e-05,0.25053,723.66,-0.24652,0,7.7046e+05,9.5123e+18,0,0,0,335.35,0,,0.1462,-7.9538,0,0
7.7341,1.9596e+06,0,2.0085e-05,0.25118,725.38,-0.63851,0,7.7024e+05,9.5092e+18,0,0,0,335.32,0,,0.2193,-7.8807,0,0
7.7325,1.9592e+06,0,2.0083e-05,0.25184,727.1,-1.0305,0,7.7002e+05,9.506e+18,0,0,0,335.29,0,,0.2924,-7.8076,0,0
7.731,1.9588e+06,0,2.0082e-05,0.25249,728.81,-1.4225,0,7.6979e+05,9.5029e+18,0,0,0,335.26,0,,0.3655,-7.7345,0,0
7.7294,1.9585e+06,0,2.0081e-05,0.25315,730.53,-1.8145,0,7.6957e+05,9.4998e+18,0,0,0,335.23,0,,0.4386,-7.6614,0,0
7.7276,1.958e+06,0,2.0079e-05,0.25389,732.46,-2.1844,0,7.6932e+05,9.4962e+18,0,0,0,335.2,0,,0.5117,-7.5883,0,0
7.7246,1.9573e+06,0,2.0077e-05,0.25505,735.45,-2.4463,0,7.6891e+05,9.4904e+18,0,0,0,335.16,0,,0.5848,-7.5152,0,0
7.7215,1.9566e+06,0,2.0075e-05,0.2562,738.44,-2.7083,0,7.685e+05,9.4846e+18,0,0,0,335.11,0,,0.6579,-7.4421,0,0
7.7184,1.9559e+06,0,2.0073e-05,0.25736,741.43,-2.9702,0,7.681e+05,9.4788e+18,0,0,0,335.07,0,,0.731,-7.369,0,0
7.7151,1.9552e+06,0,2.0071e-05,0.25896,745.67,-3.0703,0,7.6765e+05,9.4724e+18,0,0,0,335.01,0,,0.8041,-7.2959,0,0
7.7118,1.9545e+06,0,2.0068e-05,0.26073,750.36,-3.1128,0,7.6718e+05,9.4658e+18,0,0,0,334.96,0,,0.8772,-7.2228,0,0
7.7085,1.9538e+06,0,2.0066e-05,0.26249,755.05,-3.1553,0,7.6672e+05,9.4592e+18,0,0,0,334.9,0,,0.9503,-7.1497,0,0
7.7043,1.9529e+06,0,2.0063e-05,0.26452,760.4,-3.143,0,7.6615e+05,9.4511e+18,0,0,0,334.83,0,,1.0234,-7.0766,0,0
