"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[k]"     ,     "rms[w]"     
          0,           0,           0,      0.2568984081,       3.064814815,       2.266931739,       5.705040076,       3.756794537,       5.725120525
          0,           0,           1,      0.1372216588,       2.907095346,       2.151968568,       5.590387261,       3.630034057,       5.592786626
          0,           0,           2,     0.02099166465,       2.752303171,       2.025095024,       5.476733916,       3.500066308,       5.405580854
          0,           0,           3,    -0.08653418788,       2.609644049,       1.911465744,       5.374520651,       3.375566803,       5.178155708
          0,           0,           4,     -0.1904428633,       2.482001616,       1.830999048,       5.278507441,       3.263392953,       4.936529585
          0,           0,           5,      -0.277952092,       2.366416585,       1.747939283,       5.205021652,       3.165738953,       4.709166365
          0,           0,           6,     -0.3682492348,       2.256584228,       1.684071131,       5.125374322,       3.081374386,       4.509464731
          0,           0,           7,     -0.4472651452,        2.15187776,       1.617290877,       5.054786312,       3.006059485,       4.331689922
          0,           0,           8,     -0.5302652721,       2.039900954,       1.556924152,       4.980364128,       2.929168677,       4.165752775
          0,           0,           9,     -0.6204712142,       1.938268687,       1.519910021,       4.892748334,       2.863027554,       4.022002551
          0,           0,          10,     -0.7095375424,       1.850903713,       1.494254748,       4.803851377,       2.811145936,       3.895423828
          0,           0,          11,     -0.8015656686,       1.779839213,       1.465490267,       4.708250839,       2.771545848,       3.781848837
          0,           0,          12,     -0.8866043056,       1.722727675,       1.436536868,        4.61886227,       2.741515755,       3.680933501
          0,           0,          13,     -0.9578776275,       1.676702156,         1.4079545,       4.543119796,       2.717741914,       3.593509326
          0,           0,          14,      -1.014366374,        1.63964346,       1.381120691,       4.484754317,       2.697932627,       3.521583721
          0,           0,          15,      -1.055768338,       1.609276927,       1.356090918,       4.455434658,       2.681125831,       3.470045733
          0,           0,          16,      -1.087835897,       1.583877829,       1.332061353,       4.411588257,       2.666790805,       3.438759916
          0,           0,          17,      -1.111711956,        1.56138147,       1.303794782,       4.388384374,       2.654136219,       3.415756248
          0,           0,          18,      -1.130065451,       1.541611631,       1.273893604,       4.372119362,       2.642843613,       3.386638157
          0,           0,          19,      -1.144720146,       1.523547122,       1.243606484,       4.359852336,       2.640368482,       3.343145339
          0,           0,          20,      -1.156947455,       1.506133801,       1.214196468,       4.350558948,       2.625194602,       3.287294042
          0,           0,          21,      -1.168007549,       1.489345726,       1.189413237,       4.342361016,       2.613590379,       3.228714638
          0,           0,          22,      -1.179118292,       1.474260425,       1.173017794,       4.333751321,       2.602823108,       3.179191296
          0,           0,          23,      -1.190680743,       1.461969109,       1.165984545,       4.324232591,       2.592432571,       3.143280153
          0,           0,          24,      -1.206525847,       1.452682414,       1.165446148,       4.309622965,       2.582470247,       3.116078549
          0,           0,          25,      -1.224311266,       1.446311864,       1.167209024,       4.293426758,       2.573281481,       3.091764981
          0,           0,          26,      -1.244854609,       1.440598572,       1.161319143,       4.272430063,       2.565227707,       3.070679675
          0,           0,          27,      -1.263824152,       1.435674942,       1.152785278,       4.252146946,       2.558524618,        3.05610671
          0,           0,          28,      -1.279899421,       1.430145166,       1.142701301,       4.235930359,       2.553240374,       3.048759047
          0,           0,          29,      -1.294046775,       1.424194184,       1.131905322,       4.220758815,       2.549212007,       3.044856936
          0,           0,          30,      -1.306525717,       1.417763511,       1.121979552,       4.208560338,       2.546155528,       3.039448775
          0,           0,          31,      -1.319325973,       1.410811451,       1.114363586,       4.196372011,       2.543768945,       3.030454292
          0,           0,          32,      -1.331950128,       1.403374741,        1.10661456,        4.18510094,       2.541767624,       3.018746689
          0,           0,          33,      -1.343978251,       1.395337717,       1.097577811,       4.168240804,       2.539921778,       3.006813511
          0,           0,          34,      -1.354308041,        1.38645986,       1.088082677,        4.15593723,       2.538099087,       2.998371793
          0,           0,          35,      -1.361554821,        1.37855061,       1.077538206,       4.149883544,       2.536231284,       2.995114383
          0,           0,          36,      -1.362423401,        1.37095242,       1.064182498,       4.148241568,       2.543244656,        2.99666716
          0,           0,          37,      -1.369453733,       1.363521992,       1.050551955,       4.140014794,       2.534147181,       3.001579757
          0,           0,          38,      -1.372998815,       1.357089566,       1.036246512,       4.136333989,       2.530609951,       3.008757504
          0,           0,          39,      -1.358188808,       1.352000182,        1.02412205,         4.1601836,       2.528259087,       3.017058857
          0,           0,          40,      -1.375786501,       1.348072811,       1.015805186,        4.13599938,       2.526189791,       3.027128044
          0,           0,          41,      -1.380157274,        1.34420001,       1.004240318,       4.132842484,       2.524226023,       3.039637385
          0,           0,          42,      -1.383719285,       1.342261906,      0.9928394391,       4.121366635,        2.52233907,        3.05684357
          0,           0,          43,      -1.385238796,       1.341332733,      0.9836557009,       4.118993051,       2.520520659,        3.08083283
          0,           0,          44,      -1.386182759,       1.341494099,      0.9764489309,       4.116221161,       2.518781747,        3.11349256
          0,           0,          45,      -1.385201864,       1.341826433,      0.9696466746,       4.114819491,       2.517123883,       3.154893831
          0,           0,          46,      -1.385364079,       1.343680183,      0.9687024961,       4.112206981,       2.515545212,       3.202674478
          0,           0,          47,      -1.386892637,       1.346065142,       0.964622543,       4.108316318,       2.525238448,        3.25374564
          0,           0,          48,      -1.388526144,       1.348655606,      0.9615680733,       4.106500617,       2.515506211,       3.304978411
          0,           0,          49,      -1.390879649,       1.350185497,      0.9605638429,       4.105739449,       2.512111934,       3.353877314
          0,           0,          50,      -1.393500131,       1.352032624,      0.9607554495,       4.101084603,       2.510145451,       3.398679333
          0,           0,          51,      -1.396152149,       1.354104921,      0.9600950598,       4.093702691,         2.5085113,       3.438835789
          0,           0,          52,      -1.399363386,       1.355371635,      0.9620955461,       4.091088686,       2.506947035,       3.473332684
          0,           0,          53,      -1.402897561,       1.354621494,      0.9598431234,       4.089912697,       2.505347081,        3.50193063
          0,           0,          54,      -1.406363807,       1.353986451,      0.9564251606,       4.082625443,       2.503669034,       3.524639306
          0,           0,          55,      -1.408930484,       1.354322252,      0.9519343515,       4.079457302,        2.50188459,       3.541111947
          0,           0,          56,      -1.412036653,       1.353435197,      0.9492786757,       4.078549946,       2.500007235,       3.551824073
          0,           0,          57,      -1.413551394,       1.351143645,      0.9629572933,       4.078184587,       2.498033578,       3.556897771
          0,           0,          58,      -1.418000295,       1.346741238,      0.9461725241,       4.072268574,       2.495948449,        3.55644817
          0,           0,          59,      -1.421990868,       1.344632504,      0.9323812394,        4.06820946,       2.493774841,       3.550950394
          0,           0,          60,      -1.426081912,       1.341331594,      0.9212037336,       4.067233589,       2.491542082,       3.541083797
