,Density,Energy,Mach,Momentum:0,Momentum:1,Momentum:2,Pressure,Pressure_Coefficient,Temperature,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2,s,Z
159,2.3986,694370.0,1.7446,1238.0,-1.6636,0,149960.0,7.0091e+17,210.5,,11.623,3.5229,0,0,3712.1521830002107,1.0000208453264898
160,2.4104,698270.0,1.7422,1243.6,-1.738,0,150990.0,7.1559e+17,210.91,,11.696,3.596,0,0,3712.1394558579773,1.0000125386829468
161,2.4143,700130.0,1.741,1245.8,-1.8097,0,151490.0,7.226e+17,211.26,,11.769,3.6691,0,0,3712.8904409435568,1.0000437648963372
162,2.4118,699740.0,1.7423,1245.3,-1.1162,0,151300.0,7.1999e+17,211.22,,11.842,3.7422,0,0,3713.057544470215,1.000014160068317
163,2.4072,698590.0,1.7444,1243.9,-0.15841,0,150880.0,7.1406e+17,211.05,,11.915,3.8153,0,0,3713.0267099685593,0.999948641821255
164,2.4025,697430.0,1.7465,1242.5,0.79938,0,150470.0,7.0813e+17,210.87,,11.988,3.8884,0,0,3712.9736296949177,1.0000351778507162
165,2.3979,696280.0,1.7486,1241.0,1.7572,0,150050.0,7.022e+17,210.69,,12.062,3.9615,0,0,3712.9087589555566,1.0000104989639427
166,2.3852,692830.0,1.7536,1236.6,2.3548,0,148920.0,6.8616e+17,210.21,,12.135,4.0346,0,0,3712.7924260097916,1.0000423807646268
167,2.3703,688750.0,1.7593,1231.2,2.8514,0,147590.0,6.6728e+17,209.65,,12.208,4.1077,0,0,3712.6728999242996,1.0000052963557158
168,2.3499,683370.0,1.7677,1224.2,3.7312,0,145800.0,6.4181e+17,208.9,,12.281,4.1808,0,0,3712.5791200120993,1.000030517597962
169,2.3281,677680.0,1.7768,1216.7,4.7071,0,143890.0,6.147e+17,208.09,,12.354,4.2539,0,0,3712.462640901221,1.000049097462218
170,2.2936,668400.0,1.7905,1204.2,4.7412,0,140910.0,5.7245e+17,206.84,,12.427,4.327,0,0,3712.4231462702096,1.0000763486858195
171,2.2563,658330.0,1.8052,1190.5,4.5663,0,137700.0,5.2684e+17,205.48,,12.5,4.4001,0,0,3712.394701762364,1.0000255371227162
172,2.2135,646930.0,1.8231,1174.9,4.4269,0,134040.0,4.7489e+17,203.89,,12.573,4.4732,0,0,3712.314852763749,1.0000057971464091
173,2.1648,633830.0,1.8435,1156.7,4.2757,0,129920.0,4.1632e+17,202.06,,12.646,4.5463,0,0,3712.2278675321804,1.0000493563768185
174,2.1177,621160.0,1.864,1139.0,4.1905,0,125950.0,3.5997e+17,200.24,,12.719,4.6194,0,0,3712.042924045256,1.000060903621689
175,2.0749,609450.0,1.8818,1122.1,4.1908,0,122410.0,3.0977e+17,198.64,,12.792,4.6925,0,0,3712.1502507951054,0.999992105347842
176,2.0333,598250.0,1.9,1105.9,4.1522,0,119010.0,2.6141e+17,197.07,,12.866,4.7656,0,0,3712.27350779913,1.000011578934171
177,1.9906,586730.0,1.9198,1089.2,4.0597,0,115510.0,2.1167e+17,195.37,,12.939,4.8387,0,0,3712.1441615316735,1.0000489502446803
178,1.9461,574630.0,1.9403,1071.3,3.8429,0,111900.0,1.6051e+17,193.6,,13.012,4.9118,0,0,3712.10144595876,1.0000072107758555
179,1.9015,562570.0,1.962,1053.4,4.1537,0,108300.0,1.094e+17,191.76,,13.085,4.9849,0,0,3711.8966227979568,1.0000406565005293
180,1.8545,549700.0,1.9847,1034.0,4.0446,0,104570.0,5.6331e+16,189.85,,13.158,5.058,0,0,3711.897267827866,1.0000304396278912
181,1.8079,536880.0,2.0065,1014.2,4.3902,0,100960.0,5076300000000000.0,188.01,,13.231,5.1311,0,0,3712.224363672104,1.0000864390974584
182,1.7646,525010.0,2.028,995.81,4.4492,0,97609.0,-4.2472e+16,186.24,,13.304,5.2042,0,0,3712.40091353889,1.0000326426456896
183,1.7215,513190.0,2.0498,977.25,5.2212,0,94322.0,-8.9144e+16,184.47,,13.377,5.2773,0,0,3712.6547719828222,1.0000547496630385
184,1.6789,501450.0,2.0727,958.7,5.5159,0,91088.0,-1.3508e+17,182.62,,13.45,5.3504,0,0,3712.612833540351,1.0003029500198453
185,1.6364,489740.0,2.0958,940.17,5.6738,0,87864.0,-1.8086e+17,180.76,,13.524,5.4235,0,0,3712.6267460225235,1.0001444234773633
186,1.5936,477860.0,2.1202,921.1,5.7533,0,84662.0,-2.2632e+17,178.82,,13.597,5.4966,0,0,3712.4862415996613,1.0003147272614359
187,1.5508,465950.0,2.1449,901.9,5.8154,0,81467.0,-2.717e+17,176.86,,13.67,5.5697,0,0,3712.3886906531384,1.0000917887035243
188,1.5081,453990.0,2.1705,882.34,5.7995,0,78341.0,-3.1609e+17,174.85,,13.743,5.6428,0,0,3712.194261781522,1.0003152389902108
189,1.4654,442040.0,2.1963,862.68,5.7639,0,75234.0,-3.6022e+17,172.84,,13.816,5.7159,0,0,3712.1398978699353,1.0001318515000794
190,1.4235,430250.0,2.2228,843.02,5.6723,0,72239.0,-4.0274e+17,170.81,,13.889,5.789,0,0,3711.983499592524,1.0003328064278052
191,1.3818,418500.0,2.2496,823.36,5.5649,0,69276.0,-4.4482e+17,168.77,,13.962,5.8621,0,0,3711.892666496383,1.0001978472944788
192,1.3415,407110.0,2.2771,804.07,5.4388,0,66449.0,-4.8496e+17,166.72,,14.035,5.9352,0,0,3711.6092986421027,1.0003537894366836
193,1.3017,395820.0,2.3049,784.89,5.3068,0,63666.0,-5.2449e+17,164.65,,14.108,6.0083,0,0,3711.2775241110003,1.0001807133129785
194,1.2641,385080.0,2.3309,766.29,5.22,0,61119.0,-5.6065e+17,162.75,,14.181,6.0814,0,0,3711.36480547209,1.0002702725563055
195,1.2272,374530.0,2.3564,747.89,5.149,0,58655.0,-5.9564e+17,160.89,,14.254,6.1545,0,0,3711.628929450372,1.0002399386239909
196,1.1969,365810.0,2.3782,732.53,5.2789,0,56651.0,-6.241e+17,159.34,,14.328,6.2276,0,0,3711.8661512080594,1.0001576273207886
197,1.1691,357850.0,2.3985,718.43,5.4917,0,54836.0,-6.4987e+17,157.91,,14.401,6.3007,0,0,3712.1521845372263,1.0001105863581237
198,1.1435,350540.0,2.4183,705.41,5.5548,0,53175.0,-6.7346e+17,156.55,,14.474,6.3738,0,0,3712.3054308302508,1.000142329140456
199,1.1189,343540.0,2.438,692.92,5.5456,0,51587.0,-6.9601e+17,155.22,,14.547,6.4469,0,0,3712.4294933088336,1.0001033230206775
200,1.0947,336660.0,2.4591,680.64,5.909,0,50016.0,-7.1832e+17,153.81,,14.62,6.52,0,0,3712.148005410185,1.000167680883278
201,1.0707,329840.0,2.4809,668.48,6.4811,0,48455.0,-7.4048e+17,152.35,,14.693,6.5931,0,0,3711.6501711489714,1.0001655404524543
202,1.047,323010.0,2.5023,656.13,6.6576,0,46957.0,-7.6175e+17,150.94,,14.766,6.6662,0,0,3711.394294320262,1.0004441893796463
203,1.0235,316170.0,2.5233,643.66,6.5786,0,45500.0,-7.8245e+17,149.55,,14.839,6.7393,0,0,3711.267104461494,1.0008769392277348
204,1.0,309320.0,2.5444,631.18,6.4995,0,44043.0,-8.0314e+17,148.16,,14.912,6.8124,0,0,3711.2323823916686,1.0008972009511967
205,0.97655,302480.0,2.5654,618.7,6.4205,0,42586.0,-8.2383e+17,146.77,,14.986,6.8855,0,0,3711.281161229831,1.0004113766119331
206,0.9549,296180.0,2.5873,607.2,6.3747,0,41240.0,-8.4294e+17,145.36,,15.059,6.9586,0,0,3710.772118224994,1.0003670986304776
207,0.93503,290400.0,2.61,596.65,6.361,0,40002.0,-8.6053e+17,143.92,,15.132,7.0317,0,0,3709.625229709457,1.0008720480608209
208,0.91517,284620.0,2.6327,586.1,6.3473,0,38763.0,-8.7812e+17,142.49,,15.205,7.1048,0,0,3708.587022960619,1.0008633128342683
209,0.8953,278840.0,2.6554,575.55,6.3336,0,37524.0,-8.957e+17,141.06,,15.278,7.1779,0,0,3707.6172459852564,1.0004150441121185
210,0.87568,273070.0,2.6768,564.85,6.2136,0,36348.0,-9.124e+17,139.72,,15.351,7.251,0,0,3707.111113625633,1.0002764918772706
211,0.85644,267320.0,2.6962,553.93,5.9406,0,35262.0,-9.2783e+17,138.53,,15.424,7.3241,0,0,3707.358421502033,1.0007133989274333
212,0.8372,261570.0,2.7156,543.02,5.6676,0,34176.0,-9.4325e+17,137.33,,15.497,7.3972,0,0,3707.646800150434,1.0008526466819565
213,0.81796,255820.0,2.735,532.1,5.3946,0,33090.0,-9.5868e+17,136.14,,15.57,7.4703,0,0,3708.089925223871,1.0005124686909106
214,0.80028,250530.0,2.7533,522.04,5.276,0,32099.0,-9.7276e+17,135.03,,15.643,7.5434,0,0,3708.5012075872432,1.000144664222009
215,0.78652,246430.0,2.7689,514.14,5.5445,0,31345.0,-9.8346e+17,134.12,,15.717,7.6165,0,0,3708.6314062106985,1.0004802262698544
216,0.77277,242320.0,2.7844,506.24,5.813,0,30591.0,-9.9417e+17,133.22,,15.79,7.6896,0,0,3708.8702320751836,1.0005010334330593
217,0.75902,238220.0,2.7999,498.35,6.0814,0,29837.0,-1.0049e+18,132.31,,15.863,7.7627,0,0,3709.1130971226776,1.0003519336001914
218,0.74563,234230.0,2.8156,490.66,6.3025,0,29105.0,-1.0153e+18,131.41,,15.936,7.8358,0,0,3709.3313952112485,1.000136703959426
219,0.7342,230840.0,2.8318,484.09,6.2753,0,28488.0,-1.024e+18,130.53,,16.009,7.9089,0,0,3708.930511862082,1.000877193182716
220,0.72276,227460.0,2.848,477.52,6.248,0,27871.0,-1.0328e+18,129.65,,16.082,7.982,0,0,3708.571979603757,1.0014504629642467
221,0.71133,224070.0,2.8643,470.95,6.2207,0,27254.0,-1.0416e+18,128.77,,16.155,8.0551,0,0,3708.2494815446644,1.0018160410653685
222,0.69989,220690.0,2.8805,464.37,6.1934,0,26637.0,-1.0503e+18,127.9,,16.228,8.1282,0,0,3708.0312995700124,1.0019095783840832
223,0.68845,217300.0,2.8967,457.8,6.1662,0,26020.0,-1.0591e+18,127.02,,16.301,8.2013,0,0,3707.799669395563,1.0018583686113356
224,0.67702,213920.0,2.9129,451.23,6.1389,0,25403.0,-1.0678e+18,126.14,,16.374,8.2744,0,0,3707.6100338467563,1.001553686360851
225,0.66558,210530.0,2.9292,444.66,6.1116,0,24786.0,-1.0766e+18,125.26,,16.448,8.3475,0,0,3707.473388081765,1.00100748590167
226,0.65415,207150.0,2.9454,438.09,6.0843,0,24169.0,-1.0854e+18,124.38,,16.521,8.4206,0,0,3707.3833093087396,1.0001711754336287
227,0.64369,204000.0,2.9624,431.9,6.0499,0,23628.0,-1.093e+18,123.5,,16.594,8.4937,0,0,3706.898854844251,1.0007527519634933
228,0.6334,200890.0,2.9795,425.78,6.0143,0,23099.0,-1.1005e+18,122.62,,16.667,8.5668,0,0,3706.3754147120444,1.0013764156616274
229,0.62311,197780.0,2.9967,419.66,5.9787,0,22571.0,-1.108e+18,121.74,,16.74,8.6399,0,0,3705.892126725751,1.0018353064527719
230,0.61281,194670.0,3.0138,413.53,5.943,0,22043.0,-1.1156e+18,120.85,,16.813,8.713,0,0,3705.394456177358,1.002170819178721
231,0.60252,191570.0,3.031,407.41,5.9074,0,21515.0,-1.1231e+18,119.97,,16.886,8.7861,0,0,3704.997393295491,1.0021685620275016
232,0.59223,188460.0,3.0481,401.29,5.8718,0,20986.0,-1.1306e+18,119.09,,16.959,8.8592,0,0,3704.6470172044055,1.0018611149002226
233,0.58193,185350.0,3.0652,395.16,5.8361,0,20458.0,-1.1381e+18,118.21,,17.032,8.9323,0,0,3704.3508762228216,1.001340451453374
234,0.57164,182240.0,3.0824,389.04,5.8005,0,19930.0,-1.1456e+18,117.33,,17.105,9.0054,0,0,3704.1014488373403,1.0005047806960699
235,0.56202,179320.0,3.0993,383.23,5.7476,0,19452.0,-1.1523e+18,116.48,,17.179,9.0785,0,0,3703.743490685233,1.0004714018806042
236,0.55307,176580.0,3.1161,377.72,5.6773,0,19024.0,-1.1584e+18,115.68,,17.252,9.1516,0,0,3703.394009467841,1.0011681066153049
237,0.54412,173840.0,3.1328,372.22,5.6069,0,18597.0,-1.1645e+18,114.88,,17.325,9.2247,0,0,3703.0868022456084,1.001722261876656
238,0.53517,171100.0,3.1495,366.72,5.5366,0,18169.0,-1.1706e+18,114.08,,17.398,9.2978,0,0,3702.8239530130977,1.0020128773077233
239,0.52621,168360.0,3.1663,361.21,5.4663,0,17742.0,-1.1766e+18,113.28,,17.471,9.3709,0,0,3702.613309928021,1.002152439888035
240,0.51726,165630.0,3.183,355.71,5.396,0,17314.0,-1.1827e+18,112.48,,17.544,9.444,0,0,3702.446015307377,1.0019747116229185
241,0.50831,162890.0,3.1998,350.21,5.3257,0,16887.0,-1.1888e+18,111.68,,17.617,9.5171,0,0,3702.3300900145146,1.0015946477175746
242,0.49936,160150.0,3.2165,344.7,5.2553,0,16459.0,-1.1948e+18,110.88,,17.69,9.5902,0,0,3702.2681537019043,1.0008754282232415
243,0.49053,157450.0,3.2332,339.26,5.1822,0,16039.0,-1.2008e+18,110.08,,17.763,9.6633,0,0,3702.1903207433447,1.0001078679345043
244,0.48294,155100.0,3.2494,334.47,5.079,0,15700.0,-1.2056e+18,109.36,,17.836,9.7364,0,0,3701.94932379324,1.0009019232548282
245,0.47535,152760.0,3.2656,329.69,4.9758,0,15360.0,-1.2105e+18,108.64,,17.91,9.8095,0,0,3701.74950991981,1.0014551659937208
246,0.46776,150420.0,3.2818,324.9,4.8727,0,15020.0,-1.2153e+18,107.92,,17.983,9.8826,0,0,3701.592813064452,1.0018171587662346
247,0.46017,148070.0,3.298,320.11,4.7695,0,14681.0,-1.2201e+18,107.2,,18.056,9.9557,0,0,3701.4812745012923,1.0020424077331662
248,0.45259,145730.0,3.3142,315.32,4.6663,0,14341.0,-1.2249e+18,106.48,,18.129,10.029,0,0,3701.4104880151745,1.0019590909471738
249,0.445,143380.0,3.3304,310.54,4.5631,0,14002.0,-1.2297e+18,105.76,,18.202,10.102,0,0,3701.3957453110793,1.0017334381168543
250,0.43741,141040.0,3.3466,305.75,4.46,0,13662.0,-1.2346e+18,105.04,,18.275,10.175,0,0,3701.43300293473,1.0011851768945335
251,0.42982,138700.0,3.3628,300.96,4.3568,0,13323.0,-1.2394e+18,104.32,,18.348,10.248,0,0,3701.524812885188,1.000440766673343
252,0.42247,136420.0,3.3802,296.3,4.2237,0,13000.0,-1.244e+18,103.58,,18.421,10.321,0,0,3701.361755454405,1.0002651124044202
253,0.41528,134190.0,3.3984,291.71,4.0714,0,12688.0,-1.2484e+18,102.82,,18.494,10.394,0,0,3700.991845197374,1.0005023320342343
254,0.40809,131960.0,3.4165,287.12,3.919,0,12376.0,-1.2528e+18,102.05,,18.567,10.467,0,0,3700.5976548510725,1.0005870771253953
255,0.4009,129730.0,3.4347,282.53,3.7667,0,12065.0,-1.2572e+18,101.29,,18.64,10.54,0,0,3700.326707623391,1.0003874839439186
256,0.3935,127430.0,3.4537,277.77,3.5763,0,11749.0,-1.2617e+18,100.51,,18.714,10.614,0,0,3700.1202302937418,1.0002082785398676
257,0.38567,124990.0,3.4743,272.7,3.312,0,11425.0,-1.2663e+18,99.68,,18.787,10.687,0,0,3699.9326930096804,1.000635421166684
258,0.37785,122540.0,3.4949,267.62,3.0478,0,11102.0,-1.2709e+18,98.852,,18.86,10.76,0,0,3699.823280492209,1.0007829242003716
259,0.37002,120100.0,3.5155,262.55,2.7835,0,10778.0,-1.2755e+18,98.023,,18.933,10.833,0,0,3699.789464234231,1.0005263739157546
260,0.36217,117650.0,3.5364,257.45,2.5215,0,10454.0,-1.2801e+18,97.187,,19.006,10.906,0,0,3699.798485613603,1.000012427012091
261,0.35396,115080.0,3.5605,252.08,2.2886,0,10121.0,-1.2848e+18,96.252,,19.079,10.979,0,0,3699.4307368634427,1.0002372559371404
262,0.34574,112500.0,3.5846,246.72,2.0557,0,9788.0,-1.2896e+18,95.318,,19.152,11.052,0,0,3699.169127267549,1.0000298476378922
263,0.33681,109700.0,3.6111,240.82,1.8025,0,9437.9,-1.2945e+18,94.318,,19.225,11.125,0,0,3699.1101811438552,1.0003209437033314
264,0.32782,106870.0,3.6378,234.89,1.5475,0,9086.3,-1.2995e+18,93.313,,19.298,11.198,0,0,3699.1911881769106,1.0001221003517964
265,0.31874,104010.0,3.6671,228.88,1.3188,0,8731.6,-1.3046e+18,92.23,,19.372,11.271,0,0,3698.8656800049066,1.0000658697698477
266,0.30866,100840.0,3.7001,222.19,1.0083,0,8346.3,-1.31e+18,91.033,,19.445,11.345,0,0,3698.7103276790776,1.000134329454221
267,0.29719,97236.0,3.7404,214.57,0.66444,0,7909.9,-1.3162e+18,89.612,,19.518,11.418,0,0,3698.275693773424,1.0000326546826477
268,0.65087,173850.0,1.3143,262.21,-4.861,0,47663.0,-7.5173e+17,242.28,,19.591,11.491,0,0,4203.940124768778,1.01768437221931
269,1.2281,325690.0,0.38134,176.9,1.3657,0,125180.0,3.4902e+17,343.2,,19.664,11.564,0,0,4273.923602341894,0.9999942144447206
270,1.2594,328910.0,0.33898,160.68,1.569,0,127460.0,3.8143e+17,340.76,,19.737,11.637,0,0,4261.151255881637,1.000011895889196
271,1.2818,331400.0,0.31544,151.72,1.5251,0,128960.0,4.0279e+17,338.76,,19.81,11.71,0,0,4251.544423843516,0.9999681873024024
272,1.2939,333290.0,0.29782,144.55,1.4119,0,130080.0,4.1868e+17,338.52,,19.883,11.783,0,0,4248.227716028504,0.9999287003792013
273,1.3038,334870.0,0.28174,137.77,1.2928,0,131030.0,4.3216e+17,338.4,,19.956,11.856,0,0,4245.700682071096,0.9999377414937024
274,1.3128,336120.0,0.2669,131.36,1.137,0,131820.0,4.4331e+17,338.09,,20.029,11.929,0,0,4242.977066723713,0.9999861028786129
275,1.3224,337580.0,0.25464,126.17,1.2062,0,132630.0,4.5478e+17,337.69,,20.103,12.002,0,0,4239.934138337146,1.000009854338229
276,1.3299,338930.0,0.24505,122.06,1.4185,0,133330.0,4.6477e+17,337.55,,20.176,12.076,0,0,4237.9465690829675,1.00003299992643
277,1.3375,340280.0,0.23548,117.95,1.6319,0,134030.0,4.7474e+17,337.41,,20.249,12.149,0,0,4235.946111665357,0.999985787898771
278,1.3417,341160.0,0.22599,113.54,1.9119,0,134530.0,4.8186e+17,337.61,,20.322,12.222,0,0,4235.454924394181,0.9999815130972912
279,1.3452,341940.0,0.21651,109.07,2.2057,0,134990.0,4.8839e+17,337.88,,20.395,12.295,0,0,4235.2747389604865,0.9999903381035763
280,1.3487,342720.0,0.20703,104.61,2.4994,0,135450.0,4.9491e+17,338.15,,20.468,12.368,0,0,4235.096089969975,0.9999949591616228
281,1.3522,343510.0,0.19756,100.14,2.7932,0,135910.0,5.0144e+17,338.42,,20.541,12.441,0,0,4234.918967757749,0.9999954188422658
282,1.3545,343970.0,0.18712,95.048,2.9998,0,136240.0,5.0615e+17,338.68,,20.614,12.514,0,0,4234.984446149478,0.9999530863172622
283,1.3553,344080.0,0.17562,89.272,3.1106,0,136430.0,5.0885e+17,338.94,,20.687,12.587,0,0,4235.378871053851,0.9999888702110977
284,1.3562,344190.0,0.16412,83.496,3.2214,0,136620.0,5.1155e+17,339.2,,20.76,12.66,0,0,4235.75106229245,0.9999499155520559
285,1.357,344300.0,0.15262,77.72,3.3322,0,136810.0,5.1425e+17,339.45,,20.833,12.733,0,0,4236.1229604918735,1.0000132005981992
286,1.3578,344380.0,0.14116,71.953,3.4079,0,136980.0,5.1668e+17,339.7,,20.907,12.807,0,0,4236.494559174189,0.9999294543857078
287,1.3575,344210.0,0.12998,66.246,3.2332,0,137020.0,5.1718e+17,339.85,,20.98,12.88,0,0,4236.887977736733,1.0000009241360168
288,1.3572,344050.0,0.11879,60.54,3.0584,0,137050.0,5.1768e+17,340.0,,21.053,12.953,0,0,4237.281266158982,0.9999995913901706
289,1.357,343880.0,0.1076,54.834,2.8836,0,137090.0,5.1817e+17,340.15,,21.126,13.026,0,0,4237.652537254109,0.9999977069860736
290,1.3567,343720.0,0.09641,49.128,2.7089,0,137120.0,5.1867e+17,340.3,,21.199,13.099,0,0,4238.045560957634,0.9999967330182578
291,1.3571,343520.0,0.088818,45.267,2.348,0,137100.0,5.1836e+17,340.16,,21.272,13.172,0,0,4237.652479830295,0.9999675620150578
292,1.3577,343320.0,0.082488,42.053,1.9218,0,137060.0,5.1776e+17,339.91,,21.345,13.245,0,0,4236.975299727792,0.9999689585077454
293,1.3583,343120.0,0.076159,38.84,1.4955,0,137020.0,5.1716e+17,339.66,,21.418,13.318,0,0,4236.2977759775395,0.9999710060515914
294,1.3589,342920.0,0.06983,35.627,1.0693,0,136980.0,5.1657e+17,339.4,,21.491,13.391,0,0,4235.598031417633,1.0000031682097748
295,1.3612,343150.0,0.065314,33.372,0.68133,0,137100.0,5.1828e+17,339.12,,21.564,13.464,0,0,4234.482965978004,1.0000130361436808
296,1.3666,344170.0,0.064056,32.838,0.36223,0,137510.0,5.2415e+17,338.79,,21.638,13.538,0,0,4232.584188155471,1.0000134322362728
297,1.3721,345190.0,0.062797,32.305,0.043133,0,137920.0,5.3002e+17,338.46,,21.711,13.611,0,0,4230.667696712942,0.9999486184899633
298,1.3776,346210.0,0.061538,31.771,-0.27597,0,138340.0,5.359e+17,338.13,,21.784,13.684,0,0,4228.755271571333,0.9999642723766966
299,1.383,347230.0,0.06028,31.238,-0.59507,0,138750.0,5.4177e+17,337.79,,21.857,13.757,0,0,4226.846366813569,1.0000174396554877
300,1.3925,349320.0,0.060983,31.805,-0.88886,0,139580.0,5.5356e+17,337.51,,21.93,13.83,0,0,4224.197485313843,0.9999652220506425
301,1.4022,351470.0,0.061798,32.435,-1.1812,0,140440.0,5.657e+17,337.23,,22.003,13.903,0,0,4221.519551438452,0.9999958695556537
302,1.4119,353620.0,0.062614,33.065,-1.4735,0,141290.0,5.7784e+17,336.95,,22.076,13.976,0,0,4218.855318843826,0.9999667900830471
303,1.4216,355770.0,0.06343,33.695,-1.7659,0,142150.0,5.8997e+17,336.67,,22.149,14.049,0,0,4216.204592051483,1.0000197585050583
304,1.4322,358370.0,0.065253,34.95,-2.0798,0,143170.0,6.0457e+17,336.59,,22.222,14.122,0,0,4213.821805646709,0.999978579728238
305,1.4435,361360.0,0.067956,36.751,-2.4124,0,144350.0,6.2132e+17,336.69,,22.295,14.195,0,0,4211.708245703591,1.000030700942519
306,1.4548,364360.0,0.070659,38.553,-2.7451,0,145530.0,6.3807e+17,336.8,,22.369,14.269,0,0,4209.634867221551,1.0000476757422556
307,1.4662,367350.0,0.073362,40.354,-3.0778,0,146710.0,6.5481e+17,336.9,,22.442,14.342,0,0,4207.537032798505,1.000020819327853
308,1.4775,370350.0,0.076065,42.156,-3.4105,0,147890.0,6.7156e+17,337.01,,22.515,14.415,0,0,4205.499221422151,1.0000278209443803
309,1.4888,373340.0,0.078768,43.957,-3.7432,0,149070.0,6.8831e+17,337.11,,22.588,14.488,0,0,4203.456678666799,1.0000594232934457
310,1.5001,376340.0,0.081471,45.758,-4.0759,0,150250.0,7.0506e+17,337.22,,22.661,14.561,0,0,4201.453199291599,1.0000564062829866
311,1.5115,379340.0,0.084174,47.56,-4.4086,0,151430.0,7.218e+17,337.32,,22.734,14.634,0,0,4199.424832804033,1.0000120422766927
312,1.5228,382330.0,0.086877,49.361,-4.7413,0,152610.0,7.3855e+17,337.43,,22.807,14.707,0,0,4197.454804013232,0.9999999607627301
313,1.5305,384370.0,0.091487,52.252,-5.1977,0,153380.0,7.4951e+17,337.42,,22.88,14.78,0,0,4195.93481016175,1.0000187181101732
314,1.5363,385880.0,0.097148,55.744,-5.7222,0,153930.0,7.5727e+17,337.37,,22.953,14.853,0,0,4194.701388649585,0.9999639153734784
315,1.542,387390.0,0.10281,59.236,-6.2468,0,154470.0,7.6504e+17,337.31,,23.027,14.926,0,0,4193.46943198674,0.9999403807152848
316,1.5477,388910.0,0.10847,62.727,-6.7714,0,155020.0,7.728e+17,337.25,,23.1,15.0,0,0,4192.241510095577,0.9999828281557983
317,1.5535,390420.0,0.11413,66.219,-7.2959,0,155570.0,7.8057e+17,337.19,,23.173,15.073,0,0,4190.998474394615,0.9999619124554087
318,1.5592,391930.0,0.11979,69.711,-7.8205,0,156110.0,7.8833e+17,337.13,,23.246,15.146,0,0,4189.778602732397,0.9999425469433469
319,1.5649,393440.0,0.12545,73.202,-8.3451,0,156660.0,7.961e+17,337.07,,23.319,15.219,0,0,4188.562676774162,0.9999884440822195
320,1.5706,394950.0,0.13111,76.694,-8.8696,0,157210.0,8.0386e+17,337.01,,23.392,15.292,0,0,4187.350667648976,1.0000353165452234
321,1.5764,396460.0,0.13677,80.186,-9.3942,0,157750.0,8.1163e+17,336.95,,23.465,15.365,0,0,4186.1237058061315,0.9999563248236107
322,1.5789,397190.0,0.14469,84.925,-9.9048,0,157930.0,8.1411e+17,336.79,,23.538,15.438,0,0,4185.300410699039,0.9999870443836419
323,1.58,397570.0,0.15361,90.218,-10.409,0,157940.0,8.1425e+17,336.58,,23.611,15.511,0,0,4184.630448176013,0.9999776451749425
324,1.5811,397950.0,0.16252,95.51,-10.913,0,157950.0,8.144e+17,336.37,,23.684,15.584,0,0,4183.960340567937,0.9999691159965861
325,1.5822,398320.0,0.17144,100.8,-11.418,0,157960.0,8.1454e+17,336.16,,23.757,15.657,0,0,4183.290087313561,0.9999614566388512
326,1.5832,398700.0,0.18036,106.1,-11.922,0,157970.0,8.1468e+17,335.95,,23.831,15.731,0,0,4182.638446733427,1.0000178272469689
327,1.5843,399080.0,0.18928,111.39,-12.426,0,157980.0,8.1483e+17,335.74,,23.904,15.804,0,0,4181.967887477533,1.0000118626929435
328,1.5854,399460.0,0.19819,116.68,-12.931,0,157990.0,8.1497e+17,335.53,,23.977,15.877,0,0,4181.297180908092,1.0000067674741169
329,1.5865,399830.0,0.20711,121.97,-13.435,0,158000.0,8.1511e+17,335.32,,24.05,15.95,0,0,4180.6263264627605,1.0000025413988638
330,1.5876,400210.0,0.21603,127.26,-13.939,0,158010.0,8.1525e+17,335.11,,24.123,16.023,0,0,4179.955323578924,0.9999991842801415
331,1.5876,400380.0,0.22647,133.34,-14.336,0,157860.0,8.1306e+17,334.78,,24.196,16.096,0,0,4179.223785506046,1.0000346634592105
332,1.5871,400450.0,0.23762,139.78,-14.682,0,157630.0,8.0979e+17,334.39,,24.269,16.169,0,0,4178.451862414641,1.0000572284668152
333,1.5867,400520.0,0.24878,146.23,-15.028,0,157390.0,8.0651e+17,333.99,,24.342,16.242,0,0,4177.638009249381,0.999982501729411
334,1.5862,400590.0,0.25994,152.67,-15.374,0,157160.0,8.0323e+17,333.6,,24.415,16.315,0,0,4176.864090890686,1.0000036457246682
335,1.5858,400660.0,0.27109,159.11,-15.721,0,156930.0,7.9995e+17,333.21,,24.489,16.389,0,0,4176.070457950221,0.9999610532852099
336,1.5853,400740.0,0.28225,165.55,-16.067,0,156700.0,7.9667e+17,332.82,,24.562,16.462,0,0,4175.294560778173,0.9999808225630588
337,1.5848,400810.0,0.2934,172.0,-16.413,0,156470.0,7.9339e+17,332.42,,24.635,16.535,0,0,4174.495337738446,1.000029992898013
338,1.5844,400880.0,0.30456,178.44,-16.759,0,156240.0,7.9011e+17,332.03,,24.708,16.608,0,0,4173.698686093453,0.9999853138101573
339,1.5839,400950.0,0.31571,184.88,-17.105,0,156010.0,7.8683e+17,331.64,,24.781,16.681,0,0,4172.919779566041,1.0000030446089747
340,1.5833,401040.0,0.32747,191.55,-17.273,0,155710.0,7.8259e+17,331.14,,24.854,16.754,0,0,4171.912026531504,0.999965920408777
