,Density,Energy,Mach,Momentum:0,Momentum:1,Momentum:2,Pressure,Pressure_Coefficient,Temperature,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2,s,Z
523,1.5025,410700.0,1.1552,579.03,-8.6037,0,119630.0,2.7025e+17,268.01,,38.231,30.131,0,0,4030.417812670431,1.0002721427115717
524,1.5191,414950.0,1.148,582.87,-8.6886,0,121240.0,2.9315e+17,268.73,,38.304,30.204,0,0,4029.146502758756,0.9999699805201337
525,1.533,418650.0,1.146,587.31,-8.7258,0,122450.0,3.1026e+17,268.93,,38.378,30.278,0,0,4026.993658429809,1.0000482021600043
526,1.5469,422350.0,1.144,591.75,-8.7629,0,123650.0,3.2737e+17,269.12,,38.451,30.351,0,0,4024.837232569191,1.0000678314022429
527,1.5607,426050.0,1.142,596.19,-8.8001,0,124860.0,3.4449e+17,269.32,,38.524,30.424,0,0,4022.7510175260204,1.0001815640503418
528,1.5746,429740.0,1.1399,600.63,-8.8373,0,126060.0,3.616e+17,269.52,,38.597,30.497,0,0,4020.668752115322,1.0001372628175529
529,1.5885,433440.0,1.1379,605.07,-8.8744,0,127270.0,3.7871e+17,269.71,,38.67,30.57,0,0,4018.581694068287,1.0001964910644208
530,1.6024,437140.0,1.1359,609.51,-8.9116,0,128470.0,3.9583e+17,269.91,,38.743,30.643,0,0,4016.5445192023917,1.000127486882109
531,1.6163,440830.0,1.1339,613.95,-8.9487,0,129680.0,4.1294e+17,270.1,,38.816,30.716,0,0,4014.5017964721515,1.0001611833633048
532,1.6302,444530.0,1.1319,618.39,-8.9859,0,130880.0,4.3005e+17,270.3,,38.889,30.789,0,0,4012.508142678753,1.0000688554436794
533,1.6441,448230.0,1.1299,622.83,-9.023,0,132090.0,4.4717e+17,270.5,,38.962,30.862,0,0,4010.5356757334503,1.000041429152143
534,1.6579,451920.0,1.1279,627.27,-9.0602,0,133290.0,4.6428e+17,270.69,,39.035,30.935,0,0,4008.574516940636,1.000024350154023
535,1.6699,455150.0,1.127,631.45,-9.0118,0,134300.0,4.7853e+17,270.78,,39.108,31.008,0,0,4006.6793800915366,1.0000288166606068
536,1.6807,458110.0,1.1268,635.46,-8.9127,0,135180.0,4.9109e+17,270.81,,39.182,31.082,0,0,4004.84698910358,1.00000252257627
537,1.6916,461060.0,1.1267,639.47,-8.8135,0,136070.0,5.0364e+17,270.83,,39.255,31.155,0,0,4002.981879937533,1.0000264553482097
538,1.7024,464020.0,1.1265,643.48,-8.7144,0,136950.0,5.162e+17,270.86,,39.328,31.228,0,0,4001.1739570646546,0.9999979334982463
539,1.7132,466970.0,1.1263,647.5,-8.6152,0,137830.0,5.2875e+17,270.89,,39.401,31.301,0,0,3999.3779784288913,0.9999683812072817
540,1.724,469920.0,1.1261,651.51,-8.5161,0,138720.0,5.4131e+17,270.91,,39.474,31.374,0,0,3997.5663866763834,1.0000468196660268
541,1.7348,472880.0,1.1259,655.52,-8.417,0,139600.0,5.5386e+17,270.94,,39.547,31.447,0,0,3995.793851663514,1.0000148034856158
542,1.7457,475830.0,1.1257,659.54,-8.3178,0,140490.0,5.6642e+17,270.97,,39.62,31.52,0,0,3994.0158048407834,0.9999957170587024
543,1.7565,478780.0,1.1255,663.55,-8.2187,0,141370.0,5.7897e+17,270.99,,39.693,31.593,0,0,3992.238837234721,0.9999985945057597
544,1.7673,481740.0,1.1253,667.56,-8.1196,0,142260.0,5.9153e+17,271.02,,39.766,31.666,0,0,3990.500490939774,1.000033932952334
545,1.7773,484500.0,1.1251,671.3,-7.9705,0,143080.0,6.0326e+17,271.06,,39.84,31.74,0,0,3988.9342758927023,0.9999914972347241
546,1.7831,486300.0,1.1251,673.64,-7.5713,0,143620.0,6.1084e+17,271.18,,39.913,31.813,0,0,3988.2952677231815,1.0000578349419578
547,1.7889,488100.0,1.1251,675.97,-7.172,0,144150.0,6.1843e+17,271.3,,39.986,31.886,0,0,3987.659256574114,1.0000514401069267
548,1.7948,489900.0,1.1251,678.31,-6.7728,0,144680.0,6.2601e+17,271.42,,40.059,31.959,0,0,3987.0096739644714,0.9999865155813343
549,1.8006,491710.0,1.125,680.65,-6.3736,0,145220.0,6.336e+17,271.54,,40.132,32.032,0,0,3986.3796497132157,1.000043574216492
550,1.8064,493510.0,1.125,682.99,-5.9744,0,145750.0,6.4118e+17,271.66,,40.205,32.105,0,0,3985.7525620820634,1.0000287670161965
551,1.8122,495310.0,1.125,685.33,-5.5752,0,146290.0,6.4877e+17,271.78,,40.278,32.178,0,0,3985.128391441742,1.000079604039491
552,1.8181,497110.0,1.1249,687.67,-5.176,0,146820.0,6.5635e+17,271.9,,40.351,32.251,0,0,3984.490782167833,1.000004135489109
553,1.8239,498910.0,1.1249,690.01,-4.7768,0,147350.0,6.6394e+17,272.02,,40.424,32.324,0,0,3983.872439326341,0.9999811909476115
554,1.8297,500720.0,1.1249,692.35,-4.3776,0,147890.0,6.7152e+17,272.14,,40.497,32.397,0,0,3983.256955384265,1.0000232358769683
555,1.8355,502520.0,1.1249,694.68,-3.9783,0,148420.0,6.7911e+17,272.26,,40.571,32.471,0,0,3982.644311458052,0.9999948166957796
556,1.8369,503170.0,1.1256,695.71,-3.6062,0,148570.0,6.8114e+17,272.32,,40.644,32.544,0,0,3982.581477851915,1.000022154519216
557,1.8357,503150.0,1.1267,695.98,-3.2497,0,148480.0,6.7998e+17,272.34,,40.717,32.617,0,0,3982.830093223723,0.9999962433734872
558,1.8346,503130.0,1.1278,696.26,-2.8932,0,148400.0,6.7882e+17,272.37,,40.79,32.69,0,0,3983.0899034626987,0.9999465621953743
559,1.8334,503120.0,1.1289,696.53,-2.5367,0,148320.0,6.7765e+17,272.39,,40.863,32.763,0,0,3983.33875222584,0.9999882126389437
560,1.8322,503100.0,1.13,696.8,-2.1802,0,148240.0,6.7649e+17,272.42,,40.936,32.836,0,0,3983.614980428859,0.9999932985608296
561,1.831,503080.0,1.1311,697.07,-1.8237,0,148160.0,6.7533e+17,272.44,,41.009,32.909,0,0,3983.8640738214053,1.0000352396327168
562,1.8298,503070.0,1.1322,697.34,-1.4672,0,148070.0,6.7416e+17,272.46,,41.082,32.982,0,0,3984.1132907807028,1.0000097895467697
563,1.8287,503050.0,1.1334,697.61,-1.1107,0,147990.0,6.73e+17,272.49,,41.155,33.055,0,0,3984.3736391914686,0.9999605967888389
564,1.8275,503030.0,1.1345,697.88,-0.75423,0,147910.0,6.7184e+17,272.51,,41.228,33.128,0,0,3984.623091123563,1.0000028975474398
565,1.8263,503020.0,1.1356,698.15,-0.39773,0,147830.0,6.7067e+17,272.54,,41.301,33.201,0,0,3984.8999113207333,1.0000086505923185
566,1.825,502950.0,1.1368,698.39,-0.04571,0,147730.0,6.6923e+17,272.55,,41.375,33.275,0,0,3985.1386408571575,1.0000073529952425
567,1.8181,501200.0,1.1408,697.58,0.15075,0,146940.0,6.5811e+17,272.11,,41.448,33.348,0,0,3985.06402533522,1.0000490855248279
568,1.8113,499440.0,1.1448,696.77,0.34722,0,146160.0,6.4699e+17,271.67,,41.521,33.421,0,0,3984.975348722356,1.00009214254119
569,1.8044,497680.0,1.1489,695.96,0.5437,0,145380.0,6.3587e+17,271.23,,41.594,33.494,0,0,3984.905369706434,1.000178864260743
570,1.7976,495930.0,1.1529,695.15,0.74017,0,144600.0,6.2475e+17,270.79,,41.667,33.567,0,0,3984.8212572142784,1.0001984149623473
571,1.7907,494170.0,1.1569,694.34,0.93663,0,143810.0,6.1363e+17,270.35,,41.74,33.64,0,0,3984.7560196087093,1.0001921218421725
572,1.7839,492410.0,1.1609,693.53,1.1331,0,143030.0,6.0251e+17,269.92,,41.813,33.713,0,0,3984.7040842610613,1.0001499523152275
573,1.777,490660.0,1.165,692.72,1.3296,0,142250.0,5.9139e+17,269.48,,41.886,33.786,0,0,3984.6437406444147,1.0001885056858686
574,1.7702,488900.0,1.169,691.91,1.526,0,141460.0,5.8027e+17,269.04,,41.959,33.859,0,0,3984.5691173061377,1.0000875336334725
575,1.7633,487150.0,1.173,691.1,1.7225,0,140680.0,5.6915e+17,268.6,,42.033,33.932,0,0,3984.5137335669574,1.0001006153257235
576,1.7565,485390.0,1.177,690.28,1.919,0,139900.0,5.5803e+17,268.16,,42.106,34.006,0,0,3984.4439961016337,1.000044012801945
577,1.749,483490.0,1.1815,689.33,2.0655,0,139050.0,5.4607e+17,267.69,,42.179,34.079,0,0,3984.412347752947,0.999982930388464
578,1.7403,481320.0,1.1867,688.12,2.1186,0,138100.0,5.3254e+17,267.16,,42.252,34.152,0,0,3984.421858308223,1.0000959631834292
579,1.7316,479150.0,1.1919,686.91,2.1717,0,137150.0,5.1901e+17,266.62,,42.325,34.225,0,0,3984.4080211205574,1.0002281233079955
580,1.7229,476980.0,1.1971,685.7,2.2249,0,136200.0,5.0548e+17,266.09,,42.398,34.298,0,0,3984.42654007038,1.0003040651367545
581,1.7143,474810.0,1.2024,684.49,2.278,0,135240.0,4.9195e+17,265.56,,42.471,34.371,0,0,3984.432361152042,1.0002285062404404
582,1.7056,472640.0,1.2076,683.28,2.3311,0,134290.0,4.7843e+17,265.02,,42.544,34.444,0,0,3984.432095784246,1.000302576713745
583,1.6969,470470.0,1.2128,682.07,2.3842,0,133340.0,4.649e+17,264.49,,42.617,34.517,0,0,3984.464548796705,1.0003189478254733
584,1.6882,468300.0,1.218,680.86,2.4373,0,132390.0,4.5137e+17,263.96,,42.69,34.59,0,0,3984.5018274100103,1.0003148526019785
585,1.6796,466130.0,1.2232,679.65,2.4904,0,131430.0,4.3784e+17,263.43,,42.764,34.664,0,0,3984.5263170058242,1.000154194692219
586,1.6709,463960.0,1.2285,678.44,2.5436,0,130480.0,4.2431e+17,262.89,,42.837,34.737,0,0,3984.545118783749,1.0001450118515687
587,1.6622,461790.0,1.2337,677.23,2.5967,0,129530.0,4.1078e+17,262.36,,42.91,34.81,0,0,3984.5971410083334,1.0000760250490361
588,1.6532,459550.0,1.2394,675.9,2.6335,0,128550.0,3.969e+17,261.79,,42.983,34.883,0,0,3984.5947191339037,1.0000856182516777
589,1.6441,457280.0,1.2454,674.49,2.6593,0,127560.0,3.8278e+17,261.18,,43.056,34.956,0,0,3984.501937663951,1.0002070569276662
590,1.6349,455000.0,1.2515,673.09,2.685,0,126560.0,3.6866e+17,260.58,,43.129,35.029,0,0,3984.4608652642078,1.000248118801145
591,1.6257,452720.0,1.2575,671.68,2.7108,0,125570.0,3.5455e+17,259.97,,43.202,35.102,0,0,3984.396700808411,1.0003818530667705
592,1.6165,450450.0,1.2636,670.27,2.7366,0,124570.0,3.4043e+17,259.37,,43.275,35.175,0,0,3984.3665876649075,1.0003720844096022
593,1.6074,448170.0,1.2696,668.87,2.7624,0,123580.0,3.2631e+17,258.76,,43.348,35.248,0,0,3984.294949809466,1.000392979036043
594,1.5982,445890.0,1.2757,667.46,2.7881,0,122580.0,3.1219e+17,258.16,,43.421,35.321,0,0,3984.2760494001095,1.0003295288177874
595,1.589,443610.0,1.2817,666.05,2.8139,0,121590.0,2.9807e+17,257.55,,43.494,35.395,0,0,3984.2341513348997,1.0003591704078416
596,1.5798,441340.0,1.2878,664.65,2.8397,0,120600.0,2.8396e+17,256.95,,43.568,35.468,0,0,3984.226941473683,1.0003227063445952
597,1.5707,439060.0,1.2938,663.24,2.8655,0,119600.0,2.6984e+17,256.35,,43.641,35.541,0,0,3984.2068461151052,1.0001109097494412
598,1.5615,436780.0,1.2999,661.83,2.8912,0,118610.0,2.5572e+17,255.74,,43.714,35.614,0,0,3984.182639132819,1.0000557406500556
599,1.5523,434500.0,1.3064,660.28,2.9108,0,117620.0,2.4169e+17,255.1,,43.787,35.687,0,0,3984.0772041632895,1.0000889059651221
600,1.543,432200.0,1.313,658.67,2.9285,0,116630.0,2.2768e+17,254.44,,43.86,35.76,0,0,3983.93841467521,1.0002360735517448
601,1.5337,429910.0,1.3197,657.07,2.9462,0,115650.0,2.1368e+17,253.79,,43.933,35.833,0,0,3983.8346757477484,1.0004013392965496
602,1.5245,427620.0,1.3264,655.47,2.964,0,114660.0,1.9967e+17,253.13,,44.006,35.906,0,0,3983.688172361947,1.0004247796547048
603,1.5152,425330.0,1.333,653.87,2.9817,0,113670.0,1.8567e+17,252.48,,44.079,35.979,0,0,3983.596447256147,1.000443270986431
604,1.506,423040.0,1.3397,652.27,2.9994,0,112690.0,1.7166e+17,251.83,,44.152,36.052,0,0,3983.491268166934,1.0004525424427306
605,1.4967,420740.0,1.3464,650.67,3.0171,0,111700.0,1.5765e+17,251.17,,44.226,36.125,0,0,3983.382508215323,1.0004472609824988
606,1.4875,418450.0,1.353,649.06,3.0348,0,110720.0,1.4365e+17,250.52,,44.299,36.199,0,0,3983.2897606044994,1.0003920928022327
607,1.4782,416160.0,1.3597,647.46,3.0526,0,109730.0,1.2964e+17,249.86,,44.372,36.272,0,0,3983.193751028747,1.0003201020315373
608,1.4689,413870.0,1.3663,645.86,3.0703,0,108740.0,1.1564e+17,249.21,,44.445,36.345,0,0,3983.134111587921,1.0001731310083335
609,1.4597,411580.0,1.373,644.26,3.088,0,107760.0,1.0163e+17,248.55,,44.518,36.418,0,0,3983.0311064206007,1.0000547060827922
610,1.4506,409300.0,1.38,642.46,3.0805,0,106800.0,8.8083e+16,247.87,,44.591,36.491,0,0,3982.8542808781904,1.0000993925183406
611,1.4415,407030.0,1.387,640.63,3.0693,0,105850.0,7.4601e+16,247.18,,44.664,36.564,0,0,3982.6535172853733,1.0002451135378176
612,1.4323,404750.0,1.3941,638.8,3.0581,0,104900.0,6.1118e+16,246.5,,44.737,36.637,0,0,3982.5096616512446,1.000387193235219
613,1.4232,402480.0,1.4011,636.97,3.0469,0,103950.0,4.7635e+16,245.81,,44.81,36.71,0,0,3982.3213346030284,1.0004665261165555
614,1.4141,400200.0,1.4082,635.14,3.0357,0,103010.0,3.4153e+16,245.12,,44.883,36.783,0,0,3982.1392997245453,1.0006082230839124
615,1.405,397930.0,1.4152,633.31,3.0245,0,102060.0,2.0671e+16,244.43,,44.956,36.856,0,0,3981.963680818852,1.0006179345173123
616,1.3959,395660.0,1.4223,631.49,3.0133,0,101110.0,7187900000000000.0,243.75,,45.03,36.93,0,0,3981.8250666290205,1.000549845978124
617,1.3868,393380.0,1.4293,629.66,3.0021,0,100160.0,-6294800000000000.0,243.06,,45.103,37.003,0,0,3981.662748739538,1.0004849037876904
618,1.3777,391110.0,1.4364,627.83,2.9909,0,99207.0,-1.9777e+16,242.37,,45.176,37.076,0,0,3981.5072356942783,1.0003508518027933
619,1.3686,388840.0,1.4434,626.0,2.9797,0,98258.0,-3.326e+16,241.68,,45.249,37.149,0,0,3981.3586628784556,1.0002169794723288
620,1.3595,386560.0,1.4504,624.17,2.9685,0,97308.0,-4.6742e+16,241.0,,45.322,37.222,0,0,3981.2479785449664,0.9999904273946323
621,1.3509,384380.0,1.4575,622.2,2.9347,0,96428.0,-5.9239e+16,240.31,,45.395,37.295,0,0,3981.00384623268,1.00011896961108
622,1.3423,382210.0,1.4646,620.22,2.8984,0,95556.0,-7.1623e+16,239.62,,45.468,37.368,0,0,3980.7656294228254,1.000296751541569
623,1.3337,380040.0,1.4717,618.24,2.8621,0,94684.0,-8.4009e+16,238.93,,45.541,37.441,0,0,3980.533447546887,1.0004406118958482
624,1.3252,377870.0,1.4788,616.25,2.8258,0,93812.0,-9.6394e+16,238.24,,45.614,37.514,0,0,3980.285010176007,1.0004740717359686
625,1.3166,375700.0,1.4859,614.27,2.7895,0,92940.0,-1.0878e+17,237.55,,45.688,37.588,0,0,3980.0651209201146,1.000546629499182
626,1.308,373530.0,1.493,612.29,2.7532,0,92068.0,-1.2116e+17,236.86,,45.761,37.661,0,0,3979.851639448915,1.0005822417494907
627,1.2994,371350.0,1.5001,610.3,2.7169,0,91195.0,-1.3355e+17,236.17,,45.834,37.734,0,0,3979.6446964007328,1.0005688687865546
628,1.2909,369180.0,1.5071,608.32,2.6806,0,90323.0,-1.4593e+17,235.48,,45.907,37.807,0,0,3979.4214173282794,1.0004497421170373
629,1.2823,367010.0,1.5142,606.33,2.6443,0,89451.0,-1.5832e+17,234.79,,45.98,37.88,0,0,3979.2278008513754,1.0003673588691748
630,1.2737,364840.0,1.5213,604.35,2.608,0,88579.0,-1.707e+17,234.1,,46.053,37.953,0,0,3979.041131031691,1.0002435539246917
631,1.2652,362670.0,1.5284,602.37,2.5717,0,87707.0,-1.8309e+17,233.41,,46.126,38.026,0,0,3978.8380755508424,0.9999980776485812
632,1.2574,360690.0,1.5352,600.41,2.5449,0,86934.0,-1.9406e+17,232.75,,46.199,38.099,0,0,3978.5722594475574,1.000161350137611
633,1.2498,358750.0,1.542,598.45,2.5198,0,86180.0,-2.0478e+17,232.09,,46.272,38.172,0,0,3978.2643704618754,1.0003525685169565
634,1.2423,356800.0,1.5488,596.5,2.4947,0,85425.0,-2.155e+17,231.44,,46.345,38.245,0,0,3977.9696339753655,1.0003768482648923
635,1.2347,354860.0,1.5556,594.55,2.4696,0,84670.0,-2.2622e+17,230.79,,46.419,38.319,0,0,3977.7039194574795,1.0004483565848898
636,1.2271,352920.0,1.5624,592.59,2.4445,0,83915.0,-2.3694e+17,230.13,,46.492,38.392,0,0,3977.4113046155835,1.0005296335062226
637,1.2195,350970.0,1.5692,590.64,2.4193,0,83160.0,-2.4766e+17,229.48,,46.565,38.465,0,0,3977.1563319161214,1.000532926716752
638,1.2119,349030.0,1.576,588.68,2.3942,0,82405.0,-2.5838e+17,228.82,,46.638,38.538,0,0,3976.8744890228386,1.0005443587099336
639,1.2043,347080.0,1.5828,586.73,2.3691,0,81650.0,-2.691e+17,228.17,,46.711,38.611,0,0,3976.6306914999927,1.000475622226535
640,1.1967,345140.0,1.5895,584.77,2.344,0,80895.0,-2.7982e+17,227.52,,46.784,38.684,0,0,3976.392696588138,1.000369310602903
641,1.1891,343190.0,1.5963,582.82,2.3188,0,80140.0,-2.9054e+17,226.86,,46.857,38.757,0,0,3976.1278918116564,1.0002684758283291
642,1.1815,341250.0,1.6031,580.86,2.2937,0,79385.0,-3.0126e+17,226.21,,46.93,38.83,0,0,3975.9017594015227,1.0000839882211559
643,1.1749,339550.0,1.6093,579.06,2.2576,0,78739.0,-3.1044e+17,225.62,,47.003,38.903,0,0,3975.6263727066125,1.0001265278247888
644,1.1687,337930.0,1.6153,577.31,2.2174,0,78133.0,-3.1904e+17,225.05,,47.076,38.976,0,0,3975.3196003789435,1.0002210477250135
645,1.1625,336320.0,1.6213,575.56,2.1772,0,77527.0,-3.2764e+17,224.48,,47.149,39.049,0,0,3975.0164236745836,1.0002899701625168
646,1.1562,334710.0,1.6273,573.81,2.137,0,76922.0,-3.3624e+17,223.91,,47.223,39.123,0,0,3974.742594259039,1.000432203905756
647,1.15,333100.0,1.6333,572.06,2.0968,0,76316.0,-3.4485e+17,223.34,,47.296,39.196,0,0,3974.4469440726807,1.0004486392601997
648,1.1438,331480.0,1.6392,570.3,2.0567,0,75710.0,-3.5345e+17,222.77,,47.369,39.269,0,0,3974.1550903472853,1.0004375864318134
649,1.1375,329870.0,1.6452,568.55,2.0165,0,75104.0,-3.6205e+17,222.21,,47.442,39.342,0,0,3973.92662597742,1.0004413046580367
650,1.1313,328260.0,1.6512,566.8,1.9763,0,74499.0,-3.7065e+17,221.64,,47.515,39.415,0,0,3973.6428027261345,1.0003870595948812
651,1.1251,326650.0,1.6572,565.05,1.9361,0,73893.0,-3.7925e+17,221.07,,47.588,39.488,0,0,3973.3629892177287,1.0002899690400096
652,1.1189,325030.0,1.6632,563.3,1.8959,0,73287.0,-3.8786e+17,220.5,,47.661,39.561,0,0,3973.0872586835576,1.00016263850642
653,1.1126,323420.0,1.6692,561.55,1.8557,0,72681.0,-3.9646e+17,219.93,,47.734,39.634,0,0,3972.8423788316877,1.0000942144313076
654,1.1075,322100.0,1.6743,560.1,1.8104,0,72189.0,-4.0346e+17,219.45,,47.807,39.707,0,0,3972.5846277673418,1.0000811841243005
655,1.1035,321040.0,1.6785,558.91,1.7606,0,71795.0,-4.0905e+17,219.04,,47.881,39.78,0,0,3972.2707402693013,1.0000966723434548
656,1.0994,319980.0,1.6828,557.73,1.7107,0,71401.0,-4.1463e+17,218.64,,47.954,39.854,0,0,3972.019127948718,1.000143907318569
657,1.0953,318920.0,1.6871,556.54,1.6609,0,71008.0,-4.2022e+17,218.23,,48.027,39.927,0,0,3971.7351381152735,1.0002378643763943
658,1.0913,317860.0,1.6914,555.35,1.6111,0,70614.0,-4.2581e+17,217.82,,48.1,40.0,0,0,3971.4254725806377,1.0002129081803004
659,1.0872,316800.0,1.6957,554.17,1.5612,0,70221.0,-4.314e+17,217.42,,48.173,40.073,0,0,3971.1786344261977,1.0002340285250668
660,1.0832,315740.0,1.7,552.98,1.5114,0,69827.0,-4.3699e+17,217.01,,48.246,40.146,0,0,3970.8718727220426,1.0001808523846016
661,1.0791,314670.0,1.7043,551.79,1.4616,0,69433.0,-4.4258e+17,216.6,,48.319,40.219,0,0,3970.5940323808136,1.000205725202694
662,1.075,313610.0,1.7086,550.61,1.4117,0,69040.0,-4.4817e+17,216.2,,48.392,40.292,0,0,3970.352163125644,1.0001846372132284
663,1.071,312550.0,1.7129,549.42,1.3619,0,68646.0,-4.5376e+17,215.79,,48.465,40.365,0,0,3970.0499325011397,1.0000875039415598
664,1.0669,311490.0,1.7172,548.23,1.3121,0,68253.0,-4.5935e+17,215.38,,48.538,40.438,0,0,3969.7770006783585,1.0000833756819696
665,1.0636,310650.0,1.7211,547.36,1.2638,0,67924.0,-4.6401e+17,215.02,,48.612,40.512,0,0,3969.454966465026,1.0000221460649028
666,1.0627,310420.0,1.7237,547.36,1.2202,0,67781.0,-4.6604e+17,214.76,,48.685,40.585,0,0,3968.808022423355,0.9999710953310117
667,1.0617,310190.0,1.7264,547.36,1.1766,0,67638.0,-4.6807e+17,214.5,,48.758,40.658,0,0,3968.1881758181885,1.0000119601359465
668,1.0607,309960.0,1.729,547.36,1.1329,0,67495.0,-4.701e+17,214.24,,48.831,40.731,0,0,3967.5675017863778,1.0000507130539413
669,1.0598,309730.0,1.7316,547.36,1.0893,0,67352.0,-4.7213e+17,213.98,,48.904,40.804,0,0,3966.9179726977895,0.9999929744524944
670,1.0588,309510.0,1.7343,547.36,1.0457,0,67209.0,-4.7416e+17,213.72,,48.977,40.877,0,0,3966.2956108768763,1.0000273692264903
671,1.0578,309280.0,1.7369,547.36,1.002,0,67066.0,-4.7619e+17,213.46,,49.05,40.95,0,0,3965.6724150972473,1.0000596099706955
672,1.0569,309050.0,1.7396,547.36,0.95839,0,66923.0,-4.7822e+17,213.2,,49.123,41.023,0,0,3965.0202808017298,0.9999950576279417
673,1.0559,308820.0,1.7422,547.36,0.91476,0,66781.0,-4.8025e+17,212.94,,49.196,41.096,0,0,3964.395383948089,1.0000378301248543
674,1.0549,308590.0,1.7448,547.36,0.87112,0,66638.0,-4.8228e+17,212.68,,49.269,41.169,0,0,3963.769646527762,1.000063463254797
675,1.054,308370.0,1.7475,547.36,0.82748,0,66495.0,-4.8431e+17,212.42,,49.342,41.243,0,0,3963.1148866329518,0.9999920000639996
676,1.053,308140.0,1.7501,547.36,0.78385,0,66352.0,-4.8634e+17,212.16,,49.416,41.316,0,0,3962.4874346995466,1.0000131036199786
677,1.0533,308180.0,1.7517,547.75,0.69627,0,66306.0,-4.87e+17,211.95,,49.489,41.389,0,0,3961.6675267859687,1.0000250406686446
678,1.0538,308250.0,1.7531,548.17,0.6044,0,66269.0,-4.8752e+17,211.74,,49.562,41.462,0,0,3960.7905412830264,0.9999835708081835
679,1.0543,308310.0,1.7546,548.59,0.51253,0,66232.0,-4.8804e+17,211.53,,49.635,41.535,0,0,3959.912892294874,0.9999429996406985
680,1.0547,308380.0,1.7561,549.02,0.42066,0,66195.0,-4.8856e+17,211.32,,49.708,41.608,0,0,3959.0627366386375,0.9999981329742541
681,1.0552,308450.0,1.7575,549.44,0.32879,0,66159.0,-4.8908e+17,211.11,,49.781,41.681,0,0,3958.1837427910496,0.9999744291670117
682,1.0556,308510.0,1.759,549.87,0.23692,0,66122.0,-4.8961e+17,210.9,,49.854,41.754,0,0,3957.3322152402434,1.0000312480651257
683,1.0561,308580.0,1.7605,550.29,0.14505,0,66085.0,-4.9013e+17,210.69,,49.927,41.827,0,0,3956.45187049021,0.9999941957967214
684,1.0566,308650.0,1.7619,550.72,0.053184,0,66049.0,-4.9065e+17,210.48,,50.0,41.9,0,0,3955.570854666359,0.9999731888670492
685,1.057,308720.0,1.7634,551.14,-0.038686,0,66012.0,-4.9117e+17,210.28,,50.074,41.973,0,0,3954.7525741980353,0.999985001133895
686,1.0575,308780.0,1.7649,551.57,-0.13056,0,65975.0,-4.9169e+17,210.07,,50.147,42.047,0,0,3953.8702336312112,0.9999505833439833
687,1.0579,308850.0,1.7663,551.99,-0.22243,0,65938.0,-4.9221e+17,209.86,,50.22,42.12,0,0,3953.0152906142052,1.0000115940863155
688,1.0593,309170.0,1.766,552.57,-0.36385,0,66019.0,-4.9107e+17,209.85,,50.293,42.193,0,0,3952.58712606312,0.9999644177977427
689,1.0615,309770.0,1.7639,553.32,-0.55844,0,66224.0,-4.8815e+17,210.05,,50.366,42.266,0,0,3952.6782545875594,1.000037476111461
690,1.0638,310370.0,1.7617,554.07,-0.75303,0,66430.0,-4.8523e+17,210.26,,50.439,42.339,0,0,3952.7773798718104,0.9999796385901184
691,1.066,310970.0,1.7595,554.82,-0.94762,0,66636.0,-4.8231e+17,210.46,,50.512,42.412,0,0,3952.8697336537903,1.000059176921474
692,1.0682,311570.0,1.7574,555.56,-1.1422,0,66841.0,-4.7939e+17,210.66,,50.585,42.485,0,0,3952.9626819004457,1.0001193636872006
693,1.0705,312170.0,1.7552,556.31,-1.3368,0,67047.0,-4.7647e+17,210.87,,50.658,42.558,0,0,3953.0636874408865,1.0000493484909054
694,1.0727,312770.0,1.753,557.06,-1.5314,0,67252.0,-4.7355e+17,211.07,,50.731,42.631,0,0,3953.157836386791,1.0001012364864135
695,1.075,313370.0,1.7508,557.81,-1.726,0,67458.0,-4.7063e+17,211.27,,50.804,42.704,0,0,3953.224938722618,1.0000707267843667
696,1.0772,313970.0,1.7487,558.56,-1.9205,0,67664.0,-4.6771e+17,211.48,,50.878,42.778,0,0,3953.355415949457,1.000081910941532
697,1.0795,314570.0,1.7465,559.3,-2.1151,0,67869.0,-4.6479e+17,211.68,,50.951,42.851,0,0,3953.423810143336,1.0000288458128288
698,1.0817,315170.0,1.7443,560.05,-2.3097,0,68075.0,-4.6187e+17,211.88,,51.024,42.924,0,0,3953.5203452689025,1.0000792275471642
699,1.084,315770.0,1.7422,560.8,-2.5043,0,68281.0,-4.5895e+17,212.09,,51.097,42.997,0,0,3953.6250571226033,0.9999860677678125
700,1.0895,317180.0,1.7374,562.57,-2.7388,0,68771.0,-4.5199e+17,212.52,,51.17,43.07,0,0,3953.625799430634,1.0000503089100015
701,1.095,318620.0,1.7325,564.37,-2.9745,0,69269.0,-4.4492e+17,212.95,,51.243,43.143,0,0,3953.631070913414,1.0002088780201421
702,1.1006,320060.0,1.7276,566.17,-3.2101,0,69767.0,-4.3785e+17,213.38,,51.316,43.216,0,0,3953.6138214831362,1.0002541916771268
703,1.1061,321500.0,1.7228,567.96,-3.4457,0,70265.0,-4.3078e+17,213.82,,51.389,43.289,0,0,3953.6628221090823,1.0003221460986336
704,1.1117,322940.0,1.7179,569.76,-3.6814,0,70763.0,-4.2371e+17,214.25,,51.462,43.362,0,0,3953.654649975876,1.0003255256433266
705,1.1172,324380.0,1.713,571.56,-3.917,0,71261.0,-4.1664e+17,214.69,,51.535,43.436,0,0,3953.7121920708464,1.0003517129429633
