,Density,Energy,Mach,Momentum:0,Momentum:1,Momentum:2,Pressure,Pressure_Coefficient,Temperature,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2,Ptot,Z
40,7.3959,1885600.0,0.38564,1055.9,-6.176,0,724070.0,8.8536e+18,329.64,,2.924,-5.176,0,0,802819.0755428756,1.0002322359579543
41,7.3734,1880700.0,0.39361,1073.7,-6.1823,0,721000.0,8.8099e+18,329.24,,2.9971,-5.1029,0,0,802813.9227589393,1.0002151422521162
42,7.3503,1875700.0,0.40173,1091.8,-6.1635,0,717830.0,8.765e+18,328.82,,3.0702,-5.0298,0,0,802813.5567151733,1.00019726992457
43,7.3261,1870500.0,0.41011,1110.2,-6.1036,0,714540.0,8.7182e+18,328.39,,3.1433,-4.9567,0,0,802846.6641951925,1.0001790109139885
44,7.3008,1865000.0,0.41874,1128.8,-6.0437,0,711080.0,8.6692e+18,327.94,,3.2164,-4.8836,0,0,802856.553013972,1.0001599602111244
45,7.2747,1859400.0,0.42755,1147.7,-5.9837,0,707530.0,8.6187e+18,327.47,,3.2895,-4.8105,0,0,802904.7061290111,1.0001401550176323
46,7.247,1853300.0,0.43671,1166.8,-5.9298,0,703750.0,8.565e+18,326.97,,3.3626,-4.7374,0,0,802914.8457983151,1.0001191619241916
47,7.2187,1847200.0,0.44596,1186.0,-5.8817,0,699910.0,8.5105e+18,326.46,,3.4357,-4.6643,0,0,802960.8616812975,1.0000978366548146
48,7.1883,1840600.0,0.45557,1205.4,-5.9187,0,695800.0,8.4521e+18,325.91,,3.5088,-4.5912,0,0,802934.4378994633,1.0000749411035852
49,7.1576,1833900.0,0.46525,1224.8,-5.917,0,691640.0,8.393e+18,325.35,,3.5819,-4.5181,0,0,802948.9971417185,1.000051735033819
50,7.1259,1827000.0,0.47512,1244.1,-5.8131,0,687360.0,8.3323e+18,324.78,,3.655,-4.445,0,0,802984.4544837908,1.0000282112359697
51,7.094,1820100.0,0.48503,1263.2,-5.7443,0,683040.0,8.271e+18,324.19,,3.7281,-4.3719,0,0,803058.4515240795,1.0000039929734947
52,7.0617,1813100.0,0.49499,1282.1,-5.7127,0,678670.0,8.2089e+18,323.59,,3.8012,-4.2988,0,0,803163.7705510781,0.9999794816916333
53,7.0294,1806100.0,0.50483,1300.5,-4.4209,0,674330.0,8.1473e+18,323.0,,3.8743,-4.2257,0,0,803302.7620431514,0.9999554899016796
54,6.9941,1798600.0,0.51559,1320.2,-3.4208,0,669620.0,8.0803e+18,322.36,,3.9474,-4.1526,0,0,803566.6628397888,0.9999295980940444
55,6.9529,1789600.0,0.52749,1341.2,-3.0729,0,664110.0,8.0022e+18,321.6,,4.0205,-4.0795,0,0,803577.2071777852,0.999899033351098
56,6.9116,1780600.0,0.53934,1361.5,-2.9119,0,658590.0,7.9237e+18,320.83,,4.0936,-4.0064,0,0,803626.2637176702,0.9998682616643118
57,6.8701,1771500.0,0.5511,1381.1,-2.826,0,653050.0,7.8451e+18,320.06,,4.1667,-3.9333,0,0,803674.025748135,0.9998376919796143
58,6.8273,1762000.0,0.563,1400.4,-2.7691,0,647360.0,7.7643e+18,319.26,,4.2398,-3.8602,0,0,803691.0322382256,0.9998061382306006
59,6.783,1752300.0,0.57512,1419.4,-2.7171,0,641500.0,7.681e+18,318.43,,4.3129,-3.7871,0,0,803698.6067897063,0.9997736249159934
60,6.7376,1742200.0,0.58742,1438.1,-2.6616,0,635490.0,7.5957e+18,317.57,,4.386,-3.714,0,0,803696.4843870617,0.9997401709853271
61,6.6912,1732000.0,0.59991,1456.6,-2.6007,0,629360.0,7.5087e+18,316.69,,4.4591,-3.6409,0,0,803727.5200166607,0.9997061973100695
62,6.6438,1721500.0,0.61259,1474.7,-2.5361,0,623120.0,7.4201e+18,315.79,,4.5322,-3.5678,0,0,803803.9206935283,0.999671721800875
63,6.5954,1710800.0,0.62545,1492.5,-2.4701,0,616760.0,7.3297e+18,314.86,,4.6053,-3.4947,0,0,803905.4623751116,0.9996363600676457
64,6.5459,1699800.0,0.63847,1509.9,-2.4053,0,610260.0,7.2375e+18,313.9,,4.6784,-3.4216,0,0,803990.6537304844,0.9996001440743505
65,6.4951,1688500.0,0.65166,1526.7,-2.3395,0,603630.0,7.1432e+18,312.92,,4.7515,-3.3485,0,0,804075.8493575256,0.9995635072967511
66,6.443,1676900.0,0.66499,1542.9,-2.2698,0,596860.0,7.0471e+18,311.91,,4.8246,-3.2754,0,0,804123.4326244232,0.9995260725689448
67,6.3898,1665000.0,0.67845,1558.6,-2.1944,0,589970.0,6.9493e+18,310.87,,4.8977,-3.2023,0,0,804148.217252221,0.9994878555485534
68,6.3355,1652900.0,0.69205,1573.6,-2.1123,0,582970.0,6.8498e+18,309.82,,4.9708,-3.1292,0,0,804165.6776379041,0.9994497083570021
69,6.2802,1640400.0,0.70579,1588.1,-2.0236,0,575860.0,6.7489e+18,308.74,,5.0439,-3.0561,0,0,804170.8074722678,0.9994108310173379
70,6.2239,1627800.0,0.71966,1601.9,-1.9289,0,568660.0,6.6467e+18,307.63,,5.117,-2.983,0,0,804178.9604629953,0.9993712333610715
71,6.1668,1614900.0,0.73365,1615.1,-1.8316,0,561370.0,6.5432e+18,306.5,,5.1901,-2.9099,0,0,804177.2018705921,0.9993313614611459
72,6.109,1601900.0,0.74776,1627.6,-1.7313,0,554010.0,6.4387e+18,305.35,,5.2632,-2.8368,0,0,804188.3423380727,0.9992912239462549
73,6.0504,1588600.0,0.76199,1639.6,-1.6278,0,546590.0,6.3332e+18,304.17,,5.3363,-2.7637,0,0,804221.5335357932,0.9992504142786927
74,5.9911,1575200.0,0.77632,1650.8,-1.5222,0,539100.0,6.2269e+18,302.97,,5.4094,-2.6906,0,0,804240.6423519376,0.9992093927728902
75,5.9311,1561500.0,0.79076,1661.3,-1.4157,0,531550.0,6.1197e+18,301.75,,5.4825,-2.6175,0,0,804261.4720484912,0.9991681766823793
76,5.8705,1547700.0,0.80529,1671.1,-1.3088,0,523960.0,6.0119e+18,300.51,,5.5556,-2.5444,0,0,804291.8443283077,0.9991267656427327
77,5.8094,1533800.0,0.81992,1680.1,-1.2015,0,516330.0,5.9036e+18,299.25,,5.6287,-2.4713,0,0,804333.2510390843,0.9990851858230825
78,5.7477,1519700.0,0.83462,1688.5,-1.0948,0,508670.0,5.7948e+18,297.98,,5.7018,-2.3982,0,0,804369.889755011,0.9990438763995406
79,5.6856,1505500.0,0.8494,1696.1,-0.98965,0,500980.0,5.6857e+18,296.68,,5.7749,-2.3251,0,0,804402.6783802629,0.9990020067507916
80,5.623,1491100.0,0.86427,1703.0,-0.88396,0,493280.0,5.5762e+18,295.36,,5.848,-2.252,0,0,804465.0818010774,0.998959992339095
81,5.5601,1476600.0,0.87921,1709.2,-0.77875,0,485550.0,5.4665e+18,294.03,,5.9211,-2.1789,0,0,804500.4098508797,0.9989183309233747
82,5.4967,1462000.0,0.89423,1714.7,-0.67422,0,477810.0,5.3566e+18,292.68,,5.9942,-2.1058,0,0,804542.2147494983,0.998876578288337
83,5.433,1447200.0,0.90931,1719.4,-0.57024,0,470070.0,5.2466e+18,291.32,,6.0673,-2.0327,0,0,804582.5267241824,0.9988351722056452
84,5.3689,1432400.0,0.92447,1723.3,-0.46638,0,462320.0,5.1366e+18,289.93,,6.1404,-1.9596,0,0,804614.1140514592,0.9987932896309997
85,5.3045,1417400.0,0.9397,1726.5,-0.36124,0,454570.0,5.0265e+18,288.53,,6.2135,-1.8865,0,0,804637.2568114524,0.9987518063984059
86,5.2398,1402300.0,0.95501,1729.0,-0.26382,0,446820.0,4.9165e+18,287.12,,6.2866,-1.8134,0,0,804652.8094691439,0.9987107528596871
87,5.1749,1387100.0,0.9704,1730.7,-0.16314,0,439090.0,4.8067e+18,285.69,,6.3597,-1.7403,0,0,804689.1022145867,0.9986696605584009
88,5.1096,1371900.0,0.98588,1731.7,-0.062367,0,431350.0,4.6969e+18,284.24,,6.4328,-1.6672,0,0,804692.4163499954,0.9986286419675344
89,5.0441,1356500.0,1.0015,1732.1,0.038788,0,423630.0,4.5871e+18,282.77,,6.5059,-1.5941,0,0,804756.763459913,0.9985876358492798
90,4.9783,1341000.0,1.0172,1731.7,0.13914,0,415910.0,4.4775e+18,281.29,,6.579,-1.521,0,0,804775.0431226013,0.9985471799133255
91,4.9122,1325400.0,1.033,1730.6,0.23947,0,408200.0,4.3681e+18,279.79,,6.6521,-1.4479,0,0,804755.9340188856,0.9985068299389384
92,4.8459,1309700.0,1.0489,1728.9,0.34416,0,400510.0,4.2588e+18,278.27,,6.7252,-1.3748,0,0,804689.206381525,0.998466580659447
93,4.7793,1293900.0,1.0649,1726.4,0.44502,0,392820.0,4.1497e+18,276.74,,6.7983,-1.3017,0,0,804505.7433442824,0.9984269899503441
94,4.7125,1278000.0,1.0811,1723.3,0.5437,0,385150.0,4.0407e+18,275.18,,6.8714,-1.2286,0,0,804315.0742617131,0.9983871169798236
95,4.6452,1261900.0,1.0975,1719.5,0.64464,0,377480.0,3.9318e+18,273.6,,6.9445,-1.1555,0,0,804048.9863271526,0.9983475297573484
96,4.5776,1245800.0,1.114,1715.0,0.7471,0,369800.0,3.8228e+18,272.0,,7.0176,-1.0824,0,0,803560.3823100635,0.9983083199589653
97,4.5096,1229400.0,1.1308,1709.8,0.85106,0,362130.0,3.7138e+18,270.37,,7.0907,-1.0093,0,0,803059.1212693048,0.9982689928724103
98,4.4411,1213000.0,1.1478,1703.8,0.95685,0,354450.0,3.6047e+18,268.72,,7.1638,-0.9362,0,0,802375.7541672725,0.9982301480471254
99,4.372,1196300.0,1.165,1697.2,1.0653,0,346750.0,3.4955e+18,267.04,,7.2369,-0.8631,0,0,801457.3919888252,0.998191440059956
100,4.3024,1179400.0,1.1825,1689.8,1.1767,0,339050.0,3.386e+18,265.33,,7.31,-0.79,0,0,800416.6191178455,0.9981528326771959
101,4.2323,1162400.0,1.2002,1681.6,1.2841,0,331330.0,3.2765e+18,263.59,,7.3831,-0.7169,0,0,799078.5777325695,0.9981144996199849
102,4.1617,1145200.0,1.2183,1672.8,1.3936,0,323620.0,3.1669e+18,261.82,,7.4562,-0.6438,0,0,797676.6771511772,0.9980763472834452
103,4.0905,1127900.0,1.2366,1663.2,1.5041,0,315890.0,3.0573e+18,260.01,,7.5293,-0.5707,0,0,795912.6519212836,0.9980381564352478
104,4.0189,1110300.0,1.2553,1652.8,1.6142,0,308180.0,2.9477e+18,258.18,,7.6024,-0.4976,0,0,794045.2451747657,0.9980006991497954
105,3.9468,1092600.0,1.2742,1641.7,1.723,0,300470.0,2.8382e+18,256.32,,7.6755,-0.4245,0,0,791801.2386008911,0.9979637113282371
106,3.8745,1074800.0,1.2934,1629.8,1.8298,0,292780.0,2.729e+18,254.42,,7.7486,-0.3514,0,0,789295.8408868489,0.997926672071332
107,3.8018,1056800.0,1.3129,1617.3,1.9349,0,285120.0,2.6202e+18,252.5,,7.8217,-0.2783,0,0,786525.1697273958,0.9978905319729267
108,3.729,1038700.0,1.3327,1604.0,2.0346,0,277500.0,2.512e+18,250.55,,7.8948,-0.2052,0,0,783487.1826629891,0.9978548205401208
109,3.6561,1020600.0,1.3528,1590.0,2.1299,0,269930.0,2.4045e+18,248.57,,7.9679,-0.1321,0,0,780181.8682425171,0.9978195306093306
110,3.5832,1002300.0,1.3731,1575.4,2.2215,0,262420.0,2.2979e+18,246.57,,8.041,-0.059,0,0,776521.6769775435,0.9977851263864423
111,3.5104,984100.0,1.3937,1560.1,2.308,0,254970.0,2.1922e+18,244.55,,8.1141,0.0141,0,0,772572.8592628081,0.9977516754624918
112,3.4379,965840.0,1.4145,1544.2,2.3888,0,247620.0,2.0878e+18,242.51,,8.1872,0.0872,0,0,768346.285607926,0.9977188851333421
113,3.3657,947610.0,1.4355,1527.7,2.4635,0,240360.0,1.9847e+18,240.46,,8.2603,0.1603,0,0,763796.6220830091,0.9976873648957015
114,3.294,929450.0,1.4567,1510.6,2.5327,0,233220.0,1.8833e+18,238.39,,8.3334,0.2334,0,0,759006.2288707516,0.9976563769783917
115,3.2228,911370.0,1.478,1493.1,2.5982,0,226200.0,1.7836e+18,236.31,,8.4065,0.3065,0,0,753883.3004302622,0.9976264163076005
116,3.1524,893400.0,1.4995,1475.1,2.658,0,219310.0,1.6857e+18,234.23,,8.4796,0.3796,0,0,748541.4383108037,0.9975978761140674
117,3.0827,875560.0,1.5211,1456.8,2.7163,0,212540.0,1.5896e+18,232.14,,8.5527,0.4527,0,0,742860.4946853919,0.9975703791851467
118,3.0137,857840.0,1.5429,1438.0,2.7728,0,205910.0,1.4954e+18,230.04,,8.6258,0.5258,0,0,736990.7365514796,0.9975436981212792
119,2.9453,840230.0,1.5648,1418.8,2.8264,0,199400.0,1.403e+18,227.93,,8.6989,0.5989,0,0,730780.7686457533,0.9975180587388699
120,2.8776,822720.0,1.587,1399.3,2.8754,0,193010.0,1.3122e+18,225.82,,8.772,0.672,0,0,724385.7991468465,0.9974939667199906
121,2.8107,805350.0,1.6093,1379.4,2.9192,0,186740.0,1.2233e+18,223.7,,8.8451,0.7451,0,0,717647.0623388814,0.9974709341528527
122,2.7446,788140.0,1.6317,1359.2,2.959,0,180630.0,1.1364e+18,221.58,,8.9182,0.8182,0,0,710724.3262311487,0.997448905802773
123,2.6795,771120.0,1.6542,1338.8,2.9944,0,174660.0,1.0516e+18,219.46,,8.9913,0.8913,0,0,703551.5333566063,0.9974281123267842
124,2.6151,754250.0,1.6769,1318.2,3.0219,0,168810.0,9.6857e+17,217.33,,9.0644,0.9644,0,0,696128.0339835584,0.9974083223420777
125,2.5506,737310.0,1.7004,1297.1,3.0308,0,162990.0,8.8596e+17,215.14,,9.1375,1.0375,0,0,688495.9531483118,0.9973884340015995
126,2.4868,720490.0,1.7246,1275.9,3.0056,0,157250.0,8.0451e+17,212.91,,9.2106,1.1106,0,0,680751.0107606511,0.9973687867408051
127,2.4264,704330.0,1.7463,1254.7,2.9198,0,151980.0,7.2963e+17,210.89,,9.2837,1.1837,0,0,672437.7525346389,0.9973554453739345
128,2.3722,690160.0,1.7666,1235.7,3.9829,0,147330.0,6.6362e+17,209.11,,9.3568,1.2568,0,0,665179.8346522487,0.9973466014373092
129,2.3127,674530.0,1.7905,1214.8,4.5611,0,142190.0,5.9055e+17,207.0,,9.4299,1.3299,0,0,657300.512341292,0.9973327904408056
130,2.2491,657710.0,1.8166,1192.0,6.2316,0,136740.0,5.1323e+17,204.7,,9.503,1.403,0,0,648437.3240946835,0.9973188910640872
131,2.1893,641730.0,1.8419,1169.7,6.157,0,131690.0,4.4148e+17,202.47,,9.5761,1.4761,0,0,639958.691465766,0.9973048189535463
132,2.1301,625870.0,1.8671,1147.6,5.8102,0,126690.0,3.7054e+17,200.26,,9.6492,1.5492,0,0,630695.0094426958,0.9972947462293961
133,2.0754,611310.0,1.8919,1126.7,5.4797,0,122170.0,3.0635e+17,198.15,,9.7223,1.6223,0,0,622657.7095972341,0.9972834634798894
134,2.0212,596880.0,1.9167,1106.1,5.1457,0,117690.0,2.4272e+17,196.06,,9.7954,1.6954,0,0,613947.99936005,0.9972760048954469
135,1.9747,584460.0,1.9406,1088.3,4.6379,0,113830.0,1.8788e+17,194.04,,9.8685,1.7685,0,0,607146.0154204469,0.9972612161029263
136,1.9293,572250.0,1.9635,1070.6,4.2378,0,110080.0,1.346e+17,192.1,,9.9416,1.8416,0,0,599653.9898757971,0.9972509283015345
137,1.8931,562090.0,1.9773,1054.5,4.8435,0,107350.0,9.5896e+16,190.91,,10.015,1.9147,0,0,592209.101541131,0.9972570993900112
138,1.8615,553130.0,1.9888,1040.3,5.2485,0,104980.0,6.222e+16,189.88,,10.088,1.9878,0,0,585227.9030829148,0.9972640089644472
139,1.8521,550080.0,1.9898,1035.0,4.666,0,104350.0,5.3262e+16,189.7,,10.161,2.0609,0,0,582247.4994434618,0.9972709940092567
140,1.8427,547020.0,1.9907,1029.7,4.0836,0,103720.0,4.4304e+16,189.52,,10.234,2.134,0,0,579208.5560434436,0.9972780595292331
141,1.8332,543960.0,1.9917,1024.4,3.5011,0,103090.0,3.5346e+16,189.34,,10.307,2.2071,0,0,576216.2295892956,0.9972852059879569
142,1.8273,541860.0,1.9924,1021.0,2.8628,0,102650.0,2.9062e+16,189.14,,10.38,2.2802,0,0,574123.073029073,0.9972863721130311
143,1.8298,542080.0,1.9929,1022.0,2.0873,0,102670.0,2.9343e+16,188.92,,10.453,2.3533,0,0,574493.1280335778,0.9972743365997842
144,1.8323,542310.0,1.9933,1023.0,1.3119,0,102690.0,2.9623e+16,188.69,,10.526,2.4264,0,0,574811.2936226365,0.9972617190367594
145,1.8349,542530.0,1.9937,1024.1,0.53647,0,102710.0,2.9904e+16,188.47,,10.599,2.4995,0,0,575129.6406184561,0.997249570031485
146,1.8421,544180.0,1.9906,1026.8,-0.44031,0,103190.0,3.6846e+16,188.61,,10.673,2.5726,0,0,576195.5950824962,0.9972441547708517
147,1.8562,547900.0,1.9824,1032.2,-1.7069,0,104360.0,5.3377e+16,189.28,,10.746,2.6457,0,0,578405.5090841755,0.99724860662611
148,1.8702,551620.0,1.9742,1037.5,-2.9735,0,105520.0,6.9907e+16,189.96,,10.819,2.7188,0,0,580482.091450684,0.9972541683162431
149,1.8843,555330.0,1.966,1042.9,-4.2402,0,106690.0,8.6438e+16,190.63,,10.892,2.7919,0,0,582536.0839857181,0.9972592515249579
150,1.9068,561340.0,1.9536,1051.4,-5.3509,0,108580.0,1.1326e+17,191.68,,10.965,2.865,0,0,586146.6063494433,0.9972664112443005
151,1.9377,569570.0,1.937,1063.1,-6.3098,0,111170.0,1.5013e+17,193.09,,11.038,2.9381,0,0,591001.8336040037,0.9972759734931643
152,1.9686,577810.0,1.9205,1074.7,-7.2686,0,113770.0,1.8699e+17,194.5,,11.111,3.0112,0,0,595621.309881974,0.9972866997376867
153,1.9995,586050.0,1.9039,1086.3,-8.2274,0,116360.0,2.2385e+17,195.92,,11.184,3.0843,0,0,599795.1020084922,0.9972995193982448
154,2.036,595780.0,1.8858,1099.9,-8.5395,0,119470.0,2.6789e+17,197.5,,11.257,3.1574,0,0,605415.0369405334,0.9973101274297963
155,2.0762,606510.0,1.8667,1114.6,-8.4252,0,122900.0,3.1667e+17,199.18,,11.33,3.2305,0,0,611608.3563145178,0.9973206705650953
156,2.1164,617230.0,1.8476,1129.4,-8.3109,0,126330.0,3.6544e+17,200.87,,11.404,3.3036,0,0,617297.8514877786,0.9973337853862866
157,2.1566,627950.0,1.8284,1144.2,-8.1967,0,129770.0,4.1422e+17,202.56,,11.477,3.3767,0,0,622480.9910406007,0.9973486321739811
158,2.1901,637060.0,1.8154,1157.1,-7.7083,0,132550.0,4.5373e+17,203.75,,11.55,3.4498,0,0,627846.6932080004,0.9973530624374257
159,2.2204,645390.0,1.8054,1169.2,-7.0383,0,135020.0,4.8873e+17,204.69,,11.623,3.5229,0,0,633341.4867226357,0.9973520456145721
160,2.2506,653720.0,1.7953,1181.2,-6.3682,0,137480.0,5.2374e+17,205.64,,11.696,3.596,0,0,638536.6828021315,0.9973526462172613
161,2.2808,662050.0,1.7853,1193.3,-5.6981,0,139950.0,5.5875e+17,206.58,,11.769,3.6691,0,0,643651.8280328225,0.997353431427749
162,2.2972,666990.0,1.782,1201.0,-5.0124,0,141230.0,5.769e+17,206.99,,11.842,3.7422,0,0,647428.985888192,0.9973502510558488
163,2.3089,670760.0,1.7811,1207.1,-4.3213,0,142090.0,5.8923e+17,207.21,,11.915,3.8153,0,0,650792.1778933099,0.9973454077449899
164,2.3205,674530.0,1.7802,1213.2,-3.6301,0,142960.0,6.0157e+17,207.43,,11.988,3.8884,0,0,654194.4271222841,0.997340469782552
165,2.3321,678310.0,1.7792,1219.3,-2.939,0,143830.0,6.139e+17,207.65,,12.062,3.9615,0,0,657525.0514848093,0.9973356237875675
166,2.3329,678830.0,1.7793,1220.0,-2.0571,0,143930.0,6.1538e+17,207.74,,12.135,4.0346,0,0,658047.3083424589,0.9973383897451115
167,2.3305,678450.0,1.7797,1219.2,-1.1216,0,143820.0,6.138e+17,207.79,,12.208,4.1077,0,0,657804.5555292035,0.997342977759555
168,2.3282,678060.0,1.7801,1218.3,-0.18618,0,143710.0,6.1223e+17,207.84,,12.281,4.1808,0,0,657561.4665726642,0.9973475595061624
169,2.3259,677670.0,1.7805,1217.5,0.74929,0,143600.0,6.1066e+17,207.88,,12.354,4.2539,0,0,657317.9855915781,0.9973516252497058
170,2.3138,674530.0,1.7854,1213.3,1.8738,0,142570.0,5.9593e+17,207.45,,12.427,4.327,0,0,655762.1651930385,0.9973487300898286
171,2.2997,670760.0,1.7914,1208.3,3.0404,0,141320.0,5.7828e+17,206.91,,12.5,4.4001,0,0,653858.8755147761,0.9973444830416548
172,2.2725,663500.0,1.8027,1198.5,4.0977,0,138970.0,5.4487e+17,205.89,,12.573,4.4732,0,0,650144.7397993351,0.9973368357502985
173,2.2425,655490.0,1.8152,1187.7,5.1318,0,136380.0,5.081e+17,204.77,,12.646,4.5463,0,0,645852.6734978573,0.9973295290141103
174,2.2012,644410.0,1.8326,1172.4,5.8654,0,132870.0,4.583e+17,203.22,,12.719,4.6194,0,0,639932.5306048144,0.99731955807047
