,Density,Energy,Mach,Momentum:0,Momentum:1,Momentum:2,Pressure,Pressure_Coefficient,Temperature,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2,pt,Z
967,1.6701,435870.0,0.73132,435.45,-2.744,0,151640.0,7.2477e+17,305.71,,70.688,62.588,0,0,216487.4461173968,0.9997970105345027
968,1.6722,436450.0,0.73189,436.32,-2.7443,0,151810.0,7.272e+17,305.66,,70.761,62.661,0,0,216844.6980920614,0.9997962096021469
969,1.6744,437030.0,0.73247,437.19,-2.7445,0,151980.0,7.2963e+17,305.62,,70.834,62.734,0,0,217204.34653285853,0.999795523011537
970,1.6765,437610.0,0.73304,438.05,-2.7448,0,152150.0,7.3207e+17,305.57,,70.907,62.807,0,0,217562.38247988155,0.9997947189241199
971,1.6786,438190.0,0.73361,438.92,-2.745,0,152320.0,7.345e+17,305.53,,70.98,62.88,0,0,217920.80299684528,0.9997940295792204
972,1.6808,438780.0,0.73418,439.79,-2.7453,0,152490.0,7.3693e+17,305.48,,71.053,62.953,0,0,218279.62058034624,0.9997932223310834
973,1.6829,439360.0,0.73475,440.66,-2.7455,0,152670.0,7.3936e+17,305.44,,71.126,63.026,0,0,218653.1524077962,0.9997925169652926
974,1.684,439700.0,0.7357,441.46,-2.6877,0,152730.0,7.403e+17,305.38,,71.199,63.099,0,0,218932.4166273121,0.9997917358407381
975,1.685,440040.0,0.73666,442.27,-2.6294,0,152800.0,7.4124e+17,305.32,,71.272,63.173,0,0,219228.6000408964,0.9997909402315868
976,1.6861,440380.0,0.73761,443.08,-2.5711,0,152860.0,7.4217e+17,305.26,,71.346,63.246,0,0,219508.93092409705,0.9997901567966925
977,1.6871,440720.0,0.73857,443.88,-2.5128,0,152930.0,7.431e+17,305.2,,71.419,63.319,0,0,219806.2182112183,0.9997893587834765
978,1.6882,441060.0,0.73952,444.69,-2.4546,0,152990.0,7.4403e+17,305.14,,71.492,63.392,0,0,220087.61972417712,0.9997885730331452
979,1.6893,441400.0,0.74047,445.5,-2.3963,0,153060.0,7.4497e+17,305.08,,71.565,63.465,0,0,220383.95456875797,0.9997877726106092
980,1.6896,441560.0,0.74173,446.28,-2.3484,0,153050.0,7.448e+17,305.0,,71.638,63.538,0,0,220629.52214885582,0.9997868439660021
981,1.6879,441250.0,0.74382,446.98,-2.3292,0,152830.0,7.4163e+17,304.85,,71.711,63.611,0,0,220744.30294552396,0.9997853762348002
982,1.6862,440940.0,0.74591,447.68,-2.31,0,152600.0,7.3845e+17,304.7,,71.784,63.684,0,0,220845.1793737545,0.9997839237504669
983,1.6846,440620.0,0.748,448.38,-2.2908,0,152380.0,7.3527e+17,304.56,,71.857,63.757,0,0,220961.07255541405,0.999782577028072
984,1.6829,440310.0,0.75009,449.09,-2.2716,0,152150.0,7.321e+17,304.41,,71.93,63.83,0,0,221063.00561919477,0.9997811278189908
985,1.6813,440000.0,0.75218,449.79,-2.2524,0,151930.0,7.2892e+17,304.27,,72.004,63.903,0,0,221180.00768336008,0.9997797842883952
986,1.6796,439680.0,0.75427,450.49,-2.2332,0,151710.0,7.2575e+17,304.12,,72.077,63.977,0,0,221297.5811446926,0.9997783241029502
987,1.6763,438990.0,0.75738,451.27,-2.2589,0,151300.0,7.199e+17,303.89,,72.15,64.05,0,0,221352.6320790736,0.9997761930760178
988,1.6716,437960.0,0.76136,452.11,-2.3231,0,150720.0,7.1176e+17,303.59,,72.223,64.123,0,0,221342.58459991592,0.9997734890871475
989,1.6669,436930.0,0.76534,452.95,-2.3872,0,150150.0,7.0363e+17,303.28,,72.296,64.196,0,0,221347.4932009743,0.9997706643434867
990,1.6622,435900.0,0.76932,453.79,-2.4513,0,149580.0,6.9549e+17,302.98,,72.369,64.269,0,0,221352.67202415303,0.999767970159128
991,1.6575,434870.0,0.77331,454.63,-2.5154,0,149000.0,6.8736e+17,302.67,,72.442,64.342,0,0,221345.37590995865,0.9997651852099524
992,1.6528,433850.0,0.77729,455.47,-2.5795,0,148430.0,6.7923e+17,302.37,,72.515,64.415,0,0,221350.9479856106,0.9997625159386935
993,1.6481,432820.0,0.78127,456.31,-2.6436,0,147860.0,6.7109e+17,302.06,,72.588,64.488,0,0,221356.6908005995,0.9997597405823867
994,1.6432,432060.0,0.78762,458.32,-2.9631,0,147250.0,6.6244e+17,301.72,,72.661,64.561,0,0,221817.27725260376,0.9997566864812573
